county,precinct,office,district,party,candidate,votes,election_day,mail,provisional
Elk,BENEZETTE,Registered Voters,,,,206,,,
Elk,BENEZETTE,Ballots Cast,,,,173,154,16,3
Elk,BENEZETTE,Ballots Cast Blank,,,,0,0,0,0
Elk,BENEZETTE,President,,DEM,JOSEPH R BIDEN/KAMALA D HARRIS,35,23,10,2
Elk,BENEZETTE,President,,REP,DONALD J TRUMP/MICHAEL R PENCE,134,127,6,1
Elk,BENEZETTE,President,,LIB,JO JORGENSEN/JEREMY SPIKE COHEN,2,2,0,0
Elk,BENEZETTE,President,,,Write-ins,0,0,0,0
Elk,BENEZETTE,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,35,23,10,2
Elk,BENEZETTE,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,128,121,6,1
Elk,BENEZETTE,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,4,4,0,0
Elk,BENEZETTE,ATTORNEY GENERAL,,GRE,RICHARD L WEISS,1,1,0,0
Elk,BENEZETTE,ATTORNEY GENERAL,,,Write-ins,0,0,0,0
Elk,BENEZETTE,AUDITOR GENERAL,,DEM,NINA AHMAD,32,20,10,2
Elk,BENEZETTE,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,122,116,5,1
Elk,BENEZETTE,AUDITOR GENERAL,,LIB,JENNIFER MOORE,11,11,0,0
Elk,BENEZETTE,AUDITOR GENERAL,,GRE,OLIVIA FAISON,1,0,1,0
Elk,BENEZETTE,AUDITOR GENERAL,,,Write-ins,0,0,0,0
Elk,BENEZETTE,STATE TREASURER,,DEM,JOE TORSELLA,37,25,11,1
Elk,BENEZETTE,STATE TREASURER,,REP,STACY L GARRITY,125,118,5,2
Elk,BENEZETTE,STATE TREASURER,,LIB,JOE SOLOSKI,4,4,0,0
Elk,BENEZETTE,STATE TREASURER,,GRE,TIMOTHY RUNKLE,1,1,0,0
Elk,BENEZETTE,STATE TREASURER,,,Write-ins,0,0,0,0
Elk,BENEZETTE,U.S. House,15,DEM,ROBERT WILLIAMS,36,23,11,2
Elk,BENEZETTE,U.S. House,15,REP,GLENN GT THOMPSON,132,126,5,1
Elk,BENEZETTE,U.S. House,15,,Write-ins,0,0,0,0
Elk,BENEZETTE,State Senate,25,DEM,MARGIE BROWN,44,31,11,2
Elk,BENEZETTE,State Senate,25,REP,CRIS DUSH,124,118,5,1
Elk,BENEZETTE,State Senate,25,,Write-ins,0,0,0,0
Elk,BENEZETTE,State House,75,DEM,RYAN GRIMM,41,28,11,2
Elk,BENEZETTE,State House,75,REP,MIKE ARMANINI,126,120,5,1
Elk,BENEZETTE,State House,75,,Write-ins,0,0,0,0
Elk,FOX #1,Registered Voters,,,,1281,,,
Elk,FOX #1,Ballots Cast,,,,1100,835,256,9
Elk,FOX #1,Ballots Cast Blank,,,,0,0,0,0
Elk,FOX #1,President,,DEM,JOSEPH R BIDEN/KAMALA D HARRIS,320,161,157,2
Elk,FOX #1,President,,REP,DONALD J TRUMP/MICHAEL R PENCE,757,661,89,7
Elk,FOX #1,President,,LIB,JO JORGENSEN/JEREMY SPIKE COHEN,13,8,5,0
Elk,FOX #1,President,,,Write-ins,3,3,0,0
Elk,FOX #1,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,355,192,161,2
Elk,FOX #1,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,716,620,90,6
Elk,FOX #1,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,13,10,2,1
Elk,FOX #1,ATTORNEY GENERAL,,GRE,RICHARD L WEISS,6,4,2,0
Elk,FOX #1,ATTORNEY GENERAL,,,Write-ins,1,1,0,0
Elk,FOX #1,AUDITOR GENERAL,,DEM,NINA AHMAD,310,157,151,2
Elk,FOX #1,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,731,628,96,7
Elk,FOX #1,AUDITOR GENERAL,,LIB,JENNIFER MOORE,36,33,3,0
Elk,FOX #1,AUDITOR GENERAL,,GRE,OLIVIA FAISON,10,8,2,0
Elk,FOX #1,AUDITOR GENERAL,,,Write-ins,1,1,0,0
Elk,FOX #1,STATE TREASURER,,DEM,JOE TORSELLA,328,174,152,2
Elk,FOX #1,STATE TREASURER,,REP,STACY L GARRITY,718,616,95,7
Elk,FOX #1,STATE TREASURER,,LIB,JOE SOLOSKI,22,19,3,0
Elk,FOX #1,STATE TREASURER,,GRE,TIMOTHY RUNKLE,13,10,3,0
Elk,FOX #1,STATE TREASURER,,,Write-ins,1,1,0,0
Elk,FOX #1,U.S. House,15,DEM,ROBERT WILLIAMS,294,147,145,2
Elk,FOX #1,U.S. House,15,REP,GLENN GT THOMPSON,794,680,107,7
Elk,FOX #1,U.S. House,15,,Write-ins,1,1,0,0
Elk,FOX #1,State Senate,25,DEM,MARGIE BROWN,343,180,161,2
Elk,FOX #1,State Senate,25,REP,CRIS DUSH,742,646,89,7
Elk,FOX #1,State Senate,25,,Write-ins,1,1,0,0
Elk,FOX #1,State House,75,DEM,RYAN GRIMM,251,125,124,2
Elk,FOX #1,State House,75,REP,MIKE ARMANINI,837,701,129,7
Elk,FOX #1,State House,75,,Write-ins,2,2,0,0
Elk,FOX #2,Registered Voters,,,,1190,,,
Elk,FOX #2,Ballots Cast,,,,998,785,196,17
Elk,FOX #2,Ballots Cast Blank,,,,0,0,0,0
Elk,FOX #2,President,,DEM,JOSEPH R BIDEN/KAMALA D HARRIS,274,160,110,4
Elk,FOX #2,President,,REP,DONALD J TRUMP/MICHAEL R PENCE,709,611,85,13
Elk,FOX #2,President,,LIB,JO JORGENSEN/JEREMY SPIKE COHEN,9,8,1,0
Elk,FOX #2,President,,,Write-ins,1,1,0,0
Elk,FOX #2,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,284,171,107,6
Elk,FOX #2,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,678,581,86,11
Elk,FOX #2,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,14,14,0,0
Elk,FOX #2,ATTORNEY GENERAL,,GRE,RICHARD L WEISS,5,5,0,0
Elk,FOX #2,ATTORNEY GENERAL,,,Write-ins,1,1,0,0
Elk,FOX #2,AUDITOR GENERAL,,DEM,NINA AHMAD,255,143,109,3
Elk,FOX #2,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,675,582,81,12
Elk,FOX #2,AUDITOR GENERAL,,LIB,JENNIFER MOORE,41,37,2,2
Elk,FOX #2,AUDITOR GENERAL,,GRE,OLIVIA FAISON,9,9,0,0
Elk,FOX #2,AUDITOR GENERAL,,,Write-ins,0,0,0,0
Elk,FOX #2,STATE TREASURER,,DEM,JOE TORSELLA,292,179,108,5
Elk,FOX #2,STATE TREASURER,,REP,STACY L GARRITY,664,572,80,12
Elk,FOX #2,STATE TREASURER,,LIB,JOE SOLOSKI,15,14,1,0
Elk,FOX #2,STATE TREASURER,,GRE,TIMOTHY RUNKLE,6,6,0,0
Elk,FOX #2,STATE TREASURER,,,Write-ins,0,0,0,0
Elk,FOX #2,U.S. House,15,DEM,ROBERT WILLIAMS,268,158,106,4
Elk,FOX #2,U.S. House,15,REP,GLENN GT THOMPSON,713,613,87,13
Elk,FOX #2,U.S. House,15,,Write-ins,0,0,0,0
Elk,FOX #2,State Senate,25,DEM,MARGIE BROWN,296,174,116,6
Elk,FOX #2,State Senate,25,REP,CRIS DUSH,685,598,76,11
Elk,FOX #2,State Senate,25,,Write-ins,1,1,0,0
Elk,FOX #2,State House,75,DEM,RYAN GRIMM,222,138,80,4
Elk,FOX #2,State House,75,REP,MIKE ARMANINI,765,639,113,13
Elk,FOX #2,State House,75,,Write-ins,0,0,0,0
Elk,HIGHLAND,Registered Voters,,,,144,,,
Elk,HIGHLAND,Ballots Cast,,,,110,84,26,0
Elk,HIGHLAND,Ballots Cast Blank,,,,0,0,0,0
Elk,HIGHLAND,President,,DEM,JOSEPH R BIDEN/KAMALA D HARRIS,27,14,13,0
Elk,HIGHLAND,President,,REP,DONALD J TRUMP/MICHAEL R PENCE,78,65,13,0
Elk,HIGHLAND,President,,LIB,JO JORGENSEN/JEREMY SPIKE COHEN,3,3,0,0
Elk,HIGHLAND,President,,,Write-ins,1,1,0,0
Elk,HIGHLAND,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,36,23,13,0
Elk,HIGHLAND,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,71,58,13,0
Elk,HIGHLAND,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,0,0,0,0
Elk,HIGHLAND,ATTORNEY GENERAL,,GRE,RICHARD L WEISS,1,1,0,0
Elk,HIGHLAND,ATTORNEY GENERAL,,,Write-ins,0,0,0,0
Elk,HIGHLAND,AUDITOR GENERAL,,DEM,NINA AHMAD,29,15,14,0
Elk,HIGHLAND,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,73,61,12,0
Elk,HIGHLAND,AUDITOR GENERAL,,LIB,JENNIFER MOORE,5,5,0,0
Elk,HIGHLAND,AUDITOR GENERAL,,GRE,OLIVIA FAISON,0,0,0,0
Elk,HIGHLAND,AUDITOR GENERAL,,,Write-ins,0,0,0,0
Elk,HIGHLAND,STATE TREASURER,,DEM,JOE TORSELLA,29,16,13,0
Elk,HIGHLAND,STATE TREASURER,,REP,STACY L GARRITY,77,64,13,0
Elk,HIGHLAND,STATE TREASURER,,LIB,JOE SOLOSKI,2,2,0,0
Elk,HIGHLAND,STATE TREASURER,,GRE,TIMOTHY RUNKLE,0,0,0,0
Elk,HIGHLAND,STATE TREASURER,,,Write-ins,0,0,0,0
Elk,HIGHLAND,U.S. House,15,DEM,ROBERT WILLIAMS,34,20,14,0
Elk,HIGHLAND,U.S. House,15,REP,GLENN GT THOMPSON,74,62,12,0
Elk,HIGHLAND,U.S. House,15,,Write-ins,0,0,0,0
Elk,HIGHLAND,State Senate,25,DEM,MARGIE BROWN,36,21,15,0
Elk,HIGHLAND,State Senate,25,REP,CRIS DUSH,72,61,11,0
Elk,HIGHLAND,State Senate,25,,Write-ins,0,0,0,0
Elk,HIGHLAND,State House,75,DEM,RYAN GRIMM,33,18,15,0
Elk,HIGHLAND,State House,75,REP,MIKE ARMANINI,75,64,11,0
Elk,HIGHLAND,State House,75,,Write-ins,0,0,0,0
Elk,JAMES CITY,Registered Voters,,,,170,,,
Elk,JAMES CITY,Ballots Cast,,,,133,106,25,2
Elk,JAMES CITY,Ballots Cast Blank,,,,0,0,0,0
Elk,JAMES CITY,President,,DEM,JOSEPH R BIDEN/KAMALA D HARRIS,33,24,9,0
Elk,JAMES CITY,President,,REP,DONALD J TRUMP/MICHAEL R PENCE,96,79,15,2
Elk,JAMES CITY,President,,LIB,JO JORGENSEN/JEREMY SPIKE COHEN,3,3,0,0
Elk,JAMES CITY,President,,,Write-ins,0,0,0,0
Elk,JAMES CITY,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,43,32,10,1
Elk,JAMES CITY,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,80,64,15,1
Elk,JAMES CITY,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,4,4,0,0
Elk,JAMES CITY,ATTORNEY GENERAL,,GRE,RICHARD L WEISS,0,0,0,0
Elk,JAMES CITY,ATTORNEY GENERAL,,,Write-ins,0,0,0,0
Elk,JAMES CITY,AUDITOR GENERAL,,DEM,NINA AHMAD,35,27,8,0
Elk,JAMES CITY,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,80,62,16,2
Elk,JAMES CITY,AUDITOR GENERAL,,LIB,JENNIFER MOORE,11,10,1,0
Elk,JAMES CITY,AUDITOR GENERAL,,GRE,OLIVIA FAISON,1,1,0,0
Elk,JAMES CITY,AUDITOR GENERAL,,,Write-ins,0,0,0,0
Elk,JAMES CITY,STATE TREASURER,,DEM,JOE TORSELLA,41,30,10,1
Elk,JAMES CITY,STATE TREASURER,,REP,STACY L GARRITY,83,67,15,1
Elk,JAMES CITY,STATE TREASURER,,LIB,JOE SOLOSKI,4,4,0,0
Elk,JAMES CITY,STATE TREASURER,,GRE,TIMOTHY RUNKLE,2,2,0,0
Elk,JAMES CITY,STATE TREASURER,,,Write-ins,0,0,0,0
Elk,JAMES CITY,U.S. House,15,DEM,ROBERT WILLIAMS,39,30,9,0
Elk,JAMES CITY,U.S. House,15,REP,GLENN GT THOMPSON,91,73,16,2
Elk,JAMES CITY,U.S. House,15,,Write-ins,0,0,0,0
Elk,JAMES CITY,State Senate,25,DEM,MARGIE BROWN,40,29,11,0
Elk,JAMES CITY,State Senate,25,REP,CRIS DUSH,87,71,14,2
Elk,JAMES CITY,State Senate,25,,Write-ins,0,0,0,0
Elk,JAMES CITY,State House,75,DEM,RYAN GRIMM,38,28,10,0
Elk,JAMES CITY,State House,75,REP,MIKE ARMANINI,88,71,15,2
Elk,JAMES CITY,State House,75,,Write-ins,0,0,0,0
Elk,HORTON,Registered Voters,,,,895,,,
Elk,HORTON,Ballots Cast,,,,722,586,135,1
Elk,HORTON,Ballots Cast Blank,,,,0,0,0,0
Elk,HORTON,President,,DEM,JOSEPH R BIDEN/KAMALA D HARRIS,147,84,63,0
Elk,HORTON,President,,REP,DONALD J TRUMP/MICHAEL R PENCE,556,490,65,1
Elk,HORTON,President,,LIB,JO JORGENSEN/JEREMY SPIKE COHEN,13,7,6,0
Elk,HORTON,President,,,Write-ins,2,2,0,0
Elk,HORTON,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,161,92,69,0
Elk,HORTON,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,536,474,61,1
Elk,HORTON,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,12,10,2,0
Elk,HORTON,ATTORNEY GENERAL,,GRE,RICHARD L WEISS,7,6,1,0
Elk,HORTON,ATTORNEY GENERAL,,,Write-ins,2,2,0,0
Elk,HORTON,AUDITOR GENERAL,,DEM,NINA AHMAD,129,70,59,0
Elk,HORTON,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,538,469,69,0
Elk,HORTON,AUDITOR GENERAL,,LIB,JENNIFER MOORE,28,24,4,0
Elk,HORTON,AUDITOR GENERAL,,GRE,OLIVIA FAISON,11,10,1,0
Elk,HORTON,AUDITOR GENERAL,,,Write-ins,1,1,0,0
Elk,HORTON,STATE TREASURER,,DEM,JOE TORSELLA,155,89,66,0
Elk,HORTON,STATE TREASURER,,REP,STACY L GARRITY,531,466,64,1
Elk,HORTON,STATE TREASURER,,LIB,JOE SOLOSKI,16,14,2,0
Elk,HORTON,STATE TREASURER,,GRE,TIMOTHY RUNKLE,4,4,0,0
Elk,HORTON,STATE TREASURER,,,Write-ins,1,1,0,0
Elk,HORTON,U.S. House,15,DEM,ROBERT WILLIAMS,129,74,55,0
Elk,HORTON,U.S. House,15,REP,GLENN GT THOMPSON,585,506,78,1
Elk,HORTON,U.S. House,15,,Write-ins,1,1,0,0
Elk,HORTON,State Senate,25,DEM,MARGIE BROWN,146,85,61,0
Elk,HORTON,State Senate,25,REP,CRIS DUSH,560,489,70,1
Elk,HORTON,State Senate,25,,Write-ins,0,0,0,0
Elk,HORTON,State House,75,DEM,RYAN GRIMM,120,66,54,0
Elk,HORTON,State House,75,REP,MIKE ARMANINI,588,509,78,1
Elk,HORTON,State House,75,,Write-ins,2,1,1,0
Elk,JAY TWP,Registered Voters,,,,1324,,,
Elk,JAY TWP,Ballots Cast,,,,1096,815,270,11
Elk,JAY TWP,Ballots Cast Blank,,,,0,0,0,0
Elk,JAY TWP,President,,DEM,JOSEPH R BIDEN/KAMALA D HARRIS,282,128,152,2
Elk,JAY TWP,President,,REP,DONALD J TRUMP/MICHAEL R PENCE,793,672,112,9
Elk,JAY TWP,President,,LIB,JO JORGENSEN/JEREMY SPIKE COHEN,15,11,4,0
Elk,JAY TWP,President,,,Write-ins,1,0,1,0
Elk,JAY TWP,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,323,168,153,2
Elk,JAY TWP,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,724,612,103,9
Elk,JAY TWP,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,14,11,3,0
Elk,JAY TWP,ATTORNEY GENERAL,,GRE,RICHARD L WEISS,7,7,0,0
Elk,JAY TWP,ATTORNEY GENERAL,,,Write-ins,1,1,0,0
Elk,JAY TWP,AUDITOR GENERAL,,DEM,NINA AHMAD,281,134,145,2
Elk,JAY TWP,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,738,627,102,9
Elk,JAY TWP,AUDITOR GENERAL,,LIB,JENNIFER MOORE,31,25,6,0
Elk,JAY TWP,AUDITOR GENERAL,,GRE,OLIVIA FAISON,11,8,3,0
Elk,JAY TWP,AUDITOR GENERAL,,,Write-ins,1,1,0,0
Elk,JAY TWP,STATE TREASURER,,DEM,JOE TORSELLA,308,155,151,2
Elk,JAY TWP,STATE TREASURER,,REP,STACY L GARRITY,726,616,101,9
Elk,JAY TWP,STATE TREASURER,,LIB,JOE SOLOSKI,20,16,4,0
Elk,JAY TWP,STATE TREASURER,,GRE,TIMOTHY RUNKLE,9,7,2,0
Elk,JAY TWP,STATE TREASURER,,,Write-ins,0,0,0,0
Elk,JAY TWP,U.S. House,15,DEM,ROBERT WILLIAMS,290,141,148,1
Elk,JAY TWP,U.S. House,15,REP,GLENN GT THOMPSON,783,662,111,10
Elk,JAY TWP,U.S. House,15,,Write-ins,0,0,0,0
Elk,JAY TWP,State Senate,25,DEM,MARGIE BROWN,319,165,153,1
Elk,JAY TWP,State Senate,25,REP,CRIS DUSH,747,634,104,9
Elk,JAY TWP,State Senate,25,,Write-ins,2,2,0,0
Elk,JAY TWP,State House,75,DEM,RYAN GRIMM,266,135,129,2
Elk,JAY TWP,State House,75,REP,MIKE ARMANINI,808,668,131,9
Elk,JAY TWP,State House,75,,Write-ins,0,0,0,0
Elk,LAMONT,Registered Voters,,,,75,,,
Elk,LAMONT,Ballots Cast,,,,68,60,8,0
Elk,LAMONT,Ballots Cast Blank,,,,0,0,0,0
Elk,LAMONT,President,,DEM,JOSEPH R BIDEN/KAMALA D HARRIS,14,9,5,0
Elk,LAMONT,President,,REP,DONALD J TRUMP/MICHAEL R PENCE,54,51,3,0
Elk,LAMONT,President,,LIB,JO JORGENSEN/JEREMY SPIKE COHEN,0,0,0,0
Elk,LAMONT,President,,,Write-ins,0,0,0,0
Elk,LAMONT,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,14,9,5,0
Elk,LAMONT,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,52,49,3,0
Elk,LAMONT,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,1,1,0,0
Elk,LAMONT,ATTORNEY GENERAL,,GRE,RICHARD L WEISS,0,0,0,0
Elk,LAMONT,ATTORNEY GENERAL,,,Write-ins,0,0,0,0
Elk,LAMONT,AUDITOR GENERAL,,DEM,NINA AHMAD,12,8,4,0
Elk,LAMONT,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,50,47,3,0
Elk,LAMONT,AUDITOR GENERAL,,LIB,JENNIFER MOORE,3,2,1,0
Elk,LAMONT,AUDITOR GENERAL,,GRE,OLIVIA FAISON,0,0,0,0
Elk,LAMONT,AUDITOR GENERAL,,,Write-ins,0,0,0,0
Elk,LAMONT,STATE TREASURER,,DEM,JOE TORSELLA,14,11,3,0
Elk,LAMONT,STATE TREASURER,,REP,STACY L GARRITY,49,46,3,0
Elk,LAMONT,STATE TREASURER,,LIB,JOE SOLOSKI,4,2,2,0
Elk,LAMONT,STATE TREASURER,,GRE,TIMOTHY RUNKLE,0,0,0,0
Elk,LAMONT,STATE TREASURER,,,Write-ins,0,0,0,0
Elk,LAMONT,U.S. House,15,DEM,ROBERT WILLIAMS,15,10,5,0
Elk,LAMONT,U.S. House,15,REP,GLENN GT THOMPSON,52,49,3,0
Elk,LAMONT,U.S. House,15,,Write-ins,0,0,0,0
Elk,LAMONT,State Senate,25,DEM,MARGIE BROWN,18,13,5,0
Elk,LAMONT,State Senate,25,REP,CRIS DUSH,48,45,3,0
Elk,LAMONT,State Senate,25,,Write-ins,0,0,0,0
Elk,LAMONT,State House,75,DEM,RYAN GRIMM,16,11,5,0
Elk,LAMONT,State House,75,REP,MIKE ARMANINI,51,48,3,0
Elk,LAMONT,State House,75,,Write-ins,0,0,0,0
Elk,WILCOX,Registered Voters,,,,1007,,,
Elk,WILCOX,Ballots Cast,,,,864,706,152,6
Elk,WILCOX,Ballots Cast Blank,,,,0,0,0,0
Elk,WILCOX,President,,DEM,JOSEPH R BIDEN/KAMALA D HARRIS,189,100,87,2
Elk,WILCOX,President,,REP,DONALD J TRUMP/MICHAEL R PENCE,657,589,64,4
Elk,WILCOX,President,,LIB,JO JORGENSEN/JEREMY SPIKE COHEN,6,5,1,0
