county,precinct,office,district,party,candidate,election_day,absentee,provisional,military,votes
Washington,MCDONALD,General Assembly,46,DEM,Byron Timmins,91,75,0,0,166
Washington,MCDONALD,General Assembly,46,DEM,Write-In,4,1,0,0,5
Washington,MCDONALD,President,,REP,Donald J Trump,96,24,0,0,120
Washington,MCDONALD,President,,REP,Roque Rocky De La Fuente,0,4,0,0,4
Washington,MCDONALD,President,,REP,Bill Weld,4,0,0,0,4
Washington,MCDONALD,President,,REP,Write-In,2,1,0,0,3
Washington,MCDONALD,Attorney General,,REP,Heather Heidelbaugh,92,27,0,0,119
Washington,MCDONALD,Attorney General,,REP,Write-In,1,0,0,0,1
Washington,MCDONALD,Auditor General,,REP,Timothy Defoor,86,24,0,0,110
Washington,MCDONALD,Auditor General,,REP,Write-In,0,1,0,0,1
Washington,MCDONALD,State Treasurer,,REP,Stacy L Garrity,89,26,0,0,115
Washington,MCDONALD,State Treasurer,,REP,Write-In,0,0,0,0,0
Washington,MCDONALD,U.S. House,14,REP,Guy Reschenthaler,98,30,0,0,128
Washington,MCDONALD,U.S. House,14,REP,Write-In,0,1,0,0,1
Washington,MCDONALD,General Assembly,46,REP,Jason Ortitay,95,29,0,0,124
Washington,MCDONALD,General Assembly,46,REP,Write-In,0,0,0,0,0
Washington,NEW EAGLE 1,Registered Voters,,,,,,,,664
Washington,NEW EAGLE 1,Registered Voters,,DEM,,,,,,446
Washington,NEW EAGLE 1,Registered Voters,,REP,,,,,,218
Washington,NEW EAGLE 1,Ballots Cast,,,,183,104,5,0,292
Washington,NEW EAGLE 1,Ballots Cast,,DEM,,105,85,4,0,194
Washington,NEW EAGLE 1,Ballots Cast,,REP,,78,19,1,0,98
Washington,NEW EAGLE 1,President,,DEM,Bernie Sanders,19,6,0,0,25
Washington,NEW EAGLE 1,President,,DEM,Joseph R Biden,63,70,1,0,134
Washington,NEW EAGLE 1,President,,DEM,Tulsi Gabbard,4,2,0,0,6
Washington,NEW EAGLE 1,President,,DEM,Write-In,11,3,2,0,16
Washington,NEW EAGLE 1,Attorney General,,DEM,Josh Shapiro,88,77,3,0,168
Washington,NEW EAGLE 1,Attorney General,,DEM,Write-In,2,0,0,0,2
Washington,NEW EAGLE 1,Auditor General,,DEM,H Scott Conklin,9,4,0,0,13
Washington,NEW EAGLE 1,Auditor General,,DEM,Michael Lamb,59,66,2,0,127
Washington,NEW EAGLE 1,Auditor General,,DEM,Tracie Fountain,6,3,0,0,9
Washington,NEW EAGLE 1,Auditor General,,DEM,Rose Rosie Marie Davis,2,1,1,0,4
Washington,NEW EAGLE 1,Auditor General,,DEM,Nina Ahmad,7,4,1,0,12
Washington,NEW EAGLE 1,Auditor General,,DEM,Christina M Hartman,6,1,0,0,7
Washington,NEW EAGLE 1,Auditor General,,DEM,Write-In,2,0,0,0,2
Washington,NEW EAGLE 1,State Treasurer,,DEM,Joe Torsella,82,78,1,0,161
Washington,NEW EAGLE 1,State Treasurer,,DEM,Write-In,2,0,2,0,4
Washington,NEW EAGLE 1,U.S. House,14,DEM,Bill Marx,79,75,2,0,156
Washington,NEW EAGLE 1,U.S. House,14,DEM,Write-In,3,2,0,0,5
Washington,NEW EAGLE 1,General Assembly,49,DEM,Randy J Barli,86,77,2,0,165
Washington,NEW EAGLE 1,General Assembly,49,DEM,Write-In,4,3,1,0,8
Washington,NEW EAGLE 1,President,,REP,Donald J Trump,72,17,1,0,90
Washington,NEW EAGLE 1,President,,REP,Roque Rocky De La Fuente,1,0,0,0,1
Washington,NEW EAGLE 1,President,,REP,Bill Weld,1,2,0,0,3
Washington,NEW EAGLE 1,President,,REP,Write-In,2,0,0,0,2
Washington,NEW EAGLE 1,Attorney General,,REP,Heather Heidelbaugh,68,11,1,0,80
Washington,NEW EAGLE 1,Attorney General,,REP,Write-In,1,1,0,0,2
Washington,NEW EAGLE 1,Auditor General,,REP,Timothy Defoor,67,14,1,0,82
Washington,NEW EAGLE 1,Auditor General,,REP,Write-In,1,1,0,0,2
Washington,NEW EAGLE 1,State Treasurer,,REP,Stacy L Garrity,65,15,1,0,81
Washington,NEW EAGLE 1,State Treasurer,,REP,Write-In,0,0,0,0,0
Washington,NEW EAGLE 1,U.S. House,14,REP,Guy Reschenthaler,73,16,1,0,90
Washington,NEW EAGLE 1,U.S. House,14,REP,Write-In,0,1,0,0,1
Washington,NEW EAGLE 1,General Assembly,49,REP,Bud Cook,34,12,1,0,47
Washington,NEW EAGLE 1,General Assembly,49,REP,Tony Bottino,43,7,0,0,50
Washington,NEW EAGLE 1,General Assembly,49,REP,Write-In,1,0,0,0,1
Washington,NEW EAGLE 2,Registered Voters,,,,,,,,552
Washington,NEW EAGLE 2,Registered Voters,,DEM,,,,,,304
Washington,NEW EAGLE 2,Registered Voters,,REP,,,,,,248
Washington,NEW EAGLE 2,Ballots Cast,,,,181,80,4,0,265
Washington,NEW EAGLE 2,Ballots Cast,,DEM,,76,56,0,0,132
Washington,NEW EAGLE 2,Ballots Cast,,REP,,105,24,4,0,133
Washington,NEW EAGLE 2,President,,DEM,Bernie Sanders,11,8,0,0,19
Washington,NEW EAGLE 2,President,,DEM,Joseph R Biden,47,46,0,0,93
Washington,NEW EAGLE 2,President,,DEM,Tulsi Gabbard,4,0,0,0,4
Washington,NEW EAGLE 2,President,,DEM,Write-In,10,2,0,0,12
Washington,NEW EAGLE 2,Attorney General,,DEM,Josh Shapiro,65,45,0,0,110
Washington,NEW EAGLE 2,Attorney General,,DEM,Write-In,1,0,0,0,1
Washington,NEW EAGLE 2,Auditor General,,DEM,H Scott Conklin,2,1,0,0,3
Washington,NEW EAGLE 2,Auditor General,,DEM,Michael Lamb,50,37,0,0,87
Washington,NEW EAGLE 2,Auditor General,,DEM,Tracie Fountain,3,1,0,0,4
Washington,NEW EAGLE 2,Auditor General,,DEM,Rose Rosie Marie Davis,2,2,0,0,4
Washington,NEW EAGLE 2,Auditor General,,DEM,Nina Ahmad,4,9,0,0,13
Washington,NEW EAGLE 2,Auditor General,,DEM,Christina M Hartman,9,0,0,0,9
Washington,NEW EAGLE 2,Auditor General,,DEM,Write-In,1,0,0,0,1
Washington,NEW EAGLE 2,State Treasurer,,DEM,Joe Torsella,60,43,0,0,103
Washington,NEW EAGLE 2,State Treasurer,,DEM,Write-In,2,0,0,0,2
Washington,NEW EAGLE 2,U.S. House,14,DEM,Bill Marx,65,43,0,0,108
Washington,NEW EAGLE 2,U.S. House,14,DEM,Write-In,1,0,0,0,1
Washington,NEW EAGLE 2,General Assembly,49,DEM,Randy J Barli,65,44,0,0,109
Washington,NEW EAGLE 2,General Assembly,49,DEM,Write-In,3,1,0,0,4
Washington,NEW EAGLE 2,President,,REP,Donald J Trump,98,20,4,0,122
Washington,NEW EAGLE 2,President,,REP,Roque Rocky De La Fuente,0,1,0,0,1
Washington,NEW EAGLE 2,President,,REP,Bill Weld,2,2,0,0,4
Washington,NEW EAGLE 2,President,,REP,Write-In,2,1,0,0,3
Washington,NEW EAGLE 2,Attorney General,,REP,Heather Heidelbaugh,89,17,3,0,109
Washington,NEW EAGLE 2,Attorney General,,REP,Write-In,1,0,0,0,1
Washington,NEW EAGLE 2,Auditor General,,REP,Timothy Defoor,87,18,3,0,108
Washington,NEW EAGLE 2,Auditor General,,REP,Write-In,0,0,0,0,0
Washington,NEW EAGLE 2,State Treasurer,,REP,Stacy L Garrity,88,17,3,0,108
Washington,NEW EAGLE 2,State Treasurer,,REP,Write-In,0,1,0,0,1
Washington,NEW EAGLE 2,U.S. House,14,REP,Guy Reschenthaler,96,21,3,0,120
Washington,NEW EAGLE 2,U.S. House,14,REP,Write-In,0,0,0,0,0
Washington,NEW EAGLE 2,General Assembly,49,REP,Bud Cook,51,10,2,0,63
Washington,NEW EAGLE 2,General Assembly,49,REP,Tony Bottino,52,13,2,0,67
Washington,NEW EAGLE 2,General Assembly,49,REP,Write-In,1,0,0,0,1
Washington,NORTH BETHLEHEM,Registered Voters,,,,,,,,997
Washington,NORTH BETHLEHEM,Registered Voters,,DEM,,,,,,479
Washington,NORTH BETHLEHEM,Registered Voters,,REP,,,,,,518
Washington,NORTH BETHLEHEM,Ballots Cast,,,,265,158,3,0,426
Washington,NORTH BETHLEHEM,Ballots Cast,,DEM,,81,109,2,0,192
Washington,NORTH BETHLEHEM,Ballots Cast,,REP,,184,49,1,0,234
Washington,NORTH BETHLEHEM,President,,DEM,Bernie Sanders,20,11,1,0,32
Washington,NORTH BETHLEHEM,President,,DEM,Joseph R Biden,45,90,1,0,136
Washington,NORTH BETHLEHEM,President,,DEM,Tulsi Gabbard,5,4,0,0,9
Washington,NORTH BETHLEHEM,President,,DEM,Write-In,9,4,0,0,13
Washington,NORTH BETHLEHEM,Attorney General,,DEM,Josh Shapiro,72,96,2,0,170
Washington,NORTH BETHLEHEM,Attorney General,,DEM,Write-In,2,1,0,0,3
Washington,NORTH BETHLEHEM,Auditor General,,DEM,H Scott Conklin,2,1,0,0,3
Washington,NORTH BETHLEHEM,Auditor General,,DEM,Michael Lamb,54,81,1,0,136
Washington,NORTH BETHLEHEM,Auditor General,,DEM,Tracie Fountain,1,3,0,0,4
Washington,NORTH BETHLEHEM,Auditor General,,DEM,Rose Rosie Marie Davis,2,0,1,0,3
Washington,NORTH BETHLEHEM,Auditor General,,DEM,Nina Ahmad,8,11,0,0,19
Washington,NORTH BETHLEHEM,Auditor General,,DEM,Christina M Hartman,6,4,0,0,10
Washington,NORTH BETHLEHEM,Auditor General,,DEM,Write-In,1,0,0,0,1
Washington,NORTH BETHLEHEM,State Treasurer,,DEM,Joe Torsella,68,92,1,0,161
Washington,NORTH BETHLEHEM,State Treasurer,,DEM,Write-In,3,0,0,0,3
Washington,NORTH BETHLEHEM,U.S. House,14,DEM,Bill Marx,65,91,1,0,157
Washington,NORTH BETHLEHEM,U.S. House,14,DEM,Write-In,3,0,0,0,3
Washington,NORTH BETHLEHEM,General Assembly,49,DEM,Randy J Barli,68,97,1,0,166
Washington,NORTH BETHLEHEM,General Assembly,49,DEM,Write-In,4,1,0,0,5
Washington,NORTH BETHLEHEM,President,,REP,Donald J Trump,171,40,1,0,212
Washington,NORTH BETHLEHEM,President,,REP,Roque Rocky De La Fuente,1,1,0,0,2
Washington,NORTH BETHLEHEM,President,,REP,Bill Weld,8,3,0,0,11
Washington,NORTH BETHLEHEM,President,,REP,Write-In,3,0,0,0,3
Washington,NORTH BETHLEHEM,Attorney General,,REP,Heather Heidelbaugh,165,40,1,0,206
Washington,NORTH BETHLEHEM,Attorney General,,REP,Write-In,1,0,0,0,1
Washington,NORTH BETHLEHEM,Auditor General,,REP,Timothy Defoor,163,36,1,0,200
Washington,NORTH BETHLEHEM,Auditor General,,REP,Write-In,0,0,0,0,0
Washington,NORTH BETHLEHEM,State Treasurer,,REP,Stacy L Garrity,163,36,1,0,200
Washington,NORTH BETHLEHEM,State Treasurer,,REP,Write-In,0,0,0,0,0
Washington,NORTH BETHLEHEM,U.S. House,14,REP,Guy Reschenthaler,171,44,1,0,216
Washington,NORTH BETHLEHEM,U.S. House,14,REP,Write-In,1,1,0,0,2
Washington,NORTH BETHLEHEM,General Assembly,49,REP,Bud Cook,111,39,1,0,151
Washington,NORTH BETHLEHEM,General Assembly,49,REP,Tony Bottino,72,10,0,0,82
Washington,NORTH BETHLEHEM,General Assembly,49,REP,Write-In,0,0,0,0,0
Washington,NORTH CHARLEROI,Registered Voters,,,,,,,,661
Washington,NORTH CHARLEROI,Registered Voters,,DEM,,,,,,420
Washington,NORTH CHARLEROI,Registered Voters,,REP,,,,,,241
Washington,NORTH CHARLEROI,Ballots Cast,,,,166,84,0,0,250
Washington,NORTH CHARLEROI,Ballots Cast,,DEM,,86,63,0,0,149
Washington,NORTH CHARLEROI,Ballots Cast,,REP,,80,21,0,0,101
Washington,NORTH CHARLEROI,President,,DEM,Bernie Sanders,13,11,0,0,24
Washington,NORTH CHARLEROI,President,,DEM,Joseph R Biden,52,50,0,0,102
Washington,NORTH CHARLEROI,President,,DEM,Tulsi Gabbard,7,1,0,0,8
Washington,NORTH CHARLEROI,President,,DEM,Write-In,9,1,0,0,10
Washington,NORTH CHARLEROI,Attorney General,,DEM,Josh Shapiro,60,55,0,0,115
Washington,NORTH CHARLEROI,Attorney General,,DEM,Write-In,1,0,0,0,1
Washington,NORTH CHARLEROI,Auditor General,,DEM,H Scott Conklin,3,2,0,0,5
Washington,NORTH CHARLEROI,Auditor General,,DEM,Michael Lamb,49,45,0,0,94
Washington,NORTH CHARLEROI,Auditor General,,DEM,Tracie Fountain,2,0,0,0,2
Washington,NORTH CHARLEROI,Auditor General,,DEM,Rose Rosie Marie Davis,3,1,0,0,4
Washington,NORTH CHARLEROI,Auditor General,,DEM,Nina Ahmad,3,11,0,0,14
Washington,NORTH CHARLEROI,Auditor General,,DEM,Christina M Hartman,3,0,0,0,3
Washington,NORTH CHARLEROI,Auditor General,,DEM,Write-In,1,0,0,0,1
Washington,NORTH CHARLEROI,State Treasurer,,DEM,Joe Torsella,55,52,0,0,107
Washington,NORTH CHARLEROI,State Treasurer,,DEM,Write-In,1,0,0,0,1
Washington,NORTH CHARLEROI,U.S. House,14,DEM,Bill Marx,51,55,0,0,106
Washington,NORTH CHARLEROI,U.S. House,14,DEM,Write-In,1,0,0,0,1
Washington,NORTH CHARLEROI,General Assembly,49,DEM,Randy J Barli,74,55,0,0,129
Washington,NORTH CHARLEROI,General Assembly,49,DEM,Write-In,1,0,0,0,1
Washington,NORTH CHARLEROI,President,,REP,Donald J Trump,79,17,0,0,96
Washington,NORTH CHARLEROI,President,,REP,Roque Rocky De La Fuente,0,1,0,0,1
Washington,NORTH CHARLEROI,President,,REP,Bill Weld,1,2,0,0,3
Washington,NORTH CHARLEROI,President,,REP,Write-In,0,0,0,0,0
Washington,NORTH CHARLEROI,Attorney General,,REP,Heather Heidelbaugh,63,17,0,0,80
Washington,NORTH CHARLEROI,Attorney General,,REP,Write-In,0,0,0,0,0
Washington,NORTH CHARLEROI,Auditor General,,REP,Timothy Defoor,61,17,0,0,78
Washington,NORTH CHARLEROI,Auditor General,,REP,Write-In,0,0,0,0,0
Washington,NORTH CHARLEROI,State Treasurer,,REP,Stacy L Garrity,61,16,0,0,77
Washington,NORTH CHARLEROI,State Treasurer,,REP,Write-In,0,0,0,0,0
Washington,NORTH CHARLEROI,U.S. House,14,REP,Guy Reschenthaler,75,16,0,0,91
Washington,NORTH CHARLEROI,U.S. House,14,REP,Write-In,0,0,0,0,0
Washington,NORTH CHARLEROI,General Assembly,49,REP,Bud Cook,44,14,0,0,58
Washington,NORTH CHARLEROI,General Assembly,49,REP,Tony Bottino,34,6,0,0,40
Washington,NORTH CHARLEROI,General Assembly,49,REP,Write-In,0,0,0,0,0
Washington,NORTH FRANKLIN 1,Registered Voters,,,,,,,,1355
Washington,NORTH FRANKLIN 1,Registered Voters,,DEM,,,,,,664
Washington,NORTH FRANKLIN 1,Registered Voters,,REP,,,,,,691
Washington,NORTH FRANKLIN 1,Ballots Cast,,,,254,265,0,0,519
Washington,NORTH FRANKLIN 1,Ballots Cast,,DEM,,88,183,0,0,271
Washington,NORTH FRANKLIN 1,Ballots Cast,,REP,,166,82,0,0,248
Washington,NORTH FRANKLIN 1,President,,DEM,Bernie Sanders,25,20,0,0,45
Washington,NORTH FRANKLIN 1,President,,DEM,Joseph R Biden,48,151,0,0,199
Washington,NORTH FRANKLIN 1,President,,DEM,Tulsi Gabbard,3,4,0,0,7
Washington,NORTH FRANKLIN 1,President,,DEM,Write-In,6,4,0,0,10
Washington,NORTH FRANKLIN 1,Attorney General,,DEM,Josh Shapiro,74,165,0,0,239
Washington,NORTH FRANKLIN 1,Attorney General,,DEM,Write-In,1,0,0,0,1
Washington,NORTH FRANKLIN 1,Auditor General,,DEM,H Scott Conklin,1,7,0,0,8
Washington,NORTH FRANKLIN 1,Auditor General,,DEM,Michael Lamb,58,143,0,0,201
Washington,NORTH FRANKLIN 1,Auditor General,,DEM,Tracie Fountain,4,3,0,0,7
Washington,NORTH FRANKLIN 1,Auditor General,,DEM,Rose Rosie Marie Davis,2,5,0,0,7
Washington,NORTH FRANKLIN 1,Auditor General,,DEM,Nina Ahmad,7,13,0,0,20
Washington,NORTH FRANKLIN 1,Auditor General,,DEM,Christina M Hartman,5,2,0,0,7
Washington,NORTH FRANKLIN 1,Auditor General,,DEM,Write-In,0,0,0,0,0
Washington,NORTH FRANKLIN 1,State Treasurer,,DEM,Joe Torsella,71,161,0,0,232
Washington,NORTH FRANKLIN 1,State Treasurer,,DEM,Write-In,0,0,0,0,0
Washington,NORTH FRANKLIN 1,U.S. House,14,DEM,Bill Marx,71,154,0,0,225
Washington,NORTH FRANKLIN 1,U.S. House,14,DEM,Write-In,2,0,0,0,2
Washington,NORTH FRANKLIN 1,General Assembly,48,DEM,Harlan Shober,77,169,0,0,246
Washington,NORTH FRANKLIN 1,General Assembly,48,DEM,Write-In,0,0,0,0,0
Washington,NORTH FRANKLIN 1,President,,REP,Donald J Trump,157,69,0,0,226
Washington,NORTH FRANKLIN 1,President,,REP,Roque Rocky De La Fuente,1,1,0,0,2
Washington,NORTH FRANKLIN 1,President,,REP,Bill Weld,5,6,0,0,11
Washington,NORTH FRANKLIN 1,President,,REP,Write-In,1,3,0,0,4
Washington,NORTH FRANKLIN 1,Attorney General,,REP,Heather Heidelbaugh,144,68,0,0,212
Washington,NORTH FRANKLIN 1,Attorney General,,REP,Write-In,1,2,0,0,3
Washington,NORTH FRANKLIN 1,Auditor General,,REP,Timothy Defoor,142,66,0,0,208
Washington,NORTH FRANKLIN 1,Auditor General,,REP,Write-In,0,2,0,0,2
Washington,NORTH FRANKLIN 1,State Treasurer,,REP,Stacy L Garrity,141,69,0,0,210
Washington,NORTH FRANKLIN 1,State Treasurer,,REP,Write-In,0,2,0,0,2
Washington,NORTH FRANKLIN 1,U.S. House,14,REP,Guy Reschenthaler,157,72,0,0,229
Washington,NORTH FRANKLIN 1,U.S. House,14,REP,Write-In,0,2,0,0,2
Washington,NORTH FRANKLIN 1,General Assembly,48,REP,Tim O'Neal,161,79,0,0,240
Washington,NORTH FRANKLIN 1,General Assembly,48,REP,Write-In,0,2,0,0,2
Washington,NORTH FRANKLIN 2,Registered Voters,,,,,,,,747
Washington,NORTH FRANKLIN 2,Registered Voters,,DEM,,,,,,407
Washington,NORTH FRANKLIN 2,Registered Voters,,REP,,,,,,340
Washington,NORTH FRANKLIN 2,Ballots Cast,,,,174,141,1,1,317
Washington,NORTH FRANKLIN 2,Ballots Cast,,DEM,,73,100,0,0,173
Washington,NORTH FRANKLIN 2,Ballots Cast,,REP,,101,41,1,1,144
Washington,NORTH FRANKLIN 2,President,,DEM,Bernie Sanders,8,17,0,0,25
Washington,NORTH FRANKLIN 2,President,,DEM,Joseph R Biden,58,74,0,0,132
Washington,NORTH FRANKLIN 2,President,,DEM,Tulsi Gabbard,1,1,0,0,2
Washington,NORTH FRANKLIN 2,President,,DEM,Write-In,5,2,0,0,7
Washington,NORTH FRANKLIN 2,Attorney General,,DEM,Josh Shapiro,66,90,0,0,156
Washington,NORTH FRANKLIN 2,Attorney General,,DEM,Write-In,1,0,0,0,1
Washington,NORTH FRANKLIN 2,Auditor General,,DEM,H Scott Conklin,3,3,0,0,6
Washington,NORTH FRANKLIN 2,Auditor General,,DEM,Michael Lamb,53,70,0,0,123
Washington,NORTH FRANKLIN 2,Auditor General,,DEM,Tracie Fountain,1,4,0,0,5
Washington,NORTH FRANKLIN 2,Auditor General,,DEM,Rose Rosie Marie Davis,3,5,0,0,8
Washington,NORTH FRANKLIN 2,Auditor General,,DEM,Nina Ahmad,7,12,0,0,19
Washington,NORTH FRANKLIN 2,Auditor General,,DEM,Christina M Hartman,4,5,0,0,9
Washington,NORTH FRANKLIN 2,Auditor General,,DEM,Write-In,1,0,0,0,1
Washington,NORTH FRANKLIN 2,State Treasurer,,DEM,Joe Torsella,69,87,0,0,156
Washington,NORTH FRANKLIN 2,State Treasurer,,DEM,Write-In,0,0,0,0,0
Washington,NORTH FRANKLIN 2,U.S. House,14,DEM,Bill Marx,66,84,0,0,150
Washington,NORTH FRANKLIN 2,U.S. House,14,DEM,Write-In,1,0,0,0,1
Washington,NORTH FRANKLIN 2,General Assembly,48,DEM,Harlan Shober,67,94,0,0,161
Washington,NORTH FRANKLIN 2,General Assembly,48,DEM,Write-In,1,0,0,0,1
Washington,NORTH FRANKLIN 2,President,,REP,Donald J Trump,96,30,1,1,128
Washington,NORTH FRANKLIN 2,President,,REP,Roque Rocky De La Fuente,0,2,0,0,2
Washington,NORTH FRANKLIN 2,President,,REP,Bill Weld,3,3,0,0,6
Washington,NORTH FRANKLIN 2,President,,REP,Write-In,0,5,0,0,5
Washington,NORTH FRANKLIN 2,Attorney General,,REP,Heather Heidelbaugh,96,36,1,1,134
Washington,NORTH FRANKLIN 2,Attorney General,,REP,Write-In,0,0,0,0,0
Washington,NORTH FRANKLIN 2,Auditor General,,REP,Timothy Defoor,95,32,1,1,129
Washington,NORTH FRANKLIN 2,Auditor General,,REP,Write-In,0,2,0,0,2
Washington,NORTH FRANKLIN 2,State Treasurer,,REP,Stacy L Garrity,92,36,1,1,130
Washington,NORTH FRANKLIN 2,State Treasurer,,REP,Write-In,0,0,0,0,0
Washington,NORTH FRANKLIN 2,U.S. House,14,REP,Guy Reschenthaler,97,35,1,1,134
Washington,NORTH FRANKLIN 2,U.S. House,14,REP,Write-In,1,2,0,0,3
Washington,NORTH FRANKLIN 2,General Assembly,48,REP,Tim O'Neal,96,38,1,1,136
Washington,NORTH FRANKLIN 2,General Assembly,48,REP,Write-In,1,1,0,0,2
Washington,NORTH FRANKLIN 3,Registered Voters,,,,,,,,845
Washington,NORTH FRANKLIN 3,Registered Voters,,DEM,,,,,,462
Washington,NORTH FRANKLIN 3,Registered Voters,,REP,,,,,,383
Washington,NORTH FRANKLIN 3,Ballots Cast,,,,163,185,1,0,349
Washington,NORTH FRANKLIN 3,Ballots Cast,,DEM,,54,134,1,0,189
Washington,NORTH FRANKLIN 3,Ballots Cast,,REP,,109,51,0,0,160
Washington,NORTH FRANKLIN 3,President,,DEM,Bernie Sanders,8,19,0,0,27
Washington,NORTH FRANKLIN 3,President,,DEM,Joseph R Biden,29,109,1,0,139
Washington,NORTH FRANKLIN 3,President,,DEM,Tulsi Gabbard,6,1,0,0,7
Washington,NORTH FRANKLIN 3,President,,DEM,Write-In,6,3,0,0,9
Washington,NORTH FRANKLIN 3,Attorney General,,DEM,Josh Shapiro,49,116,1,0,166
Washington,NORTH FRANKLIN 3,Attorney General,,DEM,Write-In,0,0,0,0,0
Washington,NORTH FRANKLIN 3,Auditor General,,DEM,H Scott Conklin,3,6,0,0,9
Washington,NORTH FRANKLIN 3,Auditor General,,DEM,Michael Lamb,38,96,0,0,134
Washington,NORTH FRANKLIN 3,Auditor General,,DEM,Tracie Fountain,2,1,0,0,3
Washington,NORTH FRANKLIN 3,Auditor General,,DEM,Rose Rosie Marie Davis,2,2,0,0,4
Washington,NORTH FRANKLIN 3,Auditor General,,DEM,Nina Ahmad,2,15,0,0,17
Washington,NORTH FRANKLIN 3,Auditor General,,DEM,Christina M Hartman,3,9,0,0,12
Washington,NORTH FRANKLIN 3,Auditor General,,DEM,Write-In,0,0,0,0,0
Washington,NORTH FRANKLIN 3,State Treasurer,,DEM,Joe Torsella,46,114,1,0,161
Washington,NORTH FRANKLIN 3,State Treasurer,,DEM,Write-In,1,0,0,0,1
Washington,NORTH FRANKLIN 3,U.S. House,14,DEM,Bill Marx,44,112,1,0,157
Washington,NORTH FRANKLIN 3,U.S. House,14,DEM,Write-In,1,0,0,0,1
Washington,NORTH FRANKLIN 3,General Assembly,48,DEM,Harlan Shober,48,124,1,0,173
Washington,NORTH FRANKLIN 3,General Assembly,48,DEM,Write-In,1,1,0,0,2
Washington,NORTH FRANKLIN 3,President,,REP,Donald J Trump,102,33,0,0,135
Washington,NORTH FRANKLIN 3,President,,REP,Roque Rocky De La Fuente,1,3,0,0,4
Washington,NORTH FRANKLIN 3,President,,REP,Bill Weld,5,5,0,0,10
Washington,NORTH FRANKLIN 3,President,,REP,Write-In,1,8,0,0,9
Washington,NORTH FRANKLIN 3,Attorney General,,REP,Heather Heidelbaugh,95,38,0,0,133
Washington,NORTH FRANKLIN 3,Attorney General,,REP,Write-In,2,4,0,0,6
Washington,NORTH FRANKLIN 3,Auditor General,,REP,Timothy Defoor,94,36,0,0,130
Washington,NORTH FRANKLIN 3,Auditor General,,REP,Write-In,2,6,0,0,8
Washington,NORTH FRANKLIN 3,State Treasurer,,REP,Stacy L Garrity,94,37,0,0,131
Washington,NORTH FRANKLIN 3,State Treasurer,,REP,Write-In,0,5,0,0,5
Washington,NORTH FRANKLIN 3,U.S. House,14,REP,Guy Reschenthaler,101,42,0,0,143
Washington,NORTH FRANKLIN 3,U.S. House,14,REP,Write-In,2,7,0,0,9
Washington,NORTH FRANKLIN 3,General Assembly,48,REP,Tim O'Neal,107,50,0,0,157
Washington,NORTH FRANKLIN 3,General Assembly,48,REP,Write-In,0,1,0,0,1
Washington,NORTH STRABANE 1,Registered Voters,,,,,,,,1016
Washington,NORTH STRABANE 1,Registered Voters,,DEM,,,,,,383
Washington,NORTH STRABANE 1,Registered Voters,,REP,,,,,,633
Washington,NORTH STRABANE 1,Ballots Cast,,,,127,282,4,0,413
Washington,NORTH STRABANE 1,Ballots Cast,,DEM,,30,157,2,0,189
Washington,NORTH STRABANE 1,Ballots Cast,,REP,,97,125,2,0,224
Washington,NORTH STRABANE 1,President,,DEM,Bernie Sanders,5,19,0,0,24
Washington,NORTH STRABANE 1,President,,DEM,Joseph R Biden,23,130,2,0,155
Washington,NORTH STRABANE 1,President,,DEM,Tulsi Gabbard,2,5,0,0,7
Washington,NORTH STRABANE 1,President,,DEM,Write-In,0,2,0,0,2
Washington,NORTH STRABANE 1,Attorney General,,DEM,Josh Shapiro,28,137,2,0,167
Washington,NORTH STRABANE 1,Attorney General,,DEM,Write-In,0,0,0,0,0
Washington,NORTH STRABANE 1,Auditor General,,DEM,H Scott Conklin,1,1,0,0,2
Washington,NORTH STRABANE 1,Auditor General,,DEM,Michael Lamb,20,127,2,0,149
Washington,NORTH STRABANE 1,Auditor General,,DEM,Tracie Fountain,0,4,0,0,4
Washington,NORTH STRABANE 1,Auditor General,,DEM,Rose Rosie Marie Davis,2,0,0,0,2
Washington,NORTH STRABANE 1,Auditor General,,DEM,Nina Ahmad,3,11,0,0,14
Washington,NORTH STRABANE 1,Auditor General,,DEM,Christina M Hartman,2,6,0,0,8
Washington,NORTH STRABANE 1,Auditor General,,DEM,Write-In,0,0,0,0,0
Washington,NORTH STRABANE 1,State Treasurer,,DEM,Joe Torsella,27,132,2,0,161
Washington,NORTH STRABANE 1,State Treasurer,,DEM,Write-In,0,0,0,0,0
Washington,NORTH STRABANE 1,U.S. House,14,DEM,Bill Marx,27,133,2,0,162
Washington,NORTH STRABANE 1,U.S. House,14,DEM,Write-In,0,0,0,0,0
Washington,NORTH STRABANE 1,General Assembly,48,DEM,Harlan Shober,28,136,2,0,166
Washington,NORTH STRABANE 1,General Assembly,48,DEM,Write-In,0,0,0,0,0
Washington,NORTH STRABANE 1,President,,REP,Donald J Trump,92,97,1,0,190
Washington,NORTH STRABANE 1,President,,REP,Roque Rocky De La Fuente,2,2,1,0,5
Washington,NORTH STRABANE 1,President,,REP,Bill Weld,0,11,0,0,11
Washington,NORTH STRABANE 1,President,,REP,Write-In,3,6,0,0,9
Washington,NORTH STRABANE 1,Attorney General,,REP,Heather Heidelbaugh,85,105,0,0,190
Washington,NORTH STRABANE 1,Attorney General,,REP,Write-In,0,3,0,0,3
