county,precinct,office,district,party,candidate,TOTAL
McKean County,Otto Township- 2nd Dist,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,23
McKean County,Port Allegany Borough- 1st Dist,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,57
McKean County,Port Allegany Borough- 2nd Dist,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,33
McKean County,Sergeant Township,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,13
McKean County,Smethport Borough,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,66
McKean County,Wetmore Township,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,103
McKean County,Annin Township,ATTORNEY GENERAL,,DEM,Write-In Totals,0
McKean County,Bradford City- 1st Wd,ATTORNEY GENERAL,,DEM,Write-In Totals,0
McKean County,Bradford City- 2nd Wd,ATTORNEY GENERAL,,DEM,Write-In Totals,2
McKean County,Bradford City- 3rd Wd- 1st Dist,ATTORNEY GENERAL,,DEM,Write-In Totals,0
McKean County,Bradford City- 3rd Wd- 2nd Dist,ATTORNEY GENERAL,,DEM,Write-In Totals,1
McKean County,Bradford City- 4th Wd,ATTORNEY GENERAL,,DEM,Write-In Totals,0
McKean County,Bradford City- 5th Wd,ATTORNEY GENERAL,,DEM,Write-In Totals,0
McKean County,Bradford City- 6th Wd- 1st Dist,ATTORNEY GENERAL,,DEM,Write-In Totals,1
McKean County,Bradford City- 6th Wd- 2nd Dist,ATTORNEY GENERAL,,DEM,Write-In Totals,2
McKean County,Bradford Township- 1st Dist,ATTORNEY GENERAL,,DEM,Write-In Totals,0
McKean County,Bradford Township- 2nd Dist,ATTORNEY GENERAL,,DEM,Write-In Totals,2
McKean County,Bradford Township- 3rd Dist,ATTORNEY GENERAL,,DEM,Write-In Totals,0
McKean County,Ceres Township,ATTORNEY GENERAL,,DEM,Write-In Totals,0
McKean County,Corydon Township,ATTORNEY GENERAL,,DEM,Write-In Totals,0
McKean County,Eldred Borough,ATTORNEY GENERAL,,DEM,Write-In Totals,1
McKean County,Eldred Township,ATTORNEY GENERAL,,DEM,Write-In Totals,1
McKean County,Foster Township- 1st Dist,ATTORNEY GENERAL,,DEM,Write-In Totals,0
McKean County,Foster Township- 2nd Dist,ATTORNEY GENERAL,,DEM,Write-In Totals,0
McKean County,Foster Township- 3rd Dist,ATTORNEY GENERAL,,DEM,Write-In Totals,0
McKean County,Foster Township- 4th Dist,ATTORNEY GENERAL,,DEM,Write-In Totals,0
McKean County,Hamilton Township,ATTORNEY GENERAL,,DEM,Write-In Totals,0
McKean County,Hamlin Township- 1st Dist,ATTORNEY GENERAL,,DEM,Write-In Totals,0
McKean County,Hamlin Township- 2nd Dist,ATTORNEY GENERAL,,DEM,Write-In Totals,0
McKean County,Kane Borough- 1st Wd,ATTORNEY GENERAL,,DEM,Write-In Totals,2
McKean County,Kane Borough- 2nd Wd,ATTORNEY GENERAL,,DEM,Write-In Totals,0
McKean County,Kane Borough- 3rd Wd,ATTORNEY GENERAL,,DEM,Write-In Totals,0
McKean County,Kane Borough- 4th Wd,ATTORNEY GENERAL,,DEM,Write-In Totals,1
McKean County,Keating Township- 1st Dist,ATTORNEY GENERAL,,DEM,Write-In Totals,1
McKean County,Keating Township- 2nd Dist,ATTORNEY GENERAL,,DEM,Write-In Totals,0
McKean County,Keating Township- 3rd Dist,ATTORNEY GENERAL,,DEM,Write-In Totals,2
McKean County,Lafayette Township,ATTORNEY GENERAL,,DEM,Write-In Totals,0
McKean County,Lewis Run Borough,ATTORNEY GENERAL,,DEM,Write-In Totals,0
McKean County,Liberty Township,ATTORNEY GENERAL,,DEM,Write-In Totals,0
McKean County,Mount Jewett Borough,ATTORNEY GENERAL,,DEM,Write-In Totals,1
McKean County,Norwich Township,ATTORNEY GENERAL,,DEM,Write-In Totals,2
McKean County,Otto Township- 1st Dist,ATTORNEY GENERAL,,DEM,Write-In Totals,1
McKean County,Otto Township- 2nd Dist,ATTORNEY GENERAL,,DEM,Write-In Totals,1
McKean County,Port Allegany Borough- 1st Dist,ATTORNEY GENERAL,,DEM,Write-In Totals,0
McKean County,Port Allegany Borough- 2nd Dist,ATTORNEY GENERAL,,DEM,Write-In Totals,0
McKean County,Sergeant Township,ATTORNEY GENERAL,,DEM,Write-In Totals,0
McKean County,Smethport Borough,ATTORNEY GENERAL,,DEM,Write-In Totals,0
McKean County,Wetmore Township,ATTORNEY GENERAL,,DEM,Write-In Totals,3
McKean County,Annin Township,AUDITOR GENERAL,,DEM,CHRISTINA M HARTMAN,7
McKean County,Bradford City- 1st Wd,AUDITOR GENERAL,,DEM,CHRISTINA M HARTMAN,3
McKean County,Bradford City- 2nd Wd,AUDITOR GENERAL,,DEM,CHRISTINA M HARTMAN,14
McKean County,Bradford City- 3rd Wd- 1st Dist,AUDITOR GENERAL,,DEM,CHRISTINA M HARTMAN,2
McKean County,Bradford City- 3rd Wd- 2nd Dist,AUDITOR GENERAL,,DEM,CHRISTINA M HARTMAN,9
McKean County,Bradford City- 4th Wd,AUDITOR GENERAL,,DEM,CHRISTINA M HARTMAN,6
McKean County,Bradford City- 5th Wd,AUDITOR GENERAL,,DEM,CHRISTINA M HARTMAN,4
McKean County,Bradford City- 6th Wd- 1st Dist,AUDITOR GENERAL,,DEM,CHRISTINA M HARTMAN,7
McKean County,Bradford City- 6th Wd- 2nd Dist,AUDITOR GENERAL,,DEM,CHRISTINA M HARTMAN,6
McKean County,Bradford Township- 1st Dist,AUDITOR GENERAL,,DEM,CHRISTINA M HARTMAN,6
McKean County,Bradford Township- 2nd Dist,AUDITOR GENERAL,,DEM,CHRISTINA M HARTMAN,14
McKean County,Bradford Township- 3rd Dist,AUDITOR GENERAL,,DEM,CHRISTINA M HARTMAN,4
McKean County,Ceres Township,AUDITOR GENERAL,,DEM,CHRISTINA M HARTMAN,5
McKean County,Corydon Township,AUDITOR GENERAL,,DEM,CHRISTINA M HARTMAN,2
McKean County,Eldred Borough,AUDITOR GENERAL,,DEM,CHRISTINA M HARTMAN,6
McKean County,Eldred Township,AUDITOR GENERAL,,DEM,CHRISTINA M HARTMAN,7
McKean County,Foster Township- 1st Dist,AUDITOR GENERAL,,DEM,CHRISTINA M HARTMAN,8
McKean County,Foster Township- 2nd Dist,AUDITOR GENERAL,,DEM,CHRISTINA M HARTMAN,5
McKean County,Foster Township- 3rd Dist,AUDITOR GENERAL,,DEM,CHRISTINA M HARTMAN,16
McKean County,Foster Township- 4th Dist,AUDITOR GENERAL,,DEM,CHRISTINA M HARTMAN,2
McKean County,Hamilton Township,AUDITOR GENERAL,,DEM,CHRISTINA M HARTMAN,2
McKean County,Hamlin Township- 1st Dist,AUDITOR GENERAL,,DEM,CHRISTINA M HARTMAN,2
McKean County,Hamlin Township- 2nd Dist,AUDITOR GENERAL,,DEM,CHRISTINA M HARTMAN,4
McKean County,Kane Borough- 1st Wd,AUDITOR GENERAL,,DEM,CHRISTINA M HARTMAN,13
McKean County,Kane Borough- 2nd Wd,AUDITOR GENERAL,,DEM,CHRISTINA M HARTMAN,4
McKean County,Kane Borough- 3rd Wd,AUDITOR GENERAL,,DEM,CHRISTINA M HARTMAN,11
McKean County,Kane Borough- 4th Wd,AUDITOR GENERAL,,DEM,CHRISTINA M HARTMAN,7
McKean County,Keating Township- 1st Dist,AUDITOR GENERAL,,DEM,CHRISTINA M HARTMAN,3
McKean County,Keating Township- 2nd Dist,AUDITOR GENERAL,,DEM,CHRISTINA M HARTMAN,4
McKean County,Keating Township- 3rd Dist,AUDITOR GENERAL,,DEM,CHRISTINA M HARTMAN,7
McKean County,Lafayette Township,AUDITOR GENERAL,,DEM,CHRISTINA M HARTMAN,8
McKean County,Lewis Run Borough,AUDITOR GENERAL,,DEM,CHRISTINA M HARTMAN,2
McKean County,Liberty Township,AUDITOR GENERAL,,DEM,CHRISTINA M HARTMAN,8
McKean County,Mount Jewett Borough,AUDITOR GENERAL,,DEM,CHRISTINA M HARTMAN,5
McKean County,Norwich Township,AUDITOR GENERAL,,DEM,CHRISTINA M HARTMAN,8
McKean County,Otto Township- 1st Dist,AUDITOR GENERAL,,DEM,CHRISTINA M HARTMAN,5
McKean County,Otto Township- 2nd Dist,AUDITOR GENERAL,,DEM,CHRISTINA M HARTMAN,5
McKean County,Port Allegany Borough- 1st Dist,AUDITOR GENERAL,,DEM,CHRISTINA M HARTMAN,4
McKean County,Port Allegany Borough- 2nd Dist,AUDITOR GENERAL,,DEM,CHRISTINA M HARTMAN,2
McKean County,Sergeant Township,AUDITOR GENERAL,,DEM,CHRISTINA M HARTMAN,5
McKean County,Smethport Borough,AUDITOR GENERAL,,DEM,CHRISTINA M HARTMAN,13
McKean County,Wetmore Township,AUDITOR GENERAL,,DEM,CHRISTINA M HARTMAN,17
McKean County,Annin Township,AUDITOR GENERAL,,DEM,H SCOTT CONKLIN,6
McKean County,Bradford City- 1st Wd,AUDITOR GENERAL,,DEM,H SCOTT CONKLIN,2
McKean County,Bradford City- 2nd Wd,AUDITOR GENERAL,,DEM,H SCOTT CONKLIN,11
McKean County,Bradford City- 3rd Wd- 1st Dist,AUDITOR GENERAL,,DEM,H SCOTT CONKLIN,8
McKean County,Bradford City- 3rd Wd- 2nd Dist,AUDITOR GENERAL,,DEM,H SCOTT CONKLIN,13
McKean County,Bradford City- 4th Wd,AUDITOR GENERAL,,DEM,H SCOTT CONKLIN,19
McKean County,Bradford City- 5th Wd,AUDITOR GENERAL,,DEM,H SCOTT CONKLIN,1
McKean County,Bradford City- 6th Wd- 1st Dist,AUDITOR GENERAL,,DEM,H SCOTT CONKLIN,7
McKean County,Bradford City- 6th Wd- 2nd Dist,AUDITOR GENERAL,,DEM,H SCOTT CONKLIN,15
McKean County,Bradford Township- 1st Dist,AUDITOR GENERAL,,DEM,H SCOTT CONKLIN,11
McKean County,Bradford Township- 2nd Dist,AUDITOR GENERAL,,DEM,H SCOTT CONKLIN,26
McKean County,Bradford Township- 3rd Dist,AUDITOR GENERAL,,DEM,H SCOTT CONKLIN,6
McKean County,Ceres Township,AUDITOR GENERAL,,DEM,H SCOTT CONKLIN,4
McKean County,Corydon Township,AUDITOR GENERAL,,DEM,H SCOTT CONKLIN,2
McKean County,Eldred Borough,AUDITOR GENERAL,,DEM,H SCOTT CONKLIN,4
McKean County,Eldred Township,AUDITOR GENERAL,,DEM,H SCOTT CONKLIN,6
McKean County,Foster Township- 1st Dist,AUDITOR GENERAL,,DEM,H SCOTT CONKLIN,7
McKean County,Foster Township- 2nd Dist,AUDITOR GENERAL,,DEM,H SCOTT CONKLIN,8
McKean County,Foster Township- 3rd Dist,AUDITOR GENERAL,,DEM,H SCOTT CONKLIN,31
McKean County,Foster Township- 4th Dist,AUDITOR GENERAL,,DEM,H SCOTT CONKLIN,2
McKean County,Hamilton Township,AUDITOR GENERAL,,DEM,H SCOTT CONKLIN,11
McKean County,Hamlin Township- 1st Dist,AUDITOR GENERAL,,DEM,H SCOTT CONKLIN,6
McKean County,Hamlin Township- 2nd Dist,AUDITOR GENERAL,,DEM,H SCOTT CONKLIN,3
McKean County,Kane Borough- 1st Wd,AUDITOR GENERAL,,DEM,H SCOTT CONKLIN,26
McKean County,Kane Borough- 2nd Wd,AUDITOR GENERAL,,DEM,H SCOTT CONKLIN,8
McKean County,Kane Borough- 3rd Wd,AUDITOR GENERAL,,DEM,H SCOTT CONKLIN,20
McKean County,Kane Borough- 4th Wd,AUDITOR GENERAL,,DEM,H SCOTT CONKLIN,8
McKean County,Keating Township- 1st Dist,AUDITOR GENERAL,,DEM,H SCOTT CONKLIN,11
McKean County,Keating Township- 2nd Dist,AUDITOR GENERAL,,DEM,H SCOTT CONKLIN,7
McKean County,Keating Township- 3rd Dist,AUDITOR GENERAL,,DEM,H SCOTT CONKLIN,7
McKean County,Lafayette Township,AUDITOR GENERAL,,DEM,H SCOTT CONKLIN,11
McKean County,Lewis Run Borough,AUDITOR GENERAL,,DEM,H SCOTT CONKLIN,8
McKean County,Liberty Township,AUDITOR GENERAL,,DEM,H SCOTT CONKLIN,17
McKean County,Mount Jewett Borough,AUDITOR GENERAL,,DEM,H SCOTT CONKLIN,14
McKean County,Norwich Township,AUDITOR GENERAL,,DEM,H SCOTT CONKLIN,10
McKean County,Otto Township- 1st Dist,AUDITOR GENERAL,,DEM,H SCOTT CONKLIN,6
McKean County,Otto Township- 2nd Dist,AUDITOR GENERAL,,DEM,H SCOTT CONKLIN,2
McKean County,Port Allegany Borough- 1st Dist,AUDITOR GENERAL,,DEM,H SCOTT CONKLIN,16
McKean County,Port Allegany Borough- 2nd Dist,AUDITOR GENERAL,,DEM,H SCOTT CONKLIN,11
McKean County,Sergeant Township,AUDITOR GENERAL,,DEM,H SCOTT CONKLIN,2
McKean County,Smethport Borough,AUDITOR GENERAL,,DEM,H SCOTT CONKLIN,21
McKean County,Wetmore Township,AUDITOR GENERAL,,DEM,H SCOTT CONKLIN,30
McKean County,Annin Township,AUDITOR GENERAL,,DEM,MICHAEL LAMB,8
McKean County,Bradford City- 1st Wd,AUDITOR GENERAL,,DEM,MICHAEL LAMB,12
McKean County,Bradford City- 2nd Wd,AUDITOR GENERAL,,DEM,MICHAEL LAMB,16
McKean County,Bradford City- 3rd Wd- 1st Dist,AUDITOR GENERAL,,DEM,MICHAEL LAMB,11
McKean County,Bradford City- 3rd Wd- 2nd Dist,AUDITOR GENERAL,,DEM,MICHAEL LAMB,15
McKean County,Bradford City- 4th Wd,AUDITOR GENERAL,,DEM,MICHAEL LAMB,11
McKean County,Bradford City- 5th Wd,AUDITOR GENERAL,,DEM,MICHAEL LAMB,5
McKean County,Bradford City- 6th Wd- 1st Dist,AUDITOR GENERAL,,DEM,MICHAEL LAMB,18
McKean County,Bradford City- 6th Wd- 2nd Dist,AUDITOR GENERAL,,DEM,MICHAEL LAMB,21
McKean County,Bradford Township- 1st Dist,AUDITOR GENERAL,,DEM,MICHAEL LAMB,22
McKean County,Bradford Township- 2nd Dist,AUDITOR GENERAL,,DEM,MICHAEL LAMB,65
McKean County,Bradford Township- 3rd Dist,AUDITOR GENERAL,,DEM,MICHAEL LAMB,21
McKean County,Ceres Township,AUDITOR GENERAL,,DEM,MICHAEL LAMB,5
McKean County,Corydon Township,AUDITOR GENERAL,,DEM,MICHAEL LAMB,8
McKean County,Eldred Borough,AUDITOR GENERAL,,DEM,MICHAEL LAMB,11
McKean County,Eldred Township,AUDITOR GENERAL,,DEM,MICHAEL LAMB,13
McKean County,Foster Township- 1st Dist,AUDITOR GENERAL,,DEM,MICHAEL LAMB,14
McKean County,Foster Township- 2nd Dist,AUDITOR GENERAL,,DEM,MICHAEL LAMB,3
McKean County,Foster Township- 3rd Dist,AUDITOR GENERAL,,DEM,MICHAEL LAMB,45
McKean County,Foster Township- 4th Dist,AUDITOR GENERAL,,DEM,MICHAEL LAMB,5
McKean County,Hamilton Township,AUDITOR GENERAL,,DEM,MICHAEL LAMB,10
McKean County,Hamlin Township- 1st Dist,AUDITOR GENERAL,,DEM,MICHAEL LAMB,3
McKean County,Hamlin Township- 2nd Dist,AUDITOR GENERAL,,DEM,MICHAEL LAMB,5
McKean County,Kane Borough- 1st Wd,AUDITOR GENERAL,,DEM,MICHAEL LAMB,32
McKean County,Kane Borough- 2nd Wd,AUDITOR GENERAL,,DEM,MICHAEL LAMB,14
McKean County,Kane Borough- 3rd Wd,AUDITOR GENERAL,,DEM,MICHAEL LAMB,30
McKean County,Kane Borough- 4th Wd,AUDITOR GENERAL,,DEM,MICHAEL LAMB,28
McKean County,Keating Township- 1st Dist,AUDITOR GENERAL,,DEM,MICHAEL LAMB,14
McKean County,Keating Township- 2nd Dist,AUDITOR GENERAL,,DEM,MICHAEL LAMB,4
McKean County,Keating Township- 3rd Dist,AUDITOR GENERAL,,DEM,MICHAEL LAMB,11
McKean County,Lafayette Township,AUDITOR GENERAL,,DEM,MICHAEL LAMB,31
McKean County,Lewis Run Borough,AUDITOR GENERAL,,DEM,MICHAEL LAMB,6
McKean County,Liberty Township,AUDITOR GENERAL,,DEM,MICHAEL LAMB,13
McKean County,Mount Jewett Borough,AUDITOR GENERAL,,DEM,MICHAEL LAMB,7
McKean County,Norwich Township,AUDITOR GENERAL,,DEM,MICHAEL LAMB,3
McKean County,Otto Township- 1st Dist,AUDITOR GENERAL,,DEM,MICHAEL LAMB,8
McKean County,Otto Township- 2nd Dist,AUDITOR GENERAL,,DEM,MICHAEL LAMB,10
McKean County,Port Allegany Borough- 1st Dist,AUDITOR GENERAL,,DEM,MICHAEL LAMB,19
McKean County,Port Allegany Borough- 2nd Dist,AUDITOR GENERAL,,DEM,MICHAEL LAMB,12
McKean County,Sergeant Township,AUDITOR GENERAL,,DEM,MICHAEL LAMB,4
McKean County,Smethport Borough,AUDITOR GENERAL,,DEM,MICHAEL LAMB,20
McKean County,Wetmore Township,AUDITOR GENERAL,,DEM,MICHAEL LAMB,32
McKean County,Annin Township,AUDITOR GENERAL,,DEM,NINA AHMAD,0
McKean County,Bradford City- 1st Wd,AUDITOR GENERAL,,DEM,NINA AHMAD,0
McKean County,Bradford City- 2nd Wd,AUDITOR GENERAL,,DEM,NINA AHMAD,10
McKean County,Bradford City- 3rd Wd- 1st Dist,AUDITOR GENERAL,,DEM,NINA AHMAD,5
McKean County,Bradford City- 3rd Wd- 2nd Dist,AUDITOR GENERAL,,DEM,NINA AHMAD,7
McKean County,Bradford City- 4th Wd,AUDITOR GENERAL,,DEM,NINA AHMAD,8
McKean County,Bradford City- 5th Wd,AUDITOR GENERAL,,DEM,NINA AHMAD,1
McKean County,Bradford City- 6th Wd- 1st Dist,AUDITOR GENERAL,,DEM,NINA AHMAD,9
McKean County,Bradford City- 6th Wd- 2nd Dist,AUDITOR GENERAL,,DEM,NINA AHMAD,2
McKean County,Bradford Township- 1st Dist,AUDITOR GENERAL,,DEM,NINA AHMAD,3
McKean County,Bradford Township- 2nd Dist,AUDITOR GENERAL,,DEM,NINA AHMAD,18
McKean County,Bradford Township- 3rd Dist,AUDITOR GENERAL,,DEM,NINA AHMAD,4
McKean County,Ceres Township,AUDITOR GENERAL,,DEM,NINA AHMAD,1
McKean County,Corydon Township,AUDITOR GENERAL,,DEM,NINA AHMAD,2
McKean County,Eldred Borough,AUDITOR GENERAL,,DEM,NINA AHMAD,4
McKean County,Eldred Township,AUDITOR GENERAL,,DEM,NINA AHMAD,5
McKean County,Foster Township- 1st Dist,AUDITOR GENERAL,,DEM,NINA AHMAD,1
McKean County,Foster Township- 2nd Dist,AUDITOR GENERAL,,DEM,NINA AHMAD,2
McKean County,Foster Township- 3rd Dist,AUDITOR GENERAL,,DEM,NINA AHMAD,9
McKean County,Foster Township- 4th Dist,AUDITOR GENERAL,,DEM,NINA AHMAD,0
McKean County,Hamilton Township,AUDITOR GENERAL,,DEM,NINA AHMAD,4
McKean County,Hamlin Township- 1st Dist,AUDITOR GENERAL,,DEM,NINA AHMAD,1
McKean County,Hamlin Township- 2nd Dist,AUDITOR GENERAL,,DEM,NINA AHMAD,8
McKean County,Kane Borough- 1st Wd,AUDITOR GENERAL,,DEM,NINA AHMAD,5
McKean County,Kane Borough- 2nd Wd,AUDITOR GENERAL,,DEM,NINA AHMAD,3
McKean County,Kane Borough- 3rd Wd,AUDITOR GENERAL,,DEM,NINA AHMAD,7
McKean County,Kane Borough- 4th Wd,AUDITOR GENERAL,,DEM,NINA AHMAD,8
McKean County,Keating Township- 1st Dist,AUDITOR GENERAL,,DEM,NINA AHMAD,1
McKean County,Keating Township- 2nd Dist,AUDITOR GENERAL,,DEM,NINA AHMAD,4
McKean County,Keating Township- 3rd Dist,AUDITOR GENERAL,,DEM,NINA AHMAD,1
McKean County,Lafayette Township,AUDITOR GENERAL,,DEM,NINA AHMAD,5
McKean County,Lewis Run Borough,AUDITOR GENERAL,,DEM,NINA AHMAD,3
McKean County,Liberty Township,AUDITOR GENERAL,,DEM,NINA AHMAD,8
McKean County,Mount Jewett Borough,AUDITOR GENERAL,,DEM,NINA AHMAD,1
McKean County,Norwich Township,AUDITOR GENERAL,,DEM,NINA AHMAD,0
McKean County,Otto Township- 1st Dist,AUDITOR GENERAL,,DEM,NINA AHMAD,4
McKean County,Otto Township- 2nd Dist,AUDITOR GENERAL,,DEM,NINA AHMAD,0
McKean County,Port Allegany Borough- 1st Dist,AUDITOR GENERAL,,DEM,NINA AHMAD,7
McKean County,Port Allegany Borough- 2nd Dist,AUDITOR GENERAL,,DEM,NINA AHMAD,2
McKean County,Sergeant Township,AUDITOR GENERAL,,DEM,NINA AHMAD,0
McKean County,Smethport Borough,AUDITOR GENERAL,,DEM,NINA AHMAD,14
McKean County,Wetmore Township,AUDITOR GENERAL,,DEM,NINA AHMAD,9
McKean County,Annin Township,AUDITOR GENERAL,,DEM,ROSE ROSIE MARIE DAVIS,2
McKean County,Bradford City- 1st Wd,AUDITOR GENERAL,,DEM,ROSE ROSIE MARIE DAVIS,2
McKean County,Bradford City- 2nd Wd,AUDITOR GENERAL,,DEM,ROSE ROSIE MARIE DAVIS,3
McKean County,Bradford City- 3rd Wd- 1st Dist,AUDITOR GENERAL,,DEM,ROSE ROSIE MARIE DAVIS,3
McKean County,Bradford City- 3rd Wd- 2nd Dist,AUDITOR GENERAL,,DEM,ROSE ROSIE MARIE DAVIS,3
McKean County,Bradford City- 4th Wd,AUDITOR GENERAL,,DEM,ROSE ROSIE MARIE DAVIS,5
McKean County,Bradford City- 5th Wd,AUDITOR GENERAL,,DEM,ROSE ROSIE MARIE DAVIS,1
McKean County,Bradford City- 6th Wd- 1st Dist,AUDITOR GENERAL,,DEM,ROSE ROSIE MARIE DAVIS,3
McKean County,Bradford City- 6th Wd- 2nd Dist,AUDITOR GENERAL,,DEM,ROSE ROSIE MARIE DAVIS,5
McKean County,Bradford Township- 1st Dist,AUDITOR GENERAL,,DEM,ROSE ROSIE MARIE DAVIS,3
McKean County,Bradford Township- 2nd Dist,AUDITOR GENERAL,,DEM,ROSE ROSIE MARIE DAVIS,10
McKean County,Bradford Township- 3rd Dist,AUDITOR GENERAL,,DEM,ROSE ROSIE MARIE DAVIS,1
McKean County,Ceres Township,AUDITOR GENERAL,,DEM,ROSE ROSIE MARIE DAVIS,2
McKean County,Corydon Township,AUDITOR GENERAL,,DEM,ROSE ROSIE MARIE DAVIS,0
McKean County,Eldred Borough,AUDITOR GENERAL,,DEM,ROSE ROSIE MARIE DAVIS,0
McKean County,Eldred Township,AUDITOR GENERAL,,DEM,ROSE ROSIE MARIE DAVIS,5
McKean County,Foster Township- 1st Dist,AUDITOR GENERAL,,DEM,ROSE ROSIE MARIE DAVIS,3
McKean County,Foster Township- 2nd Dist,AUDITOR GENERAL,,DEM,ROSE ROSIE MARIE DAVIS,0
McKean County,Foster Township- 3rd Dist,AUDITOR GENERAL,,DEM,ROSE ROSIE MARIE DAVIS,8
McKean County,Foster Township- 4th Dist,AUDITOR GENERAL,,DEM,ROSE ROSIE MARIE DAVIS,2
McKean County,Hamilton Township,AUDITOR GENERAL,,DEM,ROSE ROSIE MARIE DAVIS,5
McKean County,Hamlin Township- 1st Dist,AUDITOR GENERAL,,DEM,ROSE ROSIE MARIE DAVIS,2
McKean County,Hamlin Township- 2nd Dist,AUDITOR GENERAL,,DEM,ROSE ROSIE MARIE DAVIS,5
McKean County,Kane Borough- 1st Wd,AUDITOR GENERAL,,DEM,ROSE ROSIE MARIE DAVIS,3
McKean County,Kane Borough- 2nd Wd,AUDITOR GENERAL,,DEM,ROSE ROSIE MARIE DAVIS,6
McKean County,Kane Borough- 3rd Wd,AUDITOR GENERAL,,DEM,ROSE ROSIE MARIE DAVIS,11
McKean County,Kane Borough- 4th Wd,AUDITOR GENERAL,,DEM,ROSE ROSIE MARIE DAVIS,3
McKean County,Keating Township- 1st Dist,AUDITOR GENERAL,,DEM,ROSE ROSIE MARIE DAVIS,1
McKean County,Keating Township- 2nd Dist,AUDITOR GENERAL,,DEM,ROSE ROSIE MARIE DAVIS,2
McKean County,Keating Township- 3rd Dist,AUDITOR GENERAL,,DEM,ROSE ROSIE MARIE DAVIS,2
