    county,precinct,office,district,party,candidate,election_day,mail_in,provisional,military,votes
    Cumberland,LOWER ALLEN 5,State Treasurer,,REP,Write-In,1,5,0,0,6
    Cumberland,LOWER ALLEN 5,U.S. House,10,REP,Scott Perry,335,194,15,0,544
    Cumberland,LOWER ALLEN 5,U.S. House,10,REP,Write-In,3,13,0,0,16
    Cumberland,LOWER ALLEN 5,State Senate,31,REP,Mike Regan,335,208,16,0,559
    Cumberland,LOWER ALLEN 5,State Senate,31,REP,Write-In,2,5,0,0,7
    Cumberland,LOWER ALLEN 5,General Assembly,88,REP,Sheryl M Delozier,338,217,16,0,571
    Cumberland,LOWER ALLEN 5,General Assembly,88,REP,Write-In,4,4,0,0,8
    Cumberland,LOWER ALLEN 6,Registered Voters,,,,,,,,2051
    Cumberland,LOWER ALLEN 6,Registered Voters,,REP,,,,,,979
    Cumberland,LOWER ALLEN 6,Ballots Cast,,,,148,581,7,1,737
    Cumberland,LOWER ALLEN 6,Ballots Cast,,REP,,109,281,6,0,396
    Cumberland,LOWER ALLEN 6,President,,REP,Donald J Trump,103,205,6,0,314
    Cumberland,LOWER ALLEN 6,President,,REP,Roque Rocky De La Fuente,2,4,0,0,6
    Cumberland,LOWER ALLEN 6,President,,REP,Bill Weld,3,38,0,0,41
    Cumberland,LOWER ALLEN 6,President,,REP,Write-In,0,12,0,0,12
    Cumberland,LOWER ALLEN 6,Attorney General,,REP,Heather Heidelbaugh,95,254,4,0,353
    Cumberland,LOWER ALLEN 6,Attorney General,,REP,Write-In,0,6,0,0,6
    Cumberland,LOWER ALLEN 6,Auditor General,,REP,Timothy Defoor,96,252,5,0,353
    Cumberland,LOWER ALLEN 6,Auditor General,,REP,Write-In,0,5,0,0,5
    Cumberland,LOWER ALLEN 6,State Treasurer,,REP,Stacy L Garrity,96,254,6,0,356
    Cumberland,LOWER ALLEN 6,State Treasurer,,REP,Write-In,0,4,0,0,4
    Cumberland,LOWER ALLEN 6,U.S. House,10,REP,Scott Perry,105,255,4,0,364
    Cumberland,LOWER ALLEN 6,U.S. House,10,REP,Write-In,0,7,1,0,8
    Cumberland,LOWER ALLEN 6,State Senate,31,REP,Mike Regan,100,260,6,0,366
    Cumberland,LOWER ALLEN 6,State Senate,31,REP,Write-In,0,4,0,0,4
    Cumberland,LOWER ALLEN 6,General Assembly,88,REP,Sheryl M Delozier,99,270,6,0,375
    Cumberland,LOWER ALLEN 6,General Assembly,88,REP,Write-In,1,2,0,0,3
    Cumberland,LOWER FRANKFORD,Registered Voters,,,,,,,,1089
    Cumberland,LOWER FRANKFORD,Registered Voters,,REP,,,,,,671
    Cumberland,LOWER FRANKFORD,Ballots Cast,,,,243,122,3,1,369
    Cumberland,LOWER FRANKFORD,Ballots Cast,,REP,,199,71,1,1,272
    Cumberland,LOWER FRANKFORD,President,,REP,Donald J Trump,193,61,1,1,256
    Cumberland,LOWER FRANKFORD,President,,REP,Roque Rocky De La Fuente,0,1,0,0,1
    Cumberland,LOWER FRANKFORD,President,,REP,Bill Weld,4,5,0,0,9
    Cumberland,LOWER FRANKFORD,President,,REP,Write-In,1,1,0,0,2
    Cumberland,LOWER FRANKFORD,Attorney General,,REP,Heather Heidelbaugh,186,62,1,0,249
    Cumberland,LOWER FRANKFORD,Attorney General,,REP,Write-In,0,2,0,0,2
    Cumberland,LOWER FRANKFORD,Auditor General,,REP,Timothy Defoor,183,64,1,0,248
    Cumberland,LOWER FRANKFORD,Auditor General,,REP,Write-In,0,1,0,0,1
    Cumberland,LOWER FRANKFORD,State Treasurer,,REP,Stacy L Garrity,186,63,1,0,250
    Cumberland,LOWER FRANKFORD,State Treasurer,,REP,Write-In,0,1,0,0,1
    Cumberland,LOWER FRANKFORD,U.S. House,13,REP,John Joyce,187,63,1,1,252
    Cumberland,LOWER FRANKFORD,U.S. House,13,REP,Write-In,0,1,0,0,1
    Cumberland,LOWER FRANKFORD,General Assembly,199,REP,Barbara Gleim,193,65,1,0,259
    Cumberland,LOWER FRANKFORD,General Assembly,199,REP,Write-In,0,1,0,0,1
    Cumberland,LOWER MIFFLIN,Registered Voters,,,,,,,,1090
    Cumberland,LOWER MIFFLIN,Registered Voters,,REP,,,,,,662
    Cumberland,LOWER MIFFLIN,Ballots Cast,,,,263,94,0,0,357
    Cumberland,LOWER MIFFLIN,Ballots Cast,,REP,,222,43,0,0,265
    Cumberland,LOWER MIFFLIN,President,,REP,Donald J Trump,215,31,0,0,246
    Cumberland,LOWER MIFFLIN,President,,REP,Roque Rocky De La Fuente,1,1,0,0,2
    Cumberland,LOWER MIFFLIN,President,,REP,Bill Weld,5,5,0,0,10
    Cumberland,LOWER MIFFLIN,President,,REP,Write-In,1,4,0,0,5
    Cumberland,LOWER MIFFLIN,Attorney General,,REP,Heather Heidelbaugh,208,36,0,0,244
    Cumberland,LOWER MIFFLIN,Attorney General,,REP,Write-In,1,0,0,0,1
    Cumberland,LOWER MIFFLIN,Auditor General,,REP,Timothy Defoor,212,35,0,0,247
    Cumberland,LOWER MIFFLIN,Auditor General,,REP,Write-In,0,0,0,0,0
    Cumberland,LOWER MIFFLIN,State Treasurer,,REP,Stacy L Garrity,212,36,0,0,248
    Cumberland,LOWER MIFFLIN,State Treasurer,,REP,Write-In,0,0,0,0,0
    Cumberland,LOWER MIFFLIN,U.S. House,13,REP,John Joyce,212,35,0,0,247
    Cumberland,LOWER MIFFLIN,U.S. House,13,REP,Write-In,2,0,0,0,2
    Cumberland,LOWER MIFFLIN,General Assembly,199,REP,Barbara Gleim,217,38,0,0,255
    Cumberland,LOWER MIFFLIN,General Assembly,199,REP,Write-In,0,0,0,0,0
    Cumberland,MECHANICSBURG 1,Registered Voters,,,,,,,,754
    Cumberland,MECHANICSBURG 1,Registered Voters,,REP,,,,,,275
    Cumberland,MECHANICSBURG 1,Ballots Cast,,,,109,131,8,0,248
    Cumberland,MECHANICSBURG 1,Ballots Cast,,REP,,66,37,6,0,109
    Cumberland,MECHANICSBURG 1,President,,REP,Donald J Trump,55,25,5,0,85
    Cumberland,MECHANICSBURG 1,President,,REP,Roque Rocky De La Fuente,3,2,0,0,5
    Cumberland,MECHANICSBURG 1,President,,REP,Bill Weld,3,8,0,0,11
    Cumberland,MECHANICSBURG 1,President,,REP,Write-In,3,1,1,0,5
    Cumberland,MECHANICSBURG 1,Attorney General,,REP,Heather Heidelbaugh,59,35,6,0,100
    Cumberland,MECHANICSBURG 1,Attorney General,,REP,Write-In,0,0,0,0,0
    Cumberland,MECHANICSBURG 1,Auditor General,,REP,Timothy Defoor,58,35,5,0,98
    Cumberland,MECHANICSBURG 1,Auditor General,,REP,Write-In,0,0,1,0,1
    Cumberland,MECHANICSBURG 1,State Treasurer,,REP,Stacy L Garrity,59,35,6,0,100
    Cumberland,MECHANICSBURG 1,State Treasurer,,REP,Write-In,0,0,0,0,0
    Cumberland,MECHANICSBURG 1,U.S. House,10,REP,Scott Perry,60,34,6,0,100
    Cumberland,MECHANICSBURG 1,U.S. House,10,REP,Write-In,0,0,0,0,0
    Cumberland,MECHANICSBURG 1,State Senate,31,REP,Mike Regan,59,34,6,0,99
    Cumberland,MECHANICSBURG 1,State Senate,31,REP,Write-In,0,0,0,0,0
    Cumberland,MECHANICSBURG 1,General Assembly,88,REP,Sheryl M Delozier,61,33,5,0,99
    Cumberland,MECHANICSBURG 1,General Assembly,88,REP,Write-In,0,1,1,0,2
    Cumberland,MECHANICSBURG 2-1,Registered Voters,,,,,,,,1236
    Cumberland,MECHANICSBURG 2-1,Registered Voters,,REP,,,,,,573
    Cumberland,MECHANICSBURG 2-1,Ballots Cast,,,,241,218,8,0,467
    Cumberland,MECHANICSBURG 2-1,Ballots Cast,,REP,,165,76,6,0,247
    Cumberland,MECHANICSBURG 2-1,President,,REP,Donald J Trump,139,55,6,0,200
    Cumberland,MECHANICSBURG 2-1,President,,REP,Roque Rocky De La Fuente,2,5,0,0,7
    Cumberland,MECHANICSBURG 2-1,President,,REP,Bill Weld,15,10,0,0,25
    Cumberland,MECHANICSBURG 2-1,President,,REP,Write-In,2,1,0,0,3
    Cumberland,MECHANICSBURG 2-1,Attorney General,,REP,Heather Heidelbaugh,148,68,6,0,222
    Cumberland,MECHANICSBURG 2-1,Attorney General,,REP,Write-In,0,4,0,0,4
    Cumberland,MECHANICSBURG 2-1,Auditor General,,REP,Timothy Defoor,148,64,6,0,218
    Cumberland,MECHANICSBURG 2-1,Auditor General,,REP,Write-In,0,1,0,0,1
    Cumberland,MECHANICSBURG 2-1,State Treasurer,,REP,Stacy L Garrity,150,65,6,0,221
    Cumberland,MECHANICSBURG 2-1,State Treasurer,,REP,Write-In,0,1,0,0,1
    Cumberland,MECHANICSBURG 2-1,U.S. House,10,REP,Scott Perry,153,67,6,0,226
    Cumberland,MECHANICSBURG 2-1,U.S. House,10,REP,Write-In,2,3,0,0,5
    Cumberland,MECHANICSBURG 2-1,State Senate,31,REP,Mike Regan,151,67,6,0,224
    Cumberland,MECHANICSBURG 2-1,State Senate,31,REP,Write-In,0,4,0,0,4
    Cumberland,MECHANICSBURG 2-1,General Assembly,88,REP,Sheryl M Delozier,151,70,6,0,227
    Cumberland,MECHANICSBURG 2-1,General Assembly,88,REP,Write-In,2,1,0,0,3
    Cumberland,MECHANICSBURG 2-2,Registered Voters,,,,,,,,1373
    Cumberland,MECHANICSBURG 2-2,Registered Voters,,REP,,,,,,756
    Cumberland,MECHANICSBURG 2-2,Ballots Cast,,,,249,302,10,1,562
    Cumberland,MECHANICSBURG 2-2,Ballots Cast,,REP,,185,141,6,0,332
    Cumberland,MECHANICSBURG 2-2,President,,REP,Donald J Trump,174,109,6,0,289
    Cumberland,MECHANICSBURG 2-2,President,,REP,Roque Rocky De La Fuente,2,3,0,0,5
    Cumberland,MECHANICSBURG 2-2,President,,REP,Bill Weld,6,12,0,0,18
    Cumberland,MECHANICSBURG 2-2,President,,REP,Write-In,0,8,0,0,8
    Cumberland,MECHANICSBURG 2-2,Attorney General,,REP,Heather Heidelbaugh,166,119,5,0,290
    Cumberland,MECHANICSBURG 2-2,Attorney General,,REP,Write-In,1,1,1,0,3
    Cumberland,MECHANICSBURG 2-2,Auditor General,,REP,Timothy Defoor,166,119,6,0,291
    Cumberland,MECHANICSBURG 2-2,Auditor General,,REP,Write-In,0,1,0,0,1
    Cumberland,MECHANICSBURG 2-2,State Treasurer,,REP,Stacy L Garrity,168,119,5,0,292
    Cumberland,MECHANICSBURG 2-2,State Treasurer,,REP,Write-In,0,0,1,0,1
    Cumberland,MECHANICSBURG 2-2,U.S. House,10,REP,Scott Perry,177,124,5,0,306
    Cumberland,MECHANICSBURG 2-2,U.S. House,10,REP,Write-In,1,3,1,0,5
    Cumberland,MECHANICSBURG 2-2,State Senate,31,REP,Mike Regan,178,126,5,0,309
    Cumberland,MECHANICSBURG 2-2,State Senate,31,REP,Write-In,0,1,1,0,2
    Cumberland,MECHANICSBURG 2-2,General Assembly,88,REP,Sheryl M Delozier,177,124,5,0,306
    Cumberland,MECHANICSBURG 2-2,General Assembly,88,REP,Write-In,0,0,1,0,1
    Cumberland,MECHANICSBURG 3,Registered Voters,,,,,,,,1194
    Cumberland,MECHANICSBURG 3,Registered Voters,,REP,,,,,,521
    Cumberland,MECHANICSBURG 3,Ballots Cast,,,,193,162,12,0,367
    Cumberland,MECHANICSBURG 3,Ballots Cast,,REP,,124,48,7,0,179
    Cumberland,MECHANICSBURG 3,President,,REP,Donald J Trump,113,29,7,0,149
    Cumberland,MECHANICSBURG 3,President,,REP,Roque Rocky De La Fuente,4,2,0,0,6
    Cumberland,MECHANICSBURG 3,President,,REP,Bill Weld,4,7,0,0,11
    Cumberland,MECHANICSBURG 3,President,,REP,Write-In,1,8,0,0,9
    Cumberland,MECHANICSBURG 3,Attorney General,,REP,Heather Heidelbaugh,112,41,7,0,160
    Cumberland,MECHANICSBURG 3,Attorney General,,REP,Write-In,0,2,0,0,2
    Cumberland,MECHANICSBURG 3,Auditor General,,REP,Timothy Defoor,114,39,7,0,160
    Cumberland,MECHANICSBURG 3,Auditor General,,REP,Write-In,0,3,0,0,3
    Cumberland,MECHANICSBURG 3,State Treasurer,,REP,Stacy L Garrity,114,42,7,0,163
    Cumberland,MECHANICSBURG 3,State Treasurer,,REP,Write-In,0,2,0,0,2
    Cumberland,MECHANICSBURG 3,U.S. House,10,REP,Scott Perry,118,40,7,0,165
    Cumberland,MECHANICSBURG 3,U.S. House,10,REP,Write-In,0,3,0,0,3
    Cumberland,MECHANICSBURG 3,State Senate,31,REP,Mike Regan,117,41,7,0,165
    Cumberland,MECHANICSBURG 3,State Senate,31,REP,Write-In,1,1,0,0,2
    Cumberland,MECHANICSBURG 3,General Assembly,88,REP,Sheryl M Delozier,116,46,7,0,169
    Cumberland,MECHANICSBURG 3,General Assembly,88,REP,Write-In,3,0,0,0,3
    Cumberland,MECHANICSBURG 4,Registered Voters,,,,,,,,795
    Cumberland,MECHANICSBURG 4,Registered Voters,,REP,,,,,,352
    Cumberland,MECHANICSBURG 4,Ballots Cast,,,,131,81,1,0,213
    Cumberland,MECHANICSBURG 4,Ballots Cast,,REP,,90,21,0,0,111
    Cumberland,MECHANICSBURG 4,President,,REP,Donald J Trump,85,14,0,0,99
    Cumberland,MECHANICSBURG 4,President,,REP,Roque Rocky De La Fuente,1,2,0,0,3
    Cumberland,MECHANICSBURG 4,President,,REP,Bill Weld,2,4,0,0,6
    Cumberland,MECHANICSBURG 4,President,,REP,Write-In,1,1,0,0,2
    Cumberland,MECHANICSBURG 4,Attorney General,,REP,Heather Heidelbaugh,80,20,0,0,100
    Cumberland,MECHANICSBURG 4,Attorney General,,REP,Write-In,0,0,0,0,0
    Cumberland,MECHANICSBURG 4,Auditor General,,REP,Timothy Defoor,83,20,0,0,103
    Cumberland,MECHANICSBURG 4,Auditor General,,REP,Write-In,0,0,0,0,0
    Cumberland,MECHANICSBURG 4,State Treasurer,,REP,Stacy L Garrity,81,20,0,0,101
    Cumberland,MECHANICSBURG 4,State Treasurer,,REP,Write-In,0,0,0,0,0
    Cumberland,MECHANICSBURG 4,U.S. House,10,REP,Scott Perry,88,18,0,0,106
    Cumberland,MECHANICSBURG 4,U.S. House,10,REP,Write-In,0,0,0,0,0
    Cumberland,MECHANICSBURG 4,State Senate,31,REP,Mike Regan,88,19,0,0,107
    Cumberland,MECHANICSBURG 4,State Senate,31,REP,Write-In,0,1,0,0,1
    Cumberland,MECHANICSBURG 4,General Assembly,88,REP,Sheryl M Delozier,85,21,0,0,106
    Cumberland,MECHANICSBURG 4,General Assembly,88,REP,Write-In,0,0,0,0,0
    Cumberland,MECHANICSBURG 5,Registered Voters,,,,,,,,1183
    Cumberland,MECHANICSBURG 5,Registered Voters,,REP,,,,,,566
    Cumberland,MECHANICSBURG 5,Ballots Cast,,,,206,220,10,0,436
    Cumberland,MECHANICSBURG 5,Ballots Cast,,REP,,149,77,5,0,231
    Cumberland,MECHANICSBURG 5,President,,REP,Donald J Trump,133,52,4,0,189
    Cumberland,MECHANICSBURG 5,President,,REP,Roque Rocky De La Fuente,5,2,0,0,7
    Cumberland,MECHANICSBURG 5,President,,REP,Bill Weld,8,17,0,0,25
    Cumberland,MECHANICSBURG 5,President,,REP,Write-In,3,5,1,0,9
    Cumberland,MECHANICSBURG 5,Attorney General,,REP,Heather Heidelbaugh,137,62,4,0,203
    Cumberland,MECHANICSBURG 5,Attorney General,,REP,Write-In,0,4,0,0,4
    Cumberland,MECHANICSBURG 5,Auditor General,,REP,Timothy Defoor,134,65,4,0,203
    Cumberland,MECHANICSBURG 5,Auditor General,,REP,Write-In,1,4,1,0,6
    Cumberland,MECHANICSBURG 5,State Treasurer,,REP,Stacy L Garrity,136,63,4,0,203
    Cumberland,MECHANICSBURG 5,State Treasurer,,REP,Write-In,0,5,0,0,5
    Cumberland,MECHANICSBURG 5,U.S. House,10,REP,Scott Perry,141,69,4,0,214
    Cumberland,MECHANICSBURG 5,U.S. House,10,REP,Write-In,0,2,1,0,3
    Cumberland,MECHANICSBURG 5,State Senate,31,REP,Mike Regan,140,66,4,0,210
    Cumberland,MECHANICSBURG 5,State Senate,31,REP,Write-In,0,4,0,0,4
    Cumberland,MECHANICSBURG 5,General Assembly,88,REP,Sheryl M Delozier,138,72,5,0,215
    Cumberland,MECHANICSBURG 5,General Assembly,88,REP,Write-In,0,2,0,0,2
    Cumberland,MIDDLESEX 1,Registered Voters,,,,,,,,3006
    Cumberland,MIDDLESEX 1,Registered Voters,,REP,,,,,,1686
    Cumberland,MIDDLESEX 1,Ballots Cast,,,,504,426,12,0,942
    Cumberland,MIDDLESEX 1,Ballots Cast,,REP,,431,193,9,0,633
    Cumberland,MIDDLESEX 1,President,,REP,Donald J Trump,407,138,8,0,553
    Cumberland,MIDDLESEX 1,President,,REP,Roque Rocky De La Fuente,2,3,1,0,6
    Cumberland,MIDDLESEX 1,President,,REP,Bill Weld,13,23,0,0,36
    Cumberland,MIDDLESEX 1,President,,REP,Write-In,3,20,0,0,23
    Cumberland,MIDDLESEX 1,Attorney General,,REP,Heather Heidelbaugh,383,178,7,0,568
    Cumberland,MIDDLESEX 1,Attorney General,,REP,Write-In,0,2,0,0,2
    Cumberland,MIDDLESEX 1,Auditor General,,REP,Timothy Defoor,382,179,7,0,568
    Cumberland,MIDDLESEX 1,Auditor General,,REP,Write-In,0,3,0,0,3
    Cumberland,MIDDLESEX 1,State Treasurer,,REP,Stacy L Garrity,391,175,7,0,573
    Cumberland,MIDDLESEX 1,State Treasurer,,REP,Write-In,0,2,0,0,2
    Cumberland,MIDDLESEX 1,U.S. House,10,REP,Scott Perry,405,178,9,0,592
    Cumberland,MIDDLESEX 1,U.S. House,10,REP,Write-In,0,4,0,0,4
    Cumberland,MIDDLESEX 1,State Senate,31,REP,Mike Regan,395,173,9,0,577
    Cumberland,MIDDLESEX 1,State Senate,31,REP,Write-In,1,6,0,0,7
    Cumberland,MIDDLESEX 1,General Assembly,199,REP,Barbara Gleim,422,184,9,0,615
    Cumberland,MIDDLESEX 1,General Assembly,199,REP,Write-In,2,2,0,0,4
    Cumberland,MIDDLESEX 2,Registered Voters,,,,,,,,1571
    Cumberland,MIDDLESEX 2,Registered Voters,,REP,,,,,,831
    Cumberland,MIDDLESEX 2,Ballots Cast,,,,236,245,3,0,484
    Cumberland,MIDDLESEX 2,Ballots Cast,,REP,,195,98,3,0,296
    Cumberland,MIDDLESEX 2,President,,REP,Donald J Trump,181,65,3,0,249
    Cumberland,MIDDLESEX 2,President,,REP,Roque Rocky De La Fuente,0,0,0,0,0
    Cumberland,MIDDLESEX 2,President,,REP,Bill Weld,10,17,0,0,27
    Cumberland,MIDDLESEX 2,President,,REP,Write-In,2,8,0,0,10
    Cumberland,MIDDLESEX 2,Attorney General,,REP,Heather Heidelbaugh,170,88,3,0,261
    Cumberland,MIDDLESEX 2,Attorney General,,REP,Write-In,0,2,0,0,2
    Cumberland,MIDDLESEX 2,Auditor General,,REP,Timothy Defoor,170,89,3,0,262
    Cumberland,MIDDLESEX 2,Auditor General,,REP,Write-In,0,2,0,0,2
    Cumberland,MIDDLESEX 2,State Treasurer,,REP,Stacy L Garrity,171,90,3,0,264
    Cumberland,MIDDLESEX 2,State Treasurer,,REP,Write-In,0,0,0,0,0
    Cumberland,MIDDLESEX 2,U.S. House,10,REP,Scott Perry,182,87,3,0,272
    Cumberland,MIDDLESEX 2,U.S. House,10,REP,Write-In,0,4,0,0,4
    Cumberland,MIDDLESEX 2,State Senate,31,REP,Mike Regan,181,84,3,0,268
    Cumberland,MIDDLESEX 2,State Senate,31,REP,Write-In,0,4,0,0,4
    Cumberland,MIDDLESEX 2,General Assembly,199,REP,Barbara Gleim,181,91,3,0,275
    Cumberland,MIDDLESEX 2,General Assembly,199,REP,Write-In,2,2,0,0,4
    Cumberland,MONROE 1,Registered Voters,,,,,,,,2694
    Cumberland,MONROE 1,Registered Voters,,REP,,,,,,1571
    Cumberland,MONROE 1,Ballots Cast,,,,472,528,18,1,1019
    Cumberland,MONROE 1,Ballots Cast,,REP,,375,255,18,0,648
    Cumberland,MONROE 1,President,,REP,Donald J Trump,349,194,17,0,560
    Cumberland,MONROE 1,President,,REP,Roque Rocky De La Fuente,9,10,0,0,19
    Cumberland,MONROE 1,President,,REP,Bill Weld,10,29,1,0,40
    Cumberland,MONROE 1,President,,REP,Write-In,3,12,0,0,15
    Cumberland,MONROE 1,Attorney General,,REP,Heather Heidelbaugh,347,229,17,0,593
    Cumberland,MONROE 1,Attorney General,,REP,Write-In,0,1,0,0,1
    Cumberland,MONROE 1,Auditor General,,REP,Timothy Defoor,349,231,17,0,597
    Cumberland,MONROE 1,Auditor General,,REP,Write-In,0,0,0,0,0
    Cumberland,MONROE 1,State Treasurer,,REP,Stacy L Garrity,348,229,17,0,594
    Cumberland,MONROE 1,State Treasurer,,REP,Write-In,0,2,0,0,2
    Cumberland,MONROE 1,U.S. House,10,REP,Scott Perry,364,234,18,0,616
    Cumberland,MONROE 1,U.S. House,10,REP,Write-In,2,2,0,0,4
    Cumberland,MONROE 1,State Senate,31,REP,Mike Regan,357,233,16,0,606
    Cumberland,MONROE 1,State Senate,31,REP,Write-In,1,2,1,0,4
    Cumberland,MONROE 1,General Assembly,92,REP,Dawn Keefer,355,238,15,0,608
    Cumberland,MONROE 1,General Assembly,92,REP,Write-In,1,2,0,0,3
    Cumberland,MONROE 2,Registered Voters,,,,,,,,1998
    Cumberland,MONROE 2,Registered Voters,,REP,,,,,,1155
    Cumberland,MONROE 2,Ballots Cast,,,,401,333,17,2,753
    Cumberland,MONROE 2,Ballots Cast,,REP,,335,130,11,1,477
    Cumberland,MONROE 2,President,,REP,Donald J Trump,315,90,9,1,415
    Cumberland,MONROE 2,President,,REP,Roque Rocky De La Fuente,3,5,0,0,8
    Cumberland,MONROE 2,President,,REP,Bill Weld,14,21,0,0,35
    Cumberland,MONROE 2,President,,REP,Write-In,0,8,1,0,9
    Cumberland,MONROE 2,Attorney General,,REP,Heather Heidelbaugh,298,115,10,0,423
    Cumberland,MONROE 2,Attorney General,,REP,Write-In,1,2,0,0,3
    Cumberland,MONROE 2,Auditor General,,REP,Timothy Defoor,305,115,10,0,430
    Cumberland,MONROE 2,Auditor General,,REP,Write-In,0,2,0,0,2
    Cumberland,MONROE 2,State Treasurer,,REP,Stacy L Garrity,308,113,11,0,432
    Cumberland,MONROE 2,State Treasurer,,REP,Write-In,0,2,0,0,2
    Cumberland,MONROE 2,U.S. House,10,REP,Scott Perry,322,110,11,1,444
    Cumberland,MONROE 2,U.S. House,10,REP,Write-In,1,4,0,0,5
    Cumberland,MONROE 2,State Senate,31,REP,Mike Regan,316,116,11,0,443
    Cumberland,MONROE 2,State Senate,31,REP,Write-In,0,4,0,0,4
    Cumberland,MONROE 2,General Assembly,92,REP,Dawn Keefer,318,121,11,0,450
    Cumberland,MONROE 2,General Assembly,92,REP,Write-In,0,3,0,0,3
    Cumberland,MT HOLLY SPRINGS,Registered Voters,,,,,,,,1246
    Cumberland,MT HOLLY SPRINGS,Registered Voters,,REP,,,,,,600
    Cumberland,MT HOLLY SPRINGS,Ballots Cast,,,,225,141,2,0,368
    Cumberland,MT HOLLY SPRINGS,Ballots Cast,,REP,,164,53,0,0,217
    Cumberland,MT HOLLY SPRINGS,President,,REP,Donald J Trump,150,39,0,0,189
    Cumberland,MT HOLLY SPRINGS,President,,REP,Roque Rocky De La Fuente,2,0,0,0,2
    Cumberland,MT HOLLY SPRINGS,President,,REP,Bill Weld,6,12,0,0,18
    Cumberland,MT HOLLY SPRINGS,President,,REP,Write-In,2,0,0,0,2
    Cumberland,MT HOLLY SPRINGS,Attorney General,,REP,Heather Heidelbaugh,151,48,0,0,199
    Cumberland,MT HOLLY SPRINGS,Attorney General,,REP,Write-In,0,0,0,0,0
    Cumberland,MT HOLLY SPRINGS,Auditor General,,REP,Timothy Defoor,150,49,0,0,199
    Cumberland,MT HOLLY SPRINGS,Auditor General,,REP,Write-In,0,0,0,0,0
    Cumberland,MT HOLLY SPRINGS,State Treasurer,,REP,Stacy L Garrity,151,44,0,0,195
    Cumberland,MT HOLLY SPRINGS,State Treasurer,,REP,Write-In,0,0,0,0,0
    Cumberland,MT HOLLY SPRINGS,U.S. House,10,REP,Scott Perry,159,46,0,0,205
    Cumberland,MT HOLLY SPRINGS,U.S. House,10,REP,Write-In,1,1,0,0,2
    Cumberland,MT HOLLY SPRINGS,State Senate,31,REP,Mike Regan,160,47,0,0,207
    Cumberland,MT HOLLY SPRINGS,State Senate,31,REP,Write-In,0,0,0,0,0
    Cumberland,MT HOLLY SPRINGS,General Assembly,193,REP,Torren Ecker,149,48,0,0,197
    Cumberland,MT HOLLY SPRINGS,General Assembly,193,REP,Write-In,0,0,0,0,0
    Cumberland,NEW CUMBERLAND 1-1,Registered Voters,,,,,,,,1934
    Cumberland,NEW CUMBERLAND 1-1,Registered Voters,,REP,,,,,,851
    Cumberland,NEW CUMBERLAND 1-1,Ballots Cast,,,,309,254,18,0,581
    Cumberland,NEW CUMBERLAND 1-1,Ballots Cast,,REP,,195,95,7,0,297
    Cumberland,NEW CUMBERLAND 1-1,President,,REP,Donald J Trump,172,62,6,0,240
    Cumberland,NEW CUMBERLAND 1-1,President,,REP,Roque Rocky De La Fuente,2,8,0,0,10
    Cumberland,NEW CUMBERLAND 1-1,President,,REP,Bill Weld,7,17,1,0,25
    Cumberland,NEW CUMBERLAND 1-1,President,,REP,Write-In,8,6,0,0,14
    Cumberland,NEW CUMBERLAND 1-1,Attorney General,,REP,Heather Heidelbaugh,177,89,6,0,272
    Cumberland,NEW CUMBERLAND 1-1,Attorney General,,REP,Write-In,1,2,0,0,3
    Cumberland,NEW CUMBERLAND 1-1,Auditor General,,REP,Timothy Defoor,177,85,6,0,268
    Cumberland,NEW CUMBERLAND 1-1,Auditor General,,REP,Write-In,1,1,0,0,2
    Cumberland,NEW CUMBERLAND 1-1,State Treasurer,,REP,Stacy L Garrity,178,86,6,0,270
    Cumberland,NEW CUMBERLAND 1-1,State Treasurer,,REP,Write-In,0,0,0,0,0
    Cumberland,NEW CUMBERLAND 1-1,U.S. House,10,REP,Scott Perry,183,86,7,0,276
    Cumberland,NEW CUMBERLAND 1-1,U.S. House,10,REP,Write-In,2,3,0,0,5
    Cumberland,NEW CUMBERLAND 1-1,State Senate,31,REP,Mike Regan,187,87,7,0,281
    Cumberland,NEW CUMBERLAND 1-1,State Senate,31,REP,Write-In,2,2,0,0,4
    Cumberland,NEW CUMBERLAND 1-1,General Assembly,88,REP,Sheryl M Delozier,185,92,7,0,284
    Cumberland,NEW CUMBERLAND 1-1,General Assembly,88,REP,Write-In,2,1,0,0,3
    Cumberland,NEW CUMBERLAND 2-1,Registered Voters,,,,,,,,1368
    Cumberland,NEW CUMBERLAND 2-1,Registered Voters,,REP,,,,,,592
    Cumberland,NEW CUMBERLAND 2-1,Ballots Cast,,,,223,232,7,0,462
    Cumberland,NEW CUMBERLAND 2-1,Ballots Cast,,REP,,153,66,2,0,221
    Cumberland,NEW CUMBERLAND 2-1,President,,REP,Donald J Trump,141,38,1,0,180
    Cumberland,NEW CUMBERLAND 2-1,President,,REP,Roque Rocky De La Fuente,2,4,0,0,6
    Cumberland,NEW CUMBERLAND 2-1,President,,REP,Bill Weld,5,12,0,0,17
    Cumberland,NEW CUMBERLAND 2-1,President,,REP,Write-In,2,7,0,0,9
    Cumberland,NEW CUMBERLAND 2-1,Attorney General,,REP,Heather Heidelbaugh,144,51,1,0,196
    Cumberland,NEW CUMBERLAND 2-1,Attorney General,,REP,Write-In,0,3,0,0,3
    Cumberland,NEW CUMBERLAND 2-1,Auditor General,,REP,Timothy Defoor,145,50,1,0,196
