county,precinct,office,district,party,candidate,votes,election_day,absentee,provisional
Washington,CHARLEROI 6,STATE TREASURER,,LIB,JOE SOLOSKI,9,7,2,0
Washington,CHARLEROI 6,STATE TREASURER,,GRN,TIMOTHY RUNKLE,3,3,0,0
Washington,CHARLEROI 6,U.S. House,6,DEM,BILL MARX,145,69,71,5
Washington,CHARLEROI 6,U.S. House,6,REP,GUY RESCHENTHALER,163,132,27,4
Washington,CHARLEROI 6,State House,49,DEM,RANDY J BARLI,132,62,67,3
Washington,CHARLEROI 6,State House,49,REP,BUD COOK,174,137,31,6
Washington,CHARTIERS 1,President,,DEM,JOSEPH R BIDEN,90,29,61,0
Washington,CHARTIERS 1,President,,REP,DONALD J TRUMP,203,160,40,3
Washington,CHARTIERS 1,President,,LIB,JO JORGENSEN,1,1,0,0
Washington,CHARTIERS 1,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,104,37,67,0
Washington,CHARTIERS 1,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,184,150,31,3
Washington,CHARTIERS 1,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,3,3,0,0
Washington,CHARTIERS 1,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,2,0,2,0
Washington,CHARTIERS 1,AUDITOR GENERAL,,DEM,NINA AHMAD,88,28,60,0
Washington,CHARTIERS 1,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,193,154,36,3
Washington,CHARTIERS 1,AUDITOR GENERAL,,LIB,JENNIFER MOORE,3,3,0,0
Washington,CHARTIERS 1,AUDITOR GENERAL,,GRN,OLIVIA FAISON,3,1,2,0
Washington,CHARTIERS 1,STATE TREASURER,,DEM,JOE TORSELLA,105,41,64,0
Washington,CHARTIERS 1,STATE TREASURER,,REP,STACY L GARRITY,183,146,34,3
Washington,CHARTIERS 1,STATE TREASURER,,LIB,JOE SOLOSKI,1,1,0,0
Washington,CHARTIERS 1,STATE TREASURER,,GRN,TIMOTHY RUNKLE,3,1,2,0
Washington,CHARTIERS 1,U.S. House,6,DEM,BILL MARX,91,30,61,0
Washington,CHARTIERS 1,U.S. House,6,REP,GUY RESCHENTHALER,201,160,38,3
Washington,CHARTIERS 1,State House,48,DEM,HARLAN SHOBER,107,44,62,1
Washington,CHARTIERS 1,State House,48,REP,TIM O'NEAL,186,145,39,2
Washington,CHARTIERS 2,President,,DEM,JOSEPH R BIDEN,345,169,174,2
Washington,CHARTIERS 2,President,,REP,DONALD J TRUMP,436,358,69,9
Washington,CHARTIERS 2,President,,LIB,JO JORGENSEN,7,5,2,0
Washington,CHARTIERS 2,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,380,201,176,3
Washington,CHARTIERS 2,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,373,305,60,8
Washington,CHARTIERS 2,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,19,15,4,0
Washington,CHARTIERS 2,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,7,3,4,0
Washington,CHARTIERS 2,AUDITOR GENERAL,,DEM,NINA AHMAD,315,157,156,2
Washington,CHARTIERS 2,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,406,327,70,9
Washington,CHARTIERS 2,AUDITOR GENERAL,,LIB,JENNIFER MOORE,39,32,7,0
Washington,CHARTIERS 2,AUDITOR GENERAL,,GRN,OLIVIA FAISON,9,4,5,0
Washington,CHARTIERS 2,STATE TREASURER,,DEM,JOE TORSELLA,352,180,169,3
Washington,CHARTIERS 2,STATE TREASURER,,REP,STACY L GARRITY,391,320,63,8
Washington,CHARTIERS 2,STATE TREASURER,,LIB,JOE SOLOSKI,27,22,5,0
Washington,CHARTIERS 2,STATE TREASURER,,GRN,TIMOTHY RUNKLE,6,3,3,0
Washington,CHARTIERS 2,U.S. House,6,DEM,BILL MARX,342,173,166,3
Washington,CHARTIERS 2,U.S. House,6,REP,GUY RESCHENTHALER,435,353,74,8
Washington,CHARTIERS 2,State House,48,DEM,HARLAN SHOBER,351,185,164,2
Washington,CHARTIERS 2,State House,48,REP,TIM O'NEAL,426,341,77,8
Washington,CHARTIERS 3,President,,DEM,JOSEPH R BIDEN,490,200,287,3
Washington,CHARTIERS 3,President,,REP,DONALD J TRUMP,729,612,109,8
Washington,CHARTIERS 3,President,,LIB,JO JORGENSEN,13,10,3,0
Washington,CHARTIERS 3,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,536,244,289,3
Washington,CHARTIERS 3,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,645,543,94,8
Washington,CHARTIERS 3,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,20,17,3,0
Washington,CHARTIERS 3,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,9,5,4,0
Washington,CHARTIERS 3,AUDITOR GENERAL,,DEM,NINA AHMAD,447,193,252,2
Washington,CHARTIERS 3,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,704,567,129,8
Washington,CHARTIERS 3,AUDITOR GENERAL,,LIB,JENNIFER MOORE,41,35,5,1
Washington,CHARTIERS 3,AUDITOR GENERAL,,GRN,OLIVIA FAISON,8,6,2,0
Washington,CHARTIERS 3,STATE TREASURER,,DEM,JOE TORSELLA,469,203,263,3
Washington,CHARTIERS 3,STATE TREASURER,,REP,STACY L GARRITY,689,566,115,8
Washington,CHARTIERS 3,STATE TREASURER,,LIB,JOE SOLOSKI,34,28,6,0
Washington,CHARTIERS 3,STATE TREASURER,,GRN,TIMOTHY RUNKLE,8,4,4,0
Washington,CHARTIERS 3,U.S. House,6,DEM,BILL MARX,438,189,246,3
Washington,CHARTIERS 3,U.S. House,6,REP,GUY RESCHENTHALER,767,618,141,8
Washington,CHARTIERS 3,State House,48,DEM,HARLAN SHOBER,506,243,260,3
Washington,CHARTIERS 3,State House,48,REP,TIM O'NEAL,712,571,133,8
Washington,CHARTIERS 5,President,,DEM,JOSEPH R BIDEN,163,67,96,0
Washington,CHARTIERS 5,President,,REP,DONALD J TRUMP,364,317,47,0
Washington,CHARTIERS 5,President,,LIB,JO JORGENSEN,9,5,4,0
Washington,CHARTIERS 5,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,193,90,103,0
Washington,CHARTIERS 5,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,323,287,36,0
Washington,CHARTIERS 5,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,9,7,2,0
Washington,CHARTIERS 5,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,4,3,1,0
Washington,CHARTIERS 5,AUDITOR GENERAL,,DEM,NINA AHMAD,147,69,78,0
Washington,CHARTIERS 5,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,355,301,54,0
Washington,CHARTIERS 5,AUDITOR GENERAL,,LIB,JENNIFER MOORE,16,12,4,0
Washington,CHARTIERS 5,AUDITOR GENERAL,,GRN,OLIVIA FAISON,7,4,3,0
Washington,CHARTIERS 5,STATE TREASURER,,DEM,JOE TORSELLA,159,77,82,0
Washington,CHARTIERS 5,STATE TREASURER,,REP,STACY L GARRITY,350,296,54,0
Washington,CHARTIERS 5,STATE TREASURER,,LIB,JOE SOLOSKI,18,13,5,0
Washington,CHARTIERS 5,STATE TREASURER,,GRN,TIMOTHY RUNKLE,2,2,0,0
Washington,CHARTIERS 5,U.S. House,6,DEM,BILL MARX,154,71,83,0
Washington,CHARTIERS 5,U.S. House,6,REP,GUY RESCHENTHALER,371,317,54,0
Washington,CHARTIERS 5,State House,48,DEM,HARLAN SHOBER,187,101,86,0
Washington,CHARTIERS 5,State House,48,REP,TIM O'NEAL,344,288,56,0
Washington,CHARTIERS 6,President,,DEM,JOSEPH R BIDEN,368,151,216,1
Washington,CHARTIERS 6,President,,REP,DONALD J TRUMP,490,417,65,8
Washington,CHARTIERS 6,President,,LIB,JO JORGENSEN,10,7,3,0
Washington,CHARTIERS 6,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,395,175,218,2
Washington,CHARTIERS 6,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,441,374,60,7
Washington,CHARTIERS 6,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,15,10,5,0
Washington,CHARTIERS 6,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,3,2,1,0
Washington,CHARTIERS 6,AUDITOR GENERAL,,DEM,NINA AHMAD,339,135,202,2
Washington,CHARTIERS 6,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,480,402,71,7
Washington,CHARTIERS 6,AUDITOR GENERAL,,LIB,JENNIFER MOORE,20,17,3,0
Washington,CHARTIERS 6,AUDITOR GENERAL,,GRN,OLIVIA FAISON,10,6,4,0
Washington,CHARTIERS 6,STATE TREASURER,,DEM,JOE TORSELLA,350,147,200,3
Washington,CHARTIERS 6,STATE TREASURER,,REP,STACY L GARRITY,470,394,70,6
Washington,CHARTIERS 6,STATE TREASURER,,LIB,JOE SOLOSKI,21,16,5,0
Washington,CHARTIERS 6,STATE TREASURER,,GRN,TIMOTHY RUNKLE,9,4,5,0
Washington,CHARTIERS 6,U.S. House,6,DEM,BILL MARX,342,143,197,2
Washington,CHARTIERS 6,U.S. House,6,REP,GUY RESCHENTHALER,513,424,82,7
Washington,CHARTIERS 6,State House,48,DEM,HARLAN SHOBER,385,181,202,2
Washington,CHARTIERS 6,State House,48,REP,TIM O'NEAL,475,391,77,7
Washington,CHARTIERS 7,President,,DEM,JOSEPH R BIDEN,517,197,320,0
Washington,CHARTIERS 7,President,,REP,DONALD J TRUMP,873,695,177,1
Washington,CHARTIERS 7,President,,LIB,JO JORGENSEN,10,4,6,0
Washington,CHARTIERS 7,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,623,263,360,0
Washington,CHARTIERS 7,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,742,606,135,1
Washington,CHARTIERS 7,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,16,14,2,0
Washington,CHARTIERS 7,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,6,2,4,0
Washington,CHARTIERS 7,AUDITOR GENERAL,,DEM,NINA AHMAD,499,202,297,0
Washington,CHARTIERS 7,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,838,659,178,1
Washington,CHARTIERS 7,AUDITOR GENERAL,,LIB,JENNIFER MOORE,24,19,5,0
Washington,CHARTIERS 7,AUDITOR GENERAL,,GRN,OLIVIA FAISON,4,1,3,0
Washington,CHARTIERS 7,STATE TREASURER,,DEM,JOE TORSELLA,553,232,321,0
Washington,CHARTIERS 7,STATE TREASURER,,REP,STACY L GARRITY,795,630,164,1
Washington,CHARTIERS 7,STATE TREASURER,,LIB,JOE SOLOSKI,21,18,3,0
Washington,CHARTIERS 7,STATE TREASURER,,GRN,TIMOTHY RUNKLE,7,4,3,0
Washington,CHARTIERS 7,U.S. House,6,DEM,BILL MARX,513,205,308,0
Washington,CHARTIERS 7,U.S. House,6,REP,GUY RESCHENTHALER,867,683,183,1
Washington,CHARTIERS 7,State House,48,DEM,HARLAN SHOBER,578,253,324,1
Washington,CHARTIERS 7,State House,48,REP,TIM O'NEAL,820,643,177,0
Washington,CLAYSVILLE,President,,DEM,JOSEPH R BIDEN,97,55,40,2
Washington,CLAYSVILLE,President,,REP,DONALD J TRUMP,262,247,11,4
Washington,CLAYSVILLE,President,,LIB,JO JORGENSEN,9,7,2,0
Washington,CLAYSVILLE,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,110,70,38,2
Washington,CLAYSVILLE,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,244,227,14,3
Washington,CLAYSVILLE,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,9,7,1,1
Washington,CLAYSVILLE,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,5,4,1,0
Washington,CLAYSVILLE,AUDITOR GENERAL,,DEM,NINA AHMAD,87,50,36,1
Washington,CLAYSVILLE,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,258,238,15,5
Washington,CLAYSVILLE,AUDITOR GENERAL,,LIB,JENNIFER MOORE,18,16,2,0
Washington,CLAYSVILLE,AUDITOR GENERAL,,GRN,OLIVIA FAISON,1,0,1,0
Washington,CLAYSVILLE,STATE TREASURER,,DEM,JOE TORSELLA,91,53,36,2
Washington,CLAYSVILLE,STATE TREASURER,,REP,STACY L GARRITY,261,242,16,3
Washington,CLAYSVILLE,STATE TREASURER,,LIB,JOE SOLOSKI,11,9,1,1
Washington,CLAYSVILLE,STATE TREASURER,,GRN,TIMOTHY RUNKLE,3,2,1,0
Washington,CLAYSVILLE,U.S. House,6,DEM,BILL MARX,90,52,36,2
Washington,CLAYSVILLE,U.S. House,6,REP,GUY RESCHENTHALER,277,255,18,4
Washington,CLAYSVILLE,State House,15,DEM,BOB WILLIAMS,79,46,31,2
Washington,CLAYSVILLE,State House,15,REP,JOSHUA D KAIL,286,259,23,4
Washington,COAL CENTER,President,,DEM,JOSEPH R BIDEN,39,34,5,0
Washington,COAL CENTER,President,,REP,DONALD J TRUMP,16,14,2,0
Washington,COAL CENTER,President,,LIB,JO JORGENSEN,0,0,0,0
Washington,COAL CENTER,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,43,36,7,0
Washington,COAL CENTER,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,9,9,0,0
Washington,COAL CENTER,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,2,1,1,0
Washington,COAL CENTER,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,2,2,0,0
Washington,COAL CENTER,AUDITOR GENERAL,,DEM,NINA AHMAD,36,30,6,0
Washington,COAL CENTER,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,16,15,1,0
Washington,COAL CENTER,AUDITOR GENERAL,,LIB,JENNIFER MOORE,1,1,0,0
Washington,COAL CENTER,AUDITOR GENERAL,,GRN,OLIVIA FAISON,3,2,1,0
Washington,COAL CENTER,STATE TREASURER,,DEM,JOE TORSELLA,38,31,7,0
Washington,COAL CENTER,STATE TREASURER,,REP,STACY L GARRITY,12,12,0,0
Washington,COAL CENTER,STATE TREASURER,,LIB,JOE SOLOSKI,3,2,1,0
Washington,COAL CENTER,STATE TREASURER,,GRN,TIMOTHY RUNKLE,3,3,0,0
Washington,COAL CENTER,U.S. House,6,DEM,BILL MARX,43,36,7,0
Washington,COAL CENTER,U.S. House,6,REP,GUY RESCHENTHALER,13,12,1,0
Washington,COAL CENTER,State House,49,DEM,RANDY J BARLI,33,28,5,0
Washington,COAL CENTER,State House,49,REP,BUD COOK,19,16,3,0
Washington,COKEBURG,President,,DEM,JOSEPH R BIDEN,117,78,38,1
Washington,COKEBURG,President,,REP,DONALD J TRUMP,160,137,19,4
Washington,COKEBURG,President,,LIB,JO JORGENSEN,11,10,1,0
Washington,COKEBURG,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,139,96,42,1
Washington,COKEBURG,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,135,118,13,4
Washington,COKEBURG,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,14,12,2,0
Washington,COKEBURG,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,0,0,0,0
Washington,COKEBURG,AUDITOR GENERAL,,DEM,NINA AHMAD,116,77,38,1
Washington,COKEBURG,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,147,128,15,4
Washington,COKEBURG,AUDITOR GENERAL,,LIB,JENNIFER MOORE,18,16,2,0
Washington,COKEBURG,AUDITOR GENERAL,,GRN,OLIVIA FAISON,1,1,0,0
Washington,COKEBURG,STATE TREASURER,,DEM,JOE TORSELLA,122,83,38,1
Washington,COKEBURG,STATE TREASURER,,REP,STACY L GARRITY,149,130,15,4
Washington,COKEBURG,STATE TREASURER,,LIB,JOE SOLOSKI,9,8,1,0
Washington,COKEBURG,STATE TREASURER,,GRN,TIMOTHY RUNKLE,2,1,1,0
Washington,COKEBURG,U.S. House,6,DEM,BILL MARX,126,85,40,1
Washington,COKEBURG,U.S. House,6,REP,GUY RESCHENTHALER,160,138,18,4
Washington,COKEBURG,State House,49,DEM,RANDY J BARLI,112,75,37,0
Washington,COKEBURG,State House,49,REP,BUD COOK,174,150,21,3
Washington,CROSS CREEK 1,President,,DEM,JOSEPH R BIDEN,87,56,31,0
Washington,CROSS CREEK 1,President,,REP,DONALD J TRUMP,170,148,14,8
Washington,CROSS CREEK 1,President,,LIB,JO JORGENSEN,6,3,3,0
Washington,CROSS CREEK 1,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,117,78,38,1
Washington,CROSS CREEK 1,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,139,123,9,7
Washington,CROSS CREEK 1,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,4,4,0,0
Washington,CROSS CREEK 1,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,2,2,0,0
Washington,CROSS CREEK 1,AUDITOR GENERAL,,DEM,NINA AHMAD,90,61,29,0
Washington,CROSS CREEK 1,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,154,129,18,7
Washington,CROSS CREEK 1,AUDITOR GENERAL,,LIB,JENNIFER MOORE,13,11,1,1
Washington,CROSS CREEK 1,AUDITOR GENERAL,,GRN,OLIVIA FAISON,2,2,0,0
Washington,CROSS CREEK 1,STATE TREASURER,,DEM,JOE TORSELLA,100,66,33,1
Washington,CROSS CREEK 1,STATE TREASURER,,REP,STACY L GARRITY,146,129,11,6
Washington,CROSS CREEK 1,STATE TREASURER,,LIB,JOE SOLOSKI,9,8,0,1
Washington,CROSS CREEK 1,STATE TREASURER,,GRN,TIMOTHY RUNKLE,3,0,3,0
Washington,CROSS CREEK 1,U.S. House,6,DEM,BILL MARX,88,58,29,1
Washington,CROSS CREEK 1,U.S. House,6,REP,GUY RESCHENTHALER,173,147,19,7
Washington,CROSS CREEK 1,State House,15,DEM,BOB WILLIAMS,90,59,31,0
Washington,CROSS CREEK 1,State House,15,REP,JOSHUA D KAIL,169,146,17,6
Washington,CROSS CREEK 2,President,,DEM,JOSEPH R BIDEN,79,42,37,0
Washington,CROSS CREEK 2,President,,REP,DONALD J TRUMP,155,144,11,0
Washington,CROSS CREEK 2,President,,LIB,JO JORGENSEN,4,2,2,0
Washington,CROSS CREEK 2,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,88,51,37,0
Washington,CROSS CREEK 2,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,134,127,7,0
Washington,CROSS CREEK 2,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,8,6,2,0
Washington,CROSS CREEK 2,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,4,4,0,0
Washington,CROSS CREEK 2,AUDITOR GENERAL,,DEM,NINA AHMAD,73,39,34,0
Washington,CROSS CREEK 2,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,141,135,6,0
Washington,CROSS CREEK 2,AUDITOR GENERAL,,LIB,JENNIFER MOORE,17,11,6,0
Washington,CROSS CREEK 2,AUDITOR GENERAL,,GRN,OLIVIA FAISON,3,3,0,0
Washington,CROSS CREEK 2,STATE TREASURER,,DEM,JOE TORSELLA,78,43,35,0
Washington,CROSS CREEK 2,STATE TREASURER,,REP,STACY L GARRITY,145,135,10,0
Washington,CROSS CREEK 2,STATE TREASURER,,LIB,JOE SOLOSKI,10,8,2,0
Washington,CROSS CREEK 2,STATE TREASURER,,GRN,TIMOTHY RUNKLE,1,1,0,0
Washington,CROSS CREEK 2,U.S. House,6,DEM,BILL MARX,84,45,39,0
Washington,CROSS CREEK 2,U.S. House,6,REP,GUY RESCHENTHALER,153,143,10,0
Washington,CROSS CREEK 2,State House,15,DEM,BOB WILLIAMS,83,48,35,0
Washington,CROSS CREEK 2,State House,15,REP,JOSHUA D KAIL,150,138,12,0
Washington,CROSS CREEK 3,President,,DEM,JOSEPH R BIDEN,56,34,22,0
Washington,CROSS CREEK 3,President,,REP,DONALD J TRUMP,233,202,24,7
Washington,CROSS CREEK 3,President,,LIB,JO JORGENSEN,6,5,1,0
Washington,CROSS CREEK 3,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,72,47,25,0
Washington,CROSS CREEK 3,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,211,184,20,7
Washington,CROSS CREEK 3,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,5,5,0,0
Washington,CROSS CREEK 3,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,5,4,1,0
Washington,CROSS CREEK 3,AUDITOR GENERAL,,DEM,NINA AHMAD,54,34,20,0
Washington,CROSS CREEK 3,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,218,189,22,7
Washington,CROSS CREEK 3,AUDITOR GENERAL,,LIB,JENNIFER MOORE,13,12,1,0
Washington,CROSS CREEK 3,AUDITOR GENERAL,,GRN,OLIVIA FAISON,2,1,1,0
Washington,CROSS CREEK 3,STATE TREASURER,,DEM,JOE TORSELLA,58,39,19,0
Washington,CROSS CREEK 3,STATE TREASURER,,REP,STACY L GARRITY,219,189,24,6
Washington,CROSS CREEK 3,STATE TREASURER,,LIB,JOE SOLOSKI,6,6,0,0
Washington,CROSS CREEK 3,STATE TREASURER,,GRN,TIMOTHY RUNKLE,4,3,1,0
Washington,CROSS CREEK 3,U.S. House,6,DEM,BILL MARX,57,37,20,0
Washington,CROSS CREEK 3,U.S. House,6,REP,GUY RESCHENTHALER,233,201,25,7
Washington,CROSS CREEK 3,State House,15,DEM,BOB WILLIAMS,49,33,16,0
Washington,CROSS CREEK 3,State House,15,REP,JOSHUA D KAIL,242,208,28,6
Washington,DEEMSTON,President,,DEM,JOSEPH R BIDEN,121,62,59,0
Washington,DEEMSTON,President,,REP,DONALD J TRUMP,345,305,36,4
Washington,DEEMSTON,President,,LIB,JO JORGENSEN,4,3,1,0
Washington,DEEMSTON,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,162,95,67,0
Washington,DEEMSTON,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,295,264,27,4
Washington,DEEMSTON,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,7,6,1,0
Washington,DEEMSTON,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,4,4,0,0
Washington,DEEMSTON,AUDITOR GENERAL,,DEM,NINA AHMAD,129,69,60,0
Washington,DEEMSTON,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,303,267,32,4
Washington,DEEMSTON,AUDITOR GENERAL,,LIB,JENNIFER MOORE,27,24,3,0
Washington,DEEMSTON,AUDITOR GENERAL,,GRN,OLIVIA FAISON,1,1,0,0
Washington,DEEMSTON,STATE TREASURER,,DEM,JOE TORSELLA,142,77,64,1
Washington,DEEMSTON,STATE TREASURER,,REP,STACY L GARRITY,303,272,28,3
Washington,DEEMSTON,STATE TREASURER,,LIB,JOE SOLOSKI,15,12,3,0
Washington,DEEMSTON,STATE TREASURER,,GRN,TIMOTHY RUNKLE,4,4,0,0
Washington,DEEMSTON,U.S. House,6,DEM,BILL MARX,123,62,61,0
Washington,DEEMSTON,U.S. House,6,REP,GUY RESCHENTHALER,342,304,34,4
Washington,DEEMSTON,State House,49,DEM,RANDY J BARLI,134,78,56,0
Washington,DEEMSTON,State House,49,REP,BUD COOK,328,287,37,4
Washington,DONEGAL 1,President,,DEM,JOSEPH R BIDEN,141,70,67,4
Washington,DONEGAL 1,President,,REP,DONALD J TRUMP,489,436,46,7
Washington,DONEGAL 1,President,,LIB,JO JORGENSEN,5,4,1,0
Washington,DONEGAL 1,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,168,92,72,4
Washington,DONEGAL 1,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,434,390,37,7
Washington,DONEGAL 1,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,12,11,1,0
Washington,DONEGAL 1,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,2,2,0,0
Washington,DONEGAL 1,AUDITOR GENERAL,,DEM,NINA AHMAD,133,71,58,4
Washington,DONEGAL 1,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,459,403,49,7
Washington,DONEGAL 1,AUDITOR GENERAL,,LIB,JENNIFER MOORE,19,16,3,0
Washington,DONEGAL 1,AUDITOR GENERAL,,GRN,OLIVIA FAISON,3,3,0,0
Washington,DONEGAL 1,STATE TREASURER,,DEM,JOE TORSELLA,144,76,64,4
Washington,DONEGAL 1,STATE TREASURER,,REP,STACY L GARRITY,462,411,44,7
Washington,DONEGAL 1,STATE TREASURER,,LIB,JOE SOLOSKI,10,7,3,0
Washington,DONEGAL 1,STATE TREASURER,,GRN,TIMOTHY RUNKLE,2,1,1,0
Washington,DONEGAL 1,U.S. House,6,DEM,BILL MARX,137,69,64,4
Washington,DONEGAL 1,U.S. House,6,REP,GUY RESCHENTHALER,488,433,48,7
Washington,DONEGAL 1,State House,15,DEM,BOB WILLIAMS,119,61,54,4
Washington,DONEGAL 1,State House,15,REP,JOSHUA D KAIL,506,440,60,6
Washington,DONEGAL 2,President,,DEM,JOSEPH R BIDEN,120,53,67,0
Washington,DONEGAL 2,President,,REP,DONALD J TRUMP,540,465,75,0
Washington,DONEGAL 2,President,,LIB,JO JORGENSEN,6,5,1,0
Washington,DONEGAL 2,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,166,91,75,0
Washington,DONEGAL 2,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,477,414,63,0
Washington,DONEGAL 2,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,11,8,3,0
Washington,DONEGAL 2,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,4,3,1,0
Washington,DONEGAL 2,AUDITOR GENERAL,,DEM,NINA AHMAD,118,60,58,0
Washington,DONEGAL 2,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,512,435,77,0
Washington,DONEGAL 2,AUDITOR GENERAL,,LIB,JENNIFER MOORE,15,13,2,0
Washington,DONEGAL 2,AUDITOR GENERAL,,GRN,OLIVIA FAISON,5,5,0,0
Washington,DONEGAL 2,STATE TREASURER,,DEM,JOE TORSELLA,131,66,65,0
Washington,DONEGAL 2,STATE TREASURER,,REP,STACY L GARRITY,502,431,71,0
Washington,DONEGAL 2,STATE TREASURER,,LIB,JOE SOLOSKI,15,11,4,0
Washington,DONEGAL 2,STATE TREASURER,,GRN,TIMOTHY RUNKLE,6,5,1,0
Washington,DONEGAL 2,U.S. House,6,DEM,BILL MARX,119,60,59,0
Washington,DONEGAL 2,U.S. House,6,REP,GUY RESCHENTHALER,538,457,81,0
Washington,DONEGAL 2,State House,15,DEM,BOB WILLIAMS,119,61,58,0
Washington,DONEGAL 2,State House,15,REP,JOSHUA D KAIL,536,454,82,0
Washington,DONORA 1,President,,DEM,JOSEPH R BIDEN,138,68,70,0
Washington,DONORA 1,President,,REP,DONALD J TRUMP,129,112,16,1
Washington,DONORA 1,President,,LIB,JO JORGENSEN,3,2,1,0
Washington,DONORA 1,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,153,77,76,0
Washington,DONORA 1,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,104,94,9,1
Washington,DONORA 1,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,6,6,0,0
Washington,DONORA 1,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,3,2,1,0
Washington,DONORA 1,AUDITOR GENERAL,,DEM,NINA AHMAD,129,63,66,0
Washington,DONORA 1,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,119,101,17,1
Washington,DONORA 1,AUDITOR GENERAL,,LIB,JENNIFER MOORE,14,12,2,0
Washington,DONORA 1,AUDITOR GENERAL,,GRN,OLIVIA FAISON,1,1,0,0
