county,precinct,office,district,party,candidate,votes,election_day,provisional,absentee
Adams,Abbottstown,President,,DEM,Joseph R Biden Jr,25,10,0,15
Adams,Abbottstown,President,,DEM,Dean Phillips,3,3,0,0
Adams,Abbottstown,President,,DEM,Write-In Totals,1,0,0,1
Adams,Abbottstown,U.S. Senate,,DEM,Robert P Casey Jr,28,12,0,16
Adams,Abbottstown,U.S. Senate,,DEM,Write-In Totals,0,0,0,0
Adams,Abbottstown,U.S. House,13th District,DEM,Beth Farnham,28,14,0,14
Adams,Abbottstown,U.S. House,13th District,DEM,Write-In Totals,0,0,0,0
Adams,Abbottstown,State Senate,33rd District,DEM,Cameron Schroy,23,10,0,13
Adams,Abbottstown,State Senate,33rd District,DEM,Write-In Totals,1,0,0,1
Adams,Abbottstown,General Assembly,193rd District,DEM,Write-In Totals,1,0,0,1
Adams,Abbottstown,General Assembly,193rd District,DEM,Matthew A Gribler,20,7,0,13
Adams,Abbottstown,General Assembly,193rd District,DEM,Lisa Kramer,25,11,0,14
Adams,Abbottstown,General Assembly,193rd District,DEM,Write-In Totals,0,0,0,0
Adams,Arendtsville,President,,DEM,Joseph R Biden Jr,38,19,0,19
Adams,Arendtsville,President,,DEM,Dean Phillips,3,2,0,1
Adams,Arendtsville,President,,DEM,Write-In Totals,1,1,0,0
Adams,Arendtsville,U.S. Senate,,DEM,Robert P Casey Jr,39,23,0,16
Adams,Arendtsville,U.S. Senate,,DEM,Write-In Totals,2,0,0,2
Adams,Arendtsville,U.S. House,13th District,DEM,Beth Farnham,40,22,0,18
Adams,Arendtsville,U.S. House,13th District,DEM,Write-In Totals,1,1,0,0
Adams,Arendtsville,State Senate,33rd District,DEM,Cameron Schroy,37,22,0,15
Adams,Arendtsville,State Senate,33rd District,DEM,Write-In Totals,1,1,0,0
Adams,Arendtsville,General Assembly,193rd District,DEM,Write-In Totals,2,1,0,1
Adams,Arendtsville,General Assembly,193rd District,DEM,Matthew A Gribler,29,14,0,15
Adams,Arendtsville,General Assembly,193rd District,DEM,Lisa Kramer,36,20,0,16
Adams,Arendtsville,General Assembly,193rd District,DEM,Write-In Totals,1,1,0,0
Adams,Bendersville,President,,DEM,Joseph R Biden Jr,17,15,0,2
Adams,Bendersville,President,,DEM,Dean Phillips,4,4,0,0
Adams,Bendersville,President,,DEM,Write-In Totals,0,0,0,0
Adams,Bendersville,U.S. Senate,,DEM,Robert P Casey Jr,20,18,0,2
Adams,Bendersville,U.S. Senate,,DEM,Write-In Totals,0,0,0,0
Adams,Bendersville,U.S. House,13th District,DEM,Beth Farnham,20,18,0,2
Adams,Bendersville,U.S. House,13th District,DEM,Write-In Totals,0,0,0,0
Adams,Bendersville,State Senate,33rd District,DEM,Cameron Schroy,19,17,0,2
Adams,Bendersville,State Senate,33rd District,DEM,Write-In Totals,0,0,0,0
Adams,Bendersville,General Assembly,193rd District,DEM,Write-In Totals,2,2,0,0
Adams,Bendersville,General Assembly,193rd District,DEM,Matthew A Gribler,12,10,0,2
Adams,Bendersville,General Assembly,193rd District,DEM,Lisa Kramer,17,15,0,2
Adams,Bendersville,General Assembly,193rd District,DEM,Write-In Totals,0,0,0,0
Adams,Berwick,President,,DEM,Joseph R Biden Jr,105,54,3,48
Adams,Berwick,President,,DEM,Dean Phillips,3,3,0,0
Adams,Berwick,President,,DEM,Write-In Totals,2,1,0,1
Adams,Berwick,U.S. Senate,,DEM,Robert P Casey Jr,105,56,3,46
Adams,Berwick,U.S. Senate,,DEM,Write-In Totals,2,0,0,2
Adams,Berwick,U.S. House,13th District,DEM,Beth Farnham,107,57,3,47
Adams,Berwick,U.S. House,13th District,DEM,Write-In Totals,0,0,0,0
Adams,Berwick,State Senate,33rd District,DEM,Cameron Schroy,104,56,3,45
Adams,Berwick,State Senate,33rd District,DEM,Write-In Totals,1,0,0,1
Adams,Berwick,General Assembly,193rd District,DEM,Write-In Totals,11,5,1,5
Adams,Berwick,General Assembly,193rd District,DEM,Matthew A Gribler,77,41,1,35
Adams,Berwick,General Assembly,193rd District,DEM,Lisa Kramer,95,50,3,42
Adams,Berwick,General Assembly,193rd District,DEM,Write-In Totals,4,2,0,2
Adams,Biglerville,President,,DEM,Joseph R Biden Jr,31,13,0,18
Adams,Biglerville,President,,DEM,Dean Phillips,9,9,0,0
Adams,Biglerville,President,,DEM,Write-In Totals,3,2,0,1
Adams,Biglerville,U.S. Senate,,DEM,Robert P Casey Jr,40,21,0,19
Adams,Biglerville,U.S. Senate,,DEM,Write-In Totals,0,0,0,0
Adams,Biglerville,U.S. House,13th District,DEM,Beth Farnham,40,21,0,19
Adams,Biglerville,U.S. House,13th District,DEM,Write-In Totals,1,1,0,0
Adams,Biglerville,State Senate,33rd District,DEM,Cameron Schroy,40,22,0,18
Adams,Biglerville,State Senate,33rd District,DEM,Write-In Totals,0,0,0,0
Adams,Biglerville,General Assembly,193rd District,DEM,Write-In Totals,2,1,0,1
Adams,Biglerville,General Assembly,193rd District,DEM,Matthew A Gribler,30,14,0,16
Adams,Biglerville,General Assembly,193rd District,DEM,Lisa Kramer,36,18,0,18
Adams,Biglerville,General Assembly,193rd District,DEM,Write-In Totals,4,4,0,0
Adams,Bonneauville,President,,DEM,Joseph R Biden Jr,40,23,0,17
Adams,Bonneauville,President,,DEM,Dean Phillips,11,9,0,2
Adams,Bonneauville,President,,DEM,Write-In Totals,5,4,0,1
Adams,Bonneauville,U.S. Senate,,DEM,Robert P Casey Jr,53,32,0,21
Adams,Bonneauville,U.S. Senate,,DEM,Write-In Totals,3,3,0,0
Adams,Bonneauville,U.S. House,13th District,DEM,Beth Farnham,54,32,0,22
Adams,Bonneauville,U.S. House,13th District,DEM,Write-In Totals,3,3,0,0
Adams,Bonneauville,State Senate,33rd District,DEM,Cameron Schroy,51,32,0,19
Adams,Bonneauville,State Senate,33rd District,DEM,Write-In Totals,2,2,0,0
Adams,Bonneauville,General Assembly,91st District,DEM,Write-In Totals,8,5,0,3
Adams,Bonneauville,General Assembly,91st District,DEM,Matthew A Gribler,38,22,0,16
Adams,Bonneauville,General Assembly,91st District,DEM,Lisa Kramer,47,28,0,19
Adams,Bonneauville,General Assembly,91st District,DEM,Write-In Totals,5,4,0,1
Adams,Butler,President,,DEM,Joseph R Biden Jr,103,35,0,68
Adams,Butler,President,,DEM,Dean Phillips,7,5,0,2
Adams,Butler,President,,DEM,Write-In Totals,4,3,0,1
Adams,Butler,U.S. Senate,,DEM,Robert P Casey Jr,112,45,0,67
Adams,Butler,U.S. Senate,,DEM,Write-In Totals,2,1,0,1
Adams,Butler,U.S. House,13th District,DEM,Beth Farnham,103,42,0,61
Adams,Butler,U.S. House,13th District,DEM,Write-In Totals,1,1,0,0
Adams,Butler,State Senate,33rd District,DEM,Cameron Schroy,99,40,0,59
Adams,Butler,State Senate,33rd District,DEM,Write-In Totals,1,0,0,1
Adams,Butler,General Assembly,193rd District,DEM,Write-In Totals,6,2,0,4
Adams,Butler,General Assembly,193rd District,DEM,Matthew A Gribler,77,26,0,51
Adams,Butler,General Assembly,193rd District,DEM,Lisa Kramer,100,36,0,64
Adams,Butler,General Assembly,193rd District,DEM,Write-In Totals,6,4,0,2
Adams,Carroll Valley 1,President,,DEM,Joseph R Biden Jr,98,40,0,58
Adams,Carroll Valley 1,President,,DEM,Dean Phillips,2,2,0,0
Adams,Carroll Valley 1,President,,DEM,Write-In Totals,3,1,0,2
Adams,Carroll Valley 1,U.S. Senate,,DEM,Robert P Casey Jr,98,41,0,57
Adams,Carroll Valley 1,U.S. Senate,,DEM,Write-In Totals,2,2,0,0
Adams,Carroll Valley 1,U.S. House,13th District,DEM,Beth Farnham,95,37,0,58
Adams,Carroll Valley 1,U.S. House,13th District,DEM,Write-In Totals,1,1,0,0
Adams,Carroll Valley 1,State Senate,33rd District,DEM,Cameron Schroy,89,35,0,54
Adams,Carroll Valley 1,State Senate,33rd District,DEM,Write-In Totals,1,1,0,0
