county,office,district,party,candidate,votes,election_day,mail,provisional
Lackawanna,State Senate,22,REP,Chris Chermak,19724,,,
Lackawanna,State Senate,22,GRN,Marlene Sebastianelli,5083,,,
Lackawanna,State Senate,22,DEM,Marty Flynn,26808,,,
Lackawanna,State Senate,22,LIB,Nathan Covington,569,,,
Luzerne,State Senate,22,REP,Chris Chermak,1469,,,
Luzerne,State Senate,22,GRN,Marlene Sebastianelli,233,,,
Luzerne,State Senate,22,DEM,Marty Flynn,2026,,,
Luzerne,State Senate,22,LIB,Nathan Covington,39,,,
Monroe,State Senate,22,REP,Chris Chermak,1272,,,
Monroe,State Senate,22,GRN,Marlene Sebastianelli,57,,,
Monroe,State Senate,22,DEM,Marty Flynn,1714,,,
Monroe,State Senate,22,LIB,Nathan Covington,90,,,
