county,office,district,party,candidate,votes,election_day,mail,provisional
Adams,Justice of the Supreme Court,,Republican,Kevin (Rep) Brobson,7254,6189,1061,4
Adams,Justice of the Supreme Court,,Democratic,Maria (Dem) McLaughlin,5108,2462,2631,15
Adams,Justice of the Supreme Court,,Republican,Patricia A. (Rep) McCullough,3003,2669,331,3
Adams,Justice of the Supreme Court,,Republican,Paula (Rep) Patrick,1225,1063,157,5
Adams,Judge of the Superior Court,,Democratic,Bryan (Dem) Neft,878,463,411,4
Adams,Judge of the Superior Court,,Democratic,Jill (Dem) Beck,2262,1098,1159,5
Adams,Judge of the Superior Court,,Republican,Megan (Rep) Sullivan,10626,9190,1426,10
Adams,Judge of the Superior Court,,Democratic,Timika (Dem) Lane,1970,930,1036,4
Adams,Judge of the Commonwealth Court,,Democratic,Amanda (Dem) Green Hawkins,1956,1009,939,8
Adams,Judge of the Commonwealth Court,,Democratic,David Lee (Dem) Spurgeon,2529,1037,1484,8
Adams,Judge of the Commonwealth Court,,Republican,Drew (Rep) Crompton,8760,7469,1285,6
Adams,Judge of the Commonwealth Court,,Democratic,Lori A. (Dem) Dumas,2655,1189,1463,3
Adams,Judge of the Commonwealth Court,,Democratic,Sierra (Dem) Street,1683,781,896,6
Adams,Judge of the Commonwealth Court,,Republican,Stacy Marie (Rep) Wallace,6378,5296,1076,6
Adams,PROPOSED CONSTITUTIONAL AMENDMENT 1 TERMINATION OR EXTENSION OF DISASTER EMERGENCY DECLARATION,,,Yes,11914,10664,1241,9
Adams,PROPOSED CONSTITUTIONAL AMENDMENT 1 TERMINATION OR EXTENSION OF DISASTER EMERGENCY DECLARATION,,,No,7498,3844,3635,19
Adams,PROPOSED CONSTITUTIONAL AMENDMENT 2 DISASTER EMERGENCY DECLARATION AND MANAGEMENT,,,Yes,12214,10931,1272,11
Adams,PROPOSED CONSTITUTIONAL AMENDMENT 2 DISASTER EMERGENCY DECLARATION AND MANAGEMENT,,,No,7273,3630,3626,17
Adams,PROPOSED CONSTITUTIONAL AMENDMENT 3 PROHIBITION AGAINST DENIAL OR ABRIDGEMENT OF EQUALITY OF RIGHTS BECAUSE OF RACE OR ETHNICITY,,,Yes,12738,8401,4319,18
Adams,PROPOSED CONSTITUTIONAL AMENDMENT 3 PROHIBITION AGAINST DENIAL OR ABRIDGEMENT OF EQUALITY OF RIGHTS BECAUSE OF RACE OR ETHNICITY,,,No,6589,6017,563,9
Adams,STATEWIDE REFERENDUM-ACT 2020-91,,,Yes,13068,8856,4193,19
Adams,STATEWIDE REFERENDUM-ACT 2020-91,,,No,6187,5525,656,6
Allegheny,Justice of the Supreme Court,,Republican,Kevin (Rep) Brobson,22991,19753,3158,80
Allegheny,Justice of the Supreme Court,,Democratic,Maria (Dem) McLaughlin,130173,71900,57438,835
Allegheny,Justice of the Supreme Court,,Republican,Patricia A. (Rep) McCullough,39530,32368,7044,118
Allegheny,Justice of the Supreme Court,,Republican,Paula (Rep) Patrick,3927,3215,695,17
Allegheny,Judge of the Superior Court,,Democratic,Bryan (Dem) Neft,27679,16540,11001,138
Allegheny,Judge of the Superior Court,,Democratic,Jill (Dem) Beck,97957,52824,44529,604
Allegheny,Judge of the Superior Court,,Republican,Megan (Rep) Sullivan,52464,43551,8748,165
Allegheny,Judge of the Superior Court,,Democratic,Timika (Dem) Lane,26091,16318,9547,226
Allegheny,Judge of the Commonwealth Court,,Democratic,Amanda (Dem) Green Hawkins,112590,61194,50686,710
Allegheny,Judge of the Commonwealth Court,,Democratic,David Lee (Dem) Spurgeon,105004,54547,49888,569
Allegheny,Judge of the Commonwealth Court,,Republican,Drew (Rep) Crompton,39399,32158,7111,130
Allegheny,Judge of the Commonwealth Court,,Democratic,Lori A. (Dem) Dumas,22953,13155,9636,162
Allegheny,Judge of the Commonwealth Court,,Democratic,Sierra (Dem) Street,19679,11467,8053,159
Allegheny,Judge of the Commonwealth Court,,Republican,Stacy Marie (Rep) Wallace,43985,35964,7883,138
Allegheny,Judge of the Court of Common Pleas - Allegheny,5,Democratic,Albert (Dem) Veverka,16852,8242,8530,80
Allegheny,Judge of the Court of Common Pleas - Allegheny,5,Republican,Albert (Rep) Veverka,10559,8200,2327,32
Allegheny,Judge of the Court of Common Pleas - Allegheny,5,Democratic,Alyssa (Dem) Cowan,37532,20086,17209,237
Allegheny,Judge of the Court of Common Pleas - Allegheny,5,Democratic,Andy (Dem) Szefi,19376,10140,9126,110
Allegheny,Judge of the Court of Common Pleas - Allegheny,5,Republican,Andy (Rep) Szefi,11211,8419,2748,44
Allegheny,Judge of the Court of Common Pleas - Allegheny,5,Democratic,Anthony (Dem) Deluca,33614,20023,13371,220
Allegheny,Judge of the Court of Common Pleas - Allegheny,5,Republican,Anthony (Rep) Deluca,20567,16526,3973,68
Allegheny,Judge of the Court of Common Pleas - Allegheny,5,Democratic,Beth (Dem) Tarasi Sinatra,18576,10415,8061,100
Allegheny,Judge of the Court of Common Pleas - Allegheny,5,Republican,Beth (Rep) Tarasi Sinatra,10743,8443,2265,35
Allegheny,Judge of the Court of Common Pleas - Allegheny,5,Democratic,Brian D. (Dem) Flaherty,16619,9892,6625,102
Allegheny,Judge of the Court of Common Pleas - Allegheny,5,Democratic,Brian Samuel (Dem) Malkin,9261,4666,4551,44
Allegheny,Judge of the Court of Common Pleas - Allegheny,5,Democratic,Bruce (Dem) Beemer,51149,23772,27105,272
Allegheny,Judge of the Court of Common Pleas - Allegheny,5,Republican,Bruce (Rep) Beemer,21139,16829,4241,69
Allegheny,Judge of the Court of Common Pleas - Allegheny,5,Democratic,Chelsa (Dem) Wagner,74512,42470,31499,543
Allegheny,Judge of the Court of Common Pleas - Allegheny,5,Republican,Chelsa (Rep) Wagner,9330,7227,2070,33
Allegheny,Judge of the Court of Common Pleas - Allegheny,5,Democratic,Chuck (Dem) Porter,17473,10747,6627,99
Allegheny,Judge of the Court of Common Pleas - Allegheny,5,Republican,Chuck (Rep) Porter,18989,16040,2894,55
Allegheny,Judge of the Court of Common Pleas - Allegheny,5,Democratic,Clint (Dem) Kelley,8156,4674,3436,46
