county,office,district,party,candidate,votes,election_day,mail,provisional
Clearfield,Registered Voters,,,,49506,0,0,0
Clearfield,Ballots Cast,,,,22205,18615,3579,11
Clearfield,Ballots Cast Blank,,,,4,4,0,0
Clearfield,Judge of the Superior Court,,DEM,BRANDON NEUMAN,6243,4177,2059,7
Clearfield,Judge of the Superior Court,,REP,MARIA BATTISTA,14591,13268,1319,4
Clearfield,Judge of the Superior Court,,LIB,DANIEL WASSMER,499,411,88,0
Clearfield,Judge of the Superior Court,,,Write-ins,27,23,4,0
Clearfield,Judge of the Commonwealth Court,,DEM,STELLA TSAI,6367,4296,2064,7
Clearfield,Judge of the Commonwealth Court,,REP,MATT WOLFORD,14923,13519,1401,3
Clearfield,Judge of the Commonwealth Court,,,Write-ins,29,23,6,0
Clearfield,Judge of the Court of Common Pleas,,DEM,JOSH MAINES,11075,8693,2374,8
Clearfield,Judge of the Court of Common Pleas,,REP,RYAN P SAYERS,10893,9725,1165,3
Clearfield,Judge of the Court of Common Pleas,,,Write-ins,42,32,10,0
Clearfield,Sheriff,,D/R,CHESTER A HAWKINS,19677,16493,3174,10
Clearfield,Sheriff,,,Write-ins,194,156,38,0
Clearfield,Prothonotary and Clerk of Courts,,REP,BRIAN K SPENCER,18448,16058,2384,6
Clearfield,Prothonotary and Clerk of Courts,,,Write-ins,304,216,88,0
Clearfield,Controller,,REP,ROBERT M EDWARDS JR,18255,15912,2337,6
Clearfield,Controller,,,Write-ins,279,205,74,0
Clearfield,Tax Collector,Brisbin Borough,REP,DEANNA FAYE LOBB,103,97,6,0
Clearfield,Tax Collector,Brisbin Borough,,Write-ins,0,0,0,0
Clearfield,Mayor,Brisbin Borough,,Write-ins,15,14,1,0
Clearfield,Borough Council,Brisbin Borough,,Write-ins,33,33,0,0
Clearfield,Borough Council (2 Year),Brisbin Borough,,Write-ins,6,6,0,0
Clearfield,School Director At Large,Moshannon Valley Area,D/R,SARA KATHERINE BACHER,1094,903,190,1
Clearfield,School Director At Large,Moshannon Valley Area,D/R,ELSIE HARCHAK,990,786,203,1
Clearfield,School Director At Large,Moshannon Valley Area,DEM,STACEY WARRICK WILLIAMS,604,441,162,1
Clearfield,School Director At Large,Moshannon Valley Area,DEM,RACHEL ANN PEREA,607,444,162,1
Clearfield,School Director At Large,Moshannon Valley Area,REP,ROBERT A FERGUSON,961,868,93,0
Clearfield,School Director At Large,Moshannon Valley Area,REP,DONALD E WONDERLING,975,859,116,0
Clearfield,School Director At Large,Moshannon Valley Area,,Write-ins,38,23,15,0
Clearfield,School Director At Large (2 Year),Moshannon Valley Area,,Write-ins,126,86,40,0
Clearfield,Judge of Elections,,,Write-ins,850,701,148,1
Clearfield,Inspector of Elections,,,Write-ins,721,589,132,0
Clearfield,Supreme Court Retention - Christine Donohue,,,Yes,8209,6005,2197,7
Clearfield,Supreme Court Retention - Christine Donohue,,,No,12716,11485,1227,4
Clearfield,Supreme Court Retention - Kevin M Dougherty,,,Yes,8083,5907,2170,6
Clearfield,Supreme Court Retention - Kevin M Dougherty,,,No,12795,11534,1256,5
Clearfield,Supreme Court Retention - David Wecht,,,Yes,8047,5861,2180,6
Clearfield,Supreme Court Retention - David Wecht,,,No,12797,11541,1251,5
Clearfield,Superior Court Retention - Alice Beck Dubow,,,Yes,8337,6229,2104,4
Clearfield,Superior Court Retention - Alice Beck Dubow,,,No,12184,10944,1235,5
Clearfield,Commonwealth Court Retention - Michael H Wojcik,,,Yes,8478,6383,2091,4
Clearfield,Commonwealth Court Retention - Michael H Wojcik,,,No,12024,10781,1237,6
Clearfield,Tax Collector,Burnside Borough,,Write-ins,14,11,3,0
Clearfield,Mayor,Burnside Borough,REP,BRONWYN L OROSZ,45,41,4,0
Clearfield,Mayor,Burnside Borough,,Write-ins,6,6,0,0
Clearfield,Borough Council,Burnside Borough,REP,DONNIE E MORROW,32,27,5,0
Clearfield,Borough Council,Burnside Borough,REP,CHARLES A SMITH,36,30,6,0
Clearfield,Borough Council,Burnside Borough,REP,RAY CHARLES FLEMING,37,33,4,0
Clearfield,Borough Council,Burnside Borough,,Write-ins,19,18,1,0
Clearfield,Borough Council (2 Year),Burnside Borough,REP,LESLIE DAWN REID,48,44,4,0
Clearfield,Borough Council (2 Year),Burnside Borough,,Write-ins,4,3,1,0
Clearfield,School Director At Large,Purchase Line Area,D/R,DAVID SMALL,188,167,21,0
Clearfield,School Director At Large,Purchase Line Area,DEM,ELAINE LITTLE,93,73,20,0
Clearfield,School Director At Large,Purchase Line Area,D/R,MICHAEL MOYER,152,130,22,0
Clearfield,School Director At Large,Purchase Line Area,REP,QUENTIN T BROOKS,244,227,17,0
