county,precinct,office,district,party,candidate,vote_for,votes,election_day,mail,provisional
Lycoming,Lewis Township,Lewis Inspector of Elections,,,Write-in,1,34,30,2,2
Lycoming,Lewis Township,Retention 1,,,Yes,1,71,52,17,2
Lycoming,Lewis Township,Retention 1,,,No,1,175,165,10,0
Lycoming,Lewis Township,Retention 2,,,Yes,1,72,52,18,2
Lycoming,Lewis Township,Retention 2,,,No,1,174,165,9,0
Lycoming,Lewis Township,Retention 3,,,Yes,1,69,49,18,2
Lycoming,Lewis Township,Retention 3,,,No,1,175,166,9,0
Lycoming,Lewis Township,Retention 4,,,Yes,1,74,57,16,1
Lycoming,Lewis Township,Retention 4,,,No,1,167,157,9,1
Lycoming,Lewis Township,Retention 5,,,Yes,1,72,55,16,1
Lycoming,Lewis Township,Retention 5,,,No,1,167,158,8,1
Lycoming,Lewis Township,Retention 6,,,Yes,1,45,37,8,0
Lycoming,Lewis Township,Retention 6,,,No,1,203,182,19,2
Lycoming,Limestone Township,,,,Registered Voters,,1314,,,
Lycoming,Limestone Township,,,,Ballots Cast,,591,,,
Lycoming,Limestone Township,Judge of the Superior Court,,,Brandon Neuman,1,108,72,36,0
Lycoming,Limestone Township,Judge of the Superior Court,,,Maria Battista,1,467,445,22,0
Lycoming,Limestone Township,Judge of the Superior Court,,,Daniel Wassmer,1,7,3,4,0
Lycoming,Limestone Township,Judge of the Superior Court,,,Write-in,1,0,0,0,0
Lycoming,Limestone Township,Judge of the Commonwealth Court,,,Stella Tsai,1,113,75,38,0
Lycoming,Limestone Township,Judge of the Commonwealth Court,,,Matt Wolford,1,471,447,24,0
Lycoming,Limestone Township,Judge of the Commonwealth Court,,,Write-in,1,0,0,0,0
Lycoming,Limestone Township,County Controller,,,Nicki S. Gottschall,1,504,468,36,0
Lycoming,Limestone Township,County Controller,,,Write-in,1,2,1,1,0
Lycoming,Limestone Township,Sheriff,,,Eric Spiegel,1,515,473,42,0
Lycoming,Limestone Township,Sheriff,,,Write-in,1,5,4,1,0
Lycoming,Limestone Township,Jersey Shore SD 3,,,Neihl Williamson,2,375,338,37,0
Lycoming,Limestone Township,Jersey Shore SD 3,,,Jessie Edwards,2,393,355,38,0
Lycoming,Limestone Township,Jersey Shore SD 3,,,Write-in,2,6,6,0,0
Lycoming,Limestone Township,Limestone Supervisor,,,Dennis E. Haines,1,511,475,36,0
Lycoming,Limestone Township,Limestone Supervisor,,,Write-in,1,5,2,3,0
Lycoming,Limestone Township,Limestone Auditor,,,Write-in,1,16,15,1,0
Lycoming,Limestone Township,Limestone Auditor (4yr),,,Write-in,1,19,18,1,0
Lycoming,Limestone Township,Limestone Auditor (2yr),,,Write-in,1,18,16,2,0
Lycoming,Limestone Township,Limestone Tax Collector,,,Write-in,1,20,19,1,0
Lycoming,Limestone Township,Limestone Judge of Elections,,,Tammy H. Baier,1,521,482,39,0
Lycoming,Limestone Township,Limestone Judge of Elections,,,Write-in,1,3,2,1,0
Lycoming,Limestone Township,Limestone Inspector of Elections,,,Mary L. Clark Baier,1,496,458,38,0
Lycoming,Limestone Township,Limestone Inspector of Elections,,,Write-in,1,16,16,0,0
Lycoming,Limestone Township,Retention 1,,,Yes,1,157,121,36,0
Lycoming,Limestone Township,Retention 1,,,No,1,411,386,25,0
Lycoming,Limestone Township,Retention 2,,,Yes,1,158,124,34,0
Lycoming,Limestone Township,Retention 2,,,No,1,410,383,27,0
Lycoming,Limestone Township,Retention 3,,,Yes,1,152,115,37,0
Lycoming,Limestone Township,Retention 3,,,No,1,413,389,24,0
Lycoming,Limestone Township,Retention 4,,,Yes,1,162,127,35,0
Lycoming,Limestone Township,Retention 4,,,No,1,397,374,23,0
Lycoming,Limestone Township,Retention 5,,,Yes,1,164,129,35,0
Lycoming,Limestone Township,Retention 5,,,No,1,390,369,21,0
Lycoming,Limestone Township,Retention 6,,,Yes,1,149,113,36,0
Lycoming,Limestone Township,Retention 6,,,No,1,427,402,25,0
Lycoming,Loyalsock Township 1st Precinct,,,,Registered Voters,,928,,,
Lycoming,Loyalsock Township 1st Precinct,,,,Ballots Cast,,424,,,
Lycoming,Loyalsock Township 1st Precinct,Judge of the Superior Court,,,Brandon Neuman,1,123,73,50,0
Lycoming,Loyalsock Township 1st Precinct,Judge of the Superior Court,,,Maria Battista,1,283,248,35,0
Lycoming,Loyalsock Township 1st Precinct,Judge of the Superior Court,,,Daniel Wassmer,1,5,3,2,0
Lycoming,Loyalsock Township 1st Precinct,Judge of the Superior Court,,,Write-in,1,0,0,0,0
Lycoming,Loyalsock Township 1st Precinct,Judge of the Commonwealth Court,,,Stella Tsai,1,128,76,52,0
Lycoming,Loyalsock Township 1st Precinct,Judge of the Commonwealth Court,,,Matt Wolford,1,284,247,37,0
Lycoming,Loyalsock Township 1st Precinct,Judge of the Commonwealth Court,,,Write-in,1,1,1,0,0
Lycoming,Loyalsock Township 1st Precinct,County Controller,,,Nicki S. Gottschall,1,344,282,62,0
Lycoming,Loyalsock Township 1st Precinct,County Controller,,,Write-in,1,7,5,2,0
Lycoming,Loyalsock Township 1st Precinct,Sheriff,,,Eric Spiegel,1,374,298,76,0
Lycoming,Loyalsock Township 1st Precinct,Sheriff,,,Write-in,1,6,5,1,0
Lycoming,Loyalsock Township 1st Precinct,Loyalsock SD,,,Holly N. Shadle,4,134,84,49,1
Lycoming,Loyalsock Township 1st Precinct,Loyalsock SD,,,Julia Johnson French,4,142,96,45,1
Lycoming,Loyalsock Township 1st Precinct,Loyalsock SD,,,Benjamin A. Hepburn,4,220,170,50,0
Lycoming,Loyalsock Township 1st Precinct,Loyalsock SD,,,Ben Marzo,4,228,181,47,0
Lycoming,Loyalsock Township 1st Precinct,Loyalsock SD,,,"Larry Allison, Jr.",4,260,222,38,0
Lycoming,Loyalsock Township 1st Precinct,Loyalsock SD,,,David Steele,4,267,235,32,0
Lycoming,Loyalsock Township 1st Precinct,Loyalsock SD,,,Write-in,4,18,17,1,0
Lycoming,Loyalsock Township 1st Precinct,Loyalsock SD (2yr),,,Rob Lytle,1,340,277,63,0
Lycoming,Loyalsock Township 1st Precinct,Loyalsock SD (2yr),,,Write-in,1,7,6,1,0
Lycoming,Loyalsock Township 1st Precinct,Loyalsock Supervisor,,,Paul Nyman,2,265,202,62,1
Lycoming,Loyalsock Township 1st Precinct,Loyalsock Supervisor,,,"John C. Bower, Jr.",2,250,204,46,0
Lycoming,Loyalsock Township 1st Precinct,Loyalsock Supervisor,,,Write-in,2,4,3,1,0
Lycoming,Loyalsock Township 1st Precinct,Loyalsock Supervisor (2yr),,,Richard M. Trowbridge,1,363,291,72,0
Lycoming,Loyalsock Township 1st Precinct,Loyalsock Supervisor (2yr),,,Write-in,1,2,1,1,0
Lycoming,Loyalsock Township 1st Precinct,Loyalsock Auditor,,,Write-in,1,12,10,2,0
Lycoming,Loyalsock Township 1st Precinct,Loyalsock Auditor (2yr),,,Write-in,1,12,10,2,0
Lycoming,Loyalsock Township 1st Precinct,Loyalsock Tax Collector,,,Dorothy White Mertz,1,398,314,83,1
Lycoming,Loyalsock Township 1st Precinct,Loyalsock Tax Collector,,,Write-in,1,3,1,2,0
Lycoming,Loyalsock Township 1st Precinct,Loyalsock 1 Judge of Elections,,,Victoria A. Neely,1,348,283,64,1
Lycoming,Loyalsock Township 1st Precinct,Loyalsock 1 Judge of Elections,,,Write-in,1,5,4,1,0
Lycoming,Loyalsock Township 1st Precinct,Loyalsock 1 Inspector of Elections,,,Melissa L. Gundy,1,327,268,59,0
Lycoming,Loyalsock Township 1st Precinct,Loyalsock 1 Inspector of Elections,,,Write-in,1,14,11,3,0
Lycoming,Loyalsock Township 1st Precinct,Retention 1,,,Yes,1,156,100,55,1
Lycoming,Loyalsock Township 1st Precinct,Retention 1,,,No,1,248,217,31,0
Lycoming,Loyalsock Township 1st Precinct,Retention 2,,,Yes,1,157,100,56,1
Lycoming,Loyalsock Township 1st Precinct,Retention 2,,,No,1,245,217,28,0
Lycoming,Loyalsock Township 1st Precinct,Retention 3,,,Yes,1,155,99,55,1
Lycoming,Loyalsock Township 1st Precinct,Retention 3,,,No,1,244,215,29,0
Lycoming,Loyalsock Township 1st Precinct,Retention 4,,,Yes,1,154,94,60,0
Lycoming,Loyalsock Township 1st Precinct,Retention 4,,,No,1,232,210,21,1
Lycoming,Loyalsock Township 1st Precinct,Retention 5,,,Yes,1,162,101,61,0
Lycoming,Loyalsock Township 1st Precinct,Retention 5,,,No,1,222,201,21,0
Lycoming,Loyalsock Township 1st Precinct,Retention 6,,,Yes,1,160,103,57,0
Lycoming,Loyalsock Township 1st Precinct,Retention 6,,,No,1,250,221,28,1
Lycoming,Loyalsock Township 2nd Precinct,,,,Registered Voters,,914,,,
Lycoming,Loyalsock Township 2nd Precinct,,,,Ballots Cast,,464,,,
Lycoming,Loyalsock Township 2nd Precinct,Judge of the Superior Court,,,Brandon Neuman,1,176,123,53,0
Lycoming,Loyalsock Township 2nd Precinct,Judge of the Superior Court,,,Maria Battista,1,263,244,19,0
Lycoming,Loyalsock Township 2nd Precinct,Judge of the Superior Court,,,Daniel Wassmer,1,13,9,4,0
Lycoming,Loyalsock Township 2nd Precinct,Judge of the Superior Court,,,Write-in,1,1,1,0,0
Lycoming,Loyalsock Township 2nd Precinct,Judge of the Commonwealth Court,,,Stella Tsai,1,187,135,52,0
Lycoming,Loyalsock Township 2nd Precinct,Judge of the Commonwealth Court,,,Matt Wolford,1,267,243,24,0
Lycoming,Loyalsock Township 2nd Precinct,Judge of the Commonwealth Court,,,Write-in,1,0,0,0,0
Lycoming,Loyalsock Township 2nd Precinct,County Controller,,,Nicki S. Gottschall,1,344,303,41,0
Lycoming,Loyalsock Township 2nd Precinct,County Controller,,,Write-in,1,8,8,0,0
Lycoming,Loyalsock Township 2nd Precinct,Sheriff,,,Eric Spiegel,1,390,333,57,0
Lycoming,Loyalsock Township 2nd Precinct,Sheriff,,,Write-in,1,5,5,0,0
Lycoming,Loyalsock Township 2nd Precinct,Loyalsock SD,,,Holly N. Shadle,4,192,143,49,0
Lycoming,Loyalsock Township 2nd Precinct,Loyalsock SD,,,Julia Johnson French,4,194,148,46,0
Lycoming,Loyalsock Township 2nd Precinct,Loyalsock SD,,,Benjamin A. Hepburn,4,244,202,42,0
Lycoming,Loyalsock Township 2nd Precinct,Loyalsock SD,,,Ben Marzo,4,274,234,40,0
Lycoming,Loyalsock Township 2nd Precinct,Loyalsock SD,,,"Larry Allison, Jr.",4,259,231,28,0
Lycoming,Loyalsock Township 2nd Precinct,Loyalsock SD,,,David Steele,4,234,210,24,0
Lycoming,Loyalsock Township 2nd Precinct,Loyalsock SD,,,Write-in,4,13,11,2,0
Lycoming,Loyalsock Township 2nd Precinct,Loyalsock SD (2yr),,,Rob Lytle,1,331,290,41,0
Lycoming,Loyalsock Township 2nd Precinct,Loyalsock SD (2yr),,,Write-in,1,13,11,2,0
Lycoming,Loyalsock Township 2nd Precinct,Loyalsock Supervisor,,,Paul Nyman,2,302,245,57,0
Lycoming,Loyalsock Township 2nd Precinct,Loyalsock Supervisor,,,"John C. Bower, Jr.",2,244,221,23,0
Lycoming,Loyalsock Township 2nd Precinct,Loyalsock Supervisor,,,Write-in,2,9,8,1,0
Lycoming,Loyalsock Township 2nd Precinct,Loyalsock Supervisor (2yr),,,Richard M. Trowbridge,1,363,309,54,0
Lycoming,Loyalsock Township 2nd Precinct,Loyalsock Supervisor (2yr),,,Write-in,1,7,5,2,0
Lycoming,Loyalsock Township 2nd Precinct,Loyalsock Auditor,,,Write-in,1,16,13,3,0
Lycoming,Loyalsock Township 2nd Precinct,Loyalsock Auditor (2yr),,,Write-in,1,13,10,3,0
Lycoming,Loyalsock Township 2nd Precinct,Loyalsock Tax Collector,,,Dorothy White Mertz,1,421,354,67,0
Lycoming,Loyalsock Township 2nd Precinct,Loyalsock Tax Collector,,,Write-in,1,2,2,0,0
Lycoming,Loyalsock Township 2nd Precinct,Loyalsock 2 Judge of Elections,,,Write-in,1,39,35,4,0
Lycoming,Loyalsock Township 2nd Precinct,Loyalsock 2 Inspector of Elections,,,Write-in,1,20,16,4,0
Lycoming,Loyalsock Township 2nd Precinct,Retention 1,,,Yes,1,222,168,54,0
Lycoming,Loyalsock Township 2nd Precinct,Retention 1,,,No,1,215,194,21,0
Lycoming,Loyalsock Township 2nd Precinct,Retention 2,,,Yes,1,226,172,54,0
Lycoming,Loyalsock Township 2nd Precinct,Retention 2,,,No,1,207,186,21,0
Lycoming,Loyalsock Township 2nd Precinct,Retention 3,,,Yes,1,219,164,55,0
Lycoming,Loyalsock Township 2nd Precinct,Retention 3,,,No,1,215,195,20,0
Lycoming,Loyalsock Township 2nd Precinct,Retention 4,,,Yes,1,212,162,50,0
Lycoming,Loyalsock Township 2nd Precinct,Retention 4,,,No,1,210,190,20,0
Lycoming,Loyalsock Township 2nd Precinct,Retention 5,,,Yes,1,218,169,49,0
Lycoming,Loyalsock Township 2nd Precinct,Retention 5,,,No,1,209,188,21,0
Lycoming,Loyalsock Township 2nd Precinct,Retention 6,,,Yes,1,179,130,49,0
Lycoming,Loyalsock Township 2nd Precinct,Retention 6,,,No,1,274,249,25,0
Lycoming,Loyalsock Township 3rd Precinct,,,,Registered Voters,,424,,,
Lycoming,Loyalsock Township 3rd Precinct,,,,Ballots Cast,,172,,,
Lycoming,Loyalsock Township 3rd Precinct,Judge of the Superior Court,,,Brandon Neuman,1,43,35,8,0
Lycoming,Loyalsock Township 3rd Precinct,Judge of the Superior Court,,,Maria Battista,1,122,117,5,0
Lycoming,Loyalsock Township 3rd Precinct,Judge of the Superior Court,,,Daniel Wassmer,1,3,2,1,0
Lycoming,Loyalsock Township 3rd Precinct,Judge of the Superior Court,,,Write-in,1,0,0,0,0
Lycoming,Loyalsock Township 3rd Precinct,Judge of the Commonwealth Court,,,Stella Tsai,1,45,37,8,0
Lycoming,Loyalsock Township 3rd Precinct,Judge of the Commonwealth Court,,,Matt Wolford,1,123,117,6,0
Lycoming,Loyalsock Township 3rd Precinct,Judge of the Commonwealth Court,,,Write-in,1,0,0,0,0
Lycoming,Loyalsock Township 3rd Precinct,County Controller,,,Nicki S. Gottschall,1,144,134,10,0
Lycoming,Loyalsock Township 3rd Precinct,County Controller,,,Write-in,1,2,2,0,0
Lycoming,Loyalsock Township 3rd Precinct,Sheriff,,,Eric Spiegel,1,147,134,13,0
Lycoming,Loyalsock Township 3rd Precinct,Sheriff,,,Write-in,1,0,0,0,0
Lycoming,Loyalsock Township 3rd Precinct,Loyalsock SD,,,Holly N. Shadle,4,46,38,8,0
Lycoming,Loyalsock Township 3rd Precinct,Loyalsock SD,,,Julia Johnson French,4,47,39,8,0
Lycoming,Loyalsock Township 3rd Precinct,Loyalsock SD,,,Benjamin A. Hepburn,4,75,70,5,0
Lycoming,Loyalsock Township 3rd Precinct,Loyalsock SD,,,Ben Marzo,4,60,55,5,0
Lycoming,Loyalsock Township 3rd Precinct,Loyalsock SD,,,"Larry Allison, Jr.",4,113,107,6,0
Lycoming,Loyalsock Township 3rd Precinct,Loyalsock SD,,,David Steele,4,93,89,4,0
Lycoming,Loyalsock Township 3rd Precinct,Loyalsock SD,,,Write-in,4,1,1,0,0
Lycoming,Loyalsock Township 3rd Precinct,Loyalsock SD (2yr),,,Rob Lytle,1,136,127,9,0
Lycoming,Loyalsock Township 3rd Precinct,Loyalsock SD (2yr),,,Write-in,1,4,4,0,0
Lycoming,Loyalsock Township 3rd Precinct,Loyalsock Supervisor,,,Paul Nyman,2,78,71,7,0
Lycoming,Loyalsock Township 3rd Precinct,Loyalsock Supervisor,,,"John C. Bower, Jr.",2,113,107,6,0
Lycoming,Loyalsock Township 3rd Precinct,Loyalsock Supervisor,,,Write-in,2,1,1,0,0
Lycoming,Loyalsock Township 3rd Precinct,Loyalsock Supervisor (2yr),,,Richard M. Trowbridge,1,130,119,11,0
Lycoming,Loyalsock Township 3rd Precinct,Loyalsock Supervisor (2yr),,,Write-in,1,0,0,0,0
Lycoming,Loyalsock Township 3rd Precinct,Loyalsock Auditor,,,Write-in,1,9,9,0,0
Lycoming,Loyalsock Township 3rd Precinct,Loyalsock Auditor (2yr),,,Write-in,1,8,8,0,0
Lycoming,Loyalsock Township 3rd Precinct,Loyalsock Tax Collector,,,Dorothy White Mertz,1,154,140,14,0
Lycoming,Loyalsock Township 3rd Precinct,Loyalsock Tax Collector,,,Write-in,1,0,0,0,0
Lycoming,Loyalsock Township 3rd Precinct,Loyalsock 3 Judge of Elections,,,Amber Phillips,1,98,86,12,0
Lycoming,Loyalsock Township 3rd Precinct,Loyalsock 3 Judge of Elections,,,Write-in,1,3,3,0,0
Lycoming,Loyalsock Township 3rd Precinct,Loyalsock 3 Inspector of Elections,,,Laurie A. Tate,1,137,127,10,0
Lycoming,Loyalsock Township 3rd Precinct,Loyalsock 3 Inspector of Elections,,,Write-in,1,3,3,0,0
Lycoming,Loyalsock Township 3rd Precinct,Retention 1,,,Yes,1,62,53,9,0
Lycoming,Loyalsock Township 3rd Precinct,Retention 1,,,No,1,103,98,5,0
Lycoming,Loyalsock Township 3rd Precinct,Retention 2,,,Yes,1,64,55,9,0
Lycoming,Loyalsock Township 3rd Precinct,Retention 2,,,No,1,101,96,5,0
Lycoming,Loyalsock Township 3rd Precinct,Retention 3,,,Yes,1,64,53,11,0
Lycoming,Loyalsock Township 3rd Precinct,Retention 3,,,No,1,101,98,3,0
Lycoming,Loyalsock Township 3rd Precinct,Retention 4,,,Yes,1,60,51,9,0
Lycoming,Loyalsock Township 3rd Precinct,Retention 4,,,No,1,99,94,5,0
Lycoming,Loyalsock Township 3rd Precinct,Retention 5,,,Yes,1,64,55,9,0
Lycoming,Loyalsock Township 3rd Precinct,Retention 5,,,No,1,95,90,5,0
Lycoming,Loyalsock Township 3rd Precinct,Retention 6,,,Yes,1,40,34,6,0
Lycoming,Loyalsock Township 3rd Precinct,Retention 6,,,No,1,125,117,8,0
Lycoming,Loyalsock Township 4th Precinct,,,,Registered Voters,,1149,,,
Lycoming,Loyalsock Township 4th Precinct,,,,Ballots Cast,,577,,,
Lycoming,Loyalsock Township 4th Precinct,Judge of the Superior Court,,,Brandon Neuman,1,215,137,75,3
Lycoming,Loyalsock Township 4th Precinct,Judge of the Superior Court,,,Maria Battista,1,330,298,30,2
Lycoming,Loyalsock Township 4th Precinct,Judge of the Superior Court,,,Daniel Wassmer,1,8,7,1,0
Lycoming,Loyalsock Township 4th Precinct,Judge of the Superior Court,,,Write-in,1,1,1,0,0
Lycoming,Loyalsock Township 4th Precinct,Judge of the Commonwealth Court,,,Stella Tsai,1,220,142,75,3
Lycoming,Loyalsock Township 4th Precinct,Judge of the Commonwealth Court,,,Matt Wolford,1,332,299,31,2
Lycoming,Loyalsock Township 4th Precinct,Judge of the Commonwealth Court,,,Write-in,1,0,0,0,0
Lycoming,Loyalsock Township 4th Precinct,County Controller,,,Nicki S. Gottschall,1,420,358,59,3
Lycoming,Loyalsock Township 4th Precinct,County Controller,,,Write-in,1,17,11,5,1
Lycoming,Loyalsock Township 4th Precinct,Sheriff,,,Eric Spiegel,1,479,387,88,4
Lycoming,Loyalsock Township 4th Precinct,Sheriff,,,Write-in,1,11,11,0,0
Lycoming,Loyalsock Township 4th Precinct,Loyalsock SD,,,Holly N. Shadle,4,234,158,73,3
Lycoming,Loyalsock Township 4th Precinct,Loyalsock SD,,,Julia Johnson French,4,246,170,73,3
Lycoming,Loyalsock Township 4th Precinct,Loyalsock SD,,,Benjamin A. Hepburn,4,329,242,82,5
Lycoming,Loyalsock Township 4th Precinct,Loyalsock SD,,,Ben Marzo,4,303,233,67,3
Lycoming,Loyalsock Township 4th Precinct,Loyalsock SD,,,"Larry Allison, Jr.",4,302,270,29,3
Lycoming,Loyalsock Township 4th Precinct,Loyalsock SD,,,David Steele,4,284,260,22,2
Lycoming,Loyalsock Township 4th Precinct,Loyalsock SD,,,Write-in,4,22,19,3,0
Lycoming,Loyalsock Township 4th Precinct,Loyalsock SD (2yr),,,Rob Lytle,1,408,349,55,4
Lycoming,Loyalsock Township 4th Precinct,Loyalsock SD (2yr),,,Write-in,1,24,20,4,0
Lycoming,Loyalsock Township 4th Precinct,Loyalsock Supervisor,,,Paul Nyman,2,381,293,84,4
Lycoming,Loyalsock Township 4th Precinct,Loyalsock Supervisor,,,"John C. Bower, Jr.",2,306,264,40,2
Lycoming,Loyalsock Township 4th Precinct,Loyalsock Supervisor,,,Write-in,2,8,6,2,0
Lycoming,Loyalsock Township 4th Precinct,Loyalsock Supervisor (2yr),,,Richard M. Trowbridge,1,477,385,88,4
Lycoming,Loyalsock Township 4th Precinct,Loyalsock Supervisor (2yr),,,Write-in,1,7,5,2,0
Lycoming,Loyalsock Township 4th Precinct,Loyalsock Auditor,,,Write-in,1,22,15,6,1
Lycoming,Loyalsock Township 4th Precinct,Loyalsock Auditor (2yr),,,Write-in,1,24,18,5,1
Lycoming,Loyalsock Township 4th Precinct,Loyalsock Tax Collector,,,Dorothy White Mertz,1,518,416,98,4
Lycoming,Loyalsock Township 4th Precinct,Loyalsock Tax Collector,,,Write-in,1,7,5,2,0
Lycoming,Loyalsock Township 4th Precinct,Loyalsock 4 Judge of Elections,,,Kathie Ray,1,420,359,58,3
Lycoming,Loyalsock Township 4th Precinct,Loyalsock 4 Judge of Elections,,,Write-in,1,11,7,4,0
Lycoming,Loyalsock Township 4th Precinct,Loyalsock 4 Inspector of Elections,,,Lauren Baumann Frisco,1,220,140,77,3
Lycoming,Loyalsock Township 4th Precinct,Loyalsock 4 Inspector of Elections,,,Mary N. Schultz,1,322,294,26,2
Lycoming,Loyalsock Township 4th Precinct,Loyalsock 4 Inspector of Elections,,,Write-in,1,2,1,1,0
Lycoming,Loyalsock Township 4th Precinct,Retention 1,,,Yes,1,241,169,69,3
Lycoming,Loyalsock Township 4th Precinct,Retention 1,,,No,1,287,254,31,2
Lycoming,Loyalsock Township 4th Precinct,Retention 2,,,Yes,1,227,159,65,3
Lycoming,Loyalsock Township 4th Precinct,Retention 2,,,No,1,294,260,32,2
Lycoming,Loyalsock Township 4th Precinct,Retention 3,,,Yes,1,226,157,67,2
Lycoming,Loyalsock Township 4th Precinct,Retention 3,,,No,1,297,263,31,3
Lycoming,Loyalsock Township 4th Precinct,Retention 4,,,Yes,1,242,166,74,2
Lycoming,Loyalsock Township 4th Precinct,Retention 4,,,No,1,268,241,24,3
Lycoming,Loyalsock Township 4th Precinct,Retention 5,,,Yes,1,239,168,69,2
Lycoming,Loyalsock Township 4th Precinct,Retention 5,,,No,1,271,240,28,3
Lycoming,Loyalsock Township 4th Precinct,Retention 6,,,Yes,1,238,164,73,1
Lycoming,Loyalsock Township 4th Precinct,Retention 6,,,No,1,315,281,30,4
Lycoming,Loyalsock Township 5th Precinct,,,,Registered Voters,,1310,,,
Lycoming,Loyalsock Township 5th Precinct,,,,Ballots Cast,,519,,,
Lycoming,Loyalsock Township 5th Precinct,Judge of the Superior Court,,,Brandon Neuman,1,205,132,70,3
Lycoming,Loyalsock Township 5th Precinct,Judge of the Superior Court,,,Maria Battista,1,288,247,40,1
Lycoming,Loyalsock Township 5th Precinct,Judge of the Superior Court,,,Daniel Wassmer,1,12,10,2,0
Lycoming,Loyalsock Township 5th Precinct,Judge of the Superior Court,,,Write-in,1,0,0,0,0
Lycoming,Loyalsock Township 5th Precinct,Judge of the Commonwealth Court,,,Stella Tsai,1,207,136,68,3
Lycoming,Loyalsock Township 5th Precinct,Judge of the Commonwealth Court,,,Matt Wolford,1,299,254,44,1
Lycoming,Loyalsock Township 5th Precinct,Judge of the Commonwealth Court,,,Write-in,1,0,0,0,0
Lycoming,Loyalsock Township 5th Precinct,County Controller,,,Nicki S. Gottschall,1,375,303,71,1
Lycoming,Loyalsock Township 5th Precinct,County Controller,,,Write-in,1,11,9,2,0
Lycoming,Loyalsock Township 5th Precinct,Sheriff,,,Eric Spiegel,1,444,348,94,2
Lycoming,Loyalsock Township 5th Precinct,Sheriff,,,Write-in,1,2,2,0,0
Lycoming,Loyalsock Township 5th Precinct,Loyalsock SD,,,Holly N. Shadle,4,222,147,72,3
Lycoming,Loyalsock Township 5th Precinct,Loyalsock SD,,,Julia Johnson French,4,195,130,62,3
Lycoming,Loyalsock Township 5th Precinct,Loyalsock SD,,,Benjamin A. Hepburn,4,249,184,63,2
Lycoming,Loyalsock Township 5th Precinct,Loyalsock SD,,,Ben Marzo,4,258,197,60,1
Lycoming,Loyalsock Township 5th Precinct,Loyalsock SD,,,"Larry Allison, Jr.",4,274,231,42,1
Lycoming,Loyalsock Township 5th Precinct,Loyalsock SD,,,David Steele,4,245,209,36,0
Lycoming,Loyalsock Township 5th Precinct,Loyalsock SD,,,Write-in,4,26,26,0,0
Lycoming,Loyalsock Township 5th Precinct,Loyalsock SD (2yr),,,Rob Lytle,1,362,289,72,1
Lycoming,Loyalsock Township 5th Precinct,Loyalsock SD (2yr),,,Write-in,1,29,26,3,0
Lycoming,Loyalsock Township 5th Precinct,Loyalsock Supervisor,,,Paul Nyman,2,329,247,80,2
Lycoming,Loyalsock Township 5th Precinct,Loyalsock Supervisor,,,"John C. Bower, Jr.",2,278,230,47,1
Lycoming,Loyalsock Township 5th Precinct,Loyalsock Supervisor,,,Write-in,2,7,5,2,0
Lycoming,Loyalsock Township 5th Precinct,Loyalsock Supervisor (2yr),,,Richard M. Trowbridge,1,417,327,88,2
Lycoming,Loyalsock Township 5th Precinct,Loyalsock Supervisor (2yr),,,Write-in,1,4,4,0,0
Lycoming,Loyalsock Township 5th Precinct,Loyalsock Auditor,,,Write-in,1,21,20,1,0
Lycoming,Loyalsock Township 5th Precinct,Loyalsock Auditor (2yr),,,Write-in,1,24,23,1,0
Lycoming,Loyalsock Township 5th Precinct,Loyalsock Tax Collector,,,Dorothy White Mertz,1,456,352,101,3
Lycoming,Loyalsock Township 5th Precinct,Loyalsock Tax Collector,,,Write-in,1,3,3,0,0
Lycoming,Loyalsock Township 5th Precinct,Loyalsock 5 Judge of Elections,,,Susan E. Little,1,325,236,86,3
Lycoming,Loyalsock Township 5th Precinct,Loyalsock 5 Judge of Elections,,,Write-in,1,7,7,0,0
Lycoming,Loyalsock Township 5th Precinct,Loyalsock 5 Inspector of Elections,,,Juliann Carson,1,359,288,69,2
Lycoming,Loyalsock Township 5th Precinct,Loyalsock 5 Inspector of Elections,,,Write-in,1,17,16,1,0
Lycoming,Loyalsock Township 5th Precinct,Retention 1,,,Yes,1,243,173,68,2
Lycoming,Loyalsock Township 5th Precinct,Retention 1,,,No,1,245,210,35,0
Lycoming,Loyalsock Township 5th Precinct,Retention 2,,,Yes,1,238,171,65,2
Lycoming,Loyalsock Township 5th Precinct,Retention 2,,,No,1,249,210,39,0
Lycoming,Loyalsock Township 5th Precinct,Retention 3,,,Yes,1,234,167,65,2
Lycoming,Loyalsock Township 5th Precinct,Retention 3,,,No,1,247,211,36,0
Lycoming,Loyalsock Township 5th Precinct,Retention 4,,,Yes,1,217,150,65,2
Lycoming,Loyalsock Township 5th Precinct,Retention 4,,,No,1,252,216,36,0
Lycoming,Loyalsock Township 5th Precinct,Retention 5,,,Yes,1,216,152,62,2
Lycoming,Loyalsock Township 5th Precinct,Retention 5,,,No,1,248,209,39,0
Lycoming,Loyalsock Township 5th Precinct,Retention 6,,,Yes,1,182,127,54,1
Lycoming,Loyalsock Township 5th Precinct,Retention 6,,,No,1,306,261,44,1
Lycoming,Loyalsock Township 6th Precinct,,,,Registered Voters,,1446,,,
Lycoming,Loyalsock Township 6th Precinct,,,,Ballots Cast,,698,,,
Lycoming,Loyalsock Township 6th Precinct,Judge of the Superior Court,,,Brandon Neuman,1,252,164,88,0
Lycoming,Loyalsock Township 6th Precinct,Judge of the Superior Court,,,Maria Battista,1,430,372,57,1
