county,precinct,office,district,party,candidate,votes,election_day,mail,provisional,vote_for
Erie,ERIE WARD 01 DISTRICT 01,Registered Voters,,,,722,,,,
Erie,ERIE WARD 01 DISTRICT 01,Ballots Cast,,,,228,157,70,1,
Erie,ERIE WARD 01 DISTRICT 01,Judge of the Superior Court,,DEM,Brandon Neuman,164,108,55,1,1
Erie,ERIE WARD 01 DISTRICT 01,Judge of the Superior Court,,REP,Maria Battista,49,40,9,0,1
Erie,ERIE WARD 01 DISTRICT 01,Judge of the Superior Court,,LBR,Daniel Wassmer,6,3,3,0,1
Erie,ERIE WARD 01 DISTRICT 01,Judge of the Superior Court,,,Write-ins,1,1,0,0,1
Erie,ERIE WARD 01 DISTRICT 01,Judge of the Commonwealth Court,,DEM,Stella Tsai,168,108,59,1,1
Erie,ERIE WARD 01 DISTRICT 01,Judge of the Commonwealth Court,,REP,Matt Wolford,50,42,8,0,1
Erie,ERIE WARD 01 DISTRICT 01,Judge of the Commonwealth Court,,,Write-ins,0,0,0,0,1
Erie,ERIE WARD 01 DISTRICT 01,Judge of the Court of Common Pleas,,DEM,Emily Mosco Merski,163,104,58,1,1
Erie,ERIE WARD 01 DISTRICT 01,Judge of the Court of Common Pleas,,REP,Jeremy Lightner,55,45,10,0,1
Erie,ERIE WARD 01 DISTRICT 01,Judge of the Court of Common Pleas,,,Write-ins,0,0,0,0,1
Erie,ERIE WARD 01 DISTRICT 01,County Executive,,DEM,Christina Vogel,181,118,62,1,1
Erie,ERIE WARD 01 DISTRICT 01,County Executive,,REP,Brenton Davis,40,32,8,0,1
Erie,ERIE WARD 01 DISTRICT 01,County Executive,,,Write-ins,2,2,0,0,1
Erie,ERIE WARD 01 DISTRICT 01,Sheriff,,DEM,Chris Campanelli,177,117,59,1,1
Erie,ERIE WARD 01 DISTRICT 01,Sheriff,,REP,Jeremy Markham,42,34,8,0,1
Erie,ERIE WARD 01 DISTRICT 01,Sheriff,,,Write-ins,1,1,0,0,1
Erie,ERIE WARD 01 DISTRICT 01,Clerk of Records,,DEM,Aubrea Hagerty Haynes,177,118,58,1,1
Erie,ERIE WARD 01 DISTRICT 01,Clerk of Records,,REP,Nathan Rybner,42,34,8,0,1
Erie,ERIE WARD 01 DISTRICT 01,Clerk of Records,,,Write-ins,0,0,0,0,1
Erie,ERIE WARD 01 DISTRICT 01,County Council,2,DEM,Jim Wertz,166,109,56,1,1
Erie,ERIE WARD 01 DISTRICT 01,County Council,2,REP,Renee Vendetti,53,42,11,0,1
Erie,ERIE WARD 01 DISTRICT 01,County Council,2,,Write-ins,1,1,0,0,1
Erie,ERIE WARD 01 DISTRICT 01,Magisterial District Judge 06-1-01,,DEM,Christine S Rush,198,134,63,1,1
Erie,ERIE WARD 01 DISTRICT 01,Magisterial District Judge 06-1-01,,,Write-ins,2,1,1,0,1
Erie,ERIE WARD 01 DISTRICT 01,Erie City Mayor,,DEM,Daria Devlin,190,124,65,1,1
Erie,ERIE WARD 01 DISTRICT 01,Erie City Mayor,,REP,Matthew S Thomas,35,30,5,0,1
Erie,ERIE WARD 01 DISTRICT 01,Erie City Mayor,,,Write-ins,2,2,0,0,1
Erie,ERIE WARD 01 DISTRICT 01,Erie City Controller,,DEM,Brooke Sanfilippo,176,114,61,1,1
Erie,ERIE WARD 01 DISTRICT 01,Erie City Controller,,REP,Matt Strupczewski,43,37,6,0,1
Erie,ERIE WARD 01 DISTRICT 01,Erie City Controller,,,Write-ins,0,0,0,0,1
Erie,ERIE WARD 01 DISTRICT 01,Erie City Council,,DEM,Andre Horton,167,108,58,1,4
Erie,ERIE WARD 01 DISTRICT 01,Erie City Council,,DEM,Jasmine Flores,145,90,54,1,4
Erie,ERIE WARD 01 DISTRICT 01,Erie City Council,,DEM,Maurice MO Troop,146,92,53,1,4
Erie,ERIE WARD 01 DISTRICT 01,Erie City Council,,DEM,Marilyn Pol,140,85,54,1,4
Erie,ERIE WARD 01 DISTRICT 01,Erie City Council,,REP,Kimberly Hunter,46,36,10,0,4
Erie,ERIE WARD 01 DISTRICT 01,Erie City Council,,REP,Tina Hiotis,38,30,8,0,4
Erie,ERIE WARD 01 DISTRICT 01,Erie City Council,,REP,Anita Fay,40,32,8,0,4
Erie,ERIE WARD 01 DISTRICT 01,Erie City Council,,REP,Yevet Redd Anderson,34,26,8,0,4
Erie,ERIE WARD 01 DISTRICT 01,Erie City Council,,,Write-ins,1,0,1,0,4
Erie,ERIE WARD 01 DISTRICT 01,Erie School Director,,DEMREP,Leah Merski,137,92,44,1,4
Erie,ERIE WARD 01 DISTRICT 01,Erie School Director,,DEM,Jay Breneman,150,96,53,1,4
Erie,ERIE WARD 01 DISTRICT 01,Erie School Director,,DEMREP,Gary N Horton,148,99,48,1,4
Erie,ERIE WARD 01 DISTRICT 01,Erie School Director,,DEMREP,Zakaria Sharif,116,74,41,1,4
Erie,ERIE WARD 01 DISTRICT 01,Erie School Director,,REP,Hayan Aloush,44,36,8,0,4
Erie,ERIE WARD 01 DISTRICT 01,Erie School Director,,,Write-ins,6,6,0,0,4
Erie,ERIE WARD 01 DISTRICT 01,Erie Ward 01 District 01 Judge of Election,,,Write-ins,5,4,1,0,1
Erie,ERIE WARD 01 DISTRICT 01,Erie Ward 01 District 01 Inspector of Election,,DEM,Denise Mcconnell,162,107,54,1,1
Erie,ERIE WARD 01 DISTRICT 01,Erie Ward 01 District 01 Inspector of Election,,,Write-ins,1,1,0,0,1
Erie,ERIE WARD 01 DISTRICT 01,Judge of the Supreme Court - Christine Donohue,,,Yes,156,108,47,1,1
Erie,ERIE WARD 01 DISTRICT 01,Judge of the Supreme Court - Christine Donohue,,,No,45,34,11,0,1
Erie,ERIE WARD 01 DISTRICT 01,Judge of the Supreme Court - Christine Donohue,,,Write-ins,0,0,0,0,1
Erie,ERIE WARD 01 DISTRICT 01,Judge of the Supreme Court - Kevin M Dougherty,,,Yes,155,111,43,1,1
Erie,ERIE WARD 01 DISTRICT 01,Judge of the Supreme Court - Kevin M Dougherty,,,No,44,30,14,0,1
Erie,ERIE WARD 01 DISTRICT 01,Judge of the Supreme Court - Kevin M Dougherty,,,Write-ins,0,0,0,0,1
Erie,ERIE WARD 01 DISTRICT 01,Judge of the Supreme Court - David Wecht,,,Yes,153,109,43,1,1
Erie,ERIE WARD 01 DISTRICT 01,Judge of the Supreme Court - David Wecht,,,No,44,31,13,0,1
Erie,ERIE WARD 01 DISTRICT 01,Judge of the Supreme Court - David Wecht,,,Write-ins,0,0,0,0,1
Erie,ERIE WARD 01 DISTRICT 01,Judge of the Superior Court - Alice Beck Dubow,,,Yes,132,95,36,1,1
