county,precinct,office,district,party,candidate,votes,election_day,mail,provisional,vote_for
Northumberland,Coal Township 1,Registered Voters,,,,442,,,,
Northumberland,Coal Township 1,Ballots Cast,,,,161,128,33,0,
Northumberland,Coal Township 1,Ballots Cast Blank,,,,0,0,0,0,
Northumberland,Coal Township 1,Judge of the Superior Court,,DEM,BRANDON NEUMAN,63,43,20,0,1
Northumberland,Coal Township 1,Judge of the Superior Court,,REP,MARIA BATTISTA,80,72,8,0,1
Northumberland,Coal Township 1,Judge of the Superior Court,,LBR,DANIEL WASSMER,9,6,3,0,1
Northumberland,Coal Township 1,Judge of the Superior Court,,,Write-ins,0,0,0,0,1
Northumberland,Coal Township 1,Judge of the Commonwealth Court,,DEM,STELLA TSAI,63,45,18,0,1
Northumberland,Coal Township 1,Judge of the Commonwealth Court,,REP,MATT WOLFORD,87,75,12,0,1
Northumberland,Coal Township 1,Judge of the Commonwealth Court,,,Write-ins,0,0,0,0,1
Northumberland,Coal Township 1,Judge of the Court of Common Pleas,,DEM,EDWARD C. GRECO,96,70,26,0,2
Northumberland,Coal Township 1,Judge of the Court of Common Pleas,,DEM,FRANK W. GARRIGAN,105,86,19,0,2
Northumberland,Coal Township 1,Judge of the Court of Common Pleas,,,Write-ins,1,1,0,0,2
Northumberland,Coal Township 1,Controller,,REP,MICHAEL MICK BETTICK,120,99,21,0,1
Northumberland,Coal Township 1,Controller,,,Write-ins,2,2,0,0,1
Northumberland,Coal Township 1,Prothonotary and Clerk of Courts,,REP,JAMIE SALESKI,131,109,22,0,1
Northumberland,Coal Township 1,Prothonotary and Clerk of Courts,,,Write-ins,0,0,0,0,1
Northumberland,Coal Township 1,"Recorder of Deeds, Register of Wills, and Clerk of the Orphans' Court",,REP,CHRISTINA A. MERTZ,126,103,23,0,1
Northumberland,Coal Township 1,"Recorder of Deeds, Register of Wills, and Clerk of the Orphans' Court",,,Write-ins,0,0,0,0,1
Northumberland,Coal Township 1,Coroner,,DEM,JAMES F. KELLEY,117,91,26,0,1
Northumberland,Coal Township 1,Coroner,,REP,SCOTT E. LYNN II,44,37,7,0,1
Northumberland,Coal Township 1,Coroner,,,Write-ins,0,0,0,0,1
Northumberland,Coal Township 1,Township Commissioner,Coal Township,DEM,CRAIG FETTERMAN,103,81,22,0,2
Northumberland,Coal Township 1,Township Commissioner,Coal Township,DEM,BERNIE RUMBERGER,48,31,17,0,2
Northumberland,Coal Township 1,Township Commissioner,Coal Township,REP,VINNY CLAUSI,96,80,16,0,2
Northumberland,Coal Township 1,Township Commissioner,Coal Township,,Write-ins,2,2,0,0,2
Northumberland,Coal Township 1,Tax Collector,Coal Township,DEM,LAURA SCANDLE,152,120,32,0,1
Northumberland,Coal Township 1,Tax Collector,Coal Township,,Write-ins,1,1,0,0,1
Northumberland,Coal Township 1,School Director,Shamokin Area,DEM,EDWARD M. GRIFFITHS,115,86,29,0,4
Northumberland,Coal Township 1,School Director,Shamokin Area,DEM,BRIAN G. PERSING,105,84,21,0,4
Northumberland,Coal Township 1,School Director,Shamokin Area,DEM,BERNADETTE MILLER,91,70,21,0,4
Northumberland,Coal Township 1,School Director,Shamokin Area,DEM,ROSALIE M. SMOOGEN,75,51,24,0,4
Northumberland,Coal Township 1,School Director,Shamokin Area,REP,ERIK ANDERSON,91,78,13,0,4
Northumberland,Coal Township 1,School Director,Shamokin Area,,Write-ins,0,0,0,0,4
Northumberland,Coal Township 1,Judge of Elections,,,Write-ins,3,3,0,0,1
Northumberland,Coal Township 1,Inspector of Elections,,,Write-ins,3,3,0,0,1
Northumberland,Coal Township 1,Supreme Court Retention - Christine Donohue,,,Yes,90,66,24,0,1
Northumberland,Coal Township 1,Supreme Court Retention - Christine Donohue,,,No,63,55,8,0,1
Northumberland,Coal Township 1,Supreme Court Retention - Kevin M Dougherty,,,Yes,87,65,22,0,1
Northumberland,Coal Township 1,Supreme Court Retention - Kevin M Dougherty,,,No,64,54,10,0,1
Northumberland,Coal Township 1,Supreme Court Retention - David Wecht,,,Yes,90,67,23,0,1
Northumberland,Coal Township 1,Supreme Court Retention - David Wecht,,,No,59,50,9,0,1
Northumberland,Coal Township 1,Superior Court Retention - Alice Beck Dubow,,,Yes,80,58,22,0,1
Northumberland,Coal Township 1,Superior Court Retention - Alice Beck Dubow,,,No,64,56,8,0,1
Northumberland,Coal Township 1,Commonwealth Court Retention - Michael H Wojcik,,,Yes,88,65,23,0,1
Northumberland,Coal Township 1,Commonwealth Court Retention - Michael H Wojcik,,,No,60,52,8,0,1
Northumberland,Coal Township 1,Magisterial District Judge Retention - Paige Rosini,,,Yes,126,100,26,0,1
Northumberland,Coal Township 1,Magisterial District Judge Retention - Paige Rosini,,,No,31,24,7,0,1
Northumberland,Coal Township 2,Registered Voters,,,,683,,,,
Northumberland,Coal Township 2,Ballots Cast,,,,262,213,49,0,
Northumberland,Coal Township 2,Ballots Cast Blank,,,,0,0,0,0,
Northumberland,Coal Township 2,Judge of the Superior Court,,DEM,BRANDON NEUMAN,114,81,33,0,1
Northumberland,Coal Township 2,Judge of the Superior Court,,REP,MARIA BATTISTA,120,110,10,0,1
Northumberland,Coal Township 2,Judge of the Superior Court,,LBR,DANIEL WASSMER,3,3,0,0,1
Northumberland,Coal Township 2,Judge of the Superior Court,,,Write-ins,1,1,0,0,1
Northumberland,Coal Township 2,Judge of the Commonwealth Court,,DEM,STELLA TSAI,108,74,34,0,1
Northumberland,Coal Township 2,Judge of the Commonwealth Court,,REP,MATT WOLFORD,127,118,9,0,1
Northumberland,Coal Township 2,Judge of the Commonwealth Court,,,Write-ins,0,0,0,0,1
Northumberland,Coal Township 2,Judge of the Court of Common Pleas,,DEM,EDWARD C. GRECO,167,135,32,0,2
Northumberland,Coal Township 2,Judge of the Court of Common Pleas,,DEM,FRANK W. GARRIGAN,153,127,26,0,2
Northumberland,Coal Township 2,Judge of the Court of Common Pleas,,,Write-ins,1,1,0,0,2
Northumberland,Coal Township 2,Controller,,REP,MICHAEL MICK BETTICK,173,146,27,0,1
Northumberland,Coal Township 2,Controller,,,Write-ins,2,2,0,0,1
Northumberland,Coal Township 2,Prothonotary and Clerk of Courts,,REP,JAMIE SALESKI,183,156,27,0,1
Northumberland,Coal Township 2,Prothonotary and Clerk of Courts,,,Write-ins,3,3,0,0,1
Northumberland,Coal Township 2,"Recorder of Deeds, Register of Wills, and Clerk of the Orphans' Court",,REP,CHRISTINA A. MERTZ,188,158,30,0,1
Northumberland,Coal Township 2,"Recorder of Deeds, Register of Wills, and Clerk of the Orphans' Court",,,Write-ins,3,3,0,0,1
Northumberland,Coal Township 2,Coroner,,DEM,JAMES F. KELLEY,217,171,46,0,1
Northumberland,Coal Township 2,Coroner,,REP,SCOTT E. LYNN II,40,38,2,0,1
Northumberland,Coal Township 2,Coroner,,,Write-ins,0,0,0,0,1
Northumberland,Coal Township 2,Township Commissioner,Coal Township,DEM,CRAIG FETTERMAN,172,135,37,0,2
Northumberland,Coal Township 2,Township Commissioner,Coal Township,DEM,BERNIE RUMBERGER,111,88,23,0,2
Northumberland,Coal Township 2,Township Commissioner,Coal Township,REP,VINNY CLAUSI,125,108,17,0,2
Northumberland,Coal Township 2,Township Commissioner,Coal Township,,Write-ins,5,4,1,0,2
Northumberland,Coal Township 2,Tax Collector,Coal Township,DEM,LAURA SCANDLE,228,185,43,0,1
Northumberland,Coal Township 2,Tax Collector,Coal Township,,Write-ins,3,2,1,0,1
Northumberland,Coal Township 2,School Director,Shamokin Area,DEM,EDWARD M. GRIFFITHS,184,154,30,0,4
Northumberland,Coal Township 2,School Director,Shamokin Area,DEM,BRIAN G. PERSING,158,129,29,0,4
Northumberland,Coal Township 2,School Director,Shamokin Area,DEM,BERNADETTE MILLER,186,156,30,0,4
Northumberland,Coal Township 2,School Director,Shamokin Area,DEM,ROSALIE M. SMOOGEN,112,82,30,0,4
Northumberland,Coal Township 2,School Director,Shamokin Area,REP,ERIK ANDERSON,124,105,19,0,4
Northumberland,Coal Township 2,School Director,Shamokin Area,,Write-ins,3,2,1,0,4
Northumberland,Coal Township 2,Judge of Elections,,,Write-ins,14,14,0,0,1
Northumberland,Coal Township 2,Inspector of Elections,,,Write-ins,4,4,0,0,1
Northumberland,Coal Township 2,Supreme Court Retention - Christine Donohue,,,Yes,127,96,31,0,1
Northumberland,Coal Township 2,Supreme Court Retention - Christine Donohue,,,No,101,90,11,0,1
Northumberland,Coal Township 2,Supreme Court Retention - Kevin M Dougherty,,,Yes,133,105,28,0,1
Northumberland,Coal Township 2,Supreme Court Retention - Kevin M Dougherty,,,No,95,82,13,0,1
Northumberland,Coal Township 2,Supreme Court Retention - David Wecht,,,Yes,127,98,29,0,1
Northumberland,Coal Township 2,Supreme Court Retention - David Wecht,,,No,96,85,11,0,1
Northumberland,Coal Township 2,Superior Court Retention - Alice Beck Dubow,,,Yes,126,96,30,0,1
Northumberland,Coal Township 2,Superior Court Retention - Alice Beck Dubow,,,No,93,83,10,0,1
Northumberland,Coal Township 2,Commonwealth Court Retention - Michael H Wojcik,,,Yes,126,96,30,0,1
Northumberland,Coal Township 2,Commonwealth Court Retention - Michael H Wojcik,,,No,90,80,10,0,1
Northumberland,Coal Township 2,Magisterial District Judge Retention - Paige Rosini,,,Yes,187,148,39,0,1
Northumberland,Coal Township 2,Magisterial District Judge Retention - Paige Rosini,,,No,56,48,8,0,1
Northumberland,Coal Township 3,Registered Voters,,,,730,,,,
Northumberland,Coal Township 3,Ballots Cast,,,,246,199,47,0,
Northumberland,Coal Township 3,Ballots Cast Blank,,,,0,0,0,0,
