county,office,district,party,candidate,votes,election_day,mail,provisional
Franklin,Registered Voters,,,,103792,,,
Franklin,Ballots Cast,,,,36984,29201,7729,54
Franklin,Ballots Cast Blank,,,,4,3,1,0
Franklin,Judge of the Superior Court,,DEM,Brandon Neuman,12764,7951,4783,30
Franklin,Judge of the Superior Court,,REP,Maria Battista,23045,20376,2649,20
Franklin,Judge of the Superior Court,,LBR,Daniel Wassmer,621,435,185,1
Franklin,Judge of the Superior Court,,,Write-ins,30,27,3,0
Franklin,Judge of the Superior Court,,,Overvotes,43,26,16,1
Franklin,Judge of the Superior Court,,,Undervotes,481,386,93,2
Franklin,Judge of the Commonwealth Court,,DEM,Stella Tsai,12952,8046,4874,32
Franklin,Judge of the Commonwealth Court,,REP,Matt Wolford,23554,20763,2771,20
Franklin,Judge of the Commonwealth Court,,,Write-ins,23,19,4,0
Franklin,Judge of the Commonwealth Court,,,Overvotes,7,4,3,0
Franklin,Judge of the Commonwealth Court,,,Undervotes,448,369,77,2
Franklin,County Treasurer,,REP,Lisa Kauffman Helm,29137,24352,4751,34
Franklin,County Treasurer,,,Write-ins,965,693,270,2
Franklin,County Treasurer,,,Overvotes,6,6,0,0
Franklin,County Treasurer,,,Undervotes,6876,4150,2708,18
Franklin,Magisterial District Judge,#39-3-04,DAR,Kristin Diller Nicklas,6109,4689,1414,6
Franklin,Magisterial District Judge,#39-3-04,,Write-ins,65,54,11,0
Franklin,Magisterial District Judge,#39-3-04,,Overvotes,2,1,1,0
Franklin,Magisterial District Judge,#39-3-04,,Undervotes,935,682,253,0
Franklin,School Director 4YR Greencastle-Antrim School District,,REP,Doug Shatzer,3421,2955,464,2
Franklin,School Director 4YR Greencastle-Antrim School District,,REP,Janon R. Gray,3008,2584,422,2
Franklin,School Director 4YR Greencastle-Antrim School District,,REP,Eileen Dickinson,3087,2652,433,2
Franklin,School Director 4YR Greencastle-Antrim School District,,REP,Rich Davis,2960,2551,406,3
Franklin,School Director 4YR Greencastle-Antrim School District,,,Write-ins,234,180,54,0
Franklin,School Director 4YR Greencastle-Antrim School District,,,Overvotes,20,20,0,0
Franklin,School Director 4YR Greencastle-Antrim School District,,,Undervotes,6074,4526,1529,19
Franklin,School Director 2YR Greencastle-Antrim School District,,REP,Shannon S. Dunkle,3291,2850,439,2
Franklin,School Director 2YR Greencastle-Antrim School District,,REP,Amber L. Rephann,3041,2599,439,3
Franklin,School Director 2YR Greencastle-Antrim School District,,,Write-ins,109,77,32,0
Franklin,School Director 2YR Greencastle-Antrim School District,,,Overvotes,0,0,0,0
Franklin,School Director 2YR Greencastle-Antrim School District,,,Undervotes,2961,2208,744,9
Franklin,School Director Chambersburg Area School District Region 1,,DAR,Faye H. Gaugler,1934,1593,340,1
Franklin,School Director Chambersburg Area School District Region 1,,,Write-ins,51,47,4,0
Franklin,School Director Chambersburg Area School District Region 1,,,Overvotes,0,0,0,0
Franklin,School Director Chambersburg Area School District Region 1,,,Undervotes,359,290,69,0
Franklin,School Director Chambersburg Area School District Region 3,,DAR,Sherian M. Diller,2126,1608,515,3
Franklin,School Director Chambersburg Area School District Region 3,,,Write-ins,60,44,16,0
Franklin,School Director Chambersburg Area School District Region 3,,,Overvotes,1,1,0,0
Franklin,School Director Chambersburg Area School District Region 3,,,Undervotes,435,315,120,0
Franklin,School Director Chambersburg Area School District Region 4,,DEM,Amy Weibley,835,480,354,1
Franklin,School Director Chambersburg Area School District Region 4,,REP,Gary Piper,1048,899,149,0
Franklin,School Director Chambersburg Area School District Region 4,,,Write-ins,2,2,0,0
Franklin,School Director Chambersburg Area School District Region 4,,,Overvotes,0,0,0,0
Franklin,School Director Chambersburg Area School District Region 4,,,Undervotes,15,12,3,0
Franklin,School Director Chambersburg Area School District Region 6,,DAR,Edward S. Norcross,2169,1700,468,1
Franklin,School Director Chambersburg Area School District Region 6,,,Write-ins,66,53,12,1
Franklin,School Director Chambersburg Area School District Region 6,,,Overvotes,2,1,1,0
Franklin,School Director Chambersburg Area School District Region 6,,,Undervotes,404,299,104,1
Franklin,School Director 4YR Fannett-Metal School District,,DAR,Jordan P. Hurrell,504,458,45,1
Franklin,School Director 4YR Fannett-Metal School District,,DAR,Lauren McCartney,374,329,44,1
Franklin,School Director 4YR Fannett-Metal School District,,DAR,Sue Rosenberry,515,461,53,1
Franklin,School Director 4YR Fannett-Metal School District,,REP,Chad McClure,738,692,44,2
Franklin,School Director 4YR Fannett-Metal School District,,,Write-ins,51,45,6,0
Franklin,School Director 4YR Fannett-Metal School District,,,Overvotes,4,4,0,0
Franklin,School Director 4YR Fannett-Metal School District,,,Undervotes,1542,1439,100,3
Franklin,School Director 2YR Fannett-Metal School District,,REP,Tanya Parson,819,762,55,2
Franklin,School Director 2YR Fannett-Metal School District,,,Write-ins,13,11,2,0
Franklin,School Director 2YR Fannett-Metal School District,,,Overvotes,0,0,0,0
Franklin,School Director 2YR Fannett-Metal School District,,,Undervotes,100,84,16,0
Franklin,School Director Waynesboro Area School District North End,,DEM,Kimberly Miles,875,622,253,0
Franklin,School Director Waynesboro Area School District North End,,,Write-ins,124,111,13,0
Franklin,School Director Waynesboro Area School District North End,,,Overvotes,2,2,0,0
Franklin,School Director Waynesboro Area School District North End,,,Undervotes,675,588,87,0
Franklin,School Director Waynesboro Area School District Washington Township,,REP,Lindsay Weaver,2691,2263,424,4
Franklin,School Director Waynesboro Area School District Washington Township,,,Write-ins,123,85,38,0
Franklin,School Director Waynesboro Area School District Washington Township,,,Overvotes,2,2,0,0
Franklin,School Director Waynesboro Area School District Washington Township,,,Undervotes,765,454,310,1
Franklin,School Director Waynesboro Area School District Waynesboro Borough,,REP,Shane Harkins,1264,1079,183,2
Franklin,School Director Waynesboro Area School District Waynesboro Borough,,REP,Bradley Kiracofe,1066,908,156,2
Franklin,School Director Waynesboro Area School District Waynesboro Borough,,,Write-ins,128,94,34,0
Franklin,School Director Waynesboro Area School District Waynesboro Borough,,,Overvotes,0,0,0,0
Franklin,School Director Waynesboro Area School District Waynesboro Borough,,,Undervotes,1802,1387,409,6
Franklin,School Director Tuscarora School District,,DAR,Jack Hawbaker,1551,1167,377,7
Franklin,School Director Tuscarora School District,,DEM,Devin Rotz,1940,1566,368,6
Franklin,School Director Tuscarora School District,,REP,Erich E. Hawbaker,2842,2584,255,3
Franklin,School Director Tuscarora School District,,REP,Mary Sue Hartman,2736,2479,253,4
Franklin,School Director Tuscarora School District,,REP,Kevin R. Hoffman,2804,2546,254,4
Franklin,School Director Tuscarora School District,,,Write-ins,78,51,27,0
Franklin,School Director Tuscarora School District,,,Overvotes,20,20,0,0
Franklin,School Director Tuscarora School District,,,Undervotes,4873,3979,878,16
Franklin,School Director Shippensburg Area School District,,DAR,Becky Wolfinger,1984,1645,338,1
