county,office,district,party,candidate,votes,election_day,mail,provisional
Lehigh,Judge of the Superior Court,,DEM,Brandon Neuman,55812,34138,21315,359
Lehigh,Judge of the Superior Court,,REP,Maria Battista,36640,29822,6681,137
Lehigh,Judge of the Superior Court,,LBR,Daniel Wassmer,1747,1201,536,10
Lehigh,Judge of the Commonwealth Court,,DEM,Stella Tsai,56792,34844,21577,371
Lehigh,Judge of the Commonwealth Court,,REP,Matt Wolford,37262,30177,6951,134
Lehigh,Judge of the Court of Common Pleas,,DEM,Mark B Stanziola,55521,34082,21075,364
Lehigh,Judge of the Court of Common Pleas,,REP,Patricia Fuentes Mulqueen,38365,30845,7376,144
Lehigh,County Executive,,DEM,Joshua Siegel,57008,34976,21651,381
Lehigh,County Executive,,REP,Roger MacLean,36932,30016,6786,130
Lehigh,County Commissioner,1,DAR,Antonio Pineda,16412,11734,4628,50
Lehigh,County Commissioner,2,DAR,Ron W Beitler,21519,14113,7303,103
Lehigh,County Commissioner,3,DEM,Zachary Cole Borghi,9103,6177,2869,57
Lehigh,County Commissioner,3,REP,Jacqueline Rivera,4021,3250,752,19
Lehigh,County Commissioner,4,DEM,Geoffrey Brace,11219,7097,4048,74
Lehigh,County Commissioner,5,DEM,Sarah Fevig,12141,7480,4582,79
Lehigh,County Commissioner,5,REP,Patrick M Leonard,7862,6384,1454,24
Lehigh,Magisterial District Judge,31-1-02,DAR,Rashid Santiago,2106,1526,566,14
Lehigh,Magisterial District Judge,31-1-07,DAR,Todd P Heffelfinger,6369,4349,2002,18
Lehigh,Magisterial District Judge,31-2-02,DEM,Derek A Kirsopp,6383,3609,2741,33
Lehigh,Magisterial District Judge,31-2-02,REP,Jake Hammond,6057,4752,1288,17
Lehigh,Magisterial District Judge,31-3-03,DAR,Daniel Trexler,14209,9635,4517,57
Lehigh,ALLENTOWN MAYOR,,DEM,Matt Tuerk,12118,8168,3834,116
Lehigh,ALLENTOWN MAYOR,,REP,Ed Zucal,4672,3658,986,28
Lehigh,ALLENTOWN CITY COUNCIL,,DEM,Cynthia Y Mota,11189,7471,3622,96
Lehigh,ALLENTOWN CITY COUNCIL,,DEM,Jeremy Binder,10116,6522,3505,89
Lehigh,ALLENTOWN CITY COUNCIL,,DEM,Natalie Santos,9822,6413,3313,96
Lehigh,ALLENTOWN CITY COUNCIL,,DEM,Cristian Pungo,9075,5763,3236,76
Lehigh,BETHLEHEM MAYOR,,DEM,J William Reynolds,4365,2945,1396,24
Lehigh,BETHLEHEM CITY COUNCIL,,DEM,Rachel Leon,3816,2526,1268,22
Lehigh,BETHLEHEM CITY COUNCIL,,DEM,Hillary G Kwiatek,3497,2263,1216,18
Lehigh,BETHLEHEM CITY COUNCIL,,DEM,Justin Amann,3411,2224,1169,18
Lehigh,BETHLEHEM CITY COUNCIL,,DEM,Jo Daniels,3329,2151,1161,17
Lehigh,BETHLEHEM CITY COUNCIL,,REP,Joseph F Poplawski,1605,1249,354,2
Lehigh,BETHLEHEM CITY CONTROLLER,,DEM,George Yasso,4479,3018,1437,24
Lehigh,ALBURTIS MAYOR,,DEM,Hector Moss,459,355,102,2
Lehigh,ALBURTIS MAYOR,,REP,David Kutzor,183,166,16,1
Lehigh,CATASAUQUA MAYOR,,DEM,Anthony Alcalde,795,518,276,1
Lehigh,CATASAUQUA MAYOR,,REP,Samuel Safadi,718,613,103,2
Lehigh,COOPERSBURG MAYOR,,REP,Gary Hovis,672,534,138,0
Lehigh,COPLAY MAYOR,,REP,Joseph J Bundra,699,567,132,0
Lehigh,EMMAUS MAYOR,,DAR,Lee Ann Gilbert,3227,2329,878,20
Lehigh,FOUNTAIN HILL MAYOR,,DEM,Michael Johnson,895,620,269,6
Lehigh,MACUNGIE MAYOR,,REP,Bob Sell Jr,656,518,137,1
Lehigh,SLATINGTON MAYOR,,REP,Jeralyn Walters Schoch,625,514,111,0
Lehigh,ALBURTIS BOROUGH COUNCIL,,DEM,Michael Gerhart,532,394,136,2
Lehigh,ALBURTIS BOROUGH COUNCIL,,REP,Steven R Hill,461,385,75,1
Lehigh,ALBURTIS BOROUGH COUNCIL,,REP,John J Aleszczyk Jr,361,299,61,1
Lehigh,CATASAUQUA BOROUGH COUNCIL,,DAR,Tara Nicholas,975,690,282,3
Lehigh,CATASAUQUA BOROUGH COUNCIL,,DAR,Howard Cunningham,742,529,211,2
Lehigh,CATASAUQUA BOROUGH COUNCIL,,REP,Robert Zakos,677,549,127,1
Lehigh,CATASAUQUA BOROUGH COUNCIL,,,David Bernini,641,461,180,0
Lehigh,COOPERSBURG BOROUGH COUNCIL,,DEM,Paul A McAndrew,570,408,158,4
Lehigh,COOPERSBURG BOROUGH COUNCIL,,DEM,Glenn S Laverty IV,518,363,152,3
Lehigh,COOPERSBURG BOROUGH COUNCIL,,REP,Eric K Dowdle,461,384,77,0
Lehigh,COOPERSBURG BOROUGH COUNCIL,,REP,Christine Norman,452,374,78,0
Lehigh,COPLAY BOROUGH COUNCIL,,DEM,Timothy Grohotolsky,589,444,144,1
Lehigh,COPLAY BOROUGH COUNCIL,,DEM,Louis L Bodish,560,421,138,1
