county,office,district,party,candidate,votes,election_day,mail,provisional
Washington,Registered Voters,,,,145123,,,
Washington,Ballots Cast,,,,62259,47960,14186,113
Washington,Ballots Cast Blank,,,,4,0,3,1
Washington,Judge of the Superior Court,,DEM,BRANDON NEUMAN,31952,21239,10648,65
Washington,Judge of the Superior Court,,REP,MARIA BATTISTA,28256,25130,3084,42
Washington,Judge of the Superior Court,,LBR,DANIEL WASSMER,838,620,214,4
Washington,Judge of the Superior Court,,,Write-ins,30,25,5,0
Washington,Judge of the Superior Court,,,Overvotes,29,0,29,0
Washington,Judge of the Superior Court,,,Undervotes,1154,946,206,2
Washington,Judge of the Commonwealth Court,,DEM,STELLA TSAI,28518,18254,10195,69
Washington,Judge of the Commonwealth Court,,REP,MATT WOLFORD,31583,27887,3655,41
Washington,Judge of the Commonwealth Court,,,Write-ins,35,31,4,0
Washington,Judge of the Commonwealth Court,,,Overvotes,2,0,2,0
Washington,Judge of the Commonwealth Court,,,Undervotes,2121,1788,330,3
Washington,County Controller,,DEM,HEATHER SHEATLER,32062,21549,10447,66
Washington,County Controller,,REP,PAT PHILLIPS,28338,24863,3433,42
Washington,County Controller,,,Write-ins,42,29,13,0
Washington,County Controller,,,Overvotes,9,0,8,1
Washington,County Controller,,,Undervotes,1808,1519,285,4
Washington,"Recorder of Deeds, Register of Wills, and Clerk of the Orphans' Court",,REP,CARRIE PERRELL,42312,34996,7248,68
Washington,"Recorder of Deeds, Register of Wills, and Clerk of the Orphans' Court",,,Write-ins,1029,698,328,3
Washington,"Recorder of Deeds, Register of Wills, and Clerk of the Orphans' Court",,,Overvotes,1,0,1,0
Washington,"Recorder of Deeds, Register of Wills, and Clerk of the Orphans' Court",,,Undervotes,18917,12266,6609,42
Washington,Sheriff,,DEM/REP,TONY ANDRONAS,51364,40070,11210,84
Washington,Sheriff,,,Write-ins,527,377,147,3
Washington,Sheriff,,,Overvotes,6,0,6,0
Washington,Sheriff,,,Undervotes,10362,7513,2823,26
Washington,Magisterial District Judge,MAGISTERIAL DISTRICT 27-1-03,DEM/REP,ERIC G PORTER,3610,2861,741,8
Washington,Magisterial District Judge,MAGISTERIAL DISTRICT 27-1-03,,Write-ins,18,17,1,0
Washington,Magisterial District Judge,MAGISTERIAL DISTRICT 27-1-03,,Overvotes,0,0,0,0
Washington,Magisterial District Judge,MAGISTERIAL DISTRICT 27-1-03,,Undervotes,598,501,95,2
Washington,Magisterial District Judge,MAGISTERIAL DISTRICT 27-3-03,DEM/REP,JOSHUA P KANALIS,4791,3980,805,6
Washington,Magisterial District Judge,MAGISTERIAL DISTRICT 27-3-03,,Write-ins,45,39,6,0
Washington,Magisterial District Judge,MAGISTERIAL DISTRICT 27-3-03,,Overvotes,0,0,0,0
Washington,Magisterial District Judge,MAGISTERIAL DISTRICT 27-3-03,,Undervotes,1003,856,146,1
Washington,Magisterial District Judge,MAGISTERIAL DISTRICT 27-2-01,DEM/REP,CHARLES CHUCKIE TENNY,6748,4819,1913,16
Washington,Magisterial District Judge,MAGISTERIAL DISTRICT 27-2-01,,Write-ins,154,109,45,0
Washington,Magisterial District Judge,MAGISTERIAL DISTRICT 27-2-01,,Overvotes,1,0,1,0
Washington,Magisterial District Judge,MAGISTERIAL DISTRICT 27-2-01,,Undervotes,1514,1040,467,7
Washington,Magisterial District Judge,MAGISTERIAL DISTRICT 27-3-05,DEM/REP,MICHAEL MANFREDI,6331,4612,1711,8
Washington,Magisterial District Judge,MAGISTERIAL DISTRICT 27-3-05,,Write-ins,48,27,20,1
Washington,Magisterial District Judge,MAGISTERIAL DISTRICT 27-3-05,,Overvotes,0,0,0,0
Washington,Magisterial District Judge,MAGISTERIAL DISTRICT 27-3-05,,Undervotes,1280,946,332,2
Washington,Magisterial District Judge,MAGISTERIAL DISTRICT 27-3-05,,Write-ins,172,152,19,1
Washington,Magisterial District Judge,MAGISTERIAL DISTRICT 27-3-05,,Overvotes,0,0,0,0
Washington,Magisterial District Judge,MAGISTERIAL DISTRICT 27-3-05,,Undervotes,878,671,207,0
Washington,CITY COUNCIL MONONGAHELA,,DEM,MARK W GADD,698,509,188,1
Washington,CITY COUNCIL MONONGAHELA,,REP,SARAH J O'BRIEN,487,415,72,0
Washington,CITY COUNCIL MONONGAHELA,,,Write-ins,32,30,2,0
Washington,CITY COUNCIL MONONGAHELA,,,Overvotes,0,0,0,0
Washington,CITY COUNCIL MONONGAHELA,,,Undervotes,883,692,190,1
Washington,CITY COUNCIL WASHINGTON,,DEM,ANDREW CALLAN,1433,1039,391,3
Washington,CITY COUNCIL WASHINGTON,,DEM,JOSEPH J DETHOMAS,1428,1037,389,2
Washington,CITY COUNCIL WASHINGTON,,,Write-ins,44,41,3,0
Washington,CITY COUNCIL WASHINGTON,,,Overvotes,0,0,0,0
Washington,CITY COUNCIL WASHINGTON,,,Undervotes,1411,1155,253,3
Washington,SUPERVISOR AMWELL,,DEM/REP,ERIC CHARLES MCCLELLAN,826,648,178,0
Washington,SUPERVISOR AMWELL,,,Write-ins,29,20,9,0
Washington,SUPERVISOR AMWELL,,,Overvotes,0,0,0,0
Washington,SUPERVISOR AMWELL,,,Undervotes,153,116,37,0
Washington,SUPERVISOR BLAINE,,DEM/REP,FRANK NEMETH,127,115,12,0
Washington,SUPERVISOR BLAINE,,,Write-ins,36,35,1,0
Washington,SUPERVISOR BLAINE,,,Overvotes,0,0,0,0
Washington,SUPERVISOR BLAINE,,,Undervotes,29,23,6,0
Washington,SUPERVISOR BUFFALO,,,Write-ins,31,25,6,0
Washington,SUPERVISOR BUFFALO,,,Overvotes,0,0,0,0
Washington,SUPERVISOR BUFFALO,,,Undervotes,491,390,100,1
Washington,SUPERVISOR CANTON,,DEM,HOWARD BUTCH MAIN,1050,642,408,0
Washington,SUPERVISOR CANTON,,REP,TAMMY THOMPSON,811,717,93,1
Washington,SUPERVISOR CANTON,,,Write-ins,49,42,6,1
Washington,SUPERVISOR CANTON,,,Overvotes,0,0,0,0
Washington,SUPERVISOR CANTON,,,Undervotes,33,20,13,0
Washington,SUPERVISOR CARROLL,,REP,JOHN MCKEEVER,1141,972,169,0
Washington,SUPERVISOR CARROLL,,,Write-ins,30,24,6,0
Washington,SUPERVISOR CARROLL,,,Overvotes,0,0,0,0
Washington,SUPERVISOR CARROLL,,,Undervotes,536,322,213,1
Washington,SUPERVISOR CECIL,,DEM,CINDY FISHER,3093,2052,1033,8
Washington,SUPERVISOR CECIL,,REP,JOHN C JORDAN,2197,1832,360,5
Washington,SUPERVISOR CECIL,,,Write-ins,20,16,4,0
Washington,SUPERVISOR CECIL,,,Overvotes,0,0,0,0
Washington,SUPERVISOR CECIL,,,Undervotes,78,59,19,0
Washington,SUPERVISOR CHARTIERS,,DEM,BRONWYN MAGGI-KOLOVICH,1618,1041,574,3
Washington,SUPERVISOR CHARTIERS,,REP,JC CIAFFONI,1269,1079,187,3
Washington,SUPERVISOR CHARTIERS,,,Write-ins,4,3,1,0
Washington,SUPERVISOR CHARTIERS,,,Overvotes,0,0,0,0
Washington,SUPERVISOR CHARTIERS,,,Undervotes,53,41,12,0
Washington,SUPERVISOR CROSS CREEK,,REP,HARRY J FISCHER JR,311,280,30,1
Washington,SUPERVISOR CROSS CREEK,,,Write-ins,8,7,1,0
Washington,SUPERVISOR CROSS CREEK,,,Overvotes,0,0,0,0
Washington,SUPERVISOR CROSS CREEK,,,Undervotes,78,54,24,0
