county,precinct,office,district,party,candidate,vote_for,votes,election_day,mail,provisional
Wayne,BERLIN TOWNSHIP #1,,,,Registered Voters,,932,,,
Wayne,BERLIN TOWNSHIP #1,,,,Ballots Cast,,383,,,
Wayne,BERLIN TOWNSHIP #1,JUDGE OF THE SUPERIOR COURT,,,BRANDON NEUMAN,1,102,66,36,0
Wayne,BERLIN TOWNSHIP #1,JUDGE OF THE SUPERIOR COURT,,,MARIA BATTISTA,1,263,234,28,1
Wayne,BERLIN TOWNSHIP #1,JUDGE OF THE SUPERIOR COURT,,,DANIEL WASSMER,1,5,4,1,0
Wayne,BERLIN TOWNSHIP #1,JUDGE OF THE SUPERIOR COURT,,,Write-in,1,0,0,0,0
Wayne,BERLIN TOWNSHIP #1,JUDGE OF THE COMMONWEALTH COURT,,,STELLA TSAI,1,111,70,41,0
Wayne,BERLIN TOWNSHIP #1,JUDGE OF THE COMMONWEALTH COURT,,,MATT WOLFORD,1,263,232,30,1
Wayne,BERLIN TOWNSHIP #1,JUDGE OF THE COMMONWEALTH COURT,,,Write-in,1,0,0,0,0
Wayne,BERLIN TOWNSHIP #1,WAYNE HIGHLANDS SCHOOL DIRECTOR REGION #3,,,BRENDAN MURRAY,2,277,216,60,1
Wayne,BERLIN TOWNSHIP #1,WAYNE HIGHLANDS SCHOOL DIRECTOR REGION #3,,,JAMES A MCHUGH,2,194,153,41,0
Wayne,BERLIN TOWNSHIP #1,WAYNE HIGHLANDS SCHOOL DIRECTOR REGION #3,,,Write-in,2,7,3,4,0
Wayne,BERLIN TOWNSHIP #1,TOWNSHIP AUDITOR - BERLIN TOWNSHIP,,,COURTNEY MACKERLEY,1,311,260,50,1
Wayne,BERLIN TOWNSHIP #1,TOWNSHIP AUDITOR - BERLIN TOWNSHIP,,,Write-in,1,3,2,1,0
Wayne,BERLIN TOWNSHIP #1,SUPERVISOR - BERLIN TOWNSHIP,,,CHARLIE GRIES JR,1,327,263,63,1
Wayne,BERLIN TOWNSHIP #1,SUPERVISOR - BERLIN TOWNSHIP,,,Write-in,1,7,7,0,0
Wayne,BERLIN TOWNSHIP #1,TAX COLLECTOR - BERLIN TOWNSHIP,,,MARY ANN BLASKIEWICZ,1,325,271,53,1
Wayne,BERLIN TOWNSHIP #1,TAX COLLECTOR - BERLIN TOWNSHIP,,,Write-in,1,7,4,3,0
Wayne,BERLIN TOWNSHIP #1,JUDGE OF ELECTIONS - BERLIN TOWNSHIP #1,,,Write-in,1,17,12,5,0
Wayne,BERLIN TOWNSHIP #1,INSPECTOR OF ELECTIONS - BERLIN TOWNSHIP #1,,,Write-in,1,14,11,3,0
Wayne,BERLIN TOWNSHIP #1,JUSTICE OF THE SUPREME COURT - DONOHUE RETENTION,,,Yes,1,127,85,42,0
Wayne,BERLIN TOWNSHIP #1,JUSTICE OF THE SUPREME COURT - DONOHUE RETENTION,,,No,1,238,211,26,1
Wayne,BERLIN TOWNSHIP #1,JUSTICE OF THE SUPREME COURT - DOUGHERTY RETENTION,,,Yes,1,129,87,42,0
Wayne,BERLIN TOWNSHIP #1,JUSTICE OF THE SUPREME COURT - DOUGHERTY RETENTION,,,No,1,237,210,26,1
Wayne,BERLIN TOWNSHIP #1,JUSTICE OF THE SUPREME COURT - WECHT RETENTION,,,Yes,1,126,84,42,0
Wayne,BERLIN TOWNSHIP #1,JUSTICE OF THE SUPREME COURT - WECHT RETENTION,,,No,1,240,213,26,1
Wayne,BERLIN TOWNSHIP #1,JUDGE OF THE SUPERIOR COURT - DUBOW RETENTION,,,Yes,1,135,94,41,0
Wayne,BERLIN TOWNSHIP #1,JUDGE OF THE SUPERIOR COURT - DUBOW RETENTION,,,No,1,222,194,27,1
Wayne,BERLIN TOWNSHIP #1,JUDGE OF THE COMMONWEALTH COURT - WOJCIK RETENTION,,,Yes,1,139,99,40,0
Wayne,BERLIN TOWNSHIP #1,JUDGE OF THE COMMONWEALTH COURT - WOJCIK RETENTION,,,No,1,219,190,28,1
Wayne,BERLIN TOWNSHIP #2,,,,Registered Voters,,912,,,
Wayne,BERLIN TOWNSHIP #2,,,,Ballots Cast,,376,,,
Wayne,BERLIN TOWNSHIP #2,JUDGE OF THE SUPERIOR COURT,,,BRANDON NEUMAN,1,105,56,49,0
Wayne,BERLIN TOWNSHIP #2,JUDGE OF THE SUPERIOR COURT,,,MARIA BATTISTA,1,252,208,44,0
Wayne,BERLIN TOWNSHIP #2,JUDGE OF THE SUPERIOR COURT,,,DANIEL WASSMER,1,6,2,4,0
Wayne,BERLIN TOWNSHIP #2,JUDGE OF THE SUPERIOR COURT,,,Write-in,1,0,0,0,0
Wayne,BERLIN TOWNSHIP #2,JUDGE OF THE COMMONWEALTH COURT,,,STELLA TSAI,1,104,56,48,0
Wayne,BERLIN TOWNSHIP #2,JUDGE OF THE COMMONWEALTH COURT,,,MATT WOLFORD,1,258,211,47,0
Wayne,BERLIN TOWNSHIP #2,JUDGE OF THE COMMONWEALTH COURT,,,Write-in,1,0,0,0,0
Wayne,BERLIN TOWNSHIP #2,WAYNE HIGHLANDS SCHOOL DIRECTOR REGION #3,,,BRENDAN MURRAY,2,280,195,85,0
Wayne,BERLIN TOWNSHIP #2,WAYNE HIGHLANDS SCHOOL DIRECTOR REGION #3,,,JAMES A MCHUGH,2,194,142,52,0
Wayne,BERLIN TOWNSHIP #2,WAYNE HIGHLANDS SCHOOL DIRECTOR REGION #3,,,Write-in,2,5,5,0,0
Wayne,BERLIN TOWNSHIP #2,TOWNSHIP AUDITOR - BERLIN TOWNSHIP,,,COURTNEY MACKERLEY,1,302,225,77,0
Wayne,BERLIN TOWNSHIP #2,TOWNSHIP AUDITOR - BERLIN TOWNSHIP,,,Write-in,1,3,3,0,0
Wayne,BERLIN TOWNSHIP #2,SUPERVISOR - BERLIN TOWNSHIP,,,CHARLIE GRIES JR,1,308,227,81,0
Wayne,BERLIN TOWNSHIP #2,SUPERVISOR - BERLIN TOWNSHIP,,,Write-in,1,9,9,0,0
Wayne,BERLIN TOWNSHIP #2,TAX COLLECTOR - BERLIN TOWNSHIP,,,MARY ANN BLASKIEWICZ,1,326,244,82,0
Wayne,BERLIN TOWNSHIP #2,TAX COLLECTOR - BERLIN TOWNSHIP,,,Write-in,1,1,0,1,0
Wayne,BERLIN TOWNSHIP #2,JUDGE OF ELECTIONS - BERLIN TOWNSHIP #2,,,TERESA TESSIE MURRAY,1,254,176,78,0
Wayne,BERLIN TOWNSHIP #2,JUDGE OF ELECTIONS - BERLIN TOWNSHIP #2,,,Write-in,1,9,9,0,0
Wayne,BERLIN TOWNSHIP #2,INSPECTOR OF ELECTIONS - BERLIN TOWNSHIP #2,,,JOHN TANINIES,1,321,245,76,0
Wayne,BERLIN TOWNSHIP #2,INSPECTOR OF ELECTIONS - BERLIN TOWNSHIP #2,,,Write-in,1,3,3,0,0
Wayne,BERLIN TOWNSHIP #2,JUSTICE OF THE SUPREME COURT - DONOHUE RETENTION,,,Yes,1,137,77,60,0
Wayne,BERLIN TOWNSHIP #2,JUSTICE OF THE SUPREME COURT - DONOHUE RETENTION,,,No,1,226,190,36,0
Wayne,BERLIN TOWNSHIP #2,JUSTICE OF THE SUPREME COURT - DOUGHERTY RETENTION,,,Yes,1,134,75,59,0
Wayne,BERLIN TOWNSHIP #2,JUSTICE OF THE SUPREME COURT - DOUGHERTY RETENTION,,,No,1,228,191,37,0
Wayne,BERLIN TOWNSHIP #2,JUSTICE OF THE SUPREME COURT - WECHT RETENTION,,,Yes,1,135,76,59,0
Wayne,BERLIN TOWNSHIP #2,JUSTICE OF THE SUPREME COURT - WECHT RETENTION,,,No,1,227,190,37,0
Wayne,BERLIN TOWNSHIP #2,JUDGE OF THE SUPERIOR COURT - DUBOW RETENTION,,,Yes,1,146,81,65,0
Wayne,BERLIN TOWNSHIP #2,JUDGE OF THE SUPERIOR COURT - DUBOW RETENTION,,,No,1,206,177,29,0
Wayne,BERLIN TOWNSHIP #2,JUDGE OF THE COMMONWEALTH COURT - WOJCIK RETENTION,,,Yes,1,151,87,64,0
Wayne,BERLIN TOWNSHIP #2,JUDGE OF THE COMMONWEALTH COURT - WOJCIK RETENTION,,,No,1,201,170,31,0
Wayne,BETHANY BOROUGH,,,,Registered Voters,,206,,,
Wayne,BETHANY BOROUGH,,,,Ballots Cast,,98,,,
Wayne,BETHANY BOROUGH,JUDGE OF THE SUPERIOR COURT,,,BRANDON NEUMAN,1,44,23,21,0
Wayne,BETHANY BOROUGH,JUDGE OF THE SUPERIOR COURT,,,MARIA BATTISTA,1,45,33,12,0
Wayne,BETHANY BOROUGH,JUDGE OF THE SUPERIOR COURT,,,DANIEL WASSMER,1,4,3,1,0
Wayne,BETHANY BOROUGH,JUDGE OF THE SUPERIOR COURT,,,Write-in,1,0,0,0,0
Wayne,BETHANY BOROUGH,JUDGE OF THE COMMONWEALTH COURT,,,STELLA TSAI,1,48,25,23,0
Wayne,BETHANY BOROUGH,JUDGE OF THE COMMONWEALTH COURT,,,MATT WOLFORD,1,48,35,13,0
Wayne,BETHANY BOROUGH,JUDGE OF THE COMMONWEALTH COURT,,,Write-in,1,0,0,0,0
Wayne,BETHANY BOROUGH,COUNCIL MEMBER 4 YEAR TERM - BETHANY BOROUGH,,,DOROTHY N KORPICS,3,61,36,25,0
Wayne,BETHANY BOROUGH,COUNCIL MEMBER 4 YEAR TERM - BETHANY BOROUGH,,,CHRISTOPHER P PERONI,3,60,35,25,0
Wayne,BETHANY BOROUGH,COUNCIL MEMBER 4 YEAR TERM - BETHANY BOROUGH,,,SHAWN KINZINGER,3,72,46,26,0
Wayne,BETHANY BOROUGH,COUNCIL MEMBER 4 YEAR TERM - BETHANY BOROUGH,,,Write-in,3,4,1,3,0
Wayne,BETHANY BOROUGH,COUNCIL MEMBER 2 YEAR TERM - BETHANY BOROUGH,,,CHAD HANKINSON,3,71,44,27,0
Wayne,BETHANY BOROUGH,COUNCIL MEMBER 2 YEAR TERM - BETHANY BOROUGH,,,TIMOTHY ELDRED,3,61,37,24,0
Wayne,BETHANY BOROUGH,COUNCIL MEMBER 2 YEAR TERM - BETHANY BOROUGH,,,Write-in,3,6,1,5,0
Wayne,BETHANY BOROUGH,MAYOR - BETHANY BOROUGH,,,GWEN BORDEN,1,80,50,30,0
Wayne,BETHANY BOROUGH,MAYOR - BETHANY BOROUGH,,,Write-in,1,2,1,1,0
Wayne,BETHANY BOROUGH,TAX COLLECTOR - BETHANY BOROUGH,,,SUSAN KIMBLE,1,79,47,32,0
Wayne,BETHANY BOROUGH,TAX COLLECTOR - BETHANY BOROUGH,,,Write-in,1,2,1,1,0
Wayne,BETHANY BOROUGH,JUDGE OF ELECTIONS - BETHANY BOROUGH,,,JAMES PAUL HUTCHISON,1,69,44,25,0
Wayne,BETHANY BOROUGH,JUDGE OF ELECTIONS - BETHANY BOROUGH,,,Write-in,1,2,1,1,0
Wayne,BETHANY BOROUGH,INSPECTOR OF ELECTIONS - BETHANY BOROUGH,,,Write-in,1,3,1,2,0
Wayne,BETHANY BOROUGH,JUSTICE OF THE SUPREME COURT - DONOHUE RETENTION,,,Yes,1,53,31,22,0
Wayne,BETHANY BOROUGH,JUSTICE OF THE SUPREME COURT - DONOHUE RETENTION,,,No,1,37,25,12,0
Wayne,BETHANY BOROUGH,JUSTICE OF THE SUPREME COURT - DOUGHERTY RETENTION,,,Yes,1,54,32,22,0
Wayne,BETHANY BOROUGH,JUSTICE OF THE SUPREME COURT - DOUGHERTY RETENTION,,,No,1,36,24,12,0
Wayne,BETHANY BOROUGH,JUSTICE OF THE SUPREME COURT - WECHT RETENTION,,,Yes,1,54,32,22,0
Wayne,BETHANY BOROUGH,JUSTICE OF THE SUPREME COURT - WECHT RETENTION,,,No,1,36,24,12,0
Wayne,BETHANY BOROUGH,JUDGE OF THE SUPERIOR COURT - DUBOW RETENTION,,,Yes,1,46,27,19,0
Wayne,BETHANY BOROUGH,JUDGE OF THE SUPERIOR COURT - DUBOW RETENTION,,,No,1,34,21,13,0
Wayne,BETHANY BOROUGH,JUDGE OF THE COMMONWEALTH COURT - WOJCIK RETENTION,,,Yes,1,45,26,19,0
Wayne,BETHANY BOROUGH,JUDGE OF THE COMMONWEALTH COURT - WOJCIK RETENTION,,,No,1,34,21,13,0
Wayne,BUCKINGHAM TOWNSHIP,,,,Registered Voters,,408,,,
Wayne,BUCKINGHAM TOWNSHIP,,,,Ballots Cast,,152,,,
Wayne,BUCKINGHAM TOWNSHIP,JUDGE OF THE SUPERIOR COURT,,,BRANDON NEUMAN,1,59,36,23,0
Wayne,BUCKINGHAM TOWNSHIP,JUDGE OF THE SUPERIOR COURT,,,MARIA BATTISTA,1,83,66,17,0
Wayne,BUCKINGHAM TOWNSHIP,JUDGE OF THE SUPERIOR COURT,,,DANIEL WASSMER,1,3,3,0,0
Wayne,BUCKINGHAM TOWNSHIP,JUDGE OF THE SUPERIOR COURT,,,Write-in,1,0,0,0,0
