county,precinct,office,district,party,candidate,votes,election_day,mail,provisional,vote_for
Mercer,Clark Borough,Registered Voters,,,,432,,,,
Mercer,Clark Borough,Ballots Cast,,,,181,143,38,0,
Mercer,Clark Borough,Ballots Cast Blank,,,,0,0,0,0,
Mercer,Clark Borough,Judge of the Superior Court,,REP,MARIA BATTISTA,88,76,12,0,1
Mercer,Clark Borough,Judge of the Superior Court,,DEM,BRANDON NEUMAN,83,59,24,0,1
Mercer,Clark Borough,Judge of the Superior Court,,LBR,DANIEL WASSMER,3,2,1,0,1
Mercer,Clark Borough,Judge of the Superior Court,,,Write-ins,0,0,0,0,1
Mercer,Clark Borough,Judge of the Commonwealth Court,,REP,MATT WOLFORD,97,83,14,0,1
Mercer,Clark Borough,Judge of the Commonwealth Court,,DEM,STELLA TSAI,81,57,24,0,1
Mercer,Clark Borough,Judge of the Commonwealth Court,,,Write-ins,0,0,0,0,1
Mercer,Clark Borough,Controller,,REP,STEPHEN J SHERMAN II,102,85,17,0,1
Mercer,Clark Borough,Controller,,DEM,DEBORAH FISCHER,75,56,19,0,1
Mercer,Clark Borough,Controller,,,Write-ins,0,0,0,0,1
Mercer,Clark Borough,Treasurer,,REP,AMBER WHITE,140,112,28,0,1
Mercer,Clark Borough,Treasurer,,,Write-ins,2,1,1,0,1
Mercer,Clark Borough,School Director,Sharpsville,D/R,RUSS ADKINS,109,81,28,0,4
Mercer,Clark Borough,School Director,Sharpsville,D/R,ROSEMARY FERGUSON,100,72,28,0,4
Mercer,Clark Borough,School Director,Sharpsville,D/R,KEVIN SETTERBERG,86,57,29,0,4
Mercer,Clark Borough,School Director,Sharpsville,D/R,LAURA FETTE,83,55,28,0,4
Mercer,Clark Borough,School Director,Sharpsville,,Write-ins,1,1,0,0,4
Mercer,Clark Borough,Mayor,Clark Borough,DEM,MARYJO HARAKAL,137,109,28,0,1
Mercer,Clark Borough,Mayor,Clark Borough,,Write-ins,7,3,4,0,1
Mercer,Clark Borough,Borough Council,Clark Borough,REP,JOSEPH ANDREW SIMKO,115,90,25,0,4
Mercer,Clark Borough,Borough Council,Clark Borough,REP,CAROL HOUCK,112,89,23,0,4
Mercer,Clark Borough,Borough Council,Clark Borough,DEM,DOUGLAS H ROBBINS,106,79,27,0,4
Mercer,Clark Borough,Borough Council,Clark Borough,,Write-ins,14,10,4,0,4
Mercer,Clark Borough,Tax Collector,Clark Borough,DEM,BARBARA A MCKNIGHT,143,110,33,0,1
Mercer,Clark Borough,Tax Collector,Clark Borough,,Write-ins,1,1,0,0,1
Mercer,Clark Borough,Judge of Elections,,,Write-ins,4,1,3,0,1
Mercer,Clark Borough,Inspector of Elections,,REP,LUCINDA CINDY MUSSER,146,119,27,0,1
Mercer,Clark Borough,Inspector of Elections,,,Write-ins,1,0,1,0,1
Mercer,Clark Borough,Supreme Court Retention - Christine Donohue,,,Yes,91,65,26,0,1
Mercer,Clark Borough,Supreme Court Retention - Christine Donohue,,,No,83,73,10,0,1
Mercer,Clark Borough,Supreme Court Retention - Kevin M Dougherty,,,Yes,93,66,27,0,1
Mercer,Clark Borough,Supreme Court Retention - Kevin M Dougherty,,,No,80,71,9,0,1
Mercer,Clark Borough,Supreme Court Retention - David Wecht,,,Yes,92,65,27,0,1
Mercer,Clark Borough,Supreme Court Retention - David Wecht,,,No,78,69,9,0,1
Mercer,Clark Borough,Superior Court Retention - Alice Beck Dubow,,,Yes,87,57,30,0,1
Mercer,Clark Borough,Superior Court Retention - Alice Beck Dubow,,,No,80,74,6,0,1
Mercer,Clark Borough,Commonwealth Court Retention - Michael H Wojcik,,,Yes,89,59,30,0,1
Mercer,Clark Borough,Commonwealth Court Retention - Michael H Wojcik,,,No,77,71,6,0,1
Mercer,Coolspring Township,Registered Voters,,,,1460,,,,
Mercer,Coolspring Township,Ballots Cast,,,,701,540,157,4,
Mercer,Coolspring Township,Ballots Cast Blank,,,,0,0,0,0,
Mercer,Coolspring Township,Judge of the Superior Court,,REP,MARIA BATTISTA,477,412,63,2,1
Mercer,Coolspring Township,Judge of the Superior Court,,DEM,BRANDON NEUMAN,195,107,87,1,1
Mercer,Coolspring Township,Judge of the Superior Court,,LBR,DANIEL WASSMER,8,6,2,0,1
Mercer,Coolspring Township,Judge of the Superior Court,,,Write-ins,1,0,1,0,1
