county,precinct,office,district,party,candidate,votes,election_day,mail,provisional,vote_for
Blair,Altoona Ward 1,Registered Voters,,,,912,,,,
Blair,Altoona Ward 1,Ballots Cast,,,,160,116,44,0,
Blair,Altoona Ward 1,Judge of the Superior Court,,DEM,BRANDON NEUMAN,73,50,23,0,1
Blair,Altoona Ward 1,Judge of the Superior Court,,REP,MARIA BATTISTA,72,53,19,0,1
Blair,Altoona Ward 1,Judge of the Superior Court,,LBR,DANIEL WASSMER,8,8,0,0,1
Blair,Altoona Ward 1,Judge of the Superior Court,,,Write-ins,1,1,0,0,1
Blair,Altoona Ward 1,Judge of the Commonwealth Court,,DEM,STELLA TSAI,76,53,23,0,1
Blair,Altoona Ward 1,Judge of the Commonwealth Court,,REP,MATT WOLFORD,80,60,20,0,1
Blair,Altoona Ward 1,Judge of the Commonwealth Court,,,Write-ins,1,1,0,0,1
Blair,Altoona Ward 1,Judge of the Court of Common Pleas,,DAR,PAULA AIGNER,84,56,28,0,2
Blair,Altoona Ward 1,Judge of the Court of Common Pleas,,DAR,LOU SCHMITT,102,70,32,0,2
Blair,Altoona Ward 1,Judge of the Court of Common Pleas,,,Write-ins,3,3,0,0,2
Blair,Altoona Ward 1,District Attorney,,DAR,PETER J WEEKS,139,100,39,0,1
Blair,Altoona Ward 1,District Attorney,,,Write-ins,3,3,0,0,1
Blair,Altoona Ward 1,Prothonotary and Clerk of Courts,,DAR,ROBIN G PATTON,142,100,42,0,1
Blair,Altoona Ward 1,Prothonotary and Clerk of Courts,,,Write-ins,2,2,0,0,1
Blair,Altoona Ward 1,Sheriff,,DAR,JAMES E OTT,143,100,43,0,1
Blair,Altoona Ward 1,Sheriff,,,Write-ins,1,1,0,0,1
Blair,Altoona Ward 1,City Council,Altoona,DEM,DEVIN SAYLOR,84,59,25,0,4
Blair,Altoona Ward 1,City Council,Altoona,REP,BRUCE KELLEY,72,53,19,0,4
Blair,Altoona Ward 1,City Council,Altoona,REP,RON BEATTY,75,55,20,0,4
Blair,Altoona Ward 1,City Council,Altoona,REP,DAVID W BUTTERBAUGH JR,69,50,19,0,4
Blair,Altoona Ward 1,City Council,Altoona,REP,DAVID A ELLIS,70,54,16,0,4
Blair,Altoona Ward 1,City Council,Altoona,,Write-ins,7,7,0,0,4
Blair,Altoona Ward 1,School Director,Altoona Area,DAR,KELLY IRWIN ADAMS,75,49,26,0,4
Blair,Altoona Ward 1,School Director,Altoona Area,DAR,VAL MIGNOGNA,72,49,23,0,4
Blair,Altoona Ward 1,School Director,Altoona Area,DAR,STEPHANIE M MCGINNIS,72,48,24,0,4
Blair,Altoona Ward 1,School Director,Altoona Area,DEM,CORINNA A GRIFFITH,68,49,19,0,4
Blair,Altoona Ward 1,School Director,Altoona Area,REP,BRYANT GISELMAN,68,50,18,0,4
Blair,Altoona Ward 1,School Director,Altoona Area,,Write-ins,6,5,1,0,4
Blair,Altoona Ward 1,Judge of Elections,,,Write-ins,21,13,8,0,1
Blair,Altoona Ward 1,Inspector of Elections,,,Write-ins,14,9,5,0,1
Blair,Altoona Ward 1,Supreme Court Retention - Christine Donohue,,,Yes,90,63,27,0,1
Blair,Altoona Ward 1,Supreme Court Retention - Christine Donohue,,,No,63,48,15,0,1
Blair,Altoona Ward 1,Supreme Court Retention - Kevin M Dougherty,,,Yes,89,63,26,0,1
Blair,Altoona Ward 1,Supreme Court Retention - Kevin M Dougherty,,,No,64,48,16,0,1
Blair,Altoona Ward 1,Supreme Court Retention - David Wecht,,,Yes,83,59,24,0,1
Blair,Altoona Ward 1,Supreme Court Retention - David Wecht,,,No,69,51,18,0,1
Blair,Altoona Ward 1,Superior Court Retention - Alice Beck Dubow,,,Yes,87,63,24,0,1
Blair,Altoona Ward 1,Superior Court Retention - Alice Beck Dubow,,,No,65,47,18,0,1
Blair,Altoona Ward 1,Commonwealth Court Retention - Michael H Wojcik,,,Yes,85,61,24,0,1
Blair,Altoona Ward 1,Commonwealth Court Retention - Michael H Wojcik,,,No,68,50,18,0,1
Blair,"Altoona Ward 2, Precinct 1",Registered Voters,,,,547,,,,
Blair,"Altoona Ward 2, Precinct 1",Ballots Cast,,,,81,61,20,0,
Blair,"Altoona Ward 2, Precinct 1",Judge of the Superior Court,,DEM,BRANDON NEUMAN,39,23,16,0,1
Blair,"Altoona Ward 2, Precinct 1",Judge of the Superior Court,,REP,MARIA BATTISTA,36,32,4,0,1
Blair,"Altoona Ward 2, Precinct 1",Judge of the Superior Court,,LBR,DANIEL WASSMER,4,4,0,0,1
Blair,"Altoona Ward 2, Precinct 1",Judge of the Superior Court,,,Write-ins,1,1,0,0,1
Blair,"Altoona Ward 2, Precinct 1",Judge of the Commonwealth Court,,DEM,STELLA TSAI,42,26,16,0,1
Blair,"Altoona Ward 2, Precinct 1",Judge of the Commonwealth Court,,REP,MATT WOLFORD,38,34,4,0,1
Blair,"Altoona Ward 2, Precinct 1",Judge of the Commonwealth Court,,,Write-ins,1,1,0,0,1
Blair,"Altoona Ward 2, Precinct 1",Judge of the Court of Common Pleas,,DAR,PAULA AIGNER,53,40,13,0,2
Blair,"Altoona Ward 2, Precinct 1",Judge of the Court of Common Pleas,,DAR,LOU SCHMITT,45,35,10,0,2
Blair,"Altoona Ward 2, Precinct 1",Judge of the Court of Common Pleas,,,Write-ins,2,2,0,0,2
Blair,"Altoona Ward 2, Precinct 1",District Attorney,,DAR,PETER J WEEKS,73,55,18,0,1
Blair,"Altoona Ward 2, Precinct 1",District Attorney,,,Write-ins,2,1,1,0,1
Blair,"Altoona Ward 2, Precinct 1",Prothonotary and Clerk of Courts,,DAR,ROBIN G PATTON,75,57,18,0,1
Blair,"Altoona Ward 2, Precinct 1",Prothonotary and Clerk of Courts,,,Write-ins,1,0,1,0,1
Blair,"Altoona Ward 2, Precinct 1",Sheriff,,DAR,JAMES E OTT,72,56,16,0,1
Blair,"Altoona Ward 2, Precinct 1",Sheriff,,,Write-ins,2,1,1,0,1
Blair,"Altoona Ward 2, Precinct 1",City Council,Altoona,DEM,DEVIN SAYLOR,47,30,17,0,4
Blair,"Altoona Ward 2, Precinct 1",City Council,Altoona,REP,BRUCE KELLEY,35,29,6,0,4
Blair,"Altoona Ward 2, Precinct 1",City Council,Altoona,REP,RON BEATTY,37,31,6,0,4
Blair,"Altoona Ward 2, Precinct 1",City Council,Altoona,REP,DAVID W BUTTERBAUGH JR,32,31,1,0,4
Blair,"Altoona Ward 2, Precinct 1",City Council,Altoona,REP,DAVID A ELLIS,36,28,8,0,4
Blair,"Altoona Ward 2, Precinct 1",City Council,Altoona,,Write-ins,2,1,1,0,4
Blair,"Altoona Ward 2, Precinct 1",School Director,Altoona Area,DAR,KELLY IRWIN ADAMS,39,25,14,0,4
Blair,"Altoona Ward 2, Precinct 1",School Director,Altoona Area,DAR,VAL MIGNOGNA,46,33,13,0,4
Blair,"Altoona Ward 2, Precinct 1",School Director,Altoona Area,DAR,STEPHANIE M MCGINNIS,42,28,14,0,4
Blair,"Altoona Ward 2, Precinct 1",School Director,Altoona Area,DEM,CORINNA A GRIFFITH,35,19,16,0,4
Blair,"Altoona Ward 2, Precinct 1",School Director,Altoona Area,REP,BRYANT GISELMAN,31,28,3,0,4
Blair,"Altoona Ward 2, Precinct 1",School Director,Altoona Area,,Write-ins,2,2,0,0,4
Blair,"Altoona Ward 2, Precinct 1",Judge of Elections,,,Write-ins,9,4,5,0,1
Blair,"Altoona Ward 2, Precinct 1",Inspector of Elections,,,Write-ins,6,3,3,0,1
Blair,"Altoona Ward 2, Precinct 1",Supreme Court Retention - Christine Donohue,,,Yes,46,30,16,0,1
Blair,"Altoona Ward 2, Precinct 1",Supreme Court Retention - Christine Donohue,,,No,29,25,4,0,1
Blair,"Altoona Ward 2, Precinct 1",Supreme Court Retention - Kevin M Dougherty,,,Yes,43,27,16,0,1
Blair,"Altoona Ward 2, Precinct 1",Supreme Court Retention - Kevin M Dougherty,,,No,32,28,4,0,1
Blair,"Altoona Ward 2, Precinct 1",Supreme Court Retention - David Wecht,,,Yes,41,25,16,0,1
Blair,"Altoona Ward 2, Precinct 1",Supreme Court Retention - David Wecht,,,No,34,30,4,0,1
Blair,"Altoona Ward 2, Precinct 1",Superior Court Retention - Alice Beck Dubow,,,Yes,46,31,15,0,1
