county,office,district,party,candidate,votes,election_day,mail,provisional
Lackawanna,Registered Voters,,,,148101,0,0,0
Lackawanna,Ballots Cast,,,,65662,49164,16300,198
Lackawanna,Ballots Cast - Blank,,,,4,3,1,0
Lackawanna,JUDGE OF THE SUPERIOR COURT,,DEM,BRANDON NEUMAN,36724,24475,12123,126
Lackawanna,JUDGE OF THE SUPERIOR COURT,,REP,MARIA BATTISTA,23964,20709,3201,54
Lackawanna,JUDGE OF THE SUPERIOR COURT,,LIB,DANIEL WASSMER,1533,1159,365,9
Lackawanna,JUDGE OF THE SUPERIOR COURT,,,Write-In Totals,65,51,14,0
Lackawanna,JUDGE OF THE COMMONWEALTH COURT,,DEM,STELLA TSAI,37549,25072,12346,131
Lackawanna,JUDGE OF THE COMMONWEALTH COURT,,REP,MATT WOLFORD,24178,20866,3256,56
Lackawanna,JUDGE OF THE COMMONWEALTH COURT,,,Write-In Totals,59,48,11,0
Lackawanna,JUDGE OF THE COURT OF COMMON PLEAS,,DNR,MARK POWELL,54270,39745,14347,178
Lackawanna,JUDGE OF THE COURT OF COMMON PLEAS,,,Write-In Totals,773,661,109,3
Lackawanna,COUNTY COMMISSIONER TWO YEAR UNEXPIRED TERM,,DEM,THOM WELBY,27903,18186,9610,107
Lackawanna,COUNTY COMMISSIONER TWO YEAR UNEXPIRED TERM,,REP,CHET MERLI,20496,17850,2604,42
Lackawanna,COUNTY COMMISSIONER TWO YEAR UNEXPIRED TERM,,AAI,MICHAEL P. CAPPELLINI,15734,11973,3719,42
Lackawanna,COUNTY COMMISSIONER TWO YEAR UNEXPIRED TERM,,,Write-In Totals,211,169,41,1
Lackawanna,CLERK OF JUDICIAL RECORDS TWO YEAR UNEXPIRED TERM,,DEM,LAUREN BIEBER MAILEN,26996,17793,9105,98
Lackawanna,CLERK OF JUDICIAL RECORDS TWO YEAR UNEXPIRED TERM,,REP,SUSANNE PREAMBO GREEN,20159,17501,2616,42
Lackawanna,CLERK OF JUDICIAL RECORDS TWO YEAR UNEXPIRED TERM,,,Write-In Totals,48,32,15,1
