county,office,district,party,candidate,votes,election_day,mail,provisional
Blair,Registered Voters,,,,142370,,,
Blair,Ballots Cast,,,,61658,47232,14251,175
Blair,Ballots Cast Blank,,,,6,1,5,0
Blair,Judge of the Superior Court,,,BRANDON NEUMAN,24716,15457,9158,101
Blair,Judge of the Superior Court,,,MARIA BATTISTA,34700,30098,4534,68
Blair,Judge of the Superior Court,,,DANIEL WASSMER,1070,774,292,4
Blair,Judge of the Superior Court,,,Write-ins,44,39,5,0
Blair,Judge of the Superior Court,,,Overvotes,78,57,20,1
Blair,Judge of the Superior Court,,,Undervotes,1050,807,242,1
Blair,Judge of the Commonwealth Court,,,STELLA TSAI,24961,15623,9236,102
Blair,Judge of the Commonwealth Court,,,MATT WOLFORD,35478,30662,4748,68
Blair,Judge of the Commonwealth Court,,,Write-ins,53,44,9,0
Blair,Judge of the Commonwealth Court,,,Overvotes,18,12,5,1
Blair,Judge of the Commonwealth Court,,,Undervotes,1148,891,253,4
Blair,Judge of the Court of Common Pleas,,,MATTHEW T MCCUNE,37232,27782,9333,117
Blair,Judge of the Court of Common Pleas,,,JOHN SCIALABBA,35199,26971,8146,82
Blair,Judge of the Court of Common Pleas,,,Write-ins,598,491,107,0
Blair,Judge of the Court of Common Pleas,,,Overvotes,4,0,4,0
Blair,Judge of the Court of Common Pleas,,,Undervotes,50283,39220,10912,151
Blair,Judge of the Court of Common Pleas,,,MICHAEL DE NEE,24721,15571,9049,101
Blair,Judge of the Court of Common Pleas,,,TAMMY D THIBODEAU,35546,30595,4880,71
Blair,Judge of the Court of Common Pleas,,,Write-ins,21,19,2,0
Blair,Judge of the Court of Common Pleas,,,Overvotes,12,9,3,0
Blair,Judge of the Court of Common Pleas,,,Undervotes,1358,1038,317,3
Blair,County Coroner,,,KORYNNE L YOUNG,51233,39813,11277,143
Blair,County Coroner,,,Write-ins,632,474,155,3
Blair,County Coroner,,,Overvotes,12,6,6,0
Blair,County Coroner,,,Undervotes,9781,6939,2813,29
Blair,County Coroner,,,BEN HOLLAND,45464,37377,7975,112
Blair,County Coroner,,,Write-ins,1113,868,240,5
Blair,County Coroner,,,Overvotes,2,2,0,0
Blair,County Coroner,,,Undervotes,15079,8985,6036,58
Blair,County Coroner,,,MIKE SLUPE,46241,37998,8125,118
Blair,County Coroner,,,Write-ins,1228,964,260,4
Blair,County Coroner,,,Overvotes,6,2,4,0
Blair,County Coroner,,,Undervotes,14183,8268,5862,53
Blair,School Director -4 YR BUTLER SD,,,ERIC REFFERT,5852,3730,2103,19
Blair,School Director -4 YR BUTLER SD,,,GARY B SHINGLETON,7837,5731,2089,17
Blair,School Director -4 YR BUTLER SD,,,ALVIN VAVRO,7904,5726,2158,20
Blair,School Director -4 YR BUTLER SD,,,NINA TEFF,7499,5531,1950,18
Blair,School Director -4 YR BUTLER SD,,,JOHN W CONRAD,9060,7861,1183,16
Blair,School Director -4 YR BUTLER SD,,,Write-ins,215,182,33,0
Blair,School Director -4 YR BUTLER SD,,,Overvotes,72,32,40,0
Blair,School Director -4 YR BUTLER SD,,,Undervotes,26317,21395,4840,82
Blair,School Director -4 YR FREEPORT SD,,,CHRISTINE DAVIES,1498,1100,394,4
Blair,School Director -4 YR FREEPORT SD,,,MELANIE ZEMBRZUSKI,1388,1044,340,4
Blair,School Director -4 YR FREEPORT SD,,,GARY L RISCH JR,1270,979,289,2
Blair,School Director -4 YR FREEPORT SD,,,Write-ins,422,387,34,1
Blair,School Director -4 YR FREEPORT SD,,,Overvotes,0,0,0,0
Blair,School Director -4 YR FREEPORT SD,,,Undervotes,5722,4350,1359,13
Blair,School Director -4 YR KARNS CITY SD,,,DAVID BLAIR,768,641,125,2
Blair,School Director -4 YR KARNS CITY SD,,,CARI M HARMON,907,765,141,1
Blair,School Director -4 YR KARNS CITY SD,,,ROBERT KEN BRAY,879,773,106,0
Blair,School Director -4 YR KARNS CITY SD,,,WILLIAM F WEIBEL,1020,916,102,2
Blair,School Director -4 YR KARNS CITY SD,,,ZACH SCHERER,755,676,77,2
Blair,School Director -4 YR KARNS CITY SD,,,MORGEN MOGUS,505,439,64,2
Blair,School Director -4 YR KARNS CITY SD,,,TARA HACKWELDER,790,663,125,2
Blair,School Director -4 YR KARNS CITY SD,,,Write-ins,54,50,4,0
Blair,School Director -4 YR KARNS CITY SD,,,Overvotes,8,4,4,0
Blair,School Director -4 YR KARNS CITY SD,,,Undervotes,1802,1573,224,5
Blair,School Director -4 YR KNOCH SD,,,MATTHEW BARTLETT,3650,3019,630,1
Blair,School Director -4 YR KNOCH SD,,,LORI A MUSLOE,3523,2859,662,2
Blair,School Director -4 YR KNOCH SD,,,JAKE WEIDNER,3258,2684,574,0
Blair,School Director -4 YR KNOCH SD,,,ANTHONY INFANTE,3099,2580,518,1
Blair,School Director -4 YR KNOCH SD,,,JEFFREY BECKSTEAD,2583,1972,607,4
Blair,School Director -4 YR KNOCH SD,,,Write-ins,76,55,21,0
