county,office,district,party,candidate,votes,election_day,mail,provisional
Erie,Ballots Cast,,,,77354,56077,20934,343
Erie,JUDGE OF THE SUPERIOR COURT,,DEM,BRANDON NEUMAN,41409,25793,15406,210
Erie,JUDGE OF THE SUPERIOR COURT,,REP,MARIA BATTISTA,32077,27460,4518,99
Erie,JUDGE OF THE SUPERIOR COURT,,,DANIEL WASSMER LIBERAL,1874,1370,488,16
Erie,JUDGE OF THE COMMONWEALTH COURT,,DEM,STELLA TSAI,41033,25560,15259,214
Erie,JUDGE OF THE COMMONWEALTH COURT,,REP,MATT WOLFORD,34187,28923,5152,112
Erie,JUDGE OF THE COURT OF COMMON PLEAS - 6TH JUDICIAL DISTRICT 10 YEAR TERM,,DEM,EMILY MOSCO MERSKI,42207,26792,15194,221
Erie,JUDGE OF THE COURT OF COMMON PLEAS - 6TH JUDICIAL DISTRICT 10 YEAR TERM,,REP,JEREMY LIGHTNER,33789,28242,5434,113
Erie,COUNTY EXECUTIVE 4 YEAR TERM,,DEM,CHRISTINA VOGEL,47706,30712,16747,247
Erie,COUNTY EXECUTIVE 4 YEAR TERM,,REP,BRENTON DAVIS,28637,24567,3984,86
Erie,SHERIFF 4 YEAR TERM,,DEM,CHRIS CAMPANELLI,45587,29098,16262,227
Erie,SHERIFF 4 YEAR TERM,,REP,JEREMY MARKHAM,30015,25735,4178,102
Erie,CLERK OF RECORDS 4 YEAR TERM,,DEM,AUBREA HAGERTY HAYNES,45711,29096,16392,223
Erie,CLERK OF RECORDS 4 YEAR TERM,,REP,NATHAN RYBNER,28512,24584,3832,96
Erie,COUNTY COUNCIL - DISTRICT 2 - 4 YEAR TERM,,DEM,JIM WERTZ,5434,3776,1616,42
Erie,COUNTY COUNCIL - DISTRICT 2 - 4 YEAR TERM,,REP,RENEE VENDETTI,1961,1620,331,10
Erie,COUNTY COUNCIL - DISTRICT 4 - 4 YEAR TERM,,DEM,JIM WINARSKI,5872,3887,1961,24
Erie,COUNTY COUNCIL - DISTRICT 4 - 4 YEAR TERM,,REP,KEVIN E PASTEWKA,3399,2693,701,5
Erie,COUNTY COUNCIL - DISTRICT 6 - 4 YEAR TERM,,DEM,WILLIAM R DEAR,4317,2894,1412,11
Erie,COUNTY COUNCIL - DISTRICT 6 - 4 YEAR TERM,,REP,CHARLIE BAYLE,5983,5347,623,13
Erie,MAGISTERIAL DISTRICT JUDGE 06-1-01 - 6 YEAR TERM,,DEM,CHRISTINE S RUSH,1469,1014,444,11
Erie,ERIE CITY MAYOR 4 YEAR TERM,,DEM,DARIA DEVLIN,15506,10452,4948,106
Erie,ERIE CITY MAYOR 4 YEAR TERM,,REP,MATTHEW S THOMAS,4948,4153,780,15
Erie,ERIE CITY CONTROLLER 4 YEAR TERM,,DEM,BROOKE SANFILIPPO,14881,9994,4791,96
Erie,ERIE CITY CONTROLLER 4 YEAR TERM,,REP,MATT STRUPCZEWSKI,5408,4494,890,24
Erie,ERIE CITY COUNCIL 4 YEAR TERM,,DEM,ANDRE HORTON,13440,8988,4357,95
Erie,ERIE CITY COUNCIL 4 YEAR TERM,,DEM,JASMINE FLORES,12453,8234,4137,82
Erie,ERIE CITY COUNCIL 4 YEAR TERM,,DEM,MAURICE MO TROOP,12586,8397,4105,84
Erie,ERIE CITY COUNCIL 4 YEAR TERM,,DEM,MARILYN POL,12842,8448,4327,67
