county,precinct,office,district,party,candidate,vote_for,votes,election_day,mail,provisional
Lackawanna,Jermyn W-03 P-00,SUPREME COURT RETENTION - KEVIN M. DOUGHERTY,,,YES,1,127,80,47,0
Lackawanna,Jermyn W-03 P-00,SUPREME COURT RETENTION - KEVIN M. DOUGHERTY,,,NO,1,117,98,19,0
Lackawanna,Jermyn W-03 P-00,SUPREME COURT RETENTION - DAVID WECHT,,,YES,1,124,78,46,0
Lackawanna,Jermyn W-03 P-00,SUPREME COURT RETENTION - DAVID WECHT,,,NO,1,117,98,19,0
Lackawanna,Jermyn W-03 P-00,SUPERIOR COURT RETENTION - ALICE BECK DUBOW,,,YES,1,120,83,37,0
Lackawanna,Jermyn W-03 P-00,SUPERIOR COURT RETENTION - ALICE BECK DUBOW,,,NO,1,108,87,21,0
Lackawanna,Jermyn W-03 P-00,COMMONWEALTH COURT RETENTION - MICHAEL H. WOJCIK,,,YES,1,119,83,36,0
Lackawanna,Jermyn W-03 P-00,COMMONWEALTH COURT RETENTION - MICHAEL H. WOJCIK,,,NO,1,108,86,22,0
Lackawanna,Jermyn W-03 P-00,COURT OF COMMON PLEAS RETENTION - ANDY JARBOLA,,,YES,1,151,105,46,0
Lackawanna,Jermyn W-03 P-00,COURT OF COMMON PLEAS RETENTION - ANDY JARBOLA,,,NO,1,85,69,16,0
Lackawanna,Jessup W-01 P-01,,,,Registered Voters,,831,,,
Lackawanna,Jessup W-01 P-01,,,,Ballots Cast,,480,388,90,2
Lackawanna,Jessup W-01 P-01,,,,Ballots Cast - Blank,,0,0,0,0
Lackawanna,Jessup W-01 P-01,JUDGE OF THE SUPERIOR COURT,,DEM,BRANDON NEUMAN,1,274,201,72,1
Lackawanna,Jessup W-01 P-01,JUDGE OF THE SUPERIOR COURT,,REP,MARIA BATTISTA,1,165,150,15,0
Lackawanna,Jessup W-01 P-01,JUDGE OF THE SUPERIOR COURT,,LIB,DANIEL WASSMER,1,10,10,0,0
Lackawanna,Jessup W-01 P-01,JUDGE OF THE SUPERIOR COURT,,,Write-In Totals,1,0,0,0,0
Lackawanna,Jessup W-01 P-01,JUDGE OF THE COMMONWEALTH COURT,,DEM,STELLA TSAI,1,284,209,74,1
Lackawanna,Jessup W-01 P-01,JUDGE OF THE COMMONWEALTH COURT,,REP,MATT WOLFORD,1,165,153,12,0
Lackawanna,Jessup W-01 P-01,JUDGE OF THE COMMONWEALTH COURT,,,Write-In Totals,1,0,0,0,0
Lackawanna,Jessup W-01 P-01,JUDGE OF THE COURT OF COMMON PLEAS,,DNR,MARK POWELL,1,401,316,83,2
Lackawanna,Jessup W-01 P-01,JUDGE OF THE COURT OF COMMON PLEAS,,,Write-In Totals,1,4,4,0,0
Lackawanna,Jessup W-01 P-01,COUNTY COMMISSIONER TWO YEAR UNEXPIRED TERM,,DEM,THOM WELBY,1,116,84,31,1
Lackawanna,Jessup W-01 P-01,COUNTY COMMISSIONER TWO YEAR UNEXPIRED TERM,,REP,CHET MERLI,1,155,143,11,1
Lackawanna,Jessup W-01 P-01,COUNTY COMMISSIONER TWO YEAR UNEXPIRED TERM,,AAI,MICHAEL P. CAPPELLINI,1,198,155,43,0
Lackawanna,Jessup W-01 P-01,COUNTY COMMISSIONER TWO YEAR UNEXPIRED TERM,,,Write-In Totals,1,2,0,2,0
Lackawanna,Jessup W-01 P-01,CLERK OF JUDICIAL RECORDS TWO YEAR UNEXPIRED TERM,,DEM,LAUREN BIEBER MAILEN,1,207,157,50,0
Lackawanna,Jessup W-01 P-01,CLERK OF JUDICIAL RECORDS TWO YEAR UNEXPIRED TERM,,REP,SUSANNE PREAMBO GREEN,1,126,116,10,0
Lackawanna,Jessup W-01 P-01,CLERK OF JUDICIAL RECORDS TWO YEAR UNEXPIRED TERM,,,Write-In Totals,1,0,0,0,0
Lackawanna,Jessup W-01 P-01,DISTRICT ATTORNEY,,DNR,BRIAN GALLAGHER,1,388,305,82,1
Lackawanna,Jessup W-01 P-01,DISTRICT ATTORNEY,,,Write-In Totals,1,3,3,0,0
Lackawanna,Jessup W-01 P-01,SHERIFF,,DEM,MARK P. MCANDREW,1,379,298,79,2
Lackawanna,Jessup W-01 P-01,SHERIFF,,REP,GLENN CAPMAN,1,92,85,7,0
Lackawanna,Jessup W-01 P-01,SHERIFF,,,Write-In Totals,1,0,0,0,0
Lackawanna,Jessup W-01 P-01,RECORDER OF DEEDS,,DEM,EVIE RAFALKO MCNULTY,1,319,242,75,2
Lackawanna,Jessup W-01 P-01,RECORDER OF DEEDS,,REP,SHARON SOLTIS SPARANO,1,134,124,10,0
Lackawanna,Jessup W-01 P-01,RECORDER OF DEEDS,,,Write-In Totals,1,0,0,0,0
Lackawanna,Jessup W-01 P-01,REGISTER OF WILLS,,DEM,FRAN KOVALESKI,1,314,240,72,2
Lackawanna,Jessup W-01 P-01,REGISTER OF WILLS,,REP,VANESSA LIENERT,1,129,117,12,0
Lackawanna,Jessup W-01 P-01,REGISTER OF WILLS,,,Write-In Totals,1,0,0,0,0
Lackawanna,Jessup W-01 P-01,MAYOR JESSUP,,DNR,JOSEPH J. BUCKSHON JR.,1,395,318,76,1
Lackawanna,Jessup W-01 P-01,MAYOR JESSUP,,,Write-In Totals,1,19,16,2,1
Lackawanna,Jessup W-01 P-01,TAX COLLECTOR JESSUP,,DNR,GENEVIEVE LUPINI,1,420,336,83,1
Lackawanna,Jessup W-01 P-01,TAX COLLECTOR JESSUP,,,Write-In Totals,1,4,3,0,1
Lackawanna,Jessup W-01 P-01,CONTROLLER JESSUP,,DNR,BEN CARDONI,1,410,328,80,2
Lackawanna,Jessup W-01 P-01,CONTROLLER JESSUP,,,Write-In Totals,1,4,3,1,0
Lackawanna,Jessup W-01 P-01,COUNCIL JESSUP,,DNR,GREGG BETTI,4,337,269,67,1
Lackawanna,Jessup W-01 P-01,COUNCIL JESSUP,,DNR,THOMAS J. FIORELLI III,4,294,233,60,1
Lackawanna,Jessup W-01 P-01,COUNCIL JESSUP,,DNR,ROBBIE MARTIN,4,319,259,59,1
Lackawanna,Jessup W-01 P-01,COUNCIL JESSUP,,DEM,RONALD RICHARD KORDISH,4,247,195,50,2
Lackawanna,Jessup W-01 P-01,COUNCIL JESSUP,,REP,ROBERTA PITONIAK GALATI,4,180,152,26,2
Lackawanna,Jessup W-01 P-01,COUNCIL JESSUP,,,Write-In Totals,4,12,6,5,1
Lackawanna,Jessup W-01 P-01,VALLEY VIEW SCHOOL DIRECTOR REGION 3,,DNR,DOMINICK J. PERINI,1,361,297,62,2
Lackawanna,Jessup W-01 P-01,VALLEY VIEW SCHOOL DIRECTOR REGION 3,,,Write-In Totals,1,11,8,3,0
Lackawanna,Jessup W-01 P-01,JUDGE OF ELECTION Jessup W-01 P-01,,DEM,THOMAS P. ASTLEFORD SR.,1,303,234,67,2
Lackawanna,Jessup W-01 P-01,JUDGE OF ELECTION Jessup W-01 P-01,,REP,CHRISTINA KRUPKA CASSIDY,1,132,121,11,0
Lackawanna,Jessup W-01 P-01,JUDGE OF ELECTION Jessup W-01 P-01,,,Write-In Totals,1,1,1,0,0
Lackawanna,Jessup W-01 P-01,INSPECTOR OF ELECTION Jessup W-01 P-01,,DEM,LINDA A. ASTLEFORD,1,364,291,71,2
Lackawanna,Jessup W-01 P-01,INSPECTOR OF ELECTION Jessup W-01 P-01,,,Write-In Totals,1,7,6,1,0
Lackawanna,Jessup W-01 P-01,SUPREME COURT RETENTION - CHRISTINE DONOHUE,,,YES,1,304,232,70,2
Lackawanna,Jessup W-01 P-01,SUPREME COURT RETENTION - CHRISTINE DONOHUE,,,NO,1,137,127,10,0
Lackawanna,Jessup W-01 P-01,SUPREME COURT RETENTION - KEVIN M. DOUGHERTY,,,YES,1,304,234,68,2
Lackawanna,Jessup W-01 P-01,SUPREME COURT RETENTION - KEVIN M. DOUGHERTY,,,NO,1,137,127,10,0
Lackawanna,Jessup W-01 P-01,SUPREME COURT RETENTION - DAVID WECHT,,,YES,1,296,227,67,2
Lackawanna,Jessup W-01 P-01,SUPREME COURT RETENTION - DAVID WECHT,,,NO,1,140,129,11,0
Lackawanna,Jessup W-01 P-01,SUPERIOR COURT RETENTION - ALICE BECK DUBOW,,,YES,1,269,201,66,2
Lackawanna,Jessup W-01 P-01,SUPERIOR COURT RETENTION - ALICE BECK DUBOW,,,NO,1,142,131,11,0
Lackawanna,Jessup W-01 P-01,COMMONWEALTH COURT RETENTION - MICHAEL H. WOJCIK,,,YES,1,265,196,67,2
Lackawanna,Jessup W-01 P-01,COMMONWEALTH COURT RETENTION - MICHAEL H. WOJCIK,,,NO,1,139,130,9,0
Lackawanna,Jessup W-01 P-01,COURT OF COMMON PLEAS RETENTION - ANDY JARBOLA,,,YES,1,316,248,66,2
Lackawanna,Jessup W-01 P-01,COURT OF COMMON PLEAS RETENTION - ANDY JARBOLA,,,NO,1,111,99,12,0
Lackawanna,Jessup W-02 P-01,,,,Registered Voters,,1019,,,
Lackawanna,Jessup W-02 P-01,,,,Ballots Cast,,486,398,88,0
Lackawanna,Jessup W-02 P-01,,,,Ballots Cast - Blank,,0,0,0,0
Lackawanna,Jessup W-02 P-01,JUDGE OF THE SUPERIOR COURT,,DEM,BRANDON NEUMAN,1,281,211,70,0
Lackawanna,Jessup W-02 P-01,JUDGE OF THE SUPERIOR COURT,,REP,MARIA BATTISTA,1,172,155,17,0
Lackawanna,Jessup W-02 P-01,JUDGE OF THE SUPERIOR COURT,,LIB,DANIEL WASSMER,1,10,9,1,0
Lackawanna,Jessup W-02 P-01,JUDGE OF THE SUPERIOR COURT,,,Write-In Totals,1,0,0,0,0
Lackawanna,Jessup W-02 P-01,JUDGE OF THE COMMONWEALTH COURT,,DEM,STELLA TSAI,1,292,218,74,0
Lackawanna,Jessup W-02 P-01,JUDGE OF THE COMMONWEALTH COURT,,REP,MATT WOLFORD,1,166,153,13,0
Lackawanna,Jessup W-02 P-01,JUDGE OF THE COMMONWEALTH COURT,,,Write-In Totals,1,1,1,0,0
Lackawanna,Jessup W-02 P-01,JUDGE OF THE COURT OF COMMON PLEAS,,DNR,MARK POWELL,1,413,336,77,0
Lackawanna,Jessup W-02 P-01,JUDGE OF THE COURT OF COMMON PLEAS,,,Write-In Totals,1,5,3,2,0
Lackawanna,Jessup W-02 P-01,COUNTY COMMISSIONER TWO YEAR UNEXPIRED TERM,,DEM,THOM WELBY,1,109,77,32,0
Lackawanna,Jessup W-02 P-01,COUNTY COMMISSIONER TWO YEAR UNEXPIRED TERM,,REP,CHET MERLI,1,133,120,13,0
Lackawanna,Jessup W-02 P-01,COUNTY COMMISSIONER TWO YEAR UNEXPIRED TERM,,AAI,MICHAEL P. CAPPELLINI,1,237,195,42,0
Lackawanna,Jessup W-02 P-01,COUNTY COMMISSIONER TWO YEAR UNEXPIRED TERM,,,Write-In Totals,1,0,0,0,0
Lackawanna,Jessup W-02 P-01,CLERK OF JUDICIAL RECORDS TWO YEAR UNEXPIRED TERM,,DEM,LAUREN BIEBER MAILEN,1,213,161,52,0
Lackawanna,Jessup W-02 P-01,CLERK OF JUDICIAL RECORDS TWO YEAR UNEXPIRED TERM,,REP,SUSANNE PREAMBO GREEN,1,135,123,12,0
Lackawanna,Jessup W-02 P-01,CLERK OF JUDICIAL RECORDS TWO YEAR UNEXPIRED TERM,,,Write-In Totals,1,1,1,0,0
Lackawanna,Jessup W-02 P-01,DISTRICT ATTORNEY,,DNR,BRIAN GALLAGHER,1,403,328,75,0
Lackawanna,Jessup W-02 P-01,DISTRICT ATTORNEY,,,Write-In Totals,1,5,3,2,0
Lackawanna,Jessup W-02 P-01,SHERIFF,,DEM,MARK P. MCANDREW,1,367,287,80,0
Lackawanna,Jessup W-02 P-01,SHERIFF,,REP,GLENN CAPMAN,1,107,99,8,0
Lackawanna,Jessup W-02 P-01,SHERIFF,,,Write-In Totals,1,0,0,0,0
Lackawanna,Jessup W-02 P-01,RECORDER OF DEEDS,,DEM,EVIE RAFALKO MCNULTY,1,318,245,73,0
Lackawanna,Jessup W-02 P-01,RECORDER OF DEEDS,,REP,SHARON SOLTIS SPARANO,1,148,133,15,0
Lackawanna,Jessup W-02 P-01,RECORDER OF DEEDS,,,Write-In Totals,1,1,1,0,0
Lackawanna,Jessup W-02 P-01,REGISTER OF WILLS,,DEM,FRAN KOVALESKI,1,308,236,72,0
Lackawanna,Jessup W-02 P-01,REGISTER OF WILLS,,REP,VANESSA LIENERT,1,140,124,16,0
Lackawanna,Jessup W-02 P-01,REGISTER OF WILLS,,,Write-In Totals,1,1,1,0,0
Lackawanna,Jessup W-02 P-01,MAYOR JESSUP,,DNR,JOSEPH J. BUCKSHON JR.,1,380,305,75,0
Lackawanna,Jessup W-02 P-01,MAYOR JESSUP,,,Write-In Totals,1,25,24,1,0
Lackawanna,Jessup W-02 P-01,TAX COLLECTOR JESSUP,,DNR,GENEVIEVE LUPINI,1,413,336,77,0
Lackawanna,Jessup W-02 P-01,TAX COLLECTOR JESSUP,,,Write-In Totals,1,5,4,1,0
Lackawanna,Jessup W-02 P-01,CONTROLLER JESSUP,,DNR,BEN CARDONI,1,398,318,80,0
Lackawanna,Jessup W-02 P-01,CONTROLLER JESSUP,,,Write-In Totals,1,3,3,0,0
Lackawanna,Jessup W-02 P-01,COUNCIL JESSUP,,DNR,GREGG BETTI,4,333,280,53,0
Lackawanna,Jessup W-02 P-01,COUNCIL JESSUP,,DNR,THOMAS J. FIORELLI III,4,295,245,50,0
Lackawanna,Jessup W-02 P-01,COUNCIL JESSUP,,DNR,ROBBIE MARTIN,4,293,245,48,0
Lackawanna,Jessup W-02 P-01,COUNCIL JESSUP,,DEM,RONALD RICHARD KORDISH,4,288,218,70,0
Lackawanna,Jessup W-02 P-01,COUNCIL JESSUP,,REP,ROBERTA PITONIAK GALATI,4,185,155,30,0
Lackawanna,Jessup W-02 P-01,COUNCIL JESSUP,,,Write-In Totals,4,5,4,1,0
Lackawanna,Jessup W-02 P-01,VALLEY VIEW SCHOOL DIRECTOR REGION 3,,DNR,DOMINICK J. PERINI,1,373,304,69,0
Lackawanna,Jessup W-02 P-01,VALLEY VIEW SCHOOL DIRECTOR REGION 3,,,Write-In Totals,1,10,9,1,0
Lackawanna,Jessup W-02 P-01,JUDGE OF ELECTION Jessup W-02 P-01,,DEM,JOANN MERLI,1,302,228,74,0
Lackawanna,Jessup W-02 P-01,JUDGE OF ELECTION Jessup W-02 P-01,,REP,KEVIN CLARK,1,143,132,11,0
Lackawanna,Jessup W-02 P-01,JUDGE OF ELECTION Jessup W-02 P-01,,,Write-In Totals,1,1,1,0,0
Lackawanna,Jessup W-02 P-01,INSPECTOR OF ELECTION Jessup W-02 P-01,,DEM,LORRAINE ZILLA,1,312,239,73,0
Lackawanna,Jessup W-02 P-01,INSPECTOR OF ELECTION Jessup W-02 P-01,,REP,JO MAYER,1,125,114,11,0
Lackawanna,Jessup W-02 P-01,INSPECTOR OF ELECTION Jessup W-02 P-01,,,Write-In Totals,1,1,1,0,0
Lackawanna,Jessup W-02 P-01,SUPREME COURT RETENTION - CHRISTINE DONOHUE,,,YES,1,313,243,70,0
Lackawanna,Jessup W-02 P-01,SUPREME COURT RETENTION - CHRISTINE DONOHUE,,,NO,1,139,128,11,0
Lackawanna,Jessup W-02 P-01,SUPREME COURT RETENTION - KEVIN M. DOUGHERTY,,,YES,1,314,245,69,0
Lackawanna,Jessup W-02 P-01,SUPREME COURT RETENTION - KEVIN M. DOUGHERTY,,,NO,1,138,126,12,0
Lackawanna,Jessup W-02 P-01,SUPREME COURT RETENTION - DAVID WECHT,,,YES,1,306,239,67,0
Lackawanna,Jessup W-02 P-01,SUPREME COURT RETENTION - DAVID WECHT,,,NO,1,144,129,15,0
Lackawanna,Jessup W-02 P-01,SUPERIOR COURT RETENTION - ALICE BECK DUBOW,,,YES,1,269,208,61,0
Lackawanna,Jessup W-02 P-01,SUPERIOR COURT RETENTION - ALICE BECK DUBOW,,,NO,1,149,133,16,0
Lackawanna,Jessup W-02 P-01,COMMONWEALTH COURT RETENTION - MICHAEL H. WOJCIK,,,YES,1,269,211,58,0
Lackawanna,Jessup W-02 P-01,COMMONWEALTH COURT RETENTION - MICHAEL H. WOJCIK,,,NO,1,148,128,20,0
Lackawanna,Jessup W-02 P-01,COURT OF COMMON PLEAS RETENTION - ANDY JARBOLA,,,YES,1,328,263,65,0
Lackawanna,Jessup W-02 P-01,COURT OF COMMON PLEAS RETENTION - ANDY JARBOLA,,,NO,1,115,98,17,0
Lackawanna,Jessup W-03 P-01,,,,Registered Voters,,910,,,
Lackawanna,Jessup W-03 P-01,,,,Ballots Cast,,501,381,120,0
Lackawanna,Jessup W-03 P-01,,,,Ballots Cast - Blank,,0,0,0,0
Lackawanna,Jessup W-03 P-01,JUDGE OF THE SUPERIOR COURT,,DEM,BRANDON NEUMAN,1,299,207,92,0
Lackawanna,Jessup W-03 P-01,JUDGE OF THE SUPERIOR COURT,,REP,MARIA BATTISTA,1,150,131,19,0
Lackawanna,Jessup W-03 P-01,JUDGE OF THE SUPERIOR COURT,,LIB,DANIEL WASSMER,1,13,11,2,0
Lackawanna,Jessup W-03 P-01,JUDGE OF THE SUPERIOR COURT,,,Write-In Totals,1,0,0,0,0
Lackawanna,Jessup W-03 P-01,JUDGE OF THE COMMONWEALTH COURT,,DEM,STELLA TSAI,1,306,215,91,0
Lackawanna,Jessup W-03 P-01,JUDGE OF THE COMMONWEALTH COURT,,REP,MATT WOLFORD,1,146,124,22,0
Lackawanna,Jessup W-03 P-01,JUDGE OF THE COMMONWEALTH COURT,,,Write-In Totals,1,0,0,0,0
Lackawanna,Jessup W-03 P-01,JUDGE OF THE COURT OF COMMON PLEAS,,DNR,MARK POWELL,1,422,315,107,0
Lackawanna,Jessup W-03 P-01,JUDGE OF THE COURT OF COMMON PLEAS,,,Write-In Totals,1,2,1,1,0
Lackawanna,Jessup W-03 P-01,COUNTY COMMISSIONER TWO YEAR UNEXPIRED TERM,,DEM,THOM WELBY,1,114,81,33,0
Lackawanna,Jessup W-03 P-01,COUNTY COMMISSIONER TWO YEAR UNEXPIRED TERM,,REP,CHET MERLI,1,113,99,14,0
Lackawanna,Jessup W-03 P-01,COUNTY COMMISSIONER TWO YEAR UNEXPIRED TERM,,AAI,MICHAEL P. CAPPELLINI,1,263,194,69,0
Lackawanna,Jessup W-03 P-01,COUNTY COMMISSIONER TWO YEAR UNEXPIRED TERM,,,Write-In Totals,1,1,1,0,0
Lackawanna,Jessup W-03 P-01,CLERK OF JUDICIAL RECORDS TWO YEAR UNEXPIRED TERM,,DEM,LAUREN BIEBER MAILEN,1,214,157,57,0
Lackawanna,Jessup W-03 P-01,CLERK OF JUDICIAL RECORDS TWO YEAR UNEXPIRED TERM,,REP,SUSANNE PREAMBO GREEN,1,118,104,14,0
Lackawanna,Jessup W-03 P-01,CLERK OF JUDICIAL RECORDS TWO YEAR UNEXPIRED TERM,,,Write-In Totals,1,0,0,0,0
Lackawanna,Jessup W-03 P-01,DISTRICT ATTORNEY,,DNR,BRIAN GALLAGHER,1,406,295,111,0
Lackawanna,Jessup W-03 P-01,DISTRICT ATTORNEY,,,Write-In Totals,1,2,2,0,0
Lackawanna,Jessup W-03 P-01,SHERIFF,,DEM,MARK P. MCANDREW,1,403,289,114,0
Lackawanna,Jessup W-03 P-01,SHERIFF,,REP,GLENN CAPMAN,1,80,74,6,0
Lackawanna,Jessup W-03 P-01,SHERIFF,,,Write-In Totals,1,0,0,0,0
Lackawanna,Jessup W-03 P-01,RECORDER OF DEEDS,,DEM,EVIE RAFALKO MCNULTY,1,345,244,101,0
Lackawanna,Jessup W-03 P-01,RECORDER OF DEEDS,,REP,SHARON SOLTIS SPARANO,1,126,111,15,0
Lackawanna,Jessup W-03 P-01,RECORDER OF DEEDS,,,Write-In Totals,1,0,0,0,0
Lackawanna,Jessup W-03 P-01,REGISTER OF WILLS,,DEM,FRAN KOVALESKI,1,341,241,100,0
Lackawanna,Jessup W-03 P-01,REGISTER OF WILLS,,REP,VANESSA LIENERT,1,119,106,13,0
Lackawanna,Jessup W-03 P-01,REGISTER OF WILLS,,,Write-In Totals,1,0,0,0,0
Lackawanna,Jessup W-03 P-01,MAYOR JESSUP,,DNR,JOSEPH J. BUCKSHON JR.,1,411,309,102,0
Lackawanna,Jessup W-03 P-01,MAYOR JESSUP,,,Write-In Totals,1,6,6,0,0
Lackawanna,Jessup W-03 P-01,TAX COLLECTOR JESSUP,,DNR,GENEVIEVE LUPINI,1,441,333,108,0
Lackawanna,Jessup W-03 P-01,TAX COLLECTOR JESSUP,,,Write-In Totals,1,3,3,0,0
Lackawanna,Jessup W-03 P-01,CONTROLLER JESSUP,,DNR,BEN CARDONI,1,426,318,108,0
Lackawanna,Jessup W-03 P-01,CONTROLLER JESSUP,,,Write-In Totals,1,5,5,0,0
Lackawanna,Jessup W-03 P-01,COUNCIL JESSUP,,DNR,GREGG BETTI,4,370,275,95,0
Lackawanna,Jessup W-03 P-01,COUNCIL JESSUP,,DNR,THOMAS J. FIORELLI III,4,306,211,95,0
Lackawanna,Jessup W-03 P-01,COUNCIL JESSUP,,DNR,ROBBIE MARTIN,4,376,281,95,0
Lackawanna,Jessup W-03 P-01,COUNCIL JESSUP,,DEM,RONALD RICHARD KORDISH,4,244,166,78,0
Lackawanna,Jessup W-03 P-01,COUNCIL JESSUP,,REP,ROBERTA PITONIAK GALATI,4,161,123,38,0
Lackawanna,Jessup W-03 P-01,COUNCIL JESSUP,,,Write-In Totals,4,11,8,3,0
Lackawanna,Jessup W-03 P-01,VALLEY VIEW SCHOOL DIRECTOR REGION 3,,DNR,DOMINICK J. PERINI,1,409,307,102,0
Lackawanna,Jessup W-03 P-01,VALLEY VIEW SCHOOL DIRECTOR REGION 3,,,Write-In Totals,1,5,4,1,0
Lackawanna,Jessup W-03 P-01,JUDGE OF ELECTION Jessup W-03 P-01,,DEM,KEN MARCHEGIANI,1,444,335,109,0
Lackawanna,Jessup W-03 P-01,JUDGE OF ELECTION Jessup W-03 P-01,,,Write-In Totals,1,2,1,1,0
Lackawanna,Jessup W-03 P-01,INSPECTOR OF ELECTION Jessup W-03 P-01,,DEM,BEV CARDONI,1,400,293,107,0
Lackawanna,Jessup W-03 P-01,INSPECTOR OF ELECTION Jessup W-03 P-01,,,Write-In Totals,1,11,10,1,0
Lackawanna,Jessup W-03 P-01,SUPREME COURT RETENTION - CHRISTINE DONOHUE,,,YES,1,326,240,86,0
Lackawanna,Jessup W-03 P-01,SUPREME COURT RETENTION - CHRISTINE DONOHUE,,,NO,1,137,115,22,0
Lackawanna,Jessup W-03 P-01,SUPREME COURT RETENTION - KEVIN M. DOUGHERTY,,,YES,1,337,248,89,0
Lackawanna,Jessup W-03 P-01,SUPREME COURT RETENTION - KEVIN M. DOUGHERTY,,,NO,1,131,109,22,0
Lackawanna,Jessup W-03 P-01,SUPREME COURT RETENTION - DAVID WECHT,,,YES,1,330,242,88,0
Lackawanna,Jessup W-03 P-01,SUPREME COURT RETENTION - DAVID WECHT,,,NO,1,133,111,22,0
Lackawanna,Jessup W-03 P-01,SUPERIOR COURT RETENTION - ALICE BECK DUBOW,,,YES,1,303,224,79,0
Lackawanna,Jessup W-03 P-01,SUPERIOR COURT RETENTION - ALICE BECK DUBOW,,,NO,1,142,115,27,0
Lackawanna,Jessup W-03 P-01,COMMONWEALTH COURT RETENTION - MICHAEL H. WOJCIK,,,YES,1,305,223,82,0
Lackawanna,Jessup W-03 P-01,COMMONWEALTH COURT RETENTION - MICHAEL H. WOJCIK,,,NO,1,135,111,24,0
Lackawanna,Jessup W-03 P-01,COURT OF COMMON PLEAS RETENTION - ANDY JARBOLA,,,YES,1,340,247,93,0
Lackawanna,Jessup W-03 P-01,COURT OF COMMON PLEAS RETENTION - ANDY JARBOLA,,,NO,1,119,101,18,0
Lackawanna,Jessup W-03 P-02,,,,Registered Voters,,641,,,
Lackawanna,Jessup W-03 P-02,,,,Ballots Cast,,328,237,91,0
Lackawanna,Jessup W-03 P-02,,,,Ballots Cast - Blank,,1,1,0,0
Lackawanna,Jessup W-03 P-02,JUDGE OF THE SUPERIOR COURT,,DEM,BRANDON NEUMAN,1,199,133,66,0
Lackawanna,Jessup W-03 P-02,JUDGE OF THE SUPERIOR COURT,,REP,MARIA BATTISTA,1,96,81,15,0
Lackawanna,Jessup W-03 P-02,JUDGE OF THE SUPERIOR COURT,,LIB,DANIEL WASSMER,1,5,3,2,0
Lackawanna,Jessup W-03 P-02,JUDGE OF THE SUPERIOR COURT,,,Write-In Totals,1,0,0,0,0
Lackawanna,Jessup W-03 P-02,JUDGE OF THE COMMONWEALTH COURT,,DEM,STELLA TSAI,1,201,136,65,0
Lackawanna,Jessup W-03 P-02,JUDGE OF THE COMMONWEALTH COURT,,REP,MATT WOLFORD,1,97,79,18,0
Lackawanna,Jessup W-03 P-02,JUDGE OF THE COMMONWEALTH COURT,,,Write-In Totals,1,0,0,0,0
Lackawanna,Jessup W-03 P-02,JUDGE OF THE COURT OF COMMON PLEAS,,DNR,MARK POWELL,1,277,199,78,0
Lackawanna,Jessup W-03 P-02,JUDGE OF THE COURT OF COMMON PLEAS,,,Write-In Totals,1,4,1,3,0
Lackawanna,Jessup W-03 P-02,COUNTY COMMISSIONER TWO YEAR UNEXPIRED TERM,,DEM,THOM WELBY,1,77,54,23,0
Lackawanna,Jessup W-03 P-02,COUNTY COMMISSIONER TWO YEAR UNEXPIRED TERM,,REP,CHET MERLI,1,67,60,7,0
Lackawanna,Jessup W-03 P-02,COUNTY COMMISSIONER TWO YEAR UNEXPIRED TERM,,AAI,MICHAEL P. CAPPELLINI,1,180,121,59,0
Lackawanna,Jessup W-03 P-02,COUNTY COMMISSIONER TWO YEAR UNEXPIRED TERM,,,Write-In Totals,1,1,1,0,0
Lackawanna,Jessup W-03 P-02,CLERK OF JUDICIAL RECORDS TWO YEAR UNEXPIRED TERM,,DEM,LAUREN BIEBER MAILEN,1,139,89,50,0
Lackawanna,Jessup W-03 P-02,CLERK OF JUDICIAL RECORDS TWO YEAR UNEXPIRED TERM,,REP,SUSANNE PREAMBO GREEN,1,77,65,12,0
Lackawanna,Jessup W-03 P-02,CLERK OF JUDICIAL RECORDS TWO YEAR UNEXPIRED TERM,,,Write-In Totals,1,0,0,0,0
Lackawanna,Jessup W-03 P-02,DISTRICT ATTORNEY,,DNR,BRIAN GALLAGHER,1,269,195,74,0
Lackawanna,Jessup W-03 P-02,DISTRICT ATTORNEY,,,Write-In Totals,1,2,1,1,0
Lackawanna,Jessup W-03 P-02,SHERIFF,,DEM,MARK P. MCANDREW,1,264,180,84,0
Lackawanna,Jessup W-03 P-02,SHERIFF,,REP,GLENN CAPMAN,1,56,49,7,0
Lackawanna,Jessup W-03 P-02,SHERIFF,,,Write-In Totals,1,0,0,0,0
Lackawanna,Jessup W-03 P-02,RECORDER OF DEEDS,,DEM,EVIE RAFALKO MCNULTY,1,231,157,74,0
Lackawanna,Jessup W-03 P-02,RECORDER OF DEEDS,,REP,SHARON SOLTIS SPARANO,1,78,64,14,0
Lackawanna,Jessup W-03 P-02,RECORDER OF DEEDS,,,Write-In Totals,1,0,0,0,0
Lackawanna,Jessup W-03 P-02,REGISTER OF WILLS,,DEM,FRAN KOVALESKI,1,215,145,70,0
Lackawanna,Jessup W-03 P-02,REGISTER OF WILLS,,REP,VANESSA LIENERT,1,76,65,11,0
Lackawanna,Jessup W-03 P-02,REGISTER OF WILLS,,,Write-In Totals,1,0,0,0,0
Lackawanna,Jessup W-03 P-02,MAYOR JESSUP,,DNR,JOSEPH J. BUCKSHON JR.,1,272,191,81,0
Lackawanna,Jessup W-03 P-02,MAYOR JESSUP,,,Write-In Totals,1,9,7,2,0
