county,precinct,office,district,party,candidate,votes,election_day,mail,provisional,vote_for
Juniata,Beale Township,Registered Voters,,,,476,,,,
Juniata,Beale Township,Ballots Cast,,,,225,212,13,0,
Juniata,Beale Township,Ballots Cast Blank,,,,0,0,0,0,
Juniata,Beale Township,Judge of the Superior Court,,DEM,BRANDON NEUMAN,43,34,9,0,1
Juniata,Beale Township,Judge of the Superior Court,,REP,MARIA BATTISTA,174,170,4,0,1
Juniata,Beale Township,Judge of the Superior Court,,LBR,DANIEL WASSMER,3,3,0,0,1
Juniata,Beale Township,Judge of the Superior Court,,,Write-ins,0,0,0,0,1
Juniata,Beale Township,Judge of the Superior Court,,,Overvotes,0,0,0,0,1
Juniata,Beale Township,Judge of the Superior Court,,,Undervotes,5,5,0,0,1
Juniata,Beale Township,Judge of the Commonwealth Court,,DEM,STELLA TSAI,47,38,9,0,1
Juniata,Beale Township,Judge of the Commonwealth Court,,REP,MATT WOLFORD,173,169,4,0,1
Juniata,Beale Township,Judge of the Commonwealth Court,,,Write-ins,0,0,0,0,1
Juniata,Beale Township,Judge of the Commonwealth Court,,,Overvotes,0,0,0,0,1
Juniata,Beale Township,Judge of the Commonwealth Court,,,Undervotes,5,5,0,0,1
Juniata,Beale Township,Sheriff,,REP,JOSHUA STIMELING,188,183,5,0,1
Juniata,Beale Township,Sheriff,,,Write-ins,3,3,0,0,1
Juniata,Beale Township,Sheriff,,,Overvotes,0,0,0,0,1
Juniata,Beale Township,Sheriff,,,Undervotes,34,26,8,0,1
Juniata,Beale Township,Register and Recorder,,REP,ALICIA ANSTINE SEIGLER,199,192,7,0,1
Juniata,Beale Township,Register and Recorder,,,Write-ins,0,0,0,0,1
Juniata,Beale Township,Register and Recorder,,,Overvotes,0,0,0,0,1
Juniata,Beale Township,Register and Recorder,,,Undervotes,26,20,6,0,1
Juniata,Beale Township,Treasurer,,REP,LAURIE S. HOWER,196,189,7,0,1
Juniata,Beale Township,Treasurer,,,Write-ins,0,0,0,0,1
Juniata,Beale Township,Treasurer,,,Overvotes,0,0,0,0,1
Juniata,Beale Township,Treasurer,,,Undervotes,29,23,6,0,1
Juniata,Beale Township,Township Supervisor,Beale,,Write-ins,97,95,2,0,1
Juniata,Beale Township,Township Supervisor,Beale,,Overvotes,0,0,0,0,1
Juniata,Beale Township,Township Supervisor,Beale,,Undervotes,128,117,11,0,1
Juniata,Beale Township,Township Auditor,Beale,,Write-ins,30,28,2,0,1
Juniata,Beale Township,Township Auditor,Beale,,Overvotes,0,0,0,0,1
Juniata,Beale Township,Township Auditor,Beale,,Undervotes,195,184,11,0,1
Juniata,Beale Township,Tax Collector,Beale Township,REP,ROSA L. SWARTZ,198,193,5,0,1
Juniata,Beale Township,Tax Collector,Beale Township,,Write-ins,3,1,2,0,1
Juniata,Beale Township,Tax Collector,Beale Township,,Overvotes,0,0,0,0,1
Juniata,Beale Township,Tax Collector,Beale Township,,Undervotes,24,18,6,0,1
Juniata,Beale Township,Judge of Elections,Beale Township,DEM,LINDA E. PARTNER,176,164,12,0,1
Juniata,Beale Township,Judge of Elections,Beale Township,,Write-ins,7,7,0,0,1
Juniata,Beale Township,Judge of Elections,Beale Township,,Overvotes,0,0,0,0,1
Juniata,Beale Township,Judge of Elections,Beale Township,,Undervotes,42,41,1,0,1
Juniata,Beale Township,Inspector of Elections,Beale Township,DEM,HELEN W. HENRY,88,79,9,0,1
Juniata,Beale Township,Inspector of Elections,Beale Township,REP,JANET M. DIETRICH,135,131,4,0,1
Juniata,Beale Township,Inspector of Elections,Beale Township,,Write-ins,0,0,0,0,1
Juniata,Beale Township,Inspector of Elections,Beale Township,,Overvotes,0,0,0,0,1
Juniata,Beale Township,Inspector of Elections,Beale Township,,Undervotes,2,2,0,0,1
Juniata,Beale Township,Supreme Court Retention - Christine Donohue,,,Yes,66,56,10,0,1
Juniata,Beale Township,Supreme Court Retention - Christine Donohue,,,No,152,149,3,0,1
Juniata,Beale Township,Supreme Court Retention - Christine Donohue,,,Overvotes,0,0,0,0,1
Juniata,Beale Township,Supreme Court Retention - Christine Donohue,,,Undervotes,7,7,0,0,1
Juniata,Beale Township,Supreme Court Retention - Kevin M. Dougherty,,,Yes,68,58,10,0,1
Juniata,Beale Township,Supreme Court Retention - Kevin M. Dougherty,,,No,150,147,3,0,1
Juniata,Beale Township,Supreme Court Retention - Kevin M. Dougherty,,,Overvotes,0,0,0,0,1
Juniata,Beale Township,Supreme Court Retention - Kevin M. Dougherty,,,Undervotes,7,7,0,0,1
Juniata,Beale Township,Supreme Court Retention - David Wecht,,,Yes,67,57,10,0,1
Juniata,Beale Township,Supreme Court Retention - David Wecht,,,No,150,147,3,0,1
Juniata,Beale Township,Supreme Court Retention - David Wecht,,,Overvotes,0,0,0,0,1
Juniata,Beale Township,Supreme Court Retention - David Wecht,,,Undervotes,8,8,0,0,1
Juniata,Beale Township,Superior Court Retention - Alice Beck Dubow,,,Yes,70,62,8,0,1
Juniata,Beale Township,Superior Court Retention - Alice Beck Dubow,,,No,143,139,4,0,1
Juniata,Beale Township,Superior Court Retention - Alice Beck Dubow,,,Overvotes,1,1,0,0,1
Juniata,Beale Township,Superior Court Retention - Alice Beck Dubow,,,Undervotes,11,10,1,0,1
Juniata,Beale Township,Commonwealth Court Retention - Michael H. Wojcik,,,Yes,75,67,8,0,1
Juniata,Beale Township,Commonwealth Court Retention - Michael H. Wojcik,,,No,139,135,4,0,1
Juniata,Beale Township,Commonwealth Court Retention - Michael H. Wojcik,,,Overvotes,0,0,0,0,1
Juniata,Beale Township,Commonwealth Court Retention - Michael H. Wojcik,,,Undervotes,11,10,1,0,1
Juniata,Delaware Township,Registered Voters,,,,949,,,,
Juniata,Delaware Township,Ballots Cast,,,,412,359,52,1,
Juniata,Delaware Township,Ballots Cast Blank,,,,1,1,0,0,
Juniata,Delaware Township,Judge of the Superior Court,,DEM,BRANDON NEUMAN,71,48,22,1,1
Juniata,Delaware Township,Judge of the Superior Court,,REP,MARIA BATTISTA,323,294,29,0,1
Juniata,Delaware Township,Judge of the Superior Court,,LBR,DANIEL WASSMER,8,7,1,0,1
Juniata,Delaware Township,Judge of the Superior Court,,,Write-ins,0,0,0,0,1
Juniata,Delaware Township,Judge of the Superior Court,,,Overvotes,0,0,0,0,1
Juniata,Delaware Township,Judge of the Superior Court,,,Undervotes,10,10,0,0,1
Juniata,Delaware Township,Judge of the Commonwealth Court,,DEM,STELLA TSAI,71,49,22,0,1
Juniata,Delaware Township,Judge of the Commonwealth Court,,REP,MATT WOLFORD,333,303,29,1,1
Juniata,Delaware Township,Judge of the Commonwealth Court,,,Write-ins,0,0,0,0,1
Juniata,Delaware Township,Judge of the Commonwealth Court,,,Overvotes,0,0,0,0,1
Juniata,Delaware Township,Judge of the Commonwealth Court,,,Undervotes,8,7,1,0,1
Juniata,Delaware Township,Sheriff,,REP,JOSHUA STIMELING,366,326,39,1,1
Juniata,Delaware Township,Sheriff,,,Write-ins,5,5,0,0,1
Juniata,Delaware Township,Sheriff,,,Overvotes,1,1,0,0,1
Juniata,Delaware Township,Sheriff,,,Undervotes,40,27,13,0,1
Juniata,Delaware Township,Register and Recorder,,REP,ALICIA ANSTINE SEIGLER,374,331,42,1,1
Juniata,Delaware Township,Register and Recorder,,,Write-ins,2,2,0,0,1
Juniata,Delaware Township,Register and Recorder,,,Overvotes,0,0,0,0,1
Juniata,Delaware Township,Register and Recorder,,,Undervotes,36,26,10,0,1
Juniata,Delaware Township,Treasurer,,REP,LAURIE S. HOWER,372,329,42,1,1
Juniata,Delaware Township,Treasurer,,,Write-ins,0,0,0,0,1
Juniata,Delaware Township,Treasurer,,,Overvotes,1,1,0,0,1
Juniata,Delaware Township,Treasurer,,,Undervotes,39,29,10,0,1
Juniata,Delaware Township,Magisterial District Judge,41-3-01,DAR,TRACY L. POWELL,331,292,38,1,1
Juniata,Delaware Township,Magisterial District Judge,41-3-01,,Write-ins,16,15,1,0,1
Juniata,Delaware Township,Magisterial District Judge,41-3-01,,Overvotes,0,0,0,0,1
Juniata,Delaware Township,Magisterial District Judge,41-3-01,,Undervotes,65,52,13,0,1
Juniata,Delaware Township,Township Supervisor,Delaware,REP,DOUGLAS L. ROUSH,348,308,39,1,1
Juniata,Delaware Township,Township Supervisor,Delaware,,Write-ins,12,11,1,0,1
Juniata,Delaware Township,Township Supervisor,Delaware,,Overvotes,0,0,0,0,1
Juniata,Delaware Township,Township Supervisor,Delaware,,Undervotes,52,40,12,0,1
Juniata,Delaware Township,Township Auditor,Delaware,REP,KIMBERLY A. HART,376,334,41,1,1
Juniata,Delaware Township,Township Auditor,Delaware,,Write-ins,3,3,0,0,1
Juniata,Delaware Township,Township Auditor,Delaware,,Overvotes,0,0,0,0,1
Juniata,Delaware Township,Township Auditor,Delaware,,Undervotes,33,22,11,0,1
Juniata,Delaware Township,Tax Collector,Delaware Township,REP,NANCY E. DIEM,379,332,46,1,1
Juniata,Delaware Township,Tax Collector,Delaware Township,,Write-ins,1,1,0,0,1
Juniata,Delaware Township,Tax Collector,Delaware Township,,Overvotes,0,0,0,0,1
Juniata,Delaware Township,Tax Collector,Delaware Township,,Undervotes,32,26,6,0,1
Juniata,Delaware Township,Judge of Elections,Delaware Township,,Write-ins,33,31,2,0,1
Juniata,Delaware Township,Judge of Elections,Delaware Township,,Overvotes,0,0,0,0,1
Juniata,Delaware Township,Judge of Elections,Delaware Township,,Undervotes,379,328,50,1,1
Juniata,Delaware Township,Inspector of Elections,Delaware Township,,Write-ins,22,20,2,0,1
Juniata,Delaware Township,Inspector of Elections,Delaware Township,,Overvotes,0,0,0,0,1
Juniata,Delaware Township,Inspector of Elections,Delaware Township,,Undervotes,390,339,50,1,1
Juniata,Delaware Township,Supreme Court Retention - Christine Donohue,,,Yes,104,82,22,0,1
Juniata,Delaware Township,Supreme Court Retention - Christine Donohue,,,No,291,262,29,0,1
Juniata,Delaware Township,Supreme Court Retention - Christine Donohue,,,Overvotes,1,0,0,1,1
Juniata,Delaware Township,Supreme Court Retention - Christine Donohue,,,Undervotes,16,15,1,0,1
Juniata,Delaware Township,Supreme Court Retention - Kevin M. Dougherty,,,Yes,108,84,24,0,1
Juniata,Delaware Township,Supreme Court Retention - Kevin M. Dougherty,,,No,286,259,27,0,1
