county,precinct,office,district,party,candidate,votes,election_day,mail,provisional,vote_for
Centre,1 Bellefonte North,Ballots Cast,,,,273,227,46,0,
Centre,1 Bellefonte North,Judge of the Superior Court,,,BRANDON NEUMAN,168,135,33,0,1
Centre,1 Bellefonte North,Judge of the Superior Court,,,MARIA BATTISTA,96,85,11,0,1
Centre,1 Bellefonte North,Judge of the Superior Court,,,DANIEL WASSMER,3,3,0,0,1
Centre,1 Bellefonte North,Judge of the Superior Court,,,Write-ins,0,0,0,0,1
Centre,1 Bellefonte North,Judge of the Commonwealth Court,,,STELLA TSAI,170,135,35,0,1
Centre,1 Bellefonte North,Judge of the Commonwealth Court,,,MATT WOLFORD,98,88,10,0,1
Centre,1 Bellefonte North,Judge of the Commonwealth Court,,,Write-ins,0,0,0,0,1
Centre,1 Bellefonte North,District Attorney,,,BERNIE CANTORNA,225,187,38,0,1
Centre,1 Bellefonte North,District Attorney,,,Write-ins,6,6,0,0,1
Centre,1 Bellefonte North,Jury Commissioner,,,SHELLEY L THOMPSON,162,130,32,0,1
Centre,1 Bellefonte North,Jury Commissioner,,,HOPE P MILLER,102,91,11,0,1
Centre,1 Bellefonte North,Jury Commissioner,,,Write-ins,0,0,0,0,1
Centre,1 Bellefonte North,Magisterial District Judge,49-3-02,,KELLEY GILLETTE-WALKER,227,191,36,0,1
Centre,1 Bellefonte North,Magisterial District Judge,49-3-02,,Write-ins,2,2,0,0,1
Centre,1 Bellefonte North,Mayor,Bellefonte Borough,,GENE D JOHNSON,226,192,34,0,1
Centre,1 Bellefonte North,Mayor,Bellefonte Borough,,Write-ins,4,3,1,0,1
Centre,1 Bellefonte North,Borough Council,Bellefonte Ward 1,,CLAUDIA E WILSON,163,126,37,0,2
Centre,1 Bellefonte North,Borough Council,Bellefonte Ward 1,,JON EATON,150,121,29,0,2
Centre,1 Bellefonte North,Borough Council,Bellefonte Ward 1,,RITA PURNELL,105,96,9,0,2
Centre,1 Bellefonte North,Borough Council,Bellefonte Ward 1,,KIMBERLY K SHENK,92,85,7,0,2
Centre,1 Bellefonte North,Borough Council,Bellefonte Ward 1,,Write-ins,0,0,0,0,2
Centre,1 Bellefonte North,Tax Collector,Bellefonte Borough,,DEBRA BURGER,236,200,36,0,1
Centre,1 Bellefonte North,Tax Collector,Bellefonte Borough,,Write-ins,1,0,1,0,1
Centre,1 Bellefonte North,School Director,Bellefonte,,JOE YECH,177,139,38,0,4
Centre,1 Bellefonte North,School Director,Bellefonte,,KRISTIN LYONS,133,115,18,0,4
Centre,1 Bellefonte North,School Director,Bellefonte,,NATE CAMPBELL,119,107,12,0,4
Centre,1 Bellefonte North,School Director,Bellefonte,,JON GUIZAR,119,106,13,0,4
Centre,1 Bellefonte North,School Director,Bellefonte,,Write-ins,61,52,9,0,4
Centre,1 Bellefonte North,Judge of Elections,,,BYRON ZEIGLER,219,182,37,0,1
Centre,1 Bellefonte North,Judge of Elections,,,Write-ins,2,1,1,0,1
Centre,1 Bellefonte North,Inspector of Elections,,,ANTHONY EDMONDSON,215,179,36,0,1
Centre,1 Bellefonte North,Inspector of Elections,,,Write-ins,2,1,1,0,1
Centre,1 Bellefonte North,Supreme Court Retention - Christine Donohue,,,Yes,172,136,36,0,1
Centre,1 Bellefonte North,Supreme Court Retention - Christine Donohue,,,No,90,82,8,0,1
Centre,1 Bellefonte North,Supreme Court Retention - Kevin M Dougherty,,,Yes,171,135,36,0,1
Centre,1 Bellefonte North,Supreme Court Retention - Kevin M Dougherty,,,No,91,83,8,0,1
Centre,1 Bellefonte North,Supreme Court Retention - David Wecht,,,Yes,167,131,36,0,1
Centre,1 Bellefonte North,Supreme Court Retention - David Wecht,,,No,93,85,8,0,1
Centre,1 Bellefonte North,Superior Court Retention - Alice Beck Dubow,,,Yes,174,139,35,0,1
Centre,1 Bellefonte North,Superior Court Retention - Alice Beck Dubow,,,No,82,74,8,0,1
