county,precinct,office,district,party,candidate,votes,election_day,mail,provisional,vote_for
Lancaster,0100 City 1,Judge of the Superior Court,,DEM,Brandon Neuman,227,142,82,3,1
Lancaster,0100 City 1,Judge of the Superior Court,,REP,Maria Battista,25,21,3,1,1
Lancaster,0100 City 1,Judge of the Superior Court,,LBR,Daniel Wassmer,4,3,1,0,1
Lancaster,0100 City 1,Judge of the Superior Court,,,Write-ins,0,0,0,0,1
Lancaster,0100 City 1,Judge of the Commonwealth Court,,DEM,Stella Tsai,234,147,84,3,1
Lancaster,0100 City 1,Judge of the Commonwealth Court,,REP,Matt Wolford,23,19,3,1,1
Lancaster,0100 City 1,Judge of the Commonwealth Court,,,Write-ins,0,0,0,0,1
Lancaster,0100 City 1,County Controller,,REP,Scott Wiglesworth,90,63,25,2,1
Lancaster,0100 City 1,County Controller,,,Write-ins,8,6,2,0,1
Lancaster,0100 City 1,Recorder of Deeds,,REP,Ann M Hess,90,62,26,2,1
Lancaster,0100 City 1,Recorder of Deeds,,,Write-ins,9,6,3,0,1
Lancaster,0100 City 1,School Director Lancaster,,DEM,Luis Morales,204,129,72,3,1
Lancaster,0100 City 1,School Director Lancaster,,DEM,Anita Pilkerton-Plumb,136,79,56,1,1
Lancaster,0100 City 1,School Director Lancaster,,DEM,Jennifer Eaton,208,129,77,2,1
Lancaster,0100 City 1,School Director Lancaster,,DEM,David Parry,181,112,68,1,1
Lancaster,0100 City 1,School Director Lancaster,,REP,Anita Pilkerton-Plumb,0,0,0,0,1
Lancaster,0100 City 1,School Director Lancaster,,,Write-ins,2,1,1,0,1
Lancaster,0100 City 1,School Director Lancaster - 2 Yr,,DEM,Denisha Gantz,224,142,79,3,1
Lancaster,0100 City 1,School Director Lancaster - 2 Yr,,,Write-ins,1,0,1,0,1
Lancaster,0100 City 1,Mayor Lancaster City,,DEM,Jaime Arroyo,222,141,78,3,1
Lancaster,0100 City 1,Mayor Lancaster City,,GRN,Tony Dastra,23,15,7,1,1
Lancaster,0100 City 1,Mayor Lancaster City,,,J S Woody Chandler,6,6,0,0,1
Lancaster,0100 City 1,Mayor Lancaster City,,,Write-ins,0,0,0,0,1
Lancaster,0100 City 1,City Council Lancaster City,,DEM,Ahmed Ahmed,193,117,75,1,1
Lancaster,0100 City 1,City Council Lancaster City,,DEM,Marshall Miller,179,110,65,4,1
Lancaster,0100 City 1,City Council Lancaster City,,DEM,Amos Stoltzfus,188,114,72,2,1
Lancaster,0100 City 1,City Council Lancaster City,,DEM,Nancy I Millan,181,113,66,2,1
Lancaster,0100 City 1,City Council Lancaster City,,GRN,Tony Dastra,59,41,17,1,1
Lancaster,0100 City 1,City Council Lancaster City,,,Write-ins,3,1,1,1,1
Lancaster,0100 City 1,Controller Lancaster City,,DEM,Randall Grossman,223,142,78,3,1
Lancaster,0100 City 1,Controller Lancaster City,,,Write-ins,0,0,0,0,1
Lancaster,0100 City 1,Judge of Election Lancaster City - 1-1,,,Write-ins,0,0,0,0,1
Lancaster,0100 City 1,Judge of Election Lancaster City - 1-1,,,Adam Taylor,1,1,0,0,1
Lancaster,0100 City 1,Judge of Election Lancaster City - 1-1,,,Adrienne Atlee,1,1,0,0,1
Lancaster,0100 City 1,Judge of Election Lancaster City - 1-1,,,Darlene Byrd,1,0,1,0,1
Lancaster,0100 City 1,Judge of Election Lancaster City - 1-1,,,Joe Blauberg,1,1,0,0,1
Lancaster,0100 City 1,Judge of Election Lancaster City - 1-1,,,Kevin Lynn,1,0,0,1,1
Lancaster,0100 City 1,Judge of Election Lancaster City - 1-1,,,Nemita Miller,1,1,0,0,1
Lancaster,0100 City 1,Judge of Election Lancaster City - 1-1,,,Stephanie Bennet,1,1,0,0,1
Lancaster,0100 City 1,Judge of Election Lancaster City - 1-1,,,Tim Mackey,1,0,1,0,1
Lancaster,0100 City 1,Judge of Election Lancaster City - 1-1,,,William H Clueley,1,1,0,0,1
Lancaster,0100 City 1,Inspector of Election Lancaster City - 1-1,,,Write-ins,0,0,0,0,1
Lancaster,0100 City 1,Inspector of Election Lancaster City - 1-1,,,Adam Taylor,1,1,0,0,1
Lancaster,0100 City 1,Inspector of Election Lancaster City - 1-1,,,Chris Ballentine,1,0,1,0,1
Lancaster,0100 City 1,Inspector of Election Lancaster City - 1-1,,,Kevin Lynn,1,0,0,1,1
Lancaster,0100 City 1,Justice of the Supreme Court Retention Election - Christine Donohue,,,Yes,232,147,82,3,1
Lancaster,0100 City 1,Justice of the Supreme Court Retention Election - Christine Donohue,,,No,20,16,3,1,1
Lancaster,0100 City 1,Justice of the Supreme Court Retention Election - Kevin M Dougherty,,,Yes,231,147,82,2,1
Lancaster,0100 City 1,Justice of the Supreme Court Retention Election - Kevin M Dougherty,,,No,20,15,3,2,1
Lancaster,0100 City 1,Justice of the Supreme Court Retention Election - David Wecht,,,Yes,231,146,82,3,1
Lancaster,0100 City 1,Justice of the Supreme Court Retention Election - David Wecht,,,No,20,16,3,1,1
Lancaster,0100 City 1,Judge of the Superior Court Retention Election - Alice Beck Dubow,,,Yes,211,131,77,3,1
Lancaster,0100 City 1,Judge of the Superior Court Retention Election - Alice Beck Dubow,,,No,26,21,4,1,1
Lancaster,0100 City 1,Judge of the Commonwealth Court Retention Election - Michael H Wojcik,,,Yes,197,123,71,3,1
Lancaster,0100 City 1,Judge of the Commonwealth Court Retention Election - Michael H Wojcik,,,No,32,24,7,1,1
Lancaster,0100 City 1,Judge of the Court of Common Pleas Retention Election - Dennis E Reinaker,,,Yes,147,100,44,3,1
Lancaster,0100 City 1,Judge of the Court of Common Pleas Retention Election - Dennis E Reinaker,,,No,75,44,30,1,1
Lancaster,0100 City 1,Judge of the Court of Common Pleas Retention Election - Thomas Boyd Sponaugle,,,Yes,151,103,45,3,1
