county,precinct,office,district,party,candidate,votes,election_day,mail,provisional
Perry,Blain Borough,Registered Voters,,,,139,,,
Perry,Blain Borough,Ballots Cast,,,,72,,,
Perry,Blain Borough,Judge OF THE Superior Court,,,Brandon Neuman,11,8,3,0
Perry,Blain Borough,Judge OF THE Superior Court,,,Maria Battista,59,59,0,0
Perry,Blain Borough,Judge OF THE Superior Court,,,Daniel Wassmer,2,2,0,0
Perry,Blain Borough,Judge OF THE Superior Court,,,Write-In,0,0,0,0
Perry,Blain Borough,Judge OF THE Commonwealth Court,,,Stella TSAI,11,8,3,0
Perry,Blain Borough,Judge OF THE Commonwealth Court,,,MATT Wolford,61,61,0,0
Perry,Blain Borough,Judge OF THE Commonwealth Court,,,Write-In,0,0,0,0
Perry,County,Sheriff,,,David A Hammar,68,67,1,0
Perry,County,Sheriff,,,Write-In,1,1,0,0
Perry,Blain,Blain Council 4 Year Term,,,Melissa A Turman,58,56,2,0
Perry,Blain,Blain Council 4 Year Term,,,JAKE A Saltzburg,59,57,2,0
Perry,Blain,Blain Council 4 Year Term,,,Write-In,3,3,0,0
Perry,Blain,Blain Council 4 Year Term,,,Write-In,1,1,0,0
Perry,Blain,Blain Council 4 Year Term,,,Write-In,0,0,0,0
Perry,Blain,Blain Mayor 4 Year Term,,,Donald L Smith SR,53,51,2,0
Perry,Blain,Blain Mayor 4 Year Term,,,Write-In,6,6,0,0
Perry,Blain,Blain TAX Collector 4 Year Term,,,Write-In,5,5,0,0
Perry,Blain,Blain Judge OF Election 4 Year Term,,,Sheila R Zehring,69,67,2,0
Perry,Blain,Blain Judge OF Election 4 Year Term,,,Write-In,1,1,0,0
Perry,Blain,Blain Inspector OF Election 4 Year Term,,,Patricia A Reisinger,63,60,3,0
Perry,Blain,Blain Inspector OF Election 4 Year Term,,,Write-In,8,8,0,0
Perry,WEST Perry SD REG III,WEST Perry SD REG III School Director 4 Year Term,Region III,,Write-In,43,42,1,0
Perry,WEST Perry SD REG III,WEST Perry SD REG III School Director 2 Year Term,Region III,,TINA Magaro,37,36,1,0
Perry,WEST Perry SD REG III,WEST Perry SD REG III School Director 2 Year Term,Region III,,Write-In,21,21,0,0
Perry,WEST Perry SD REG III,Supreme Court Retention Election Question - Donohue,,,Yes,15,13,2,0
Perry,WEST Perry SD REG III,Supreme Court Retention Election Question - Donohue,,,No,55,54,1,0
Perry,WEST Perry SD REG III,Supreme Court Retention Election Question - Dougherty,,,Yes,17,15,2,0
