county,precinct,office,district,party,candidate,votes,election_day,mail,provisional,vote_for
Huntingdon,Alexandria,Registered Voters,,,,262,,,,
Huntingdon,Alexandria,Ballots Cast,,,,111,100,11,0,
Huntingdon,Alexandria,Ballots Cast Blank,,,,0,0,0,0,
Huntingdon,Alexandria,Judge of the Superior Court,,DEM,BRANDON NEUMAN,40,34,6,0,1
Huntingdon,Alexandria,Judge of the Superior Court,,REP,MARIA BATTISTA,64,60,4,0,1
Huntingdon,Alexandria,Judge of the Superior Court,,LBR,DANIEL WASSMER,3,3,0,0,1
Huntingdon,Alexandria,Judge of the Superior Court,,,Write-ins,0,0,0,0,1
Huntingdon,Alexandria,Judge of the Superior Court,,,Overvotes,0,0,0,0,1
Huntingdon,Alexandria,Judge of the Superior Court,,,Undervotes,4,3,1,0,1
Huntingdon,Alexandria,Judge of the Commonwealth Court,,DEM,STELLA TSAI,44,37,7,0,1
Huntingdon,Alexandria,Judge of the Commonwealth Court,,REP,MATT WOLFORD,63,59,4,0,1
Huntingdon,Alexandria,Judge of the Commonwealth Court,,,Write-ins,0,0,0,0,1
Huntingdon,Alexandria,Judge of the Commonwealth Court,,,Overvotes,0,0,0,0,1
Huntingdon,Alexandria,Judge of the Commonwealth Court,,,Undervotes,4,4,0,0,1
Huntingdon,Alexandria,Judge of the Court of Common Pleas,,DEM/REP,RAY GHANER,101,90,11,0,1
Huntingdon,Alexandria,Judge of the Court of Common Pleas,,,Write-ins,1,1,0,0,1
Huntingdon,Alexandria,Judge of the Court of Common Pleas,,,Overvotes,0,0,0,0,1
Huntingdon,Alexandria,Judge of the Court of Common Pleas,,,Undervotes,9,9,0,0,1
Huntingdon,Alexandria,Sheriff,,DEM/REP,JEFFREY LEONARD,98,89,9,0,1
Huntingdon,Alexandria,Sheriff,,,Write-ins,1,1,0,0,1
Huntingdon,Alexandria,Sheriff,,,Overvotes,0,0,0,0,1
Huntingdon,Alexandria,Sheriff,,,Undervotes,12,10,2,0,1
Huntingdon,Alexandria,Prothonotary and Clerk of Courts,,DEM/REP,SARAH SNARE,102,92,10,0,1
Huntingdon,Alexandria,Prothonotary and Clerk of Courts,,,Write-ins,0,0,0,0,1
Huntingdon,Alexandria,Prothonotary and Clerk of Courts,,,Overvotes,0,0,0,0,1
