county,office,district,party,candidate,votes,election_day,mail,provisional
Potter,Registered Voters,,,,11031,0,0,0
Potter,Ballots Cast,,,,4936,4212,718,6
Potter,Ballots Cast Blank,,,,0,0,0,0
Potter,Judge of the Superior Court,,DEM,Brandon Neuman,1098,719,375,4
Potter,Judge of the Superior Court,,REP,Maria Battista,3599,3284,313,2
Potter,Judge of the Superior Court,,LBR,Daniel Wassmer,63,54,9,0
Potter,Judge of the Superior Court,,,Write-ins,3,3,0,0
Potter,Judge of the Superior Court,,,Overvotes,0,0,0,0
Potter,Judge of the Superior Court,,,Undervotes,173,152,21,0
Potter,Judge of the Commonwealth Court,,DEM,Stella Tsai,1123,742,376,5
Potter,Judge of the Commonwealth Court,,REP,Matt Wolford,3615,3293,321,1
Potter,Judge of the Commonwealth Court,,,Write-ins,7,5,2,0
Potter,Judge of the Commonwealth Court,,,Overvotes,0,0,0,0
Potter,Judge of the Commonwealth Court,,,Undervotes,191,172,19,0
Potter,District Attorney,,REP,Andy Watson,4129,3602,524,3
Potter,District Attorney,,,Write-ins,136,106,28,2
Potter,District Attorney,,,Overvotes,0,0,0,0
Potter,District Attorney,,,Undervotes,671,504,166,1
Potter,Coroner,,REP,Kevin J Dusenbury,4463,3878,580,5
Potter,Coroner,,,Write-ins,52,46,6,0
Potter,Coroner,,,Overvotes,0,0,0,0
Potter,Coroner,,,Undervotes,421,288,132,1
Potter,School Director Region 3,Galeton Area,REP,Ryan Schott,147,128,19,0
Potter,School Director Region 3,Galeton Area,,Write-ins,185,176,9,0
Potter,School Director Region 3,Galeton Area,,Overvotes,0,0,0,0
Potter,School Director Region 3,Galeton Area,,Undervotes,102,69,33,0
Potter,Township Supervisor,Abbott Township,REP,Randy N Culp,96,88,8,0
Potter,Township Supervisor,Abbott Township,,Write-ins,6,3,3,0
Potter,Township Supervisor,Abbott Township,,Overvotes,0,0,0,0
Potter,Township Supervisor,Abbott Township,,Undervotes,11,10,1,0
Potter,Auditor (6 Year),Abbott Township,,Write-ins,17,13,4,0
Potter,Auditor (6 Year),Abbott Township,,Overvotes,0,0,0,0
Potter,Auditor (6 Year),Abbott Township,,Undervotes,96,88,8,0
Potter,Auditor (4 Year),Abbott Township,REP,Linda S Culp,94,85,9,0
Potter,Auditor (4 Year),Abbott Township,,Write-ins,4,2,2,0
Potter,Auditor (4 Year),Abbott Township,,Overvotes,0,0,0,0
Potter,Auditor (4 Year),Abbott Township,,Undervotes,15,14,1,0
Potter,Auditor (2 Year),Abbott Township,,Write-ins,14,11,3,0
Potter,Auditor (2 Year),Abbott Township,,Overvotes,0,0,0,0
Potter,Auditor (2 Year),Abbott Township,,Undervotes,99,90,9,0
Potter,Tax Collector,Abbott Township,REP,Sabrina Lemmon,39,31,8,0
Potter,Tax Collector,Abbott Township,,Write-ins,72,69,3,0
Potter,Tax Collector,Abbott Township,,Overvotes,0,0,0,0
Potter,Tax Collector,Abbott Township,,Undervotes,2,1,1,0
