county,precinct,office,district,party,candidate,votes,election_day,mail,provisional,vote_for
Elk,Fox #1,Inspector of Elections,,DEM,JOHN GLANTZ,192,122,69,1,1
Elk,Fox #1,Inspector of Elections,,REP,DORETHEA J SHEELEY,342,310,32,0,1
Elk,Fox #1,Inspector of Elections,,,Write-ins,0,0,0,0,1
Elk,Fox #1,School Director Region 3 (4 Year),St Marys Area,D/R,CHRISSY KEEBLER,483,387,95,1,1
Elk,Fox #1,School Director Region 3 (4 Year),St Marys Area,,Write-ins,14,14,0,0,1
Elk,Fox #1,School Director Region 3 (2 Year),St Marys Area,D/R,JEFF GAVAZZI,468,371,96,1,1
Elk,Fox #1,School Director Region 3 (2 Year),St Marys Area,,Write-ins,20,20,0,0,1
Elk,Fox #1,Supreme Court Retention - Christine Donohue,,,Yes,207,130,76,1,1
Elk,Fox #1,Supreme Court Retention - Christine Donohue,,,No,326,301,25,0,1
Elk,Fox #1,Supreme Court Retention - Kevin M Dougherty,,,Yes,206,129,76,1,1
Elk,Fox #1,Supreme Court Retention - Kevin M Dougherty,,,No,324,300,24,0,1
Elk,Fox #1,Supreme Court Retention - David Wecht,,,Yes,207,128,78,1,1
Elk,Fox #1,Supreme Court Retention - David Wecht,,,No,322,300,22,0,1
Elk,Fox #1,Superior Court Retention - Alice Beck Dubow,,,Yes,209,137,71,1,1
Elk,Fox #1,Superior Court Retention - Alice Beck Dubow,,,No,317,291,26,0,1
Elk,Fox #1,Commonwealth Court Retention - Michael H Wojcik,,,Yes,211,140,70,1,1
Elk,Fox #1,Commonwealth Court Retention - Michael H Wojcik,,,No,314,288,26,0,1
Elk,Fox #2,Registered Voters,,,,1207,,,,
Elk,Fox #2,Ballots Cast,,,,492,399,93,0,
Elk,Fox #2,Ballots Cast Blank,,,,0,0,0,0,
Elk,Fox #2,Judge of the Superior Court,,DEM,BRANDON NEUMAN,166,111,55,0,1
Elk,Fox #2,Judge of the Superior Court,,REP,MARIA BATTISTA,309,275,34,0,1
Elk,Fox #2,Judge of the Superior Court,,LBR,DANIEL WASSMER,8,7,1,0,1
Elk,Fox #2,Judge of the Superior Court,,,Write-ins,0,0,0,0,1
Elk,Fox #2,Judge of the Commonwealth Court,,DEM,STELLA TSAI,175,120,55,0,1
Elk,Fox #2,Judge of the Commonwealth Court,,REP,MATT WOLFORD,308,274,34,0,1
Elk,Fox #2,Judge of the Commonwealth Court,,,Write-ins,0,0,0,0,1
Elk,Fox #2,Tax Collector (4 Year),Fox Township,D/R,JILL L PRITT,471,380,91,0,1
Elk,Fox #2,Tax Collector (4 Year),Fox Township,,Write-ins,9,8,1,0,1
Elk,Fox #2,Township Supervisor (6 Year),Fox Township,REP,MATTHEW D PONTZER,431,360,71,0,1
Elk,Fox #2,Township Supervisor (6 Year),Fox Township,,Write-ins,12,8,4,0,1
Elk,Fox #2,Township Auditor (6 Year),Fox Township,,Write-ins,38,26,12,0,1
Elk,Fox #2,Township Auditor (2 Year),Fox Township,,Write-ins,38,30,8,0,1
Elk,Fox #2,Judge of Elections (4 Year),,REP,MARLENE BENINI,428,356,72,0,1
Elk,Fox #2,Judge of Elections (4 Year),,,Write-ins,6,3,3,0,1
Elk,Fox #2,Inspector of Elections (4 Year),,DEM,JENNIFER BAUER,176,122,54,0,1
Elk,Fox #2,Inspector of Elections (4 Year),,REP,SANDRA J MILLER,304,270,34,0,1
Elk,Fox #2,Inspector of Elections (4 Year),,,Write-ins,1,1,0,0,1
Elk,Fox #2,School Director Region 3 (4 Year),St Marys Area,D/R,CHRISSY KEEBLER,441,355,86,0,1
Elk,Fox #2,School Director Region 3 (4 Year),St Marys Area,,Write-ins,24,22,2,0,1
Elk,Fox #2,School Director Region 3 (2 Year),St Marys Area,D/R,JEFF GAVAZZI,425,339,86,0,1
Elk,Fox #2,School Director Region 3 (2 Year),St Marys Area,,Write-ins,23,21,2,0,1
Elk,Fox #2,Supreme Court Retention - Christine Donohue,,,Yes,183,128,55,0,1
Elk,Fox #2,Supreme Court Retention - Christine Donohue,,,No,303,270,33,0,1
Elk,Fox #2,Supreme Court Retention - Kevin M Dougherty,,,Yes,183,126,57,0,1
Elk,Fox #2,Supreme Court Retention - Kevin M Dougherty,,,No,302,270,32,0,1
Elk,Fox #2,Supreme Court Retention - David Wecht,,,Yes,186,128,58,0,1
Elk,Fox #2,Supreme Court Retention - David Wecht,,,No,298,267,31,0,1
Elk,Fox #2,Superior Court Retention - Alice Beck Dubow,,,Yes,192,132,60,0,1
Elk,Fox #2,Superior Court Retention - Alice Beck Dubow,,,No,287,258,29,0,1
Elk,Fox #2,Commonwealth Court Retention - Michael H Wojcik,,,Yes,194,132,62,0,1
Elk,Fox #2,Commonwealth Court Retention - Michael H Wojcik,,,No,283,256,27,0,1
Elk,Highland,Registered Voters,,,,143,,,,
Elk,Highland,Ballots Cast,,,,62,47,14,1,
Elk,Highland,Ballots Cast Blank,,,,0,0,0,0,
Elk,Highland,Judge of the Superior Court,,DEM,BRANDON NEUMAN,20,11,8,1,1
Elk,Highland,Judge of the Superior Court,,REP,MARIA BATTISTA,37,33,4,0,1
Elk,Highland,Judge of the Superior Court,,LBR,DANIEL WASSMER,3,1,2,0,1
Elk,Highland,Judge of the Superior Court,,,Write-ins,0,0,0,0,1
Elk,Highland,Judge of the Commonwealth Court,,DEM,STELLA TSAI,21,11,10,0,1
Elk,Highland,Judge of the Commonwealth Court,,REP,MATT WOLFORD,38,33,4,1,1
Elk,Highland,Judge of the Commonwealth Court,,,Write-ins,0,0,0,0,1
Elk,Highland,Tax Collector (4 Year),Highland Township,REP,DEBRA RAUGHT,47,39,7,1,1
Elk,Highland,Tax Collector (4 Year),Highland Township,,Write-ins,11,7,4,0,1
Elk,Highland,Township Supervisor (4 Year),Highland Township,REP,JAMES A PENCE,45,34,10,1,2
Elk,Highland,Township Supervisor (4 Year),Highland Township,REP,LLOYD HULINGS,37,31,5,1,2
Elk,Highland,Township Supervisor (4 Year),Highland Township,,Write-ins,3,3,0,0,2
Elk,Highland,Township Auditor (6 Year),Highland Township,,Write-ins,4,3,1,0,1
Elk,Highland,Township Auditor (2 Year),Highland Township,,Write-ins,4,3,1,0,1
Elk,Highland,Judge of Elections (4 Year),,DEM,JAMES MCCLAIN,45,33,11,1,1
Elk,Highland,Judge of Elections (4 Year),,,Write-ins,0,0,0,0,1
Elk,Highland,Inspector of Elections (4 Year),,,Write-ins,5,5,0,0,1
Elk,Highland,School Director At Large (4 Year),Kane Area,D/R,AMBER HANCHARICK,31,26,4,1,4
Elk,Highland,School Director At Large (4 Year),Kane Area,D/R,LINDA A ANDERSON,36,28,7,1,4
Elk,Highland,School Director At Large (4 Year),Kane Area,D/R,MERIDETH FADENHOLZ,36,30,5,1,4
Elk,Highland,School Director At Large (4 Year),Kane Area,REP,FRED JOHN LORENZO IV,39,32,6,1,4
Elk,Highland,School Director At Large (4 Year),Kane Area,,Write-ins,0,0,0,0,4
Elk,Highland,Supreme Court Retention - Christine Donohue,,,Yes,28,17,10,1,1
Elk,Highland,Supreme Court Retention - Christine Donohue,,,No,32,29,3,0,1
Elk,Highland,Supreme Court Retention - Kevin M Dougherty,,,Yes,27,18,8,1,1
Elk,Highland,Supreme Court Retention - Kevin M Dougherty,,,No,33,28,5,0,1
Elk,Highland,Supreme Court Retention - David Wecht,,,Yes,31,20,10,1,1
Elk,Highland,Supreme Court Retention - David Wecht,,,No,30,27,3,0,1
Elk,Highland,Superior Court Retention - Alice Beck Dubow,,,Yes,25,15,9,1,1
Elk,Highland,Superior Court Retention - Alice Beck Dubow,,,No,36,32,4,0,1
Elk,Highland,Commonwealth Court Retention - Michael H Wojcik,,,Yes,28,18,9,1,1
Elk,Highland,Commonwealth Court Retention - Michael H Wojcik,,,No,32,28,4,0,1
Elk,James City,Registered Voters,,,,156,,,,
Elk,James City,Ballots Cast,,,,85,70,15,0,
Elk,James City,Ballots Cast Blank,,,,0,0,0,0,
Elk,James City,Judge of the Superior Court,,DEM,BRANDON NEUMAN,28,18,10,0,1
Elk,James City,Judge of the Superior Court,,REP,MARIA BATTISTA,48,43,5,0,1
Elk,James City,Judge of the Superior Court,,LBR,DANIEL WASSMER,6,6,0,0,1
Elk,James City,Judge of the Superior Court,,,Write-ins,0,0,0,0,1
Elk,James City,Judge of the Commonwealth Court,,DEM,STELLA TSAI,29,19,10,0,1
Elk,James City,Judge of the Commonwealth Court,,REP,MATT WOLFORD,53,48,5,0,1
Elk,James City,Judge of the Commonwealth Court,,,Write-ins,0,0,0,0,1
Elk,James City,Tax Collector (4 Year),Highland Township,REP,DEBRA RAUGHT,41,33,8,0,1
Elk,James City,Tax Collector (4 Year),Highland Township,,Write-ins,40,34,6,0,1
Elk,James City,Township Supervisor (4 Year),Highland Township,REP,JAMES A PENCE,57,49,8,0,2
Elk,James City,Township Supervisor (4 Year),Highland Township,REP,LLOYD HULINGS,57,48,9,0,2
Elk,James City,Township Supervisor (4 Year),Highland Township,,Write-ins,11,9,2,0,2
Elk,James City,Township Auditor (6 Year),Highland Township,,Write-ins,26,19,7,0,1
Elk,James City,Township Auditor (2 Year),Highland Township,,Write-ins,26,19,7,0,1
Elk,James City,Judge of Elections (4 Year),,,Write-ins,24,18,6,0,1
Elk,James City,Inspector of Elections (4 Year),,,Write-ins,19,13,6,0,1
Elk,James City,School Director At Large (4 Year),Kane Area,D/R,AMBER HANCHARICK,47,43,4,0,4
Elk,James City,School Director At Large (4 Year),Kane Area,D/R,LINDA A ANDERSON,41,37,4,0,4
Elk,James City,School Director At Large (4 Year),Kane Area,D/R,MERIDETH FADENHOLZ,55,46,9,0,4
Elk,James City,School Director At Large (4 Year),Kane Area,REP,FRED JOHN LORENZO IV,56,50,6,0,4
Elk,James City,School Director At Large (4 Year),Kane Area,,Write-ins,8,8,0,0,4
Elk,James City,Supreme Court Retention - Christine Donohue,,,Yes,38,29,9,0,1
Elk,James City,Supreme Court Retention - Christine Donohue,,,No,42,36,6,0,1
Elk,James City,Supreme Court Retention - Kevin M Dougherty,,,Yes,35,26,9,0,1
Elk,James City,Supreme Court Retention - Kevin M Dougherty,,,No,43,37,6,0,1
Elk,James City,Supreme Court Retention - David Wecht,,,Yes,36,27,9,0,1
Elk,James City,Supreme Court Retention - David Wecht,,,No,43,37,6,0,1
Elk,James City,Superior Court Retention - Alice Beck Dubow,,,Yes,35,28,7,0,1
Elk,James City,Superior Court Retention - Alice Beck Dubow,,,No,39,33,6,0,1
Elk,James City,Commonwealth Court Retention - Michael H Wojcik,,,Yes,36,29,7,0,1
Elk,James City,Commonwealth Court Retention - Michael H Wojcik,,,No,39,33,6,0,1
Elk,Horton,Registered Voters,,,,891,,,,
Elk,Horton,Ballots Cast,,,,343,289,54,0,
Elk,Horton,Ballots Cast Blank,,,,1,1,0,0,
Elk,Horton,Judge of the Superior Court,,DEM,BRANDON NEUMAN,94,63,31,0,1
Elk,Horton,Judge of the Superior Court,,REP,MARIA BATTISTA,238,219,19,0,1
Elk,Horton,Judge of the Superior Court,,LBR,DANIEL WASSMER,5,3,2,0,1
Elk,Horton,Judge of the Superior Court,,,Write-ins,0,0,0,0,1
Elk,Horton,Judge of the Commonwealth Court,,DEM,STELLA TSAI,101,66,35,0,1
Elk,Horton,Judge of the Commonwealth Court,,REP,MATT WOLFORD,238,220,18,0,1
Elk,Horton,Judge of the Commonwealth Court,,,Write-ins,0,0,0,0,1
Elk,Horton,Tax Collector (4 Year),Horton Township,D/R,SUSAN THOM,330,276,54,0,1
Elk,Horton,Tax Collector (4 Year),Horton Township,,Write-ins,4,4,0,0,1
Elk,Horton,Township Supervisor (6 Year),Horton Township,D/R,KIMBERLY FAULK,310,258,52,0,1
Elk,Horton,Township Supervisor (6 Year),Horton Township,,Write-ins,17,16,1,0,1
Elk,Horton,Township Auditor (6 Year),Horton Township,,Write-ins,29,27,2,0,1
Elk,Horton,Township Auditor (4 Year),Horton Township,,Write-ins,27,24,3,0,1
Elk,Horton,Township Auditor (2 Year),Horton Township,,Write-ins,41,39,2,0,1
Elk,Horton,Judge of Elections (4 Year),,REP,SHERRY BEVACQUA,286,251,35,0,1
Elk,Horton,Judge of Elections (4 Year),,,Write-ins,7,6,1,0,1
Elk,Horton,Inspector of Elections (4 Year),,REP,CAROL DEMPSEY,293,257,36,0,1
Elk,Horton,Inspector of Elections (4 Year),,,Write-ins,7,6,1,0,1
Elk,Horton,School Director At Large (4 Year),Ridgway Area,D/R,NATALIE AIELLO,64,55,9,0,4
Elk,Horton,School Director At Large (4 Year),Ridgway Area,D/R,MEGEN R HANDLEY,57,49,8,0,4
Elk,Horton,School Director At Large (4 Year),Ridgway Area,D/R,AIMEE KEMICK,50,44,6,0,4
Elk,Horton,School Director At Large (4 Year),Ridgway Area,DEM,MATTHEW FRANK,35,28,7,0,4
Elk,Horton,School Director At Large (4 Year),Ridgway Area,REP,JAMIE COBAUGH,81,75,6,0,4
Elk,Horton,School Director At Large (4 Year),Ridgway Area,,Write-ins,4,4,0,0,4
Elk,Horton,School Director Region 2 (4 Year),Brockway Area,D/R,LORI A SABATOSE,115,83,32,0,2
Elk,Horton,School Director Region 2 (4 Year),Brockway Area,REP,KATIE MORRIS,152,141,11,0,2
Elk,Horton,School Director Region 2 (4 Year),Brockway Area,,Write-ins,5,5,0,0,2
Elk,Horton,Supreme Court Retention - Christine Donohue,,,Yes,112,79,33,0,1
Elk,Horton,Supreme Court Retention - Christine Donohue,,,No,228,207,21,0,1
Elk,Horton,Supreme Court Retention - Kevin M Dougherty,,,Yes,111,76,35,0,1
Elk,Horton,Supreme Court Retention - Kevin M Dougherty,,,No,223,204,19,0,1
Elk,Horton,Supreme Court Retention - David Wecht,,,Yes,109,74,35,0,1
Elk,Horton,Supreme Court Retention - David Wecht,,,No,224,205,19,0,1
Elk,Horton,Superior Court Retention - Alice Beck Dubow,,,Yes,121,84,37,0,1
Elk,Horton,Superior Court Retention - Alice Beck Dubow,,,No,211,194,17,0,1
Elk,Horton,Commonwealth Court Retention - Michael H Wojcik,,,Yes,125,88,37,0,1
Elk,Horton,Commonwealth Court Retention - Michael H Wojcik,,,No,207,190,17,0,1
Elk,Jay Twp,Registered Voters,,,,1290,,,,
Elk,Jay Twp,Ballots Cast,,,,544,391,152,1,
Elk,Jay Twp,Ballots Cast Blank,,,,0,0,0,0,
Elk,Jay Twp,Judge of the Superior Court,,DEM,BRANDON NEUMAN,198,99,98,1,1
Elk,Jay Twp,Judge of the Superior Court,,REP,MARIA BATTISTA,321,275,46,0,1
Elk,Jay Twp,Judge of the Superior Court,,LBR,DANIEL WASSMER,11,9,2,0,1
Elk,Jay Twp,Judge of the Superior Court,,,Write-ins,0,0,0,0,1
Elk,Jay Twp,Judge of the Commonwealth Court,,DEM,STELLA TSAI,204,103,100,1,1
Elk,Jay Twp,Judge of the Commonwealth Court,,REP,MATT WOLFORD,329,282,47,0,1
Elk,Jay Twp,Judge of the Commonwealth Court,,,Write-ins,0,0,0,0,1
Elk,Jay Twp,Tax Collector (4 Year),Jay Township,D/R,JAMES P ALLEGRETTO,523,376,146,1,1
Elk,Jay Twp,Tax Collector (4 Year),Jay Township,,Write-ins,5,5,0,0,1
Elk,Jay Twp,Township Supervisor (6 Year),Jay Township,D/R,ADAM BARBAZZENI,520,377,142,1,1
Elk,Jay Twp,Township Supervisor (6 Year),Jay Township,,Write-ins,10,7,3,0,1
Elk,Jay Twp,Township Auditor (6 Year),Jay Township,,Write-ins,44,38,6,0,1
Elk,Jay Twp,Township Auditor (4 Year),Jay Township,,Write-ins,45,41,4,0,1
Elk,Jay Twp,Township Auditor (2 Year),Jay Township,,Write-ins,55,49,6,0,1
Elk,Jay Twp,Judge of Elections (4 Year),,REP,REBECCA V BRICEN,460,353,106,1,1
Elk,Jay Twp,Judge of Elections (4 Year),,,Write-ins,10,3,7,0,1
Elk,Jay Twp,Inspector of Elections (4 Year),,D/R,CINDY DUELL,507,366,140,1,1
Elk,Jay Twp,Inspector of Elections (4 Year),,,Write-ins,4,4,0,0,1
Elk,Jay Twp,School Director Region 3 (4 Year),St Marys Area,D/R,CHRISSY KEEBLER,494,359,134,1,1
Elk,Jay Twp,School Director Region 3 (4 Year),St Marys Area,,Write-ins,13,9,4,0,1
Elk,Jay Twp,School Director Region 3 (2 Year),St Marys Area,D/R,JEFF GAVAZZI,485,345,139,1,1
Elk,Jay Twp,School Director Region 3 (2 Year),St Marys Area,,Write-ins,14,11,3,0,1
Elk,Jay Twp,Supreme Court Retention - Christine Donohue,,,Yes,214,120,93,1,1
Elk,Jay Twp,Supreme Court Retention - Christine Donohue,,,No,312,262,50,0,1
Elk,Jay Twp,Supreme Court Retention - Kevin M Dougherty,,,Yes,212,117,94,1,1
Elk,Jay Twp,Supreme Court Retention - Kevin M Dougherty,,,No,312,264,48,0,1
Elk,Jay Twp,Supreme Court Retention - David Wecht,,,Yes,209,115,93,1,1
Elk,Jay Twp,Supreme Court Retention - David Wecht,,,No,316,266,50,0,1
Elk,Jay Twp,Superior Court Retention - Alice Beck Dubow,,,Yes,221,128,92,1,1
Elk,Jay Twp,Superior Court Retention - Alice Beck Dubow,,,No,294,251,43,0,1
Elk,Jay Twp,Commonwealth Court Retention - Michael H Wojcik,,,Yes,226,133,92,1,1
Elk,Jay Twp,Commonwealth Court Retention - Michael H Wojcik,,,No,287,244,43,0,1
Elk,Lamont,Registered Voters,,,,70,,,,
Elk,Lamont,Ballots Cast,,,,33,30,3,0,
Elk,Lamont,Ballots Cast Blank,,,,0,0,0,0,
Elk,Lamont,Judge of the Superior Court,,DEM,BRANDON NEUMAN,9,7,2,0,1
Elk,Lamont,Judge of the Superior Court,,REP,MARIA BATTISTA,23,22,1,0,1
Elk,Lamont,Judge of the Superior Court,,LBR,DANIEL WASSMER,1,1,0,0,1
Elk,Lamont,Judge of the Superior Court,,,Write-ins,0,0,0,0,1
Elk,Lamont,Judge of the Commonwealth Court,,DEM,STELLA TSAI,8,6,2,0,1
Elk,Lamont,Judge of the Commonwealth Court,,REP,MATT WOLFORD,25,24,1,0,1
Elk,Lamont,Judge of the Commonwealth Court,,,Write-ins,0,0,0,0,1
Elk,Lamont,Tax Collector (4 Year),Jones Township,D/R,JOSEPH HAIGHT,32,29,3,0,1
Elk,Lamont,Tax Collector (4 Year),Jones Township,,Write-ins,0,0,0,0,1
Elk,Lamont,Township Supervisor (6 Year),Jones Township,D/R,FREDERICK F MALETTO III,31,28,3,0,1
Elk,Lamont,Township Supervisor (6 Year),Jones Township,,Write-ins,0,0,0,0,1
Elk,Lamont,Township Auditor (6 Year),Jones Township,REP,CARL R JOHNSON,29,27,2,0,1
Elk,Lamont,Township Auditor (6 Year),Jones Township,,Write-ins,0,0,0,0,1
Elk,Lamont,Township Auditor (4 Year),Jones Township,,Write-ins,1,0,1,0,1
Elk,Lamont,Judge of Elections (4 Year),,,Write-ins,7,7,0,0,1
Elk,Lamont,Inspector of Elections (4 Year),,,Write-ins,6,6,0,0,1
Elk,Lamont,School Director At Large (4 Year),Kane Area,D/R,AMBER HANCHARICK,17,15,2,0,4
Elk,Lamont,School Director At Large (4 Year),Kane Area,D/R,LINDA A ANDERSON,18,16,2,0,4
Elk,Lamont,School Director At Large (4 Year),Kane Area,D/R,MERIDETH FADENHOLZ,18,16,2,0,4
Elk,Lamont,School Director At Large (4 Year),Kane Area,REP,FRED JOHN LORENZO IV,21,21,0,0,4
Elk,Lamont,School Director At Large (4 Year),Kane Area,,Write-ins,3,3,0,0,4
Elk,Lamont,Supreme Court Retention - Christine Donohue,,,Yes,12,10,2,0,1
Elk,Lamont,Supreme Court Retention - Christine Donohue,,,No,21,20,1,0,1
Elk,Lamont,Supreme Court Retention - Kevin M Dougherty,,,Yes,11,9,2,0,1
Elk,Lamont,Supreme Court Retention - Kevin M Dougherty,,,No,21,20,1,0,1
Elk,Lamont,Supreme Court Retention - David Wecht,,,Yes,12,10,2,0,1
Elk,Lamont,Supreme Court Retention - David Wecht,,,No,21,20,1,0,1
Elk,Lamont,Superior Court Retention - Alice Beck Dubow,,,Yes,14,12,2,0,1
Elk,Lamont,Superior Court Retention - Alice Beck Dubow,,,No,19,18,1,0,1
Elk,Lamont,Commonwealth Court Retention - Michael H Wojcik,,,Yes,14,12,2,0,1
Elk,Lamont,Commonwealth Court Retention - Michael H Wojcik,,,No,19,18,1,0,1
Elk,Wilcox,Registered Voters,,,,997,,,,
Elk,Wilcox,Ballots Cast,,,,442,368,74,0,
Elk,Wilcox,Ballots Cast Blank,,,,0,0,0,0,
Elk,Wilcox,Judge of the Superior Court,,DEM,BRANDON NEUMAN,128,76,52,0,1
Elk,Wilcox,Judge of the Superior Court,,REP,MARIA BATTISTA,296,277,19,0,1
Elk,Wilcox,Judge of the Superior Court,,LBR,DANIEL WASSMER,8,6,2,0,1
Elk,Wilcox,Judge of the Superior Court,,,Write-ins,0,0,0,0,1
Elk,Wilcox,Judge of the Commonwealth Court,,DEM,STELLA TSAI,133,79,54,0,1
Elk,Wilcox,Judge of the Commonwealth Court,,REP,MATT WOLFORD,297,278,19,0,1
Elk,Wilcox,Judge of the Commonwealth Court,,,Write-ins,0,0,0,0,1
Elk,Wilcox,Tax Collector (4 Year),Jones Township,D/R,JOSEPH HAIGHT,419,350,69,0,1
Elk,Wilcox,Tax Collector (4 Year),Jones Township,,Write-ins,3,3,0,0,1
Elk,Wilcox,Township Supervisor (6 Year),Jones Township,D/R,FREDERICK F MALETTO III,409,343,66,0,1
Elk,Wilcox,Township Supervisor (6 Year),Jones Township,,Write-ins,5,3,2,0,1
Elk,Wilcox,Township Auditor (6 Year),Jones Township,REP,CARL R JOHNSON,395,338,57,0,1
Elk,Wilcox,Township Auditor (6 Year),Jones Township,,Write-ins,3,2,1,0,1
Elk,Wilcox,Township Auditor (4 Year),Jones Township,,Write-ins,30,26,4,0,1
Elk,Wilcox,Judge of Elections (4 Year),,D/R,ANN M FOULKROD,418,350,68,0,1
Elk,Wilcox,Judge of Elections (4 Year),,,Write-ins,0,0,0,0,1
Elk,Wilcox,Inspector of Elections (4 Year),,DEM,DEBRA OCONNELL,151,101,50,0,1
Elk,Wilcox,Inspector of Elections (4 Year),,REP,LINDA BUSH,287,264,23,0,1
Elk,Wilcox,Inspector of Elections (4 Year),,,Write-ins,0,0,0,0,1
Elk,Wilcox,School Director At Large (4 Year),Johnsonburg Area,D/R,NICOLE ZIMMERMAN,353,288,65,0,4
Elk,Wilcox,School Director At Large (4 Year),Johnsonburg Area,D/R,ZACH PADASAK,318,258,60,0,4
Elk,Wilcox,School Director At Large (4 Year),Johnsonburg Area,D/R,DON LEE WENNER,298,245,53,0,4
Elk,Wilcox,School Director At Large (4 Year),Johnsonburg Area,D/R,RYAN D THIRY,285,231,54,0,4
Elk,Wilcox,School Director At Large (4 Year),Johnsonburg Area,,Write-ins,33,31,2,0,4
Elk,Wilcox,Supreme Court Retention - Christine Donohue,,,Yes,162,111,51,0,1
Elk,Wilcox,Supreme Court Retention - Christine Donohue,,,No,270,248,22,0,1
Elk,Wilcox,Supreme Court Retention - Kevin M Dougherty,,,Yes,158,106,52,0,1
Elk,Wilcox,Supreme Court Retention - Kevin M Dougherty,,,No,274,252,22,0,1
