county,precinct,office,district,party,candidate,vote_for,votes,election_day,mail,provisional
Indiana,Armagh,,,,Registered Voters,,47,,,
Indiana,Armagh,,,,Ballots Cast,,19,17,2,0
Indiana,Armagh,,,,Ballots Cast - Blank,,0,0,0,0
Indiana,Armagh,JUDGE OF THE SUPERIOR COURT,,DEM,Brandon Neuman,1,9,7,2,0
Indiana,Armagh,JUDGE OF THE SUPERIOR COURT,,REP,Maria Battista,1,8,8,0,0
Indiana,Armagh,JUDGE OF THE SUPERIOR COURT,,LBR,Daniel Wassmer,1,1,1,0,0
Indiana,Armagh,JUDGE OF THE SUPERIOR COURT,,,Write-In Totals,1,0,0,0,0
Indiana,Armagh,JUDGE OF THE COMMONWEALTH COURT,,DEM,Stella Tsai,1,11,9,2,0
Indiana,Armagh,JUDGE OF THE COMMONWEALTH COURT,,REP,Matt Wolford,1,8,8,0,0
Indiana,Armagh,JUDGE OF THE COMMONWEALTH COURT,,,Write-In Totals,1,0,0,0,0
Indiana,Armagh,COUNTY CORONER,,DEM,Cinny Bratton,1,7,5,2,0
Indiana,Armagh,COUNTY CORONER,,REP,"Jerry L. Overman, Jr.",1,12,12,0,0
Indiana,Armagh,COUNTY CORONER,,,Write-In Totals,1,0,0,0,0
Indiana,Armagh,"REGISTER OF WILLS, RECORDER OF DEEDS, CLERK OF ORPHANS' COURT",,REP,Maria Jack,1,16,15,1,0
Indiana,Armagh,"REGISTER OF WILLS, RECORDER OF DEEDS, CLERK OF ORPHANS' COURT",,,Write-In Totals,1,0,0,0,0
Indiana,Armagh,COUNTY TREASURER,,REP,Kimberly McCullough,1,15,14,1,0
Indiana,Armagh,COUNTY TREASURER,,,Write-In Totals,1,0,0,0,0
Indiana,Armagh,MAGISTERIAL DISTRICT JUDGE #40-3-03,,D/R,Robert S. Bell,1,15,13,2,0
Indiana,Armagh,MAGISTERIAL DISTRICT JUDGE #40-3-03,,,Write-In Totals,1,0,0,0,0
Indiana,Armagh,AUDITOR Armagh Borough,,,Write-In Totals,1,1,1,0,0
Indiana,Armagh,CONSTABLE Armagh Borough,,,Write-In Totals,1,0,0,0,0
Indiana,Armagh,MAYOR Armagh Borough,,,Write-In Totals,1,6,6,0,0
Indiana,Armagh,MEMBER OF COUNCIL Armagh Borough,,,Write-In Totals,3,21,21,0,0
Indiana,Armagh,MEMBER OF COUNCIL Armagh Borough,,,Write-In Totals,1,7,7,0,0
Indiana,Armagh,TAX COLLECTOR Armagh Borough,,,Write-In Totals,1,2,2,0,0
Indiana,Armagh,SCHOOL DIRECTOR United Region 2,,D/R,Eric Matava,2,14,13,1,0
Indiana,Armagh,SCHOOL DIRECTOR United Region 2,,D/R,Shaun R. McGinnis,2,12,11,1,0
Indiana,Armagh,SCHOOL DIRECTOR United Region 2,,,Write-In Totals,2,0,0,0,0
Indiana,Armagh,JUDGE OF ELECTION Armagh,,,Write-In Totals,1,5,5,0,0
Indiana,Armagh,INSPECTOR OF ELECTION Armagh,,,Write-In Totals,1,0,0,0,0
Indiana,Armagh,Retention Election Christine Donohue,,,Yes,1,10,9,1,0
Indiana,Armagh,Retention Election Christine Donohue,,,No,1,9,8,1,0
Indiana,Armagh,Retention Election Kevin M. Dougherty,,,Yes,1,10,9,1,0
Indiana,Armagh,Retention Election Kevin M. Dougherty,,,No,1,9,8,1,0
Indiana,Armagh,Retention Election David Wecht,,,Yes,1,10,9,1,0
Indiana,Armagh,Retention Election David Wecht,,,No,1,9,8,1,0
Indiana,Armagh,Retention Election Alice Beck Dubow,,,Yes,1,10,10,0,0
Indiana,Armagh,Retention Election Alice Beck Dubow,,,No,1,8,7,1,0
Indiana,Armagh,Retention Election Michael H. Wojcik,,,Yes,1,10,10,0,0
Indiana,Armagh,Retention Election Michael H. Wojcik,,,No,1,8,7,1,0
Indiana,Armstrong #1,,,,Registered Voters,,494,,,
Indiana,Armstrong #1,,,,Ballots Cast,,220,172,47,1
Indiana,Armstrong #1,,,,Ballots Cast - Blank,,0,0,0,0
Indiana,Armstrong #1,JUDGE OF THE SUPERIOR COURT,,DEM,Brandon Neuman,1,69,38,31,0
Indiana,Armstrong #1,JUDGE OF THE SUPERIOR COURT,,REP,Maria Battista,1,142,129,12,1
Indiana,Armstrong #1,JUDGE OF THE SUPERIOR COURT,,LBR,Daniel Wassmer,1,3,1,2,0
Indiana,Armstrong #1,JUDGE OF THE SUPERIOR COURT,,,Write-In Totals,1,0,0,0,0
Indiana,Armstrong #1,JUDGE OF THE COMMONWEALTH COURT,,DEM,Stella Tsai,1,73,39,34,0
Indiana,Armstrong #1,JUDGE OF THE COMMONWEALTH COURT,,REP,Matt Wolford,1,142,129,12,1
Indiana,Armstrong #1,JUDGE OF THE COMMONWEALTH COURT,,,Write-In Totals,1,0,0,0,0
Indiana,Armstrong #1,COUNTY CORONER,,DEM,Cinny Bratton,1,64,33,31,0
Indiana,Armstrong #1,COUNTY CORONER,,REP,"Jerry L. Overman, Jr.",1,153,136,16,1
Indiana,Armstrong #1,COUNTY CORONER,,,Write-In Totals,1,0,0,0,0
Indiana,Armstrong #1,"REGISTER OF WILLS, RECORDER OF DEEDS, CLERK OF ORPHANS' COURT",,REP,Maria Jack,1,179,149,29,1
Indiana,Armstrong #1,"REGISTER OF WILLS, RECORDER OF DEEDS, CLERK OF ORPHANS' COURT",,,Write-In Totals,1,3,2,1,0
Indiana,Armstrong #1,COUNTY TREASURER,,REP,Kimberly McCullough,1,175,147,27,1
Indiana,Armstrong #1,COUNTY TREASURER,,,Write-In Totals,1,5,4,1,0
Indiana,Armstrong #1,AUDITOR Armstrong Township,,DEM,Mary C. Rich,1,129,90,39,0
Indiana,Armstrong #1,AUDITOR Armstrong Township,,,Write-In Totals,1,8,6,2,0
Indiana,Armstrong #1,SUPERVISOR Armstrong Township,,REP,William Daniel George,1,178,149,28,1
Indiana,Armstrong #1,SUPERVISOR Armstrong Township,,,Write-In Totals,1,3,1,2,0
Indiana,Armstrong #1,TAX COLLECTOR Armstrong Township,,D/R,Chantelle Todd,1,186,147,38,1
Indiana,Armstrong #1,TAX COLLECTOR Armstrong Township,,,Write-In Totals,1,5,5,0,0
Indiana,Armstrong #1,SCHOOL DIRECTOR Indiana At Large,,D/R,Julia Trimarchi Cuccaro,4,144,109,34,1
Indiana,Armstrong #1,SCHOOL DIRECTOR Indiana At Large,,DEM,Quintina Thomas,4,81,48,33,0
Indiana,Armstrong #1,SCHOOL DIRECTOR Indiana At Large,,D/R,Eric W. Brocious,4,158,121,36,1
Indiana,Armstrong #1,SCHOOL DIRECTOR Indiana At Large,,D/R,Tom Harley,4,135,107,28,0
Indiana,Armstrong #1,SCHOOL DIRECTOR Indiana At Large,,REP,Joshua Muscatello,4,130,116,13,1
Indiana,Armstrong #1,SCHOOL DIRECTOR Indiana At Large,,,Write-In Totals,4,1,1,0,0
Indiana,Armstrong #1,SCHOOL DIRECTOR Indiana At Large,,D/R,Eric W. Brocious,1,174,137,36,1
Indiana,Armstrong #1,SCHOOL DIRECTOR Indiana At Large,,,Write-In Totals,1,1,0,1,0
Indiana,Armstrong #1,JUDGE OF ELECTION Armstrong #1,,,Write-In Totals,1,18,14,4,0
Indiana,Armstrong #1,INSPECTOR OF ELECTION Armstrong #1,,REP,Laura Rhodes,1,175,147,27,1
Indiana,Armstrong #1,INSPECTOR OF ELECTION Armstrong #1,,,Write-In Totals,1,1,0,1,0
Indiana,Armstrong #1,Retention Election Christine Donohue,,,Yes,1,82,48,34,0
Indiana,Armstrong #1,Retention Election Christine Donohue,,,No,1,131,122,8,1
Indiana,Armstrong #1,Retention Election Kevin M. Dougherty,,,Yes,1,86,50,36,0
Indiana,Armstrong #1,Retention Election Kevin M. Dougherty,,,No,1,126,119,6,1
Indiana,Armstrong #1,Retention Election David Wecht,,,Yes,1,85,49,36,0
Indiana,Armstrong #1,Retention Election David Wecht,,,No,1,129,121,7,1
Indiana,Armstrong #1,Retention Election Alice Beck Dubow,,,Yes,1,93,55,38,0
Indiana,Armstrong #1,Retention Election Alice Beck Dubow,,,No,1,118,113,4,1
Indiana,Armstrong #1,Retention Election Michael H. Wojcik,,,Yes,1,90,51,39,0
Indiana,Armstrong #1,Retention Election Michael H. Wojcik,,,No,1,121,116,4,1
Indiana,Armstrong #2,,,,Registered Voters,,1461,,,
Indiana,Armstrong #2,,,,Ballots Cast,,653,520,133,0
Indiana,Armstrong #2,,,,Ballots Cast - Blank,,0,0,0,0
Indiana,Armstrong #2,JUDGE OF THE SUPERIOR COURT,,DEM,Brandon Neuman,1,181,111,70,0
Indiana,Armstrong #2,JUDGE OF THE SUPERIOR COURT,,REP,Maria Battista,1,443,391,52,0
Indiana,Armstrong #2,JUDGE OF THE SUPERIOR COURT,,LBR,Daniel Wassmer,1,17,11,6,0
Indiana,Armstrong #2,JUDGE OF THE SUPERIOR COURT,,,Write-In Totals,1,1,1,0,0
Indiana,Armstrong #2,JUDGE OF THE COMMONWEALTH COURT,,DEM,Stella Tsai,1,174,107,67,0
Indiana,Armstrong #2,JUDGE OF THE COMMONWEALTH COURT,,REP,Matt Wolford,1,467,407,60,0
Indiana,Armstrong #2,JUDGE OF THE COMMONWEALTH COURT,,,Write-In Totals,1,0,0,0,0
Indiana,Armstrong #2,COUNTY CORONER,,DEM,Cinny Bratton,1,171,106,65,0
Indiana,Armstrong #2,COUNTY CORONER,,REP,"Jerry L. Overman, Jr.",1,472,407,65,0
Indiana,Armstrong #2,COUNTY CORONER,,,Write-In Totals,1,0,0,0,0
Indiana,Armstrong #2,"REGISTER OF WILLS, RECORDER OF DEEDS, CLERK OF ORPHANS' COURT",,REP,Maria Jack,1,559,469,90,0
Indiana,Armstrong #2,"REGISTER OF WILLS, RECORDER OF DEEDS, CLERK OF ORPHANS' COURT",,,Write-In Totals,1,8,5,3,0
Indiana,Armstrong #2,COUNTY TREASURER,,REP,Kimberly McCullough,1,547,460,87,0
Indiana,Armstrong #2,COUNTY TREASURER,,,Write-In Totals,1,13,10,3,0
Indiana,Armstrong #2,AUDITOR Armstrong Township,,DEM,Mary C. Rich,1,389,288,101,0
Indiana,Armstrong #2,AUDITOR Armstrong Township,,,Write-In Totals,1,25,23,2,0
Indiana,Armstrong #2,SUPERVISOR Armstrong Township,,REP,William Daniel George,1,536,448,88,0
Indiana,Armstrong #2,SUPERVISOR Armstrong Township,,,Write-In Totals,1,14,10,4,0
Indiana,Armstrong #2,TAX COLLECTOR Armstrong Township,,D/R,Chantelle Todd,1,588,466,122,0
Indiana,Armstrong #2,TAX COLLECTOR Armstrong Township,,,Write-In Totals,1,11,9,2,0
Indiana,Armstrong #2,SCHOOL DIRECTOR Indiana At Large,,D/R,Julia Trimarchi Cuccaro,4,393,298,95,0
Indiana,Armstrong #2,SCHOOL DIRECTOR Indiana At Large,,DEM,Quintina Thomas,4,206,136,70,0
Indiana,Armstrong #2,SCHOOL DIRECTOR Indiana At Large,,D/R,Eric W. Brocious,4,391,298,93,0
Indiana,Armstrong #2,SCHOOL DIRECTOR Indiana At Large,,D/R,Tom Harley,4,355,280,75,0
Indiana,Armstrong #2,SCHOOL DIRECTOR Indiana At Large,,REP,Joshua Muscatello,4,414,362,52,0
Indiana,Armstrong #2,SCHOOL DIRECTOR Indiana At Large,,,Write-In Totals,4,4,3,1,0
Indiana,Armstrong #2,SCHOOL DIRECTOR Indiana At Large,,D/R,Eric W. Brocious,1,505,403,102,0
Indiana,Armstrong #2,SCHOOL DIRECTOR Indiana At Large,,,Write-In Totals,1,21,19,2,0
Indiana,Armstrong #2,JUDGE OF ELECTION Armstrong #2,,,Write-In Totals,1,57,53,4,0
Indiana,Armstrong #2,INSPECTOR OF ELECTION Armstrong #2,,DEM,Terry Young,1,389,291,98,0
Indiana,Armstrong #2,INSPECTOR OF ELECTION Armstrong #2,,,Write-In Totals,1,26,26,0,0
Indiana,Armstrong #2,Retention Election Christine Donohue,,,Yes,1,236,151,85,0
Indiana,Armstrong #2,Retention Election Christine Donohue,,,No,1,402,362,40,0
Indiana,Armstrong #2,Retention Election Kevin M. Dougherty,,,Yes,1,239,155,84,0
Indiana,Armstrong #2,Retention Election Kevin M. Dougherty,,,No,1,400,359,41,0
Indiana,Armstrong #2,Retention Election David Wecht,,,Yes,1,236,150,86,0
Indiana,Armstrong #2,Retention Election David Wecht,,,No,1,401,363,38,0
Indiana,Armstrong #2,Retention Election Alice Beck Dubow,,,Yes,1,249,162,87,0
Indiana,Armstrong #2,Retention Election Alice Beck Dubow,,,No,1,372,336,36,0
Indiana,Armstrong #2,Retention Election Michael H. Wojcik,,,Yes,1,257,169,88,0
Indiana,Armstrong #2,Retention Election Michael H. Wojcik,,,No,1,362,328,34,0
Indiana,Banks,,,,Registered Voters,,540,,,
Indiana,Banks,,,,Ballots Cast,,220,196,24,0
Indiana,Banks,,,,Ballots Cast - Blank,,0,0,0,0
Indiana,Banks,JUDGE OF THE SUPERIOR COURT,,DEM,Brandon Neuman,1,37,19,18,0
Indiana,Banks,JUDGE OF THE SUPERIOR COURT,,REP,Maria Battista,1,175,170,5,0
Indiana,Banks,JUDGE OF THE SUPERIOR COURT,,LBR,Daniel Wassmer,1,2,1,1,0
Indiana,Banks,JUDGE OF THE SUPERIOR COURT,,,Write-In Totals,1,0,0,0,0
Indiana,Banks,JUDGE OF THE COMMONWEALTH COURT,,DEM,Stella Tsai,1,41,22,19,0
Indiana,Banks,JUDGE OF THE COMMONWEALTH COURT,,REP,Matt Wolford,1,173,169,4,0
Indiana,Banks,JUDGE OF THE COMMONWEALTH COURT,,,Write-In Totals,1,0,0,0,0
Indiana,Banks,COUNTY CORONER,,DEM,Cinny Bratton,1,32,19,13,0
Indiana,Banks,COUNTY CORONER,,REP,"Jerry L. Overman, Jr.",1,182,172,10,0
Indiana,Banks,COUNTY CORONER,,,Write-In Totals,1,0,0,0,0
Indiana,Banks,"REGISTER OF WILLS, RECORDER OF DEEDS, CLERK OF ORPHANS' COURT",,REP,Maria Jack,1,200,184,16,0
Indiana,Banks,"REGISTER OF WILLS, RECORDER OF DEEDS, CLERK OF ORPHANS' COURT",,,Write-In Totals,1,1,0,1,0
Indiana,Banks,COUNTY TREASURER,,REP,Kimberly McCullough,1,201,185,16,0
Indiana,Banks,COUNTY TREASURER,,,Write-In Totals,1,2,1,1,0
Indiana,Banks,AUDITOR Banks Township,,REP,Cindy Brink,1,207,191,16,0
Indiana,Banks,AUDITOR Banks Township,,,Write-In Totals,1,2,1,1,0
Indiana,Banks,SUPERVISOR Banks Township,,REP,Kevin Lucas,1,209,194,15,0
Indiana,Banks,SUPERVISOR Banks Township,,,Write-In Totals,1,1,0,1,0
Indiana,Banks,TAX COLLECTOR Banks Township,,REP,Amanda Farmery,1,203,186,17,0
Indiana,Banks,TAX COLLECTOR Banks Township,,,Write-In Totals,1,6,4,2,0
Indiana,Banks,SCHOOL DIRECTOR Punxsutawney At Large,,DEM,Lisa Gourley,5,43,25,18,0
Indiana,Banks,SCHOOL DIRECTOR Punxsutawney At Large,,D/R,Alan S. Nichol,5,114,96,18,0
Indiana,Banks,SCHOOL DIRECTOR Punxsutawney At Large,,D/R,Cindy Depp Hutchinson,5,95,77,18,0
