county,precinct,office,district,party,candidate,votes,election_day,mail,provisional,vote_for
Tioga,Bloss Township,Registered Voters,,,,242,,,,
Tioga,Bloss Township,Ballots Cast,,,,125,115,10,0,
Tioga,Bloss Township,Ballots Cast Blank,,,,0,0,0,0,
Tioga,Bloss Township,Judge of the Superior Court,,REP,Maria Battista,92,87,5,0,1
Tioga,Bloss Township,Judge of the Superior Court,,DEM,Brandon Neuman,22,17,5,0,1
Tioga,Bloss Township,Judge of the Superior Court,,LBR,Daniel Wassmer,2,2,0,0,1
Tioga,Bloss Township,Judge of the Superior Court,,,Write-ins,0,0,0,0,1
Tioga,Bloss Township,Judge of the Commonwealth Court,,REP,Matt Wolford,92,87,5,0,1
Tioga,Bloss Township,Judge of the Commonwealth Court,,DEM,Stella Tsai,24,19,5,0,1
Tioga,Bloss Township,Judge of the Commonwealth Court,,,Write-ins,0,0,0,0,1
Tioga,Bloss Township,Prothonotary and Clerk of Courts,,D/R,Heather A Lundgren,91,84,7,0,1
Tioga,Bloss Township,Prothonotary and Clerk of Courts,,,Write-ins,8,8,0,0,1
Tioga,Bloss Township,Sheriff,,D/R,Frank Levindoski,111,104,7,0,1
Tioga,Bloss Township,Sheriff,,,Write-ins,1,1,0,0,1
Tioga,Bloss Township,Treasurer,,D/R,Kera L Hackett,101,94,7,0,1
Tioga,Bloss Township,Treasurer,,,Write-ins,1,1,0,0,1
Tioga,Bloss Township,Magisterial District Judge,04-3-03,D/R,Tiffany L Cummings,92,86,6,0,1
Tioga,Bloss Township,Magisterial District Judge,04-3-03,,Write-ins,0,0,0,0,1
Tioga,Bloss Township,Township Supervisor (6 Year),Bloss Township,REP,Robert F Harzinski,89,83,6,0,1
Tioga,Bloss Township,Township Supervisor (6 Year),Bloss Township,,Write-ins,14,13,1,0,1
Tioga,Bloss Township,Township Supervisor (2 Year),Bloss Township,DEM,Raymond Sherant,96,90,6,0,1
Tioga,Bloss Township,Township Supervisor (2 Year),Bloss Township,,Write-ins,3,3,0,0,1
Tioga,Bloss Township,Township Auditor (6 Year),Bloss Township,,Write-ins,5,3,2,0,1
Tioga,Bloss Township,Township Auditor (4 Year),Bloss Township,,Write-ins,5,3,2,0,1
Tioga,Bloss Township,Township Auditor (2 Year),Bloss Township,,Write-ins,4,2,2,0,1
Tioga,Bloss Township,Tax Collector,Bloss Township,,Write-ins,7,5,2,0,1
Tioga,Bloss Township,Judge of Elections,,REP,Pamela J DeRemer,109,103,6,0,1
Tioga,Bloss Township,Judge of Elections,,,Write-ins,1,0,1,0,1
