county,office,district,party,candidate,votes,election_day,mail,provisional
Clarion,Judge of the Superior Court,,DEM,Brandon Neuman,2638,,,
Clarion,Judge of the Superior Court,,REP,Maria Battista,7143,,,
Clarion,Judge of the Superior Court,,LIB,Daniel Wassmer,182,,,
Clarion,Judge of the Superior Court,,WRITE-IN,Scattered,6,,,
Clarion,Judge of the Superior Court,,WRITE-IN,Erich Spessard,1,,,
Clarion,Judge of the Superior Court,,WRITE-IN,Shane Buzard,1,,,
Clarion,Judge of the Superior Court,,WRITE-IN,Patrick J Kahle,1,,,
Clarion,Judge of the Superior Court,,WRITE-IN,Christopher Vantassel,1,,,
Clarion,Judge of the Superior Court,,WRITE-IN,Sara Seidle Patton,1,,,
Clarion,Judge of the Commonwealth Court,,DEM,Stella Tsai,2803,,,
Clarion,Judge of the Commonwealth Court,,REP,Matt Wolford,7089,,,
Clarion,Judge of the Commonwealth Court,,WRITE-IN,Josh Prince,1,,,
Clarion,Judge of the Commonwealth Court,,WRITE-IN,Bryan D Huwar,1,,,
Clarion,Judge of the Commonwealth Court,,WRITE-IN,Joe Rupert,0,,,
Clarion,Judge of the Commonwealth Court,,WRITE-IN,Michael Mercer,0,,,
Clarion,Judge of the Commonwealth Court,,WRITE-IN,Scattered,6,,,
Clarion,Judge of the Commonwealth Court,,WRITE-IN,Adrian Weber,1,,,
Clarion,Coroner 4 Year Term,,DEM/REP,Daniel Shingledecker,9327,,,
Clarion,Coroner 4 Year Term,,WRITE-IN,Ted Minich,1,,,
Clarion,Coroner 4 Year Term,,WRITE-IN,Robert Burns,1,,,
Clarion,Coroner 4 Year Term,,WRITE-IN,Judy Bowser,1,,,
Clarion,Coroner 4 Year Term,,WRITE-IN,Brad Bullers,1,,,
Clarion,Coroner 4 Year Term,,WRITE-IN,Gina Daum,1,,,
Clarion,Coroner 4 Year Term,,WRITE-IN,Terry Blair,1,,,
Clarion,Coroner 4 Year Term,,WRITE-IN,Scattered,15,,,
Clarion,Coroner 4 Year Term,,WRITE-IN,Alissa Burns,5,,,
Clarion,Coroner 4 Year Term,,WRITE-IN,Roland Burns,104,,,
