county,office,district,party,candidate,votes
Monroe,Judge of the Superior Court,,DEMOCRATIC,BRANDON NEUMAN,22300
Monroe,Judge of the Superior Court,,REPUBLICAN,MARIA BATTISTA,16472
Monroe,Judge of the Superior Court,,LIBERAL,DANIEL WASSMER,919
Monroe,Judge of the Commonwealth Court,,DEMOCRATIC,STELLA TSAI,22912
Monroe,Judge of the Commonwealth Court,,REPUBLICAN,MATT WOLFORD,16593
Monroe,Judge of the Court of Common Pleas,,DEMOCRATIC,JANET JACKSON,22220
Monroe,Judge of the Court of Common Pleas,,DEMOCRATIC,PATRICK BEST,17953
Monroe,Judge of the Court of Common Pleas,,REPUBLICAN,KELLY LOMBARDO,16959
Monroe,Judge of the Court of Common Pleas,,REPUBLICAN,ALEXANDER MAREK,12309
Monroe,Treasurer,,DEMOCRATIC,IRA JOLLEY,22298
Monroe,Treasurer,,REPUBLICAN,THERESA JOHNSON,17565
Monroe,Coroner,,DEMOCRATIC/REPUBLICAN,TOM YANAC,33932
Monroe,Magisterial District Judge 43-2-01,,DEMOCRATIC,DON JOHNSON,895
Monroe,Magisterial District Judge 43-2-01,,REPUBLICAN,LENNY DEMARIA,555
Monroe,Magisterial District Judge 43-4-02,,DEMOCRATIC/REPUBLICAN,PHILLIP RILEY,3163
Monroe,East Stroudsburg School District - School Director at large,,DEMOCRATIC/REPUBLICAN,JASON GULLSTRAND,5276
Monroe,East Stroudsburg School District - School Director at large,,DEMOCRATIC,SHANEKA STOREY,5708
Monroe,East Stroudsburg School District - School Director at large,,DEMOCRATIC,RICHARD SCHLAMEUSS,5581
Monroe,East Stroudsburg School District - School Director at large,,DEMOCRATIC/REPUBLICAN,GEORGE ANDREWS,4673
Monroe,East Stroudsburg School District - School Director at large,,REPUBLICAN,STEVE ERTLE,3568
Monroe,East Stroudsburg School District - School Director at large,,REPUBLICAN,WAYNE ROHNER,3489
Monroe,Pocono Mountain School District - School Director region - 1,,DEMOCRATIC,CHRISTINA GRAPE GARVEY,2769
Monroe,Pocono Mountain School District - School Director region - 1,,DEMOCRATIC/REPUBLICAN,NATHAN STRUNK,2412
Monroe,Pocono Mountain School District - School Director region - 1,,REPUBLICAN,HARRIS ZEILER,1960
Monroe,Pocono Mountain School District - School Director region - 2,,DEMOCRATIC,ELYSE NEHRING,2881
Monroe,Pocono Mountain School District - School Director region - 2,,DEMOCRATIC/REPUBLICAN,MARION PYZIK,2520
Monroe,Pocono Mountain School District - School Director region - 2,,REPUBLICAN,BERT RINEHIMER,2495
Monroe,Pocono Mountain School District - School Director region - 3,,DEMOCRATIC/REPUBLICAN,ANNA LOPEZ,3227
Monroe,Pleasant Valley School District - School Director at large,,DEMOCRATIC/REPUBLICAN,DIANE SERFASS,3936
Monroe,Pleasant Valley School District - School Director at large,,DEMOCRATIC/REPUBLICAN,DENISE HOPELY,4043
Monroe,Pleasant Valley School District - School Director at large,,DEMOCRATIC,MELANIE ZIPP,3540
Monroe,Pleasant Valley School District - School Director at large,,DEMOCRATIC/REPUBLICAN,NORMAN BURGER,3743
Monroe,Pleasant Valley School District - School Director at large,,REPUBLICAN,JANET DOONER,4119
Monroe,Stroudsburg School District - School Director at large,,DEMOCRATIC/REPUBLICAN,ERIN DEROSA,4959
Monroe,Stroudsburg School District - School Director at large,,DEMOCRATIC,TIFFANY POZZA,5075
Monroe,Stroudsburg School District - School Director at large,,DEMOCRATIC,KATHLEEN KILKER,5081
Monroe,Stroudsburg School District - School Director at large,,DEMOCRATIC/REPUBLICAN,CINDY BLAKE,4224
Monroe,Stroudsburg School District - School Director at large,,REPUBLICAN,CHRIS FIELD,3179
Monroe,Stroudsburg School District - School Director at large,,REPUBLICAN,JOHN JAKOBSEN,4032
