county,precinct,office,district,party,candidate,votes,election_day,mail,provisional,vote_for
Lawrence,New Castle 1-1,School Director (4 Year),New Castle Area,D/R,MARK A PANELLA,69,45,23,1,4
Lawrence,New Castle 1-1,School Director (4 Year),New Castle Area,D/R,PASQUALE AMABILE III,60,43,17,0,4
Lawrence,New Castle 1-1,School Director (4 Year),New Castle Area,NOA,JUSTIN BYERS,21,16,5,0,4
Lawrence,New Castle 1-1,School Director (4 Year),New Castle Area,,Write-ins,2,2,0,0,4
Lawrence,New Castle 1-1,School Director (2 Year),New Castle Area,D/R,PAUL A FULENA,98,68,29,1,1
Lawrence,New Castle 1-1,School Director (2 Year),New Castle Area,,Write-ins,1,1,0,0,1
Lawrence,New Castle 1-1,Supreme Court Retention - Christine Donohue,,,Yes,72,44,27,1,1
Lawrence,New Castle 1-1,Supreme Court Retention - Christine Donohue,,,No,44,36,8,0,1
Lawrence,New Castle 1-1,Supreme Court Retention - Kevin M Dougherty,,,Yes,71,43,27,1,1
Lawrence,New Castle 1-1,Supreme Court Retention - Kevin M Dougherty,,,No,43,36,7,0,1
Lawrence,New Castle 1-1,Supreme Court Retention - David Wecht,,,Yes,72,43,28,1,1
Lawrence,New Castle 1-1,Supreme Court Retention - David Wecht,,,No,43,36,7,0,1
Lawrence,New Castle 1-1,Superior Court Retention - Alice Beck Dubow,,,Yes,67,39,27,1,1
Lawrence,New Castle 1-1,Superior Court Retention - Alice Beck Dubow,,,No,43,35,8,0,1
Lawrence,New Castle 1-1,Commonwealth Court Retention - Michael H Wojcik,,,Yes,71,43,27,1,1
Lawrence,New Castle 1-1,Commonwealth Court Retention - Michael H Wojcik,,,No,40,32,8,0,1
Lawrence,New Castle 1-2,Registered Voters,,,,530,,,,
Lawrence,New Castle 1-2,Ballots Cast,,,,216,154,62,0,
Lawrence,New Castle 1-2,Ballots Cast Blank,,,,0,0,0,0,
Lawrence,New Castle 1-2,Judge of the Superior Court,,DEM,BRANDON NEUMAN,119,75,44,0,1
Lawrence,New Castle 1-2,Judge of the Superior Court,,REP,MARIA BATTISTA,79,64,15,0,1
Lawrence,New Castle 1-2,Judge of the Superior Court,,LBR,DANIEL WASSMER,9,7,2,0,1
Lawrence,New Castle 1-2,Judge of the Superior Court,,,Write-ins,0,0,0,0,1
Lawrence,New Castle 1-2,Judge of the Commonwealth Court,,DEM,STELLA TSAI,124,80,44,0,1
Lawrence,New Castle 1-2,Judge of the Commonwealth Court,,REP,MATT WOLFORD,81,67,14,0,1
Lawrence,New Castle 1-2,Judge of the Commonwealth Court,,,Write-ins,0,0,0,0,1
Lawrence,New Castle 1-2,Judge of the Court of Common Pleas,,DEM,BRADLEY G OLSON JR,118,83,35,0,3
Lawrence,New Castle 1-2,Judge of the Court of Common Pleas,,DEM,JAMES W MANOLIS,98,61,37,0,3
Lawrence,New Castle 1-2,Judge of the Court of Common Pleas,,D/R,DEBORAH SHAW,86,54,32,0,3
Lawrence,New Castle 1-2,Judge of the Court of Common Pleas,,REP,WILLIAM BILL FLANNERY,86,67,19,0,3
Lawrence,New Castle 1-2,Judge of the Court of Common Pleas,,REP,LARRY KEITH,81,66,15,0,3
Lawrence,New Castle 1-2,Judge of the Court of Common Pleas,,,Write-ins,1,1,0,0,3
Lawrence,New Castle 1-2,District Attorney,,D/R,JOSHUA LAMANCUSA,175,123,52,0,1
Lawrence,New Castle 1-2,District Attorney,,,Write-ins,4,4,0,0,1
Lawrence,New Castle 1-2,Register and Recorder,,D/R,TAMMY R CRAWFORD,176,122,54,0,1
Lawrence,New Castle 1-2,Register and Recorder,,,Write-ins,1,1,0,0,1
Lawrence,New Castle 1-2,Sheriff,,D/R,VINCENT MARTWINSKI,176,122,54,0,1
Lawrence,New Castle 1-2,Sheriff,,,Write-ins,3,3,0,0,1
Lawrence,New Castle 1-2,Magisterial District Judge,53-1-1,D/R,MELISSA A AMODIE,171,122,49,0,1
Lawrence,New Castle 1-2,Magisterial District Judge,53-1-1,,Write-ins,2,1,1,0,1
Lawrence,New Castle 1-2,City Council (4 Year),New Castle,DEM,DAVID WARD,111,73,38,0,3
Lawrence,New Castle 1-2,City Council (4 Year),New Castle,DEM,DAVID A ESPOSITO,109,68,41,0,3
Lawrence,New Castle 1-2,City Council (4 Year),New Castle,DEM,ERIC RITTER,87,56,31,0,3
Lawrence,New Castle 1-2,City Council (4 Year),New Castle,REP,ERIC FRANCIS,80,65,15,0,3
Lawrence,New Castle 1-2,City Council (4 Year),New Castle,CON,BILL MESSNER,33,25,8,0,3
Lawrence,New Castle 1-2,City Council (4 Year),New Castle,CON,RANDY DUFFORD,30,20,10,0,3
Lawrence,New Castle 1-2,City Council (4 Year),New Castle,,Write-ins,1,1,0,0,3
Lawrence,New Castle 1-2,City Council (2 Year),New Castle,DEM,DAVID A ESPOSITO,119,79,40,0,1
Lawrence,New Castle 1-2,City Council (2 Year),New Castle,REP,ERIC FRANCIS,74,56,18,0,1
Lawrence,New Castle 1-2,City Council (2 Year),New Castle,CON,RANDY DUFFORD,10,8,2,0,1
Lawrence,New Castle 1-2,City Council (2 Year),New Castle,,Write-ins,0,0,0,0,1
Lawrence,New Castle 1-2,Judge of Elections,,,Write-ins,16,11,5,0,1
Lawrence,New Castle 1-2,Inspector of Elections,,,Write-ins,10,6,4,0,1
Lawrence,New Castle 1-2,School Director (4 Year),New Castle Area,D/R,PAUL A FULENA,119,82,37,0,4
Lawrence,New Castle 1-2,School Director (4 Year),New Castle Area,D/R,MARK A PANELLA,115,78,37,0,4
Lawrence,New Castle 1-2,School Director (4 Year),New Castle Area,D/R,PASQUALE AMABILE III,107,74,33,0,4
Lawrence,New Castle 1-2,School Director (4 Year),New Castle Area,D/R,ROBERT E LYLES,91,60,31,0,4
Lawrence,New Castle 1-2,School Director (4 Year),New Castle Area,NOA,JUSTIN BYERS,41,32,9,0,4
Lawrence,New Castle 1-2,School Director (4 Year),New Castle Area,,Write-ins,4,3,1,0,4
Lawrence,New Castle 1-2,School Director (2 Year),New Castle Area,D/R,PAUL A FULENA,158,112,46,0,1
Lawrence,New Castle 1-2,School Director (2 Year),New Castle Area,,Write-ins,4,3,1,0,1
Lawrence,New Castle 1-2,Supreme Court Retention - Christine Donohue,,,Yes,134,91,43,0,1
Lawrence,New Castle 1-2,Supreme Court Retention - Christine Donohue,,,No,71,53,18,0,1
Lawrence,New Castle 1-2,Supreme Court Retention - Kevin M Dougherty,,,Yes,140,93,47,0,1
Lawrence,New Castle 1-2,Supreme Court Retention - Kevin M Dougherty,,,No,65,51,14,0,1
Lawrence,New Castle 1-2,Supreme Court Retention - David Wecht,,,Yes,144,97,47,0,1
Lawrence,New Castle 1-2,Supreme Court Retention - David Wecht,,,No,64,49,15,0,1
Lawrence,New Castle 1-2,Superior Court Retention - Alice Beck Dubow,,,Yes,130,88,42,0,1
Lawrence,New Castle 1-2,Superior Court Retention - Alice Beck Dubow,,,No,72,53,19,0,1
Lawrence,New Castle 1-2,Commonwealth Court Retention - Michael H Wojcik,,,Yes,133,92,41,0,1
Lawrence,New Castle 1-2,Commonwealth Court Retention - Michael H Wojcik,,,No,66,47,19,0,1
Lawrence,New Castle 2-1,Registered Voters,,,,813,,,,
Lawrence,New Castle 2-1,Ballots Cast,,,,210,179,31,0,
Lawrence,New Castle 2-1,Ballots Cast Blank,,,,0,0,0,0,
Lawrence,New Castle 2-1,Judge of the Superior Court,,DEM,BRANDON NEUMAN,129,107,22,0,1
Lawrence,New Castle 2-1,Judge of the Superior Court,,REP,MARIA BATTISTA,64,60,4,0,1
Lawrence,New Castle 2-1,Judge of the Superior Court,,LBR,DANIEL WASSMER,9,7,2,0,1
Lawrence,New Castle 2-1,Judge of the Superior Court,,,Write-ins,1,0,1,0,1
Lawrence,New Castle 2-1,Judge of the Commonwealth Court,,DEM,STELLA TSAI,138,111,27,0,1
Lawrence,New Castle 2-1,Judge of the Commonwealth Court,,REP,MATT WOLFORD,65,63,2,0,1
Lawrence,New Castle 2-1,Judge of the Commonwealth Court,,,Write-ins,1,0,1,0,1
Lawrence,New Castle 2-1,Judge of the Court of Common Pleas,,DEM,BRADLEY G OLSON JR,128,103,25,0,3
Lawrence,New Castle 2-1,Judge of the Court of Common Pleas,,DEM,JAMES W MANOLIS,96,78,18,0,3
Lawrence,New Castle 2-1,Judge of the Court of Common Pleas,,D/R,DEBORAH SHAW,90,74,16,0,3
Lawrence,New Castle 2-1,Judge of the Court of Common Pleas,,REP,WILLIAM BILL FLANNERY,69,63,6,0,3
Lawrence,New Castle 2-1,Judge of the Court of Common Pleas,,REP,LARRY KEITH,68,63,5,0,3
Lawrence,New Castle 2-1,Judge of the Court of Common Pleas,,,Write-ins,4,2,2,0,3
Lawrence,New Castle 2-1,District Attorney,,D/R,JOSHUA LAMANCUSA,186,156,30,0,1
Lawrence,New Castle 2-1,District Attorney,,,Write-ins,8,8,0,0,1
Lawrence,New Castle 2-1,Register and Recorder,,D/R,TAMMY R CRAWFORD,190,161,29,0,1
Lawrence,New Castle 2-1,Register and Recorder,,,Write-ins,3,2,1,0,1
Lawrence,New Castle 2-1,Sheriff,,D/R,VINCENT MARTWINSKI,181,154,27,0,1
Lawrence,New Castle 2-1,Sheriff,,,Write-ins,5,4,1,0,1
Lawrence,New Castle 2-1,Magisterial District Judge,53-1-1,D/R,MELISSA A AMODIE,178,149,29,0,1
Lawrence,New Castle 2-1,Magisterial District Judge,53-1-1,,Write-ins,5,4,1,0,1
Lawrence,New Castle 2-1,City Council (4 Year),New Castle,DEM,DAVID WARD,118,95,23,0,3
Lawrence,New Castle 2-1,City Council (4 Year),New Castle,DEM,DAVID A ESPOSITO,112,87,25,0,3
Lawrence,New Castle 2-1,City Council (4 Year),New Castle,DEM,ERIC RITTER,94,73,21,0,3
Lawrence,New Castle 2-1,City Council (4 Year),New Castle,REP,ERIC FRANCIS,66,60,6,0,3
Lawrence,New Castle 2-1,City Council (4 Year),New Castle,CON,BILL MESSNER,40,38,2,0,3
Lawrence,New Castle 2-1,City Council (4 Year),New Castle,CON,RANDY DUFFORD,31,31,0,0,3
Lawrence,New Castle 2-1,City Council (4 Year),New Castle,,Write-ins,9,9,0,0,3
Lawrence,New Castle 2-1,City Council (2 Year),New Castle,DEM,DAVID A ESPOSITO,120,97,23,0,1
Lawrence,New Castle 2-1,City Council (2 Year),New Castle,REP,ERIC FRANCIS,54,49,5,0,1
Lawrence,New Castle 2-1,City Council (2 Year),New Castle,CON,RANDY DUFFORD,23,22,1,0,1
Lawrence,New Castle 2-1,City Council (2 Year),New Castle,,Write-ins,0,0,0,0,1
Lawrence,New Castle 2-1,Judge of Elections,,,Write-ins,22,17,5,0,1
Lawrence,New Castle 2-1,Inspector of Elections,,,Write-ins,20,15,5,0,1
Lawrence,New Castle 2-1,School Director (4 Year),New Castle Area,D/R,MARK A PANELLA,108,86,22,0,4
Lawrence,New Castle 2-1,School Director (4 Year),New Castle Area,D/R,PAUL A FULENA,104,81,23,0,4
Lawrence,New Castle 2-1,School Director (4 Year),New Castle Area,D/R,PASQUALE AMABILE III,86,68,18,0,4
Lawrence,New Castle 2-1,School Director (4 Year),New Castle Area,D/R,ROBERT E LYLES,79,62,17,0,4
Lawrence,New Castle 2-1,School Director (4 Year),New Castle Area,NOA,JUSTIN BYERS,50,45,5,0,4
Lawrence,New Castle 2-1,School Director (4 Year),New Castle Area,,Write-ins,6,5,1,0,4
Lawrence,New Castle 2-1,School Director (2 Year),New Castle Area,D/R,PAUL A FULENA,165,138,27,0,1
Lawrence,New Castle 2-1,School Director (2 Year),New Castle Area,,Write-ins,7,6,1,0,1
Lawrence,New Castle 2-1,Supreme Court Retention - Christine Donohue,,,Yes,145,124,21,0,1
Lawrence,New Castle 2-1,Supreme Court Retention - Christine Donohue,,,No,54,46,8,0,1
Lawrence,New Castle 2-1,Supreme Court Retention - Kevin M Dougherty,,,Yes,141,119,22,0,1
Lawrence,New Castle 2-1,Supreme Court Retention - Kevin M Dougherty,,,No,60,52,8,0,1
Lawrence,New Castle 2-1,Supreme Court Retention - David Wecht,,,Yes,143,120,23,0,1
Lawrence,New Castle 2-1,Supreme Court Retention - David Wecht,,,No,57,50,7,0,1
Lawrence,New Castle 2-1,Superior Court Retention - Alice Beck Dubow,,,Yes,141,121,20,0,1
Lawrence,New Castle 2-1,Superior Court Retention - Alice Beck Dubow,,,No,56,47,9,0,1
Lawrence,New Castle 2-1,Commonwealth Court Retention - Michael H Wojcik,,,Yes,136,116,20,0,1
Lawrence,New Castle 2-1,Commonwealth Court Retention - Michael H Wojcik,,,No,58,49,9,0,1
Lawrence,New Castle 2-2,Registered Voters,,,,809,,,,
Lawrence,New Castle 2-2,Ballots Cast,,,,345,284,61,0,
Lawrence,New Castle 2-2,Ballots Cast Blank,,,,0,0,0,0,
Lawrence,New Castle 2-2,Judge of the Superior Court,,DEM,BRANDON NEUMAN,179,134,45,0,1
Lawrence,New Castle 2-2,Judge of the Superior Court,,REP,MARIA BATTISTA,143,132,11,0,1
Lawrence,New Castle 2-2,Judge of the Superior Court,,LBR,DANIEL WASSMER,12,11,1,0,1
Lawrence,New Castle 2-2,Judge of the Superior Court,,,Write-ins,1,1,0,0,1
Lawrence,New Castle 2-2,Judge of the Commonwealth Court,,DEM,STELLA TSAI,196,148,48,0,1
Lawrence,New Castle 2-2,Judge of the Commonwealth Court,,REP,MATT WOLFORD,140,130,10,0,1
Lawrence,New Castle 2-2,Judge of the Commonwealth Court,,,Write-ins,1,1,0,0,1
Lawrence,New Castle 2-2,Judge of the Court of Common Pleas,,DEM,BRADLEY G OLSON JR,201,155,46,0,3
Lawrence,New Castle 2-2,Judge of the Court of Common Pleas,,DEM,JAMES W MANOLIS,166,125,41,0,3
Lawrence,New Castle 2-2,Judge of the Court of Common Pleas,,D/R,DEBORAH SHAW,141,107,34,0,3
Lawrence,New Castle 2-2,Judge of the Court of Common Pleas,,REP,LARRY KEITH,136,120,16,0,3
Lawrence,New Castle 2-2,Judge of the Court of Common Pleas,,REP,WILLIAM BILL FLANNERY,135,117,18,0,3
Lawrence,New Castle 2-2,Judge of the Court of Common Pleas,,,Write-ins,1,0,1,0,3
Lawrence,New Castle 2-2,District Attorney,,D/R,JOSHUA LAMANCUSA,296,243,53,0,1
Lawrence,New Castle 2-2,District Attorney,,,Write-ins,6,3,3,0,1
Lawrence,New Castle 2-2,Register and Recorder,,D/R,TAMMY R CRAWFORD,284,234,50,0,1
Lawrence,New Castle 2-2,Register and Recorder,,,Write-ins,4,3,1,0,1
Lawrence,New Castle 2-2,Sheriff,,D/R,VINCENT MARTWINSKI,285,236,49,0,1
Lawrence,New Castle 2-2,Sheriff,,,Write-ins,4,3,1,0,1
Lawrence,New Castle 2-2,Magisterial District Judge,53-1-1,D/R,MELISSA A AMODIE,286,238,48,0,1
Lawrence,New Castle 2-2,Magisterial District Judge,53-1-1,,Write-ins,5,2,3,0,1
Lawrence,New Castle 2-2,City Council (4 Year),New Castle,DEM,DAVID A ESPOSITO,178,135,43,0,3
Lawrence,New Castle 2-2,City Council (4 Year),New Castle,DEM,DAVID WARD,160,118,42,0,3
Lawrence,New Castle 2-2,City Council (4 Year),New Castle,DEM,ERIC RITTER,157,113,44,0,3
Lawrence,New Castle 2-2,City Council (4 Year),New Castle,REP,ERIC FRANCIS,124,113,11,0,3
Lawrence,New Castle 2-2,City Council (4 Year),New Castle,CON,BILL MESSNER,79,70,9,0,3
Lawrence,New Castle 2-2,City Council (4 Year),New Castle,CON,RANDY DUFFORD,78,69,9,0,3
Lawrence,New Castle 2-2,City Council (4 Year),New Castle,,Write-ins,14,11,3,0,3
Lawrence,New Castle 2-2,City Council (2 Year),New Castle,DEM,DAVID A ESPOSITO,182,139,43,0,1
Lawrence,New Castle 2-2,City Council (2 Year),New Castle,REP,ERIC FRANCIS,112,102,10,0,1
Lawrence,New Castle 2-2,City Council (2 Year),New Castle,CON,RANDY DUFFORD,41,36,5,0,1
Lawrence,New Castle 2-2,City Council (2 Year),New Castle,,Write-ins,1,0,1,0,1
Lawrence,New Castle 2-2,Judge of Elections,,,Write-ins,23,19,4,0,1
Lawrence,New Castle 2-2,Inspector of Elections,,DEM,ROSE M MITCHELL,258,204,54,0,1
Lawrence,New Castle 2-2,Inspector of Elections,,,Write-ins,6,6,0,0,1
Lawrence,New Castle 2-2,School Director (4 Year),New Castle Area,D/R,ROBERT E LYLES,170,132,38,0,4
Lawrence,New Castle 2-2,School Director (4 Year),New Castle Area,D/R,PAUL A FULENA,167,132,35,0,4
Lawrence,New Castle 2-2,School Director (4 Year),New Castle Area,D/R,MARK A PANELLA,158,120,38,0,4
Lawrence,New Castle 2-2,School Director (4 Year),New Castle Area,D/R,PASQUALE AMABILE III,157,124,33,0,4
Lawrence,New Castle 2-2,School Director (4 Year),New Castle Area,NOA,JUSTIN BYERS,95,74,21,0,4
Lawrence,New Castle 2-2,School Director (4 Year),New Castle Area,,Write-ins,13,4,9,0,4
Lawrence,New Castle 2-2,School Director (2 Year),New Castle Area,D/R,PAUL A FULENA,251,209,42,0,1
Lawrence,New Castle 2-2,School Director (2 Year),New Castle Area,,Write-ins,9,4,5,0,1
Lawrence,New Castle 2-2,Supreme Court Retention - Christine Donohue,,,Yes,200,154,46,0,1
Lawrence,New Castle 2-2,Supreme Court Retention - Christine Donohue,,,No,122,109,13,0,1
Lawrence,New Castle 2-2,Supreme Court Retention - Kevin M Dougherty,,,Yes,197,152,45,0,1
Lawrence,New Castle 2-2,Supreme Court Retention - Kevin M Dougherty,,,No,127,113,14,0,1
Lawrence,New Castle 2-2,Supreme Court Retention - David Wecht,,,Yes,195,149,46,0,1
Lawrence,New Castle 2-2,Supreme Court Retention - David Wecht,,,No,127,114,13,0,1
Lawrence,New Castle 2-2,Superior Court Retention - Alice Beck Dubow,,,Yes,191,146,45,0,1
Lawrence,New Castle 2-2,Superior Court Retention - Alice Beck Dubow,,,No,123,113,10,0,1
Lawrence,New Castle 2-2,Commonwealth Court Retention - Michael H Wojcik,,,Yes,188,143,45,0,1
Lawrence,New Castle 2-2,Commonwealth Court Retention - Michael H Wojcik,,,No,127,115,12,0,1
Lawrence,New Castle 2-3,Registered Voters,,,,750,,,,
Lawrence,New Castle 2-3,Ballots Cast,,,,360,277,83,0,
Lawrence,New Castle 2-3,Ballots Cast Blank,,,,0,0,0,0,
Lawrence,New Castle 2-3,Judge of the Superior Court,,DEM,BRANDON NEUMAN,194,130,64,0,1
Lawrence,New Castle 2-3,Judge of the Superior Court,,REP,MARIA BATTISTA,133,118,15,0,1
Lawrence,New Castle 2-3,Judge of the Superior Court,,LBR,DANIEL WASSMER,12,12,0,0,1
Lawrence,New Castle 2-3,Judge of the Superior Court,,,Write-ins,1,1,0,0,1
Lawrence,New Castle 2-3,Judge of the Commonwealth Court,,DEM,STELLA TSAI,202,138,64,0,1
Lawrence,New Castle 2-3,Judge of the Commonwealth Court,,REP,MATT WOLFORD,134,119,15,0,1
Lawrence,New Castle 2-3,Judge of the Commonwealth Court,,,Write-ins,1,1,0,0,1
Lawrence,New Castle 2-3,Judge of the Court of Common Pleas,,DEM,BRADLEY G OLSON JR,203,152,51,0,3
Lawrence,New Castle 2-3,Judge of the Court of Common Pleas,,DEM,JAMES W MANOLIS,173,128,45,0,3
Lawrence,New Castle 2-3,Judge of the Court of Common Pleas,,REP,WILLIAM BILL FLANNERY,150,128,22,0,3
Lawrence,New Castle 2-3,Judge of the Court of Common Pleas,,REP,LARRY KEITH,142,111,31,0,3
Lawrence,New Castle 2-3,Judge of the Court of Common Pleas,,D/R,DEBORAH SHAW,109,83,26,0,3
Lawrence,New Castle 2-3,Judge of the Court of Common Pleas,,,Write-ins,2,2,0,0,3
Lawrence,New Castle 2-3,District Attorney,,D/R,JOSHUA LAMANCUSA,309,235,74,0,1
Lawrence,New Castle 2-3,District Attorney,,,Write-ins,4,4,0,0,1
Lawrence,New Castle 2-3,Register and Recorder,,D/R,TAMMY R CRAWFORD,298,228,70,0,1
Lawrence,New Castle 2-3,Register and Recorder,,,Write-ins,1,1,0,0,1
Lawrence,New Castle 2-3,Sheriff,,D/R,VINCENT MARTWINSKI,301,233,68,0,1
Lawrence,New Castle 2-3,Sheriff,,,Write-ins,4,4,0,0,1
Lawrence,New Castle 2-3,Magisterial District Judge,53-1-1,D/R,MELISSA A AMODIE,296,225,71,0,1
Lawrence,New Castle 2-3,Magisterial District Judge,53-1-1,,Write-ins,2,2,0,0,1
Lawrence,New Castle 2-3,City Council (4 Year),New Castle,DEM,DAVID A ESPOSITO,200,136,64,0,3
Lawrence,New Castle 2-3,City Council (4 Year),New Castle,DEM,DAVID WARD,178,129,49,0,3
Lawrence,New Castle 2-3,City Council (4 Year),New Castle,DEM,ERIC RITTER,167,119,48,0,3
Lawrence,New Castle 2-3,City Council (4 Year),New Castle,REP,ERIC FRANCIS,117,99,18,0,3
Lawrence,New Castle 2-3,City Council (4 Year),New Castle,CON,BILL MESSNER,79,73,6,0,3
Lawrence,New Castle 2-3,City Council (4 Year),New Castle,CON,RANDY DUFFORD,60,58,2,0,3
Lawrence,New Castle 2-3,City Council (4 Year),New Castle,,Write-ins,19,19,0,0,3
Lawrence,New Castle 2-3,City Council (2 Year),New Castle,DEM,DAVID A ESPOSITO,188,131,57,0,1
Lawrence,New Castle 2-3,City Council (2 Year),New Castle,REP,ERIC FRANCIS,105,90,15,0,1
Lawrence,New Castle 2-3,City Council (2 Year),New Castle,CON,RANDY DUFFORD,31,31,0,0,1
Lawrence,New Castle 2-3,City Council (2 Year),New Castle,,Write-ins,3,3,0,0,1
Lawrence,New Castle 2-3,Judge of Elections,,REP,LEROY POLDING,243,194,49,0,1
Lawrence,New Castle 2-3,Judge of Elections,,,Write-ins,13,13,0,0,1
Lawrence,New Castle 2-3,Inspector of Elections,,,Write-ins,20,18,2,0,1
Lawrence,New Castle 2-3,School Director (4 Year),New Castle Area,D/R,PAUL A FULENA,207,154,53,0,4
Lawrence,New Castle 2-3,School Director (4 Year),New Castle Area,D/R,MARK A PANELLA,200,150,50,0,4
Lawrence,New Castle 2-3,School Director (4 Year),New Castle Area,D/R,PASQUALE AMABILE III,177,128,49,0,4
Lawrence,New Castle 2-3,School Director (4 Year),New Castle Area,D/R,ROBERT E LYLES,169,126,43,0,4
Lawrence,New Castle 2-3,School Director (4 Year),New Castle Area,NOA,JUSTIN BYERS,97,81,16,0,4
Lawrence,New Castle 2-3,School Director (4 Year),New Castle Area,,Write-ins,11,11,0,0,4
Lawrence,New Castle 2-3,School Director (2 Year),New Castle Area,D/R,PAUL A FULENA,253,194,59,0,1
Lawrence,New Castle 2-3,School Director (2 Year),New Castle Area,,Write-ins,7,6,1,0,1
Lawrence,New Castle 2-3,Supreme Court Retention - Christine Donohue,,,Yes,212,146,66,0,1
Lawrence,New Castle 2-3,Supreme Court Retention - Christine Donohue,,,No,119,103,16,0,1
Lawrence,New Castle 2-3,Supreme Court Retention - Kevin M Dougherty,,,Yes,211,144,67,0,1
Lawrence,New Castle 2-3,Supreme Court Retention - Kevin M Dougherty,,,No,120,105,15,0,1
Lawrence,New Castle 2-3,Supreme Court Retention - David Wecht,,,Yes,212,146,66,0,1
Lawrence,New Castle 2-3,Supreme Court Retention - David Wecht,,,No,121,105,16,0,1
Lawrence,New Castle 2-3,Superior Court Retention - Alice Beck Dubow,,,Yes,210,153,57,0,1
Lawrence,New Castle 2-3,Superior Court Retention - Alice Beck Dubow,,,No,115,91,24,0,1
Lawrence,New Castle 2-3,Commonwealth Court Retention - Michael H Wojcik,,,Yes,210,151,59,0,1
Lawrence,New Castle 2-3,Commonwealth Court Retention - Michael H Wojcik,,,No,115,93,22,0,1
Lawrence,New Castle 2-4,Registered Voters,,,,832,,,,
Lawrence,New Castle 2-4,Ballots Cast,,,,359,267,91,1,
Lawrence,New Castle 2-4,Ballots Cast Blank,,,,0,0,0,0,
