county,office,district,party,candidate,election_day,mail,provisional,votes
Montgomery,Abington 2-3 Inspector of Election,,WRITE-IN,FRANCIS SZALWINSKI,1,0,0,1
Montgomery,Abington 2-3 Inspector of Election,,WRITE-IN,GREGORY J KUKLINSKI,1,0,0,1
Montgomery,Abington 2-3 Inspector of Election,,WRITE-IN,GREGORY W OZME,1,0,0,1
Montgomery,Abington 2-3 Inspector of Election,,WRITE-IN,JOHN MALLONE,0,1,0,1
Montgomery,Abington 2-3 Inspector of Election,,WRITE-IN,SPORO DEDES,1,0,0,1
Montgomery,Abington 2-3 Inspector of Election,,WRITE-IN,WADE MILNES,1,0,0,1
Montgomery,Abington 3-1 Judge of Election,,REP,ROBERT K MILLS,228,67,0,295
Montgomery,Abington 3-1 Inspector of Election,,DEM,RUTH FELL,225,102,0,327
Montgomery,Abington 3-1 Inspector of Election,,WRITE-IN,JEANNE JASIONOWSKI,35,0,0,35
Montgomery,Abington 3-2 Judge of Election,,WRITE-IN,SELMA PORTZ,2,0,0,2
Montgomery,Abington 3-2 Inspector of Election,,DEM,ANNE MARIE COLLINS,208,90,4,302
Montgomery,Abington 3-2 Inspector of Election,,REP,THOMAS P CALLAHAN,120,24,1,145
Montgomery,Abington 3-3 Judge of Election,,WRITE-IN,DALE BRYANSMITH,0,3,0,3
Montgomery,Abington 3-3 Inspector of Election,,,DEM,346,189,5,540
Montgomery,Abington 3-3 Inspector of Election,,WRITE-IN,CHRISTIAN BATLEY,2,0,0,2
Montgomery,Abington 4-1 Judge of Election,,DEM,PHYLLIS CONDIOTTE,385,218,9,612
Montgomery,Abington 4-1 Inspector of Election,,DEM,MARCIA R GREEN,395,216,8,619
Montgomery,Abington 4-1 Inspector of Election,,WRITE-IN,JAY OCONNOR,1,1,0,2
Montgomery,Abington 4-2 Judge of Election,,DEM,JACQUELINE KOHL,368,189,2,559
Montgomery,Abington 4-2 Inspector of Election,,WRITE-IN,TRACEY OWEN-JENKINS,3,2,0,5
Montgomery,Abington 4-2 Inspector of Election,,WRITE-IN,AMY THAI,0,2,0,2
Montgomery,Abington 4-2 Inspector of Election,,WRITE-IN,LESLIE GALLAGHER,0,2,0,2
Montgomery,Abington 4-2 Inspector of Election,,WRITE-IN,MAX AZUELOS,0,2,0,2
Montgomery,Abington 4-2 Inspector of Election,,WRITE-IN,ROBERT KIEFFER,0,2,0,2
Montgomery,Abington 5-1 Judge of Election,,REP,MARY E GRASTY,194,49,2,245
Montgomery,Abington 5-1 Inspector of Election,,WRITE-IN,JOYCE GRAY,15,0,0,15
Montgomery,Abington 5-1 Inspector of Election,,WRITE-IN,JOYCE DIXON,18,0,0,18
Montgomery,Abington 5-2 Judge of Election,,DEM,KAREN HOWARD,404,148,2,554
Montgomery,Abington 5-2 Inspector of Election,,DEM,SANDRA B BURNEY,403,151,2,556
Montgomery,Abington 5-2 Inspector of Election,,WRITE-IN,ANDREW NOLAN,1,0,0,1
Montgomery,Abington 5-2 Inspector of Election,,WRITE-IN,BONNIE WEBSTER,0,1,0,1
Montgomery,Abington 5-2 Inspector of Election,,WRITE-IN,D STRONG,1,0,0,1
Montgomery,Abington 5-2 Inspector of Election,,WRITE-IN,MATT HARRAR,1,0,0,1
Montgomery,Abington 6-1 Judge of Election,,DEM,DAVID FORBES,487,152,1,640
Montgomery,Abington 6-1 Inspector of Election,,DEM,MELISSA LANDSMANN,419,142,0,561
Montgomery,Abington 6-1 Inspector of Election,,REP,DOREEN COTTER,239,27,1,267
Montgomery,Abington 6-2 Judge of Election,,WRITE-IN,JULIE NAHILL,12,4,1,17
Montgomery,Abington 6-2 Inspector of Election,,DEM,JULIE NAHILL,360,109,4,473
Montgomery,Abington 6-2 Inspector of Election,,WRITE-IN,DOREEN COTTER,2,3,0,5
Montgomery,Abington 7-1 Judge of Election,,WRITE-IN,GINA WECKEL,104,7,1,112
Montgomery,Abington 7-1 Inspector of Election,,DEM,MARGARET WORTHINGTON,375,284,10,669
Montgomery,Abington 7-1 Inspector of Election,,WRITE-IN,GENE GELD,0,2,0,2
Montgomery,Abington 7-1 Inspector of Election,,WRITE-IN,GINA WECKEL,2,0,0,2
Montgomery,Abington 7-2 Judge of Election,,DEM,MITCHELL MEYER,355,211,2,568
Montgomery,Abington 7-2 Inspector of Election,,DEM,GREGORY B LARE,352,213,2,567
Montgomery,Abington 7-3 Judge of Election,,DEM,KATRINA RHOADES,243,101,2,346
Montgomery,Abington 7-3 Inspector of Election,,DEM,NANCY MARIE NUSSBAUM,245,104,2,351
Montgomery,Abington 7-3 Inspector of Election,,WRITE-IN,PAUL MORSE,1,0,0,1
Montgomery,Abington 8-1 Judge of Election,,DEM,BRADLEY J BONNETTE,495,181,0,676
Montgomery,Abington 8-1 Inspector of Election,,WRITE-IN,BRADLEY BONNETTE,2,0,0,2
Montgomery,Abington 8-1 Inspector of Election,,WRITE-IN,JAMES BAILEY BRISLIN,2,0,0,2
Montgomery,Abington 8-1 Inspector of Election,,WRITE-IN,ROSSINI ST. LOUIS,2,0,0,2
Montgomery,Abington 8-1 Inspector of Election,,WRITE-IN,ANDREA KRAUSS,0,1,0,1
Montgomery,Abington 8-1 Inspector of Election,,WRITE-IN,ANN MCCLENAGHAN,1,0,0,1
Montgomery,Abington 8-1 Inspector of Election,,WRITE-IN,BECKY STEWART,0,1,0,1
Montgomery,Abington 8-1 Inspector of Election,,WRITE-IN,BRAEDYN DONOVAN,1,0,0,1
Montgomery,Abington 8-1 Inspector of Election,,WRITE-IN,DAVID LUBY JR,1,0,0,1
Montgomery,Abington 8-1 Inspector of Election,,WRITE-IN,DONALD CLARK,1,0,0,1
Montgomery,Abington 8-1 Inspector of Election,,WRITE-IN,ED THURSTON,1,0,0,1
Montgomery,Abington 8-1 Inspector of Election,,WRITE-IN,EDWARD DZIALO,0,1,0,1
Montgomery,Abington 8-1 Inspector of Election,,WRITE-IN,EVAN WILLIAMS,1,0,0,1
Montgomery,Abington 8-1 Inspector of Election,,WRITE-IN,JANINE SACK,0,1,0,1
Montgomery,Abington 8-1 Inspector of Election,,WRITE-IN,K. LEWIS,1,0,0,1
Montgomery,Abington 8-1 Inspector of Election,,WRITE-IN,LYDIA MCGURIMAN,1,0,0,1
Montgomery,Abington 8-1 Inspector of Election,,WRITE-IN,MARIA CALVANESE,1,0,0,1
Montgomery,Abington 8-1 Inspector of Election,,WRITE-IN,MARY GUNTZ,1,0,0,1
Montgomery,Abington 8-1 Inspector of Election,,WRITE-IN,PATRICIA EPPS,1,0,0,1
Montgomery,Abington 8-1 Inspector of Election,,WRITE-IN,PAUL PRIDE,1,0,0,1
Montgomery,Abington 8-1 Inspector of Election,,WRITE-IN,PEGGY MEYERS,0,1,0,1
Montgomery,Abington 8-1 Inspector of Election,,WRITE-IN,THEODORE MCDONALD,1,0,0,1
Montgomery,Abington 8-1 Inspector of Election,,WRITE-IN,TIMOTHY DRAKE,0,1,0,1
Montgomery,Abington 8-1 Inspector of Election,,WRITE-IN,WILLIAM RHYDDERCH,0,1,0,1
Montgomery,Abington 8-2 Judge of Election,,DEM,ABBE SHERMAN-FARBER,371,128,3,502
Montgomery,Abington 8-2 Inspector of Election,,DEM,ROBERTA E WESCOTT,367,128,2,497
Montgomery,Abington 8-2 Inspector of Election,,WRITE-IN,ELIZABETH BECKOWSKI,0,1,0,1
Montgomery,Abington 8-2 Inspector of Election,,WRITE-IN,JARIUS ALVIN DAVIS,1,0,0,1
Montgomery,Abington 9-1 Judge of Election,,DEM,COLLEEN TEWKSBURY,391,144,3,538
Montgomery,Abington 9-1 Judge of Election,,REP,BETH ROONEY,177,28,1,206
Montgomery,Abington 9-1 Inspector of Election,,DEM,JENNA LINKE,441,149,3,593
Montgomery,Abington 9-1 Inspector of Election,,WRITE-IN,JOHN STADVEC,0,3,0,3
Montgomery,Abington 9-2 Judge of Election,,DEM,JESSICA MYERS,359,110,2,471
Montgomery,Abington 9-2 Inspector of Election,,WRITE-IN,JOSEPH J ROONEY,2,1,0,3
Montgomery,Abington 9-2 Inspector of Election,,WRITE-IN,GEORGE PAOLI,5,0,0,5
Montgomery,Abington 10-1 Judge of Election,,DEM,TIMOTHY BARTON,319,97,0,416
Montgomery,Abington 10-1 Judge of Election,,REP,EDMUND N APPLEGATE JR,123,11,0,134
Montgomery,Abington 10-1 Inspector of Election,,DEM,JENNIFER BUCKLEY,362,103,0,465
Montgomery,Abington 10-1 Inspector of Election,,WRITE-IN,DAVE GROVES,1,0,0,1
Montgomery,Abington 10-1 Inspector of Election,,WRITE-IN,IAN CAMPBELL,1,0,0,1
Montgomery,Abington 10-1 Inspector of Election,,WRITE-IN,JOHN DERITO,1,0,0,1
Montgomery,Abington 10-1 Inspector of Election,,WRITE-IN,NICK TAGS,1,0,0,1
Montgomery,Abington 10-1 Inspector of Election,,WRITE-IN,TIMOTHY SAWICK,1,0,0,1
Montgomery,Abington 10-2 Judge of Election,,DEM,LINDA M CAIRNES,311,134,0,445
Montgomery,Abington 10-2 Inspector of Election,,DEM,ALLISON FIKE,319,128,0,447
Montgomery,Abington 10-2 Inspector of Election,,WRITE-IN,BARRY FLYNN,1,0,0,1
Montgomery,Abington 10-2 Inspector of Election,,WRITE-IN,BLYTHE SEESE,1,0,0,1
Montgomery,Abington 10-2 Inspector of Election,,WRITE-IN,JOSH GROVES,1,0,0,1
Montgomery,Abington 10-2 Inspector of Election,,WRITE-IN,MARK ZEHNER,0,1,0,1
Montgomery,Abington 10-2 Inspector of Election,,WRITE-IN,TRUDY PASSEY,1,0,0,1
Montgomery,Abington 10-3 Judge of Election,,DEM,TOM FINLEY,239,120,3,362
Montgomery,Abington 10-3 Inspector of Election,,DEM,ARLENE KORN,236,123,3,362
Montgomery,Abington 10-3 Inspector of Election,,WRITE-IN,GIANCARLO MANDARAN,1,0,0,1
Montgomery,Abington 10-3 Inspector of Election,,WRITE-IN,JOSEPH KENWOOD,1,0,0,1
Montgomery,Abington 10-3 Inspector of Election,,WRITE-IN,LYNSEY SANDY,0,1,0,1
Montgomery,Abington 10-3 Inspector of Election,,WRITE-IN,MELISSA DYE,1,0,0,1
Montgomery,Abington 10-3 Inspector of Election,,WRITE-IN,THOMAS JONES,0,1,0,1
Montgomery,Abington 11-1 Judge of Election,,DEM,ROBERT MCCARRON,201,80,4,285
Montgomery,Abington 11-1 Inspector of Election,,DEM,CATHERINE MCCARRON,188,77,4,269
Montgomery,Abington 11-1 Inspector of Election,,REP,GREGORY W ORME,52,8,0,60
Montgomery,Abington 11-2 Judge of Election,,DEM,SUSAN NOLAN,327,88,1,416
Montgomery,Abington 11-2 Inspector of Election,,DEM,STACEY PIECYK,258,77,1,336
Montgomery,Abington 11-2 Inspector of Election,,REP,ANDREW C NOLAN,139,26,0,165
Montgomery,Abington 11-3 Judge of Election,,DEM,MARIANNE TUCKER,340,174,1,515
Montgomery,Abington 11-3 Inspector of Election,,DEM,JODI JAFFE,339,170,1,510
Montgomery,Abington 11-3 Inspector of Election,,WRITE-IN,ANTONIO R PERALES,1,0,0,1
Montgomery,Abington 11-3 Inspector of Election,,WRITE-IN,KEVIN ATWELL,1,0,0,1
Montgomery,Abington 11-3 Inspector of Election,,WRITE-IN,MICHAEL ELKIN,0,1,0,1
Montgomery,Abington 12-1 Judge of Election,,DEM,TAPAN SOM,352,130,2,484
Montgomery,Abington 12-1 Inspector of Election,,DEM,CHRISTINE SCENNA,315,121,2,438
Montgomery,Abington 12-1 Inspector of Election,,REP,MICHAEL J WEYAND,144,22,0,166
Montgomery,Abington 12-2 Judge of Election,,DEM,PATTY MELVIN,339,97,1,437
Montgomery,Abington 12-2 Inspector of Election,,DEM,JOHN GINTY,345,97,1,443
Montgomery,Abington 12-2 Inspector of Election,,WRITE-IN,JIM FRIDEY,1,0,0,1
Montgomery,Abington 12-2 Inspector of Election,,WRITE-IN,JOHN BARTON,1,0,0,1
Montgomery,Abington 12-2 Inspector of Election,,WRITE-IN,LINDSAY RAY JOYCE,1,0,0,1
Montgomery,Abington 12-2 Inspector of Election,,WRITE-IN,RYAN GENOVA,1,0,0,1
Montgomery,Abington 12-2 Inspector of Election,,WRITE-IN,SEAN O'HALLORAN,0,1,0,1
Montgomery,Abington 12-2 Inspector of Election,,WRITE-IN,TOM CRAWFORD,1,0,0,1
Montgomery,Abington 12-3 Judge of Election,,WRITE-IN,DAVE SUMMERALL,1,2,0,3
Montgomery,Abington 12-3 Inspector of Election,,DEM,MARGARET SERIANNI,319,108,4,431
Montgomery,Abington 12-3 Inspector of Election,,WRITE-IN,MARY LOU WARDEN,22,0,0,22
Montgomery,Abington 13-1 Judge of Election,,REP,DAVID G ENNIS,229,50,1,280
Montgomery,Abington 13-1 Inspector of Election,,DEM,JENNIFER BURKE PURTELL,290,97,1,388
Montgomery,Abington 13-1 Inspector of Election,,REP,RITA M CARRIGAN,130,13,0,143
Montgomery,Abington 13-2 Judge of Election,,DEM,RICHARD J SCACHE,330,83,2,415
Montgomery,Abington 13-2 Inspector of Election,,DEM,KELLY KOLB,287,82,2,371
Montgomery,Abington 13-2 Inspector of Election,,REP,MARK ZEHNER,141,15,0,156
Montgomery,Abington 13-3 Judge of Election,,DEM,MELISSA G OLSON,300,97,3,400
Montgomery,Abington 13-3 Inspector of Election,,,DEM,250,94,3,347
Montgomery,Abington 13-3 Inspector of Election,,REP,JAMES TOLLETT,116,13,0,129
Montgomery,Abington 14-1 Judge of Election,,DEM,MICHELE B MONTES,297,108,1,406
Montgomery,Abington 14-1 Inspector of Election,,DEM,DANIEL MONTES,292,108,1,401
Montgomery,Abington 14-2 Judge of Election,,DEM,KATHERINE COOTS,488,184,0,672
Montgomery,Abington 14-2 Inspector of Election,,WRITE-IN,ERIC RASKE,0,3,0,3
Montgomery,Abington 14-2 Inspector of Election,,WRITE-IN,EVAN P SMITH,0,2,0,2
Montgomery,Abington 14-2 Inspector of Election,,WRITE-IN,JAMES GILL,2,0,0,2
Montgomery,Abington 14-2 Inspector of Election,,WRITE-IN,LORI SCHREIBER,0,2,0,2
Montgomery,Abington 14-2 Inspector of Election,,WRITE-IN,SHROD REAVES,0,2,0,2
Montgomery,Abington 14-2 Inspector of Election,,WRITE-IN,STEVEN SCHNARR,2,0,0,2
Montgomery,Abington 15-1 Judge of Election,,WRITE-IN,AMANDA GANISZEWSKI,2,0,0,2
Montgomery,Abington 15-1 Judge of Election,,WRITE-IN,BERNADETTE WILKINSON,0,2,0,2
Montgomery,Abington 15-1 Judge of Election,,WRITE-IN,BRANDON NEUMAN,2,0,0,2
Montgomery,Abington 15-1 Inspector of Election,,DEM,KATHRYN WATTS,384,126,3,513
Montgomery,Abington 15-1 Inspector of Election,,WRITE-IN,GERARD BRDLEY,1,0,0,1
Montgomery,Abington 15-1 Inspector of Election,,WRITE-IN,JOSEPH DOUGHERTY,1,0,0,1
Montgomery,Abington 15-1 Inspector of Election,,WRITE-IN,JOSEPH GANISZEWSKI,1,0,0,1
Montgomery,Abington 15-1 Inspector of Election,,WRITE-IN,JUDITH GUILLERMAN,1,0,0,1
Montgomery,Abington 15-1 Inspector of Election,,WRITE-IN,LORI SCHIABER,1,0,0,1
Montgomery,Abington 15-1 Inspector of Election,,WRITE-IN,LOUIS CERINO,1,0,0,1
Montgomery,Abington 15-1 Inspector of Election,,WRITE-IN,NANCY RANKIN,1,0,0,1
Montgomery,Abington 15-2 Judge of Election,,DEM,LISA PROVOST,479,134,7,620
Montgomery,Abington 15-2 Inspector of Election,,DEM,STACY GRASSO,473,135,7,615
Montgomery,Abington 15-2 Inspector of Election,,WRITE-IN,JUDITH LOUNSBERRY,0,1,0,1
Montgomery,Abington 15-2 Inspector of Election,,WRITE-IN,ROBERT E H MILLER,1,0,0,1
Montgomery,Abington 15-2 Inspector of Election,,WRITE-IN,ROBERT LOUNSBERG,0,1,0,1
Montgomery,Abington 15-2 Inspector of Election,,WRITE-IN,E SCHORN,1,0,0,1
Montgomery,Ambler 1 Judge of Election,,DEM,CHRISTINE MACMAHON,534,180,3,717
Montgomery,Ambler 1 Inspector of Election,,WRITE-IN,EDWARD OSHMAN,10,0,0,10
Montgomery,Ambler 1 Inspector of Election,,WRITE-IN,BERNADETTE DOUGHERTY,2,0,0,2
Montgomery,Ambler 1 Inspector of Election,,WRITE-IN,CAROL DIPIETRO,0,2,0,2
Montgomery,Ambler 1 Inspector of Election,,WRITE-IN,JACQUELINE A FADERO,2,0,0,2
Montgomery,Ambler 1 Inspector of Election,,WRITE-IN,MATTHEW D SMITH,2,0,0,2
Montgomery,Ambler 1 Inspector of Election,,WRITE-IN,MATTHEW DAY,2,0,0,2
Montgomery,Ambler 2 Judge of Election,,DEM,FRANK DELLO,506,160,2,668
Montgomery,Ambler 2 Inspector of Election,,DEM,SUSAN E STEIN,499,159,2,660
Montgomery,Ambler 2 Inspector of Election,,WRITE-IN,CHARLOTTE HOMAN,0,3,0,3
Montgomery,Ambler 3 Judge of Election,,DEM,KAREN ALKIRE,442,147,2,591
Montgomery,Ambler 3 Inspector of Election,,WRITE-IN,TOM HOHMAN,2,0,0,2
Montgomery,Ambler 3 Inspector of Election,,WRITE-IN,EVAN M WILLIAMS,4,0,0,4
Montgomery,Bridgeport 1 Judge of Election,,DEM,STEVE WILSON,199,63,2,264
Montgomery,Bridgeport 1 Inspector of Election,,WRITE-IN,DORIS FRYMOYER,0,2,0,2
Montgomery,Bridgeport 1 Inspector of Election,,WRITE-IN,BEN VAUGHEN,1,0,0,1
Montgomery,Bridgeport 1 Inspector of Election,,WRITE-IN,DANA RICKERT,0,1,0,1
Montgomery,Bridgeport 1 Inspector of Election,,WRITE-IN,KIMBERLY ANN STEWART,0,1,0,1
Montgomery,Bridgeport 1 Inspector of Election,,WRITE-IN,LAURA GAMBLE,0,1,0,1
Montgomery,Bridgeport 1 Inspector of Election,,WRITE-IN,NOAH KELLY,1,0,0,1
Montgomery,Bridgeport 1 Inspector of Election,,WRITE-IN,SAM CHEERLICE,0,1,0,1
Montgomery,Bridgeport 1 Inspector of Election,,WRITE-IN,SAM KELLY,0,1,0,1
Montgomery,Bridgeport 1 Inspector of Election,,WRITE-IN,SEANDELL SANDERS,1,0,0,1
Montgomery,Bridgeport 1 Inspector of Election,,WRITE-IN,WILLIAM R ZWICK,1,0,0,1
Montgomery,Bridgeport 2 Judge of Election,,DEM,LINDSAY MONTEMAYOR,278,83,2,363
Montgomery,Bridgeport 2 Inspector of Election,,DEM,HELEN KELLER SURMAN,277,83,2,362
Montgomery,Bridgeport 2 Inspector of Election,,WRITE-IN,MARK R HESCHL,2,0,0,2
Montgomery,Bridgeport 3 Judge of Election,,DEM,STEPHEN C PALCHIK II,349,52,2,403
Montgomery,Bridgeport 3 Inspector of Election,,DEM,JUSTIN DAY,340,52,2,394
Montgomery,Bridgeport 3 Inspector of Election,,WRITE-IN,KATYE FULMER,2,0,0,2
Montgomery,Bryn Athyn Judge of Election,,REP,JENNIFER D COLE,380,42,0,422
Montgomery,Bryn Athyn Inspector of Election,,DEM,SHANNON STEVENS,257,59,1,317
Montgomery,Bryn Athyn Inspector of Election,,REP,CHERYL WILLE,220,15,0,235
Montgomery,Cheltenham 1-1 Judge of Election,,DEM,ANN J GLUCK,455,174,4,633
Montgomery,Cheltenham 1-1 Inspector of Election,,DEM,ERIN HIRSH,454,175,4,633
Montgomery,Cheltenham 1-1 Inspector of Election,,WRITE-IN,DAVID SILVER,1,0,0,1
Montgomery,Cheltenham 1-1 Inspector of Election,,WRITE-IN,MIKE OSCAR,0,1,0,1
Montgomery,Cheltenham 1-2 Judge of Election,,DEM,TIMOTHY M FAZIO,340,133,3,476
Montgomery,Cheltenham 1-2 Inspector of Election,,DEM,SUSAN E GORKA WISCH,336,133,3,472
Montgomery,Cheltenham 1-2 Inspector of Election,,WRITE-IN,COLLIN KEATING,1,0,0,1
Montgomery,Cheltenham 1-2 Inspector of Election,,WRITE-IN,J.P. MCHUGH,1,0,0,1
Montgomery,Cheltenham 1-2 Inspector of Election,,WRITE-IN,MARIA BATTISTA,1,0,0,1
Montgomery,Cheltenham 1-3 Judge of Election,,WRITE-IN,THOMAS VENEY,8,0,0,8
Montgomery,Cheltenham 1-3 Inspector of Election,,DEM,ANDREA J STAMPS,264,77,2,343
Montgomery,Cheltenham 1-3 Inspector of Election,,WRITE-IN,ANNE HOSLER,1,0,0,1
Montgomery,Cheltenham 1-3 Inspector of Election,,WRITE-IN,BRIAN BERRY,1,0,0,1
Montgomery,Cheltenham 1-4 Judge of Election,,WRITE-IN,MICHAEL KOSTICK,11,0,0,11
Montgomery,Cheltenham 1-4 Inspector of Election,,DEM,LANE BETH NEUBAUER,305,96,1,402
Montgomery,Cheltenham 1-4 Inspector of Election,,WRITE-IN,MIKE KOSTICK,1,0,0,1
Montgomery,Cheltenham 2-1 Judge of Election,,DEM,VALERIE G WILLIAMS,357,124,2,483
Montgomery,Cheltenham 2-1 Inspector of Election,,DEM,JEAN A MCWILLIAMS,353,130,1,484
Montgomery,Cheltenham 2-1 Inspector of Election,,WRITE-IN,BURTON GATES,1,0,0,1
Montgomery,Cheltenham 2-1 Inspector of Election,,WRITE-IN,CARRIE BAILEY,1,0,0,1
Montgomery,Cheltenham 2-1 Inspector of Election,,WRITE-IN,JULIE CHARLES,1,0,0,1
Montgomery,Cheltenham 2-1 Inspector of Election,,WRITE-IN,TYLER HOOPS,1,0,0,1
Montgomery,Cheltenham 2-1 Inspector of Election,,WRITE-IN,WENDY FEIN COOPER,1,0,0,1
Montgomery,Cheltenham 2-2 Judge of Election,,DEM,ROCHELLE BATTIES,515,140,4,659
Montgomery,Cheltenham 2-2 Inspector of Election,,DEM,HARRIET F ALLAN,506,140,4,650
Montgomery,Cheltenham 2-2 Inspector of Election,,WRITE-IN,DOREEN D. WORKMAN,1,0,0,1
Montgomery,Cheltenham 2-2 Inspector of Election,,WRITE-IN,HOPE WHITE,1,0,0,1
Montgomery,Cheltenham 2-3 Judge of Election,,DEM,CYNTHIA G WRIGHT,331,166,2,499
Montgomery,Cheltenham 2-3 Inspector of Election,,WRITE-IN,LINDA MOORE,2,0,0,2
Montgomery,Cheltenham 2-3 Inspector of Election,,WRITE-IN,MARK TUCKER,1,1,0,2
Montgomery,Cheltenham 2-3 Inspector of Election,,WRITE-IN,ALEXI DINERSTEIN,1,0,0,1
Montgomery,Cheltenham 2-3 Inspector of Election,,WRITE-IN,CYNTHIA G WRIGHT,0,1,0,1
Montgomery,Cheltenham 2-3 Inspector of Election,,WRITE-IN,KEISHA SYKES,1,0,0,1
Montgomery,Cheltenham 2-3 Inspector of Election,,WRITE-IN,NICOLE WARREN,1,0,0,1
Montgomery,Cheltenham 2-3 Inspector of Election,,WRITE-IN,SONDRA BYRD SMITH,0,1,0,1
Montgomery,Cheltenham 2-3 Inspector of Election,,WRITE-IN,STEPHANIE GREY,1,0,0,1
Montgomery,Cheltenham 2-3 Inspector of Election,,WRITE-IN,TANYA CLARK,1,0,0,1
Montgomery,Cheltenham 2-4 Judge of Election,,DEM,JUNE I BOURNE,382,118,4,504
Montgomery,Cheltenham 2-4 Inspector of Election,,DEM,FREDERICA D HALE,380,117,4,501
Montgomery,Cheltenham 2-4 Inspector of Election,,WRITE-IN,PAUL FLANIGAN,1,0,0,1
Montgomery,Cheltenham 2-4 Inspector of Election,,WRITE-IN,PAUL MCENERNEY,1,0,0,1
Montgomery,Cheltenham 3-1 Judge of Election,,DEM,RICHARD JANIS,302,137,1,440
Montgomery,Cheltenham 3-1 Inspector of Election,,DEM,KURT FRANKLIN AHRENS,289,134,1,424
Montgomery,Cheltenham 3-1 Inspector of Election,,REP,PAUL FLANIGAN,37,10,0,47
Montgomery,Cheltenham 3-2 Judge of Election,,DEM,NATALIE LYNN USZKALO,391,253,7,651
Montgomery,Cheltenham 3-2 Inspector of Election,,DEM,AARON RUBIN,394,254,7,655
Montgomery,Cheltenham 3-2 Inspector of Election,,WRITE-IN,JOHN G HEARY,2,0,0,2
Montgomery,Cheltenham 3-2 Inspector of Election,,WRITE-IN,ROBERT LEESON,2,0,0,2
Montgomery,Cheltenham 3-3 Judge of Election,,DEM,ODINEL CASSEUS,326,182,4,512
Montgomery,Cheltenham 3-3 Inspector of Election,,WRITE-IN,JAMES MULHEARN,12,0,0,12
Montgomery,Cheltenham 3-3 Inspector of Election,,WRITE-IN,DAFNA MELTZER,2,0,0,2
Montgomery,Cheltenham 3-3 Inspector of Election,,WRITE-IN,JEFF CHIRICO,0,2,0,2
Montgomery,Cheltenham 3-4 Judge of Election,,WRITE-IN,MAX KENNERLY,3,1,0,4
Montgomery,Cheltenham 3-4 Inspector of Election,,WRITE-IN,LANE BETH NEUBAUER,0,2,0,2
Montgomery,Cheltenham 3-4 Inspector of Election,,WRITE-IN,PAUL PETERS III,2,0,0,2
Montgomery,Cheltenham 3-4 Inspector of Election,,WRITE-IN,SIANI GRIERSON,2,0,0,2
Montgomery,Cheltenham 3-4 Inspector of Election,,WRITE-IN,TERRY N MCKETHAN,2,0,0,2
Montgomery,Cheltenham 3-4 Inspector of Election,,WRITE-IN,ASHLEY MOVENY,1,0,0,1
Montgomery,Cheltenham 3-4 Inspector of Election,,WRITE-IN,CAMARA WILSON,1,0,0,1
Montgomery,Cheltenham 3-4 Inspector of Election,,WRITE-IN,CHRISTOPHER HAMILTON,1,0,0,1
Montgomery,Cheltenham 3-4 Inspector of Election,,WRITE-IN,DOUGLAS STERN,1,0,0,1
Montgomery,Cheltenham 3-4 Inspector of Election,,WRITE-IN,KELLY UPSHAW,1,0,0,1
Montgomery,Cheltenham 3-4 Inspector of Election,,WRITE-IN,MEGAN HANNIGAN,1,0,0,1
Montgomery,Cheltenham 3-4 Inspector of Election,,WRITE-IN,NICOLE DRUMGODE,0,1,0,1
Montgomery,Cheltenham 3-4 Inspector of Election,,WRITE-IN,PENNY FREED,1,0,0,1
Montgomery,Cheltenham 3-4 Inspector of Election,,WRITE-IN,PHILIP GALLELO,0,1,0,1
Montgomery,Cheltenham 4-1 Judge of Election,,DEM,KARIN J HELSTROM,295,126,2,423
Montgomery,Cheltenham 4-1 Inspector of Election,,WRITE-IN,AUBRIA NANCE,4,5,0,9
Montgomery,Cheltenham 4-1 Inspector of Election,,WRITE-IN,ALICE MARTIN,1,0,0,1
Montgomery,Cheltenham 4-1 Inspector of Election,,WRITE-IN,ALLEN KING JR,1,0,0,1
Montgomery,Cheltenham 4-1 Inspector of Election,,WRITE-IN,AUBRIA BASNER,1,0,0,1
Montgomery,Cheltenham 4-1 Inspector of Election,,WRITE-IN,CHRIS PEWDER,1,0,0,1
Montgomery,Cheltenham 4-1 Inspector of Election,,WRITE-IN,DARRYL HARRIS CHISOM,1,0,0,1
Montgomery,Cheltenham 4-1 Inspector of Election,,WRITE-IN,JOE WATSON,1,0,0,1
Montgomery,Cheltenham 4-1 Inspector of Election,,WRITE-IN,KARIN J HELSTROM,1,0,0,1
Montgomery,Cheltenham 4-1 Inspector of Election,,WRITE-IN,KENNETH S BRADLAY,1,0,0,1
Montgomery,Cheltenham 4-1 Inspector of Election,,WRITE-IN,MARCIA SKLAROFF,0,1,0,1
Montgomery,Cheltenham 4-1 Inspector of Election,,WRITE-IN,MARVIN HARRISON SR,1,0,0,1
Montgomery,Cheltenham 4-1 Inspector of Election,,WRITE-IN,STEPHEN JOHNS,1,0,0,1
Montgomery,Cheltenham 4-1 Inspector of Election,,WRITE-IN,NEIL MAKHIJA,1,0,0,1
Montgomery,Cheltenham 4-2 Judge of Election,,WRITE-IN,STELLA TSAI,0,2,0,2
Montgomery,Cheltenham 4-2 Inspector of Election,,WRITE-IN,EMILY STINE,1,0,0,1
Montgomery,Cheltenham 4-2 Inspector of Election,,WRITE-IN,FRED HAMPTON,1,0,0,1
