county,office,district,party,candidate,election_day,mail,provisional,votes
Montgomery,Hatboro-Horsham School Director,,REP,ANTHONY SPANGLER,4099,673,14,4786
Montgomery,Hatboro-Horsham School Director,,REP,ERIC GRIER,4126,647,16,4789
Montgomery,Hatboro-Horsham School Director,,REP,ERIC TILGHMAN,4120,652,17,4789
Montgomery,Hatboro-Horsham School Director,,REP,JIMMY ZUNIGA,3973,621,15,4609
Montgomery,Hatboro-Horsham School Director,,REP,BERNIE SOUSA,3951,633,15,4599
Montgomery,Jenkintown School Director,,DEM/REP,JASON TUCKER,1082,419,12,1513
Montgomery,Jenkintown School Director,,DEM/REP,LISA SMITH,1088,412,12,1512
Montgomery,Jenkintown School Director,,DEM/REP,LAURA IGOE,1053,400,11,1464
Montgomery,Jenkintown School Director,,DEM/REP,JONATHAN LITWINOWICZ,963,385,10,1358
Montgomery,Jenkintown School Director,,CSP,BOB KOHLHEPP,421,105,2,528
Montgomery,Lower Merion School Director,,DEM,JENNIFER LOUISE RIVERA,13403,7896,186,21485
Montgomery,Lower Merion School Director,,DEM,JUANITA JAMES KERBER,12717,7631,178,20526
Montgomery,Lower Merion School Director,,DEM,KERRY SAUTNER,12937,7706,182,20825
Montgomery,Lower Merion School Director,,DEM,ANNA SHURAK,12530,7572,170,20272
Montgomery,Lower Merion School Director,,REP,JACOB RUDOLPH,4784,1542,53,6379
Montgomery,Lower Merion School Director,,REP,DEENA PACK,5488,1741,74,7303
Montgomery,Lower Merion School Director,,REP,TALIA NISSIM,5519,1735,74,7328
Montgomery,Lower Merion School Director,,REP,OMER DEKEL,5133,1637,70,6840
Montgomery,Lower Moreland School Director,,DEM,DAVID LITT,1786,972,25,2783
Montgomery,Lower Moreland School Director,,DEM,PATRICIA A BALITZKY,1718,957,26,2701
Montgomery,Lower Moreland School Director,,DEM,DEREK AUSTIN,1677,947,24,2648
Montgomery,Lower Moreland School Director,,DEM,ERSKINE S PAYTON,1575,922,23,2520
Montgomery,Lower Moreland School Director,,REP,MICHAEL BERARDI,1946,289,14,2249
Montgomery,Lower Moreland School Director,,REP,JENNIFER CANNON,1941,286,11,2238
Montgomery,Lower Moreland School Director,,REP,MARIE VOLTERANO,1872,271,12,2155
Montgomery,Lower Moreland School Director,,REP,JOSEPH FRANKINA,1859,268,12,2139
Montgomery,Methacton School Director,,DEM/REP,CATHY CLEARY,5470,3512,56,9038
Montgomery,Methacton School Director,,DEM/REP,ELIZABETH ALSTON,5092,3357,52,8501
Montgomery,Methacton School Director,,DEM/REP,ELIZABETH OQUENDO,4880,3313,49,8242
Montgomery,Methacton School Director,,DEM/REP,GLENN P MERSKY,5002,3312,51,8365
Montgomery,Norristown School Director,,DEM/REP,CYNTHIA DAVENPORT,8273,3680,68,12021
Montgomery,Norristown School Director,,DEM/REP,JEREMIAH LEMKE,6632,3192,52,9876
Montgomery,Norristown School Director,,DEM/REP,JORDAN ALEXANDER,6857,3303,58,10218
Montgomery,Norristown School Director,,DEM/REP,TERELL L DALE,6475,3099,49,9623
Montgomery,Norristown School Director 2 Year Term,,DEM,WILLIAM CALDWELL,8644,3916,73,12633
Montgomery,North Penn School Director,,DEM,CHRISTINE COYNE,14684,9075,161,23920
Montgomery,North Penn School Director,,DEM,KEN KEISER JR,13699,8733,154,22586
Montgomery,North Penn School Director,,DEM,KOH CHIBA,13289,8500,146,21935
Montgomery,North Penn School Director,,DEM,AL ROESCH,13010,8452,139,21601
Montgomery,North Penn School Director,,REP,THOMAS MOYER,10781,2434,54,13269
Montgomery,North Penn School Director,,REP,VICTOR MINNICK,10358,2304,49,12711
Montgomery,North Penn School Director,,REP,JEFF ESHLEMAN,10314,2343,47,12704
Montgomery,North Penn School Director,,REP,YANNI LAMBROS,9780,2148,46,11974
Montgomery,Perkiomen Valley School Director,,DEM,JUDY LOFTON,4800,3101,47,7948
Montgomery,Perkiomen Valley School Director,,DEM,ANN BRIDY,4595,3002,45,7642
Montgomery,Perkiomen Valley School Director,,DEM,CINDY WESTPHAL,4658,3055,44,7757
Montgomery,Perkiomen Valley School Director,,DEM,KEVIN WILLIAMS,4613,3000,46,7659
Montgomery,Perkiomen Valley School Director,,REP,JASON SAYLOR,4380,1033,24,5437
Montgomery,Perkiomen Valley School Director,,REP,RUSS LARSON,4316,979,19,5314
Montgomery,Perkiomen Valley School Director,,REP,DON FOUNTAIN,3997,910,20,4927
Montgomery,Perkiomen Valley School Director,,REP,ROWAN KEENAN,4267,975,19,5261
Montgomery,Pottsgrove School Director,,DEM/REP,TANYA TAYLOR,2585,1357,17,3959
Montgomery,Pottsgrove School Director,,DEM/REP,JAY M STRUNK,2483,1272,16,3771
Montgomery,Pottsgrove School Director,,DEM/REP,LOUIS C COROMINAS,2275,1240,14,3529
Montgomery,Pottsgrove School Director,,DEM,STEVEN PARKER,2418,1388,25,3831
Montgomery,Pottsgrove School Director,,REP,STACEY HEBERT,2428,523,10,2961
Montgomery,Pottstown School Director,,DEM,PHOEBE KANCIANIC,2413,968,9,3390
Montgomery,Pottstown School Director,,DEM/REP,DENISE L WILLIAMS,1953,831,10,2794
Montgomery,Pottstown School Director,,DEM/REP,JOHN J ARMATO,2189,869,11,3069
Montgomery,Pottstown School Director,,DEM/REP,KURT HEIDEL,1892,780,10,2682
Montgomery,Pottstown School Director,,REP,DEBORAH ANN SPENCE,1150,261,5,1416
Montgomery,Souderton School Director,,DEM,ALEXANDRA WISSER,5511,3134,36,8681
Montgomery,Souderton School Director,,DEM,CORINNE DEGEISO,5364,3064,35,8463
Montgomery,Souderton School Director,,DEM,ROSEMARY BUETIKOFER,5357,3074,34,8465
Montgomery,Souderton School Director,,DEM,ANDREW SOUCHET,5286,3012,36,8334
Montgomery,Souderton School Director,,REP,ANDREW D LANDIS,7078,1136,29,8243
Montgomery,Souderton School Director,,REP,STEPHEN M NELSON,6936,1088,28,8052
Montgomery,Souderton School Director,,REP,JANET FLISAK,6983,1090,28,8101
Montgomery,Souderton School Director,,REP,STEPHEN LONG,6897,1096,29,8022
Montgomery,Spring-Ford Region 1 School Director,,DEM,KAREN WEINGARTEN,2234,1916,25,4175
Montgomery,Spring-Ford Region 1 School Director,,REP,GARY V WHEATON,1837,583,11,2431
Montgomery,Spring-Ford Region 2 School Director,,DEM,RACHAEL YUDT,2304,1535,23,3862
Montgomery,Spring-Ford Region 2 School Director,,REP,MICHAEL DIAZ,2612,552,5,3169
Montgomery,Spring-Ford Region 3 School Director,,DEM/REP,ABBY DEARDORFF,2002,974,11,2987
Montgomery,Spring-Ford Region 3 School Director,,DEM/REP,ERICA HERMANS,1836,918,9,2763
Montgomery,Springfield School Director,,DEM/REP,KATE MCGRANAGHAN,4666,1894,35,6595
Montgomery,Springfield School Director,,DEM,KD DAVENPORT,4727,1974,38,6739
Montgomery,Springfield School Director,,DEM,LEE ABBERLEY,4643,1973,39,6655
Montgomery,Springfield School Director,,DEM,GERARD BRETT,4519,1949,37,6505
Montgomery,Springfield School Director,,REP,MICHAEL PARSONS,1772,267,6,2045
Montgomery,Springfield School Director,,REP,DOUG LIEBERMAN,1753,274,7,2034
Montgomery,Springfield School Director,,REP,RYAN HABEL,1684,244,6,1934
Montgomery,Upper Dublin School Director,,DEM/REP,JENNA EVANS,6037,3057,38,9132
Montgomery,Upper Dublin School Director,,DEM/REP,WENDY BAILEY,5716,2991,38,8745
Montgomery,Upper Dublin School Director,,DEM/REP,KENYA N LOWE,5591,2947,38,8576
Montgomery,Upper Dublin School Director,,DEM/REP,JOHN HELD,5671,2931,39,8641
Montgomery,Upper Dublin School Director 2 Year Term,,DEM/REP,MARK SIROTA,6478,3202,50,9730
Montgomery,Upper Merion At-Large School Director,,DEM/REP,JASON JONES,7067,3097,73,10237
Montgomery,Upper Merion Region 1 School Director,,DEM/REP,ANDRE HEPBURN,2501,1068,21,3590
Montgomery,Upper Merion Region 2 School Director,,DEM,TROY CHIDDICK,2062,583,11,2656
Montgomery,Upper Merion Region 3 School Director,,DEM,TIFFANY CHERRY,2016,1361,34,3411
Montgomery,Upper Merion Region 3 School Director,,REP,DAVID KENNEDY,1044,280,11,1335
Montgomery,Upper Moreland School Director,,DEM,SAMANTHA KABE,3473,1667,25,5165
Montgomery,Upper Moreland School Director,,DEM,LANDON SYNNESTVEDT,3103,1562,21,4686
Montgomery,Upper Moreland School Director,,DEM,GRANT ROUNDS,3070,1578,22,4670
Montgomery,Upper Moreland School Director,,DEM/REP,DANIEL M RICHMOND,2747,1331,19,4097
Montgomery,Upper Moreland School Director,,REP,DAWN HENDERSON,2219,422,9,2650
Montgomery,Upper Moreland School Director,,REP,SHAWN HOPKINS,2231,406,8,2645
Montgomery,Upper Moreland School Director,,REP,BARBARA TUCK,2150,393,7,2550
Montgomery,Upper Perkiomen School Director,,DEM,PAIGE KONOPELSKY,2099,1343,11,3453
Montgomery,Upper Perkiomen School Director,,DEM/REP,MONICA OSWALD,2168,1268,9,3445
Montgomery,Upper Perkiomen School Director,,DEM,CHRISTINA TINA ANDREWS,1881,1268,9,3158
Montgomery,Upper Perkiomen School Director,,DEM,WILLIAM BILLY HOIER,1855,1287,8,3150
Montgomery,Upper Perkiomen School Director,,REP,MELANIE CUNNINGHAM,2731,503,9,3243
Montgomery,Upper Perkiomen School Director,,REP,KEITH MCCARRICK,2699,466,8,3173
Montgomery,Upper Perkiomen School Director,,REP,NORA TRABIN,2558,400,8,2966
Montgomery,Wissahickon School Director,,DEM,AMY GINSBURG,6536,4078,69,10683
Montgomery,Wissahickon School Director,,DEM,NOEL KELLY,6274,3950,63,10287
Montgomery,Wissahickon School Director,,DEM,DANIEL STRAUSS,6048,3893,61,10002
Montgomery,Wissahickon School Director,,DEM,EUGENE GOLSON,5920,3825,62,9807
Montgomery,Wissahickon School Director,,REP,COLLEEN CEMPROLA,3922,981,33,4936
Montgomery,Wissahickon School Director,,REP,STEVE BLACK,4007,980,30,5017
Montgomery,Wissahickon School Director,,REP,MICHELLE CHESS,3968,963,29,4960
Montgomery,Wissahickon School Director,,REP,SYEETA SETTLES,2453,723,24,3200
Montgomery,Wissahickon School Director 2 Year Term,,DEM,DEANNE MORRIS,6495,4041,65,10601
Montgomery,Wissahickon School Director 2 Year Term,,REP,JOSEPH CAMPBELL,3860,949,32,4841
Montgomery,Wissahickon School Director 2 Year Term,,DEM,JEREMY ROSENBAUM,555,403,3,961
Montgomery,Wissahickon School Director 2 Year Term,,REP,DANIEL P DONNELLY,310,74,1,385
Montgomery,Wissahickon School Director 2 Year Term,,DEM,JIMMY DIPLACIDO,685,383,11,1079
Montgomery,Wissahickon School Director 2 Year Term,,REP,JOE DUNN,307,50,5,362
Montgomery,Wissahickon School Director 2 Year Term,,DEM,JEFFREY R BROWNE,727,224,4,955
Montgomery,Wissahickon School Director 2 Year Term,,REP,MARIA DELLAMONICA,440,62,2,504
Montgomery,Wissahickon School Director 2 Year Term,,DEM,LORI HENRY,868,313,3,1184
Montgomery,Wissahickon School Director 2 Year Term,,DEM,CHRISTINE YOUNG-GERTZ,770,337,3,1110
Montgomery,Wissahickon School Director 2 Year Term,,REP,AMY R HAVILAND,383,54,0,437
Montgomery,Wissahickon School Director 2 Year Term,,DEM,MATTHEW VAHEY,1021,335,8,1364
Montgomery,Wissahickon School Director 2 Year Term,,DEM/REP,LORI SCHREIBER,813,292,1,1106
Montgomery,Abington Township Tax Collector,,DEM,KAREN GELD SANCHEZ,11475,5075,96,16646
Montgomery,Abington Township Tax Collector,,REP,GIUSEPPE BUCCI,4974,825,21,5820
Montgomery,Ambler Borough Council Ward 1,,DEM/REP,KAREN SHEEDY,468,160,3,631
Montgomery,Ambler Borough Council Ward 1,,DEM/REP,LOUIS OREHEK,455,138,1,594
Montgomery,Ambler Borough Council Ward 2,,DEM,REDMOND BRUBAKER,434,155,1,590
Montgomery,Ambler Borough Council Ward 2,,WRITE-IN,LINDSAY MORRISON-DAKU,262,10,1,273
Montgomery,Ambler Borough Council Ward 3 2 Year Term,,DEM,DAVID HUI,434,148,2,584
Montgomery,Ambler Borough Council Ward 3,,DEM,ELIZABETH IOVINE,430,149,2,581
Montgomery,Ambler Borough Mayor,,DEM,JEANNE SORG,1317,444,6,1767
Montgomery,Ambler Borough Mayor,,REP,BERNADETTE DOUGHERTY,518,96,2,616
Montgomery,Ambler Borough Tax Collector,,DEM,JENNIFER STOMSKY,1074,353,6,1433
Montgomery,Ambler Borough Tax Collector,,REP,BERNADETTE DOUGHERTY,741,170,2,913
Montgomery,Bridgeport Borough Council Ward 1,,DEM,HEATHER COSENZA,204,64,3,271
Montgomery,Bridgeport Borough Council Ward 2,,DEM,MEGHAN NOLAN,273,82,2,357
Montgomery,Bridgeport Borough Council Ward 3,,DEM,LAURA GAMBLE,348,53,2,403
Montgomery,Bridgeport Mayor,,DEM,TONY HEYL,741,178,6,925
Montgomery,Bridgeport Mayor,,REP,ALEX TSIOULFAIDIS,261,32,0,293
Montgomery,Bridgeport Borough Tax Collector,,DEM,ROSEANNE SOCOLOSKI,836,196,6,1038
Montgomery,Bryn Athyn Council,,DEM,DAVID STEEN,270,60,1,331
Montgomery,Bryn Athyn Council,,REP,MARK J PENNINK,290,37,1,328
Montgomery,Bryn Athyn Council,,REP,JEFFREY ELSING,273,29,1,303
Montgomery,Bryn Athyn Council,,REP,PETER SHEEDY,224,18,0,242
Montgomery,Bryn Athyn Mayor,,REP,KENNETH J SCHAUDER,397,46,1,444
Montgomery,Bryn Athyn Tax Collector,,REP,BRADLEY E CRANCH,418,51,1,470
Montgomery,Bryn Athyn Auditor,,WRITE-IN,ANDREW ADAMS,1,0,0,1
Montgomery,Bryn Athyn Auditor,,WRITE-IN,BENJAMIN P ADAMS,1,0,0,1
Montgomery,Bryn Athyn Auditor,,WRITE-IN,BOB ALLEN,1,0,0,1
Montgomery,Bryn Athyn Auditor,,WRITE-IN,DWAYNE HYATT,1,0,0,1
Montgomery,Bryn Athyn Auditor,,WRITE-IN,GARY SERRETAIAK,1,0,0,1
Montgomery,Bryn Athyn Auditor,,WRITE-IN,KIRSTEN CRAPCH,1,0,0,1
Montgomery,Bryn Athyn Auditor,,WRITE-IN,KIRSTEN GRYLLENHAAL,1,0,0,1
Montgomery,Bryn Athyn Auditor,,WRITE-IN,SARAH WEALCHI,1,0,0,1
Montgomery,Bryn Athyn Auditor,,WRITE-IN,TIM BROOK,0,1,0,1
Montgomery,Bryn Athyn Auditor,,DEM,DWIGHT PEDRO LEWIS,1538,538,12,2088
Montgomery,Bryn Athyn Auditor,,REP,VERONICA HALLY,115,28,0,143
Montgomery,Bryn Athyn Auditor,,DEM,EMILY STINE,1017,405,4,1426
Montgomery,Bryn Athyn Auditor,,DEM,EMILY CHERAMIE WALZ,1330,668,12,2010
Montgomery,Bryn Athyn Auditor,,DEM,MELVIN PITTS,9117,3601,71,12789
Montgomery,Bryn Athyn Auditor,,REP,THOM ESTILOW,1252,281,3,1536
Montgomery,Collegeville Borough Council,,DEM,CATHY KERNEN,772,335,4,1111
Montgomery,Collegeville Borough Council,,DEM,MARION MCKINNEY,746,326,4,1076
Montgomery,Collegeville Borough Council,,DEM,GARY HOFFMANN,741,342,5,1088
Montgomery,Collegeville Borough Council,,DEM,DAMIEN BREWSTER,725,333,3,1061
Montgomery,Collegeville Borough Council,,REP,JOHN ZVARICK,543,122,2,667
Montgomery,Collegeville Borough Council,,REP,BRIAN BOOKER,553,113,3,669
Montgomery,Collegeville Borough Council,,REP,HUGH BRAUN,522,111,3,636
Montgomery,Collegeville Borough Council,,REP,TARA BRACHT,541,107,3,651
Montgomery,Collegeville Borough Mayor,,,DEM,778,339,4,1121
Montgomery,Collegeville Borough Mayor,,REP,BARRY FLICKER,556,117,3,676
Montgomery,Collegeville Borough Tax Collector,,DEM/REP,JON DOMAN,1236,427,6,1669
Montgomery,Conshohocken Borough Council Ward 2,,DEM,ADRIAN SERNA,77,20,0,97
Montgomery,Conshohocken Borough Council Ward 2,,REP,RICHARD F KOSICH,25,5,0,30
Montgomery,Conshohocken Borough Council Ward 4,,DEM,DAVID BRIA,292,96,1,389
Montgomery,Conshohocken Borough Council Ward 6,,DEM,STACY ELLAM,196,68,0,264
Montgomery,Conshohocken Borough Council Ward 6,,REP,BOB FROST,184,21,0,205
Montgomery,Conshohocken Borough Mayor,,DEM,YANIV ARONSON,1768,581,10,2359
Montgomery,Conshohocken Borough Mayor,,REP,MICHAEL E MAKOID,635,102,1,738
Montgomery,Conshohocken Borough Tax Collector,,DEM/REP,DOMINIC A COCCIA JR,2119,627,10,2756
Montgomery,Douglass Township Supervisor,,DEM,DAN SKOK,1070,546,4,1620
Montgomery,Douglass Township Supervisor,,REP,JOSHUA Z STOUCH,1541,223,4,1768
Montgomery,Douglass Township Tax Collector,,REP,KIMBERLEE M STOUCH,2070,443,6,2519
Montgomery,Douglass Township Auditor,,REP,SCOTT SILVER,2045,447,5,2497
Montgomery,East Greenville Borough Council,,DEM,JACQUELINE PORTERFIELD,341,139,0,480
Montgomery,East Greenville Borough Council,,DEM,RYAN M PUGH,330,129,0,459
Montgomery,East Greenville Borough Council,,REP,WILLIAM SINGER,299,35,0,334
Montgomery,East Greenville Borough Council,,REP,JOHN D DINGLER,299,37,0,336
Montgomery,East Greenville Borough Mayor,,,DEM,333,133,0,466
Montgomery,East Greenville Borough Mayor,,REP,STEPHEN J GRANGER,264,22,0,286
Montgomery,East Greenville Borough Tax Collector,,DEM/REP,DIANE CRIDDLE,540,142,0,682
Montgomery,East Norriton Township Supervisor,,DEM,JOSEPH GAVANUS JR,2281,1249,25,3555
Montgomery,East Norriton Township Supervisor,,REP,KEN CHRISTOVICH,1252,266,6,1524
Montgomery,East Norriton Township Supervisor 4 Year Term,,DEM,SAMUEL COLEMAN IV,2264,1243,26,3533
Montgomery,East Norriton Township Supervisor 4 Year Term,,REP,DEREK PHILLIPS,1310,276,5,1591
Montgomery,East Norriton Township Tax Collector,,DEM/REP,ROSEMARIE MCCLOY,2874,1373,26,4273
Montgomery,East Norriton Township Auditor,,DEM,SAMARA O'SHEA,2012,1182,25,3219
Montgomery,East Norriton Township Auditor,,REP,KAREN COX,1284,283,5,1572
Montgomery,East Norriton Township Auditor,,GRE,ALEXANDER NOYLE,283,58,1,342
Montgomery,Franconia Township Supervisor,,REP,DAVID B FAZIO,3085,869,15,3969
Montgomery,Franconia Township Tax Collector,,REP,KEITH FREED,3161,947,17,4125
Montgomery,Franconia Township Auditor,,REP,CHERYL BONAVITA,3061,861,15,3937
Montgomery,Green Lane Borough Council,,REP,BRIAN CARPENTER,84,5,0,89
Montgomery,Green Lane Borough Council,,REP,DARREN LANDIS,71,6,0,77
Montgomery,Green Lane Borough Mayor,,DEM,RICK STAMPER,79,15,0,94
Montgomery,Green Lane Borough Tax Collector,,WRITE-IN,BLAINE BERGEY,5,0,0,5
Montgomery,Hatboro Borough Council,,DEM,JENNIFER HENDRICKSON,1199,647,10,1856
Montgomery,Hatboro Borough Council,,DEM,DONALD HOOVER,1122,629,11,1762
Montgomery,Hatboro Borough Council,,DEM,ALEX MYERS,1125,625,10,1760
Montgomery,Hatboro Borough Council,,DEM,GEORGE BOLLENDORF,1088,621,10,1719
Montgomery,Hatboro Borough Council,,REP,GARY BLICKLEY,887,148,5,1040
Montgomery,Hatboro Borough Council,,REP,DOLORES A ROBERTO,876,145,5,1026
Montgomery,Hatboro Borough Council,,REP,ABIGAIL LAURICH,905,146,5,1056
Montgomery,Hatboro Borough Council,,REP,DIANE SARACENI,870,155,4,1029
Montgomery,Hatboro Borough Council 2 Year Term,,DEM,AMANDA JACOBUS,1217,649,10,1876
Montgomery,Hatboro Borough Council 2 Year Term,,REP,ALEC SHAFFER,943,157,5,1105
Montgomery,Hatboro Borough Mayor,,DEM,TIMOTHY SCHULTZ,1230,647,10,1887
Montgomery,Hatboro Borough Mayor,,REP,TOM RAFFERTY,937,162,5,1104
Montgomery,Hatboro Borough Tax Collector,,DEM,APRIL MOUNT,1223,661,9,1893
Montgomery,Hatboro Borough Tax Collector,,REP,JOHN J ZYGMONT JR,939,145,6,1090
Montgomery,Hatfield Borough Council,,DEM,RICHARD GIRARD,361,131,3,495
Montgomery,Hatfield Borough Council,,DEM,JASON FERGUSON,351,138,5,494
Montgomery,Hatfield Borough Council,,DEM,SYEDA HOQUE,353,127,3,483
Montgomery,Hatfield Borough Council,,REP,JOHN KROESSER,293,47,5,345
Montgomery,Hatfield Borough Council,,REP,STEPHEN SWEET,272,39,5,316
Montgomery,Hatfield Borough Council,,REP,JUDY SMITH,260,34,3,297
Montgomery,Hatfield Borough Mayor,,DEM,MARYANNE GIRARD,461,151,5,617
Montgomery,Hatfield Borough Tax Collector,,DEM,MARIE SNYDER,521,158,8,687
Montgomery,Hatfield Borough Tax Collector,,DEM,KARLA D'ALESSIO,277,143,2,422
Montgomery,Hatfield Borough Tax Collector,,REP,ERIN BLANC,325,53,0,378
Montgomery,Hatfield Borough Tax Collector,,DEM,DONALD MCGOWAN,433,303,5,741
Montgomery,Hatfield Borough Tax Collector,,REP,THOMAS C ZIPFEL,773,197,4,974
Montgomery,Hatfield Township Tax Collector,,DEM,MD SHAHRIAR KABIR,1973,1126,14,3113
Montgomery,Hatfield Township Tax Collector,,REP,DANIEL J REAVY,2617,709,10,3336
Montgomery,Horsham Township Council,,DEM,RUTH PATTERSON,3674,1952,35,5661
Montgomery,Horsham Township Council,,DEM,ELIZABETH THOMSON,3650,1938,35,5623
Montgomery,Horsham Township Council,,DEM,JOHN MCCARTY,3616,1923,32,5571
Montgomery,Horsham Township Council,,REP,W WILLIAM WHITESIDE,3270,582,13,3865
Montgomery,Horsham Township Council,,REP,ERIC GLEMSER,3322,556,15,3893
Montgomery,Horsham Township Council,,REP,ERIN WHALEN,3203,523,14,3740
Montgomery,Jenkintown Borough Council Ward 1,,DEM,DEBORRA SINES PANCOE,293,85,3,381
Montgomery,Jenkintown Borough Council Ward 1,,DEM,GORDON LEWIS,256,80,3,339
Montgomery,Jenkintown Borough Council Ward 2,,DEM,CHRISTIAN SOLTYSIAK,233,163,5,401
Montgomery,Jenkintown Borough Council Ward 2,,REP,ALEXANDER KHUSIDMAN,59,25,0,84
Montgomery,Jenkintown Borough Council Ward 3,,DEM,JOSHUA CURTIN,317,97,5,419
Montgomery,Jenkintown Borough Council Ward 3,,DEM,ALEXANDRIA KHALIL,284,89,4,377
Montgomery,Jenkintown Borough Council Ward 4,,DEM,ANNE MACHAFFIE,425,106,2,533
Montgomery,Jenkintown Borough Mayor,,DEM,GABRIEL LERMAN,1320,478,16,1814
Montgomery,Jenkintown Borough Tax Collector,,DEM,ELIZABETH WOLFF,1383,485,14,1882
Montgomery,Lansdale Borough Council Ward 1,,DEM,MARY FULLER,895,322,6,1223
Montgomery,Lansdale Borough Council Ward 1,,DEM,GARRY W HERBERT JR,755,261,6,1022
Montgomery,Lansdale Borough Council Ward 2,,DEM,ANDREW CARROLL,912,371,13,1296
Montgomery,Lansdale Borough Council Ward 3,,DEM,CARRIE OGLESBY,1034,342,7,1383
Montgomery,Lansdale Borough Council Ward 3,,DEM,MIKE YETTER,946,287,6,1239
Montgomery,Lansdale Borough Mayor,,DEM,RACHAEL BOLLENS,2494,969,21,3484
Montgomery,Lansdale Borough Mayor,,REP,ANDY SZEKELY,1425,231,5,1661
Montgomery,Lansdale Borough Tax Collector,,DEM/REP,JAMES A HANRATTY,3353,1101,28,4482
Montgomery,Limerick Township Supervisor,,DEM,CONNIE LAWSON,2587,1586,18,4191
Montgomery,Limerick Township Supervisor,,DEM,CHERYL WALRAVEN,2316,1519,17,3852
Montgomery,Limerick Township Supervisor,,REP,MICHAEL J MCCLOSKEY III,2771,538,3,3312
Montgomery,Limerick Township Supervisor,,REP,KENNETH W SPERRING JR,2596,511,3,3110
Montgomery,Limerick Township Tax Collector,,DEM/REP,RYAN WALL,5053,2012,23,7088
