county,office,district,party,candidate,votes,election_day,mail,provisional
Bedford,Registered Voters,,,,33011,,,
Bedford,Ballots Cast,,,,13019,10410,2582,27
Bedford,Judge of the Superior Court,,,Undervotes,328,255,72,1
Bedford,Judge of the Superior Court,,,Overvotes,2,1,1,0
Bedford,Judge of the Superior Court,,DEM,Brandon Neuman,2845,1587,1251,7
Bedford,Judge of the Superior Court,,REP,Maria Battista,9674,8445,1210,19
Bedford,Judge of the Superior Court,,LBR,Daniel Wassmer,162,117,45,0
Bedford,Judge of the Superior Court,,,Write-in,8,5,3,0
Bedford,Judge of the Commonwealth Court,,,Undervotes,347,282,65,0
Bedford,Judge of the Commonwealth Court,,,Overvotes,1,1,0,0
Bedford,Judge of the Commonwealth Court,,DEM,Stella Tsai,2812,1555,1250,7
Bedford,Judge of the Commonwealth Court,,REP,Matt Wolford,9852,8567,1265,20
Bedford,Judge of the Commonwealth Court,,,Write-in,7,5,2,0
Bedford,Register of Wills Recorder of Deeds,,,Undervotes,210,172,38,0
Bedford,Register of Wills Recorder of Deeds,,,Overvotes,1,1,0,0
Bedford,Register of Wills Recorder of Deeds,,DEM,Faith Zembower,3937,2529,1397,11
Bedford,Register of Wills Recorder of Deeds,,REP,Alyssa N Miller,8865,7703,1146,16
Bedford,Register of Wills Recorder of Deeds,,,Write-in,6,5,1,0
Bedford,Magisterial District Judge,57-03-01,,Undervotes,469,387,82,0
Bedford,Magisterial District Judge,57-03-01,,Overvotes,0,0,0,0
Bedford,Magisterial District Judge,57-03-01,DEMREP,Tonya M Osman,2940,2428,507,5
Bedford,Magisterial District Judge,57-03-01,,Write-in,7,6,1,0
Bedford,Magisterial District Judge,57-03-04,,Undervotes,411,282,128,1
Bedford,Magisterial District Judge,57-03-04,,Overvotes,0,0,0,0
Bedford,Magisterial District Judge,57-03-04,DEMREP,Kayla Hetzel,2337,1876,454,7
Bedford,Magisterial District Judge,57-03-04,,Write-in,309,281,28,0
Bedford,Mayor (4 Year Term) Bedford Borough,,,Undervotes,147,101,46,0
Bedford,Mayor (4 Year Term) Bedford Borough,,,Overvotes,0,0,0,0
Bedford,Mayor (4 Year Term) Bedford Borough,,DEMREP,Michael Meehan,707,511,194,2
Bedford,Mayor (4 Year Term) Bedford Borough,,,Write-in,18,12,6,0
Bedford,Borough Council (4 Year Term) Bedford Borough,,,Undervotes,1069,693,376,0
Bedford,Borough Council (4 Year Term) Bedford Borough,,,Overvotes,0,0,0,0
Bedford,Borough Council (4 Year Term) Bedford Borough,,REP,William J Blackburn,621,458,161,2
Bedford,Borough Council (4 Year Term) Bedford Borough,,REP,Sharon Turkovich,633,469,162,2
Bedford,Borough Council (4 Year Term) Bedford Borough,,REP,Betty Ruth Everly,565,426,137,2
Bedford,Borough Council (4 Year Term) Bedford Borough,,REP,Melony Lynch,562,426,134,2
Bedford,Borough Council (4 Year Term) Bedford Borough,,,Write-in,38,24,14,0
Bedford,Tax Collector (4 Year Term) Bedford Borough,,,Undervotes,113,65,48,0
Bedford,Tax Collector (4 Year Term) Bedford Borough,,,Overvotes,0,0,0,0
Bedford,Tax Collector (4 Year Term) Bedford Borough,,REP,Cathy Jones,755,555,198,2
Bedford,Tax Collector (4 Year Term) Bedford Borough,,,Write-in,4,4,0,0
Bedford,Township Supervisor (6 Year Term) Bedford Township,,,Undervotes,215,107,108,0
Bedford,Township Supervisor (6 Year Term) Bedford Township,,,Overvotes,0,0,0,0
Bedford,Township Supervisor (6 Year Term) Bedford Township,,REP,Greg Crist,1295,964,324,7
Bedford,Township Supervisor (6 Year Term) Bedford Township,,,Write-in,21,16,5,0
Bedford,Tax Collector (4 Year Term) Bedford Township,,,Undervotes,141,102,39,0
Bedford,Tax Collector (4 Year Term) Bedford Township,,,Overvotes,0,0,0,0
Bedford,Tax Collector (4 Year Term) Bedford Township,,DEMREP,Alicia J Leydig,1381,978,396,7
Bedford,Tax Collector (4 Year Term) Bedford Township,,,Write-in,9,7,2,0
Bedford,Auditor (2 Year Term) Bedford Township,,,Undervotes,1501,1065,429,7
Bedford,Auditor (2 Year Term) Bedford Township,,,Overvotes,0,0,0,0
Bedford,Auditor (2 Year Term) Bedford Township,,,Write-in,30,22,8,0
Bedford,Auditor (6 Year Term) Bedford Township,,,Undervotes,254,118,136,0
Bedford,Auditor (6 Year Term) Bedford Township,,,Overvotes,0,0,0,0
Bedford,Auditor (6 Year Term) Bedford Township,,REP,Sharee Tew,1268,962,299,7
Bedford,Auditor (6 Year Term) Bedford Township,,,Write-in,9,7,2,0
Bedford,Township Supervisor (6 Year Term) Bloomfield Township,,,Undervotes,245,206,36,3
Bedford,Township Supervisor (6 Year Term) Bloomfield Township,,,Overvotes,0,0,0,0
Bedford,Township Supervisor (6 Year Term) Bloomfield Township,,,Write-in,8,7,1,0
Bedford,Tax Collector (4 Year Term) Bloomfield Township,,,Undervotes,12,9,3,0
Bedford,Tax Collector (4 Year Term) Bloomfield Township,,,Overvotes,0,0,0,0
Bedford,Tax Collector (4 Year Term) Bloomfield Township,,REP,Beverly A Ritchey,240,204,33,3
Bedford,Tax Collector (4 Year Term) Bloomfield Township,,,Write-in,1,0,1,0
Bedford,Auditor (2 Year Term) Bloomfield Township,,,Undervotes,248,208,37,3
Bedford,Auditor (2 Year Term) Bloomfield Township,,,Overvotes,0,0,0,0
Bedford,Auditor (2 Year Term) Bloomfield Township,,,Write-in,5,5,0,0
Bedford,Auditor (4 Year Term) Bloomfield Township,,,Undervotes,250,210,37,3
Bedford,Auditor (4 Year Term) Bloomfield Township,,,Overvotes,0,0,0,0
Bedford,Auditor (4 Year Term) Bloomfield Township,,,Write-in,3,3,0,0
Bedford,Auditor (6 Year Term) Bloomfield Township,,,Undervotes,250,210,37,3
Bedford,Auditor (6 Year Term) Bloomfield Township,,,Overvotes,0,0,0,0
Bedford,Auditor (6 Year Term) Bloomfield Township,,,Write-in,3,3,0,0
Bedford,Township Supervisor (6 Year Term) Broad Top Township,,,Undervotes,81,72,9,0
Bedford,Township Supervisor (6 Year Term) Broad Top Township,,,Overvotes,0,0,0,0
Bedford,Township Supervisor (6 Year Term) Broad Top Township,,DEM,Donald P Black,195,168,27,0
Bedford,Township Supervisor (6 Year Term) Broad Top Township,,,Write-in,32,26,6,0
Bedford,Tax Collector (4 Year Term) Broad Top Township,,,Undervotes,38,26,12,0
Bedford,Tax Collector (4 Year Term) Broad Top Township,,,Overvotes,0,0,0,0
Bedford,Tax Collector (4 Year Term) Broad Top Township,,REP,Chloe Stevenson,268,240,28,0
Bedford,Tax Collector (4 Year Term) Broad Top Township,,,Write-in,2,0,2,0
Bedford,Auditor (2 Year Term) Broad Top Township,,,Undervotes,273,237,36,0
Bedford,Auditor (2 Year Term) Broad Top Township,,,Overvotes,0,0,0,0
Bedford,Auditor (2 Year Term) Broad Top Township,,,Write-in,35,29,6,0
Bedford,Auditor (6 Year Term) Broad Top Township,,,Undervotes,276,239,37,0
Bedford,Auditor (6 Year Term) Broad Top Township,,,Overvotes,0,0,0,0
Bedford,Auditor (6 Year Term) Broad Top Township,,,Write-in,32,27,5,0
Bedford,Mayor (4 Year Term) Coaldale Borough,,,Undervotes,10,9,1,0
Bedford,Mayor (4 Year Term) Coaldale Borough,,,Overvotes,0,0,0,0
Bedford,Mayor (4 Year Term) Coaldale Borough,,,Write-in,15,14,1,0
Bedford,Borough Council (4 Year Term) Coaldale Borough,,,Undervotes,36,33,3,0
Bedford,Borough Council (4 Year Term) Coaldale Borough,,,Overvotes,0,0,0,0
Bedford,Borough Council (4 Year Term) Coaldale Borough,,,Write-in,39,36,3,0
Bedford,Auditor (2 Year Term) Coaldale Borough,,,Undervotes,20,19,1,0
Bedford,Auditor (2 Year Term) Coaldale Borough,,,Overvotes,0,0,0,0
Bedford,Auditor (2 Year Term) Coaldale Borough,,,Write-in,5,4,1,0
Bedford,Auditor (4 Year Term) Coaldale Borough,,,Undervotes,24,22,2,0
Bedford,Auditor (4 Year Term) Coaldale Borough,,,Overvotes,0,0,0,0
Bedford,Auditor (4 Year Term) Coaldale Borough,,,Write-in,1,1,0,0
Bedford,Auditor (6 Year Term) Coaldale Borough,,,Undervotes,25,23,2,0
Bedford,Auditor (6 Year Term) Coaldale Borough,,,Overvotes,0,0,0,0
Bedford,Auditor (6 Year Term) Coaldale Borough,,,Write-in,0,0,0,0
Bedford,Township Supervisor (6 Year Term) Colerain Township,,,Undervotes,32,22,10,0
Bedford,Township Supervisor (6 Year Term) Colerain Township,,,Overvotes,0,0,0,0
Bedford,Township Supervisor (6 Year Term) Colerain Township,,REP,Larry W Harclerode,336,291,44,1
Bedford,Township Supervisor (6 Year Term) Colerain Township,,,Write-in,2,2,0,0
Bedford,Tax Collector (4 Year Term) Colerain Township,,,Undervotes,18,12,6,0
Bedford,Tax Collector (4 Year Term) Colerain Township,,,Overvotes,0,0,0,0
Bedford,Tax Collector (4 Year Term) Colerain Township,,REP,Cheryl A Gardner,350,301,48,1
Bedford,Tax Collector (4 Year Term) Colerain Township,,,Write-in,2,2,0,0
Bedford,Auditor (4 Year Term) Colerain Township,,,Undervotes,326,276,49,1
Bedford,Auditor (4 Year Term) Colerain Township,,,Overvotes,0,0,0,0
Bedford,Auditor (4 Year Term) Colerain Township,,,Write-in,44,39,5,0
Bedford,Auditor (6 Year Term) Colerain Township,,,Undervotes,330,280,49,1
Bedford,Auditor (6 Year Term) Colerain Township,,,Overvotes,0,0,0,0
Bedford,Auditor (6 Year Term) Colerain Township,,,Write-in,40,35,5,0
Bedford,Township Supervisor (4 Year Term) Cumberland Valley Township,,,Undervotes,72,50,22,0
Bedford,Township Supervisor (4 Year Term) Cumberland Valley Township,,,Overvotes,0,0,0,0
Bedford,Township Supervisor (4 Year Term) Cumberland Valley Township,,REP,Gwyneth Whitfield,337,281,56,0
Bedford,Township Supervisor (4 Year Term) Cumberland Valley Township,,,Write-in,3,3,0,0
Bedford,Township Supervisor (6 Year Term) Cumberland Valley Township,,,Undervotes,54,41,13,0
Bedford,Township Supervisor (6 Year Term) Cumberland Valley Township,,,Overvotes,0,0,0,0
Bedford,Township Supervisor (6 Year Term) Cumberland Valley Township,,DEMREP,Doug Nave,352,289,63,0
Bedford,Township Supervisor (6 Year Term) Cumberland Valley Township,,,Write-in,6,4,2,0
Bedford,Tax Collector (4 Year Term) Cumberland Valley Township,,,Undervotes,35,22,13,0
Bedford,Tax Collector (4 Year Term) Cumberland Valley Township,,,Overvotes,0,0,0,0
Bedford,Tax Collector (4 Year Term) Cumberland Valley Township,,REP,Kathy Twigg,377,312,65,0
Bedford,Tax Collector (4 Year Term) Cumberland Valley Township,,,Write-in,0,0,0,0
Bedford,Auditor (2 Year Term) Cumberland Valley Township,,,Undervotes,60,41,19,0
Bedford,Auditor (2 Year Term) Cumberland Valley Township,,,Overvotes,0,0,0,0
Bedford,Auditor (2 Year Term) Cumberland Valley Township,,REP,Jennifer Shoemaker,352,293,59,0
Bedford,Auditor (2 Year Term) Cumberland Valley Township,,,Write-in,0,0,0,0
Bedford,Auditor (4 Year Term) Cumberland Valley Township,,,Undervotes,56,39,17,0
Bedford,Auditor (4 Year Term) Cumberland Valley Township,,,Overvotes,0,0,0,0
Bedford,Auditor (4 Year Term) Cumberland Valley Township,,REP,Trisha Zembower,348,287,61,0
Bedford,Auditor (4 Year Term) Cumberland Valley Township,,,Write-in,8,8,0,0
Bedford,Auditor (6 Year Term) Cumberland Valley Township,,,Undervotes,67,47,20,0
Bedford,Auditor (6 Year Term) Cumberland Valley Township,,,Overvotes,0,0,0,0
Bedford,Auditor (6 Year Term) Cumberland Valley Township,,REP,Trisha Zembower,343,286,57,0
Bedford,Auditor (6 Year Term) Cumberland Valley Township,,,Write-in,2,1,1,0
Bedford,Mayor (4 Year Term) Everett Borough,,,Undervotes,54,38,16,0
Bedford,Mayor (4 Year Term) Everett Borough,,,Overvotes,0,0,0,0
Bedford,Mayor (4 Year Term) Everett Borough,,REP,Harry F Leonard Jr,253,197,53,3
Bedford,Mayor (4 Year Term) Everett Borough,,,Write-in,12,9,3,0
Bedford,Borough Council (4 Year Term) Everett Borough,,,Undervotes,800,590,202,8
Bedford,Borough Council (4 Year Term) Everett Borough,,,Overvotes,0,0,0,0
Bedford,Borough Council (4 Year Term) Everett Borough,,REP,Jarred A Bulger,189,156,32,1
Bedford,Borough Council (4 Year Term) Everett Borough,,REP,Barry Husick,197,154,41,2
Bedford,Borough Council (4 Year Term) Everett Borough,,REP,Karen Elizabeth Sciranko,193,150,41,2
Bedford,Borough Council (4 Year Term) Everett Borough,,REP,Charles T Stone,198,154,42,2
Bedford,Borough Council (4 Year Term) Everett Borough,,,Write-in,18,16,2,0
Bedford,Tax Collector (4 Year Term) Everett Borough,,,Undervotes,37,24,13,0
Bedford,Tax Collector (4 Year Term) Everett Borough,,,Overvotes,0,0,0,0
Bedford,Tax Collector (4 Year Term) Everett Borough,,REP,Karen L Foor,280,218,59,3
Bedford,Tax Collector (4 Year Term) Everett Borough,,,Write-in,2,2,0,0
Bedford,Township Supervisor (6 Year Term) Harrison Township,,,Undervotes,9,7,2,0
Bedford,Township Supervisor (6 Year Term) Harrison Township,,,Overvotes,0,0,0,0
Bedford,Township Supervisor (6 Year Term) Harrison Township,,DEM,Brian R Greise,156,125,30,1
Bedford,Township Supervisor (6 Year Term) Harrison Township,,REP,Thomas Bohn,166,151,15,0
Bedford,Township Supervisor (6 Year Term) Harrison Township,,,Write-in,0,0,0,0
Bedford,Tax Collector (4 Year Term) Harrison Township,,,Undervotes,48,42,6,0
Bedford,Tax Collector (4 Year Term) Harrison Township,,,Overvotes,0,0,0,0
Bedford,Tax Collector (4 Year Term) Harrison Township,,DEMREP,Tracey Winegardner,282,241,40,1
Bedford,Tax Collector (4 Year Term) Harrison Township,,,Write-in,1,0,1,0
Bedford,Auditor (2 Year Term) Harrison Township,,,Undervotes,324,278,45,1
Bedford,Auditor (2 Year Term) Harrison Township,,,Overvotes,0,0,0,0
