county,office,district,party,candidate,votes
Luzerne,Judge of the Superior Court,,DEM,BRANDON NEUMAN,36086
Luzerne,Judge of the Superior Court,,REP,MARIA BATTISTA,37620
Luzerne,Judge of the Superior Court,,LIB,DANIEL WASSMER,1542
Luzerne,Judge of the Superior Court,,,SCATTER,61
Luzerne,Judge of the Superior Court,,,Overvotes,54
Luzerne,Judge of the Superior Court,,,Undervotes,3121
Luzerne,Judge of the Commonwealth Court,,DEM,STELLA TSAI,36827
Luzerne,Judge of the Commonwealth Court,,REP,MATT WOLFORD,38058
Luzerne,Judge of the Commonwealth Court,,,SCATTER,64
Luzerne,Judge of the Commonwealth Court,,,Overvotes,11
Luzerne,Judge of the Commonwealth Court,,,Undervotes,3524
Luzerne,Judge of the Court of Common Pleas,,DEM,MARK BUFALINO,40831
Luzerne,Judge of the Court of Common Pleas,,REP,TOM MOSCA,35680
Luzerne,Judge of the Court of Common Pleas,,,SCATTER,54
Luzerne,Judge of the Court of Common Pleas,,,Overvotes,13
Luzerne,Judge of the Court of Common Pleas,,,Undervotes,1906
Luzerne,County Council (4 Year Term),,DEM,DENISE WILLIAMS,38557
Luzerne,County Council (4 Year Term),,DEM,DAWN SIMMONS,34696
Luzerne,County Council (4 Year Term),,DEM,CHRIS BELLES,36202
Luzerne,County Council (4 Year Term),,DEM,STEVEN M COSLETT,36266
Luzerne,County Council (4 Year Term),,DEM,TONY PERZIA,32154
Luzerne,County Council (4 Year Term),,REP,JOHN LOMBARDO,37523
Luzerne,County Council (4 Year Term),,REP,BRIAN THORNTON,33243
Luzerne,County Council (4 Year Term),,REP,STEPHEN J URBAN,32986
Luzerne,County Council (4 Year Term),,REP,JACKIE SCARCELLA,33959
Luzerne,County Council (4 Year Term),,REP,GREG WOLOVICH,31966
Luzerne,County Council (4 Year Term),,,SCATTER 1,414
Luzerne,County Council (4 Year Term),,,SCATTER 2,75
Luzerne,County Council (4 Year Term),,,SCATTER 3,18
Luzerne,County Council (4 Year Term),,,SCATTER 4,9
Luzerne,County Council (4 Year Term),,,SCATTER 5,3
Luzerne,County Council (4 Year Term),,,Overvotes,205
Luzerne,County Council (4 Year Term),,,Undervotes,44144
Luzerne,County Controller (4 Year Term),,DEM,TIM MCGINLEY,39281
Luzerne,County Controller (4 Year Term),,REP,WALTER L GRIFFITH JR,36646
Luzerne,County Controller (4 Year Term),,,SCATTER,48
Luzerne,County Controller (4 Year Term),,,Overvotes,16
Luzerne,County Controller (4 Year Term),,,Undervotes,2493
Luzerne,Magisterial District Judge 11-1-03 (6 Year Term),,DEM/REP,ALLISON BARLETTA ANTOLICK,2256
Luzerne,Magisterial District Judge 11-1-03 (6 Year Term),,,SCATTER,13
Luzerne,Magisterial District Judge 11-1-03 (6 Year Term),,,Overvotes,2
Luzerne,Magisterial District Judge 11-1-03 (6 Year Term),,,Undervotes,488
Luzerne,Magisterial District Judge 11-1-04 (6 Year Term),,DEM/REP,ALEXANDRA KOKURA KRAVITZ,7463
Luzerne,Magisterial District Judge 11-1-04 (6 Year Term),,,SCATTER,35
Luzerne,Magisterial District Judge 11-1-04 (6 Year Term),,,Overvotes,1
Luzerne,Magisterial District Judge 11-1-04 (6 Year Term),,,Undervotes,1067
Luzerne,Magisterial District Judge 11-1-05 (4 Year Term),,DEM/REP,JOSHUA MOSES,3533
Luzerne,Magisterial District Judge 11-1-05 (4 Year Term),,,SCATTER,82
Luzerne,Magisterial District Judge 11-1-05 (4 Year Term),,,BILL HARDWICK,0
