county,office,district,party,candidate,votes
Wyoming,Justice of the Supreme Court Retention - Christine Donahue,,,Yes,3395
Wyoming,Justice of the Supreme Court Retention - Christine Donahue,,,No,4349
Wyoming,Justice of the Supreme Court Retention - Kevin M Dougherty,,,Yes,3382
Wyoming,Justice of the Supreme Court Retention - Kevin M Dougherty,,,No,4349
Wyoming,Justice of the Supreme Court Retention - David Wecht,,,Yes,3335
Wyoming,Justice of the Supreme Court Retention - David Wecht,,,No,4365
Wyoming,Judge of the Superior Court Retention - Alice Beck Dubow,,,Yes,3359
Wyoming,Judge of the Superior Court Retention - Alice Beck Dubow,,,No,4139
Wyoming,Judge of the Commonwealth Court Retention - Michael H Wojcik,,,Yes,3356
Wyoming,Judge of the Commonwealth Court Retention - Michael H Wojcik,,,No,4161
Wyoming,JUDGE OF THE SUPERIOR COURT,,DEM,BRANDON NEUMAN,2756
Wyoming,JUDGE OF THE SUPERIOR COURT,,REP,MARIA BATTISTA,5006
Wyoming,JUDGE OF THE SUPERIOR COURT,,LRB,DANIEL WASSMER,164
Wyoming,JUDGE OF THE SUPERIOR COURT,,,Write-ins,18
Wyoming,JUDGE OF THE COMMONWEALTH COURT,,DEM,STELLA TSAI,2860
Wyoming,JUDGE OF THE COMMONWEALTH COURT,,REP,MATT WOLFORD,5046
Wyoming,JUDGE OF THE COMMONWEALTH COURT,,,Write-ins,14
Wyoming,JUDGE OF THE COURT OF COMMON PLEAS 44TH JUDICIAL DISTRICT,,DEM/REP,Nina Sordoni,5269
Wyoming,JUDGE OF THE COURT OF COMMON PLEAS 44TH JUDICIAL DISTRICT,,,Write-ins,2038
Wyoming,ELK LAKE SCHOOL DISTRICT - REGION 3 - 4 YEAR TERM,,DEM/REP,COREY M SMURKOWSKI ,200
Wyoming,ELK LAKE SCHOOL DISTRICT - REGION 3 - 4 YEAR TERM,,,Write-ins,1
Wyoming,LACKAWANNA TRAIL SCHOOL DISTRICT - REGION 1 4 YEAR TERM,,DEM/REP,JOSEPH STRAUCH,695
Wyoming,LACKAWANNA TRAIL SCHOOL DISTRICT - REGION 1 4 YEAR TERM,,,Write-ins,36
Wyoming,LACKAWANNA TRAIL SCHOOL DISTRICT - REGION 2 4 YEAR TERM,,DEM,ADRIAN BIANCHI,151
Wyoming,LACKAWANNA TRAIL SCHOOL DISTRICT - REGION 2 4 YEAR TERM,,REP,SUSANNE GREEN,148
Wyoming,LAKE LEHMAN SCHOOL DISTRICT - REGION 1 - 4 YEAR TERM,,DEM/REP,SARAH SAYLOR KASHATUS,219
Wyoming,LAKE LEHMAN SCHOOL DISTRICT - REGION 1 - 4 YEAR TERM,,,Write-ins,3
Wyoming,Tunkhannock Area School District Region 1 - 4 Year Term,,DEM/REP,ANDREW FRANKO,898
Wyoming,Tunkhannock Area School District Region 1 - 4 Year Term,,REP,PHILIP O FARR,1239
Wyoming,Tunkhannock Area School District Region 1 - 4 Year Term,,,Write-ins,11
Wyoming,Tunkhannock Area School District Region 1 - 2 Year Term,,DEM/REP,ETHAN J GREENLEY,1565
Wyoming,Tunkhannock Area School District Region 1 - 2 Year Term,,,Write-ins,19
Wyoming,Tunkhannock Area School District Region 2 - 4 Year Term,,DEM,WILLIAM WEIDNER,842
Wyoming,Tunkhannock Area School District Region 2 - 4 Year Term,,REP,LAURA GOBLE,1254
Wyoming,Tunkhannock Area School District Region 2 - 4 Year Term,,,Write-ins,3
Wyoming,Tunkhannock Area School District Region 3 - 4 Year Term,,DEM/REP,HOLLY ARNOLD,1080
Wyoming,Tunkhannock Area School District Region 3 - 4 Year Term,,DEM/REP,PAULA ECKERT,1018
Wyoming,Tunkhannock Area School District Region 3 - 4 Year Term,,,Write-ins,53
Wyoming,WYALUSING AREA SCHOOL DISTRICT - REGION 3 - 4 YEAR TERM,,DEM/REP,MATTHEW MUENCH,278
Wyoming,WYALUSING AREA SCHOOL DISTRICT - REGION 3 - 4 YEAR TERM,,,Write-ins,5
Wyoming,WYOMING AREA SCHOOL DISTRICT AT LARGE 4 YEAR TERM,,DEM,ERICA SAWICKI GAZDA,85
Wyoming,WYOMING AREA SCHOOL DISTRICT AT LARGE 4 YEAR TERM,,DEM/REP,DAVID ALBERIGI,92
Wyoming,WYOMING AREA SCHOOL DISTRICT AT LARGE 4 YEAR TERM,,DEM/REP,JOSEPH KOPKO,93
Wyoming,WYOMING AREA SCHOOL DISTRICT AT LARGE 4 YEAR TERM,,DEM/REP,ANTHONY BURKE,97
Wyoming,WYOMING AREA SCHOOL DISTRICT AT LARGE 4 YEAR TERM,,REP,JOHN BONIN,95
Wyoming,WYOMING AREA SCHOOL DISTRICT AT LARGE 4 YEAR TERM,,,Write-ins,13
Wyoming,WYOMING AREA SCHOOL DISTRICT AT LARGE 2 YEAR TERM,,DEM/REP,PHILIP CAMPENNI,154
Wyoming,WYOMING AREA SCHOOL DISTRICT AT LARGE 2 YEAR TERM,,,Write-ins,1
Wyoming,COUNTY CORONER,,DEM/REP,COLLIN K LUNGER,7204
Wyoming,COUNTY CORONER,,,Write-ins,101
Wyoming,DISTRICT ATTORNEY,,DEM/REP,JOE PETERS,6973
Wyoming,DISTRICT ATTORNEY,,,Write-ins,177
Wyoming,TREASURER,,REP,JUDY BARZILOSKI,6579
Wyoming,TREASURER,,,Write-ins,207
Wyoming,BRAINTRIM TOWNSHIP AUDITOR,,REP,MATTHEW P. FERRIS,109
Wyoming,BRAINTRIM TOWNSHIP AUDITOR,,,Write-ins,1
Wyoming,BRAINTRIM TOWNSHIP SUPERVISOR,,DEM/REP,DAVID P HELLER,99
Wyoming,BRAINTRIM TOWNSHIP SUPERVISOR,,,Write-ins,0
Wyoming,BRAINTRIM TOWNSHIP CONSTABLE,,,Paul McIntyre,1
Wyoming,BRAINTRIM TOWNSHIP CONSTABLE,,,Invalid,4
Wyoming,BRAINTRIM TOWNSHIP TAX COLLECTOR,,,Paul McIntyre,1
Wyoming,BRAINTRIM TOWNSHIP TAX COLLECTOR,,,Invalid,2
Wyoming,BRAINTRIM TOWNSHIP JUDGE OF ELECTIONS,,REP,JANE RYAN,113
Wyoming,BRAINTRIM TOWNSHIP JUDGE OF ELECTIONS,,,Write-ins,1
Wyoming,BRAINTRIM TOWNSHIP INSPECTOR OF ELECTIONS,,REP,JUNE E RHUBRIGHT,113
Wyoming,BRAINTRIM TOWNSHIP INSPECTOR OF ELECTIONS,,,Paul Mcintyre,1
Wyoming,BRAINTRIM TOWNSHIP INSPECTOR OF ELECTIONS,,,Invalid,1
Wyoming,CLINTON TOWNSHIP AUDITOR 6 YEARS,,,Alan Christ,2
Wyoming,CLINTON TOWNSHIP AUDITOR 6 YEARS,,,Shannon Forrer,2
Wyoming,CLINTON TOWNSHIP AUDITOR 6 YEARS,,,Write-ins,5
Wyoming,CLINTON TOWNSHIP AUDITOR 4 YEARS,,,Alan Christ,2
Wyoming,CLINTON TOWNSHIP AUDITOR 4 YEARS,,,Write-ins,7
Wyoming,CLINTON TOWNSHIP AUDITOR 2 YEARS,,,Alan Christ,2
Wyoming,CLINTON TOWNSHIP AUDITOR 2 YEARS,,,Write-ins,5
Wyoming,CLINTON TOWNSHIP SUPERVISOR,,REP,PAUL R CORBY,299
Wyoming,CLINTON TOWNSHIP SUPERVISOR,,,Write-ins,9
Wyoming,CLINTON TOWNSHIP TAX COLLECTOR,,REP,CHELSEY GUMBLE,318
Wyoming,CLINTON TOWNSHIP TAX COLLECTOR,,,Write-ins,5
Wyoming,CLINTON TOWNSHIP JUDGE OF ELECTION,,DEM,MISTY MECCA,278
Wyoming,CLINTON TOWNSHIP JUDGE OF ELECTION,,,Write-ins,9
Wyoming,CLINTON TOWNSHIP INSPECTOR OF ELECTIONS,,REP,DEBORAH FLYNN,284
Wyoming,CLINTON TOWNSHIP INSPECTOR OF ELECTIONS,,,Vincent Bevilacqua,4
Wyoming,CLINTON TOWNSHIP INSPECTOR OF ELECTIONS,,,Write-ins,6
Wyoming,EATON TOWNSHIP AUDITOR 6 YEARS,,,PATRICIA WHIPPLE,3
Wyoming,EATON TOWNSHIP AUDITOR 6 YEARS,,,Write-ins,13
Wyoming,EATON TOWNSHIP AUDITOR 4 YEARS,,,KEN WHITE,1
Wyoming,EATON TOWNSHIP AUDITOR 4 YEARS,,,MARY STAIR,1
Wyoming,EATON TOWNSHIP AUDITOR 4 YEARS,,,MATTHEW HENSEL,1
Wyoming,EATON TOWNSHIP AUDITOR 4 YEARS,,,PATRICIA WHIPPLE,1
Wyoming,EATON TOWNSHIP AUDITOR 4 YEARS,,,Write-ins,7
Wyoming,EATON TOWNSHIP AUDITOR 2 YEARS,,,BRYANT SMITH,1
Wyoming,EATON TOWNSHIP AUDITOR 2 YEARS,,,MATTHEW HENSEL,1
Wyoming,EATON TOWNSHIP AUDITOR 2 YEARS,,,PATTY KENDIG,1
Wyoming,EATON TOWNSHIP AUDITOR 2 YEARS,,,Write-ins,13
Wyoming,EATON TOWNSHIP SUPERVISOR,,DEM/REP,CHAD PATTON,439
Wyoming,EATON TOWNSHIP SUPERVISOR,,,Write-ins,24
Wyoming,EATON TOWNSHIP CONSTABLE,,,KEN NICHOLS,2
Wyoming,EATON TOWNSHIP CONSTABLE,,,Write-ins,20
Wyoming,EATON TOWNSHIP TAX COLLECTOR,,REP,BECKY J WATKINS,481
Wyoming,EATON TOWNSHIP TAX COLLECTOR,,,Write-ins,1
Wyoming,EATON TOWNSHIP JUDGE OF ELECTION,,REP,PATRICIA WHIPPLE,459
Wyoming,EATON TOWNSHIP JUDGE OF ELECTION,,,Write-ins,3
Wyoming,EATON TOWNSHIP INSPECTOR OF ELECTIONS,,REP,BRENDA M NOVAK,444
Wyoming,EATON TOWNSHIP INSPECTOR OF ELECTIONS,,,MATTHEW HENSEL,1
Wyoming,EXETER TOWNSHIP AUDITOR 6 YEARS,,,KEVIN OZOLINS,3
Wyoming,EXETER TOWNSHIP AUDITOR 6 YEARS,,,Write-ins,16
Wyoming,EXETER TOWNSHIP AUDITOR 4 YEARS,,,LEANNE HOPKINS,2
Wyoming,EXETER TOWNSHIP AUDITOR 4 YEARS,,,SHARON THORPE,2
Wyoming,EXETER TOWNSHIP AUDITOR 4 YEARS,,,Write-ins,8
Wyoming,EXETER TOWNSHIP SUPERVISOR,,REP,ANDREW D HOPKINS,176
Wyoming,EXETER TOWNSHIP SUPERVISOR,,,Write-ins,5
Wyoming,EXETER TOWNSHIP TAX COLLECTOR,,DEM/REP,ANN MARIE FARLEY,103
Wyoming,EXETER TOWNSHIP TAX COLLECTOR,,,CAROL BARDZEL,121
Wyoming,EXETER TOWNSHIP TAX COLLECTOR,,,Write-ins,1
Wyoming,EXETER TOWNSHIP JUDGE OF ELECTIONS,,DEM,ROBERT FARLEY,148
Wyoming,EXETER TOWNSHIP JUDGE OF ELECTIONS,,,Write-ins,14
Wyoming,EXETER TOWNSHIP INSPECTOR OF ELECTIONS,,,SHARON THORPE,9
Wyoming,EXETER TOWNSHIP INSPECTOR OF ELECTIONS,,,PAUL JOHNSON,2
Wyoming,EXETER TOWNSHIP INSPECTOR OF ELECTIONS,,,Write-ins,9
Wyoming,FACTORYVILLE BOROUGH WARD 1 MAYOR,,,LOU JASIKOFF,130
Wyoming,FACTORYVILLE BOROUGH WARD 1 MAYOR,,,AARON ZONA,106
Wyoming,FACTORYVILLE BOROUGH WARD 1 MAYOR,,,Write-ins,12
Wyoming,FACTORYVILLE BOROUGH WARD 1 TAX COLLECTOR,,REP,CHAD P MULLEN,228
Wyoming,FACTORYVILLE BOROUGH WARD 1 TAX COLLECTOR,,,Write-ins,6
Wyoming,FACTORYVILLE BOROUGH WARD 1 JUDGE OF ELECTIONS,,DEM/REP,LORNA ENGLER,133
Wyoming,FACTORYVILLE BOROUGH WARD 1 JUDGE OF ELECTIONS,,,Write-ins,5
Wyoming,FACTORYVILLE BOROUGH WARD 1 INSPECTOR OF ELECTIONS,,REP,MARY TRUITT,127
Wyoming,FACTORYVILLE BOROUGH WARD 1 INSPECTOR OF ELECTIONS,,,BRANDON SMITH,1
Wyoming,FACTORYVILLE BOROUGH WARD 1 INSPECTOR OF ELECTIONS,,,LOU JASIKOFF,1
Wyoming,FACTORYVILLE BOROUGH WARD 1 INSPECTOR OF ELECTIONS,,,Write-ins,4
Wyoming,FACTORYVILLE BOROUGH WARD 2 COUNCILMAN,,DEM/REP,WILLIAM EDWARDS,95
Wyoming,FACTORYVILLE BOROUGH WARD 2 COUNCILMAN,,REP,COLIN FRICKE,103
Wyoming,FACTORYVILLE BOROUGH WARD 2 COUNCILMAN,,,ELENA OCONNOR,3
Wyoming,FACTORYVILLE BOROUGH WARD 2 COUNCILMAN,,,Write-ins,7
Wyoming,FACTORYVILLE BOROUGH WARD 2 JUDGE OF ELECTIONS,,REP,STEVE STEARNS,106
Wyoming,FACTORYVILLE BOROUGH WARD 2 JUDGE OF ELECTIONS,,,Write-ins,1
Wyoming,FACTORYVILLE BOROUGH WARD 2 INSPECTOR OF ELECTIONS,,REP,PATTI MCGONAGLE,113
Wyoming,FACTORYVILLE BOROUGH WARD 2 INSPECTOR OF ELECTIONS,,,EDWARD NOWAKOWSKI,1
Wyoming,FALLS TOWNSHIP AUDITOR 6 YEARS,,REP,JAMES D JOYCE,434
Wyoming,FALLS TOWNSHIP AUDITOR 6 YEARS,,,Write-ins,16
