county,precinct,office,district,party,candidate,votes,mail,election_day,provisional
Fulton,Todd Township,Superior Court Retention Election Question,,,NO,218,23,195,0
Fulton,Todd Township,Commonwealth Court Retention Election Question,,,YES,143,25,118,0
Fulton,Todd Township,Commonwealth Court Retention Election Question,,,NO,215,26,189,0
Fulton,Todd Township,Court of Common Pleas Retention Election Question,,,YES,227,32,195,0
Fulton,Todd Township,Court of Common Pleas Retention Election Question,,,NO,130,21,109,0
Fulton,Union Township,,,,Registered Voters,569,,,
Fulton,Union Township,,,,Ballots Cast,207,,,
Fulton,Union Township,Judge of the Superior Court,,DEM,BRANDON NEUMAN,28,6,22,0
Fulton,Union Township,Judge of the Superior Court,,REP,MARIA BATTISTA,161,14,147,0
Fulton,Union Township,Judge of the Superior Court,,LBR,DANIEL WASSMER,1,1,0,0
Fulton,Union Township,Judge of the Commonwealth Court,,DEM,STELLA TSAI,29,8,21,0
Fulton,Union Township,Judge of the Commonwealth Court,,REP,MATT WOLFORD,159,13,146,0
Fulton,Union Township,Prothonotary,,REP,STEPHANIE SHERMAN,170,16,154,0
Fulton,Union Township,Southern Fulton School District School Director Four Year Term,,DEM/REP,PATRICK L BARD,94,7,87,0
Fulton,Union Township,Southern Fulton School District School Director Four Year Term,,DEM/REP,JADA HOOPENGARDNER SMITH,108,7,101,0
Fulton,Union Township,Southern Fulton School District School Director Four Year Term,,DEM/REP,ANTHONY C SHIVES,83,5,78,0
Fulton,Union Township,Southern Fulton School District School Director Four Year Term,,DEM/REP,MARK R MOSEMANN,97,6,91,0
Fulton,Union Township,Southern Fulton School District School Director Four Year Term,,REP,DANIEL E PELTON,152,15,137,0
Fulton,Union Township,Southern Fulton School District School Director Two Year Term,,DEM/REP,JEFF HULL,120,9,111,0
Fulton,Union Township,Union Township Supervisor Six Year Term,,REP,V LEVI WILSON,116,13,103,0
Fulton,Union Township,Union Township Auditor Six Year Term,,REP,SUSAN E POWELL,168,16,152,0
Fulton,Union Township,Union Township Tax Collector Four Year Term,,REP,KAYLIE OAKMAN,186,17,169,0
Fulton,Union Township,Union Township Judge Of Elections Four Year Term,,REP,DONNA D BEALE,174,12,162,0
Fulton,Union Township,Supreme Court Retention Election Question,,,YES,49,9,40,0
Fulton,Union Township,Supreme Court Retention Election Question,,,NO,138,11,127,0
Fulton,Union Township,Supreme Court Retention Election Question,,,YES,43,9,34,0
Fulton,Union Township,Supreme Court Retention Election Question,,,NO,141,11,130,0
Fulton,Union Township,Supreme Court Retention Election Question,,,YES,41,9,32,0
Fulton,Union Township,Supreme Court Retention Election Question,,,NO,144,11,133,0
Fulton,Union Township,Superior Court Retention Election Question,,,YES,48,10,38,0
Fulton,Union Township,Superior Court Retention Election Question,,,NO,130,10,120,0
Fulton,Union Township,Commonwealth Court Retention Election Question,,,YES,58,11,47,0
Fulton,Union Township,Commonwealth Court Retention Election Question,,,NO,119,9,110,0
Fulton,Union Township,Court of Common Pleas Retention Election Question,,,YES,89,15,74,0
Fulton,Union Township,Court of Common Pleas Retention Election Question,,,NO,86,5,81,0
Fulton,Valley Hi Borough,,,,Registered Voters,9,,,
Fulton,Valley Hi Borough,,,,Ballots Cast,9,,,
Fulton,Valley Hi Borough,Judge of the Superior Court,,DEM,BRANDON NEUMAN,4,0,4,0
Fulton,Valley Hi Borough,Judge of the Superior Court,,REP,MARIA BATTISTA,3,1,2,0
Fulton,Valley Hi Borough,Judge of the Superior Court,,LBR,DANIEL WASSMER,0,0,0,0
Fulton,Valley Hi Borough,Judge of the Commonwealth Court,,DEM,STELLA TSAI,4,0,4,0
Fulton,Valley Hi Borough,Judge of the Commonwealth Court,,REP,MATT WOLFORD,3,1,2,0
Fulton,Valley Hi Borough,Prothonotary,,REP,STEPHANIE SHERMAN,5,1,4,0
Fulton,Valley Hi Borough,Southern Fulton School District School Director Four Year Term,,DEM/REP,PATRICK L BARD,2,0,2,0
Fulton,Valley Hi Borough,Southern Fulton School District School Director Four Year Term,,DEM/REP,JADA HOOPENGARDNER SMITH,2,0,2,0
Fulton,Valley Hi Borough,Southern Fulton School District School Director Four Year Term,,DEM/REP,ANTHONY C SHIVES,1,0,1,0
Fulton,Valley Hi Borough,Southern Fulton School District School Director Four Year Term,,DEM/REP,MARK R MOSEMANN,1,0,1,0
Fulton,Valley Hi Borough,Southern Fulton School District School Director Four Year Term,,REP,DANIEL E PELTON,2,0,2,0
Fulton,Valley Hi Borough,Southern Fulton School District School Director Two Year Term,,DEM/REP,JEFF HULL,3,1,2,0
Fulton,Valley Hi Borough,Valley Hi Borough Tax Collector Four Year Term,,REP,MARY WILDENA TRUAX,6,3,3,0
Fulton,Valley Hi Borough,Valley Hi Borough Judge Of Elections Four Year Term,,REP,MAXINE P BARTON,5,3,2,0
Fulton,Valley Hi Borough,Valley Hi Borough Inspector Of Elections Four Year Term,,DEM,BESSIE HILDA WAGNER,6,2,4,0
Fulton,Valley Hi Borough,Valley Hi Borough Inspector Of Elections Four Year Term,,REP,MARY ANN MILLS,2,1,1,0
Fulton,Valley Hi Borough,Supreme Court Retention Election Question,,,YES,5,0,5,0
Fulton,Valley Hi Borough,Supreme Court Retention Election Question,,,NO,2,2,0,0
Fulton,Valley Hi Borough,Supreme Court Retention Election Question,,,YES,5,0,5,0
Fulton,Valley Hi Borough,Supreme Court Retention Election Question,,,NO,1,1,0,0
Fulton,Valley Hi Borough,Supreme Court Retention Election Question,,,YES,5,0,5,0
Fulton,Valley Hi Borough,Supreme Court Retention Election Question,,,NO,1,1,0,0
Fulton,Valley Hi Borough,Superior Court Retention Election Question,,,YES,5,0,5,0
Fulton,Valley Hi Borough,Superior Court Retention Election Question,,,NO,1,1,0,0
Fulton,Valley Hi Borough,Commonwealth Court Retention Election Question,,,YES,5,0,5,0
Fulton,Valley Hi Borough,Commonwealth Court Retention Election Question,,,NO,1,1,0,0
Fulton,Valley Hi Borough,Court of Common Pleas Retention Election Question,,,YES,6,1,5,0
Fulton,Valley Hi Borough,Court of Common Pleas Retention Election Question,,,NO,0,0,0,0
Fulton,Wells Township,,,,Registered Voters,316,,,
Fulton,Wells Township,,,,Ballots Cast,123,,,
Fulton,Wells Township,Judge of the Superior Court,,DEM,BRANDON NEUMAN,24,5,19,0
Fulton,Wells Township,Judge of the Superior Court,,REP,MARIA BATTISTA,92,5,87,0
Fulton,Wells Township,Judge of the Superior Court,,LBR,DANIEL WASSMER,1,1,0,0
Fulton,Wells Township,Judge of the Commonwealth Court,,DEM,STELLA TSAI,27,7,20,0
Fulton,Wells Township,Judge of the Commonwealth Court,,REP,MATT WOLFORD,92,4,88,0
Fulton,Wells Township,Prothonotary,,REP,STEPHANIE SHERMAN,111,10,101,0
Fulton,Wells Township,Forbes Road School District School Director Four Year Term,,DEM/REP,ROBERT E HELMAN,63,6,57,0
Fulton,Wells Township,Forbes Road School District School Director Four Year Term,,DEM/REP,JAMES SCOTT LUPEY,61,8,53,0
Fulton,Wells Township,Forbes Road School District School Director Four Year Term,,REP,DULCE HALL,79,6,73,0
Fulton,Wells Township,Forbes Road School District School Director Four Year Term,,REP,ANTHONY W VINSON,79,7,72,0
Fulton,Wells Township,Forbes Road School District School Director Four Year Term,,REP,KATHERINE R HOLLIBAUGH,73,5,68,0
Fulton,Wells Township,Wells Township Supervisor Six Year Term,,REP,CHESTER P COLLEDGE,94,8,86,0
Fulton,Wells Township,Wells Township Tax Collector Four Year Term,,REP,RHONDA MICHELLE NEWMAN,112,10,102,0
Fulton,Wells Township,Wells Township Judge Of Elections Four Year Term,,REP,KRISTEN D EARLEY,119,9,110,0
Fulton,Wells Township,Wells Township Inspector Of Elections Four Year Term,,REP,PEGGY GRACE,117,9,108,0
Fulton,Wells Township,Supreme Court Retention Election Question,,,YES,31,4,27,0
Fulton,Wells Township,Supreme Court Retention Election Question,,,NO,84,5,79,0
Fulton,Wells Township,Supreme Court Retention Election Question,,,YES,31,4,27,0
Fulton,Wells Township,Supreme Court Retention Election Question,,,NO,84,5,79,0
Fulton,Wells Township,Supreme Court Retention Election Question,,,YES,30,4,26,0
Fulton,Wells Township,Supreme Court Retention Election Question,,,NO,85,5,80,0
Fulton,Wells Township,Superior Court Retention Election Question,,,YES,34,4,30,0
Fulton,Wells Township,Superior Court Retention Election Question,,,NO,79,4,75,0
Fulton,Wells Township,Commonwealth Court Retention Election Question,,,YES,29,4,25,0
Fulton,Wells Township,Commonwealth Court Retention Election Question,,,NO,84,4,80,0
Fulton,Wells Township,Court of Common Pleas Retention Election Question,,,YES,59,5,54,0
Fulton,Wells Township,Court of Common Pleas Retention Election Question,,,NO,55,2,53,0
