county,precinct,office,district,party,candidate,votes,election_day,mail,provisional,vote_for
Franklin,Chambersburg Ward 1 District 1,Supreme Court Retention - David Wecht,,,Yes,391,238,153,0,1
Franklin,Chambersburg Ward 1 District 1,Supreme Court Retention - David Wecht,,,No,266,230,36,0,1
Franklin,Chambersburg Ward 1 District 1,Superior Court Retention - Alice Beck Dubow,,,Yes,421,261,160,0,1
Franklin,Chambersburg Ward 1 District 1,Superior Court Retention - Alice Beck Dubow,,,No,224,196,28,0,1
Franklin,Chambersburg Ward 1 District 1,Commonwealth Court Retention - Michael H Wojcik,,,Yes,436,278,158,0,1
Franklin,Chambersburg Ward 1 District 1,Commonwealth Court Retention - Michael H Wojcik,,,No,213,184,29,0,1
Franklin,Chambersburg Ward 1 District 1,Court of Common Pleas Retention - Todd M Sponseller,,,Yes,471,332,139,0,1
Franklin,Chambersburg Ward 1 District 1,Court of Common Pleas Retention - Todd M Sponseller,,,No,171,131,40,0,1
Franklin,Chambersburg Ward 1 District 2,Registered Voters,,,,824,,,,
Franklin,Chambersburg Ward 1 District 2,Ballots Cast,,,,386,244,140,2,
Franklin,Chambersburg Ward 1 District 2,Ballots Cast Blank,,,,0,0,0,0,
Franklin,Chambersburg Ward 1 District 2,Judge of the Superior Court,,DEM,Brandon Neuman,215,120,94,1,1
Franklin,Chambersburg Ward 1 District 2,Judge of the Superior Court,,REP,Maria Battista,163,119,43,1,1
Franklin,Chambersburg Ward 1 District 2,Judge of the Superior Court,,LBR,Daniel Wassmer,6,3,3,0,1
Franklin,Chambersburg Ward 1 District 2,Judge of the Superior Court,,,Write-ins,0,0,0,0,1
Franklin,Chambersburg Ward 1 District 2,Judge of the Commonwealth Court,,DEM,Stella Tsai,212,118,93,1,1
Franklin,Chambersburg Ward 1 District 2,Judge of the Commonwealth Court,,REP,Matt Wolford,170,123,46,1,1
Franklin,Chambersburg Ward 1 District 2,Judge of the Commonwealth Court,,,Write-ins,0,0,0,0,1
Franklin,Chambersburg Ward 1 District 2,Treasurer,,REP,Lisa Kauffman Helm,251,163,86,2,1
Franklin,Chambersburg Ward 1 District 2,Treasurer,,,Write-ins,27,19,8,0,1
Franklin,Chambersburg Ward 1 District 2,Tax Collector,Chambersburg,DAR,Brenda Hill,323,201,120,2,1
Franklin,Chambersburg Ward 1 District 2,Tax Collector,Chambersburg,,Write-ins,2,1,1,0,1
Franklin,Chambersburg Ward 1 District 2,Mayor,Chambersburg,DEM,"John (Sean) A. Scott, III",213,120,92,1,1
Franklin,Chambersburg Ward 1 District 2,Mayor,Chambersburg,REP,Kenneth C. Hock,167,119,47,1,1
Franklin,Chambersburg Ward 1 District 2,Mayor,Chambersburg,,Write-ins,0,0,0,0,1
Franklin,Chambersburg Ward 1 District 2,Borough Council,Chambersburg 1st,DEM,David R. Wilson,231,137,93,1,1
Franklin,Chambersburg Ward 1 District 2,Borough Council,Chambersburg 1st,REP,Allen B. Coffman,146,102,43,1,1
Franklin,Chambersburg Ward 1 District 2,Borough Council,Chambersburg 1st,,Write-ins,0,0,0,0,1
Franklin,Chambersburg Ward 1 District 2,Judge of Elections,,DEM,Robert K. Dickson,226,127,98,1,1
Franklin,Chambersburg Ward 1 District 2,Judge of Elections,,REP,Sharon L. Coffman,154,112,41,1,1
Franklin,Chambersburg Ward 1 District 2,Judge of Elections,,,Write-ins,0,0,0,0,1
Franklin,Chambersburg Ward 1 District 2,Inspector of Elections,,DEM,Alice Elia,293,174,118,1,1
Franklin,Chambersburg Ward 1 District 2,Inspector of Elections,,,Write-ins,17,11,6,0,1
Franklin,Chambersburg Ward 1 District 2,Supreme Court Retention - Christine Donohue,,,Yes,233,134,98,1,1
Franklin,Chambersburg Ward 1 District 2,Supreme Court Retention - Christine Donohue,,,No,135,104,30,1,1
Franklin,Chambersburg Ward 1 District 2,Supreme Court Retention - Kevin M Dougherty,,,Yes,234,132,101,1,1
Franklin,Chambersburg Ward 1 District 2,Supreme Court Retention - Kevin M Dougherty,,,No,134,105,28,1,1
Franklin,Chambersburg Ward 1 District 2,Supreme Court Retention - David Wecht,,,Yes,229,130,98,1,1
Franklin,Chambersburg Ward 1 District 2,Supreme Court Retention - David Wecht,,,No,139,107,31,1,1
Franklin,Chambersburg Ward 1 District 2,Superior Court Retention - Alice Beck Dubow,,,Yes,231,136,95,0,1
Franklin,Chambersburg Ward 1 District 2,Superior Court Retention - Alice Beck Dubow,,,No,127,94,31,2,1
Franklin,Chambersburg Ward 1 District 2,Commonwealth Court Retention - Michael H Wojcik,,,Yes,228,134,94,0,1
Franklin,Chambersburg Ward 1 District 2,Commonwealth Court Retention - Michael H Wojcik,,,No,128,97,29,2,1
Franklin,Chambersburg Ward 1 District 2,Court of Common Pleas Retention - Todd M Sponseller,,,Yes,248,159,89,0,1
Franklin,Chambersburg Ward 1 District 2,Court of Common Pleas Retention - Todd M Sponseller,,,No,109,74,33,2,1
Franklin,Chambersburg Ward 2 District 1,Registered Voters,,,,960,,,,
Franklin,Chambersburg Ward 2 District 1,Ballots Cast,,,,255,196,57,2,
Franklin,Chambersburg Ward 2 District 1,Ballots Cast Blank,,,,0,0,0,0,
Franklin,Chambersburg Ward 2 District 1,Judge of the Superior Court,,DEM,Brandon Neuman,141,97,42,2,1
Franklin,Chambersburg Ward 2 District 1,Judge of the Superior Court,,REP,Maria Battista,103,91,12,0,1
Franklin,Chambersburg Ward 2 District 1,Judge of the Superior Court,,LBR,Daniel Wassmer,8,6,2,0,1
Franklin,Chambersburg Ward 2 District 1,Judge of the Superior Court,,,Write-ins,1,1,0,0,1
Franklin,Chambersburg Ward 2 District 1,Judge of the Commonwealth Court,,DEM,Stella Tsai,148,104,42,2,1
Franklin,Chambersburg Ward 2 District 1,Judge of the Commonwealth Court,,REP,Matt Wolford,105,91,14,0,1
Franklin,Chambersburg Ward 2 District 1,Judge of the Commonwealth Court,,,Write-ins,1,1,0,0,1
Franklin,Chambersburg Ward 2 District 1,Treasurer,,REP,Lisa Kauffman Helm,169,133,35,1,1
Franklin,Chambersburg Ward 2 District 1,Treasurer,,,Write-ins,15,10,5,0,1
Franklin,Chambersburg Ward 2 District 1,Tax Collector,Chambersburg,DAR,Brenda Hill,217,169,46,2,1
Franklin,Chambersburg Ward 2 District 1,Tax Collector,Chambersburg,,Write-ins,3,2,1,0,1
Franklin,Chambersburg Ward 2 District 1,Mayor,Chambersburg,DEM,"John (Sean) A. Scott, III",143,104,37,2,1
Franklin,Chambersburg Ward 2 District 1,Mayor,Chambersburg,REP,Kenneth C. Hock,106,90,16,0,1
Franklin,Chambersburg Ward 2 District 1,Mayor,Chambersburg,,Write-ins,2,0,2,0,1
