county,precinct,office,district,party,candidate,votes,election_day,mail,provisional,vote_for
Cameron,Driftwood Borough,Mayor,Driftwood Borough,,Write-ins,8,4,4,0,1
Cameron,Driftwood Borough,Mayor,Driftwood Borough,,Overvotes,0,0,0,0,1
Cameron,Driftwood Borough,Mayor,Driftwood Borough,,Undervotes,10,8,2,0,1
Cameron,Driftwood Borough,Borough Council,Driftwood,,Write-ins,17,7,10,0,3
Cameron,Driftwood Borough,Borough Council,Driftwood,,Overvotes,0,0,0,0,3
Cameron,Driftwood Borough,Borough Council,Driftwood,,Undervotes,37,29,8,0,3
Cameron,Driftwood Borough,Judge of Election,Driftwood Borough,,Write-ins,0,0,0,0,1
Cameron,Driftwood Borough,Judge of Election,Driftwood Borough,,Overvotes,0,0,0,0,1
Cameron,Driftwood Borough,Judge of Election,Driftwood Borough,,Undervotes,18,12,6,0,1
Cameron,Driftwood Borough,Inspector of Election,Driftwood Borough,,Write-ins,0,0,0,0,1
Cameron,Driftwood Borough,Inspector of Election,Driftwood Borough,,Overvotes,0,0,0,0,1
Cameron,Driftwood Borough,Inspector of Election,Driftwood Borough,,Undervotes,18,12,6,0,1
Cameron,Driftwood Borough,Supreme Court Retention - Christine Donohue,,,Yes,2,0,2,0,1
Cameron,Driftwood Borough,Supreme Court Retention - Christine Donohue,,,No,12,8,4,0,1
Cameron,Driftwood Borough,Supreme Court Retention - Christine Donohue,,,Overvotes,0,0,0,0,1
Cameron,Driftwood Borough,Supreme Court Retention - Christine Donohue,,,Undervotes,4,4,0,0,1
Cameron,Driftwood Borough,Supreme Court Retention - Kevin M Dougherty,,,Yes,2,0,2,0,1
Cameron,Driftwood Borough,Supreme Court Retention - Kevin M Dougherty,,,No,12,8,4,0,1
Cameron,Driftwood Borough,Supreme Court Retention - Kevin M Dougherty,,,Overvotes,0,0,0,0,1
Cameron,Driftwood Borough,Supreme Court Retention - Kevin M Dougherty,,,Undervotes,4,4,0,0,1
Cameron,Driftwood Borough,Supreme Court Retention - David Wecht,,,Yes,2,0,2,0,1
Cameron,Driftwood Borough,Supreme Court Retention - David Wecht,,,No,12,8,4,0,1
Cameron,Driftwood Borough,Supreme Court Retention - David Wecht,,,Overvotes,0,0,0,0,1
Cameron,Driftwood Borough,Supreme Court Retention - David Wecht,,,Undervotes,4,4,0,0,1
Cameron,Driftwood Borough,Superior Court Retention - Alice Beck Dubow,,,Yes,6,2,4,0,1
Cameron,Driftwood Borough,Superior Court Retention - Alice Beck Dubow,,,No,7,5,2,0,1
Cameron,Driftwood Borough,Superior Court Retention - Alice Beck Dubow,,,Overvotes,0,0,0,0,1
Cameron,Driftwood Borough,Superior Court Retention - Alice Beck Dubow,,,Undervotes,5,5,0,0,1
Cameron,Driftwood Borough,Commonwealth Court Retention - Michael H Wojcik,,,Yes,6,2,4,0,1
Cameron,Driftwood Borough,Commonwealth Court Retention - Michael H Wojcik,,,No,8,6,2,0,1
Cameron,Driftwood Borough,Commonwealth Court Retention - Michael H Wojcik,,,Overvotes,0,0,0,0,1
Cameron,Driftwood Borough,Commonwealth Court Retention - Michael H Wojcik,,,Undervotes,4,4,0,0,1
Cameron,East Ward Emporium Borough,Registered Voters,,,,254,,,,
Cameron,East Ward Emporium Borough,Ballots Cast,,,,89,67,22,0,
Cameron,East Ward Emporium Borough,Ballots Cast Blank,,,,0,0,0,0,
Cameron,East Ward Emporium Borough,Judge of the Superior Court,,DEM,BRANDON NEUMAN,25,12,13,0,1
Cameron,East Ward Emporium Borough,Judge of the Superior Court,,REP,MARIA BATTISTA,60,52,8,0,1
Cameron,East Ward Emporium Borough,Judge of the Superior Court,,LBR,DANIEL WASSMER,1,1,0,0,1
Cameron,East Ward Emporium Borough,Judge of the Superior Court,,,Write-ins,0,0,0,0,1
Cameron,East Ward Emporium Borough,Judge of the Superior Court,,,Overvotes,0,0,0,0,1
Cameron,East Ward Emporium Borough,Judge of the Superior Court,,,Undervotes,3,2,1,0,1
Cameron,East Ward Emporium Borough,Judge of the Commonwealth Court,,DEM,STELLA TSAI,23,12,11,0,1
Cameron,East Ward Emporium Borough,Judge of the Commonwealth Court,,REP,MATT WOLFORD,62,53,9,0,1
Cameron,East Ward Emporium Borough,Judge of the Commonwealth Court,,,Write-ins,0,0,0,0,1
Cameron,East Ward Emporium Borough,Judge of the Commonwealth Court,,,Overvotes,0,0,0,0,1
Cameron,East Ward Emporium Borough,Judge of the Commonwealth Court,,,Undervotes,4,2,2,0,1
Cameron,East Ward Emporium Borough,Prothonotary,,REP,MARY GRACE OLAY,84,66,18,0,1
Cameron,East Ward Emporium Borough,Prothonotary,,,Write-ins,0,0,0,0,1
Cameron,East Ward Emporium Borough,Prothonotary,,,Overvotes,0,0,0,0,1
Cameron,East Ward Emporium Borough,Prothonotary,,,Undervotes,5,1,4,0,1
Cameron,East Ward Emporium Borough,Sheriff,,REP,DOUG HOMAN,78,64,14,0,1
Cameron,East Ward Emporium Borough,Sheriff,,,Write-ins,0,0,0,0,1
Cameron,East Ward Emporium Borough,Sheriff,,,Overvotes,0,0,0,0,1
Cameron,East Ward Emporium Borough,Sheriff,,,Undervotes,11,3,8,0,1
Cameron,East Ward Emporium Borough,School Director At Large (2 Year),,REP,JOHN C SCHATZ,65,51,14,0,1
Cameron,East Ward Emporium Borough,School Director At Large (2 Year),,,Write-ins,5,4,1,0,1
Cameron,East Ward Emporium Borough,School Director At Large (2 Year),,,Overvotes,0,0,0,0,1
Cameron,East Ward Emporium Borough,School Director At Large (2 Year),,,Undervotes,19,12,7,0,1
Cameron,East Ward Emporium Borough,School Director At Large (4 Year),,DEM,JAMES A SLUSARICK,31,18,13,0,2
Cameron,East Ward Emporium Borough,School Director At Large (4 Year),,DEM,DUSTIN L BURGOON,20,8,12,0,2
Cameron,East Ward Emporium Borough,School Director At Large (4 Year),,REP,ANTHONY C MOSCATO,63,54,9,0,2
Cameron,East Ward Emporium Borough,School Director At Large (4 Year),,REP,SHERI LARSON,35,33,2,0,2
Cameron,East Ward Emporium Borough,School Director At Large (4 Year),,,Write-ins,0,0,0,0,2
Cameron,East Ward Emporium Borough,School Director At Large (4 Year),,,Overvotes,0,0,0,0,2
Cameron,East Ward Emporium Borough,School Director At Large (4 Year),,,Undervotes,29,21,8,0,2
Cameron,East Ward Emporium Borough,School Director Region II,,REP,MARILYN ERICKSON,67,50,17,0,1
Cameron,East Ward Emporium Borough,School Director Region II,,,Write-ins,2,1,1,0,1
Cameron,East Ward Emporium Borough,School Director Region II,,,Overvotes,0,0,0,0,1
Cameron,East Ward Emporium Borough,School Director Region II,,,Undervotes,20,16,4,0,1
Cameron,East Ward Emporium Borough,Mayor,Emporium Borough,REP,JUSTIN ZIMMER,76,59,17,0,1
Cameron,East Ward Emporium Borough,Mayor,Emporium Borough,,Write-ins,5,3,2,0,1
Cameron,East Ward Emporium Borough,Mayor,Emporium Borough,,Overvotes,0,0,0,0,1
Cameron,East Ward Emporium Borough,Mayor,Emporium Borough,,Undervotes,8,5,3,0,1
Cameron,East Ward Emporium Borough,Borough Council,Emporium,REP,PATRICK VOGT,60,47,13,0,2
Cameron,East Ward Emporium Borough,Borough Council,Emporium,REP,GARRETT C RAMSEY,68,52,16,0,2
Cameron,East Ward Emporium Borough,Borough Council,Emporium,,Write-ins,4,4,0,0,2
Cameron,East Ward Emporium Borough,Borough Council,Emporium,,Overvotes,0,0,0,0,2
Cameron,East Ward Emporium Borough,Borough Council,Emporium,,Undervotes,46,31,15,0,2
Cameron,East Ward Emporium Borough,Judge of Election,East Ward,,Write-ins,2,0,2,0,1
Cameron,East Ward Emporium Borough,Judge of Election,East Ward,,Overvotes,0,0,0,0,1
Cameron,East Ward Emporium Borough,Judge of Election,East Ward,,Undervotes,87,67,20,0,1
Cameron,East Ward Emporium Borough,Inspector of Election,East Ward,,Write-ins,2,0,2,0,1
Cameron,East Ward Emporium Borough,Inspector of Election,East Ward,,Overvotes,0,0,0,0,1
Cameron,East Ward Emporium Borough,Inspector of Election,East Ward,,Undervotes,87,67,20,0,1
Cameron,East Ward Emporium Borough,Supreme Court Retention - Christine Donohue,,,Yes,20,10,10,0,1
Cameron,East Ward Emporium Borough,Supreme Court Retention - Christine Donohue,,,No,64,54,10,0,1
Cameron,East Ward Emporium Borough,Supreme Court Retention - Christine Donohue,,,Overvotes,0,0,0,0,1
Cameron,East Ward Emporium Borough,Supreme Court Retention - Christine Donohue,,,Undervotes,5,3,2,0,1
Cameron,East Ward Emporium Borough,Supreme Court Retention - Kevin M Dougherty,,,Yes,20,10,10,0,1
Cameron,East Ward Emporium Borough,Supreme Court Retention - Kevin M Dougherty,,,No,64,54,10,0,1
Cameron,East Ward Emporium Borough,Supreme Court Retention - Kevin M Dougherty,,,Overvotes,0,0,0,0,1
Cameron,East Ward Emporium Borough,Supreme Court Retention - Kevin M Dougherty,,,Undervotes,5,3,2,0,1
Cameron,East Ward Emporium Borough,Supreme Court Retention - David Wecht,,,Yes,21,11,10,0,1
Cameron,East Ward Emporium Borough,Supreme Court Retention - David Wecht,,,No,62,53,9,0,1
Cameron,East Ward Emporium Borough,Supreme Court Retention - David Wecht,,,Overvotes,0,0,0,0,1
Cameron,East Ward Emporium Borough,Supreme Court Retention - David Wecht,,,Undervotes,6,3,3,0,1
Cameron,East Ward Emporium Borough,Superior Court Retention - Alice Beck Dubow,,,Yes,21,11,10,0,1
Cameron,East Ward Emporium Borough,Superior Court Retention - Alice Beck Dubow,,,No,62,53,9,0,1
Cameron,East Ward Emporium Borough,Superior Court Retention - Alice Beck Dubow,,,Overvotes,0,0,0,0,1
Cameron,East Ward Emporium Borough,Superior Court Retention - Alice Beck Dubow,,,Undervotes,6,3,3,0,1
Cameron,East Ward Emporium Borough,Commonwealth Court Retention - Michael H Wojcik,,,Yes,22,12,10,0,1
Cameron,East Ward Emporium Borough,Commonwealth Court Retention - Michael H Wojcik,,,No,60,52,8,0,1
Cameron,East Ward Emporium Borough,Commonwealth Court Retention - Michael H Wojcik,,,Overvotes,0,0,0,0,1
Cameron,East Ward Emporium Borough,Commonwealth Court Retention - Michael H Wojcik,,,Undervotes,7,3,4,0,1
Cameron,Middle Ward Emporium Borough,Registered Voters,,,,328,,,,
Cameron,Middle Ward Emporium Borough,Ballots Cast,,,,115,94,21,0,
Cameron,Middle Ward Emporium Borough,Ballots Cast Blank,,,,0,0,0,0,
Cameron,Middle Ward Emporium Borough,Judge of the Superior Court,,DEM,BRANDON NEUMAN,32,21,11,0,1
Cameron,Middle Ward Emporium Borough,Judge of the Superior Court,,REP,MARIA BATTISTA,74,64,10,0,1
Cameron,Middle Ward Emporium Borough,Judge of the Superior Court,,LBR,DANIEL WASSMER,3,3,0,0,1
Cameron,Middle Ward Emporium Borough,Judge of the Superior Court,,,Write-ins,0,0,0,0,1
Cameron,Middle Ward Emporium Borough,Judge of the Superior Court,,,Overvotes,0,0,0,0,1
Cameron,Middle Ward Emporium Borough,Judge of the Superior Court,,,Undervotes,6,6,0,0,1
Cameron,Middle Ward Emporium Borough,Judge of the Commonwealth Court,,DEM,STELLA TSAI,32,21,11,0,1
Cameron,Middle Ward Emporium Borough,Judge of the Commonwealth Court,,REP,MATT WOLFORD,75,65,10,0,1
Cameron,Middle Ward Emporium Borough,Judge of the Commonwealth Court,,,Write-ins,0,0,0,0,1
Cameron,Middle Ward Emporium Borough,Judge of the Commonwealth Court,,,Overvotes,0,0,0,0,1
Cameron,Middle Ward Emporium Borough,Judge of the Commonwealth Court,,,Undervotes,8,8,0,0,1
Cameron,Middle Ward Emporium Borough,Prothonotary,,REP,MARY GRACE OLAY,104,87,17,0,1
Cameron,Middle Ward Emporium Borough,Prothonotary,,,Write-ins,1,1,0,0,1
Cameron,Middle Ward Emporium Borough,Prothonotary,,,Overvotes,0,0,0,0,1
Cameron,Middle Ward Emporium Borough,Prothonotary,,,Undervotes,10,6,4,0,1
Cameron,Middle Ward Emporium Borough,Sheriff,,REP,DOUG HOMAN,99,83,16,0,1
Cameron,Middle Ward Emporium Borough,Sheriff,,,Write-ins,2,2,0,0,1
Cameron,Middle Ward Emporium Borough,Sheriff,,,Overvotes,0,0,0,0,1
Cameron,Middle Ward Emporium Borough,Sheriff,,,Undervotes,14,9,5,0,1
Cameron,Middle Ward Emporium Borough,School Director At Large (2 Year),,REP,JOHN C SCHATZ,80,67,13,0,1
Cameron,Middle Ward Emporium Borough,School Director At Large (2 Year),,,Write-ins,6,5,1,0,1
Cameron,Middle Ward Emporium Borough,School Director At Large (2 Year),,,Overvotes,0,0,0,0,1
Cameron,Middle Ward Emporium Borough,School Director At Large (2 Year),,,Undervotes,29,22,7,0,1
Cameron,Middle Ward Emporium Borough,School Director At Large (4 Year),,DEM,JAMES A SLUSARICK,40,32,8,0,2
Cameron,Middle Ward Emporium Borough,School Director At Large (4 Year),,DEM,DUSTIN L BURGOON,33,22,11,0,2
Cameron,Middle Ward Emporium Borough,School Director At Large (4 Year),,REP,ANTHONY C MOSCATO,71,64,7,0,2
Cameron,Middle Ward Emporium Borough,School Director At Large (4 Year),,REP,SHERI LARSON,49,44,5,0,2
Cameron,Middle Ward Emporium Borough,School Director At Large (4 Year),,,Write-ins,2,2,0,0,2
Cameron,Middle Ward Emporium Borough,School Director At Large (4 Year),,,Overvotes,0,0,0,0,2
Cameron,Middle Ward Emporium Borough,School Director At Large (4 Year),,,Undervotes,35,24,11,0,2
Cameron,Middle Ward Emporium Borough,School Director Region I,,REP,DANIELLE REED,96,83,13,0,1
Cameron,Middle Ward Emporium Borough,School Director Region I,,,Write-ins,0,0,0,0,1
Cameron,Middle Ward Emporium Borough,School Director Region I,,,Overvotes,0,0,0,0,1
Cameron,Middle Ward Emporium Borough,School Director Region I,,,Undervotes,19,11,8,0,1
Cameron,Middle Ward Emporium Borough,Mayor,Emporium Borough,REP,JUSTIN ZIMMER,93,79,14,0,1
Cameron,Middle Ward Emporium Borough,Mayor,Emporium Borough,,Write-ins,6,5,1,0,1
Cameron,Middle Ward Emporium Borough,Mayor,Emporium Borough,,Overvotes,0,0,0,0,1
Cameron,Middle Ward Emporium Borough,Mayor,Emporium Borough,,Undervotes,16,10,6,0,1
Cameron,Middle Ward Emporium Borough,Borough Council,Emporium,REP,PATRICK VOGT,81,69,12,0,2
Cameron,Middle Ward Emporium Borough,Borough Council,Emporium,REP,GARRETT C RAMSEY,77,63,14,0,2
Cameron,Middle Ward Emporium Borough,Borough Council,Emporium,,Write-ins,14,13,1,0,2
Cameron,Middle Ward Emporium Borough,Borough Council,Emporium,,Overvotes,0,0,0,0,2
Cameron,Middle Ward Emporium Borough,Borough Council,Emporium,,Undervotes,58,43,15,0,2
Cameron,Middle Ward Emporium Borough,Judge of Election,Middle Ward,,Write-ins,4,4,0,0,1
Cameron,Middle Ward Emporium Borough,Judge of Election,Middle Ward,,Overvotes,0,0,0,0,1
Cameron,Middle Ward Emporium Borough,Judge of Election,Middle Ward,,Undervotes,111,90,21,0,1
Cameron,Middle Ward Emporium Borough,Inspector of Election,Middle Ward,,Write-ins,3,3,0,0,1
Cameron,Middle Ward Emporium Borough,Inspector of Election,Middle Ward,,Overvotes,0,0,0,0,1
Cameron,Middle Ward Emporium Borough,Inspector of Election,Middle Ward,,Undervotes,112,91,21,0,1
Cameron,Middle Ward Emporium Borough,Supreme Court Retention - Christine Donohue,,,Yes,42,30,12,0,1
Cameron,Middle Ward Emporium Borough,Supreme Court Retention - Christine Donohue,,,No,60,55,5,0,1
Cameron,Middle Ward Emporium Borough,Supreme Court Retention - Christine Donohue,,,Overvotes,0,0,0,0,1
Cameron,Middle Ward Emporium Borough,Supreme Court Retention - Christine Donohue,,,Undervotes,13,9,4,0,1
Cameron,Middle Ward Emporium Borough,Supreme Court Retention - Kevin M Dougherty,,,Yes,44,32,12,0,1
Cameron,Middle Ward Emporium Borough,Supreme Court Retention - Kevin M Dougherty,,,No,59,54,5,0,1
Cameron,Middle Ward Emporium Borough,Supreme Court Retention - Kevin M Dougherty,,,Overvotes,0,0,0,0,1
Cameron,Middle Ward Emporium Borough,Supreme Court Retention - Kevin M Dougherty,,,Undervotes,12,8,4,0,1
Cameron,Middle Ward Emporium Borough,Supreme Court Retention - David Wecht,,,Yes,41,29,12,0,1
Cameron,Middle Ward Emporium Borough,Supreme Court Retention - David Wecht,,,No,61,55,6,0,1
Cameron,Middle Ward Emporium Borough,Supreme Court Retention - David Wecht,,,Overvotes,0,0,0,0,1
Cameron,Middle Ward Emporium Borough,Supreme Court Retention - David Wecht,,,Undervotes,13,10,3,0,1
Cameron,Middle Ward Emporium Borough,Superior Court Retention - Alice Beck Dubow,,,Yes,43,33,10,0,1
Cameron,Middle Ward Emporium Borough,Superior Court Retention - Alice Beck Dubow,,,No,60,53,7,0,1
Cameron,Middle Ward Emporium Borough,Superior Court Retention - Alice Beck Dubow,,,Overvotes,0,0,0,0,1
Cameron,Middle Ward Emporium Borough,Superior Court Retention - Alice Beck Dubow,,,Undervotes,12,8,4,0,1
Cameron,Middle Ward Emporium Borough,Commonwealth Court Retention - Michael H Wojcik,,,Yes,44,34,10,0,1
Cameron,Middle Ward Emporium Borough,Commonwealth Court Retention - Michael H Wojcik,,,No,59,52,7,0,1
Cameron,Middle Ward Emporium Borough,Commonwealth Court Retention - Michael H Wojcik,,,Overvotes,0,0,0,0,1
Cameron,Middle Ward Emporium Borough,Commonwealth Court Retention - Michael H Wojcik,,,Undervotes,12,8,4,0,1
Cameron,West Ward Emporium Borough,Registered Voters,,,,559,,,,
Cameron,West Ward Emporium Borough,Ballots Cast,,,,221,173,48,0,
Cameron,West Ward Emporium Borough,Ballots Cast Blank,,,,0,0,0,0,
Cameron,West Ward Emporium Borough,Judge of the Superior Court,,DEM,BRANDON NEUMAN,69,46,23,0,1
Cameron,West Ward Emporium Borough,Judge of the Superior Court,,REP,MARIA BATTISTA,137,114,23,0,1
Cameron,West Ward Emporium Borough,Judge of the Superior Court,,LBR,DANIEL WASSMER,5,3,2,0,1
Cameron,West Ward Emporium Borough,Judge of the Superior Court,,,Write-ins,1,1,0,0,1
Cameron,West Ward Emporium Borough,Judge of the Superior Court,,,Overvotes,0,0,0,0,1
Cameron,West Ward Emporium Borough,Judge of the Superior Court,,,Undervotes,9,9,0,0,1
Cameron,West Ward Emporium Borough,Judge of the Commonwealth Court,,DEM,STELLA TSAI,77,51,26,0,1
Cameron,West Ward Emporium Borough,Judge of the Commonwealth Court,,REP,MATT WOLFORD,134,114,20,0,1
Cameron,West Ward Emporium Borough,Judge of the Commonwealth Court,,,Write-ins,1,1,0,0,1
Cameron,West Ward Emporium Borough,Judge of the Commonwealth Court,,,Overvotes,0,0,0,0,1
Cameron,West Ward Emporium Borough,Judge of the Commonwealth Court,,,Undervotes,9,7,2,0,1
Cameron,West Ward Emporium Borough,Prothonotary,,REP,MARY GRACE OLAY,206,162,44,0,1
Cameron,West Ward Emporium Borough,Prothonotary,,,Write-ins,1,1,0,0,1
Cameron,West Ward Emporium Borough,Prothonotary,,,Overvotes,0,0,0,0,1
Cameron,West Ward Emporium Borough,Prothonotary,,,Undervotes,14,10,4,0,1
Cameron,West Ward Emporium Borough,Sheriff,,REP,DOUG HOMAN,203,163,40,0,1
Cameron,West Ward Emporium Borough,Sheriff,,,Write-ins,1,0,1,0,1
Cameron,West Ward Emporium Borough,Sheriff,,,Overvotes,0,0,0,0,1
Cameron,West Ward Emporium Borough,Sheriff,,,Undervotes,17,10,7,0,1
Cameron,West Ward Emporium Borough,School Director At Large (2 Year),,REP,JOHN C SCHATZ,167,130,37,0,1
Cameron,West Ward Emporium Borough,School Director At Large (2 Year),,,Write-ins,16,14,2,0,1
Cameron,West Ward Emporium Borough,School Director At Large (2 Year),,,Overvotes,0,0,0,0,1
Cameron,West Ward Emporium Borough,School Director At Large (2 Year),,,Undervotes,38,29,9,0,1
Cameron,West Ward Emporium Borough,School Director At Large (4 Year),,DEM,JAMES A SLUSARICK,97,71,26,0,2
Cameron,West Ward Emporium Borough,School Director At Large (4 Year),,DEM,DUSTIN L BURGOON,61,46,15,0,2
Cameron,West Ward Emporium Borough,School Director At Large (4 Year),,REP,ANTHONY C MOSCATO,125,98,27,0,2
Cameron,West Ward Emporium Borough,School Director At Large (4 Year),,REP,SHERI LARSON,95,76,19,0,2
Cameron,West Ward Emporium Borough,School Director At Large (4 Year),,,Write-ins,7,7,0,0,2
Cameron,West Ward Emporium Borough,School Director At Large (4 Year),,,Overvotes,0,0,0,0,2
Cameron,West Ward Emporium Borough,School Director At Large (4 Year),,,Undervotes,57,48,9,0,2
Cameron,West Ward Emporium Borough,School Director Region I,,REP,DANIELLE REED,186,147,39,0,1
Cameron,West Ward Emporium Borough,School Director Region I,,,Write-ins,6,4,2,0,1
Cameron,West Ward Emporium Borough,School Director Region I,,,Overvotes,0,0,0,0,1
Cameron,West Ward Emporium Borough,School Director Region I,,,Undervotes,29,22,7,0,1
Cameron,West Ward Emporium Borough,Mayor,Emporium Borough,REP,JUSTIN ZIMMER,180,142,38,0,1
Cameron,West Ward Emporium Borough,Mayor,Emporium Borough,,Write-ins,16,10,6,0,1
Cameron,West Ward Emporium Borough,Mayor,Emporium Borough,,Overvotes,0,0,0,0,1
Cameron,West Ward Emporium Borough,Mayor,Emporium Borough,,Undervotes,25,21,4,0,1
Cameron,West Ward Emporium Borough,Borough Council,Emporium,REP,PATRICK VOGT,153,117,36,0,2
Cameron,West Ward Emporium Borough,Borough Council,Emporium,REP,GARRETT C RAMSEY,167,134,33,0,2
Cameron,West Ward Emporium Borough,Borough Council,Emporium,,Write-ins,31,27,4,0,2
Cameron,West Ward Emporium Borough,Borough Council,Emporium,,Overvotes,0,0,0,0,2
Cameron,West Ward Emporium Borough,Borough Council,Emporium,,Undervotes,91,68,23,0,2
Cameron,West Ward Emporium Borough,Judge of Election,West Ward,,Write-ins,14,8,6,0,1
Cameron,West Ward Emporium Borough,Judge of Election,West Ward,,Overvotes,0,0,0,0,1
Cameron,West Ward Emporium Borough,Judge of Election,West Ward,,Undervotes,207,165,42,0,1
Cameron,West Ward Emporium Borough,Inspector of Election,West Ward,DEM,BARBARA J CLINGER,156,119,37,0,1
Cameron,West Ward Emporium Borough,Inspector of Election,West Ward,,Write-ins,1,0,1,0,1
Cameron,West Ward Emporium Borough,Inspector of Election,West Ward,,Overvotes,0,0,0,0,1
Cameron,West Ward Emporium Borough,Inspector of Election,West Ward,,Undervotes,64,54,10,0,1
Cameron,West Ward Emporium Borough,Supreme Court Retention - Christine Donohue,,,Yes,98,69,29,0,1
Cameron,West Ward Emporium Borough,Supreme Court Retention - Christine Donohue,,,No,104,90,14,0,1
Cameron,West Ward Emporium Borough,Supreme Court Retention - Christine Donohue,,,Overvotes,1,0,1,0,1
Cameron,West Ward Emporium Borough,Supreme Court Retention - Christine Donohue,,,Undervotes,18,14,4,0,1
Cameron,West Ward Emporium Borough,Supreme Court Retention - Kevin M Dougherty,,,Yes,93,66,27,0,1
Cameron,West Ward Emporium Borough,Supreme Court Retention - Kevin M Dougherty,,,No,110,94,16,0,1
Cameron,West Ward Emporium Borough,Supreme Court Retention - Kevin M Dougherty,,,Overvotes,0,0,0,0,1
Cameron,West Ward Emporium Borough,Supreme Court Retention - Kevin M Dougherty,,,Undervotes,18,13,5,0,1
Cameron,West Ward Emporium Borough,Supreme Court Retention - David Wecht,,,Yes,95,66,29,0,1
Cameron,West Ward Emporium Borough,Supreme Court Retention - David Wecht,,,No,109,94,15,0,1
Cameron,West Ward Emporium Borough,Supreme Court Retention - David Wecht,,,Overvotes,0,0,0,0,1
Cameron,West Ward Emporium Borough,Supreme Court Retention - David Wecht,,,Undervotes,17,13,4,0,1
Cameron,West Ward Emporium Borough,Superior Court Retention - Alice Beck Dubow,,,Yes,97,69,28,0,1
Cameron,West Ward Emporium Borough,Superior Court Retention - Alice Beck Dubow,,,No,109,93,16,0,1
Cameron,West Ward Emporium Borough,Superior Court Retention - Alice Beck Dubow,,,Overvotes,0,0,0,0,1
Cameron,West Ward Emporium Borough,Superior Court Retention - Alice Beck Dubow,,,Undervotes,15,11,4,0,1
Cameron,West Ward Emporium Borough,Commonwealth Court Retention - Michael H Wojcik,,,Yes,96,68,28,0,1
Cameron,West Ward Emporium Borough,Commonwealth Court Retention - Michael H Wojcik,,,No,109,92,17,0,1
Cameron,West Ward Emporium Borough,Commonwealth Court Retention - Michael H Wojcik,,,Overvotes,0,0,0,0,1
