county,office,district,party,candidate,votes,election_day,mail,provisional
Lancaster,Registered Voters,,,,360083,,,
Lancaster,Ballots Cast,,,,153706,,,
Lancaster,Judge of the Superior Court,,DEM,Brandon Neuman,73130,50855,21871,404
Lancaster,Judge of the Superior Court,,REP,Maria Battista,77158,68825,8174,159
Lancaster,Judge of the Superior Court,,LBR,Daniel Wassmer,1988,1546,432,10
Lancaster,Judge of the Superior Court,,,Write-In,0,0,0,0
Lancaster,Judge of the Superior Court,,,SCATTERED,69,63,6,0
Lancaster,Judge of the Superior Court,,,Overvotes,183,123,57,3
Lancaster,Judge of the Superior Court,,,Undervotes,1178,978,194,6
Lancaster,Judge of the Commonwealth Court,,DEM,Stella Tsai,73706,51302,21988,416
Lancaster,Judge of the Commonwealth Court,,REP,Matt Wolford,78484,69847,8481,156
Lancaster,Judge of the Commonwealth Court,,,Write-In,0,0,0,0
Lancaster,Judge of the Commonwealth Court,,,SCATTERED,71,62,9,0
Lancaster,Judge of the Commonwealth Court,,,Overvotes,54,30,24,0
Lancaster,Judge of the Commonwealth Court,,,Undervotes,1390,1149,232,9
Lancaster,County Controller,,REP,Scott Wiglesworth,101228,86055,14913,260
Lancaster,County Controller,,,Write-In,0,0,0,0
Lancaster,County Controller,,,SCATTERED,5172,4067,1075,30
Lancaster,County Controller,,,Overvotes,50,34,16,0
Lancaster,County Controller,,,Undervotes,47253,32234,14730,289
Lancaster,Recorder of Deeds,,REP,Ann M Hess,102043,86436,15343,264
Lancaster,Recorder of Deeds,,,Write-In,0,0,0,0
Lancaster,Recorder of Deeds,,,SCATTERED,4551,3615,908,28
Lancaster,Recorder of Deeds,,,Overvotes,22,14,8,0
Lancaster,Recorder of Deeds,,,Undervotes,47087,32325,14475,287
Lancaster,Magisterial District Judge,02-2-04,DEM,Andrew LeFever,2371,1888,468,15
Lancaster,Magisterial District Judge,02-2-04,REP,Andrew LeFever,0,0,0,0
Lancaster,Magisterial District Judge,02-2-04,,Write-In,0,0,0,0
Lancaster,Magisterial District Judge,02-2-04,,SCATTERED,77,64,13,0
Lancaster,Magisterial District Judge,02-2-04,,Overvotes,0,0,0,0
Lancaster,Magisterial District Judge,02-2-04,,Undervotes,972,778,183,11
Lancaster,Magisterial District Judge,02-3-09,DEM,Daniel Stephenson,5018,3441,1551,26
Lancaster,Magisterial District Judge,02-3-09,REP,Frank Ember,6636,5916,708,12
Lancaster,Magisterial District Judge,02-3-09,,Write-In,0,0,0,0
Lancaster,Magisterial District Judge,02-3-09,,SCATTERED,176,166,10,0
Lancaster,Magisterial District Judge,02-3-09,,Overvotes,8,5,3,0
Lancaster,Magisterial District Judge,02-3-09,,Undervotes,207,160,44,3
Lancaster,School Director Cocalico,,REP,Douglas Graybill,3999,3534,454,11
Lancaster,School Director Cocalico,,REP,Curt Stoltzfus,3634,3240,383,11
Lancaster,School Director Cocalico,,REP,Treva Bollinger,3600,3191,398,11
Lancaster,School Director Cocalico,,REP,Tom McCurdy Jr,3513,3128,375,10
Lancaster,School Director Cocalico,,,Write-In,0,0,0,0
Lancaster,School Director Cocalico,,,Write-In,0,0,0,0
Lancaster,School Director Cocalico,,,Write-In,0,0,0,0
Lancaster,School Director Cocalico,,,Write-In,0,0,0,0
Lancaster,School Director Cocalico,,,SCATTERED,94,82,10,2
Lancaster,School Director Cocalico,,,Overvotes,5,3,2,0
Lancaster,School Director Cocalico,,,Undervotes,7884,6036,1817,31
Lancaster,School Director Columbia,,DEM,Sonya Duncan,1313,1002,304,7
Lancaster,School Director Columbia,,DEM,Thomas G Ziegler,1301,990,305,6
Lancaster,School Director Columbia,,DEM,Elena Young,1143,848,289,6
Lancaster,School Director Columbia,,DEM,Lester Putt,1093,811,276,6
Lancaster,School Director Columbia,,REP,Kellie Kauffman,1041,938,99,4
Lancaster,School Director Columbia,,REP,Brandy L Ziegler,963,865,94,4
Lancaster,School Director Columbia,,REP,Harold L Rote III,853,770,79,4
Lancaster,School Director Columbia,,REP,Ashley Rote,867,787,76,4
Lancaster,School Director Columbia,,,Write-In,0,0,0,0
Lancaster,School Director Columbia,,,Write-In,0,0,0,0
Lancaster,School Director Columbia,,,Write-In,0,0,0,0
Lancaster,School Director Columbia,,,Write-In,0,0,0,0
Lancaster,School Director Columbia,,,SCATTERED,4,3,1,0
Lancaster,School Director Columbia,,,Overvotes,5,4,1,0
Lancaster,School Director Columbia,,,Undervotes,791,695,93,3
Lancaster,School Director Columbia - 2 Yr,,DEM,Nathan Roach,1665,1328,328,9
Lancaster,School Director Columbia - 2 Yr,,REP,Nathan Roach,0,0,0,0
Lancaster,School Director Columbia - 2 Yr,,,Write-In,0,0,0,0
Lancaster,School Director Columbia - 2 Yr,,,SCATTERED,66,60,6,0
Lancaster,School Director Columbia - 2 Yr,,,Overvotes,2,2,0,0
Lancaster,School Director Columbia - 2 Yr,,,Undervotes,615,542,71,2
Lancaster,School Director Conestoga Valley,,DEM,Melissa Clingan,3512,2519,968,25
Lancaster,School Director Conestoga Valley,,DEM,Sarah Kern,3467,2476,969,22
Lancaster,School Director Conestoga Valley,,DEM,Timothy Shea,3506,2504,982,20
Lancaster,School Director Conestoga Valley,,DEM,Suze Louis,3242,2305,917,20
Lancaster,School Director Conestoga Valley,,REP,Philip Benigno,4355,3912,441,2
Lancaster,School Director Conestoga Valley,,REP,Kathleen M Trowbridge,4347,3882,462,3
Lancaster,School Director Conestoga Valley,,REP,Laura Leigh Givler,4292,3847,442,3
Lancaster,School Director Conestoga Valley,,REP,Dianna Wiley Capka,4225,3792,430,3
Lancaster,School Director Conestoga Valley,,,Write-In,0,0,0,0
Lancaster,School Director Conestoga Valley,,,Write-In,0,0,0,0
Lancaster,School Director Conestoga Valley,,,Write-In,0,0,0,0
Lancaster,School Director Conestoga Valley,,,Write-In,0,0,0,0
Lancaster,School Director Conestoga Valley,,,SCATTERED,11,10,1,0
Lancaster,School Director Conestoga Valley,,,Overvotes,2,2,0,0
Lancaster,School Director Conestoga Valley,,,Undervotes,2500,2090,376,34
Lancaster,School Director Donegal,,DEM,Linda Good,3811,2927,875,9
Lancaster,School Director Donegal,,REP,Linda Good,0,0,0,0
Lancaster,School Director Donegal,,REP,Benjamin T Kling,3594,3141,451,2
Lancaster,School Director Donegal,,REP,Janet Love,3365,2936,427,2
Lancaster,School Director Donegal,,REP,Faith Castline,3294,2867,424,3
Lancaster,School Director Donegal,,,Write-In,0,0,0,0
Lancaster,School Director Donegal,,,Write-In,0,0,0,0
Lancaster,School Director Donegal,,,Write-In,0,0,0,0
Lancaster,School Director Donegal,,,Write-In,0,0,0,0
Lancaster,School Director Donegal,,,SCATTERED,106,86,20,0
Lancaster,School Director Donegal,,,Overvotes,3,1,2,0
Lancaster,School Director Donegal,,,Undervotes,11754,9210,2484,60
Lancaster,School Director Eastern Lancaster,,REP,Jeremy Weaver,5213,4571,631,11
Lancaster,School Director Eastern Lancaster,,REP,Jonathan P Dahl,4774,4160,603,11
Lancaster,School Director Eastern Lancaster,,REP,Bryan Naranjo,4816,4186,618,12
Lancaster,School Director Eastern Lancaster,,REP,Paul W Irvin,4679,4082,585,12
Lancaster,School Director Eastern Lancaster,,,Write-In,0,0,0,0
Lancaster,School Director Eastern Lancaster,,,Write-In,0,0,0,0
Lancaster,School Director Eastern Lancaster,,,Write-In,0,0,0,0
Lancaster,School Director Eastern Lancaster,,,Write-In,0,0,0,0
Lancaster,School Director Eastern Lancaster,,,SCATTERED,121,98,23,0
Lancaster,School Director Eastern Lancaster,,,Overvotes,10,9,1,0
Lancaster,School Director Eastern Lancaster,,,Undervotes,8997,6616,2325,56
Lancaster,School Director Elizabethtown,,DEM,Kristy Moore,5170,3608,1540,22
Lancaster,School Director Elizabethtown,,DEM,Sarah Zeiders,5100,3553,1524,23
Lancaster,School Director Elizabethtown,,DEM,Bruce Kleindienst,5114,3580,1512,22
Lancaster,School Director Elizabethtown,,DEM,Steve Stouffer,5188,3640,1526,22
Lancaster,School Director Elizabethtown,,REP,Melody Yoder,5882,5249,621,12
Lancaster,School Director Elizabethtown,,REP,Liza Bazarian,5690,5100,578,12
