county,precinct,office,district,party,candidate,votes,election_day,mail,provisional,vote_for
Washington,Amwell 1,Judge of the Superior Court,,,Write-ins,1,0,1,0,1
Washington,Amwell 1,Judge of the Commonwealth Court,,DEM,STELLA TSAI,183,92,91,0,1
Washington,Amwell 1,Judge of the Commonwealth Court,,REP,MATT WOLFORD,340,296,44,0,1
Washington,Amwell 1,Judge of the Commonwealth Court,,,Write-ins,2,1,1,0,1
Washington,Amwell 1,County Controller,,DEM,HEATHER SHEATLER,271,170,101,0,1
Washington,Amwell 1,County Controller,,REP,PAT PHILLIPS,265,229,36,0,1
Washington,Amwell 1,County Controller,,,Write-ins,3,2,1,0,1
Washington,Amwell 1,Recorder of Deeds,,REP,CARRIE PERRELL,422,341,81,0,1
Washington,Amwell 1,Recorder of Deeds,,,Write-ins,10,4,6,0,1
Washington,Amwell 1,Sheriff,,DEM/REP,TONY ANDRONAS,463,350,113,0,1
Washington,Amwell 1,Sheriff,,,Write-ins,6,2,4,0,1
Washington,Amwell 1,Township Supervisor,Amwell,DEM/REP,ERIC CHARLES MCCLELLAN,438,328,110,0,1
Washington,Amwell 1,Township Supervisor,Amwell,,Write-ins,17,11,6,0,1
Washington,Amwell 1,Tax Collector,Amwell,REP,SUE RUDNICK,427,346,81,0,1
Washington,Amwell 1,Tax Collector,Amwell,,Write-ins,8,3,5,0,1
Washington,Amwell 1,Township Auditor,Amwell,DEM,PAMELA BAMBERGER,316,204,112,0,1
Washington,Amwell 1,Township Auditor,Amwell,,Write-ins,8,5,3,0,1
Washington,Amwell 1,Township Auditor,Amwell,,Write-ins,10,5,5,0,1
Washington,Amwell 1,School Director Region I,Trinity Area,DEM,PETE CAMERON,221,125,96,0,2
Washington,Amwell 1,School Director Region I,Trinity Area,DEM/REP,DAVID R JOHNSON,314,237,77,0,2
Washington,Amwell 1,School Director Region I,Trinity Area,REP,JUSTIN BARDELLA,295,258,37,0,2
Washington,Amwell 1,School Director Region I,Trinity Area,,Write-ins,2,0,2,0,2
Washington,Amwell 1,Judge of Elections Amwell 1,,,Write-ins,12,7,5,0,1
Washington,Amwell 1,Inspector of Elections Amwell 1,,,Write-ins,13,8,5,0,1
Washington,Amwell 1,Supreme Court Retention - Donohue,,,Yes,205,109,96,0,1
Washington,Amwell 1,Supreme Court Retention - Donohue,,,No,326,286,40,0,1
Washington,Amwell 1,Supreme Court Retention - Dougherty,,,Yes,213,117,96,0,1
Washington,Amwell 1,Supreme Court Retention - Dougherty,,,No,319,279,40,0,1
Washington,Amwell 1,Supreme Court Retention - Wecht,,,Yes,211,117,94,0,1
Washington,Amwell 1,Supreme Court Retention - Wecht,,,No,319,277,42,0,1
Washington,Amwell 1,Superior Court Retention - Dubow,,,Yes,197,107,90,0,1
Washington,Amwell 1,Superior Court Retention - Dubow,,,No,316,274,42,0,1
Washington,Amwell 1,Commonwealth Court Retention - Wojcik,,,Yes,200,110,90,0,1
Washington,Amwell 1,Commonwealth Court Retention - Wojcik,,,No,312,270,42,0,1
Washington,Amwell 1,Court of Common Pleas Retention - Gilman,,,Yes,245,157,88,0,1
Washington,Amwell 1,Court of Common Pleas Retention - Gilman,,,No,278,231,47,0,1
Washington,Amwell 2,Registered Voters,,,,1078,,,,
Washington,Amwell 2,Ballots Cast,,,,454,370,84,0,
Washington,Amwell 2,Ballots Cast Blank,,,,0,0,0,0,
Washington,Amwell 2,Judge of the Superior Court,,DEM,BRANDON NEUMAN,183,124,59,0,1
Washington,Amwell 2,Judge of the Superior Court,,REP,MARIA BATTISTA,256,235,21,0,1
Washington,Amwell 2,Judge of the Superior Court,,LBR,DANIEL WASSMER,6,3,3,0,1
Washington,Amwell 2,Judge of the Superior Court,,,Write-ins,0,0,0,0,1
Washington,Amwell 2,Judge of the Commonwealth Court,,DEM,STELLA TSAI,134,76,58,0,1
Washington,Amwell 2,Judge of the Commonwealth Court,,REP,MATT WOLFORD,303,279,24,0,1
Washington,Amwell 2,Judge of the Commonwealth Court,,,Write-ins,1,1,0,0,1
Washington,Amwell 2,County Controller,,DEM,HEATHER SHEATLER,172,112,60,0,1
Washington,Amwell 2,County Controller,,REP,PAT PHILLIPS,271,248,23,0,1
Washington,Amwell 2,County Controller,,,Write-ins,0,0,0,0,1
Washington,Amwell 2,Recorder of Deeds,,REP,CARRIE PERRELL,354,313,41,0,1
Washington,Amwell 2,Recorder of Deeds,,,Write-ins,4,2,2,0,1
Washington,Amwell 2,Sheriff,,DEM/REP,TONY ANDRONAS,385,316,69,0,1
Washington,Amwell 2,Sheriff,,,Write-ins,4,2,2,0,1
Washington,Amwell 2,Township Supervisor,Amwell,DEM/REP,ERIC CHARLES MCCLELLAN,388,320,68,0,1
Washington,Amwell 2,Township Supervisor,Amwell,,Write-ins,12,9,3,0,1
Washington,Amwell 2,Tax Collector,Amwell,REP,SUE RUDNICK,373,329,44,0,1
Washington,Amwell 2,Tax Collector,Amwell,,Write-ins,6,1,5,0,1
Washington,Amwell 2,Township Auditor,Amwell,DEM,PAMELA BAMBERGER,288,221,67,0,1
Washington,Amwell 2,Township Auditor,Amwell,,Write-ins,1,1,0,0,1
Washington,Amwell 2,Township Auditor,Amwell,,Write-ins,13,10,3,0,1
Washington,Amwell 2,School Director Region I,Trinity Area,DEM,PETE CAMERON,119,67,52,0,2
Washington,Amwell 2,School Director Region I,Trinity Area,DEM/REP,DAVID R JOHNSON,287,234,53,0,2
Washington,Amwell 2,School Director Region I,Trinity Area,REP,JUSTIN BARDELLA,294,266,28,0,2
Washington,Amwell 2,School Director Region I,Trinity Area,,Write-ins,7,6,1,0,2
Washington,Amwell 2,Judge of Elections Amwell 2,,,Write-ins,36,33,3,0,1
Washington,Amwell 2,Inspector of Elections Amwell 2,,DEM,SUSAN LYN WHIPPS,261,193,68,0,1
Washington,Amwell 2,Inspector of Elections Amwell 2,,,Write-ins,13,13,0,0,1
Washington,Amwell 2,Supreme Court Retention - Donohue,,,Yes,156,93,63,0,1
Washington,Amwell 2,Supreme Court Retention - Donohue,,,No,288,267,21,0,1
Washington,Amwell 2,Supreme Court Retention - Dougherty,,,Yes,158,96,62,0,1
Washington,Amwell 2,Supreme Court Retention - Dougherty,,,No,282,260,22,0,1
Washington,Amwell 2,Supreme Court Retention - Wecht,,,Yes,158,98,60,0,1
Washington,Amwell 2,Supreme Court Retention - Wecht,,,No,284,262,22,0,1
Washington,Amwell 2,Superior Court Retention - Dubow,,,Yes,152,99,53,0,1
Washington,Amwell 2,Superior Court Retention - Dubow,,,No,280,254,26,0,1
Washington,Amwell 2,Commonwealth Court Retention - Wojcik,,,Yes,156,104,52,0,1
Washington,Amwell 2,Commonwealth Court Retention - Wojcik,,,No,277,250,27,0,1
Washington,Amwell 2,Court of Common Pleas Retention - Gilman,,,Yes,179,125,54,0,1
Washington,Amwell 2,Court of Common Pleas Retention - Gilman,,,No,250,226,24,0,1
Washington,Beallsville,Registered Voters,,,,272,,,,
Washington,Beallsville,Ballots Cast,,,,115,110,5,0,
Washington,Beallsville,Ballots Cast Blank,,,,0,0,0,0,
Washington,Beallsville,Judge of the Superior Court,,DEM,BRANDON NEUMAN,50,46,4,0,1
Washington,Beallsville,Judge of the Superior Court,,REP,MARIA BATTISTA,61,60,1,0,1
Washington,Beallsville,Judge of the Superior Court,,LBR,DANIEL WASSMER,1,1,0,0,1
Washington,Beallsville,Judge of the Superior Court,,,Write-ins,1,1,0,0,1
Washington,Beallsville,Judge of the Commonwealth Court,,DEM,STELLA TSAI,43,39,4,0,1
Washington,Beallsville,Judge of the Commonwealth Court,,REP,MATT WOLFORD,67,66,1,0,1
Washington,Beallsville,Judge of the Commonwealth Court,,,Write-ins,0,0,0,0,1
Washington,Beallsville,County Controller,,DEM,HEATHER SHEATLER,58,54,4,0,1
Washington,Beallsville,County Controller,,REP,PAT PHILLIPS,54,53,1,0,1
Washington,Beallsville,County Controller,,,Write-ins,0,0,0,0,1
Washington,Beallsville,Recorder of Deeds,,REP,CARRIE PERRELL,85,83,2,0,1
Washington,Beallsville,Recorder of Deeds,,,Write-ins,2,1,1,0,1
Washington,Beallsville,Sheriff,,DEM/REP,TONY ANDRONAS,97,93,4,0,1
Washington,Beallsville,Sheriff,,,Write-ins,0,0,0,0,1
Washington,Beallsville,Magisterial District Judge,27-3-03,DEM/REP,JOSHUA P KANALIS,98,93,5,0,1
Washington,Beallsville,Magisterial District Judge,27-3-03,,Write-ins,0,0,0,0,1
Washington,Beallsville,Mayor,Beallsville,REP,MATTHEW MILLER,83,81,2,0,1
Washington,Beallsville,Mayor,Beallsville,,Write-ins,7,7,0,0,1
Washington,Beallsville,Borough Council,Beallsville,DEM,LOUIS MARINKOVICH,81,76,5,0,3
Washington,Beallsville,Borough Council,Beallsville,REP,JAMES R MATTHEWS,70,69,1,0,3
Washington,Beallsville,Borough Council,Beallsville,,Write-ins,17,17,0,0,3
Washington,Beallsville,Tax Collector,Beallsville,REP,TERRI BARTOLOMUCCI-MOORE,98,97,1,0,1
Washington,Beallsville,Tax Collector,Beallsville,,Write-ins,2,1,1,0,1
Washington,Beallsville,School Director Region III,Bethlehem Center,,Write-ins,36,35,1,0,1
Washington,Beallsville,Judge of Elections Beallsville,,,Write-ins,25,25,0,0,1
Washington,Beallsville,Inspector of Elections Beallsville,,REP,PAUL SHOOP,83,82,1,0,1
Washington,Beallsville,Inspector of Elections Beallsville,,,Write-ins,9,9,0,0,1
Washington,Beallsville,Supreme Court Retention - Donohue,,,Yes,53,48,5,0,1
Washington,Beallsville,Supreme Court Retention - Donohue,,,No,58,58,0,0,1
Washington,Beallsville,Supreme Court Retention - Dougherty,,,Yes,54,49,5,0,1
Washington,Beallsville,Supreme Court Retention - Dougherty,,,No,57,57,0,0,1
Washington,Beallsville,Supreme Court Retention - Wecht,,,Yes,56,51,5,0,1
Washington,Beallsville,Supreme Court Retention - Wecht,,,No,57,57,0,0,1
Washington,Beallsville,Superior Court Retention - Dubow,,,Yes,55,50,5,0,1
Washington,Beallsville,Superior Court Retention - Dubow,,,No,55,55,0,0,1
Washington,Beallsville,Commonwealth Court Retention - Wojcik,,,Yes,54,49,5,0,1
Washington,Beallsville,Commonwealth Court Retention - Wojcik,,,No,56,56,0,0,1
Washington,Beallsville,Court of Common Pleas Retention - Gilman,,,Yes,66,61,5,0,1
Washington,Beallsville,Court of Common Pleas Retention - Gilman,,,No,46,46,0,0,1
Washington,Bentleyville,Registered Voters,,,,1504,,,,
Washington,Bentleyville,Ballots Cast,,,,661,512,149,0,
Washington,Bentleyville,Ballots Cast Blank,,,,0,0,0,0,
Washington,Bentleyville,Judge of the Superior Court,,DEM,BRANDON NEUMAN,347,234,113,0,1
Washington,Bentleyville,Judge of the Superior Court,,REP,MARIA BATTISTA,280,255,25,0,1
Washington,Bentleyville,Judge of the Superior Court,,LBR,DANIEL WASSMER,8,4,4,0,1
Washington,Bentleyville,Judge of the Superior Court,,,Write-ins,0,0,0,0,1
Washington,Bentleyville,Judge of the Commonwealth Court,,DEM,STELLA TSAI,280,173,107,0,1
Washington,Bentleyville,Judge of the Commonwealth Court,,REP,MATT WOLFORD,324,294,30,0,1
Washington,Bentleyville,Judge of the Commonwealth Court,,,Write-ins,1,1,0,0,1
Washington,Bentleyville,County Controller,,DEM,HEATHER SHEATLER,362,243,119,0,1
Washington,Bentleyville,County Controller,,REP,PAT PHILLIPS,266,243,23,0,1
Washington,Bentleyville,County Controller,,,Write-ins,2,2,0,0,1
Washington,Bentleyville,Recorder of Deeds,,REP,CARRIE PERRELL,464,404,60,0,1
Washington,Bentleyville,Recorder of Deeds,,,Write-ins,5,3,2,0,1
Washington,Bentleyville,Sheriff,,DEM/REP,TONY ANDRONAS,536,426,110,0,1
Washington,Bentleyville,Sheriff,,,Write-ins,6,4,2,0,1
Washington,Bentleyville,Magisterial District Judge,27-1-03,DEM/REP,ERIC G PORTER,510,395,115,0,1
Washington,Bentleyville,Magisterial District Judge,27-1-03,,Write-ins,1,1,0,0,1
Washington,Bentleyville,Mayor,Bentleyville,DEM,ADRIAN J GORDON,393,282,111,0,1
Washington,Bentleyville,Mayor,Bentleyville,REP,JASON COLE,244,211,33,0,1
Washington,Bentleyville,Mayor,Bentleyville,,Write-ins,6,5,1,0,1
Washington,Bentleyville,Borough Council,Bentleyville,DEM,TIMOTHY MILLER,359,250,109,0,4
Washington,Bentleyville,Borough Council,Bentleyville,DEM,KATHY RAKOSKY,345,234,111,0,4
Washington,Bentleyville,Borough Council,Bentleyville,DEM,JOSHUA GORDON,283,179,104,0,4
Washington,Bentleyville,Borough Council,Bentleyville,DEM,LANCE KAVAKICH,137,88,49,0,4
Washington,Bentleyville,Borough Council,Bentleyville,REP,JOSEPH PIGEON III,375,322,53,0,4
Washington,Bentleyville,Borough Council,Bentleyville,REP,JASON COLE,233,204,29,0,4
Washington,Bentleyville,Borough Council,Bentleyville,REP,JONATHAN L PATRESS,263,233,30,0,4
Washington,Bentleyville,Borough Council,Bentleyville,REP,KIMBERLY GREENFIELD SACCO,295,257,38,0,4
Washington,Bentleyville,Borough Council,Bentleyville,,Write-ins,0,0,0,0,4
Washington,Bentleyville,Tax Collector,Bentleyville,DEM,JILLIAN PERNELL,535,403,132,0,1
Washington,Bentleyville,Tax Collector,Bentleyville,,Write-ins,5,4,1,0,1
Washington,Bentleyville,School Director,Bentworth Area,DEM/REP,JOHN M PETRISEK,388,286,102,0,4
Washington,Bentleyville,School Director,Bentworth Area,DEM/REP,HOLLY DETTS-DRANZO,424,322,102,0,4
Washington,Bentleyville,School Director,Bentworth Area,DEM/REP,STEVEN STOWINSKY,379,288,91,0,4
Washington,Bentleyville,School Director,Bentworth Area,DEM,KATHLEEN LAMMAY FRANKS,319,223,96,0,4
Washington,Bentleyville,School Director,Bentworth Area,REP,MISTY LUSTIK,299,266,33,0,4
Washington,Bentleyville,School Director,Bentworth Area,,Write-ins,2,2,0,0,4
Washington,Bentleyville,Judge of Elections Bentleyville,,,Write-ins,20,12,8,0,1
Washington,Bentleyville,Inspector of Elections Bentleyville,,REP,KEN LINDLEY,428,368,60,0,1
Washington,Bentleyville,Inspector of Elections Bentleyville,,,Write-ins,9,5,4,0,1
Washington,Bentleyville,Supreme Court Retention - Donohue,,,Yes,325,212,113,0,1
Washington,Bentleyville,Supreme Court Retention - Donohue,,,No,302,272,30,0,1
Washington,Bentleyville,Supreme Court Retention - Dougherty,,,Yes,320,207,113,0,1
Washington,Bentleyville,Supreme Court Retention - Dougherty,,,No,298,269,29,0,1
Washington,Bentleyville,Supreme Court Retention - Wecht,,,Yes,321,208,113,0,1
Washington,Bentleyville,Supreme Court Retention - Wecht,,,No,300,269,31,0,1
Washington,Bentleyville,Superior Court Retention - Dubow,,,Yes,299,201,98,0,1
Washington,Bentleyville,Superior Court Retention - Dubow,,,No,301,265,36,0,1
Washington,Bentleyville,Commonwealth Court Retention - Wojcik,,,Yes,300,205,95,0,1
Washington,Bentleyville,Commonwealth Court Retention - Wojcik,,,No,299,262,37,0,1
Washington,Bentleyville,Court of Common Pleas Retention - Gilman,,,Yes,328,241,87,0,1
Washington,Bentleyville,Court of Common Pleas Retention - Gilman,,,No,287,240,47,0,1
Washington,Blaine,Registered Voters,,,,401,,,,
Washington,Blaine,Ballots Cast,,,,192,173,19,0,
Washington,Blaine,Ballots Cast Blank,,,,0,0,0,0,
Washington,Blaine,Judge of the Superior Court,,DEM,BRANDON NEUMAN,62,47,15,0,1
Washington,Blaine,Judge of the Superior Court,,REP,MARIA BATTISTA,123,119,4,0,1
Washington,Blaine,Judge of the Superior Court,,LBR,DANIEL WASSMER,0,0,0,0,1
Washington,Blaine,Judge of the Superior Court,,,Write-ins,0,0,0,0,1
Washington,Blaine,Judge of the Commonwealth Court,,DEM,STELLA TSAI,50,36,14,0,1
Washington,Blaine,Judge of the Commonwealth Court,,REP,MATT WOLFORD,128,123,5,0,1
Washington,Blaine,Judge of the Commonwealth Court,,,Write-ins,0,0,0,0,1
Washington,Blaine,County Controller,,DEM,HEATHER SHEATLER,89,73,16,0,1
Washington,Blaine,County Controller,,REP,PAT PHILLIPS,95,92,3,0,1
Washington,Blaine,County Controller,,,Write-ins,0,0,0,0,1
Washington,Blaine,Recorder of Deeds,,REP,CARRIE PERRELL,159,147,12,0,1
Washington,Blaine,Recorder of Deeds,,,Write-ins,1,1,0,0,1
Washington,Blaine,Sheriff,,DEM/REP,TONY ANDRONAS,164,150,14,0,1
Washington,Blaine,Sheriff,,,Write-ins,3,3,0,0,1
Washington,Blaine,Township Supervisor,Blaine,DEM/REP,FRANK NEMETH,127,115,12,0,1
Washington,Blaine,Township Supervisor,Blaine,,Write-ins,36,35,1,0,1
Washington,Blaine,Tax Collector,Blaine,,Write-ins,2,2,0,0,1
Washington,Blaine,Township Auditor (6 Year),Blaine,,Write-ins,1,1,0,0,1
Washington,Blaine,Township Auditor (4 Year),Blaine,,Write-ins,1,1,0,0,1
Washington,Blaine,Township Auditor (2 Year),Blaine,,Write-ins,1,1,0,0,1
Washington,Blaine,School Director Region I,Mcguffey Area,DEM/REP,SETH FREDERIC BURGDOLT,113,100,13,0,1
Washington,Blaine,School Director Region I,Mcguffey Area,,Write-ins,52,52,0,0,1
Washington,Blaine,Judge of Elections Blaine,,,Write-ins,1,1,0,0,1
Washington,Blaine,Inspector of Elections Blaine,,,Write-ins,1,1,0,0,1
Washington,Blaine,Supreme Court Retention - Donohue,,,Yes,68,53,15,0,1
Washington,Blaine,Supreme Court Retention - Donohue,,,No,114,110,4,0,1
Washington,Blaine,Supreme Court Retention - Dougherty,,,Yes,72,57,15,0,1
Washington,Blaine,Supreme Court Retention - Dougherty,,,No,110,106,4,0,1
Washington,Blaine,Supreme Court Retention - Wecht,,,Yes,65,52,13,0,1
Washington,Blaine,Supreme Court Retention - Wecht,,,No,116,111,5,0,1
Washington,Blaine,Superior Court Retention - Dubow,,,Yes,68,54,14,0,1
Washington,Blaine,Superior Court Retention - Dubow,,,No,106,101,5,0,1
Washington,Blaine,Commonwealth Court Retention - Wojcik,,,Yes,72,57,15,0,1
Washington,Blaine,Commonwealth Court Retention - Wojcik,,,No,104,100,4,0,1
Washington,Blaine,Court of Common Pleas Retention - Gilman,,,Yes,81,64,17,0,1
Washington,Blaine,Court of Common Pleas Retention - Gilman,,,No,96,94,2,0,1
Washington,Buffalo,Registered Voters,,,,1325,,,,
Washington,Buffalo,Ballots Cast,,,,522,415,106,1,
Washington,Buffalo,Ballots Cast Blank,,,,0,0,0,0,
Washington,Buffalo,Judge of the Superior Court,,DEM,BRANDON NEUMAN,222,146,76,0,1
Washington,Buffalo,Judge of the Superior Court,,REP,MARIA BATTISTA,282,256,25,1,1
Washington,Buffalo,Judge of the Superior Court,,LBR,DANIEL WASSMER,7,4,3,0,1
Washington,Buffalo,Judge of the Superior Court,,,Write-ins,1,1,0,0,1
Washington,Buffalo,Judge of the Commonwealth Court,,DEM,STELLA TSAI,176,103,73,0,1
Washington,Buffalo,Judge of the Commonwealth Court,,REP,MATT WOLFORD,325,293,31,1,1
Washington,Buffalo,Judge of the Commonwealth Court,,,Write-ins,0,0,0,0,1
Washington,Buffalo,County Controller,,DEM,HEATHER SHEATLER,311,226,84,1,1
Washington,Buffalo,County Controller,,REP,PAT PHILLIPS,199,181,18,0,1
Washington,Buffalo,County Controller,,,Write-ins,1,1,0,0,1
Washington,Buffalo,Recorder of Deeds,,REP,CARRIE PERRELL,395,339,55,1,1
Washington,Buffalo,Recorder of Deeds,,,Write-ins,9,6,3,0,1
Washington,Buffalo,Sheriff,,DEM/REP,TONY ANDRONAS,451,360,90,1,1
Washington,Buffalo,Sheriff,,,Write-ins,7,7,0,0,1
Washington,Buffalo,Township Supervisor,Buffalo,,Write-ins,31,25,6,0,1
Washington,Buffalo,Tax Collector,Buffalo,REP,ERIC B DONNELLY,441,362,78,1,1
Washington,Buffalo,Tax Collector,Buffalo,,Write-ins,3,1,2,0,1
Washington,Buffalo,Township Auditor (6 Year),Buffalo,,Write-ins,5,2,3,0,1
Washington,Buffalo,Township Auditor,Buffalo,,Write-ins,5,3,2,0,1
Washington,Buffalo,Township Auditor (2 Year),Buffalo,,Write-ins,5,3,2,0,1
Washington,Buffalo,School Director Region II,Mcguffey Area,DEM/REP,MICHAEL HOOVER,441,356,85,0,1
Washington,Buffalo,School Director Region II,Mcguffey Area,,Write-ins,2,2,0,0,1
Washington,Buffalo,Judge of Elections Buffalo,,REP,WILLIAM MOORE,385,330,54,1,1
Washington,Buffalo,Judge of Elections Buffalo,,,Write-ins,5,3,2,0,1
Washington,Buffalo,Inspector of Elections Buffalo,,REP,VICTORIA JORDAN,372,320,52,0,1
Washington,Buffalo,Inspector of Elections Buffalo,,,Write-ins,21,17,3,1,1
Washington,Buffalo,Supreme Court Retention - Donohue,,,Yes,202,129,73,0,1
Washington,Buffalo,Supreme Court Retention - Donohue,,,No,309,278,30,1,1
Washington,Buffalo,Supreme Court Retention - Dougherty,,,Yes,200,130,70,0,1
Washington,Buffalo,Supreme Court Retention - Dougherty,,,No,308,276,31,1,1
Washington,Buffalo,Supreme Court Retention - Wecht,,,Yes,207,134,73,0,1
Washington,Buffalo,Supreme Court Retention - Wecht,,,No,301,271,29,1,1
Washington,Buffalo,Superior Court Retention - Dubow,,,Yes,198,130,68,0,1
Washington,Buffalo,Superior Court Retention - Dubow,,,No,294,262,31,1,1
Washington,Buffalo,Commonwealth Court Retention - Wojcik,,,Yes,205,137,68,0,1
Washington,Buffalo,Commonwealth Court Retention - Wojcik,,,No,287,254,32,1,1
Washington,Buffalo,Court of Common Pleas Retention - Gilman,,,Yes,241,175,66,0,1
Washington,Buffalo,Court of Common Pleas Retention - Gilman,,,No,262,225,36,1,1
Washington,Burgettstown,Registered Voters,,,,912,,,,
Washington,Burgettstown,Ballots Cast,,,,320,261,58,1,
Washington,Burgettstown,Ballots Cast Blank,,,,0,0,0,0,
Washington,Burgettstown,Judge of the Superior Court,,DEM,BRANDON NEUMAN,170,125,44,1,1
Washington,Burgettstown,Judge of the Superior Court,,REP,MARIA BATTISTA,127,115,12,0,1
Washington,Burgettstown,Judge of the Superior Court,,LBR,DANIEL WASSMER,13,11,2,0,1
Washington,Burgettstown,Judge of the Superior Court,,,Write-ins,0,0,0,0,1
Washington,Burgettstown,Judge of the Commonwealth Court,,DEM,STELLA TSAI,166,120,45,1,1
Washington,Burgettstown,Judge of the Commonwealth Court,,REP,MATT WOLFORD,140,127,13,0,1
Washington,Burgettstown,Judge of the Commonwealth Court,,,Write-ins,0,0,0,0,1
Washington,Burgettstown,County Controller,,DEM,HEATHER SHEATLER,177,132,44,1,1
Washington,Burgettstown,County Controller,,REP,PAT PHILLIPS,130,116,14,0,1
Washington,Burgettstown,County Controller,,,Write-ins,0,0,0,0,1
Washington,Burgettstown,Recorder of Deeds,,REP,CARRIE PERRELL,206,173,33,0,1
Washington,Burgettstown,Recorder of Deeds,,,Write-ins,6,4,2,0,1
Washington,Burgettstown,Sheriff,,DEM/REP,TONY ANDRONAS,273,218,54,1,1
Washington,Burgettstown,Sheriff,,,Write-ins,5,5,0,0,1
Washington,Burgettstown,Mayor,Burgettstown,DEM/REP,LUKE SNATCHKO,231,178,52,1,1
Washington,Burgettstown,Mayor,Burgettstown,,Write-ins,23,22,1,0,1
Washington,Burgettstown,Borough Council,Burgettstown,DEM,KENNETH MCKINNEY,164,122,41,1,3
Washington,Burgettstown,Borough Council,Burgettstown,DEM/REP,JIM MCGEE,159,120,39,0,3
Washington,Burgettstown,Borough Council,Burgettstown,REP,JAMES M SMITH II,120,103,17,0,3
Washington,Burgettstown,Borough Council,Burgettstown,REP,BETH HOPPE,124,107,17,0,3
Washington,Burgettstown,Borough Council,Burgettstown,,Write-ins,121,111,10,0,3
