county,office,district,party,candidate,votes,election_day,mail,provisional
Montour,Registered Voters,,,,12215,,,
Montour,Ballots Cast,,,,5169,4028,1131,10
Montour,Ballots Cast Blank,,,,0,0,0,0
Montour,Judge of the Superior Court,,DEM,BRANDON NEUMAN,2251,1492,752,7
Montour,Judge of the Superior Court,,REP,MARIA BATTISTA,2662,2338,322,2
Montour,Judge of the Superior Court,,LBR,DANIEL WASSMER,142,101,41,0
Montour,Judge of the Superior Court,,,Write-ins,2,1,0,1
Montour,Judge of the Superior Court,,,Overvotes,5,4,1,0
Montour,Judge of the Superior Court,,,Undervotes,107,92,15,0
Montour,Judge of the Commonwealth Court,,DEM,STELLA TSAI,2276,1505,764,7
Montour,Judge of the Commonwealth Court,,REP,MATT WOLFORD,2775,2426,346,3
Montour,Judge of the Commonwealth Court,,,Write-ins,3,3,0,0
Montour,Judge of the Commonwealth Court,,,Overvotes,1,1,0,0
Montour,Judge of the Commonwealth Court,,,Undervotes,114,93,21,0
Montour,Judge of the Court of Common Pleas,,DEM,DAVID C JAMES,2631,1844,781,6
Montour,Judge of the Court of Common Pleas,,REP,ANTHONY J MCDONALD,2441,2105,333,3
Montour,Judge of the Court of Common Pleas,,,Write-ins,7,4,2,1
Montour,Judge of the Court of Common Pleas,,,Overvotes,1,1,0,0
Montour,Judge of the Court of Common Pleas,,,Undervotes,89,74,15,0
Montour,County Treasurer,,REP,CHARLES CHUCK JENKINS,3915,3222,687,6
Montour,County Treasurer,,,Write-ins,112,80,32,0
Montour,County Treasurer,,,Overvotes,0,0,0,0
Montour,County Treasurer,,,Undervotes,1142,726,412,4
Montour,School Director 4YR DANVILLE AREA SCHOOL DISTRICT,,DAR,ETHAN BENJAMIN,2292,1670,618,4
Montour,School Director 4YR DANVILLE AREA SCHOOL DISTRICT,,DAR,ADAM GREGG,2320,1771,545,4
Montour,School Director 4YR DANVILLE AREA SCHOOL DISTRICT,,DAR,DERL L REICHARD JR,2272,1736,531,5
Montour,School Director 4YR DANVILLE AREA SCHOOL DISTRICT,,DEM,AMBER L NEIDIG,1848,1206,636,6
Montour,School Director 4YR DANVILLE AREA SCHOOL DISTRICT,,REP,DAVID N ACKLEY,1985,1662,322,1
Montour,School Director 4YR DANVILLE AREA SCHOOL DISTRICT,,KFD,KELLY SMITH-WELLS,1506,1143,362,1
Montour,School Director 4YR DANVILLE AREA SCHOOL DISTRICT,,,Write-ins,74,59,14,1
Montour,School Director 4YR DANVILLE AREA SCHOOL DISTRICT,,,Overvotes,28,16,12,0
Montour,School Director 4YR DANVILLE AREA SCHOOL DISTRICT,,,Undervotes,5683,4425,1244,14
Montour,School Director 2YR DANVILLE AREA SCHOOL DISTRICT,,DEM,ETHAN BENJAMIN,1961,1348,607,6
Montour,School Director 2YR DANVILLE AREA SCHOOL DISTRICT,,DAR,ADAM GREGG,1784,1350,428,6
Montour,School Director 2YR DANVILLE AREA SCHOOL DISTRICT,,REP,DERL L REICHARD JR,1973,1640,331,2
Montour,School Director 2YR DANVILLE AREA SCHOOL DISTRICT,,KFD,KELLY SMITH-WELLS,1265,941,324,0
Montour,School Director 2YR DANVILLE AREA SCHOOL DISTRICT,,,Write-ins,29,20,9,0
Montour,School Director 2YR DANVILLE AREA SCHOOL DISTRICT,,,Overvotes,52,44,8,0
Montour,School Director 2YR DANVILLE AREA SCHOOL DISTRICT,,,Undervotes,1940,1501,435,4
Montour,School Director WARRIOR RUN SCHOOL DISTRICT - REGION 3,,REP,JEREMY LEBARRON,541,502,38,1
Montour,School Director WARRIOR RUN SCHOOL DISTRICT - REGION 3,,,Write-ins,35,31,4,0
