county,office,district,party,candidate,votes,election_day,mail,provisional
Wayne,Registered Voters,,,,36295,,,
Wayne,Ballots Cast,,,,14265,,,
Wayne,Judge of the Superior Court,,,BRANDON NEUMAN,5229,3178,2034,17
Wayne,Judge of the Superior Court,,,MARIA BATTISTA,8212,6758,1415,39
Wayne,Judge of the Superior Court,,,DANIEL WASSMER,274,176,98,0
Wayne,Judge of the Superior Court,,,Write-in,4,4,0,0
Wayne,Judge of the Commonwealth Court,,,STELLA TSAI,5411,3234,2161,16
Wayne,Judge of the Commonwealth Court,,,MATT WOLFORD,8448,6871,1536,41
Wayne,Judge of the Commonwealth Court,,,Write-in,5,3,2,0
Wayne,Magisterial District Judge 22-3-02,22-3-02,,JESSICA ELLIS,3018,2295,707,16
Wayne,Magisterial District Judge 22-3-02,22-3-02,,Write-in,66,44,22,0
Wayne,Wayne Highlands School Director Region #1,1,,MATTHEW CORSO,1023,677,344,2
Wayne,Wayne Highlands School Director Region #1,1,,CHANDRA ROBERTS,1240,975,258,7
Wayne,Wayne Highlands School Director Region #1,1,,Write-in,12,5,7,0
Wayne,Wayne Highlands School Director Region #1,1,,Write-in,2,1,1,0
Wayne,Wayne Highlands School Director Region #3,3,,BRENDAN MURRAY,1603,1198,401,4
Wayne,Wayne Highlands School Director Region #3,3,,JAMES A MCHUGH,1149,873,273,3
Wayne,Wayne Highlands School Director Region #3,3,,Write-in,17,12,5,0
Wayne,Wayne Highlands School Director Region #3,3,,Write-in,5,3,2,0
Wayne,Western Wayne School Director Region #1,1,,JOSEPH A GOMBITA,1000,762,236,2
Wayne,Western Wayne School Director Region #1,1,,ETHAN C WOOD,925,692,233,0
Wayne,Western Wayne School Director Region #1,1,,Write-in,18,15,3,0
Wayne,Western Wayne School Director Region #1,1,,Write-in,1,1,0,0
Wayne,Western Wayne School Director Region #2,2,,JAMES COLLINS,1051,744,301,6
Wayne,Western Wayne School Director Region #2,2,,Write-in,24,21,3,0
Wayne,Western Wayne School Director Region #3,3,,MATTHEW NIED,1272,914,356,2
Wayne,Western Wayne School Director Region #3,3,,Write-in,28,21,7,0
Wayne,Forest City Regional School Director Region #1,1,,MELISSA R ERDMANN,217,185,30,2
Wayne,Forest City Regional School Director Region #1,1,,Write-in,32,26,6,0
Wayne,Wallenpaupack Area School Director,,,LISA SMITH,1484,944,529,11
Wayne,Wallenpaupack Area School Director,,,JOHN KIESENDAHL,1466,953,506,7
Wayne,Wallenpaupack Area School Director,,,MICHAEL ROMEO,1347,848,489,10
Wayne,Wallenpaupack Area School Director,,,PAUL OTWAY,1350,869,470,11
Wayne,Wallenpaupack Area School Director,,,Write-in,19,10,9,0
Wayne,Wallenpaupack Area School Director,,,Write-in,6,1,5,0
Wayne,Wallenpaupack Area School Director,,,Write-in,5,1,4,0
Wayne,Wallenpaupack Area School Director,,,Write-in,4,0,4,0
Wayne,Susquehanna Community School Director Region #3,3,,JENNIFER ALLISON,11,8,3,0
Wayne,Susquehanna Community School Director Region #3,3,,JORDON DOWNTON,39,36,3,0
Wayne,Susquehanna Community School Director Region #3,3,,Write-in,0,0,0,0
Wayne,North Pocono School Director Region #3,3,,LYNN HEARD,353,267,85,1
Wayne,North Pocono School Director Region #3,3,,Write-in,13,10,3,0
Wayne,Township Auditor - Berlin Township,,,COURTNEY MACKERLEY,613,485,127,1
Wayne,Township Auditor - Berlin Township,,,Write-in,6,5,1,0
Wayne,Township Auditor - Buckingham Township,,,Write-in,11,8,3,0
Wayne,Township Auditor - Canaan Township,,,CAROL ZAWISLAK,252,205,47,0
Wayne,Township Auditor - Canaan Township,,,Write-in,2,1,1,0
Wayne,Township Auditor - Cherry Ridge Township,,,JACQULYN BIGART,458,376,81,1
Wayne,Township Auditor - Cherry Ridge Township,,,Write-in,4,2,2,0
Wayne,Township Auditor - Clinton Township,,,Write-in,51,45,6,0
Wayne,Township Auditor - Damascus Township,,,Write-in,74,46,28,0
Wayne,Township Auditor - Dreher Township,,,MELANIE SEAGRAVES,281,211,67,3
Wayne,Township Auditor - Dreher Township,,,Write-in,10,6,4,0
Wayne,Township Auditor - Dyberry Township,,,Write-in,26,19,6,1
Wayne,Township Auditor - Lake Township,,,JOHN HERAGHTY,959,721,232,6
Wayne,Township Auditor - Lake Township,,,Write-in,33,20,13,0
Wayne,Township Auditor - Lebanon Township,,,Write-in,26,22,4,0
Wayne,Township Auditor - Lehigh Township,,,KAREN A BORUTA,358,237,121,0
Wayne,Township Auditor - Lehigh Township,,,Write-in,15,11,4,0
Wayne,Township Auditor 6 Year Term - Manchester Township,,,Write-in,15,12,3,0
Wayne,Township Auditor 2 Year Term - Manchester Township,,,Write-in,15,14,1,0
Wayne,Township Auditor - Mount Pleasant Township,,,Write-in,32,21,11,0
Wayne,Township Auditor - Oregon Township,,,JUDITH AHRENS,199,172,27,0
