county,office,district,party,candidate,votes
Greene,Ballots Cast,,,,8834
Greene,Judge of the Superior Court,,DEM,Brandon Neuman,3243
Greene,Judge of the Superior Court,,REP,Maria Battista,5024
Greene,Judge of the Superior Court,,FWD,Lbr Daniel Wassmer,145
Greene,Judge of the Commonwealth Court,,DEM,Stella Tsai,3127
Greene,Judge of the Commonwealth Court,,REP,Matt Wolford,5258
Greene,Judge of the Court of Common Pleas,,FWD,Chris Simms,7625
Greene,Coroner,,FWD,Gene Rush,8006
Greene,Sheriff,,FWD,Marcus N. Simms,7908
Greene,School Director (2-yr) West Greene School District - At Large,,REP,Betty Jo Black,875
Greene,School Director (4-yr) West Greene School District Region,,REP,Darla Lynn Geracia,342
Greene,Township Supervisor (6-yr) Aleppo Township,,FWD,John W. Barlow,87
Greene,Auditor (6-yr) Aleppo Township,,DEM,Taryn Hughes,93
Greene,Auditor (4-yr) Aleppo Township,,REP,Richard E Welling,81
Greene,Tax Collector (4-yr) Aleppo Township,,DEM,Shirley Zimmerman,105
Greene,Supreme Court Retention Election Question - Donohue,,FWD, Yes,3888
Greene,Supreme Court Retention Election Question - Donohue,,FWD, No,4540
Greene,Supreme Court Retention Question - Dougherty,,FWD, Yes,3853
Greene,Supreme Court Retention Question - Dougherty,,FWD, No,4519
Greene,Supreme Court Retention Election Question - Wecht,,FWD, Yes,3928
Greene,Supreme Court Retention Election Question - Wecht,,FWD, No,4506
Greene,Superior Court Retention Election Question - Dubow,,FWD, Yes,3726
Greene,Superior Court Retention Election Question - Dubow,,FWD, No,4469
Greene,Commonwealth Court Retention Election Question - Wojick,,FWD, Yes,3781
Greene,Commonwealth Court Retention Election Question - Wojick,,FWD, No,4368
Greene,Magisterial District Judge - District 13-3-03,,FWD,Lee Watson,2539
Greene,School Director (4-yr) Carmichaels Area School District,,FWD,Dan Smith,1099
Greene,School Director (4-yr) Carmichaels Area School District,,FWD,Jami Krull,984
Greene,School Director (4-yr) Carmichaels Area School District,,FWD,Steve Pratt,1068
Greene,School Director (4-yr) Carmichaels Area School District,,DEM,Morgan Basinger,760
Greene,School Director (4-yr) Carmichaels Area School District,,REP,Charlotte Blaker,849
Greene,Member of Council Carmichaels Borough,,REP,Mark E Hanley,66
Greene,Member of Council Carmichaels Borough,,REP,David A Antonini,64
Greene,Member of Council Carmichaels Borough,,REP,Ralph E Ewart,64
Greene,Member of Council (2-yr) Carmichaels Borough,,REP,Joyce Kerr Fortney,87
Greene,Member of Council (2-yr) Carmichaels Borough,,REP,Susan Samek,67
Greene,Township Supervisor (6-yr) Center Township,,FWD,Paul Cook,303
Greene,Auditor (6-yr) Center Township,,REP,Michele King Katchmark,277
Greene,Tax Collector (4-yr) Center Township,,REP,Kayla Patton,291
Greene,School Director (4-yr) Jefferson-Morgan Area School District,,FWD,Jason Beal,1263
Greene,School Director (4-yr) Jefferson-Morgan Area School District,,FWD,Bob Mitchel,1204
Greene,School Director (4-yr) Jefferson-Morgan Area School District,,FWD,Sarah Ellsworth,1177
Greene,School Director (4-yr) Jefferson-Morgan Area School District,,FWD,Mark S. Pochron,1227
Greene,Member of Council Clarksville Borough,,REP,Timothy S Rice,33
Greene,Township Supervisor (6-yr) Cumberland Township,,DEM,Sam Hastings,835
Greene,Township Supervisor (6-yr) Cumberland Township,,REP,Jeff Hathaway,744
Greene,Tax Collector (4-yr) Cumberland Township,,DEM,Pamela S Whyel,902
Greene,Tax Collector (4-yr) Cumberland Township,,REP,Jenny Robinson,691
Greene,School Director (4-yr) Southeastern Greene School District,,FWD,Janet Pennington,642
Greene,School Director (4-yr) Southeastern Greene School District,,FWD,Gary P. Moser,616
Greene,School Director (4-yr) Southeastern Greene School District,,FWD,Shirley Howard,586
Greene,School Director (4-yr) Southeastern Greene School District,,DEM,Sheri Garlick,538
Greene,School Director (4-yr) Southeastern Greene School District,,REP,Andrea Mccardle,486
Greene,Township Supervisor (6-yr) Dunkard Township,,FWD,Brandon Robinson,367
Greene,Tax Collector (4-yr) Dunkard Township,,FWD,Jackie Fletcher,379
Greene,School Director (4-yr) Central Greene School District,,DEM,Drew Shiemke,1030
Greene,School Director (4-yr) Central Greene School District,,FWD,Chase R. Shaffer,1514
Greene,School Director (4-yr) Central Greene School District,,FWD,Wayne Knisely,1776
Greene,School Director (4-yr) Central Greene School District,,DEM,Mary Brown Phillips,1124
Greene,School Director (4-yr) Central Greene School District,,FWD,Wade Russell Cowell,1731
Greene,School Director (4-yr) Central Greene School District,,REP,Jamie S Titchenell,1573
Greene,School Director (4-yr) Central Greene School District,,REP,Tara Mae Smith,1439
Greene,Township Supervisor (6-yr) Franklin Township,,DEM,Corbly L Orndorff,899
Greene,Township Supervisor (6-yr) Franklin Township,,REP,Troy Hopkins,525
Greene,Tax Collector (4-yr) Franklin Township,,FWD,Margie Mason,1345
Greene,Auditor (6-yr) Franklin Township,,DEM,Donald Chappel,1082
Greene,Township Supervisor (6-yr) Freeport Township,,REP,Kacey Tusing,57
Greene,Tax Collector (4-yr) Freeport Township,,REP,Joann E Shipman,62
Greene,Township Supervisor (6-yr) Gilmore Township,,REP,Jared J Rode,50
Greene,Tax Collector (4-yr) Gilmore Township,,REP,Crystal L Crawford,53
Greene,Auditor (6-yr) Gilmore Township,,REP,Wendy Phillips,46
Greene,Auditor (4-yr) Gilmore Township,,REP,Alberta Jones,52
Greene,Township Supervisor (6-yr) Gray Township,,REP,Constance A Bloom,35
Greene,Tax Collector (4-yr) Gray Township,,REP,Samantha N Whyte,36
Greene,Auditor (6-yr) Gray Township,,DEM,Pamela Tucker,34
Greene,Auditor (4-yr) Gray Township,,REP,Abigail Anderson,31
Greene,Tax Collector (4-yr) Greene Township,,DEM,Dorothy L Cline,114
Greene,Township Supervisor (6-yr) Jackson Township,,REP,Chris Frye,88
Greene,Tax Collector (4-yr) Jackson Township,,REP,Kathy J Kiger,97
Greene,Auditor (6-yr) Jackson Township,,DEM,Ellen Fern Weaver,84
Greene,Auditor (4-yr) Jackson Township,,REP,Colleen Nelson,81
Greene,Mayor (4-yr) Jefferson Borough,,DEM,Dale E Harshman,65
Greene,Member of Council (4-yr) Jefferson Borough,,DEM,"Jeffrey A Coneybeer, Sr",64
Greene,Member of Council (4-yr) Jefferson Borough,,DEM,Lance Sahady,26
Greene,Tax Collector (4-yr) Jefferson Borough,,DEM,Signa Coneybeer,75
Greene,Township Supervisor (6-yr) Jefferson Township,,DEM,Richard Davis,316
Greene,Township Supervisor (6-yr) Jefferson Township,,REP,Bryan Whitmer,447
Greene,Tax Collector (4-yr) Jefferson Township,,DEM,Kim Coles,410
Greene,Tax Collector (4-yr) Jefferson Township,,REP,Courtney Long,355
Greene,Auditor (6-yr) Jefferson Township,,DEM,Kenneth W Frameli,336
Greene,Auditor (6-yr) Jefferson Township,,REP,Heath Muscavitch,423
Greene,Township Supervisor (6-yr) Monongahela Township,,FWD,Stephen S. Zalar,308
Greene,Tax Collector (4-yr) Monongahela Township,,FWD,Patrick Sweeney,298
Greene,Auditor (6-yr) Monongahela Township,,DEM,Shelda R Kendralla,258
Greene,Township Supervisor (6-yr) Morgan Township,,DEM,David Harshman,370
Greene,Township Supervisor (6-yr) Morgan Township,,REP,Garret L Bogumit,307
Greene,Township Supervisor (4-yr) Morgan Township,,DEM,Patrick Mullen,328
Greene,Township Supervisor (4-yr) Morgan Township,,REP,Kolby Kendall,344
Greene,Tax Collector (4-yr) Morgan Township,,DEM,Kari Golden,592
Greene,Auditor (6-yr) Morgan Township,,DEM,David Saunders,545
Greene,Township Supervisor (6-yr) Morris Township,,DEM,Daniel L Karvan,35
Greene,Township Supervisor (6-yr) Morris Township,,REP,Roger D Creech,136
Greene,Tax Collector (4-yr) Morris Township,,REP,Barbara W Mooney,159
Greene,Auditor (6-yr) Morris Township,,REP,Greg Hopkins,156
Greene,Township Supervisor (6-yr) Perry Township,,DEM,"Frank ""ie"" J Basile",326
Greene,Tax Collector (4-yr) Perry Township,,FWD,Christine K. Jarrell,353
Greene,Mayor (4-yr) Rices Landing Borough,,DEM,Scott Durr,93
Greene,Member of Council Rices Landing Borough,,DEM,William M Kozich,87
Greene,Member of Council Rices Landing Borough,,DEM,Brennan Kozich,85
Greene,Member of Council Rices Landing Borough,,DEM,Matthew P Komula,82
Greene,Township Supervisor (6-yr) Richhill Township,,FWD,Matt W. Robison,160
Greene,Tax Collector (4-yr) Richhill Township,,FWD,Diane L. Stokes,183
Greene,Auditor (6-yr) Richhill Township,,FWD,Charles R. Day,167
Greene,Township Supervisor (6-yr) Springhill Township,,FWD,Ray Horner,95
Greene,Tax Collector (4-yr) Springhill Township,,FWD,Amanda Debolt,104
Greene,Township Supervisor (6-yr) Washington Township,,REP,Troy Smith,256
Greene,Tax Collector (4-yr) Washington Township,,REP,Gwendolyn K Mccullough,140
Greene,Township Supervisor (6-yr) Wayne Township,,FWD,"Glen A. Wise, Sr",178
Greene,Tax Collector (4-yr) Wayne Township,,FWD,Joan L. Lemley,204
Greene,Auditor (4-yr) Wayne Township,,REP,Ashley Reynolds,175
Greene,Member Of Council (4-yr) Waynesburg Borough Ward 1,,REP,Ben Humble,202
Greene,Tax Collector (4-yr) Waynesburg Borough,,FWD,Deborah Rohanna,561
Greene,Member of Council (4-yr) Waynesburg Borough Ward 2,,DEM,Nicholas Dayich,82
Greene,Member of Council (4-yr) Waynesburg Borough Ward 2,,DEM,Jessica Cole,70
Greene,Member of Council (4-yr) Waynesburg Borough Ward 2,,REP,Lawrence M Stratton,77
Greene,Member Of Council (4-yr) Waynesburg Borough Ward 3,,DEM,Donna F Ratulowski,136
Greene,Township Supervisor Whiteley Township,,REP,Mark Lemley,151
Greene,Tax Collector (4-yr) Whiteley Township,,REP,Linda Vandruff,156
