county,precinct,office,district,party,candidate,votes,election_day,mail,provisional,vote_for
Northampton,Bangor Boro 1st Ward,County Council At Large,,REP,DANIEL CAMPO,89,88,0,1,5
Northampton,Bangor Boro 1st Ward,County Council At Large,,REP,JUAN E. MARTINEZ,88,86,1,1,5
Northampton,Bangor Boro 1st Ward,County Council At Large,,REP,SAM ELIAS,83,82,0,1,5
Northampton,Bangor Boro 1st Ward,County Council At Large,,,Write-ins,0,0,0,0,5
Northampton,Bangor Boro 1st Ward,School Director At,LARGE - Bangor Area,DEM/REP,OLIVIA FRAUNFELTER,115,105,9,1,4
Northampton,Bangor Boro 1st Ward,School Director At,LARGE - Bangor Area,DEM,THOMAS J. MORT,115,106,9,0,4
Northampton,Bangor Boro 1st Ward,School Director At,LARGE - Bangor Area,DEM/REP,ASHLEY L. MORT,107,98,9,0,4
Northampton,Bangor Boro 1st Ward,School Director At,LARGE - Bangor Area,REP,ANNAMARIE T. ROBERTONE,89,88,0,1,4
Northampton,Bangor Boro 1st Ward,School Director At,LARGE - Bangor Area,REP,DAVE DENARDO,88,84,3,1,4
Northampton,Bangor Boro 1st Ward,School Director At,LARGE - Bangor Area,,Write-ins,1,1,0,0,4
Northampton,Bangor Boro 1st Ward,Mayor,Bangor Boro,REP,DAVID MCCLONGHAN,125,119,5,1,1
Northampton,Bangor Boro 1st Ward,Mayor,Bangor Boro,,Write-ins,3,3,0,0,1
Northampton,Bangor Boro 1st Ward,Borough Council (4 Year),Bangor Boro,REP,MARISSA L. DONNELLY,122,115,6,1,4
Northampton,Bangor Boro 1st Ward,Borough Council (4 Year),Bangor Boro,REP,JAMES AUGUSTINE,113,110,2,1,4
Northampton,Bangor Boro 1st Ward,Borough Council (4 Year),Bangor Boro,REP,JAMES W. KRESGE,110,107,2,1,4
Northampton,Bangor Boro 1st Ward,Borough Council (4 Year),Bangor Boro,REP,ZACHARY MASLANY,102,100,1,1,4
Northampton,Bangor Boro 1st Ward,Borough Council (4 Year),Bangor Boro,,Write-ins,1,1,0,0,4
Northampton,Bangor Boro 1st Ward,Tax Collector,Bangor Boro,DEM,BRENDA I. VALLETTA,145,132,12,1,1
Northampton,Bangor Boro 1st Ward,Tax Collector,Bangor Boro,,Write-ins,1,1,0,0,1
Northampton,Bangor Boro 1st Ward,Judge of Elections,,DEM,SANDRA SCHWEITZER,141,129,11,1,1
Northampton,Bangor Boro 1st Ward,Judge of Elections,,,Write-ins,0,0,0,0,1
Northampton,Bangor Boro 1st Ward,Inspector of Elections,,,Write-ins,5,5,0,0,1
Northampton,Bangor Boro 1st Ward,Supreme Court Retention - Christine Donohue,,,Yes,114,104,10,0,1
Northampton,Bangor Boro 1st Ward,Supreme Court Retention - Christine Donohue,,,No,85,83,1,1,1
Northampton,Bangor Boro 1st Ward,Supreme Court Retention - Kevin M Dougherty,,,Yes,112,101,11,0,1
Northampton,Bangor Boro 1st Ward,Supreme Court Retention - Kevin M Dougherty,,,No,86,85,0,1,1
Northampton,Bangor Boro 1st Ward,Supreme Court Retention - David Wecht,,,Yes,109,99,10,0,1
Northampton,Bangor Boro 1st Ward,Supreme Court Retention - David Wecht,,,No,88,86,1,1,1
Northampton,Bangor Boro 1st Ward,Superior Court Retention - Alice Beck Dubow,,,Yes,103,93,10,0,1
Northampton,Bangor Boro 1st Ward,Superior Court Retention - Alice Beck Dubow,,,No,80,78,1,1,1
Northampton,Bangor Boro 1st Ward,Commonwealth Court Retention - Michael H Wojcik,,,Yes,102,93,9,0,1
Northampton,Bangor Boro 1st Ward,Commonwealth Court Retention - Michael H Wojcik,,,No,81,78,2,1,1
Northampton,Bangor Boro 1st Ward,Court of Common Pleas Retention - Samuel P Murray,,,Yes,101,91,9,1,1
Northampton,Bangor Boro 1st Ward,Court of Common Pleas Retention - Samuel P Murray,,,No,81,79,2,0,1
Northampton,Bangor Boro 1st Ward,Court of Common Pleas Retention - Paula A Roscioli,,,Yes,107,96,10,1,1
Northampton,Bangor Boro 1st Ward,Court of Common Pleas Retention - Paula A Roscioli,,,No,80,79,1,0,1
Northampton,Bangor Boro 2nd Ward,Registered Voters,,,,820,,,,
Northampton,Bangor Boro 2nd Ward,Ballots Cast,,,,247,190,56,1,
Northampton,Bangor Boro 2nd Ward,Ballots Cast Blank,,,,0,0,0,0,
Northampton,Bangor Boro 2nd Ward,Judge of the Superior Court,,DEM,BRANDON NEUMAN,124,83,40,1,1
Northampton,Bangor Boro 2nd Ward,Judge of the Superior Court,,REP,MARIA BATTISTA,109,96,13,0,1
Northampton,Bangor Boro 2nd Ward,Judge of the Superior Court,,LBR,DANIEL WASSMER,4,1,3,0,1
Northampton,Bangor Boro 2nd Ward,Judge of the Superior Court,,,Write-ins,1,1,0,0,1
Northampton,Bangor Boro 2nd Ward,Judge of the Commonwealth Court,,DEM,STELLA TSAI,126,81,44,1,1
Northampton,Bangor Boro 2nd Ward,Judge of the Commonwealth Court,,REP,MATT WOLFORD,108,96,12,0,1
Northampton,Bangor Boro 2nd Ward,Judge of the Commonwealth Court,,,Write-ins,1,1,0,0,1
Northampton,Bangor Boro 2nd Ward,Judge of the Court of Common Pleas,,DEM,JEREMY CLARK,130,85,44,1,1
Northampton,Bangor Boro 2nd Ward,Judge of the Court of Common Pleas,,REP,JAMES FULLER,104,92,12,0,1
Northampton,Bangor Boro 2nd Ward,Judge of the Court of Common Pleas,,,Write-ins,1,1,0,0,1
Northampton,Bangor Boro 2nd Ward,County Executive,,DEM,TARA ZRINSKI,122,79,42,1,1
Northampton,Bangor Boro 2nd Ward,County Executive,,REP,TOM GIOVANNI,112,98,14,0,1
Northampton,Bangor Boro 2nd Ward,County Executive,,,Write-ins,1,1,0,0,1
Northampton,Bangor Boro 2nd Ward,County Council At Large,,DEM,DAVID HOLLAND,124,79,44,1,5
Northampton,Bangor Boro 2nd Ward,County Council At Large,,DEM,LORI VARGO HEFFNER,122,79,43,0,5
Northampton,Bangor Boro 2nd Ward,County Council At Large,,DEM,JASON BOULETTE,118,77,41,0,5
Northampton,Bangor Boro 2nd Ward,County Council At Large,,DEM,THERESA FADEM,115,73,42,0,5
Northampton,Bangor Boro 2nd Ward,County Council At Large,,DEM,NADEEM QAYYUM,110,70,40,0,5
Northampton,Bangor Boro 2nd Ward,County Council At Large,,REP,JOHN P. GOFFREDO,110,95,15,0,5
Northampton,Bangor Boro 2nd Ward,County Council At Large,,REP,JOHN BROWN,107,95,12,0,5
Northampton,Bangor Boro 2nd Ward,County Council At Large,,REP,SAM ELIAS,106,94,12,0,5
Northampton,Bangor Boro 2nd Ward,County Council At Large,,REP,JUAN E. MARTINEZ,103,95,8,0,5
Northampton,Bangor Boro 2nd Ward,County Council At Large,,REP,DANIEL CAMPO,102,93,9,0,5
Northampton,Bangor Boro 2nd Ward,County Council At Large,,,Write-ins,7,7,0,0,5
Northampton,Bangor Boro 2nd Ward,School Director At,LARGE - Bangor Area,DEM,THOMAS J. MORT,128,84,43,1,4
Northampton,Bangor Boro 2nd Ward,School Director At,LARGE - Bangor Area,REP,ANNAMARIE T. ROBERTONE,119,103,16,0,4
Northampton,Bangor Boro 2nd Ward,School Director At,LARGE - Bangor Area,DEM/REP,OLIVIA FRAUNFELTER,116,78,38,0,4
Northampton,Bangor Boro 2nd Ward,School Director At,LARGE - Bangor Area,DEM/REP,ASHLEY L. MORT,112,77,35,0,4
Northampton,Bangor Boro 2nd Ward,School Director At,LARGE - Bangor Area,REP,DAVE DENARDO,110,89,21,0,4
Northampton,Bangor Boro 2nd Ward,School Director At,LARGE - Bangor Area,,Write-ins,7,4,3,0,4
Northampton,Bangor Boro 2nd Ward,Mayor,Bangor Boro,REP,DAVID MCCLONGHAN,143,113,29,1,1
Northampton,Bangor Boro 2nd Ward,Mayor,Bangor Boro,,Write-ins,4,0,4,0,1
Northampton,Bangor Boro 2nd Ward,Borough Council (4 Year),Bangor Boro,REP,MARISSA L. DONNELLY,140,114,25,1,4
Northampton,Bangor Boro 2nd Ward,Borough Council (4 Year),Bangor Boro,REP,JAMES W. KRESGE,136,109,27,0,4
Northampton,Bangor Boro 2nd Ward,Borough Council (4 Year),Bangor Boro,REP,JAMES AUGUSTINE,128,106,22,0,4
Northampton,Bangor Boro 2nd Ward,Borough Council (4 Year),Bangor Boro,REP,ZACHARY MASLANY,123,103,20,0,4
Northampton,Bangor Boro 2nd Ward,Borough Council (4 Year),Bangor Boro,,Write-ins,10,0,10,0,4
Northampton,Bangor Boro 2nd Ward,Tax Collector,Bangor Boro,DEM,BRENDA I. VALLETTA,171,116,54,1,1
Northampton,Bangor Boro 2nd Ward,Tax Collector,Bangor Boro,,Write-ins,4,3,1,0,1
Northampton,Bangor Boro 2nd Ward,Judge of Elections,,,Write-ins,6,2,4,0,1
Northampton,Bangor Boro 2nd Ward,Inspector of Elections,,,Write-ins,6,2,4,0,1
Northampton,Bangor Boro 2nd Ward,Supreme Court Retention - Christine Donohue,,,Yes,147,100,46,1,1
Northampton,Bangor Boro 2nd Ward,Supreme Court Retention - Christine Donohue,,,No,91,83,8,0,1
Northampton,Bangor Boro 2nd Ward,Supreme Court Retention - Kevin M Dougherty,,,Yes,146,99,46,1,1
Northampton,Bangor Boro 2nd Ward,Supreme Court Retention - Kevin M Dougherty,,,No,90,82,8,0,1
Northampton,Bangor Boro 2nd Ward,Supreme Court Retention - David Wecht,,,Yes,151,105,45,1,1
Northampton,Bangor Boro 2nd Ward,Supreme Court Retention - David Wecht,,,No,86,78,8,0,1
Northampton,Bangor Boro 2nd Ward,Superior Court Retention - Alice Beck Dubow,,,Yes,125,80,44,1,1
Northampton,Bangor Boro 2nd Ward,Superior Court Retention - Alice Beck Dubow,,,No,94,87,7,0,1
Northampton,Bangor Boro 2nd Ward,Commonwealth Court Retention - Michael H Wojcik,,,Yes,132,86,45,1,1
Northampton,Bangor Boro 2nd Ward,Commonwealth Court Retention - Michael H Wojcik,,,No,87,81,6,0,1
Northampton,Bangor Boro 2nd Ward,Court of Common Pleas Retention - Samuel P Murray,,,Yes,131,82,48,1,1
Northampton,Bangor Boro 2nd Ward,Court of Common Pleas Retention - Samuel P Murray,,,No,91,87,4,0,1
Northampton,Bangor Boro 2nd Ward,Court of Common Pleas Retention - Paula A Roscioli,,,Yes,129,80,48,1,1
Northampton,Bangor Boro 2nd Ward,Court of Common Pleas Retention - Paula A Roscioli,,,No,93,89,4,0,1
Northampton,Bangor Boro 3rd Ward,Registered Voters,,,,827,,,,
Northampton,Bangor Boro 3rd Ward,Ballots Cast,,,,290,205,85,0,
Northampton,Bangor Boro 3rd Ward,Ballots Cast Blank,,,,0,0,0,0,
Northampton,Bangor Boro 3rd Ward,Judge of the Superior Court,,DEM,BRANDON NEUMAN,142,81,61,0,1
Northampton,Bangor Boro 3rd Ward,Judge of the Superior Court,,REP,MARIA BATTISTA,128,108,20,0,1
Northampton,Bangor Boro 3rd Ward,Judge of the Superior Court,,LBR,DANIEL WASSMER,5,3,2,0,1
Northampton,Bangor Boro 3rd Ward,Judge of the Superior Court,,,Write-ins,1,1,0,0,1
Northampton,Bangor Boro 3rd Ward,Judge of the Commonwealth Court,,DEM,STELLA TSAI,139,80,59,0,1
Northampton,Bangor Boro 3rd Ward,Judge of the Commonwealth Court,,REP,MATT WOLFORD,132,111,21,0,1
Northampton,Bangor Boro 3rd Ward,Judge of the Commonwealth Court,,,Write-ins,0,0,0,0,1
Northampton,Bangor Boro 3rd Ward,Judge of the Court of Common Pleas,,DEM,JEREMY CLARK,147,87,60,0,1
Northampton,Bangor Boro 3rd Ward,Judge of the Court of Common Pleas,,REP,JAMES FULLER,130,110,20,0,1
Northampton,Bangor Boro 3rd Ward,Judge of the Court of Common Pleas,,,Write-ins,0,0,0,0,1
Northampton,Bangor Boro 3rd Ward,County Executive,,DEM,TARA ZRINSKI,138,79,59,0,1
Northampton,Bangor Boro 3rd Ward,County Executive,,REP,TOM GIOVANNI,137,113,24,0,1
Northampton,Bangor Boro 3rd Ward,County Executive,,,Write-ins,0,0,0,0,1
Northampton,Bangor Boro 3rd Ward,County Council At Large,,DEM,LORI VARGO HEFFNER,139,80,59,0,5
Northampton,Bangor Boro 3rd Ward,County Council At Large,,REP,JOHN P. GOFFREDO,138,110,28,0,5
Northampton,Bangor Boro 3rd Ward,County Council At Large,,DEM,DAVID HOLLAND,137,77,60,0,5
Northampton,Bangor Boro 3rd Ward,County Council At Large,,REP,JOHN BROWN,125,101,24,0,5
Northampton,Bangor Boro 3rd Ward,County Council At Large,,DEM,THERESA FADEM,124,70,54,0,5
Northampton,Bangor Boro 3rd Ward,County Council At Large,,DEM,JASON BOULETTE,124,71,53,0,5
Northampton,Bangor Boro 3rd Ward,County Council At Large,,REP,SAM ELIAS,123,101,22,0,5
Northampton,Bangor Boro 3rd Ward,County Council At Large,,REP,DANIEL CAMPO,119,100,19,0,5
Northampton,Bangor Boro 3rd Ward,County Council At Large,,DEM,NADEEM QAYYUM,117,70,47,0,5
Northampton,Bangor Boro 3rd Ward,County Council At Large,,REP,JUAN E. MARTINEZ,117,94,23,0,5
Northampton,Bangor Boro 3rd Ward,County Council At Large,,,Write-ins,0,0,0,0,5
Northampton,Bangor Boro 3rd Ward,School Director At,LARGE - Bangor Area,DEM/REP,OLIVIA FRAUNFELTER,136,78,58,0,4
Northampton,Bangor Boro 3rd Ward,School Director At,LARGE - Bangor Area,DEM,THOMAS J. MORT,133,83,50,0,4
Northampton,Bangor Boro 3rd Ward,School Director At,LARGE - Bangor Area,REP,DAVE DENARDO,132,99,33,0,4
Northampton,Bangor Boro 3rd Ward,School Director At,LARGE - Bangor Area,REP,ANNAMARIE T. ROBERTONE,127,103,24,0,4
Northampton,Bangor Boro 3rd Ward,School Director At,LARGE - Bangor Area,DEM/REP,ASHLEY L. MORT,126,79,47,0,4
Northampton,Bangor Boro 3rd Ward,School Director At,LARGE - Bangor Area,,Write-ins,4,2,2,0,4
Northampton,Bangor Boro 3rd Ward,Mayor,Bangor Boro,REP,DAVID MCCLONGHAN,158,120,38,0,1
Northampton,Bangor Boro 3rd Ward,Mayor,Bangor Boro,,Write-ins,16,7,9,0,1
Northampton,Bangor Boro 3rd Ward,Borough Council (4 Year),Bangor Boro,REP,MARISSA L. DONNELLY,145,106,39,0,4
Northampton,Bangor Boro 3rd Ward,Borough Council (4 Year),Bangor Boro,REP,JAMES W. KRESGE,138,108,30,0,4
Northampton,Bangor Boro 3rd Ward,Borough Council (4 Year),Bangor Boro,REP,JAMES AUGUSTINE,134,109,25,0,4
Northampton,Bangor Boro 3rd Ward,Borough Council (4 Year),Bangor Boro,REP,ZACHARY MASLANY,123,99,24,0,4
Northampton,Bangor Boro 3rd Ward,Borough Council (4 Year),Bangor Boro,,Write-ins,20,4,16,0,4
Northampton,Bangor Boro 3rd Ward,Tax Collector,Bangor Boro,DEM,BRENDA I. VALLETTA,218,140,78,0,1
Northampton,Bangor Boro 3rd Ward,Tax Collector,Bangor Boro,,Write-ins,3,2,1,0,1
Northampton,Bangor Boro 3rd Ward,Judge of Elections,,,Write-ins,12,3,9,0,1
Northampton,Bangor Boro 3rd Ward,Inspector of Elections,,,Write-ins,11,3,8,0,1
Northampton,Bangor Boro 3rd Ward,Supreme Court Retention - Christine Donohue,,,Yes,158,102,56,0,1
