county,precinct,office,district,party,candidate,votes,election_day,mail,provisional,vote_for
Chester,Atglen,County Treasurer,,REP,Deana Wang,218,190,13,15,1
Chester,Atglen,County Treasurer,,DEM,Patricia A. Maisano,201,154,35,12,1
Chester,Atglen,County Treasurer,,,Write-ins,0,0,0,0,1
Chester,Atglen,Magisterial District Judge,15-3-07,REP,Roseanne Starkey,224,197,13,14,1
Chester,Atglen,Magisterial District Judge,15-3-07,DEM,Joe Heffern,200,152,34,14,1
Chester,Atglen,Magisterial District Judge,15-3-07,,Write-ins,0,0,0,0,1
Chester,Atglen,School Director Region 1 (Unexpired 2 Year),Octorara,DEM/REP,Michael Hoffman,200,162,28,10,2
Chester,Atglen,School Director Region 1 (Unexpired 2 Year),Octorara,DEM,Alex Trotty,181,133,33,15,2
Chester,Atglen,School Director Region 1 (Unexpired 2 Year),Octorara,,Write-ins,124,118,3,3,2
Chester,Atglen,Borough Council,Atglen Borough,REP,Joshua Glick,234,202,19,13,3
Chester,Atglen,Borough Council,Atglen Borough,DEM,Dwight L. Weaver,225,172,37,16,3
Chester,Atglen,Borough Council,Atglen Borough,,Write-ins,79,75,0,4,3
Chester,Atglen,Mayor,Atglen Borough,,Write-ins,248,229,7,12,1
Chester,Atglen,Tax Collector,Atglen Borough,,Write-ins,89,83,1,5,1
Chester,Atglen,Judge of Elections,,,Write-ins,43,36,3,4,1
Chester,Atglen,Inspector of Elections,,,Write-ins,42,38,2,2,1
Chester,Atglen,Supreme Court Retention - Christine Donohue,,,Yes,221,173,33,15,1
Chester,Atglen,Supreme Court Retention - Christine Donohue,,,No,197,171,13,13,1
Chester,Atglen,Supreme Court Retention - Kevin M Dougherty,,,Yes,211,163,33,15,1
Chester,Atglen,Supreme Court Retention - Kevin M Dougherty,,,No,207,181,13,13,1
Chester,Atglen,Supreme Court Retention - David Wecht,,,Yes,211,164,32,15,1
Chester,Atglen,Supreme Court Retention - David Wecht,,,No,206,179,14,13,1
Chester,Atglen,Superior Court Retention - Alice Beck Dubow,,,Yes,218,172,31,15,1
Chester,Atglen,Superior Court Retention - Alice Beck Dubow,,,No,197,169,15,13,1
Chester,Atglen,Commonwealth Court Retention - Michael H Wojcik,,,Yes,214,169,30,15,1
Chester,Atglen,Commonwealth Court Retention - Michael H Wojcik,,,No,200,172,15,13,1
Chester,Atglen,Court of Common Pleas Retention - Allison Bell Royer,,,Yes,278,230,30,18,1
Chester,Atglen,Court of Common Pleas Retention - Allison Bell Royer,,,No,135,110,15,10,1
Chester,Avondale,Registered Voters,,,,456,,,,
Chester,Avondale,Ballots Cast,,,,169,145,17,7,
Chester,Avondale,Ballots Cast Blank,,,,0,0,0,0,
Chester,Avondale,Judge of the Superior Court,,DEM,Brandon Neuman,112,97,11,4,1
Chester,Avondale,Judge of the Superior Court,,REP,Maria Battista,48,42,4,2,1
Chester,Avondale,Judge of the Superior Court,,LBR,Daniel Wassmer,6,4,1,1,1
Chester,Avondale,Judge of the Superior Court,,,Write-ins,0,0,0,0,1
Chester,Avondale,Judge of the Commonwealth Court,,DEM,Stella Tsai,119,100,13,6,1
Chester,Avondale,Judge of the Commonwealth Court,,REP,Matt Wolford,47,43,3,1,1
Chester,Avondale,Judge of the Commonwealth Court,,,Write-ins,0,0,0,0,1
Chester,Avondale,Judge of the Court of Common Pleas,,DEM,Mackenzie Smith,114,96,13,5,2
Chester,Avondale,Judge of the Court of Common Pleas,,DEM,"Clay Cauley, Sr.",105,90,11,4,2
Chester,Avondale,Judge of the Court of Common Pleas,,REP,Betty A. Ryberg,43,39,3,1,2
Chester,Avondale,Judge of the Court of Common Pleas,,REP,Neill C. Kling,41,37,3,1,2
Chester,Avondale,Judge of the Court of Common Pleas,,,Write-ins,0,0,0,0,2
Chester,Avondale,Clerk of Courts,,DEM,Caroline Bradley,121,103,13,5,1
Chester,Avondale,Clerk of Courts,,REP,Alissa McGrory,45,40,3,2,1
Chester,Avondale,Clerk of Courts,,,Write-ins,0,0,0,0,1
Chester,Avondale,County Controller,,DEM,Nick Cherubino,117,99,13,5,1
Chester,Avondale,County Controller,,REP,Joseph Lorusso,49,44,3,2,1
Chester,Avondale,County Controller,,,Write-ins,0,0,0,0,1
Chester,Avondale,Coroner,,DEM,Sophia Garcia-Jackson,117,99,12,6,1
Chester,Avondale,Coroner,,REP,Thomas John Hatzidais,48,44,3,1,1
Chester,Avondale,Coroner,,,Write-ins,0,0,0,0,1
Chester,Avondale,Prothonotary (Unexpired 2 Year),,DEM,Alex Christy,120,101,13,6,1
Chester,Avondale,Prothonotary (Unexpired 2 Year),,REP,Christopher Thomson,46,42,3,1,1
Chester,Avondale,Prothonotary (Unexpired 2 Year),,,Write-ins,0,0,0,0,1
Chester,Avondale,County Treasurer,,DEM,Patricia A. Maisano,117,98,13,6,1
Chester,Avondale,County Treasurer,,REP,Deana Wang,45,41,3,1,1
Chester,Avondale,County Treasurer,,,Write-ins,0,0,0,0,1
Chester,Avondale,School Director Region 3,Avon Grove,DEM,Bill Wood,121,102,14,5,1
Chester,Avondale,School Director Region 3,Avon Grove,REP,Jules Quartapella,47,42,3,2,1
Chester,Avondale,School Director Region 3,Avon Grove,,Write-ins,0,0,0,0,1
Chester,Avondale,Borough Council,Avondale Borough,DEM,Stephanie Reichert,126,109,12,5,3
Chester,Avondale,Borough Council,Avondale Borough,DEM,Janet Watts,102,89,8,5,3
Chester,Avondale,Borough Council,Avondale Borough,DEM,Michael W. Essmaker,101,88,9,4,3
Chester,Avondale,Borough Council,Avondale Borough,,Write-ins,9,4,5,0,3
Chester,Avondale,Mayor,Avondale Borough,DEM,Susan F. Rzucidlo,139,117,15,7,1
Chester,Avondale,Mayor,Avondale Borough,,Write-ins,4,3,1,0,1
Chester,Avondale,Tax Collector,Avondale Borough,DEM,Kirk Reichert,135,114,14,7,1
Chester,Avondale,Tax Collector,Avondale Borough,,Write-ins,4,3,1,0,1
Chester,Avondale,Judge of Elections,,DEM,Louise Cleveland,136,113,16,7,1
Chester,Avondale,Judge of Elections,,,Write-ins,4,4,0,0,1
Chester,Avondale,Inspector of Elections,,DEM,Elizabeth Ivey,112,93,14,5,1
Chester,Avondale,Inspector of Elections,,REP,Patricia Vanderkraats,54,49,3,2,1
Chester,Avondale,Inspector of Elections,,,Write-ins,0,0,0,0,1
Chester,Avondale,Supreme Court Retention - Christine Donohue,,,Yes,123,103,14,6,1
Chester,Avondale,Supreme Court Retention - Christine Donohue,,,No,41,38,2,1,1
Chester,Avondale,Supreme Court Retention - Kevin M Dougherty,,,Yes,120,101,14,5,1
Chester,Avondale,Supreme Court Retention - Kevin M Dougherty,,,No,44,40,2,2,1
Chester,Avondale,Supreme Court Retention - David Wecht,,,Yes,117,98,14,5,1
Chester,Avondale,Supreme Court Retention - David Wecht,,,No,47,43,2,2,1
Chester,Avondale,Superior Court Retention - Alice Beck Dubow,,,Yes,124,103,15,6,1
Chester,Avondale,Superior Court Retention - Alice Beck Dubow,,,No,39,37,1,1,1
Chester,Avondale,Commonwealth Court Retention - Michael H Wojcik,,,Yes,119,99,15,5,1
Chester,Avondale,Commonwealth Court Retention - Michael H Wojcik,,,No,44,41,1,2,1
Chester,Avondale,Court of Common Pleas Retention - Allison Bell Royer,,,Yes,130,115,10,5,1
Chester,Avondale,Court of Common Pleas Retention - Allison Bell Royer,,,No,32,25,5,2,1
Chester,Birmingham 1,Registered Voters,,,,1283,,,,
Chester,Birmingham 1,Ballots Cast,,,,675,474,150,51,
Chester,Birmingham 1,Ballots Cast Blank,,,,0,0,0,0,
Chester,Birmingham 1,Judge of the Superior Court,,DEM,Brandon Neuman,412,261,118,33,1
Chester,Birmingham 1,Judge of the Superior Court,,REP,Maria Battista,255,207,32,16,1
Chester,Birmingham 1,Judge of the Superior Court,,LBR,Daniel Wassmer,5,3,0,2,1
Chester,Birmingham 1,Judge of the Superior Court,,,Write-ins,0,0,0,0,1
Chester,Birmingham 1,Judge of the Commonwealth Court,,DEM,Stella Tsai,405,257,115,33,1
Chester,Birmingham 1,Judge of the Commonwealth Court,,REP,Matt Wolford,268,215,35,18,1
Chester,Birmingham 1,Judge of the Commonwealth Court,,,Write-ins,0,0,0,0,1
Chester,Birmingham 1,Judge of the Court of Common Pleas,,DEM,Mackenzie Smith,403,257,114,32,2
Chester,Birmingham 1,Judge of the Court of Common Pleas,,DEM,"Clay Cauley, Sr.",327,205,101,21,2
Chester,Birmingham 1,Judge of the Court of Common Pleas,,REP,Neill C. Kling,248,198,32,18,2
Chester,Birmingham 1,Judge of the Court of Common Pleas,,REP,Betty A. Ryberg,230,186,29,15,2
Chester,Birmingham 1,Judge of the Court of Common Pleas,,,Write-ins,0,0,0,0,2
Chester,Birmingham 1,Clerk of Courts,,DEM,Caroline Bradley,404,256,115,33,1
Chester,Birmingham 1,Clerk of Courts,,REP,Alissa McGrory,269,217,34,18,1
Chester,Birmingham 1,Clerk of Courts,,,Write-ins,0,0,0,0,1
Chester,Birmingham 1,County Controller,,DEM,Nick Cherubino,401,253,116,32,1
Chester,Birmingham 1,County Controller,,REP,Joseph Lorusso,272,220,33,19,1
Chester,Birmingham 1,County Controller,,,Write-ins,0,0,0,0,1
Chester,Birmingham 1,Coroner,,DEM,Sophia Garcia-Jackson,398,253,115,30,1
Chester,Birmingham 1,Coroner,,REP,Thomas John Hatzidais,273,219,34,20,1
Chester,Birmingham 1,Coroner,,,Write-ins,0,0,0,0,1
Chester,Birmingham 1,Prothonotary (Unexpired 2 Year),,DEM,Alex Christy,398,254,113,31,1
Chester,Birmingham 1,Prothonotary (Unexpired 2 Year),,REP,Christopher Thomson,271,216,36,19,1
Chester,Birmingham 1,Prothonotary (Unexpired 2 Year),,,Write-ins,0,0,0,0,1
Chester,Birmingham 1,County Treasurer,,DEM,Patricia A. Maisano,397,253,114,30,1
Chester,Birmingham 1,County Treasurer,,REP,Deana Wang,264,213,31,20,1
Chester,Birmingham 1,County Treasurer,,,Write-ins,0,0,0,0,1
Chester,Birmingham 1,School Director Region B,Unionville Chadds Ford,DEM,Sandra Litvin,399,253,115,31,2
Chester,Birmingham 1,School Director Region B,Unionville Chadds Ford,DEM/REP,Steven G. Simonson,365,254,87,24,2
Chester,Birmingham 1,School Director Region B,Unionville Chadds Ford,,Write-ins,17,8,2,7,2
Chester,Birmingham 1,Township Supervisor,Birmingham Township,REP,Scott C. Boorse,375,288,56,31,1
Chester,Birmingham 1,Township Supervisor,Birmingham Township,,Write-ins,33,24,9,0,1
Chester,Birmingham 1,Township Auditor,Birmingham Township,,Write-ins,43,28,11,4,1
Chester,Birmingham 1,Township Auditor (Unexpired 4 Year),Birmingham Township,,Write-ins,35,21,11,3,1
Chester,Birmingham 1,Tax Collector,Birmingham Township,,Write-ins,38,24,9,5,1
Chester,Birmingham 1,Judge of Elections,,DEM,Beth Simpson,413,262,118,33,1
Chester,Birmingham 1,Judge of Elections,,REP,Patricia Kelly,255,209,29,17,1
Chester,Birmingham 1,Judge of Elections,,,Write-ins,0,0,0,0,1
Chester,Birmingham 1,Inspector of Elections,,REP,Janet J. Satterthwaite,367,284,54,29,1
Chester,Birmingham 1,Inspector of Elections,,,Write-ins,118,71,41,6,1
Chester,Birmingham 1,Supreme Court Retention - Christine Donohue,,,Yes,423,270,116,37,1
Chester,Birmingham 1,Supreme Court Retention - Christine Donohue,,,No,235,192,30,13,1
Chester,Birmingham 1,Supreme Court Retention - Kevin M Dougherty,,,Yes,420,269,115,36,1
Chester,Birmingham 1,Supreme Court Retention - Kevin M Dougherty,,,No,238,195,31,12,1
Chester,Birmingham 1,Supreme Court Retention - David Wecht,,,Yes,419,268,116,35,1
Chester,Birmingham 1,Supreme Court Retention - David Wecht,,,No,238,195,30,13,1
Chester,Birmingham 1,Superior Court Retention - Alice Beck Dubow,,,Yes,417,267,116,34,1
Chester,Birmingham 1,Superior Court Retention - Alice Beck Dubow,,,No,229,188,26,15,1
Chester,Birmingham 1,Commonwealth Court Retention - Michael H Wojcik,,,Yes,420,271,116,33,1
Chester,Birmingham 1,Commonwealth Court Retention - Michael H Wojcik,,,No,225,184,26,15,1
Chester,Birmingham 1,Court of Common Pleas Retention - Allison Bell Royer,,,Yes,505,349,112,44,1
Chester,Birmingham 1,Court of Common Pleas Retention - Allison Bell Royer,,,No,140,103,32,5,1
Chester,Birmingham 2,Registered Voters,,,,2197,,,,
Chester,Birmingham 2,Ballots Cast,,,,1133,746,373,14,
Chester,Birmingham 2,Ballots Cast Blank,,,,0,0,0,0,
Chester,Birmingham 2,Judge of the Superior Court,,DEM,Brandon Neuman,687,413,264,10,1
Chester,Birmingham 2,Judge of the Superior Court,,REP,Maria Battista,426,323,99,4,1
Chester,Birmingham 2,Judge of the Superior Court,,LBR,Daniel Wassmer,10,5,5,0,1
Chester,Birmingham 2,Judge of the Superior Court,,,Write-ins,0,0,0,0,1
Chester,Birmingham 2,Judge of the Commonwealth Court,,DEM,Stella Tsai,700,421,269,10,1
Chester,Birmingham 2,Judge of the Commonwealth Court,,REP,Matt Wolford,425,320,101,4,1
Chester,Birmingham 2,Judge of the Commonwealth Court,,,Write-ins,0,0,0,0,1
Chester,Birmingham 2,Judge of the Court of Common Pleas,,DEM,Mackenzie Smith,697,423,266,8,2
Chester,Birmingham 2,Judge of the Court of Common Pleas,,DEM,"Clay Cauley, Sr.",544,313,225,6,2
Chester,Birmingham 2,Judge of the Court of Common Pleas,,REP,Neill C. Kling,403,303,96,4,2
Chester,Birmingham 2,Judge of the Court of Common Pleas,,REP,Betty A. Ryberg,396,301,92,3,2
Chester,Birmingham 2,Judge of the Court of Common Pleas,,,Write-ins,1,1,0,0,2
Chester,Birmingham 2,Clerk of Courts,,DEM,Caroline Bradley,690,415,265,10,1
Chester,Birmingham 2,Clerk of Courts,,REP,Alissa McGrory,432,326,102,4,1
Chester,Birmingham 2,Clerk of Courts,,,Write-ins,0,0,0,0,1
Chester,Birmingham 2,County Controller,,DEM,Nick Cherubino,680,409,262,9,1
Chester,Birmingham 2,County Controller,,REP,Joseph Lorusso,443,333,106,4,1
Chester,Birmingham 2,County Controller,,,Write-ins,0,0,0,0,1
Chester,Birmingham 2,Coroner,,DEM,Sophia Garcia-Jackson,686,415,261,10,1
Chester,Birmingham 2,Coroner,,REP,Thomas John Hatzidais,430,321,105,4,1
Chester,Birmingham 2,Coroner,,,Write-ins,0,0,0,0,1
Chester,Birmingham 2,Prothonotary (Unexpired 2 Year),,DEM,Alex Christy,675,411,255,9,1
Chester,Birmingham 2,Prothonotary (Unexpired 2 Year),,REP,Christopher Thomson,442,328,109,5,1
Chester,Birmingham 2,Prothonotary (Unexpired 2 Year),,,Write-ins,0,0,0,0,1
Chester,Birmingham 2,County Treasurer,,DEM,Patricia A. Maisano,662,398,254,10,1
Chester,Birmingham 2,County Treasurer,,REP,Deana Wang,438,329,105,4,1
Chester,Birmingham 2,County Treasurer,,,Write-ins,0,0,0,0,1
Chester,Birmingham 2,School Director Region B,Unionville Chadds Ford,DEM,Sandra Litvin,671,415,246,10,2
Chester,Birmingham 2,School Director Region B,Unionville Chadds Ford,DEM/REP,Steven G. Simonson,578,366,208,4,2
Chester,Birmingham 2,School Director Region B,Unionville Chadds Ford,,Write-ins,18,13,5,0,2
Chester,Birmingham 2,Township Supervisor,Birmingham Township,REP,Scott C. Boorse,630,448,174,8,1
Chester,Birmingham 2,Township Supervisor,Birmingham Township,,Write-ins,43,27,16,0,1
Chester,Birmingham 2,Township Auditor,Birmingham Township,,Write-ins,43,27,15,1,1
Chester,Birmingham 2,Township Auditor (Unexpired 4 Year),Birmingham Township,,Write-ins,34,21,13,0,1
Chester,Birmingham 2,Tax Collector,Birmingham Township,,Write-ins,32,21,11,0,1
Chester,Birmingham 2,Judge of Elections,,REP,James Kershaw,568,405,157,6,1
Chester,Birmingham 2,Judge of Elections,,,Write-ins,41,22,19,0,1
Chester,Birmingham 2,Inspector of Elections,,DEM,Lindsay Roman,678,410,259,9,1
Chester,Birmingham 2,Inspector of Elections,,REP,Jennifer A. Boorse,405,301,99,5,1
Chester,Birmingham 2,Inspector of Elections,,,Write-ins,0,0,0,0,1
Chester,Birmingham 2,Supreme Court Retention - Christine Donohue,,,Yes,709,427,272,10,1
Chester,Birmingham 2,Supreme Court Retention - Christine Donohue,,,No,391,302,85,4,1
Chester,Birmingham 2,Supreme Court Retention - Kevin M Dougherty,,,Yes,705,427,270,8,1
Chester,Birmingham 2,Supreme Court Retention - Kevin M Dougherty,,,No,397,302,89,6,1
Chester,Birmingham 2,Supreme Court Retention - David Wecht,,,Yes,710,427,273,10,1
Chester,Birmingham 2,Supreme Court Retention - David Wecht,,,No,390,301,85,4,1
Chester,Birmingham 2,Superior Court Retention - Alice Beck Dubow,,,Yes,693,418,264,11,1
Chester,Birmingham 2,Superior Court Retention - Alice Beck Dubow,,,No,386,300,84,2,1
Chester,Birmingham 2,Commonwealth Court Retention - Michael H Wojcik,,,Yes,695,420,265,10,1
Chester,Birmingham 2,Commonwealth Court Retention - Michael H Wojcik,,,No,385,298,84,3,1
Chester,Birmingham 2,Court of Common Pleas Retention - Allison Bell Royer,,,Yes,859,611,237,11,1
Chester,Birmingham 2,Court of Common Pleas Retention - Allison Bell Royer,,,No,219,106,111,2,1
Chester,E Bradford N-1,Registered Voters,,,,1137,,,,
Chester,E Bradford N-1,Ballots Cast,,,,634,443,152,39,
Chester,E Bradford N-1,Ballots Cast Blank,,,,0,0,0,0,
Chester,E Bradford N-1,Judge of the Superior Court,,DEM,Brandon Neuman,419,272,121,26,1
Chester,E Bradford N-1,Judge of the Superior Court,,REP,Maria Battista,201,165,25,11,1
Chester,E Bradford N-1,Judge of the Superior Court,,LBR,Daniel Wassmer,8,4,3,1,1
Chester,E Bradford N-1,Judge of the Superior Court,,,Write-ins,1,1,0,0,1
Chester,E Bradford N-1,Judge of the Commonwealth Court,,DEM,Stella Tsai,419,270,124,25,1
Chester,E Bradford N-1,Judge of the Commonwealth Court,,REP,Matt Wolford,212,172,27,13,1
Chester,E Bradford N-1,Judge of the Commonwealth Court,,,Write-ins,0,0,0,0,1
Chester,E Bradford N-1,Judge of the Court of Common Pleas,,DEM,Mackenzie Smith,421,267,129,25,2
Chester,E Bradford N-1,Judge of the Court of Common Pleas,,DEM,"Clay Cauley, Sr.",323,203,103,17,2
Chester,E Bradford N-1,Judge of the Court of Common Pleas,,REP,Neill C. Kling,194,156,26,12,2
Chester,E Bradford N-1,Judge of the Court of Common Pleas,,REP,Betty A. Ryberg,188,154,24,10,2
Chester,E Bradford N-1,Judge of the Court of Common Pleas,,,Write-ins,0,0,0,0,2
Chester,E Bradford N-1,Clerk of Courts,,DEM,Caroline Bradley,416,269,121,26,1
Chester,E Bradford N-1,Clerk of Courts,,REP,Alissa McGrory,214,173,29,12,1
Chester,E Bradford N-1,Clerk of Courts,,,Write-ins,0,0,0,0,1
Chester,E Bradford N-1,County Controller,,DEM,Nick Cherubino,417,269,121,27,1
Chester,E Bradford N-1,County Controller,,REP,Joseph Lorusso,214,173,30,11,1
Chester,E Bradford N-1,County Controller,,,Write-ins,0,0,0,0,1
Chester,E Bradford N-1,Coroner,,DEM,Sophia Garcia-Jackson,414,266,121,27,1
Chester,E Bradford N-1,Coroner,,REP,Thomas John Hatzidais,216,176,29,11,1
Chester,E Bradford N-1,Coroner,,,Write-ins,0,0,0,0,1
Chester,E Bradford N-1,Prothonotary (Unexpired 2 Year),,DEM,Alex Christy,414,270,120,24,1
Chester,E Bradford N-1,Prothonotary (Unexpired 2 Year),,REP,Christopher Thomson,214,170,31,13,1
Chester,E Bradford N-1,Prothonotary (Unexpired 2 Year),,,Write-ins,0,0,0,0,1
Chester,E Bradford N-1,County Treasurer,,DEM,Patricia A. Maisano,403,266,114,23,1
Chester,E Bradford N-1,County Treasurer,,REP,Deana Wang,216,170,32,14,1
Chester,E Bradford N-1,County Treasurer,,,Write-ins,0,0,0,0,1
Chester,E Bradford N-1,School Director Region 3,West Chester,DEM,Laura Detre,389,254,113,22,2
Chester,E Bradford N-1,School Director Region 3,West Chester,DEM,Beth Campbell,367,233,111,23,2
Chester,E Bradford N-1,School Director Region 3,West Chester,REP,Ashley Padula,207,166,31,10,2
Chester,E Bradford N-1,School Director Region 3,West Chester,REP,Alain Oliver,194,156,26,12,2
Chester,E Bradford N-1,School Director Region 3,West Chester,,Write-ins,0,0,0,0,2
Chester,E Bradford N-1,Township Supervisor,E Bradford Township,DEM,Debbie Maynard,382,251,106,25,1
Chester,E Bradford N-1,Township Supervisor,E Bradford Township,REP,John D. Snook,250,191,45,14,1
Chester,E Bradford N-1,Township Supervisor,E Bradford Township,,Write-ins,0,0,0,0,1
Chester,E Bradford N-1,Township Auditor,E Bradford Township,DEM,Richard T. Davis,406,265,117,24,1
Chester,E Bradford N-1,Township Auditor,E Bradford Township,REP,William Brewer,221,176,31,14,1
Chester,E Bradford N-1,Township Auditor,E Bradford Township,,Write-ins,0,0,0,0,1
Chester,E Bradford N-1,Tax Collector,E Bradford Township,DEM,David Cambridge,406,266,115,25,1
Chester,E Bradford N-1,Tax Collector,E Bradford Township,REP,Scott Riedinger,224,176,36,12,1
Chester,E Bradford N-1,Tax Collector,E Bradford Township,,Write-ins,0,0,0,0,1
Chester,E Bradford N-1,Judge of Elections,,DEM,Sarah Beck,422,274,122,26,1
Chester,E Bradford N-1,Judge of Elections,,REP,Sonia Trudeau,198,160,26,12,1
Chester,E Bradford N-1,Judge of Elections,,,Write-ins,0,0,0,0,1
Chester,E Bradford N-1,Inspector of Elections,,DEM,Renee McGusty,468,305,132,31,1
Chester,E Bradford N-1,Inspector of Elections,,,Write-ins,26,25,0,1,1
Chester,E Bradford N-1,Supreme Court Retention - Christine Donohue,,,Yes,427,276,123,28,1
Chester,E Bradford N-1,Supreme Court Retention - Christine Donohue,,,No,188,152,25,11,1
Chester,E Bradford N-1,Supreme Court Retention - Kevin M Dougherty,,,Yes,430,280,122,28,1
Chester,E Bradford N-1,Supreme Court Retention - Kevin M Dougherty,,,No,184,148,25,11,1
Chester,E Bradford N-1,Supreme Court Retention - David Wecht,,,Yes,425,275,122,28,1
Chester,E Bradford N-1,Supreme Court Retention - David Wecht,,,No,189,153,25,11,1
Chester,E Bradford N-1,Superior Court Retention - Alice Beck Dubow,,,Yes,416,271,117,28,1
Chester,E Bradford N-1,Superior Court Retention - Alice Beck Dubow,,,No,184,148,26,10,1
Chester,E Bradford N-1,Commonwealth Court Retention - Michael H Wojcik,,,Yes,409,264,117,28,1
Chester,E Bradford N-1,Commonwealth Court Retention - Michael H Wojcik,,,No,188,152,26,10,1
Chester,E Bradford N-1,Court of Common Pleas Retention - Allison Bell Royer,,,Yes,424,300,93,31,1
Chester,E Bradford N-1,Court of Common Pleas Retention - Allison Bell Royer,,,No,167,115,45,7,1
Chester,E Bradford N-2,Registered Voters,,,,2233,,,,
Chester,E Bradford N-2,Ballots Cast,,,,1254,900,333,21,
Chester,E Bradford N-2,Ballots Cast Blank,,,,0,0,0,0,
Chester,E Bradford N-2,Judge of the Superior Court,,DEM,Brandon Neuman,720,470,239,11,1
Chester,E Bradford N-2,Judge of the Superior Court,,REP,Maria Battista,513,418,85,10,1
Chester,E Bradford N-2,Judge of the Superior Court,,LBR,Daniel Wassmer,14,9,5,0,1
Chester,E Bradford N-2,Judge of the Superior Court,,,Write-ins,0,0,0,0,1
Chester,E Bradford N-2,Judge of the Commonwealth Court,,DEM,Stella Tsai,719,473,236,10,1
Chester,E Bradford N-2,Judge of the Commonwealth Court,,REP,Matt Wolford,532,426,95,11,1
Chester,E Bradford N-2,Judge of the Commonwealth Court,,,Write-ins,0,0,0,0,1
Chester,E Bradford N-2,Judge of the Court of Common Pleas,,DEM,Mackenzie Smith,731,478,242,11,2
Chester,E Bradford N-2,Judge of the Court of Common Pleas,,DEM,"Clay Cauley, Sr.",585,368,211,6,2
Chester,E Bradford N-2,Judge of the Court of Common Pleas,,REP,Neill C. Kling,491,394,86,11,2
Chester,E Bradford N-2,Judge of the Court of Common Pleas,,REP,Betty A. Ryberg,458,370,80,8,2
Chester,E Bradford N-2,Judge of the Court of Common Pleas,,,Write-ins,1,1,0,0,2
Chester,E Bradford N-2,Clerk of Courts,,DEM,Caroline Bradley,709,466,233,10,1
Chester,E Bradford N-2,Clerk of Courts,,REP,Alissa McGrory,539,432,96,11,1
Chester,E Bradford N-2,Clerk of Courts,,,Write-ins,0,0,0,0,1
Chester,E Bradford N-2,County Controller,,DEM,Nick Cherubino,708,462,236,10,1
Chester,E Bradford N-2,County Controller,,REP,Joseph Lorusso,541,435,95,11,1
Chester,E Bradford N-2,County Controller,,,Write-ins,0,0,0,0,1
Chester,E Bradford N-2,Coroner,,DEM,Sophia Garcia-Jackson,719,470,238,11,1
Chester,E Bradford N-2,Coroner,,REP,Thomas John Hatzidais,522,422,90,10,1
Chester,E Bradford N-2,Coroner,,,Write-ins,1,1,0,0,1
Chester,E Bradford N-2,Prothonotary (Unexpired 2 Year),,DEM,Alex Christy,698,456,232,10,1
Chester,E Bradford N-2,Prothonotary (Unexpired 2 Year),,REP,Christopher Thomson,543,437,96,10,1
Chester,E Bradford N-2,Prothonotary (Unexpired 2 Year),,,Write-ins,1,0,1,0,1
Chester,E Bradford N-2,County Treasurer,,DEM,Patricia A. Maisano,706,465,231,10,1
Chester,E Bradford N-2,County Treasurer,,REP,Deana Wang,523,416,96,11,1
Chester,E Bradford N-2,County Treasurer,,,Write-ins,0,0,0,0,1
