county,precinct,office,district,party,candidate,votes,election_day,mail,provisional,vote_for
Berks,Reading 1-1,Registered Voters,,,,929,,,,
Berks,Reading 1-1,Ballots Cast,,,,152,124,27,1,
Berks,Reading 1-1,Judge of the Superior Court,,DEM,Brandon Neuman,100,80,19,1,1
Berks,Reading 1-1,Judge of the Superior Court,,REP,Maria Battista,35,28,7,0,1
Berks,Reading 1-1,Judge of the Superior Court,,LBR,Daniel Wassmer,7,6,1,0,1
Berks,Reading 1-1,Judge of the Superior Court,,,Write-ins,0,0,0,0,1
Berks,Reading 1-1,Judge of the Commonwealth Court,,DEM,Stella Tsai,112,91,20,1,1
Berks,Reading 1-1,Judge of the Commonwealth Court,,REP,Matt Wolford,28,21,7,0,1
Berks,Reading 1-1,Judge of the Commonwealth Court,,,Write-ins,0,0,0,0,1
Berks,Reading 1-1,Judge of the Court of Common Pleas,,DEM,Eric J. Taylor,114,93,20,1,1
Berks,Reading 1-1,Judge of the Court of Common Pleas,,REP,Kathryn Lehman,28,21,7,0,1
Berks,Reading 1-1,Judge of the Court of Common Pleas,,,Write-ins,0,0,0,0,1
Berks,Reading 1-1,Prothonotary,,D/R,Jonathan K. Del Collo,125,100,24,1,1
Berks,Reading 1-1,Prothonotary,,,Write-ins,2,1,1,0,1
Berks,Reading 1-1,County Treasurer,,D/R,Mitchell Darcourt,122,96,25,1,1
Berks,Reading 1-1,County Treasurer,,,Write-ins,1,1,0,0,1
Berks,Reading 1-1,Coroner,,D/R,Matt Stitzel,119,94,24,1,1
Berks,Reading 1-1,Coroner,,,Write-ins,3,2,1,0,1
Berks,Reading 1-1,Sheriff,,D/R,Mandy Miller,122,97,24,1,1
Berks,Reading 1-1,Sheriff,,,Write-ins,2,2,0,0,1
Berks,Reading 1-1,Council President,Reading,DEM,Donna Reed,105,88,17,0,1
Berks,Reading 1-1,Council President,Reading,REP,Evelyn W. Morrison,36,26,10,0,1
Berks,Reading 1-1,Council President,Reading,,Write-ins,2,1,0,1,1
Berks,Reading 1-1,City Council District 1,Reading,DEM,Vanessa Campos,124,101,23,0,1
Berks,Reading 1-1,City Council District 1,Reading,,Write-ins,3,1,1,1,1
Berks,Reading 1-1,School Director (4 Year),Reading,DEM,Patricia Wright,89,75,13,1,4
Berks,Reading 1-1,School Director (4 Year),Reading,DEM,Paige M. Brookins,70,56,13,1,4
Berks,Reading 1-1,School Director (4 Year),Reading,DEM,Robin Costenbader-Jacobson,64,51,13,0,4
Berks,Reading 1-1,School Director (4 Year),Reading,DEM,M. Emilia Portes,73,61,11,1,4
Berks,Reading 1-1,School Director (4 Year),Reading,,Write-ins,6,2,3,1,4
Berks,Reading 1-1,School Director (2 Year),Reading,DEM,Paige M. Brookins,92,74,17,1,2
Berks,Reading 1-1,School Director (2 Year),Reading,DEM,Yajaira Stone,82,71,10,1,2
Berks,Reading 1-1,School Director (2 Year),Reading,,Write-ins,4,1,3,0,2
Berks,Reading 1-1,Judge of Elections,,,Write-ins,28,27,1,0,1
Berks,Reading 1-1,Inspector of Elections,,,Write-ins,10,9,1,0,1
Berks,Reading 1-1,Supreme Court Retention - Donohue,,,Yes,113,99,13,1,1
Berks,Reading 1-1,Supreme Court Retention - Donohue,,,No,22,14,8,0,1
Berks,Reading 1-1,Supreme Court Retention - Dougherty,,,Yes,110,96,13,1,1
Berks,Reading 1-1,Supreme Court Retention - Dougherty,,,No,22,15,7,0,1
Berks,Reading 1-1,Supreme Court Retention - Wecht,,,Yes,106,92,13,1,1
Berks,Reading 1-1,Supreme Court Retention - Wecht,,,No,27,19,8,0,1
Berks,Reading 1-1,Superior Court Retention - Beck Dubow,,,Yes,103,88,14,1,1
Berks,Reading 1-1,Superior Court Retention - Beck Dubow,,,No,26,21,5,0,1
Berks,Reading 1-1,Commonwealth Court Retention - Wojcik,,,Yes,103,87,15,1,1
Berks,Reading 1-1,Commonwealth Court Retention - Wojcik,,,No,28,24,4,0,1
Berks,Reading 1-1,Court of Common Pleas Retention - Barrett,,,Yes,105,89,15,1,1
Berks,Reading 1-1,Court of Common Pleas Retention - Barrett,,,No,24,20,4,0,1
Berks,Reading 1-1,Court of Common Pleas Retention - Dimitriou Geishauser,,,Yes,112,97,14,1,1
Berks,Reading 1-1,Court of Common Pleas Retention - Dimitriou Geishauser,,,No,22,16,6,0,1
Berks,Reading 1-1,Court of Common Pleas Retention - Lillis,,,Yes,104,89,14,1,1
Berks,Reading 1-1,Court of Common Pleas Retention - Lillis,,,No,25,19,6,0,1
Berks,Reading 2-1,Registered Voters,,,,701,,,,
Berks,Reading 2-1,Ballots Cast,,,,99,78,21,0,
Berks,Reading 2-1,Judge of the Superior Court,,DEM,Brandon Neuman,76,60,16,0,1
Berks,Reading 2-1,Judge of the Superior Court,,REP,Maria Battista,17,13,4,0,1
Berks,Reading 2-1,Judge of the Superior Court,,LBR,Daniel Wassmer,1,1,0,0,1
Berks,Reading 2-1,Judge of the Superior Court,,,Write-ins,0,0,0,0,1
Berks,Reading 2-1,Judge of the Commonwealth Court,,DEM,Stella Tsai,77,60,17,0,1
Berks,Reading 2-1,Judge of the Commonwealth Court,,REP,Matt Wolford,17,14,3,0,1
Berks,Reading 2-1,Judge of the Commonwealth Court,,,Write-ins,0,0,0,0,1
Berks,Reading 2-1,Judge of the Court of Common Pleas,,DEM,Eric J. Taylor,81,63,18,0,1
Berks,Reading 2-1,Judge of the Court of Common Pleas,,REP,Kathryn Lehman,16,13,3,0,1
Berks,Reading 2-1,Judge of the Court of Common Pleas,,,Write-ins,0,0,0,0,1
Berks,Reading 2-1,Prothonotary,,D/R,Jonathan K. Del Collo,80,60,20,0,1
Berks,Reading 2-1,Prothonotary,,,Write-ins,1,1,0,0,1
Berks,Reading 2-1,County Treasurer,,D/R,Mitchell Darcourt,79,59,20,0,1
Berks,Reading 2-1,County Treasurer,,,Write-ins,1,1,0,0,1
Berks,Reading 2-1,Coroner,,D/R,Matt Stitzel,82,62,20,0,1
Berks,Reading 2-1,Coroner,,,Write-ins,1,1,0,0,1
