county,office,district,party,candidate,votes,election_day,mail,provisional
Lycoming,Registered Voters,,,,72295,0,0,0
Lycoming,Ballots Cast,,,,29695,0,0,0
Lycoming,Judge of the Superior Court,,,Brandon Neuman,9691,6703,2958,30
Lycoming,Judge of the Superior Court,,,Maria Battista,18897,17169,1714,14
Lycoming,Judge of the Superior Court,,,Daniel Wassmer,613,496,116,1
Lycoming,Judge of the Superior Court,,,Write-in,23,18,5,0
Lycoming,Judge of the Commonwealth Court,,,Stella Tsai,9916,6881,3002,33
Lycoming,Judge of the Commonwealth Court,,,Matt Wolford,19261,17460,1789,12
Lycoming,Judge of the Commonwealth Court,,,Write-in,23,20,3,0
Lycoming,County Controller,,,Nicki S. Gottschall,23545,20570,2949,26
Lycoming,County Controller,,,Write-in,590,464,121,5
Lycoming,Sheriff,,,Eric Spiegel,25652,21682,3933,37
Lycoming,Sheriff,,,Write-in,338,296,41,1
Lycoming,Jersey Shore SD 1,,,Craig M. Allen,865,753,112,0
Lycoming,Jersey Shore SD 1,,,Write-in,23,21,2,0
Lycoming,Anthony Supervisor,,,Mark Tebbs,230,206,24,0
Lycoming,Anthony Supervisor,,,Write-in,4,3,1,0
Lycoming,Anthony Auditor,,,Write-in,11,10,1,0
Lycoming,Anthony Auditor (4yr),,,Write-in,9,8,1,0
Lycoming,Anthony Auditor (2yr),,,Write-in,10,9,1,0
Lycoming,Anthony Tax Collector,,,Corinne Paulhamus,241,212,29,0
Lycoming,Anthony Tax Collector,,,Write-in,5,4,1,0
Lycoming,Anthony Judge of Elections,,,Arlene F. Ulmer,238,213,25,0
Lycoming,Anthony Judge of Elections,,,Write-in,4,3,1,0
Lycoming,Anthony Inspector of Elections,,,Wayne L. Paulhamus,219,196,23,0
Lycoming,Anthony Inspector of Elections,,,Write-in,18,16,2,0
Lycoming,Retention 1,,,Yes,12370,9164,3173,33
Lycoming,Retention 1,,,No,16107,14600,1498,9
Lycoming,Retention 2,,,Yes,12376,9186,3158,32
Lycoming,Retention 2,,,No,16056,14545,1501,10
Lycoming,Retention 3,,,Yes,12137,8953,3152,32
Lycoming,Retention 3,,,No,16220,14710,1500,10
Lycoming,Retention 4,,,Yes,12203,9095,3080,28
Lycoming,Retention 4,,,No,15590,14129,1447,14
Lycoming,Retention 5,,,Yes,12212,9141,3043,28
Lycoming,Retention 5,,,No,15564,14073,1478,13
Lycoming,Retention 6,,,Yes,9738,6869,2849,20
Lycoming,Retention 6,,,No,19185,17317,1845,23
Lycoming,South Wmspt SD 3,,,Cathy Bachman,725,659,66,0
Lycoming,South Wmspt SD 3,,,Write-in,18,13,5,0
Lycoming,Armstrong Supervisor,,,Susan Ann Hawkins,154,134,20,0
Lycoming,Armstrong Supervisor,,,Write-in,1,1,0,0
Lycoming,Armstrong Auditor,,,Write-in,7,4,3,0
Lycoming,Armstrong Auditor (4yr),,,Write-in,5,2,3,0
Lycoming,Armstrong Tax Collector,,,Write-in,8,5,3,0
Lycoming,Armstrong Judge of Elections,,,Cheryl Kurtz,156,136,20,0
Lycoming,Armstrong Judge of Elections,,,Write-in,2,2,0,0
Lycoming,Armstrong Inspector of Elections,,,Jill E. Bair,131,112,19,0
Lycoming,Armstrong Inspector of Elections,,,Write-in,18,18,0,0
Lycoming,Jersey Shore SD 3,,,Neihl Williamson,751,673,78,0
Lycoming,Jersey Shore SD 3,,,Jessie Edwards,823,743,80,0
Lycoming,Jersey Shore SD 3,,,Write-in,25,20,5,0
Lycoming,Bastress Supervisor,,,Guy Confair,114,100,14,0
Lycoming,Bastress Supervisor,,,Write-in,74,74,0,0
Lycoming,Bastress Supervisor (2yr),,,Kevin J. Deitrick,177,164,13,0
Lycoming,Bastress Supervisor (2yr),,,Write-in,7,7,0,0
Lycoming,Bastress Auditor,,,Write-in,17,16,1,0
Lycoming,Bastress Auditor (4yr),,,Write-in,18,18,0,0
Lycoming,Bastress Tax Collector,,,Write-in,7,7,0,0
Lycoming,Bastress Judge of Elections,,,Cheryl Palski,200,184,16,0
Lycoming,Bastress Judge of Elections,,,Write-in,1,1,0,0
Lycoming,Bastress Inspector of Elections,,,Denise E. Kerr,175,160,15,0
Lycoming,Bastress Inspector of Elections,,,Write-in,23,23,0,0
Lycoming,Montgomery SD 3,,,Paula A. Yeckley,185,160,24,1
Lycoming,Montgomery SD 3,,,Felicia A. Mitchell,409,387,22,0
Lycoming,Montgomery SD 3,,,Write-in,4,4,0,0
Lycoming,Brady Supervisor,,,"Frank L. Bower, Jr.",147,142,5,0
Lycoming,Brady Supervisor,,,Write-in,5,5,0,0
Lycoming,Brady Supervisor (2yr),,,Christopher M. Blaker,145,140,5,0
Lycoming,Brady Supervisor (2yr),,,Write-in,4,4,0,0
Lycoming,Brady Auditor,,,Write-in,10,10,0,0
Lycoming,Brady Auditor (4yr),,,Write-in,10,10,0,0
Lycoming,Brady Auditor (2yr),,,Write-in,10,10,0,0
Lycoming,Brady Tax Collector,,,Write-in,11,10,1,0
Lycoming,Brady Judge of Elections,,,Jody L. Cooper,144,139,5,0
Lycoming,Brady Judge of Elections,,,Write-in,3,3,0,0
Lycoming,Brady Inspector of Elections,,,Sally F. Congdon,133,128,5,0
Lycoming,Brady Inspector of Elections,,,Write-in,11,11,0,0
Lycoming,Brown Supervisor,,,Robert Saeger,38,34,4,0
Lycoming,Brown Supervisor,,,Write-in,0,0,0,0
Lycoming,Brown Auditor,,,Write-in,4,3,1,0
Lycoming,Brown Tax Collector,,,Cozette M. Stoltzfus,39,35,4,0
Lycoming,Brown Tax Collector,,,Write-in,0,0,0,0
Lycoming,Brown Judge of Elections,,,Eleanor L. Paucke,37,33,4,0
Lycoming,Brown Judge of Elections,,,Write-in,1,1,0,0
Lycoming,Brown Inspector of Elections,,,Glenda M. Souders,34,30,4,0
Lycoming,Brown Inspector of Elections,,,Write-in,2,2,0,0
Lycoming,Montoursville SD 1,,,Write-in,276,265,11,0
Lycoming,Cascade Supervisor,,,Joseph Colucci,72,54,18,0
Lycoming,Cascade Supervisor,,,Write-in,3,3,0,0
Lycoming,Cascade Auditor,,,Write-in,3,3,0,0
Lycoming,Cascade Auditor (4yr),,,Write-in,3,3,0,0
