county,precinct,office,district,party,candidate,vote_for,votes,election_day,mail,provisional
Jefferson,Big Run Borough,Judge of the Superior Court,,LBR,Daniel Wassmer,1,1,1,0,0
Jefferson,Brockway Borough,Judge of the Superior Court,,LBR,Daniel Wassmer,1,18,16,2,0
Jefferson,Brookville Borough 1,Judge of the Superior Court,,DEM,Brandon Neuman,1,206,139,67,0
Jefferson,Brookville Borough 1,Judge of the Superior Court,,REP,Maria Battista,1,383,328,55,0
Jefferson,Brookville Borough 2,Judge of the Superior Court,,DEM,Brandon Neuman,1,140,85,55,0
Jefferson,Brookville Borough 2,Judge of the Superior Court,,REP,Maria Battista,1,373,346,27,0
Jefferson,Clover Township,Judge of the Superior Court,,DEM,Brandon Neuman,1,23,17,6,0
Jefferson,Clover Township,Judge of the Superior Court,,REP,Maria Battista,1,138,131,7,0
Jefferson,Corsica Borough,Judge of the Superior Court,,DEM,Brandon Neuman,1,31,25,6,0
Jefferson,Corsica Borough,Judge of the Superior Court,,REP,Maria Battista,1,66,61,5,0
Jefferson,Eldred Township,Judge of the Superior Court,,DEM,Brandon Neuman,1,88,62,26,0
Jefferson,Eldred Township,Judge of the Superior Court,,REP,Maria Battista,1,368,339,29,0
Jefferson,Falls Creek Borough,Judge of the Superior Court,,DEM,Brandon Neuman,1,64,0,0,0
Jefferson,Falls Creek Borough,Judge of the Superior Court,,REP,Maria Battista,1,151,0,0,0
Jefferson,Brookville Borough 1,Judge of the Superior Court,,LBR,Daniel Wassmer,1,12,9,3,0
Jefferson,Brookville Borough 2,Judge of the Superior Court,,LBR,Daniel Wassmer,1,12,9,3,0
Jefferson,Clover Township,Judge of the Superior Court,,LBR,Daniel Wassmer,1,2,2,0,0
Jefferson,Corsica Borough,Judge of the Superior Court,,LBR,Daniel Wassmer,1,2,2,0,0
Jefferson,Eldred Township,Judge of the Superior Court,,LBR,Daniel Wassmer,1,5,4,1,0
Jefferson,Falls Creek Borough,Judge of the Superior Court,,LBR,Daniel Wassmer,1,6,0,0,0
Jefferson,Falls Creek Borough 2,Judge of the Superior Court,,DEM,Brandon Neuman,1,0,0,0,0
Jefferson,Falls Creek Borough 2,Judge of the Superior Court,,REP,Maria Battista,1,4,0,0,0
Jefferson,Gaskill Township,Judge of the Superior Court,,DEM,Brandon Neuman,1,37,23,14,0
Jefferson,Gaskill Township,Judge of the Superior Court,,REP,Maria Battista,1,168,156,12,0
Jefferson,Heath Township,Judge of the Superior Court,,DEM,Brandon Neuman,1,21,11,10,0
Jefferson,Heath Township,Judge of the Superior Court,,REP,Maria Battista,1,44,36,8,0
Jefferson,Henderson Township,Judge of the Superior Court,,DEM,Brandon Neuman,1,65,0,0,0
Jefferson,Henderson Township,Judge of the Superior Court,,REP,Maria Battista,1,202,0,0,0
Jefferson,Knox Township,Judge of the Superior Court,,DEM,Brandon Neuman,1,33,0,0,0
Jefferson,Knox Township,Judge of the Superior Court,,REP,Maria Battista,1,297,0,0,0
Jefferson,McCalmont Township,Judge of the Superior Court,,DEM,Brandon Neuman,1,54,40,14,0
Jefferson,McCalmont Township,Judge of the Superior Court,,REP,Maria Battista,1,172,161,11,0
Jefferson,Falls Creek Borough 2,Judge of the Superior Court,,LBR,Daniel Wassmer,1,0,0,0,0
Jefferson,Gaskill Township,Judge of the Superior Court,,LBR,Daniel Wassmer,1,3,3,0,0
Jefferson,Heath Township,Judge of the Superior Court,,LBR,Daniel Wassmer,1,0,0,0,0
Jefferson,Henderson Township,Judge of the Superior Court,,LBR,Daniel Wassmer,1,9,0,0,0
Jefferson,Knox Township,Judge of the Superior Court,,LBR,Daniel Wassmer,1,2,0,0,0
Jefferson,McCalmont Township,Judge of the Superior Court,,LBR,Daniel Wassmer,1,5,4,1,0
Jefferson,Oliver Township,Judge of the Superior Court,,DEM,Brandon Neuman,1,51,41,10,0
Jefferson,Oliver Township,Judge of the Superior Court,,REP,Maria Battista,1,359,343,16,0
Jefferson,Perry Township,Judge of the Superior Court,,DEM,Brandon Neuman,1,54,36,18,0
Jefferson,Perry Township,Judge of the Superior Court,,REP,Maria Battista,1,321,301,20,0
Jefferson,Pinecreek Township,Judge of the Superior Court,,DEM,Brandon Neuman,1,48,31,17,0
Jefferson,Pinecreek Township,Judge of the Superior Court,,REP,Maria Battista,1,263,244,19,0
Jefferson,Polk Township,Judge of the Superior Court,,DEM,Brandon Neuman,1,16,12,4,0
Jefferson,Polk Township,Judge of the Superior Court,,REP,Maria Battista,1,76,65,11,0
Jefferson,Porter Township,Judge of the Superior Court,,DEM,Brandon Neuman,1,12,0,0,0
Jefferson,Porter Township,Judge of the Superior Court,,REP,Maria Battista,1,69,0,0,0
Jefferson,Punxsutawney Borough 1,Judge of the Superior Court,,DEM,Brandon Neuman,1,207,132,75,0
Jefferson,Punxsutawney Borough 1,Judge of the Superior Court,,REP,Maria Battista,1,366,320,46,0
Jefferson,Oliver Township,Judge of the Superior Court,,LBR,Daniel Wassmer,1,3,2,1,0
Jefferson,Perry Township,Judge of the Superior Court,,LBR,Daniel Wassmer,1,10,10,0,0
Jefferson,Pinecreek Township,Judge of the Superior Court,,LBR,Daniel Wassmer,1,3,2,1,0
Jefferson,Polk Township,Judge of the Superior Court,,LBR,Daniel Wassmer,1,2,1,1,0
Jefferson,Porter Township,Judge of the Superior Court,,LBR,Daniel Wassmer,1,1,0,0,0
Jefferson,Punxsutawney Borough 1,Judge of the Superior Court,,LBR,Daniel Wassmer,1,6,4,2,0
Jefferson,Punxsutawney Borough 2,Judge of the Superior Court,,DEM,Brandon Neuman,1,158,0,0,0
Jefferson,Punxsutawney Borough 2,Judge of the Superior Court,,REP,Maria Battista,1,227,0,0,0
Jefferson,Punxsutawney Borough 3,Judge of the Superior Court,,DEM,Brandon Neuman,1,111,0,0,0
Jefferson,Punxsutawney Borough 3,Judge of the Superior Court,,REP,Maria Battista,1,260,0,0,0
Jefferson,Reynoldsville Borough,Judge of the Superior Court,,DEM,Brandon Neuman,1,157,0,0,0
Jefferson,Reynoldsville Borough,Judge of the Superior Court,,REP,Maria Battista,1,357,0,0,0
Jefferson,Ringgold Township,Judge of the Superior Court,,DEM,Brandon Neuman,1,29,18,11,0
Jefferson,Ringgold Township,Judge of the Superior Court,,REP,Maria Battista,1,165,155,10,0
Jefferson,Rose Township,Judge of the Superior Court,,DEM,Brandon Neuman,1,73,48,25,0
Jefferson,Rose Township,Judge of the Superior Court,,REP,Maria Battista,1,292,270,22,0
Jefferson,Snyder Township,Judge of the Superior Court,,DEM,Brandon Neuman,1,198,0,0,0
Jefferson,Snyder Township,Judge of the Superior Court,,REP,Maria Battista,1,429,0,0,0
Jefferson,Punxsutawney Borough 2,Judge of the Superior Court,,LBR,Daniel Wassmer,1,5,0,0,0
Jefferson,Punxsutawney Borough 3,Judge of the Superior Court,,LBR,Daniel Wassmer,1,5,0,0,0
Jefferson,Reynoldsville Borough,Judge of the Superior Court,,LBR,Daniel Wassmer,1,20,0,0,0
Jefferson,Ringgold Township,Judge of the Superior Court,,LBR,Daniel Wassmer,1,2,2,0,0
Jefferson,Rose Township,Judge of the Superior Court,,LBR,Daniel Wassmer,1,3,1,2,0
Jefferson,Snyder Township,Judge of the Superior Court,,LBR,Daniel Wassmer,1,14,0,0,0
Jefferson,Summerville Borough,Judge of the Superior Court,,DEM,Brandon Neuman,1,30,27,3,0
Jefferson,Summerville Borough,Judge of the Superior Court,,REP,Maria Battista,1,136,122,14,0
Jefferson,Sykesville Borough,Judge of the Superior Court,,DEM,Brandon Neuman,1,82,53,29,0
Jefferson,Sykesville Borough,Judge of the Superior Court,,REP,Maria Battista,1,185,169,16,0
Jefferson,Timblin Borough,Judge of the Superior Court,,DEM,Brandon Neuman,1,2,0,0,0
Jefferson,Timblin Borough,Judge of the Superior Court,,REP,Maria Battista,1,21,0,0,0
Jefferson,Union Township,Judge of the Superior Court,,DEM,Brandon Neuman,1,45,36,9,0
Jefferson,Union Township,Judge of the Superior Court,,REP,Maria Battista,1,215,204,11,0
Jefferson,Warsaw Township,Judge of the Superior Court,,DEM,Brandon Neuman,1,48,38,10,0
Jefferson,Warsaw Township,Judge of the Superior Court,,REP,Maria Battista,1,389,368,21,0
Jefferson,Washington Township,Judge of the Superior Court,,DEM,Brandon Neuman,1,114,0,0,0
Jefferson,Washington Township,Judge of the Superior Court,,REP,Maria Battista,1,434,0,0,0
Jefferson,Summerville Borough,Judge of the Superior Court,,LBR,Daniel Wassmer,1,3,3,0,0
Jefferson,Sykesville Borough,Judge of the Superior Court,,LBR,Daniel Wassmer,1,5,5,0,0
Jefferson,Timblin Borough,Judge of the Superior Court,,LBR,Daniel Wassmer,1,0,0,0,0
Jefferson,Union Township,Judge of the Superior Court,,LBR,Daniel Wassmer,1,1,1,0,0
Jefferson,Warsaw Township,Judge of the Superior Court,,LBR,Daniel Wassmer,1,8,7,1,0
Jefferson,Washington Township,Judge of the Superior Court,,LBR,Daniel Wassmer,1,9,0,0,0
Jefferson,Winslow Township,Judge of the Superior Court,,DEM,Brandon Neuman,1,160,0,0,0
Jefferson,Winslow Township,Judge of the Superior Court,,REP,Maria Battista,1,535,0,0,0
Jefferson,Worthville Borough,Judge of the Superior Court,,DEM,Brandon Neuman,1,5,0,0,0
Jefferson,Worthville Borough,Judge of the Superior Court,,REP,Maria Battista,1,32,0,0,0
Jefferson,Young Township,Judge of the Superior Court,,DEM,Brandon Neuman,1,159,0,0,0
Jefferson,Young Township,Judge of the Superior Court,,REP,Maria Battista,1,421,0,0,0
Jefferson,Winslow Township,Judge of the Superior Court,,LBR,Daniel Wassmer,1,7,0,0,0
Jefferson,Worthville Borough,Judge of the Superior Court,,LBR,Daniel Wassmer,1,3,0,0,0
Jefferson,Young Township,Judge of the Superior Court,,LBR,Daniel Wassmer,1,9,0,0,0
Jefferson,Barnett Township,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,32,24,8,0
Jefferson,Barnett Township,Judge of the Commonwealth Court,,REP,Matt Wolford,1,75,64,11,0
Jefferson,Beaver Township,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,17,0,0,0
Jefferson,Beaver Township,Judge of the Commonwealth Court,,REP,Matt Wolford,1,145,0,0,0
Jefferson,Bell Township,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,147,91,56,0
Jefferson,Bell Township,Judge of the Commonwealth Court,,REP,Matt Wolford,1,495,450,45,0
Jefferson,Big Run Borough,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,34,19,15,0
Jefferson,Big Run Borough,Judge of the Commonwealth Court,,REP,Matt Wolford,1,107,101,6,0
Jefferson,Brockway Borough,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,212,151,61,0
Jefferson,Brockway Borough,Judge of the Commonwealth Court,,REP,Matt Wolford,1,310,268,42,0
Jefferson,Brookville Borough 1,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,207,139,68,0
Jefferson,Brookville Borough 1,Judge of the Commonwealth Court,,REP,Matt Wolford,1,388,331,57,0
Jefferson,Brookville Borough 2,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,143,86,57,0
Jefferson,Brookville Borough 2,Judge of the Commonwealth Court,,REP,Matt Wolford,1,376,348,28,0
Jefferson,Clover Township,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,23,17,6,0
Jefferson,Clover Township,Judge of the Commonwealth Court,,REP,Matt Wolford,1,143,136,7,0
Jefferson,Corsica Borough,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,33,25,8,0
Jefferson,Corsica Borough,Judge of the Commonwealth Court,,REP,Matt Wolford,1,67,64,3,0
Jefferson,Eldred Township,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,89,63,26,0
Jefferson,Eldred Township,Judge of the Commonwealth Court,,REP,Matt Wolford,1,363,335,28,0
Jefferson,Falls Creek Borough,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,68,0,0,0
Jefferson,Falls Creek Borough,Judge of the Commonwealth Court,,REP,Matt Wolford,1,152,0,0,0
Jefferson,Falls Creek Borough 2,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,0,0,0,0
Jefferson,Falls Creek Borough 2,Judge of the Commonwealth Court,,REP,Matt Wolford,1,4,0,0,0
Jefferson,Gaskill Township,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,34,22,12,0
Jefferson,Gaskill Township,Judge of the Commonwealth Court,,REP,Matt Wolford,1,174,160,14,0
Jefferson,Heath Township,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,20,10,10,0
Jefferson,Heath Township,Judge of the Commonwealth Court,,REP,Matt Wolford,1,43,35,8,0
Jefferson,Henderson Township,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,62,0,0,0
Jefferson,Henderson Township,Judge of the Commonwealth Court,,REP,Matt Wolford,1,209,0,0,0
Jefferson,Knox Township,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,34,0,0,0
Jefferson,Knox Township,Judge of the Commonwealth Court,,REP,Matt Wolford,1,293,0,0,0
Jefferson,McCalmont Township,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,54,39,15,0
Jefferson,McCalmont Township,Judge of the Commonwealth Court,,REP,Matt Wolford,1,176,165,11,0
Jefferson,Oliver Township,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,51,41,10,0
Jefferson,Oliver Township,Judge of the Commonwealth Court,,REP,Matt Wolford,1,359,342,17,0
Jefferson,Perry Township,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,60,41,19,0
Jefferson,Perry Township,Judge of the Commonwealth Court,,REP,Matt Wolford,1,321,303,18,0
Jefferson,Pinecreek Township,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,55,38,17,0
Jefferson,Pinecreek Township,Judge of the Commonwealth Court,,REP,Matt Wolford,1,259,239,20,0
Jefferson,Polk Township,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,19,14,5,0
Jefferson,Polk Township,Judge of the Commonwealth Court,,REP,Matt Wolford,1,74,63,11,0
Jefferson,Porter Township,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,11,0,0,0
Jefferson,Porter Township,Judge of the Commonwealth Court,,REP,Matt Wolford,1,71,0,0,0
Jefferson,Punxsutawney Borough 1,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,211,133,78,0
Jefferson,Punxsutawney Borough 1,Judge of the Commonwealth Court,,REP,Matt Wolford,1,363,317,46,0
Jefferson,Punxsutawney Borough 2,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,161,0,0,0
Jefferson,Punxsutawney Borough 2,Judge of the Commonwealth Court,,REP,Matt Wolford,1,227,0,0,0
Jefferson,Punxsutawney Borough 3,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,105,0,0,0
Jefferson,Punxsutawney Borough 3,Judge of the Commonwealth Court,,REP,Matt Wolford,1,272,0,0,0
Jefferson,Reynoldsville Borough,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,179,0,0,0
Jefferson,Reynoldsville Borough,Judge of the Commonwealth Court,,REP,Matt Wolford,1,352,0,0,0
Jefferson,Ringgold Township,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,30,19,11,0
Jefferson,Ringgold Township,Judge of the Commonwealth Court,,REP,Matt Wolford,1,168,158,10,0
Jefferson,Rose Township,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,69,46,23,0
Jefferson,Rose Township,Judge of the Commonwealth Court,,REP,Matt Wolford,1,298,272,26,0
Jefferson,Snyder Township,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,201,0,0,0
Jefferson,Snyder Township,Judge of the Commonwealth Court,,REP,Matt Wolford,1,431,0,0,0
Jefferson,Summerville Borough,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,30,27,3,0
Jefferson,Summerville Borough,Judge of the Commonwealth Court,,REP,Matt Wolford,1,137,122,15,0
Jefferson,Sykesville Borough,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,84,55,29,0
Jefferson,Sykesville Borough,Judge of the Commonwealth Court,,REP,Matt Wolford,1,184,168,16,0
Jefferson,Timblin Borough,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,2,0,0,0
Jefferson,Timblin Borough,Judge of the Commonwealth Court,,REP,Matt Wolford,1,21,0,0,0
Jefferson,Union Township,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,47,37,10,0
Jefferson,Union Township,Judge of the Commonwealth Court,,REP,Matt Wolford,1,216,205,11,0
Jefferson,Warsaw Township,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,51,40,11,0
Jefferson,Warsaw Township,Judge of the Commonwealth Court,,REP,Matt Wolford,1,393,372,21,0
Jefferson,Washington Township,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,118,0,0,0
Jefferson,Washington Township,Judge of the Commonwealth Court,,REP,Matt Wolford,1,440,0,0,0
Jefferson,Winslow Township,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,155,0,0,0
Jefferson,Winslow Township,Judge of the Commonwealth Court,,REP,Matt Wolford,1,549,0,0,0
Jefferson,Worthville Borough,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,8,0,0,0
Jefferson,Worthville Borough,Judge of the Commonwealth Court,,REP,Matt Wolford,1,33,0,0,0
Jefferson,Young Township,Judge of the Commonwealth Court,,DEM,Stella Tsai,1,162,0,0,0
Jefferson,Young Township,Judge of the Commonwealth Court,,REP,Matt Wolford,1,425,0,0,0
Jefferson,Barnett Township,Coroner,,DEM,James O'Bryon,1,30,24,6,0
Jefferson,Barnett Township,Coroner,,REP,Greg Furlong,1,75,63,12,0
Jefferson,Beaver Township,Coroner,,DEM,James O'Bryon,1,28,0,0,0
Jefferson,Beaver Township,Coroner,,REP,Greg Furlong,1,134,0,0,0
Jefferson,Bell Township,Coroner,,DEM,James O'Bryon,1,284,218,66,0
Jefferson,Bell Township,Coroner,,REP,Greg Furlong,1,362,326,36,0
Jefferson,Big Run Borough,Coroner,,DEM,James O'Bryon,1,77,61,16,0
Jefferson,Big Run Borough,Coroner,,REP,Greg Furlong,1,62,59,3,0
Jefferson,Brockway Borough,Coroner,,DEM,James O'Bryon,1,335,264,71,0
Jefferson,Brockway Borough,Coroner,,REP,Greg Furlong,1,190,159,31,0
Jefferson,Brookville Borough 1,Coroner,,DEM,James O'Bryon,1,253,188,65,0
Jefferson,Brookville Borough 1,Coroner,,REP,Greg Furlong,1,353,296,57,0
Jefferson,Brookville Borough 2,Coroner,,DEM,James O'Bryon,1,193,142,51,0
Jefferson,Brookville Borough 2,Coroner,,REP,Greg Furlong,1,334,300,34,0
Jefferson,Clover Township,Coroner,,DEM,James O'Bryon,1,36,33,3,0
Jefferson,Clover Township,Coroner,,REP,Greg Furlong,1,133,124,9,0
Jefferson,Corsica Borough,Coroner,,DEM,James O'Bryon,1,30,24,6,0
Jefferson,Corsica Borough,Coroner,,REP,Greg Furlong,1,75,71,4,0
Jefferson,Eldred Township,Coroner,,DEM,James O'Bryon,1,168,141,27,0
Jefferson,Eldred Township,Coroner,,REP,Greg Furlong,1,290,263,27,0
Jefferson,Falls Creek Borough,Coroner,,DEM,James O'Bryon,1,157,0,0,0
Jefferson,Falls Creek Borough,Coroner,,REP,Greg Furlong,1,64,0,0,0
Jefferson,Falls Creek Borough 2,Coroner,,DEM,James O'Bryon,1,0,0,0,0
Jefferson,Falls Creek Borough 2,Coroner,,REP,Greg Furlong,1,4,0,0,0
Jefferson,Gaskill Township,Coroner,,DEM,James O'Bryon,1,91,79,12,0
Jefferson,Gaskill Township,Coroner,,REP,Greg Furlong,1,116,102,14,0
Jefferson,Heath Township,Coroner,,DEM,James O'Bryon,1,21,12,9,0
Jefferson,Heath Township,Coroner,,REP,Greg Furlong,1,44,35,9,0
Jefferson,Henderson Township,Coroner,,DEM,James O'Bryon,1,178,0,0,0
Jefferson,Henderson Township,Coroner,,REP,Greg Furlong,1,98,0,0,0
Jefferson,Knox Township,Coroner,,DEM,James O'Bryon,1,94,0,0,0
Jefferson,Knox Township,Coroner,,REP,Greg Furlong,1,238,0,0,0
Jefferson,McCalmont Township,Coroner,,DEM,James O'Bryon,1,115,99,16,0
Jefferson,McCalmont Township,Coroner,,REP,Greg Furlong,1,113,103,10,0
Jefferson,Oliver Township,Coroner,,DEM,James O'Bryon,1,127,111,16,0
Jefferson,Oliver Township,Coroner,,REP,Greg Furlong,1,287,276,11,0
Jefferson,Perry Township,Coroner,,DEM,James O'Bryon,1,133,109,24,0
Jefferson,Perry Township,Coroner,,REP,Greg Furlong,1,252,238,14,0
Jefferson,Pinecreek Township,Coroner,,DEM,James O'Bryon,1,106,90,16,0
Jefferson,Pinecreek Township,Coroner,,REP,Greg Furlong,1,209,189,20,0
Jefferson,Polk Township,Coroner,,DEM,James O'Bryon,1,30,24,6,0
Jefferson,Polk Township,Coroner,,REP,Greg Furlong,1,66,56,10,0
Jefferson,Porter Township,Coroner,,DEM,James O'Bryon,1,25,0,0,0
Jefferson,Porter Township,Coroner,,REP,Greg Furlong,1,57,0,0,0
Jefferson,Punxsutawney Borough 1,Coroner,,DEM,James O'Bryon,1,283,204,79,0
Jefferson,Punxsutawney Borough 1,Coroner,,REP,Greg Furlong,1,291,246,45,0
Jefferson,Punxsutawney Borough 2,Coroner,,DEM,James O'Bryon,1,213,0,0,0
Jefferson,Punxsutawney Borough 2,Coroner,,REP,Greg Furlong,1,179,0,0,0
Jefferson,Punxsutawney Borough 3,Coroner,,DEM,James O'Bryon,1,152,0,0,0
Jefferson,Punxsutawney Borough 3,Coroner,,REP,Greg Furlong,1,223,0,0,0
Jefferson,Reynoldsville Borough,Coroner,,DEM,James O'Bryon,1,418,0,0,0
