county,precinct,office,district,party,candidate,vote_for,votes
Bedford,0601 Colerain Township,School Director (4 Year Term) Bedford Area School District - Area III,-,REP,Rob Koontz,2,252
Bedford,0701 Cumberland Valley Township,School Director (4 Year Term) Bedford Area School District - Area III,-,REP,Rob Koontz,2,239
Bedford,1201 Hyndman Borough,School Director (4 Year Term) Bedford Area School District - Area III,-,REP,Rob Koontz,2,113
Bedford,1801 Londonderry Township,School Director (4 Year Term) Bedford Area School District - Area III,-,REP,Rob Koontz,2,203
Bedford,2601 Rainsburg Borough,School Director (4 Year Term) Bedford Area School District - Area III,-,REP,Rob Koontz,2,18
Bedford,1301 Juniata Township,School Director (4 Year Term) Chestnut Ridge Area School District - Area I,-,DEM/REP,Adam C Egolf,2,146
Bedford,1301 Juniata Township,School Director (4 Year Term) Chestnut Ridge Area School District - Area I,-,REP,Ryan Emerick,2,222
Bedford,2201 Napier Township,School Director (4 Year Term) Chestnut Ridge Area School District - Area I,-,DEM/REP,Adam C Egolf,2,349
Bedford,2201 Napier Township,School Director (4 Year Term) Chestnut Ridge Area School District - Area I,-,REP,Ryan Emerick,2,441
Bedford,2301 New Paris Borough,School Director (4 Year Term) Chestnut Ridge Area School District - Area I,-,DEM/REP,Adam C Egolf,2,23
Bedford,2301 New Paris Borough,School Director (4 Year Term) Chestnut Ridge Area School District - Area I,-,REP,Ryan Emerick,2,28
Bedford,2801 Schellsburg Borough,School Director (4 Year Term) Chestnut Ridge Area School District - Area I,-,DEM/REP,Adam C Egolf,2,53
Bedford,2801 Schellsburg Borough,School Director (4 Year Term) Chestnut Ridge Area School District - Area I,-,REP,Ryan Emerick,2,64
Bedford,1701 Lincoln Township,School Director (4 Year Term) Chestnut Ridge Area School District - Area II,-,DEM/REP,Walason McDonald Angelique,1,104
Bedford,2401 Pleasantville Borough,School Director (4 Year Term) Chestnut Ridge Area School District - Area II,-,DEM/REP,Walason McDonald Angelique,1,33
Bedford,3202 West St. Clair Township,School Director (4 Year Term) Chestnut Ridge Area School District - Area II,-,DEM/REP,Walason McDonald Angelique,1,452
Bedford,3301 Pavia Township,School Director (4 Year Term) Chestnut Ridge Area School District - Area II,-,DEM/REP,Walason McDonald Angelique,1,73
Bedford,1501 King Township,School Director (4 Year Term) Chestnut Ridge Area School District - Area III,-,DEM/REP,John E Clark,1,247
Bedford,3101 St. Clairsville Borough,School Director (4 Year Term) Chestnut Ridge Area School District - Area III,-,DEM/REP,John E Clark,1,13
Bedford,3201 East St. Clair Township,School Director (4 Year Term) Chestnut Ridge Area School District - Area III,-,DEM/REP,John E Clark,1,641
Bedford,1401 Kimmel Township,School Director (4 Year Term) Claysburg-Kimmel Area School District,,DEM/REP,Dan Potter,1,341
Bedford,1901 Mann Township,School Director (4 Year Term) Everett Area School District - Area I,-,DEM/REP,Joseph R Payne,2,57
Bedford,1901 Mann Township,School Director (4 Year Term) Everett Area School District - Area I,-,REP,Jamie Howsare,2,190
Bedford,2501 East Providence Township,School Director (4 Year Term) Everett Area School District - Area I,-,DEM/REP,Joseph R Payne,2,215
Bedford,2501 East Providence Township,School Director (4 Year Term) Everett Area School District - Area I,-,REP,Jamie Howsare,2,343
Bedford,3003 Southampton Township,School Director (4 Year Term) Everett Area School District - Area I,-,DEM/REP,Joseph R Payne,2,57
Bedford,3003 Southampton Township,School Director (4 Year Term) Everett Area School District - Area I,-,REP,Jamie Howsare,2,149
Bedford,0801 Everett Borough,School Director (4 Year Term) Everett Area School District - Area II,-,REP,Charlee D Howsare,1,268
Bedford,2101 Monroe Township,School Director (4 Year Term) Everett Area School District - Area II,-,REP,Charlee D Howsare,1,356
Bedford,2502 West Providence Township,School Director (4 Year Term) Everett Area School District - Area III,-,DEM/REP,Casey Weaver,1,747
Bedford,0301 Bloomfield Township,School Director (4 Year Term) Northern Bedford County School District,,DEM/REP,Randy A Wiand,2,103
Bedford,0301 Bloomfield Township,School Director (4 Year Term) Northern Bedford County School District,,REP,Chris Cronrath,2,168
Bedford,1001 Hopewell Borough,School Director (4 Year Term) Northern Bedford County School District,,DEM/REP,Randy A Wiand,2,14
Bedford,1001 Hopewell Borough,School Director (4 Year Term) Northern Bedford County School District,,REP,Chris Cronrath,2,31
Bedford,1101 Hopewell Township,School Director (4 Year Term) Northern Bedford County School District,,DEM/REP,Randy A Wiand,2,270
Bedford,1101 Hopewell Township,School Director (4 Year Term) Northern Bedford County School District,,REP,Chris Cronrath,2,365
Bedford,3401 Woodbury Borough,School Director (4 Year Term) Northern Bedford County School District,,DEM/REP,Randy A Wiand,2,38
Bedford,3401 Woodbury Borough,School Director (4 Year Term) Northern Bedford County School District,,REP,Chris Cronrath,2,51
Bedford,3501 Woodbury Township,School Director (4 Year Term) Northern Bedford County School District,,DEM/REP,Randy A Wiand,2,121
Bedford,3501 Woodbury Township,School Director (4 Year Term) Northern Bedford County School District,,REP,Chris Cronrath,2,157
Bedford,3601 South Woodbury Township,School Director (4 Year Term) Northern Bedford County School District,,DEM/REP,Randy A Wiand,2,235
Bedford,3601 South Woodbury Township,School Director (4 Year Term) Northern Bedford County School District,,REP,Chris Cronrath,2,276
Bedford,0401 Broad Top Township,School Director (4 Year Term) Tussey Mountain Area School District - Area II,-,DEM/REP,Tiffany Edwards,2,138
Bedford,0401 Broad Top Township,School Director (4 Year Term) Tussey Mountain Area School District - Area II,-,REP,Bradley Sheeder,2,211
Bedford,0501 Coaldale Borough,School Director (4 Year Term) Tussey Mountain Area School District - Area II,-,DEM/REP,Tiffany Edwards,2,15
Bedford,0501 Coaldale Borough,School Director (4 Year Term) Tussey Mountain Area School District - Area II,-,REP,Bradley Sheeder,2,13
Bedford,1601 Liberty Township,School Director (4 Year Term) Tussey Mountain Area School District - Area III,-,DEM/REP,John A King,1,369
Bedford,2701 Saxton Borough,School Director (4 Year Term) Tussey Mountain Area School District - Area III,-,DEM/REP,John A King,1,103
Bedford,0101 Bedford Borough East Ward,Referendum - Bedford County,,,Yes,1,232
Bedford,0101 Bedford Borough East Ward,Referendum - Bedford County,,,No,1,119
Bedford,0102 Bedford Borough West Ward,Referendum - Bedford County,,,Yes,1,197
Bedford,0102 Bedford Borough West Ward,Referendum - Bedford County,,,No,1,135
Bedford,0201 Bedford Township No 1,Referendum - Bedford County,,,Yes,1,262
Bedford,0201 Bedford Township No 1,Referendum - Bedford County,,,No,1,381
Bedford,0202 Bedford Township No 2,Referendum - Bedford County,,,Yes,1,387
Bedford,0202 Bedford Township No 2,Referendum - Bedford County,,,No,1,398
Bedford,0301 Bloomfield Township,Referendum - Bedford County,,,Yes,1,53
Bedford,0301 Bloomfield Township,Referendum - Bedford County,,,No,1,168
Bedford,0401 Broad Top Township,Referendum - Bedford County,,,Yes,1,87
Bedford,0401 Broad Top Township,Referendum - Bedford County,,,No,1,195
Bedford,0501 Coaldale Borough,Referendum - Bedford County,,,Yes,1,6
Bedford,0501 Coaldale Borough,Referendum - Bedford County,,,No,1,10
Bedford,0601 Colerain Township,Referendum - Bedford County,,,Yes,1,142
Bedford,0601 Colerain Township,Referendum - Bedford County,,,No,1,202
Bedford,0701 Cumberland Valley Township,Referendum - Bedford County,,,Yes,1,108
Bedford,0701 Cumberland Valley Township,Referendum - Bedford County,,,No,1,236
Bedford,0801 Everett Borough,Referendum - Bedford County,,,Yes,1,123
Bedford,0801 Everett Borough,Referendum - Bedford County,,,No,1,124
Bedford,0901 Harrison Township,Referendum - Bedford County,,,Yes,1,116
Bedford,0901 Harrison Township,Referendum - Bedford County,,,No,1,139
Bedford,1001 Hopewell Borough,Referendum - Bedford County,,,Yes,1,8
Bedford,1001 Hopewell Borough,Referendum - Bedford County,,,No,1,33
Bedford,1101 Hopewell Township,Referendum - Bedford County,,,Yes,1,168
Bedford,1101 Hopewell Township,Referendum - Bedford County,,,No,1,270
Bedford,1201 Hyndman Borough,Referendum - Bedford County,,,Yes,1,94
Bedford,1201 Hyndman Borough,Referendum - Bedford County,,,No,1,69
Bedford,1301 Juniata Township,Referendum - Bedford County,,,Yes,1,67
Bedford,1301 Juniata Township,Referendum - Bedford County,,,No,1,178
Bedford,1401 Kimmel Township,Referendum - Bedford County,,,Yes,1,96
Bedford,1401 Kimmel Township,Referendum - Bedford County,,,No,1,246
Bedford,1501 King Township,Referendum - Bedford County,,,Yes,1,66
Bedford,1501 King Township,Referendum - Bedford County,,,No,1,166
Bedford,1601 Liberty Township,Referendum - Bedford County,,,Yes,1,149
Bedford,1601 Liberty Township,Referendum - Bedford County,,,No,1,255
Bedford,1701 Lincoln Township,Referendum - Bedford County,,,Yes,1,31
Bedford,1701 Lincoln Township,Referendum - Bedford County,,,No,1,81
Bedford,1801 Londonderry Township,Referendum - Bedford County,,,Yes,1,88
Bedford,1801 Londonderry Township,Referendum - Bedford County,,,No,1,183
Bedford,1901 Mann Township,Referendum - Bedford County,,,Yes,1,40
Bedford,1901 Mann Township,Referendum - Bedford County,,,No,1,137
Bedford,2001 Manns Choice Borough,Referendum - Bedford County,,,Yes,1,24
Bedford,2001 Manns Choice Borough,Referendum - Bedford County,,,No,1,38
Bedford,2101 Monroe Township,Referendum - Bedford County,,,Yes,1,101
Bedford,2101 Monroe Township,Referendum - Bedford County,,,No,1,242
Bedford,2201 Napier Township,Referendum - Bedford County,,,Yes,1,118
Bedford,2201 Napier Township,Referendum - Bedford County,,,No,1,435
Bedford,2301 New Paris Borough,Referendum - Bedford County,,,Yes,1,11
Bedford,2301 New Paris Borough,Referendum - Bedford County,,,No,1,18
Bedford,2401 Pleasantville Borough,Referendum - Bedford County,,,Yes,1,3
Bedford,2401 Pleasantville Borough,Referendum - Bedford County,,,No,1,25
Bedford,2501 East Providence Township,Referendum - Bedford County,,,Yes,1,131
Bedford,2501 East Providence Township,Referendum - Bedford County,,,No,1,283
Bedford,2502 West Providence Township,Referendum - Bedford County,,,Yes,1,313
Bedford,2502 West Providence Township,Referendum - Bedford County,,,No,1,494
Bedford,2601 Rainsburg Borough,Referendum - Bedford County,,,Yes,1,15
Bedford,2601 Rainsburg Borough,Referendum - Bedford County,,,No,1,9
Bedford,2701 Saxton Borough,Referendum - Bedford County,,,Yes,1,42
Bedford,2701 Saxton Borough,Referendum - Bedford County,,,No,1,78
Bedford,2801 Schellsburg Borough,Referendum - Bedford County,,,Yes,1,21
Bedford,2801 Schellsburg Borough,Referendum - Bedford County,,,No,1,52
Bedford,2901 Snake Spring Township,Referendum - Bedford County,,,Yes,1,260
Bedford,2901 Snake Spring Township,Referendum - Bedford County,,,No,1,263
Bedford,3003 Southampton Township,Referendum - Bedford County,,,Yes,1,40
Bedford,3003 Southampton Township,Referendum - Bedford County,,,No,1,132
Bedford,3101 St. Clairsville Borough,Referendum - Bedford County,,,Yes,1,1
Bedford,3101 St. Clairsville Borough,Referendum - Bedford County,,,No,1,16
Bedford,3201 East St. Clair Township,Referendum - Bedford County,,,Yes,1,242
Bedford,3201 East St. Clair Township,Referendum - Bedford County,,,No,1,488
Bedford,3202 West St. Clair Township,Referendum - Bedford County,,,Yes,1,150
Bedford,3202 West St. Clair Township,Referendum - Bedford County,,,No,1,344
Bedford,3301 Pavia Township,Referendum - Bedford County,,,Yes,1,23
Bedford,3301 Pavia Township,Referendum - Bedford County,,,No,1,45
Bedford,3401 Woodbury Borough,Referendum - Bedford County,,,Yes,1,22
Bedford,3401 Woodbury Borough,Referendum - Bedford County,,,No,1,33
Bedford,3501 Woodbury Township,Referendum - Bedford County,,,Yes,1,64
Bedford,3501 Woodbury Township,Referendum - Bedford County,,,No,1,148
Bedford,3601 South Woodbury Township,Referendum - Bedford County,,,Yes,1,120
Bedford,3601 South Woodbury Township,Referendum - Bedford County,,,No,1,309
Bedford,0101 Bedford Borough East Ward,Justice of the Supreme Retention Election Question - Christine Donohue,,,Yes,1,210
Bedford,0101 Bedford Borough East Ward,Justice of the Supreme Retention Election Question - Christine Donohue,,,No,1,233
Bedford,0102 Bedford Borough West Ward,Justice of the Supreme Retention Election Question - Christine Donohue,,,Yes,1,191
Bedford,0102 Bedford Borough West Ward,Justice of the Supreme Retention Election Question - Christine Donohue,,,No,1,216
Bedford,0201 Bedford Township No 1,Justice of the Supreme Retention Election Question - Christine Donohue,,,Yes,1,199
Bedford,0201 Bedford Township No 1,Justice of the Supreme Retention Election Question - Christine Donohue,,,No,1,458
Bedford,0202 Bedford Township No 2,Justice of the Supreme Retention Election Question - Christine Donohue,,,Yes,1,262
Bedford,0202 Bedford Township No 2,Justice of the Supreme Retention Election Question - Christine Donohue,,,No,1,552
Bedford,0301 Bloomfield Township,Justice of the Supreme Retention Election Question - Christine Donohue,,,Yes,1,45
Bedford,0301 Bloomfield Township,Justice of the Supreme Retention Election Question - Christine Donohue,,,No,1,195
Bedford,0401 Broad Top Township,Justice of the Supreme Retention Election Question - Christine Donohue,,,Yes,1,93
Bedford,0401 Broad Top Township,Justice of the Supreme Retention Election Question - Christine Donohue,,,No,1,204
Bedford,0501 Coaldale Borough,Justice of the Supreme Retention Election Question - Christine Donohue,,,Yes,1,13
Bedford,0501 Coaldale Borough,Justice of the Supreme Retention Election Question - Christine Donohue,,,No,1,7
Bedford,0601 Colerain Township,Justice of the Supreme Retention Election Question - Christine Donohue,,,Yes,1,102
Bedford,0601 Colerain Township,Justice of the Supreme Retention Election Question - Christine Donohue,,,No,1,256
Bedford,0701 Cumberland Valley Township,Justice of the Supreme Retention Election Question - Christine Donohue,,,Yes,1,116
Bedford,0701 Cumberland Valley Township,Justice of the Supreme Retention Election Question - Christine Donohue,,,No,1,269
Bedford,0801 Everett Borough,Justice of the Supreme Retention Election Question - Christine Donohue,,,Yes,1,114
Bedford,0801 Everett Borough,Justice of the Supreme Retention Election Question - Christine Donohue,,,No,1,198
Bedford,0901 Harrison Township,Justice of the Supreme Retention Election Question - Christine Donohue,,,Yes,1,97
Bedford,0901 Harrison Township,Justice of the Supreme Retention Election Question - Christine Donohue,,,No,1,220
Bedford,1001 Hopewell Borough,Justice of the Supreme Retention Election Question - Christine Donohue,,,Yes,1,14
Bedford,1001 Hopewell Borough,Justice of the Supreme Retention Election Question - Christine Donohue,,,No,1,27
Bedford,1101 Hopewell Township,Justice of the Supreme Retention Election Question - Christine Donohue,,,Yes,1,137
Bedford,1101 Hopewell Township,Justice of the Supreme Retention Election Question - Christine Donohue,,,No,1,363
Bedford,1201 Hyndman Borough,Justice of the Supreme Retention Election Question - Christine Donohue,,,Yes,1,71
Bedford,1201 Hyndman Borough,Justice of the Supreme Retention Election Question - Christine Donohue,,,No,1,103
Bedford,1301 Juniata Township,Justice of the Supreme Retention Election Question - Christine Donohue,,,Yes,1,68
Bedford,1301 Juniata Township,Justice of the Supreme Retention Election Question - Christine Donohue,,,No,1,214
Bedford,1401 Kimmel Township,Justice of the Supreme Retention Election Question - Christine Donohue,,,Yes,1,116
Bedford,1401 Kimmel Township,Justice of the Supreme Retention Election Question - Christine Donohue,,,No,1,250
Bedford,1501 King Township,Justice of the Supreme Retention Election Question - Christine Donohue,,,Yes,1,67
Bedford,1501 King Township,Justice of the Supreme Retention Election Question - Christine Donohue,,,No,1,190
Bedford,1601 Liberty Township,Justice of the Supreme Retention Election Question - Christine Donohue,,,Yes,1,139
Bedford,1601 Liberty Township,Justice of the Supreme Retention Election Question - Christine Donohue,,,No,1,269
Bedford,1701 Lincoln Township,Justice of the Supreme Retention Election Question - Christine Donohue,,,Yes,1,33
Bedford,1701 Lincoln Township,Justice of the Supreme Retention Election Question - Christine Donohue,,,No,1,93
Bedford,1801 Londonderry Township,Justice of the Supreme Retention Election Question - Christine Donohue,,,Yes,1,72
Bedford,1801 Londonderry Township,Justice of the Supreme Retention Election Question - Christine Donohue,,,No,1,235
Bedford,1901 Mann Township,Justice of the Supreme Retention Election Question - Christine Donohue,,,Yes,1,57
Bedford,1901 Mann Township,Justice of the Supreme Retention Election Question - Christine Donohue,,,No,1,130
Bedford,2001 Manns Choice Borough,Justice of the Supreme Retention Election Question - Christine Donohue,,,Yes,1,21
Bedford,2001 Manns Choice Borough,Justice of the Supreme Retention Election Question - Christine Donohue,,,No,1,44
Bedford,2101 Monroe Township,Justice of the Supreme Retention Election Question - Christine Donohue,,,Yes,1,109
Bedford,2101 Monroe Township,Justice of the Supreme Retention Election Question - Christine Donohue,,,No,1,270
Bedford,2201 Napier Township,Justice of the Supreme Retention Election Question - Christine Donohue,,,Yes,1,139
Bedford,2201 Napier Township,Justice of the Supreme Retention Election Question - Christine Donohue,,,No,1,490
Bedford,2301 New Paris Borough,Justice of the Supreme Retention Election Question - Christine Donohue,,,Yes,1,16
Bedford,2301 New Paris Borough,Justice of the Supreme Retention Election Question - Christine Donohue,,,No,1,27
Bedford,2401 Pleasantville Borough,Justice of the Supreme Retention Election Question - Christine Donohue,,,Yes,1,8
Bedford,2401 Pleasantville Borough,Justice of the Supreme Retention Election Question - Christine Donohue,,,No,1,30
Bedford,2501 East Providence Township,Justice of the Supreme Retention Election Question - Christine Donohue,,,Yes,1,112
Bedford,2501 East Providence Township,Justice of the Supreme Retention Election Question - Christine Donohue,,,No,1,345
Bedford,2502 West Providence Township,Justice of the Supreme Retention Election Question - Christine Donohue,,,Yes,1,228
Bedford,2502 West Providence Township,Justice of the Supreme Retention Election Question - Christine Donohue,,,No,1,610
Bedford,2601 Rainsburg Borough,Justice of the Supreme Retention Election Question - Christine Donohue,,,Yes,1,12
Bedford,2601 Rainsburg Borough,Justice of the Supreme Retention Election Question - Christine Donohue,,,No,1,14
Bedford,2701 Saxton Borough,Justice of the Supreme Retention Election Question - Christine Donohue,,,Yes,1,59
Bedford,2701 Saxton Borough,Justice of the Supreme Retention Election Question - Christine Donohue,,,No,1,70
Bedford,2801 Schellsburg Borough,Justice of the Supreme Retention Election Question - Christine Donohue,,,Yes,1,23
Bedford,2801 Schellsburg Borough,Justice of the Supreme Retention Election Question - Christine Donohue,,,No,1,58
Bedford,2901 Snake Spring Township,Justice of the Supreme Retention Election Question - Christine Donohue,,,Yes,1,194
Bedford,2901 Snake Spring Township,Justice of the Supreme Retention Election Question - Christine Donohue,,,No,1,384
Bedford,3003 Southampton Township,Justice of the Supreme Retention Election Question - Christine Donohue,,,Yes,1,40
Bedford,3003 Southampton Township,Justice of the Supreme Retention Election Question - Christine Donohue,,,No,1,144
Bedford,3101 St. Clairsville Borough,Justice of the Supreme Retention Election Question - Christine Donohue,,,Yes,1,6
Bedford,3101 St. Clairsville Borough,Justice of the Supreme Retention Election Question - Christine Donohue,,,No,1,15
Bedford,3201 East St. Clair Township,Justice of the Supreme Retention Election Question - Christine Donohue,,,Yes,1,226
Bedford,3201 East St. Clair Township,Justice of the Supreme Retention Election Question - Christine Donohue,,,No,1,524
Bedford,3202 West St. Clair Township,Justice of the Supreme Retention Election Question - Christine Donohue,,,Yes,1,114
Bedford,3202 West St. Clair Township,Justice of the Supreme Retention Election Question - Christine Donohue,,,No,1,402
Bedford,3301 Pavia Township,Justice of the Supreme Retention Election Question - Christine Donohue,,,Yes,1,22
Bedford,3301 Pavia Township,Justice of the Supreme Retention Election Question - Christine Donohue,,,No,1,60
Bedford,3401 Woodbury Borough,Justice of the Supreme Retention Election Question - Christine Donohue,,,Yes,1,23
Bedford,3401 Woodbury Borough,Justice of the Supreme Retention Election Question - Christine Donohue,,,No,1,52
Bedford,3501 Woodbury Township,Justice of the Supreme Retention Election Question - Christine Donohue,,,Yes,1,46
Bedford,3501 Woodbury Township,Justice of the Supreme Retention Election Question - Christine Donohue,,,No,1,202
Bedford,3601 South Woodbury Township,Justice of the Supreme Retention Election Question - Christine Donohue,,,Yes,1,84
Bedford,3601 South Woodbury Township,Justice of the Supreme Retention Election Question - Christine Donohue,,,No,1,385
Bedford,0101 Bedford Borough East Ward,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,Yes,1,209
Bedford,0101 Bedford Borough East Ward,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,No,1,234
Bedford,0102 Bedford Borough West Ward,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,Yes,1,189
Bedford,0102 Bedford Borough West Ward,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,No,1,219
Bedford,0201 Bedford Township No 1,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,Yes,1,198
Bedford,0201 Bedford Township No 1,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,No,1,461
Bedford,0202 Bedford Township No 2,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,Yes,1,264
Bedford,0202 Bedford Township No 2,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,No,1,551
Bedford,0301 Bloomfield Township,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,Yes,1,46
Bedford,0301 Bloomfield Township,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,No,1,195
Bedford,0401 Broad Top Township,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,Yes,1,99
Bedford,0401 Broad Top Township,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,No,1,198
Bedford,0501 Coaldale Borough,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,Yes,1,12
Bedford,0501 Coaldale Borough,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,No,1,7
Bedford,0601 Colerain Township,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,Yes,1,103
Bedford,0601 Colerain Township,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,No,1,253
Bedford,0701 Cumberland Valley Township,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,Yes,1,114
Bedford,0701 Cumberland Valley Township,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,No,1,269
Bedford,0801 Everett Borough,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,Yes,1,111
Bedford,0801 Everett Borough,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,No,1,200
Bedford,0901 Harrison Township,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,Yes,1,100
Bedford,0901 Harrison Township,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,No,1,216
Bedford,1001 Hopewell Borough,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,Yes,1,13
Bedford,1001 Hopewell Borough,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,No,1,28
Bedford,1101 Hopewell Township,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,Yes,1,130
Bedford,1101 Hopewell Township,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,No,1,368
Bedford,1201 Hyndman Borough,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,Yes,1,72
Bedford,1201 Hyndman Borough,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,No,1,104
Bedford,1301 Juniata Township,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,Yes,1,73
Bedford,1301 Juniata Township,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,No,1,212
Bedford,1401 Kimmel Township,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,Yes,1,116
Bedford,1401 Kimmel Township,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,No,1,251
Bedford,1501 King Township,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,Yes,1,62
Bedford,1501 King Township,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,No,1,192
Bedford,1601 Liberty Township,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,Yes,1,135
Bedford,1601 Liberty Township,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,No,1,271
Bedford,1701 Lincoln Township,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,Yes,1,31
Bedford,1701 Lincoln Township,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,No,1,95
Bedford,1801 Londonderry Township,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,Yes,1,68
Bedford,1801 Londonderry Township,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,No,1,241
Bedford,1901 Mann Township,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,Yes,1,63
Bedford,1901 Mann Township,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,No,1,124
Bedford,2001 Manns Choice Borough,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,Yes,1,21
Bedford,2001 Manns Choice Borough,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,No,1,44
Bedford,2101 Monroe Township,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,Yes,1,105
Bedford,2101 Monroe Township,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,No,1,274
Bedford,2201 Napier Township,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,Yes,1,144
Bedford,2201 Napier Township,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,No,1,486
Bedford,2301 New Paris Borough,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,Yes,1,16
Bedford,2301 New Paris Borough,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,No,1,27
Bedford,2401 Pleasantville Borough,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,Yes,1,8
Bedford,2401 Pleasantville Borough,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,No,1,29
Bedford,2501 East Providence Township,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,Yes,1,117
Bedford,2501 East Providence Township,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,No,1,338
Bedford,2502 West Providence Township,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,Yes,1,229
Bedford,2502 West Providence Township,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,No,1,605
Bedford,2601 Rainsburg Borough,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,Yes,1,11
Bedford,2601 Rainsburg Borough,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,No,1,15
Bedford,2701 Saxton Borough,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,Yes,1,58
Bedford,2701 Saxton Borough,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,No,1,71
Bedford,2801 Schellsburg Borough,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,Yes,1,25
Bedford,2801 Schellsburg Borough,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,No,1,57
Bedford,2901 Snake Spring Township,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,Yes,1,190
Bedford,2901 Snake Spring Township,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,No,1,386
Bedford,3003 Southampton Township,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,Yes,1,42
Bedford,3003 Southampton Township,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,No,1,141
Bedford,3101 St. Clairsville Borough,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,Yes,1,6
Bedford,3101 St. Clairsville Borough,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,No,1,15
Bedford,3201 East St. Clair Township,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,Yes,1,227
Bedford,3201 East St. Clair Township,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,No,1,524
Bedford,3202 West St. Clair Township,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,Yes,1,115
Bedford,3202 West St. Clair Township,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,No,1,401
Bedford,3301 Pavia Township,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,Yes,1,20
Bedford,3301 Pavia Township,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,No,1,63
Bedford,3401 Woodbury Borough,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,Yes,1,23
Bedford,3401 Woodbury Borough,Justice of the Supreme Retention Election Question - Kevin M Dougherty,,,No,1,51
