county,office,district,party,candidate,votes,election_day,mail,provisional
Berks,Registered Voters,,,,271178,0,0,0
Berks,Ballots Cast,,,,103716,79854,23495,367
Berks,Judge of the Superior Court,,DEM,Brandon Neuman,51903,35131,16531,241
Berks,Judge of the Superior Court,,REP,Maria Battista,46782,40595,6083,104
Berks,Judge of the Superior Court,,LBR,Daniel Wassmer,2197,1661,523,13
Berks,Judge of the Superior Court,,,Write-ins,76,70,6,0
Berks,Judge of the Commonwealth Court,,DEM,Stella Tsai,52696,35680,16766,250
Berks,Judge of the Commonwealth Court,,REP,Matt Wolford,47858,41399,6352,107
Berks,Judge of the Commonwealth Court,,,Write-ins,69,60,9,0
Berks,Judge of the Court of Common Pleas,,DEM,Eric J. Taylor,51251,34711,16305,235
Berks,Judge of the Court of Common Pleas,,REP,Kathryn Lehman,49976,42948,6904,124
Berks,Judge of the Court of Common Pleas,,,Write-ins,76,62,14,0
Berks,Prothonotary,,D/R,Jonathan K. Del Collo,83099,63137,19656,306
Berks,Prothonotary,,,Write-ins,575,434,137,4
Berks,County Treasurer,,D/R,Mitchell Darcourt,82923,63133,19487,303
Berks,County Treasurer,,,Write-ins,569,418,146,5
Berks,Coroner,,D/R,Matt Stitzel,85090,64904,19880,306
Berks,Coroner,,,Write-ins,530,386,141,3
Berks,Sheriff,,D/R,Mandy Miller,84459,64583,19570,306
Berks,Sheriff,,,Write-ins,600,464,131,5
Berks,Council President,Reading,DEM,Donna Reed,5739,4247,1451,41
Berks,Council President,Reading,REP,Evelyn W. Morrison,1642,1329,300,13
Berks,Council President,Reading,,Write-ins,41,29,11,1
Berks,City Council District 1,Reading,DEM,Vanessa Campos,1361,971,383,7
Berks,City Council District 1,Reading,,Write-ins,29,26,2,1
Berks,School Director (4 Year),Reading,DEM,Patricia Wright,5193,3884,1273,36
Berks,School Director (4 Year),Reading,DEM,Paige M. Brookins,4163,3050,1088,25
Berks,School Director (4 Year),Reading,DEM,Robin Costenbader-Jacobson,3969,2924,1023,22
Berks,School Director (4 Year),Reading,DEM,M. Emilia Portes,4214,3180,1006,28
Berks,School Director (4 Year),Reading,,Write-ins,121,86,34,1
Berks,School Director (2 Year),Reading,DEM,Paige M. Brookins,5244,3887,1317,40
Berks,School Director (2 Year),Reading,DEM,Yajaira Stone,4330,3243,1059,28
Berks,School Director (2 Year),Reading,,Write-ins,71,46,25,0
Berks,Judge of Elections,,,Write-ins,2567,1823,733,11
Berks,Inspector of Elections,,,Write-ins,2081,1436,639,6
Berks,Supreme Court Retention - Donohue,,,Yes,56438,39057,17137,244
Berks,Supreme Court Retention - Donohue,,,No,41772,36162,5509,101
Berks,Supreme Court Retention - Dougherty,,,Yes,56431,39058,17134,239
Berks,Supreme Court Retention - Dougherty,,,No,41275,35657,5509,109
Berks,Supreme Court Retention - Wecht,,,Yes,55949,38650,17064,235
Berks,Supreme Court Retention - Wecht,,,No,41674,36059,5503,112
Berks,Superior Court Retention - Beck Dubow,,,Yes,54478,37645,16602,231
Berks,Superior Court Retention - Beck Dubow,,,No,38611,33325,5182,104
Berks,Commonwealth Court Retention - Wojcik,,,Yes,54921,38023,16671,227
Berks,Commonwealth Court Retention - Wojcik,,,No,38542,33319,5118,105
Berks,Court of Common Pleas Retention - Barrett,,,Yes,55131,39046,15868,217
Berks,Court of Common Pleas Retention - Barrett,,,No,36586,31148,5325,113
Berks,Court of Common Pleas Retention - Dimitriou Geishauser,,,Yes,58535,41978,16332,225
Berks,Court of Common Pleas Retention - Dimitriou Geishauser,,,No,34636,29347,5181,108
Berks,Court of Common Pleas Retention - Lillis,,,Yes,56339,40644,15482,213
Berks,Court of Common Pleas Retention - Lillis,,,No,35312,29824,5380,108
Berks,Inspector of Elections,,DEM,Gina Key,239,164,74,1
Berks,Judge of Elections,,REP,"Bruce S. Hill, Sr.",64,52,12,0
Berks,Judge of Elections,,DEM,Michael H. Reese,164,135,27,2
Berks,City Council District 4,Reading,DEM,Ray Baker,1111,849,260,2
Berks,City Council District 4,Reading,REP,Gary D. Colby,300,242,56,2
Berks,City Council District 4,Reading,,Write-ins,2,2,0,0
Berks,City Council District 5,Reading,DEM,Rafael A. Nunez,1170,865,303,2
Berks,City Council District 5,Reading,,Write-ins,25,19,6,0
Berks,Inspector of Elections,,DEM,Bronwen D. Evans,142,101,41,0
Berks,Judge of Elections,,DEM,Chad Roeder,281,188,92,1
Berks,School Director Region 3,Kutztown Area,DEM,Katie Ann Monahan,698,458,239,1
Berks,School Director Region 3,Kutztown Area,REP,Jason Koch,1126,1039,86,1
Berks,School Director Region 3,Kutztown Area,REP,Jeremiah Light,1025,949,75,1
Berks,School Director Region 3,Kutztown Area,,Write-ins,18,7,11,0
Berks,Township Supervisor,Albany Twp,REP,Joshua Rabert,503,439,64,0
Berks,Township Supervisor,Albany Twp,,Write-ins,6,3,3,0
Berks,Tax Collector,Albany Twp,REP,Angela C. Bittner,536,466,70,0
Berks,Tax Collector,Albany Twp,,Write-ins,2,0,2,0
Berks,Township Auditor (6 Year),Albany Twp,,Write-ins,15,11,4,0
Berks,Township Auditor (4 Year),Albany Twp,,Write-ins,10,7,3,0
Berks,Township Auditor (2 Year),Albany Twp,,Write-ins,12,8,4,0
Berks,School Director (4 Year),Oley Valley,DEM,Jodie L. Kline,1977,1302,671,4
Berks,School Director (4 Year),Oley Valley,D/R,Darrell L. Markley,2437,1776,655,6
Berks,School Director (4 Year),Oley Valley,D/R,Andrew C. Kline,2801,2161,633,7
Berks,School Director (4 Year),Oley Valley,DEM,Donald Haas,1692,1062,626,4
Berks,School Director (4 Year),Oley Valley,REP,Zachary Moore,2439,2093,339,7
Berks,School Director (4 Year),Oley Valley,REP,Jeff Boyd,2280,1991,283,6
Berks,School Director (4 Year),Oley Valley,,Write-ins,139,136,3,0
Berks,School Director (2 Year),Oley Valley,DEM,Jodie L. Kline,1788,1166,619,3
Berks,School Director (2 Year),Oley Valley,DEM,Gary Wegman,1601,994,604,3
Berks,School Director (2 Year),Oley Valley,REP,Brian Weidner,2223,1929,289,5
Berks,School Director (2 Year),Oley Valley,REP,Andrew C. Kline,2333,2021,307,5
Berks,School Director (2 Year),Oley Valley,,Write-ins,38,36,2,0
Berks,Township Supervisor (6 Year),Alsace Twp,D/R,Michael D. Stump,984,776,206,2
Berks,Township Supervisor (6 Year),Alsace Twp,,Write-ins,36,30,6,0
Berks,Township Supervisor (4 Year),Alsace Twp,REP,Shawn P. Dierolf,843,709,133,1
Berks,Township Supervisor (4 Year),Alsace Twp,,Write-ins,49,40,9,0
Berks,Tax Collector,Alsace Twp,D/R,Karen E. Levengood,1019,821,196,2
Berks,Tax Collector,Alsace Twp,,Write-ins,10,8,2,0
Berks,Township Auditor (6 Year),Alsace Twp,,Write-ins,17,10,7,0
Berks,Township Auditor (4 Year),Alsace Twp,,Write-ins,12,7,5,0
Berks,Township Auditor (2 Year),Alsace Twp,,Write-ins,13,8,5,0
Berks,Judge of Elections,,REP,Darlene Bartsch,445,373,72,0
Berks,School Director,Antietam,D/R,Clara Worrall,1109,805,302,2
Berks,School Director,Antietam,DEM,Susan Randolph,1156,828,325,3
Berks,School Director,Antietam,D/R,Jennifer Ann Miller,1077,792,284,1
Berks,School Director,Antietam,DEM,Gabriel Trieb,1087,774,312,1
Berks,School Director,Antietam,REP,Edward Gensemer,736,627,109,0
Berks,School Director,Antietam,REP,Cathryn A. Loveland,707,608,99,0
Berks,School Director,Antietam,,Write-ins,35,28,7,0
Berks,Township Supervisor,Lower Alsace Twp,DEM,John Theodossiou,1011,732,279,0
Berks,Township Supervisor,Lower Alsace Twp,,Write-ins,16,14,2,0
Berks,Tax Collector,Lower Alsace Twp,REP,Patrick J. Duggan,971,758,213,0
Berks,Tax Collector,Lower Alsace Twp,,Write-ins,23,15,8,0
Berks,Township Auditor,Lower Alsace Twp,REP,Kevin Alan Blackburn,896,707,189,0
Berks,Township Auditor,Lower Alsace Twp,,Write-ins,23,14,9,0
Berks,Inspector of Elections,,REP,Diane A. Hine,477,392,85,0
Berks,School Director Region 3 (4 Year),Daniel Boone Area,D/R,Christen Thompson,1282,1046,235,1
Berks,School Director Region 3 (4 Year),Daniel Boone Area,,Write-ins,19,19,0,0
Berks,School Director Region 3 (2 Year),Daniel Boone Area,D/R,Julia Olafson,1256,1020,235,1
Berks,School Director Region 3 (2 Year),Daniel Boone Area,,Write-ins,21,19,2,0
Berks,Township Supervisor,Amity Twp,DEM,Steven Chrismer,1799,1253,542,4
Berks,Township Supervisor,Amity Twp,REP,Nathaniel Halter,1963,1757,205,1
Berks,Township Supervisor,Amity Twp,,Write-ins,5,5,0,0
Berks,Tax Collector,Amity Twp,D/R,Lisa B. Bingaman,3127,2500,622,5
Berks,Tax Collector,Amity Twp,,Write-ins,24,17,7,0
Berks,Township Auditor,Amity Twp,,Write-ins,116,80,35,1
Berks,School Director Region 2 (4 Year),Daniel Boone Area,D/R,Bucky Scott,1973,1519,448,6
Berks,School Director Region 2 (4 Year),Daniel Boone Area,,Write-ins,20,17,3,0
Berks,School Director Region 2 (2 Year),Daniel Boone Area,D/R,Tanya Bell,1972,1513,453,6
Berks,School Director Region 2 (2 Year),Daniel Boone Area,,Write-ins,14,12,2,0
Berks,School Director Region 1 (4 Year),Daniel Boone Area,D/R,Beverly Albright,1272,964,307,1
Berks,School Director Region 1 (4 Year),Daniel Boone Area,REP,Valerie Fekelman,1011,928,83,0
Berks,School Director Region 1 (4 Year),Daniel Boone Area,,Write-ins,24,17,7,0
Berks,School Director Region 1 (2 Year),Daniel Boone Area,DEM,Lelayna A. Yarnall,1241,928,312,1
Berks,School Director Region 1 (2 Year),Daniel Boone Area,REP,Rich Martino,916,844,72,0
Berks,School Director Region 1 (2 Year),Daniel Boone Area,,Write-ins,1,1,0,0
Berks,Judge of Elections,,REP,Eric Ressler,379,314,64,1
Berks,Inspector of Elections,,DEM,Thomas Fili,340,267,72,1
Berks,Judge of Elections,,DEM,Lawrence J. Boyle,448,350,98,0
Berks,School Director Region 1,Boyertown Area,DEM,Michelle R. Wiley,2290,1586,700,4
Berks,School Director Region 1,Boyertown Area,D/R,Ruth A. Dierolf,2071,1662,407,2
Berks,School Director Region 1,Boyertown Area,REP,Matthew J. Weir,2628,2345,280,3
Berks,School Director Region 1,Boyertown Area,,Write-ins,39,35,4,0
Berks,Mayor,Bally Boro,DEM,"Sherman Ellis, Jr.",143,118,23,2
Berks,Mayor,Bally Boro,REP,David Carl Schott,259,229,30,0
Berks,Mayor,Bally Boro,,Write-ins,2,2,0,0
Berks,Borough Council,Bally Boro,DEM,Michael B. Bauman,234,192,41,1
Berks,Borough Council,Bally Boro,DEM,Glenn A. Mutter,204,173,30,1
Berks,Borough Council,Bally Boro,REP,Matthew J. Gehman,240,213,27,0
Berks,Borough Council,Bally Boro,REP,Michael David Moll,249,220,29,0
Berks,Borough Council,Bally Boro,,Write-ins,19,19,0,0
Berks,Tax Collector,Bally Boro,REP,Beth Spaid,348,303,45,0
Berks,Tax Collector,Bally Boro,,Write-ins,5,4,0,1
Berks,Mayor,Bechtelsville Boro,,Write-ins,27,26,1,0
Berks,Borough Council (4 Year),Bechtelsville Boro,DEM,Joel T. Weller,132,113,19,0
Berks,Borough Council (4 Year),Bechtelsville Boro,REP,Joshua R. Schmale,123,116,7,0
Berks,Borough Council (4 Year),Bechtelsville Boro,REP,"James F. Powers, Jr.",109,102,7,0
Berks,Borough Council (4 Year),Bechtelsville Boro,,Write-ins,11,11,0,0
Berks,Borough Council (2 Year),Bechtelsville Boro,,Write-ins,11,11,0,0
Berks,Tax Collector,Bechtelsville Boro,,Write-ins,14,13,1,0
Berks,Judge of Elections,,REP,Donald G. Reinert,160,149,11,0
Berks,Inspector of Elections,,REP,Mary Jane Reinert,165,155,10,0
Berks,School Director Region 1,Schuylkill Valley,DEM,Linda R. Lash,608,349,258,1
Berks,School Director Region 1,Schuylkill Valley,D/R,Thomas Egan,598,420,177,1
Berks,School Director Region 1,Schuylkill Valley,REP,Joe Brown,693,554,138,1
Berks,School Director Region 1,Schuylkill Valley,,Write-ins,84,81,3,0
Berks,Township Supervisor,Bern Twp,REP,Brian S. Eveland,1094,842,249,3
Berks,Township Supervisor,Bern Twp,REP,Theresa Stork,1081,841,238,2
Berks,Township Supervisor,Bern Twp,,Write-ins,36,21,15,0
Berks,Tax Collector,Bern Twp,D/R,Jami D. Jamison,1614,1198,412,4
Berks,Tax Collector,Bern Twp,,Write-ins,8,7,1,0
Berks,Township Auditor (6 Year),Bern Twp,REP,William Bundy,1280,994,282,4
