county,precinct,office,district,party,candidate,votes,election_day,mail,provisional,vote_for
Clearfield,Brisbin Borough,Registered Voters,,,,263,,,,
Clearfield,Brisbin Borough,Ballots Cast,,,,107,101,6,0,
Clearfield,Brisbin Borough,Ballots Cast Blank,,,,0,0,0,0,
Clearfield,Brisbin Borough,Judge of the Superior Court,,DEM,BRANDON NEUMAN,23,19,4,0,1
Clearfield,Brisbin Borough,Judge of the Superior Court,,REP,MARIA BATTISTA,80,78,2,0,1
Clearfield,Brisbin Borough,Judge of the Superior Court,,LIB,DANIEL WASSMER,2,2,0,0,1
Clearfield,Brisbin Borough,Judge of the Superior Court,,,Write-ins,0,0,0,0,1
Clearfield,Brisbin Borough,Judge of the Commonwealth Court,,DEM,STELLA TSAI,21,18,3,0,1
Clearfield,Brisbin Borough,Judge of the Commonwealth Court,,REP,MATT WOLFORD,83,80,3,0,1
Clearfield,Brisbin Borough,Judge of the Commonwealth Court,,,Write-ins,0,0,0,0,1
Clearfield,Brisbin Borough,Judge of the Court of Common Pleas,,DEM,JOSH MAINES,38,34,4,0,1
Clearfield,Brisbin Borough,Judge of the Court of Common Pleas,,REP,RYAN P SAYERS,68,66,2,0,1
Clearfield,Brisbin Borough,Judge of the Court of Common Pleas,,,Write-ins,0,0,0,0,1
Clearfield,Brisbin Borough,Sheriff,,D/R,CHESTER A HAWKINS,96,90,6,0,1
Clearfield,Brisbin Borough,Sheriff,,,Write-ins,1,1,0,0,1
Clearfield,Brisbin Borough,Prothonotary and Clerk of Courts,,REP,BRIAN K SPENCER,93,90,3,0,1
Clearfield,Brisbin Borough,Prothonotary and Clerk of Courts,,,Write-ins,1,0,1,0,1
Clearfield,Brisbin Borough,Controller,,REP,ROBERT M EDWARDS JR,94,90,4,0,1
Clearfield,Brisbin Borough,Controller,,,Write-ins,0,0,0,0,1
Clearfield,Brisbin Borough,Tax Collector,Brisbin Borough,REP,DEANNA FAYE LOBB,103,97,6,0,1
Clearfield,Brisbin Borough,Tax Collector,Brisbin Borough,,Write-ins,0,0,0,0,1
Clearfield,Brisbin Borough,Mayor,Brisbin Borough,,Write-ins,15,14,1,0,1
Clearfield,Brisbin Borough,Borough Council,Brisbin Borough,,Write-ins,33,33,0,0,3
Clearfield,Brisbin Borough,Borough Council (2 Year),Brisbin Borough,,Write-ins,6,6,0,0,1
Clearfield,Brisbin Borough,School Director At Large,Moshannon Valley Area,D/R,SARA KATHERINE BACHER,54,51,3,0,4
Clearfield,Brisbin Borough,School Director At Large,Moshannon Valley Area,D/R,ELSIE HARCHAK,55,53,2,0,4
Clearfield,Brisbin Borough,School Director At Large,Moshannon Valley Area,DEM,STACEY WARRICK WILLIAMS,30,27,3,0,4
Clearfield,Brisbin Borough,School Director At Large,Moshannon Valley Area,DEM,RACHEL ANN PEREA,35,31,4,0,4
Clearfield,Brisbin Borough,School Director At Large,Moshannon Valley Area,REP,ROBERT A FERGUSON,51,49,2,0,4
Clearfield,Brisbin Borough,School Director At Large,Moshannon Valley Area,REP,DONALD E WONDERLING,63,61,2,0,4
Clearfield,Brisbin Borough,School Director At Large,Moshannon Valley Area,,Write-ins,2,0,2,0,4
Clearfield,Brisbin Borough,School Director At Large (2 Year),Moshannon Valley Area,,Write-ins,4,3,1,0,1
Clearfield,Brisbin Borough,Judge of Elections,,,Write-ins,8,7,1,0,1
Clearfield,Brisbin Borough,Inspector of Elections,,,Write-ins,5,4,1,0,1
Clearfield,Brisbin Borough,Supreme Court Retention - Christine Donohue,,,Yes,39,36,3,0,1
Clearfield,Brisbin Borough,Supreme Court Retention - Christine Donohue,,,No,64,61,3,0,1
Clearfield,Brisbin Borough,Supreme Court Retention - Kevin M Dougherty,,,Yes,40,37,3,0,1
Clearfield,Brisbin Borough,Supreme Court Retention - Kevin M Dougherty,,,No,64,61,3,0,1
Clearfield,Brisbin Borough,Supreme Court Retention - David Wecht,,,Yes,38,35,3,0,1
Clearfield,Brisbin Borough,Supreme Court Retention - David Wecht,,,No,66,63,3,0,1
Clearfield,Brisbin Borough,Superior Court Retention - Alice Beck Dubow,,,Yes,40,35,5,0,1
Clearfield,Brisbin Borough,Superior Court Retention - Alice Beck Dubow,,,No,64,63,1,0,1
Clearfield,Brisbin Borough,Commonwealth Court Retention - Michael H Wojcik,,,Yes,42,37,5,0,1
Clearfield,Brisbin Borough,Commonwealth Court Retention - Michael H Wojcik,,,No,61,60,1,0,1
Clearfield,Burnside Borough,Registered Voters,,,,109,,,,
Clearfield,Burnside Borough,Ballots Cast,,,,59,53,6,0,
Clearfield,Burnside Borough,Ballots Cast Blank,,,,0,0,0,0,
Clearfield,Burnside Borough,Judge of the Superior Court,,DEM,BRANDON NEUMAN,11,10,1,0,1
Clearfield,Burnside Borough,Judge of the Superior Court,,REP,MARIA BATTISTA,43,40,3,0,1
Clearfield,Burnside Borough,Judge of the Superior Court,,LIB,DANIEL WASSMER,3,2,1,0,1
Clearfield,Burnside Borough,Judge of the Superior Court,,,Write-ins,0,0,0,0,1
Clearfield,Burnside Borough,Judge of the Commonwealth Court,,DEM,STELLA TSAI,12,11,1,0,1
Clearfield,Burnside Borough,Judge of the Commonwealth Court,,REP,MATT WOLFORD,44,40,4,0,1
Clearfield,Burnside Borough,Judge of the Commonwealth Court,,,Write-ins,0,0,0,0,1
Clearfield,Burnside Borough,Judge of the Court of Common Pleas,,DEM,JOSH MAINES,11,10,1,0,1
Clearfield,Burnside Borough,Judge of the Court of Common Pleas,,REP,RYAN P SAYERS,47,42,5,0,1
Clearfield,Burnside Borough,Judge of the Court of Common Pleas,,,Write-ins,0,0,0,0,1
Clearfield,Burnside Borough,Sheriff,,D/R,CHESTER A HAWKINS,54,48,6,0,1
Clearfield,Burnside Borough,Sheriff,,,Write-ins,0,0,0,0,1
Clearfield,Burnside Borough,Prothonotary and Clerk of Courts,,REP,BRIAN K SPENCER,54,48,6,0,1
Clearfield,Burnside Borough,Prothonotary and Clerk of Courts,,,Write-ins,0,0,0,0,1
Clearfield,Burnside Borough,Controller,,REP,ROBERT M EDWARDS JR,53,47,6,0,1
Clearfield,Burnside Borough,Controller,,,Write-ins,0,0,0,0,1
Clearfield,Burnside Borough,Tax Collector,Burnside Borough,,Write-ins,14,11,3,0,1
Clearfield,Burnside Borough,Mayor,Burnside Borough,REP,BRONWYN L OROSZ,45,41,4,0,1
Clearfield,Burnside Borough,Mayor,Burnside Borough,,Write-ins,6,6,0,0,1
Clearfield,Burnside Borough,Borough Council,Burnside Borough,REP,DONNIE E MORROW,32,27,5,0,3
Clearfield,Burnside Borough,Borough Council,Burnside Borough,REP,CHARLES A SMITH,36,30,6,0,3
Clearfield,Burnside Borough,Borough Council,Burnside Borough,REP,RAY CHARLES FLEMING,37,33,4,0,3
Clearfield,Burnside Borough,Borough Council,Burnside Borough,,Write-ins,19,18,1,0,3
Clearfield,Burnside Borough,Borough Council (2 Year),Burnside Borough,REP,LESLIE DAWN REID,48,44,4,0,1
Clearfield,Burnside Borough,Borough Council (2 Year),Burnside Borough,,Write-ins,4,3,1,0,1
Clearfield,Burnside Borough,School Director At Large,Purchase Line Area,D/R,DAVID SMALL,34,30,4,0,4
Clearfield,Burnside Borough,School Director At Large,Purchase Line Area,DEM,ELAINE LITTLE,15,12,3,0,4
Clearfield,Burnside Borough,School Director At Large,Purchase Line Area,D/R,MICHAEL MOYER,29,23,6,0,4
Clearfield,Burnside Borough,School Director At Large,Purchase Line Area,REP,QUENTIN T BROOKS,38,35,3,0,4
Clearfield,Burnside Borough,School Director At Large,Purchase Line Area,,Write-ins,7,4,3,0,4
Clearfield,Burnside Borough,Judge of Elections,,REP,BRENDA LEE MCGARVEY,57,52,5,0,1
Clearfield,Burnside Borough,Judge of Elections,,,Write-ins,0,0,0,0,1
Clearfield,Burnside Borough,Inspector of Elections,,REP,LINDA L SUNDERLIN,57,52,5,0,1
Clearfield,Burnside Borough,Inspector of Elections,,,Write-ins,0,0,0,0,1
Clearfield,Burnside Borough,Supreme Court Retention - Christine Donohue,,,Yes,24,22,2,0,1
Clearfield,Burnside Borough,Supreme Court Retention - Christine Donohue,,,No,33,30,3,0,1
Clearfield,Burnside Borough,Supreme Court Retention - Kevin M Dougherty,,,Yes,25,22,3,0,1
Clearfield,Burnside Borough,Supreme Court Retention - Kevin M Dougherty,,,No,32,30,2,0,1
Clearfield,Burnside Borough,Supreme Court Retention - David Wecht,,,Yes,24,22,2,0,1
Clearfield,Burnside Borough,Supreme Court Retention - David Wecht,,,No,33,30,3,0,1
Clearfield,Burnside Borough,Superior Court Retention - Alice Beck Dubow,,,Yes,27,25,2,0,1
Clearfield,Burnside Borough,Superior Court Retention - Alice Beck Dubow,,,No,30,27,3,0,1
Clearfield,Burnside Borough,Commonwealth Court Retention - Michael H Wojcik,,,Yes,29,26,3,0,1
Clearfield,Burnside Borough,Commonwealth Court Retention - Michael H Wojcik,,,No,28,26,2,0,1
Clearfield,Chester Hill Borough,Registered Voters,,,,501,,,,
Clearfield,Chester Hill Borough,Ballots Cast,,,,167,144,23,0,
Clearfield,Chester Hill Borough,Ballots Cast Blank,,,,0,0,0,0,
Clearfield,Chester Hill Borough,Judge of the Superior Court,,DEM,BRANDON NEUMAN,67,53,14,0,1
Clearfield,Chester Hill Borough,Judge of the Superior Court,,REP,MARIA BATTISTA,93,86,7,0,1
Clearfield,Chester Hill Borough,Judge of the Superior Court,,LIB,DANIEL WASSMER,5,3,2,0,1
Clearfield,Chester Hill Borough,Judge of the Superior Court,,,Write-ins,0,0,0,0,1
Clearfield,Chester Hill Borough,Judge of the Commonwealth Court,,DEM,STELLA TSAI,64,49,15,0,1
