county,office,district,party,candidate,votes,election_day,mail,provisional
Mercer,Tax Collector,Mill Creek Township,,Write-ins,0,0,0,0
Mercer,Inspector of Elections,,REP,DARLA PARTRIDGE,194,183,11,0
Mercer,Mayor,New Lebanon Borough,,Write-ins,4,4,0,0
Mercer,Borough Council,New Lebanon Borough,REP,KAREN A STUTZMAN,35,32,3,0
Mercer,Borough Council,New Lebanon Borough,REP,GARY G CHISHOLM,26,21,5,0
Mercer,Borough Council,New Lebanon Borough,,Write-ins,0,0,0,0
Mercer,Borough Auditor,New Lebanon Borough,REP,CHRISTINE MCQUAID,37,33,4,0
Mercer,Borough Auditor,New Lebanon Borough,,Write-ins,0,0,0,0
Mercer,Township Supervisor,New Vernon Township,REP,ROBERT GREGGS,125,113,12,0
Mercer,Township Supervisor,New Vernon Township,,Write-ins,3,3,0,0
Mercer,Township Auditor,New Vernon Township,,Write-ins,13,13,0,0
Mercer,Township Auditor (4 Year),New Vernon Township,,Write-ins,2,2,0,0
Mercer,Tax Collector,New Vernon Township,,Write-ins,4,4,0,0
Mercer,Judge of Elections,,REP,DEE LEAKE,126,115,11,0
Mercer,Inspector of Elections,,REP,MARY SMITH,124,113,11,0
Mercer,School Director Region C,Commodore Perry,REP,JASON EDWARD OSBORN,213,191,22,0
Mercer,School Director Region C,Commodore Perry,REP,RYAN D GRUVER,179,162,17,0
Mercer,School Director Region C,Commodore Perry,,Write-ins,14,11,3,0
Mercer,Township Supervisor,Otter Creek Township,REP,CARL L SWARTZ II,120,110,10,0
Mercer,Township Supervisor,Otter Creek Township,,Write-ins,12,10,2,0
Mercer,Township Auditor,Otter Creek Township,,Write-ins,4,4,0,0
Mercer,Township Auditor (4 Year),Otter Creek Township,,Write-ins,3,3,0,0
Mercer,Township Auditor (2 Year),Otter Creek Township,,Write-ins,5,5,0,0
Mercer,Tax Collector,Otter Creek Township,DEM,PAULETTE L YOUNG,88,72,16,0
Mercer,Tax Collector,Otter Creek Township,,Write-ins,4,3,1,0
Mercer,Judge of Elections,,REP,DENNY LYNCH,111,101,10,0
Mercer,School Director Region B,Commodore Perry,REP,KYLE SHOOK,324,295,29,0
Mercer,School Director Region B,Commodore Perry,,Write-ins,60,44,16,0
Mercer,Township Supervisor,Perry Township,REP,GARY W KING,316,297,19,0
Mercer,Township Supervisor,Perry Township,,Write-ins,12,7,5,0
Mercer,Township Auditor,Perry Township,REP,REBEKAH COCHRAN,333,306,27,0
Mercer,Township Auditor,Perry Township,,Write-ins,8,5,3,0
Mercer,Tax Collector,Perry Township,REP,KAREN E KING,347,316,31,0
Mercer,Tax Collector,Perry Township,,Write-ins,3,2,1,0
Mercer,Judge of Elections,,REP,DONNA LAVER,343,314,29,0
Mercer,Inspector of Elections,,REP,MELISSA M COX,340,312,28,0
Mercer,Township Supervisor,Pine Township,REP,TODD SPEARS,1029,894,135,0
Mercer,Township Supervisor,Pine Township,DEM,ANTHONY W CONSBRUCK,397,231,163,3
