county,office,district,party,candidate,votes
Fayette,Judge of the Superior Court,,DEM,Brandon Neuman,12524
Fayette,Judge of the Superior Court,,REP,Maria Battista,17120
Fayette,Judge of the Superior Court,,LBR,Daniel Wassmer,483
Fayette,Judge of the Superior Court,,,Write-in,10
Fayette,Judge of the Superior Court,,,JOHN MICHAELS,1
Fayette,Judge of the Superior Court,,,DAVID WECHT,1
Fayette,Judge of the Superior Court,,,LARRY KESLAR,1
Fayette,Judge of the Superior Court,,,LEWIS FALTON,1
Fayette,Judge of the Superior Court,,,TIM WITT,1
Fayette,Judge of the Superior Court,,,CHARLENE DONOHUE,1
Fayette,Judge of the Superior Court,,,JOE MANCUSO,1
Fayette,Judge of the Superior Court,,,RYAN ANDERSON,1
Fayette,Judge of the Superior Court,,,ALEXIS A PRINKEY,1
Fayette,Judge of the Superior Court,,,JIM CARMINE,1
Fayette,Judge of the Commonwealth Court,,DEM,Stella Tsai,12687
Fayette,Judge of the Commonwealth Court,,REP,Matt Wolford,17239
Fayette,Judge of the Commonwealth Court,,,Write-in,12
Fayette,Judge of the Commonwealth Court,,,ELIZABETH LUKOWSKY,1
Fayette,Judge of the Commonwealth Court,,,MARCY A WHITT,1
Fayette,Judge of the Commonwealth Court,,,TEDDIE EICHER,1
Fayette,Judge of the Commonwealth Court,,,KURT CALLAHAN,1
Fayette,Judge of the Commonwealth Court,,,MATT WOLFORD,1
Fayette,Judge of the Commonwealth Court,,,RYAN ANDERSON,1
Fayette,Judge of the Commonwealth Court,,,DOUGLAS V WRIGHT,1
Fayette,Judge of the Commonwealth Court,,,JOSH PRINCE,3
Fayette,Judge of the Commonwealth Court,,,NOAH HECK,1
Fayette,Judge of the Commonwealth Court,,,JIM CARMINE,1
Fayette,Recorder of Deeds,,DEM,James Santilli,14616
Fayette,Recorder of Deeds,,REP,Jon R Marietta Jr,15761
Fayette,Recorder of Deeds,,,Write-in,33
Fayette,Recorder of Deeds,,,TODD MINER,1
Fayette,Recorder of Deeds,,,ROBERT DOUCHER JR,1
Fayette,Recorder of Deeds,,,CHRIS KAPO,1
Fayette,Recorder of Deeds,,,CHRISTINE BECKER,5
Fayette,Recorder of Deeds,,,JAMES HUMBERT,1
Fayette,Recorder of Deeds,,,DALTON KMETZ,1
Fayette,Recorder of Deeds,,,COREYANN FLUKER,1
Fayette,Recorder of Deeds,,,GEORGE DUBOVICH,1
Fayette,Recorder of Deeds,,,MARK DURANT,1
Fayette,Recorder of Deeds,,,CHRIS BECKER,1
Fayette,Recorder of Deeds,,,DAVID MALOSKY,1
Fayette,Recorder of Deeds,,,KENT BUCKINGHAM,1
Fayette,Recorder of Deeds,,,CHRISTINA BECKER,5
Fayette,Recorder of Deeds,,,LOU LONGO,1
Fayette,Recorder of Deeds,,,TINA LOWRY,1
Fayette,Recorder of Deeds,,,RYAN ANDERSON,1
Fayette,Recorder of Deeds,,,GARY ALTMAN,1
Fayette,Recorder of Deeds,,,JOHN CONAWAY,1
Fayette,Recorder of Deeds,,,DAVID DZURNAK,1
Fayette,Recorder of Deeds,,,LOUIS E RIDGLEY JR,1
Fayette,Recorder of Deeds,,,KELLY LANDMAN,1
Fayette,Recorder of Deeds,,,BETHANY DENNIS,1
Fayette,Recorder of Deeds,,,JAMES COSTER,1
Fayette,Recorder of Deeds,,,REGINA CARMINE,1
Fayette,Recorder of Deeds,,,JAMES SANTILLI,1
Fayette,County Treasurer,,DEM,Matthew Lancaster,13324
Fayette,County Treasurer,,REP,Melissa Tzan,16975
Fayette,County Treasurer,,,Write-in,28
Fayette,County Treasurer,,,DANIELLE R PRICE,1
Fayette,County Treasurer,,,MITTENS ALVIAR,1
Fayette,County Treasurer,,,ROY DEWITT III,1
Fayette,County Treasurer,,,BARRY CRAIG,2
Fayette,County Treasurer,,,JANET PRINGLE,1
Fayette,County Treasurer,,,JAMES KOLECK,1
Fayette,County Treasurer,,,JESSICA KESLER,1
Fayette,County Treasurer,,,DON LOWERY,1
Fayette,County Treasurer,,,SARAH E BERISH,1
Fayette,County Treasurer,,,DEB APICERA,2
Fayette,County Treasurer,,,JON R MARIETTA JR,3
Fayette,County Treasurer,,,JON MARIETTA,1
Fayette,County Treasurer,,,MICHAEL LACEY,1
Fayette,County Treasurer,,,RYAN ANDERSON,1
Fayette,County Treasurer,,,DEB APICELLA,4
Fayette,County Treasurer,,,HARRY L MARDIS,1
Fayette,County Treasurer,,,BILLY BROWN,1
Fayette,County Treasurer,,,REGINA CARMINE,1
Fayette,County Treasurer,,,DAVID FRANCO,1
Fayette,County Treasurer,,,TINA LOWRY,2
Fayette,Jury Commissioner,,DEM,Trinette Schmidt-Cunningham,13131
Fayette,Jury Commissioner,,REP,Frank Mutnansky,16941
Fayette,Jury Commissioner,,,Write-in,23
Fayette,Jury Commissioner,,,JOSEPH PYRO,1
Fayette,Jury Commissioner,,,RYAN HUHN,1
Fayette,Jury Commissioner,,,BRYAN M WHITT,1
Fayette,Jury Commissioner,,,MICHAEL A BARTECK,1
Fayette,Jury Commissioner,,,COREYANN FLUKER,5
Fayette,Jury Commissioner,,,JOHN FORMAN,1
Fayette,Jury Commissioner,,,TRINET SMITH,1
Fayette,Jury Commissioner,,,RYAN ANDERSON,1
Fayette,Jury Commissioner,,,LOUIS E RIDGLEY III,1
Fayette,Jury Commissioner,,,LORI LAMBIE,1
Fayette,Jury Commissioner,,,RAYMOND MILLER,1
Fayette,Jury Commissioner,,,REGINA CARMINE,1
Fayette,Jury Commissioner,,,COREY ANN FLUKER,2
Fayette,Jury Commissioner,,,CORYANN FLUKER,2
