county,office,district,party,candidate,votes,election_day,mail,provisional
Indiana,Registered Voters,,,,49233,,,
Indiana,Ballots Cast,,,,22331,17677,4624,30
Indiana,Ballots Cast Blank,,,,3,2,1,0
Indiana,Judge of the Superior Court,,DEM,Brandon Neuman,7994,5072,2904,18
Indiana,Judge of the Superior Court,,REP,Maria Battista,13170,11703,1458,9
Indiana,Judge of the Superior Court,,LBR,Daniel Wassmer,467,349,116,2
Indiana,Judge of the Superior Court,,,Write-ins,17,15,2,0
Indiana,Judge of the Superior Court,,,Overvotes,18,15,3,0
Indiana,Judge of the Superior Court,,,Undervotes,665,523,141,1
Indiana,Judge of the Commonwealth Court,,DEM,Stella Tsai,8161,5173,2968,20
Indiana,Judge of the Commonwealth Court,,REP,Matt Wolford,13557,12012,1536,9
Indiana,Judge of the Commonwealth Court,,,Write-ins,14,12,2,0
Indiana,Judge of the Commonwealth Court,,,Overvotes,4,4,0,0
Indiana,Judge of the Commonwealth Court,,,Undervotes,595,476,118,1
Indiana,County Coroner,,DEM,Cinny Bratton,6763,4247,2496,20
Indiana,County Coroner,,REP,"Jerry L. Overman, Jr.",15187,13120,2058,9
Indiana,County Coroner,,,Write-ins,16,15,1,0
Indiana,County Coroner,,,Overvotes,3,2,1,0
Indiana,County Coroner,,,Undervotes,362,293,68,1
Indiana,"REGISTER OF WILLS, RECORDER OF DEEDS, CLERK OF ORPHANS' COURT",,REP,Maria Jack,18237,15133,3083,21
Indiana,"REGISTER OF WILLS, RECORDER OF DEEDS, CLERK OF ORPHANS' COURT",,,Write-ins,419,303,115,1
Indiana,"REGISTER OF WILLS, RECORDER OF DEEDS, CLERK OF ORPHANS' COURT",,,Overvotes,5,5,0,0
Indiana,"REGISTER OF WILLS, RECORDER OF DEEDS, CLERK OF ORPHANS' COURT",,,Undervotes,3670,2236,1426,8
Indiana,County Treasurer,,REP,Kimberly McCullough,17972,14941,3012,19
Indiana,County Treasurer,,,Write-ins,463,355,107,1
