county,office,district,party,candidate,votes,election_day,mail,provisional
Bucks,Ballots Cast,,,,240110,,,
Bucks,Judge of the Superior Court,,,Brandon Neuman,131929,75877,55500,552
Bucks,Judge of the Superior Court,,,Maria Battista,101943,80110,21496,337
Bucks,Judge of the Superior Court,,,Daniel Wassmer,3660,2451,1194,15
Bucks,Judge of the Superior Court,,,Write-in,67,51,16,0
Bucks,Judge of the Commonwealth Court,,,Stella Tsai,132857,76452,55843,562
Bucks,Judge of the Commonwealth Court,,,Matt Wolford,104038,81451,22240,347
Bucks,Judge of the Commonwealth Court,,,Write-in,89,68,21,0
Bucks,Judge of the Court of Common Pleas,,,Linda Bobrin,127289,72565,54198,526
Bucks,Judge of the Court of Common Pleas,,,Dawn DiDonato Burke,125979,71770,53699,510
Bucks,Judge of the Court of Common Pleas,,,Amy Fitzpatrick,131339,75560,55251,528
Bucks,Judge of the Court of Common Pleas,,,Tiffany Thomas-Smith,123214,69851,52872,491
Bucks,Judge of the Court of Common Pleas,,,Grace Deon,98748,76656,21772,320
Bucks,Judge of the Court of Common Pleas,,,Chelsey Crocker Jackman,96169,75066,20791,312
Bucks,Judge of the Court of Common Pleas,,,Joseph Pizzo,97576,76176,21095,305
Bucks,Judge of the Court of Common Pleas,,,Colin Monahan,93907,73258,20353,296
Bucks,Judge of the Court of Common Pleas,,,Write-in,491,416,73,2
Bucks,Judge of the Court of Common Pleas,,,Write-in,61,43,17,1
Bucks,Judge of the Court of Common Pleas,,,Write-in,23,18,5,0
Bucks,Judge of the Court of Common Pleas,,,Write-in,21,17,4,0
Bucks,District Attorney,,,Joe Khan,128877,74016,54300,561
Bucks,District Attorney,,,Jennifer Schorn,109108,84646,24109,353
Bucks,District Attorney,,,Write-in,98,76,22,0
Bucks,Sheriff,,,Danny Leo Ceisler,131439,75785,55092,562
Bucks,Sheriff,,,Fred Harran,106049,82534,23166,349
Bucks,Sheriff,,,Write-in,132,102,30,0
Bucks,Prothonotary,,,Donna Petrecco,130738,75202,54984,552
Bucks,Prothonotary,,,Coleen Christian,104456,81416,22692,348
Bucks,Prothonotary,,,Write-in,107,77,29,1
