county,office,district,party,candidate,votes,election_day,mail,provisional
Cameron,Registered Voters,,,,2887,,,
Cameron,Ballots Cast,,,,1203,905,298,0
Cameron,Ballots Cast Blank,,,,1,1,0,0
Cameron,Judge of the Superior Court,,DEM,BRANDON NEUMAN,323,196,127,0
Cameron,Judge of the Superior Court,,REP,MARIA BATTISTA,793,647,146,0
Cameron,Judge of the Superior Court,,LBR,DANIEL WASSMER,20,15,5,0
Cameron,Judge of the Superior Court,,,Write-ins,1,1,0,0
Cameron,Judge of the Superior Court,,,Overvotes,1,0,1,0
Cameron,Judge of the Superior Court,,,Undervotes,65,46,19,0
Cameron,Judge of the Commonwealth Court,,DEM,STELLA TSAI,328,198,130,0
Cameron,Judge of the Commonwealth Court,,REP,MATT WOLFORD,806,659,147,0
Cameron,Judge of the Commonwealth Court,,,Write-ins,1,1,0,0
Cameron,Judge of the Commonwealth Court,,,Overvotes,0,0,0,0
Cameron,Judge of the Commonwealth Court,,,Undervotes,68,47,21,0
Cameron,Prothonotary/Clerk of Courts,,REP,MARY GRACE OLAY,1105,847,258,0
Cameron,Prothonotary/Clerk of Courts,,,Write-ins,4,4,0,0
Cameron,Prothonotary/Clerk of Courts,,,Overvotes,0,0,0,0
Cameron,Prothonotary/Clerk of Courts,,,Undervotes,94,54,40,0
Cameron,Sheriff,,REP,DOUG HOMAN,1087,841,246,0
Cameron,Sheriff,,,Write-ins,9,7,2,0
Cameron,Sheriff,,,Overvotes,0,0,0,0
Cameron,Sheriff,,,Undervotes,107,57,50,0
Cameron,Sheriff,,REP,JOHN C SCHATZ,912,697,215,0
Cameron,Sheriff,,,Write-ins,52,45,7,0
Cameron,Sheriff,,,Overvotes,0,0,0,0
Cameron,Sheriff,,,Undervotes,239,163,76,0
Cameron,Sheriff,,DEM,JAMES A SLUSARICK,414,280,134,0
Cameron,Sheriff,,DEM,DUSTIN L BURGOON,300,194,106,0
Cameron,Sheriff,,REP,ANTHONY C MOSCATO,776,607,169,0
Cameron,Sheriff,,REP,SHERI LARSON,560,457,103,0
Cameron,Sheriff,,,Write-ins,15,14,1,0
Cameron,Sheriff,,,Overvotes,0,0,0,0
Cameron,Sheriff,,,Undervotes,341,258,83,0
Cameron,Sheriff,,REP,DANIELLE REED,282,230,52,0
Cameron,Sheriff,,,Write-ins,6,4,2,0
Cameron,Sheriff,,,Overvotes,0,0,0,0
Cameron,Sheriff,,,Undervotes,48,33,15,0
Cameron,Sheriff,,REP,MARILYN ERICKSON,330,242,88,0
Cameron,Sheriff,,,Write-ins,11,8,3,0
Cameron,Sheriff,,,Overvotes,0,0,0,0
Cameron,Sheriff,,,Undervotes,81,54,27,0
Cameron,Sheriff,,REP,MICHAEL SPAETH,374,290,84,0
Cameron,Sheriff,,,Write-ins,4,4,0,0
Cameron,Sheriff,,,Overvotes,0,0,0,0
Cameron,Sheriff,,,Undervotes,67,40,27,0
Cameron,DRIFTWOOD BOROUGH MAYOR,,,Write-ins,8,4,4,0
Cameron,DRIFTWOOD BOROUGH MAYOR,,,Overvotes,0,0,0,0
Cameron,DRIFTWOOD BOROUGH MAYOR,,,Undervotes,10,8,2,0
Cameron,DRIFTWOOD BOROUGH COUNCIL,,,Write-ins,17,7,10,0
Cameron,DRIFTWOOD BOROUGH COUNCIL,,,Overvotes,0,0,0,0
Cameron,DRIFTWOOD BOROUGH COUNCIL,,,Undervotes,37,29,8,0
Cameron,EMPORIUM BOROUGH MAYOR,,REP,JUSTIN ZIMMER,349,280,69,0
Cameron,EMPORIUM BOROUGH MAYOR,,,Write-ins,27,18,9,0
Cameron,EMPORIUM BOROUGH MAYOR,,,Overvotes,0,0,0,0
Cameron,EMPORIUM BOROUGH MAYOR,,,Undervotes,49,36,13,0
Cameron,EMPORIUM BOROUGH COUNCIL,,REP,PATRICK VOGT,294,233,61,0
